"party","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"keine Parteineigung","2020","(noch) kein Abschluss","1648","","",""
"keine Parteineigung","2020","Hauptschule","4326","0.61923884441324","0.607410685319236","0.631067003507244"
"keine Parteineigung","2020","Realschule","3621","0.590958119436383","0.578640277691453","0.603275961181314"
"keine Parteineigung","2020","(Fach-)Abitur","2990","","",""
"keine Parteineigung","2020","AkademikerIn","3532","0.425037990616276","0.413871598042719","0.436204383189833"
"SPD","2020","(noch) kein Abschluss","29","","",""
"SPD","2020","Hauptschule","632","0.117567363360595","0.109721406538603","0.125413320182588"
"SPD","2020","Realschule","464","0.0829308061195545","0.0760215486637927","0.0898400635753163"
"SPD","2020","(Fach-)Abitur","320","0.091938234039997","0.0837981069782432","0.100078361101751"
"SPD","2020","AkademikerIn","550","0.0767818936392913","0.0707679270851015","0.082795860193481"
"CDU/CSU","2020","(noch) kein Abschluss","99","0.0660776927577515","0.0549194083024827","0.0772359772130203"
"CDU/CSU","2020","Hauptschule","935","0.163959061757242","0.154940376563858","0.172977746950626"
"CDU/CSU","2020","Realschule","973","0.158630077407833","0.149477179053982","0.167782975761685"
"CDU/CSU","2020","(Fach-)Abitur","574","0.127354556111044","0.117962697060773","0.136746415161316"
"CDU/CSU","2020","AkademikerIn","1247","","",""
"FDP","2020","(noch) kein Abschluss","16","","",""
"FDP","2020","Hauptschule","45","0.00716515637201496","0.00511062354333539","0.00921968920069453"
"FDP","2020","Realschule","90","0.0131498677976916","0.0102958368695936","0.0160038987257895"
"FDP","2020","(Fach-)Abitur","84","0.0137711759420088","0.0104879575699079","0.0170543943141097"
"FDP","2020","AkademikerIn","234","","",""
"Grüne","2020","(noch) kein Abschluss","64","0.0588820906841554","0.0483083598952355","0.0694558214730753"
"Grüne","2020","Hauptschule","191","","",""
"Grüne","2020","Realschule","429","0.0653091596589748","0.0591191201473921","0.0714991991705576"
"Grüne","2020","(Fach-)Abitur","602","0.138572095251874","0.128838511500875","0.148305679002873"
"Grüne","2020","AkademikerIn","1470","","",""
"Linke","2020","(noch) kein Abschluss","25","","",""
"Linke","2020","Hauptschule","92","0.0153928165846036","0.0123939835196285","0.0183916496495787"
"Linke","2020","Realschule","241","","",""
"Linke","2020","(Fach-)Abitur","149","","",""
"Linke","2020","AkademikerIn","351","0.0534989510666265","0.048416038658037","0.0585818634752159"
"Rechte","2020","(noch) kein Abschluss","","","",""
"Rechte","2020","Hauptschule","7","0.000656954938033863","3.28080185812376e-05","0.00128110185748649"
"Rechte","2020","Realschule","2","","",""
"Rechte","2020","(Fach-)Abitur","1","","",""
"Rechte","2020","AkademikerIn","","","",""
"AfD","2020","(noch) kein Abschluss","14","","",""
"AfD","2020","Hauptschule","194","","",""
"AfD","2020","Realschule","242","","",""
"AfD","2020","(Fach-)Abitur","70","0.0161022084952007","0.0125561726128741","0.0196482443775273"
"AfD","2020","AkademikerIn","89","0.0152738494917392","0.0125036475365728","0.0180440514469057"
"Andere","2020","(noch) kein Abschluss","9","0.00523923183475273","0.00199652451674779","0.00848193915275766"
"Andere","2020","Hauptschule","52","0.0092852483057428","0.00694892565567201","0.0116215709558136"
"Andere","2020","Realschule","58","0.00911678396408474","0.00673553695304568","0.0114980309751238"
"Andere","2020","(Fach-)Abitur","50","0.0190668905470442","0.0152140144431534","0.022919766650935"
"Andere","2020","AkademikerIn","56","0.010183099461631","0.00791534062596612","0.0124508582972959"
