"party","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Linke","1993","AkademikerIn","75","0.0363758180795458","0.0272756785766542","0.0454759575824374"
"Rechte","1993","(noch) kein Abschluss","2","","",""
"Rechte","1993","Hauptschule","75","0.0144468004149763","0.011506845107833","0.0173867557221197"
"Rechte","1993","Realschule","39","0.0132555368940835","0.009217848641402","0.017293225146765"
"Rechte","1993","(Fach-)Abitur","11","","",""
"Rechte","1993","AkademikerIn","9","0.00847853573000214","0.00402198034885732","0.012935091111147"
"AfD","1993","(noch) kein Abschluss","","","",""
"AfD","1993","Hauptschule","","","",""
"AfD","1993","Realschule","","","",""
"AfD","1993","(Fach-)Abitur","","","",""
"AfD","1993","AkademikerIn","","","",""
"Andere","1993","(noch) kein Abschluss","2","","",""
"Andere","1993","Hauptschule","19","","",""
"Andere","1993","Realschule","13","","",""
"Andere","1993","(Fach-)Abitur","3","","",""
"Andere","1993","AkademikerIn","8","0.00455591019081681","0.00128262508923733","0.0078291952923963"
"keine Parteineigung","1994","(noch) kein Abschluss","673","0.776390282088936","0.748246826085957","0.804533738091916"
"keine Parteineigung","1994","Hauptschule","3584","0.533244170956046","0.520709130693034","0.545779211219059"
"keine Parteineigung","1994","Realschule","1948","","",""
"keine Parteineigung","1994","(Fach-)Abitur","485","0.493985826631591","0.461537727747492","0.52643392551569"
"keine Parteineigung","1994","AkademikerIn","812","0.428400022053671","0.40445049117363","0.452349552933711"
"SPD","1994","(noch) kein Abschluss","113","","",""
"SPD","1994","Hauptschule","1324","","",""
"SPD","1994","Realschule","451","0.168597481077612","0.155266626660071","0.181928335495152"
"SPD","1994","(Fach-)Abitur","191","","",""
"SPD","1994","AkademikerIn","288","","",""
"CDU/CSU","1994","(noch) kein Abschluss","28","","",""
"CDU/CSU","1994","Hauptschule","923","0.18103191463356","0.171357407236334","0.190706422030786"
"CDU/CSU","1994","Realschule","428","0.187251932158322","0.173361431369928","0.201142432946715"
"CDU/CSU","1994","(Fach-)Abitur","110","","",""
"CDU/CSU","1994","AkademikerIn","239","","",""
"FDP","1994","(noch) kein Abschluss","1","","",""
"FDP","1994","Hauptschule","46","0.00974574943127752","0.00727744468693775","0.0122140541756173"
"FDP","1994","Realschule","22","","",""
"FDP","1994","(Fach-)Abitur","21","","",""
"FDP","1994","AkademikerIn","55","0.0454758699101393","0.0353923971229885","0.05555934269729"
"Grüne","1994","(noch) kein Abschluss","17","","",""
"Grüne","1994","Hauptschule","75","0.0119673511305667","0.00923521418264804","0.0146994880784854"
"Grüne","1994","Realschule","104","","",""
"Grüne","1994","(Fach-)Abitur","84","0.10092169849868","0.0813719261019308","0.120471470895428"
"Grüne","1994","AkademikerIn","128","","",""
"Linke","1994","(noch) kein Abschluss","3","","",""
"Linke","1994","Hauptschule","55","0.00767910813328041","0.00548580197130098","0.00987241429525985"
"Linke","1994","Realschule","33","0.00732064253733513","0.00428531282792299","0.0103559722467473"
"Linke","1994","(Fach-)Abitur","12","","",""
"Linke","1994","AkademikerIn","103","","",""
"Rechte","1994","(noch) kein Abschluss","2","","",""
"Rechte","1994","Hauptschule","55","0.0085653895967836","0.00625000362099852","0.0108807755725687"
"Rechte","1994","Realschule","23","","",""
"Rechte","1994","(Fach-)Abitur","4","0.0048490227416077","0.000340624525832796","0.00935742095738261"
"Rechte","1994","AkademikerIn","6","0.00522651802481688","0.00173676660153409","0.00871626944809967"
"AfD","1994","(noch) kein Abschluss","","","",""
"AfD","1994","Hauptschule","","","",""
"AfD","1994","Realschule","","","",""
"AfD","1994","(Fach-)Abitur","","","",""
"AfD","1994","AkademikerIn","","","",""
"Andere","1994","(noch) kein Abschluss","5","0.00299267389744437","-0.00069685501421616","0.0066822028091049"
"Andere","1994","Hauptschule","23","","",""
"Andere","1994","Realschule","21","","",""
"Andere","1994","(Fach-)Abitur","5","0.00477671620581882","0.000301895327206323","0.00925153708443132"
"Andere","1994","AkademikerIn","9","0.00406752611598789","0.00098713197457394","0.00714792025740185"
"keine Parteineigung","1995","(noch) kein Abschluss","666","0.70574273052759","0.675599649560296","0.735885811494884"
"keine Parteineigung","1995","Hauptschule","3403","0.50184601863576","0.489300776914008","0.514391260357512"
"keine Parteineigung","1995","Realschule","1822","","",""
"keine Parteineigung","1995","(Fach-)Abitur","504","0.418224861741392","0.388516232552116","0.447933490930667"
"keine Parteineigung","1995","AkademikerIn","772","0.400503276511368","0.37752602478632","0.423480528236415"
"SPD","1995","(noch) kein Abschluss","113","","",""
"SPD","1995","Hauptschule","1336","","",""
"SPD","1995","Realschule","496","0.185552169576545","0.17189179087814","0.199212548274951"
"SPD","1995","(Fach-)Abitur","199","","",""
"SPD","1995","AkademikerIn","309","0.184317250684519","0.166135099306805","0.202499402062233"
"CDU/CSU","1995","(noch) kein Abschluss","43","0.0747984308021963","0.0573977894072256","0.0921990721971669"
"CDU/CSU","1995","Hauptschule","1112","","",""
"CDU/CSU","1995","Realschule","552","0.222857592946951","0.208233730033063","0.237481455860839"
"CDU/CSU","1995","(Fach-)Abitur","183","","",""
"CDU/CSU","1995","AkademikerIn","321","0.209526052631903","0.190442271170551","0.228609834093256"
"FDP","1995","(noch) kein Abschluss","2","","",""
"FDP","1995","Hauptschule","51","0.0103702974258213","0.00782848231982557","0.012912112531817"
"FDP","1995","Realschule","26","","",""
"FDP","1995","(Fach-)Abitur","19","","",""
"FDP","1995","AkademikerIn","45","0.0334658442615839","0.0250322804695813","0.0418994080535864"
"Grüne","1995","(noch) kein Abschluss","37","0.0703873247699394","0.0534673745492866","0.0873072749905921"
"Grüne","1995","Hauptschule","86","0.0143499252035827","0.0113659295400571","0.0173339208671084"
"Grüne","1995","Realschule","128","","",""
"Grüne","1995","(Fach-)Abitur","125","","",""
"Grüne","1995","AkademikerIn","176","","",""
"Linke","1995","(noch) kein Abschluss","8","0.00672550560413427","0.00131923295371949","0.012131778254549"
"Linke","1995","Hauptschule","58","0.00788541881755444","0.00566617362328525","0.0101046640118236"
"Linke","1995","Realschule","59","0.0141880424272098","0.0100322259031084","0.0183438589513112"
"Linke","1995","(Fach-)Abitur","24","","",""
"Linke","1995","AkademikerIn","118","","",""
"Rechte","1995","(noch) kein Abschluss","1","","",""
"Rechte","1995","Hauptschule","35","0.00613585407067934","0.00417649959970612","0.00809520854165255"
"Rechte","1995","Realschule","16","","",""
"Rechte","1995","(Fach-)Abitur","1","","",""
"Rechte","1995","AkademikerIn","","","",""
"AfD","1995","(noch) kein Abschluss","","","",""
"AfD","1995","Hauptschule","","","",""
"AfD","1995","Realschule","","","",""
"AfD","1995","(Fach-)Abitur","","","",""
"AfD","1995","AkademikerIn","","","",""
"Andere","1995","(noch) kein Abschluss","8","0.0116156416572118","0.00452826738398167","0.0187030159304419"
"Andere","1995","Hauptschule","21","","",""
"Andere","1995","Realschule","12","","",""
"Andere","1995","(Fach-)Abitur","4","0.00418762978104951","0.000298315759985623","0.0080769438021134"
"Andere","1995","AkademikerIn","6","0.00258727783336699","0.000205174350556303","0.00496938131617768"
"keine Parteineigung","1996","(noch) kein Abschluss","653","0.733743023808626","0.703870454085078","0.763615593532174"
"keine Parteineigung","1996","Hauptschule","3465","0.534808957367831","0.522117078311519","0.547500836424143"
"keine Parteineigung","1996","Realschule","1875","","",""
"keine Parteineigung","1996","(Fach-)Abitur","561","0.491156055054757","0.460566267041716","0.521745843067797"
"keine Parteineigung","1996","AkademikerIn","783","0.391484261755573","0.368675157381692","0.414293366129455"
"SPD","1996","(noch) kein Abschluss","95","0.101163353981471","0.0807834521290384","0.121543255833904"
"SPD","1996","Hauptschule","1121","","",""
"SPD","1996","Realschule","429","0.161338540701761","0.148406412809482","0.174270668594039"
"SPD","1996","(Fach-)Abitur","161","","",""
"SPD","1996","AkademikerIn","286","","",""
"CDU/CSU","1996","(noch) kein Abschluss","51","0.091206141053102","0.0717482922008615","0.110663989905342"
"CDU/CSU","1996","Hauptschule","1094","","",""
"CDU/CSU","1996","Realschule","547","0.22724699686624","0.212514477758989","0.24197951597349"
"CDU/CSU","1996","(Fach-)Abitur","148","","",""
"CDU/CSU","1996","AkademikerIn","328","0.223855956521306","0.204376776862611","0.243335136180001"
"FDP","1996","(noch) kein Abschluss","2","","",""
"FDP","1996","Hauptschule","39","0.00943107681680324","0.00697164998149755","0.0118905036521089"
"FDP","1996","Realschule","22","","",""
"FDP","1996","(Fach-)Abitur","12","","",""
"FDP","1996","AkademikerIn","40","0.0297494406310017","0.021809878999452","0.0376890022625513"
"Grüne","1996","(noch) kein Abschluss","27","","",""
"Grüne","1996","Hauptschule","93","0.0156343821283428","0.0124777098508355","0.0187910544058501"
"Grüne","1996","Realschule","134","","",""
"Grüne","1996","(Fach-)Abitur","116","","",""
"Grüne","1996","AkademikerIn","188","","",""
"Linke","1996","(noch) kein Abschluss","6","0.00440213158978696","-7.21527752572566e-05","0.00887641595483118"
"Linke","1996","Hauptschule","69","0.00948939444262282","0.00702244794113562","0.01195634094411"
"Linke","1996","Realschule","55","0.0146793515346728","0.0104512071108446","0.0189074959585011"
"Linke","1996","(Fach-)Abitur","20","","",""
"Linke","1996","AkademikerIn","126","","",""
"Rechte","1996","(noch) kein Abschluss","3","","",""
"Rechte","1996","Hauptschule","35","0.00748997224613941","0.00529606393826204","0.00968388055401678"
"Rechte","1996","Realschule","28","","",""
"Rechte","1996","(Fach-)Abitur","4","0.00622443544608796","0.00141195972860032","0.0110369111635756"
"Rechte","1996","AkademikerIn","3","","",""
"AfD","1996","(noch) kein Abschluss","","","",""
"AfD","1996","Hauptschule","","","",""
"AfD","1996","Realschule","","","",""
"AfD","1996","(Fach-)Abitur","","","",""
"AfD","1996","AkademikerIn","","","",""
"Andere","1996","(noch) kein Abschluss","4","0.00950349953805743","0.00294630082721742","0.0160606982488974"
"Andere","1996","Hauptschule","17","","",""
"Andere","1996","Realschule","18","","",""
"Andere","1996","(Fach-)Abitur","4","0.00520180371494223","0.00080011946738931","0.00960348796249514"
"Andere","1996","AkademikerIn","5","0.0022833674508846","5.28445815308654e-05","0.00451389032023833"
"keine Parteineigung","1997","(noch) kein Abschluss","660","0.781309235099801","0.75318791230886","0.809430557890742"
"keine Parteineigung","1997","Hauptschule","3387","0.525500224114024","0.512604631408487","0.53839581681956"
"keine Parteineigung","1997","Realschule","1970","","",""
"keine Parteineigung","1997","(Fach-)Abitur","587","0.519609406549542","0.488903398157811","0.550315414941273"
"keine Parteineigung","1997","AkademikerIn","871","0.429004626419443","0.405901581770469","0.452107671068417"
"SPD","1997","(noch) kein Abschluss","86","0.098356509950102","0.0780970424808481","0.118615977419356"
"SPD","1997","Hauptschule","1166","","",""
"SPD","1997","Realschule","424","0.161002867403585","0.148010353115845","0.173995381691325"
"SPD","1997","(Fach-)Abitur","149","","",""
"SPD","1997","AkademikerIn","278","","",""
"CDU/CSU","1997","(noch) kein Abschluss","44","0.0699111625835496","0.05256335793192","0.0872589672351793"
"CDU/CSU","1997","Hauptschule","974","0.198286382360774","0.187989804113356","0.208582960608192"
"CDU/CSU","1997","Realschule","447","0.194302592789928","0.18031569373892","0.208289491840936"
"CDU/CSU","1997","(Fach-)Abitur","148","","",""
"CDU/CSU","1997","AkademikerIn","290","","",""
"FDP","1997","(noch) kein Abschluss","2","","",""
"FDP","1997","Hauptschule","37","0.00901746215199599","0.00657621351223489","0.0114587107917571"
"FDP","1997","Realschule","18","","",""
"FDP","1997","(Fach-)Abitur","12","","",""
"FDP","1997","AkademikerIn","37","0.0266977246826694","0.0191731331546489","0.0342223162106899"
"Grüne","1997","(noch) kein Abschluss","24","","",""
"Grüne","1997","Hauptschule","79","0.0149673790032107","0.0118316751919249","0.0181030828144965"
"Grüne","1997","Realschule","114","","",""
"Grüne","1997","(Fach-)Abitur","91","0.105781256757379","0.0868789912070081","0.124683522307749"
"Grüne","1997","AkademikerIn","169","","",""
"Linke","1997","(noch) kein Abschluss","5","0.00390794408446564","-0.000336618619016424","0.0081525067879477"
"Linke","1997","Hauptschule","55","0.00725511428496858","0.0050634309392689","0.00944679763066826"
"Linke","1997","Realschule","51","0.0128865161138956","0.00889950485374658","0.0168735273740447"
"Linke","1997","(Fach-)Abitur","17","","",""
"Linke","1997","AkademikerIn","111","","",""
"Rechte","1997","(noch) kein Abschluss","5","0.00430931694954599","-0.000146993980873007","0.00876562787996499"
"Rechte","1997","Hauptschule","40","0.00698226536610312","0.00483189371037277","0.00913263702183346"
"Rechte","1997","Realschule","38","0.013006507977633","0.00900122080460222","0.0170117951506637"
"Rechte","1997","(Fach-)Abitur","8","0.00916015172413013","0.00330496593342844","0.0150153375148318"
"Rechte","1997","AkademikerIn","4","0.0034515411005816","0.000713892699843848","0.00618918950131935"
"AfD","1997","(noch) kein Abschluss","","","",""
"AfD","1997","Hauptschule","","","",""
"AfD","1997","Realschule","","","",""
"AfD","1997","(Fach-)Abitur","","","",""
"AfD","1997","AkademikerIn","","","",""
"Andere","1997","(noch) kein Abschluss","4","0.00518389711833632","0.000298401422976837","0.0100693928136958"
"Andere","1997","Hauptschule","22","","",""
"Andere","1997","Realschule","12","","",""
"Andere","1997","(Fach-)Abitur","5","0.00772478608976157","0.00234398525691902","0.0131055869226041"
"Andere","1997","AkademikerIn","3","","",""
"keine Parteineigung","1998","(noch) kein Abschluss","641","0.742813255046321","0.712915359116893","0.772711150975748"
"keine Parteineigung","1998","Hauptschule","3584","0.523572009487917","0.511098753548848","0.536045265426985"
"keine Parteineigung","1998","Realschule","2119","","",""
"keine Parteineigung","1998","(Fach-)Abitur","637","0.497107241411726","0.467980787495948","0.526233695327504"
"keine Parteineigung","1998","AkademikerIn","902","0.42966191876212","0.407628149186062","0.451695688338178"
"SPD","1998","(noch) kein Abschluss","96","0.122431912603373","0.10001043445201","0.144853390754736"
"SPD","1998","Hauptschule","1351","","",""
"SPD","1998","Realschule","537","0.179734623571938","0.166757521496721","0.192711725647154"
"SPD","1998","(Fach-)Abitur","197","","",""
"SPD","1998","AkademikerIn","367","0.198596143657895","0.180839114574857","0.216353172740932"
"CDU/CSU","1998","(noch) kein Abschluss","48","0.0839171857434961","0.0649514656890647","0.102882905797928"
"CDU/CSU","1998","Hauptschule","986","0.186808127674442","0.177074216306614","0.196542039042271"
"CDU/CSU","1998","Realschule","456","0.175696051875459","0.162834026899993","0.188558076850926"
"CDU/CSU","1998","(Fach-)Abitur","149","","",""
"CDU/CSU","1998","AkademikerIn","305","0.182931011136727","0.165722939009828","0.200139083263625"
"FDP","1998","(noch) kein Abschluss","2","","",""
"FDP","1998","Hauptschule","35","0.0078656062971986","0.00565940902178194","0.0100718035726153"
"FDP","1998","Realschule","22","","",""
"FDP","1998","(Fach-)Abitur","16","","",""
"FDP","1998","AkademikerIn","45","0.027811948414847","0.0204929772915077","0.0351309195381864"
"Grüne","1998","(noch) kein Abschluss","14","","",""
"Grüne","1998","Hauptschule","67","0.0116367135378082","0.00895836887739858","0.0143150581982177"
"Grüne","1998","Realschule","119","","",""
"Grüne","1998","(Fach-)Abitur","105","","",""
"Grüne","1998","AkademikerIn","204","","",""
"Linke","1998","(noch) kein Abschluss","9","0.00919521816714443","0.00266614435591204","0.0157242919783768"
"Linke","1998","Hauptschule","60","0.00687499471042209","0.00481136804235681","0.00893862137848737"
"Linke","1998","Realschule","54","0.0116269593555389","0.0080038772174228","0.0152500414936551"
"Linke","1998","(Fach-)Abitur","17","","",""
"Linke","1998","AkademikerIn","106","","",""
"Rechte","1998","(noch) kein Abschluss","7","0.012415607682735","0.00484121857292552","0.0199899967925444"
"Rechte","1998","Hauptschule","40","0.00793545366698592","0.00571956042076406","0.0101513469132078"
"Rechte","1998","Realschule","33","0.0118784769815111","0.00821688273402603","0.0155400712289961"
"Rechte","1998","(Fach-)Abitur","4","0.00535900524537399","0.00110595859727731","0.00961205189347068"
"Rechte","1998","AkademikerIn","3","","",""
"AfD","1998","(noch) kein Abschluss","","","",""
"AfD","1998","Hauptschule","","","",""
"AfD","1998","Realschule","","","",""
"AfD","1998","(Fach-)Abitur","","","",""
"AfD","1998","AkademikerIn","","","",""
"Andere","1998","(noch) kein Abschluss","4","0.00346340379381868","-0.000555195491570609","0.00748200307920797"
"Andere","1998","Hauptschule","36","0.00774655173280831","0.00555698336572199","0.00993612009989463"
"Andere","1998","Realschule","23","","",""
"Andere","1998","(Fach-)Abitur","7","0.00872471859406118","0.00330723343801405","0.0141422037501083"
"Andere","1998","AkademikerIn","7","0.00402636162489736","0.00120772236126262","0.00684500088853209"
"keine Parteineigung","1999","(noch) kein Abschluss","612","0.752890825100264","0.72277495467164","0.783006695528888"
"keine Parteineigung","1999","Hauptschule","3279","0.497297552088033","0.484630379890387","0.509964724285678"
"keine Parteineigung","1999","Realschule","1896","","",""
"keine Parteineigung","1999","(Fach-)Abitur","543","0.45134289907801","0.422147137864726","0.480538660291294"
"keine Parteineigung","1999","AkademikerIn","800","0.375104004297366","0.353470579501435","0.396737429093297"
"SPD","1999","(noch) kein Abschluss","95","0.120044609062535","0.0973518845311137","0.142737333593955"
"SPD","1999","Hauptschule","1354","","",""
"SPD","1999","Realschule","604","0.198441592718441","0.184915922431912","0.21196726300497"
"SPD","1999","(Fach-)Abitur","225","","",""
"SPD","1999","AkademikerIn","411","0.224845212048013","0.206190798683379","0.243499625412648"
"CDU/CSU","1999","(noch) kein Abschluss","49","0.0790901380872009","0.0602469357718057","0.0979333404025961"
"CDU/CSU","1999","Hauptschule","1132","","",""
"CDU/CSU","1999","Realschule","594","0.220375602767023","0.206318386550383","0.234432818983662"
"CDU/CSU","1999","(Fach-)Abitur","199","","",""
"CDU/CSU","1999","AkademikerIn","372","0.220743358787792","0.202211045364648","0.239275672210937"
"FDP","1999","(noch) kein Abschluss","3","","",""
"FDP","1999","Hauptschule","30","0.00600662371596648","0.00404902815255759","0.00796421927937537"
"FDP","1999","Realschule","26","","",""
"FDP","1999","(Fach-)Abitur","17","","",""
"FDP","1999","AkademikerIn","56","0.0411810471386599","0.032302077826221","0.0500600164510988"
"Grüne","1999","(noch) kein Abschluss","13","","",""
"Grüne","1999","Hauptschule","57","0.00878527372069921","0.00642111007338555","0.0111494373680129"
"Grüne","1999","Realschule","94","0.0316524243162574","0.0257150561185982","0.0375897925139165"
"Grüne","1999","(Fach-)Abitur","97","0.102757763614309","0.084943077683341","0.120572449545277"
"Grüne","1999","AkademikerIn","150","","",""
"Linke","1999","(noch) kein Abschluss","8","0.00779313886428872","0.00165350740603298","0.0139327703225445"
"Linke","1999","Hauptschule","77","0.0108512631813601","0.00822651911623973","0.0134760072464804"
"Linke","1999","Realschule","68","0.0158348104368861","0.0116011571204188","0.0200684637533534"
"Linke","1999","(Fach-)Abitur","22","","",""
"Linke","1999","AkademikerIn","125","","",""
"Rechte","1999","(noch) kein Abschluss","2","","",""
"Rechte","1999","Hauptschule","27","","",""
"Rechte","1999","Realschule","39","0.0105024082190236","0.00704519093256728","0.01395962550548"
"Rechte","1999","(Fach-)Abitur","6","0.00500598200112262","0.000865309611181346","0.00914665439106389"
"Rechte","1999","AkademikerIn","1","","",""
"AfD","1999","(noch) kein Abschluss","","","",""
"AfD","1999","Hauptschule","","","",""
"AfD","1999","Realschule","","","",""
"AfD","1999","(Fach-)Abitur","","","",""
"AfD","1999","AkademikerIn","","","",""
"Andere","1999","(noch) kein Abschluss","6","0.00724220453643176","0.00132192752002862","0.0131624815528349"
"Andere","1999","Hauptschule","29","","",""
"Andere","1999","Realschule","19","","",""
"Andere","1999","(Fach-)Abitur","7","0.00542053943579764","0.00111272496300874","0.00972835390858653"
"Andere","1999","AkademikerIn","9","0.00379928728203255","0.00105031697939755","0.00654825758466755"
"keine Parteineigung","2000","(noch) kein Abschluss","711","0.766442327719705","0.739043173055133","0.793841482384276"
"keine Parteineigung","2000","Hauptschule","6113","0.558089223420737","0.548618260770105","0.567560186071369"
"keine Parteineigung","2000","Realschule","3682","0.557451089306263","0.545094709739979","0.569807468872548"
"keine Parteineigung","2000","(Fach-)Abitur","1172","","",""
"keine Parteineigung","2000","AkademikerIn","1580","","",""
"SPD","2000","(noch) kein Abschluss","89","0.0969646123046684","0.0778017944476393","0.116127430161698"
"SPD","2000","Hauptschule","2292","","",""
"SPD","2000","Realschule","1018","","",""
"SPD","2000","(Fach-)Abitur","438","0.202367402914363","0.185972984308991","0.218761821519736"
"SPD","2000","AkademikerIn","728","0.199394919868465","0.186607036325845","0.212182803411085"
"CDU/CSU","2000","(noch) kein Abschluss","68","0.0844876980650893","0.0664770564223476","0.102498339707831"
"CDU/CSU","2000","Hauptschule","1841","","",""
"CDU/CSU","2000","Realschule","1046","","",""
"CDU/CSU","2000","(Fach-)Abitur","435","0.202569642114493","0.186169113105484","0.218970171123502"
"CDU/CSU","2000","AkademikerIn","764","0.216466902031748","0.203285643403504","0.229648160659992"
"FDP","2000","(noch) kein Abschluss","1","","",""
"FDP","2000","Hauptschule","60","0.00718041325167759","0.00557019443438178","0.0087906320689734"
"FDP","2000","Realschule","62","0.0115402295044702","0.00888321490609721","0.0141972441028431"
"FDP","2000","(Fach-)Abitur","36","0.0173638756232607","0.0120336696713268","0.0226940815751947"
"FDP","2000","AkademikerIn","115","","",""
"Grüne","2000","(noch) kein Abschluss","23","","",""
"Grüne","2000","Hauptschule","73","0.00657722057495155","0.00503565050449361","0.00811879064540949"
"Grüne","2000","Realschule","161","","",""
"Grüne","2000","(Fach-)Abitur","160","","",""
"Grüne","2000","AkademikerIn","323","0.0897997347114515","0.0806493687669432","0.0989501006559599"
"Linke","2000","(noch) kein Abschluss","12","","",""
"Linke","2000","Hauptschule","97","0.00855362042953448","0.00679737740537078","0.0103098634536982"
"Linke","2000","Realschule","146","","",""
"Linke","2000","(Fach-)Abitur","49","0.0171469038166324","0.0118495198262896","0.0224442878069752"
"Linke","2000","AkademikerIn","221","","",""
"Rechte","2000","(noch) kein Abschluss","5","0.00462268402246994","0.000229885059170231","0.00901548298576966"
"Rechte","2000","Hauptschule","41","0.00355760375941535","0.00242212269591879","0.00469308482291191"
"Rechte","2000","Realschule","56","0.00853237312241422","0.00624423937258202","0.0108205068722464"
"Rechte","2000","(Fach-)Abitur","9","0.00401722075430238","0.00143607186187889","0.00659836964672587"
"Rechte","2000","AkademikerIn","9","0.00262111488572778","0.000984654221870483","0.00425757554958507"
"AfD","2000","(noch) kein Abschluss","","","",""
"AfD","2000","Hauptschule","","","",""
"AfD","2000","Realschule","","","",""
"AfD","2000","(Fach-)Abitur","","","",""
"AfD","2000","AkademikerIn","","","",""
"Andere","2000","(noch) kein Abschluss","7","0.00971829178444391","0.00336535257116398","0.0160712309977238"
"Andere","2000","Hauptschule","45","0.0040107694589225","0.00280541111018347","0.00521612780766152"
"Andere","2000","Realschule","36","0.00652257500846363","0.00451996786554972","0.00852518215137753"
"Andere","2000","(Fach-)Abitur","8","0.00376495287169179","0.00126584516455891","0.00626406057882467"
"Andere","2000","AkademikerIn","10","","",""
"keine Parteineigung","2001","(noch) kein Abschluss","681","0.773569319274261","0.745726995282239","0.801411643266283"
"keine Parteineigung","2001","Hauptschule","5563","0.575939590706656","0.56591116237201","0.585968019041302"
"keine Parteineigung","2001","Realschule","3486","0.578777272583646","0.565980522890973","0.591574022276319"
"keine Parteineigung","2001","(Fach-)Abitur","1194","","",""
"keine Parteineigung","2001","AkademikerIn","1545","","",""
"SPD","2001","(noch) kein Abschluss","79","0.093490293443586","0.0741235000606688","0.112857086826503"
"SPD","2001","Hauptschule","1928","","",""
"SPD","2001","Realschule","925","0.173427075879765","0.163614408425749","0.183239743333781"
"SPD","2001","(Fach-)Abitur","406","0.189284672181012","0.17290798088145","0.205661363480574"
"SPD","2001","AkademikerIn","700","0.206855741462879","0.193428949459529","0.220282533466229"
"CDU/CSU","2001","(noch) kein Abschluss","61","0.0812037969366862","0.0630324971820071","0.0993750966913652"
"CDU/CSU","2001","Hauptschule","1534","","",""
"CDU/CSU","2001","Realschule","913","0.177216891697405","0.167320353989308","0.187113429405503"
"CDU/CSU","2001","(Fach-)Abitur","359","0.179158541316019","0.163126727978283","0.195190354653755"
"CDU/CSU","2001","AkademikerIn","637","0.196898152673591","0.183716541031835","0.210079764315347"
"FDP","2001","(noch) kein Abschluss","3","","",""
"FDP","2001","Hauptschule","70","0.00905200444311041","0.00713011520242048","0.0109738936838003"
"FDP","2001","Realschule","71","0.0138857428419714","0.0108529955703624","0.0169184901135804"
"FDP","2001","(Fach-)Abitur","45","0.0269256400089049","0.0201587318983046","0.0336925481195051"
"FDP","2001","AkademikerIn","112","","",""
"Grüne","2001","(noch) kein Abschluss","25","","",""
"Grüne","2001","Hauptschule","67","0.00739812850726123","0.00565921082055683","0.00913704619396563"
"Grüne","2001","Realschule","149","","",""
"Grüne","2001","(Fach-)Abitur","148","","",""
"Grüne","2001","AkademikerIn","293","","",""
"Linke","2001","(noch) kein Abschluss","14","","",""
"Linke","2001","Hauptschule","91","0.00823101214922845","0.00639759019352407","0.0100644341049328"
"Linke","2001","Realschule","97","0.0155738963125319","0.0123648333153374","0.0187829593097265"
"Linke","2001","(Fach-)Abitur","34","0.0136919535778092","0.00883377757930888","0.0185501295763095"
"Linke","2001","AkademikerIn","196","","",""
"Rechte","2001","(noch) kein Abschluss","4","0.00561511783104529","0.000644104566102804","0.0105861310959878"
"Rechte","2001","Hauptschule","38","0.00317964151562906","0.00203721552877282","0.00432206750248529"
"Rechte","2001","Realschule","43","0.00668651417228469","0.00457433335848349","0.0087986949860859"
"Rechte","2001","(Fach-)Abitur","5","0.00147607312233018","-0.00012889873325153","0.00308104497791189"
"Rechte","2001","AkademikerIn","5","0.00166594804876131","0.000314090132843356","0.00301780596467926"
"AfD","2001","(noch) kein Abschluss","","","",""
"AfD","2001","Hauptschule","","","",""
"AfD","2001","Realschule","","","",""
"AfD","2001","(Fach-)Abitur","","","",""
"AfD","2001","AkademikerIn","","","",""
"Andere","2001","(noch) kein Abschluss","1","","",""
"Andere","2001","Hauptschule","38","0.00462019509014108","0.00324407886895996","0.00599631131132221"
"Andere","2001","Realschule","35","0.00719300463169754","0.00500284572076545","0.00938316354262963"
"Andere","2001","(Fach-)Abitur","7","0.00233640381029383","0.000318036225972557","0.0043547713946151"
"Andere","2001","AkademikerIn","8","0.00168084899474179","0.000322968876280401","0.00303872911320318"
"keine Parteineigung","2002","(noch) kein Abschluss","689","0.79044193494065","0.763866959507527","0.817016910373774"
"keine Parteineigung","2002","Hauptschule","5195","0.579041384308327","0.568759344712574","0.58932342390408"
"keine Parteineigung","2002","Realschule","3445","0.573817605773712","0.561218338248711","0.586416873298714"
"keine Parteineigung","2002","(Fach-)Abitur","1238","","",""
"keine Parteineigung","2002","AkademikerIn","1745","","",""
"SPD","2002","(noch) kein Abschluss","80","0.0875415573118971","0.0690871808165696","0.105995933807225"
"SPD","2002","Hauptschule","1775","","",""
"SPD","2002","Realschule","942","0.164396774423667","0.154953832676607","0.173839716170727"
"SPD","2002","(Fach-)Abitur","475","0.200852807598335","0.184884007467853","0.216821607728817"
"SPD","2002","AkademikerIn","952","0.199666672584312","0.187988313469159","0.211345031699465"
"CDU/CSU","2002","(noch) kein Abschluss","68","0.0626563985927899","0.0468323422943414","0.0784804548912384"
"CDU/CSU","2002","Hauptschule","1569","","",""
"CDU/CSU","2002","Realschule","1097","","",""
"CDU/CSU","2002","(Fach-)Abitur","410","0.170542182373813","0.155551099562662","0.185533265184963"
"CDU/CSU","2002","AkademikerIn","970","0.209390214802212","0.197503745629596","0.221276683974827"
"FDP","2002","(noch) kein Abschluss","10","","",""
"FDP","2002","Hauptschule","80","0.00999730958513925","0.0079254299264095","0.012069189243869"
"FDP","2002","Realschule","101","","",""
"FDP","2002","(Fach-)Abitur","84","0.0323498403195387","0.0252977932931018","0.0394018873459757"
