"party","year","alter_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"CDU/CSU","1991","66 und älter","Staedtischer Raum","244","0.283189190461146","0.253819154064366","0.312559226857926"
"CDU/CSU","1991","66 und älter","Laendlicher Raum","105","0.241446637518151","0.204804053084629","0.278089221951674"
"SPD","1991","16-34 J.","Staedtischer Raum","436","0.180616876491577","0.167507319627388","0.193726433355766"
"SPD","1991","16-34 J.","Laendlicher Raum","121","0.106450348989893","0.0921668967271995","0.120733801252587"
"SPD","1991","35-65 J.","Staedtischer Raum","853","0.258994517811768","0.24618063001792","0.271808405605615"
"SPD","1991","35-65 J.","Laendlicher Raum","219","0.14784986286976","0.133725423624624","0.161974302114896"
"SPD","1991","66 und älter","Staedtischer Raum","206","0.256218455135019","0.22776128050144","0.284675629768598"
"SPD","1991","66 und älter","Laendlicher Raum","49","0.128669698252723","0.100000734369296","0.157338662136149"
"FDP","1991","16-34 J.","Staedtischer Raum","37","0.0204137430750779","0.0155948420705234","0.0252326440796324"
"FDP","1991","16-34 J.","Laendlicher Raum","","","",""
"FDP","1991","35-65 J.","Staedtischer Raum","105","0.0335830032264254","0.0283135328685205","0.0388524735843304"
"FDP","1991","35-65 J.","Laendlicher Raum","","","",""
"FDP","1991","66 und älter","Staedtischer Raum","","","",""
"FDP","1991","66 und älter","Laendlicher Raum","","","",""
"Grüne","1991","16-34 J.","Staedtischer Raum","109","0.050070637746863","0.0426386915313674","0.0575025839623585"
"Grüne","1991","16-34 J.","Laendlicher Raum","","","",""
"Grüne","1991","35-65 J.","Staedtischer Raum","75","0.0229841596912077","0.0186009722991057","0.0273673470833097"
"Grüne","1991","35-65 J.","Laendlicher Raum","","","",""
"Grüne","1991","66 und älter","Staedtischer Raum","","","",""
"Grüne","1991","66 und älter","Laendlicher Raum","","","",""
"PDS/Linke","1991","16-34 J.","Staedtischer Raum","","","",""
"PDS/Linke","1991","16-34 J.","Laendlicher Raum","","","",""
"PDS/Linke","1991","35-65 J.","Staedtischer Raum","","","",""
"PDS/Linke","1991","35-65 J.","Laendlicher Raum","","","",""
"PDS/Linke","1991","66 und älter","Staedtischer Raum","","","",""
"PDS/Linke","1991","66 und älter","Laendlicher Raum","","","",""
"Rechtsextrem","1991","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","1991","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","1991","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","1991","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","1991","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","1991","66 und älter","Laendlicher Raum","","","",""
"AfD","1991","16-34 J.","Staedtischer Raum","","","",""
"AfD","1991","16-34 J.","Laendlicher Raum","","","",""
"AfD","1991","35-65 J.","Staedtischer Raum","","","",""
"AfD","1991","35-65 J.","Laendlicher Raum","","","",""
"AfD","1991","66 und älter","Staedtischer Raum","","","",""
"AfD","1991","66 und älter","Laendlicher Raum","","","",""
"Sonstige","1991","16-34 J.","Staedtischer Raum","","","",""
"Sonstige","1991","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","1991","35-65 J.","Staedtischer Raum","","","",""
"Sonstige","1991","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","1991","66 und älter","Staedtischer Raum","","","",""
"Sonstige","1991","66 und älter","Laendlicher Raum","","","",""
"keine PN","1992","16-34 J.","Staedtischer Raum","2074","0.599525224270784","0.58257983163224","0.616470616909328"
"keine PN","1992","16-34 J.","Laendlicher Raum","1206","0.701908240187988","0.680015671768719","0.723800808607257"
"keine PN","1992","35-65 J.","Staedtischer Raum","2338","0.456058810177776","0.441438235029969","0.470679385325583"
"keine PN","1992","35-65 J.","Laendlicher Raum","1358","0.515687915149118","0.495482383137248","0.535893447160988"
"keine PN","1992","66 und älter","Staedtischer Raum","406","0.42539439993548","0.393429662113701","0.457359137757258"
"keine PN","1992","66 und älter","Laendlicher Raum","276","0.509501076138946","0.466114579302077","0.552887572975815"
"CDU/CSU","1992","16-34 J.","Staedtischer Raum","299","0.118229009317381","0.107062941752089","0.129395076882673"
"CDU/CSU","1992","16-34 J.","Laendlicher Raum","178","0.120262421055028","0.104694769482651","0.135830072627405"
"CDU/CSU","1992","35-65 J.","Staedtischer Raum","780","0.21441863438646","0.202370913198233","0.226466355574688"
"CDU/CSU","1992","35-65 J.","Laendlicher Raum","439","0.22558260353363","0.208683856204002","0.242481350863258"
"CDU/CSU","1992","66 und älter","Staedtischer Raum","260","0.293537055506496","0.264095110604999","0.322979000407993"
"CDU/CSU","1992","66 und älter","Laendlicher Raum","117","0.240923059277738","0.203808433419871","0.278037685135604"
"SPD","1992","16-34 J.","Staedtischer Raum","581","0.189180826697919","0.175636391892564","0.202725261503274"
"SPD","1992","16-34 J.","Laendlicher Raum","184","0.119446670409725","0.103924715566828","0.134968625252622"
"SPD","1992","35-65 J.","Staedtischer Raum","1070","0.261788517788512","0.248883941362362","0.274693094214662"
"SPD","1992","35-65 J.","Laendlicher Raum","386","0.186940169810382","0.171177610678914","0.202702728941851"
"SPD","1992","66 und älter","Staedtischer Raum","213","0.241503358982754","0.213832110513575","0.269174607451932"
"SPD","1992","66 und älter","Laendlicher Raum","86","0.190793563198507","0.156691981198778","0.224895145198235"
"FDP","1992","16-34 J.","Staedtischer Raum","37","0.0189069620838418","0.0141969036371899","0.0236170205304938"
"FDP","1992","16-34 J.","Laendlicher Raum","","","",""
"FDP","1992","35-65 J.","Staedtischer Raum","95","0.0273065947885633","0.0225224995411092","0.0320906900360174"
"FDP","1992","35-65 J.","Laendlicher Raum","57","0.0233000238958559","0.0172008230950426","0.0293992246966691"
"FDP","1992","66 und älter","Staedtischer Raum","","","",""
"FDP","1992","66 und älter","Laendlicher Raum","","","",""
"Grüne","1992","16-34 J.","Staedtischer Raum","166","0.0565852728138643","0.0485949678447056","0.0645755777830229"
"Grüne","1992","16-34 J.","Laendlicher Raum","59","0.0322933039861853","0.023832538195458","0.0407540697769125"
"Grüne","1992","35-65 J.","Staedtischer Raum","117","0.0301601308147098","0.0251396572322578","0.0351806043971618"
"Grüne","1992","35-65 J.","Laendlicher Raum","46","0.0165688955328972","0.011407906812779","0.0217298842530155"
"Grüne","1992","66 und älter","Staedtischer Raum","","","",""
"Grüne","1992","66 und älter","Laendlicher Raum","","","",""
"PDS/Linke","1992","16-34 J.","Staedtischer Raum","","","",""
"PDS/Linke","1992","16-34 J.","Laendlicher Raum","","","",""
"PDS/Linke","1992","35-65 J.","Staedtischer Raum","30","0.00421661549448464","0.00231447541395256","0.00611875557501673"
"PDS/Linke","1992","35-65 J.","Laendlicher Raum","46","0.016065800270921","0.0109824695039602","0.0211491310378817"
"PDS/Linke","1992","66 und älter","Staedtischer Raum","","","",""
"PDS/Linke","1992","66 und älter","Laendlicher Raum","","","",""
"Rechtsextrem","1992","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","1992","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","1992","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","1992","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","1992","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","1992","66 und älter","Laendlicher Raum","","","",""
"AfD","1992","16-34 J.","Staedtischer Raum","","","",""
"AfD","1992","16-34 J.","Laendlicher Raum","","","",""
"AfD","1992","35-65 J.","Staedtischer Raum","","","",""
"AfD","1992","35-65 J.","Laendlicher Raum","","","",""
"AfD","1992","66 und älter","Staedtischer Raum","","","",""
"AfD","1992","66 und älter","Laendlicher Raum","","","",""
"Sonstige","1992","16-34 J.","Staedtischer Raum","43","0.0141144643284321","0.0100349752908788","0.0181939533659854"
"Sonstige","1992","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","1992","35-65 J.","Staedtischer Raum","","","",""
"Sonstige","1992","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","1992","66 und älter","Staedtischer Raum","","","",""
"Sonstige","1992","66 und älter","Laendlicher Raum","","","",""
"keine PN","1993","16-34 J.","Staedtischer Raum","2279","0.674387956153877","0.658179820187327","0.690596092120428"
"keine PN","1993","16-34 J.","Laendlicher Raum","1251","0.728691333530033","0.707269692986921","0.750112974073146"
"keine PN","1993","35-65 J.","Staedtischer Raum","2437","0.499361990574813","0.484566344822395","0.514157636327231"
"keine PN","1993","35-65 J.","Laendlicher Raum","1431","0.546100868537049","0.525876605153608","0.56632513192049"
"keine PN","1993","66 und älter","Staedtischer Raum","461","0.471950090079634","0.439934598393513","0.503965581765756"
"keine PN","1993","66 und älter","Laendlicher Raum","306","0.57168007101817","0.529432334036603","0.613927807999738"
"CDU/CSU","1993","16-34 J.","Staedtischer Raum","222","0.088056076786356","0.0782545964901484","0.0978575570825636"
"CDU/CSU","1993","16-34 J.","Laendlicher Raum","131","0.0993176761583008","0.0849082002089495","0.113727152107652"
"CDU/CSU","1993","35-65 J.","Staedtischer Raum","646","0.181640569766282","0.170231696726898","0.193049442805666"
"CDU/CSU","1993","35-65 J.","Laendlicher Raum","369","0.195459356365821","0.179350718086923","0.211567994644719"
"CDU/CSU","1993","66 und älter","Staedtischer Raum","217","0.24085368954232","0.213430747393999","0.268276631690641"
"CDU/CSU","1993","66 und älter","Laendlicher Raum","114","0.218576851856352","0.183292024015202","0.253861679697503"
"SPD","1993","16-34 J.","Staedtischer Raum","439","0.134912253792325","0.123095893701172","0.146728613883477"
"SPD","1993","16-34 J.","Laendlicher Raum","146","0.0921969164176976","0.0782588311578244","0.106135001677571"
"SPD","1993","35-65 J.","Staedtischer Raum","985","0.238157229876955","0.225552636668446","0.250761823085464"
"SPD","1993","35-65 J.","Laendlicher Raum","367","0.179171915540118","0.163593701196545","0.194750129883692"
"SPD","1993","66 und älter","Staedtischer Raum","203","0.229525699318896","0.202556416898741","0.256494981739051"
"SPD","1993","66 und älter","Laendlicher Raum","74","0.143215027486846","0.113308017270815","0.173122037702878"
"FDP","1993","16-34 J.","Staedtischer Raum","30","0.014239574697493","0.0101416673328503","0.0183374820621356"
"FDP","1993","16-34 J.","Laendlicher Raum","","","",""
"FDP","1993","35-65 J.","Staedtischer Raum","84","0.0236727617194162","0.0191740678596716","0.0281714555791608"
"FDP","1993","35-65 J.","Laendlicher Raum","39","0.0180728423541147","0.012661444450678","0.0234842402575514"
"FDP","1993","66 und älter","Staedtischer Raum","","","",""
"FDP","1993","66 und älter","Laendlicher Raum","","","",""
"Grüne","1993","16-34 J.","Staedtischer Raum","188","0.0690126009567345","0.0602453379025306","0.0777798640109383"
"Grüne","1993","16-34 J.","Laendlicher Raum","50","0.0319555990303879","0.023481955068862","0.0404292429919138"
"Grüne","1993","35-65 J.","Staedtischer Raum","145","0.0373261812465938","0.0317168558457391","0.0429355066474484"
"Grüne","1993","35-65 J.","Laendlicher Raum","47","0.022670117335536","0.0166236170746689","0.0287166175964031"
"Grüne","1993","66 und älter","Staedtischer Raum","","","",""
"Grüne","1993","66 und älter","Laendlicher Raum","","","",""
"PDS/Linke","1993","16-34 J.","Staedtischer Raum","","","",""
"PDS/Linke","1993","16-34 J.","Laendlicher Raum","","","",""
"PDS/Linke","1993","35-65 J.","Staedtischer Raum","33","0.00483155066990736","0.00277965231901395","0.00688344902080077"
"PDS/Linke","1993","35-65 J.","Laendlicher Raum","50","0.0183975378445935","0.0129386486999363","0.0238564269892506"
"PDS/Linke","1993","66 und älter","Staedtischer Raum","","","",""
"PDS/Linke","1993","66 und älter","Laendlicher Raum","","","",""
"Rechtsextrem","1993","16-34 J.","Staedtischer Raum","36","0.0127989207945053","0.00891099985777027","0.0166868417312404"
"Rechtsextrem","1993","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","1993","35-65 J.","Staedtischer Raum","44","0.0122702359344597","0.0090125455870481","0.0155279262818714"
"Rechtsextrem","1993","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","1993","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","1993","66 und älter","Laendlicher Raum","","","",""
"AfD","1993","16-34 J.","Staedtischer Raum","","","",""
"AfD","1993","16-34 J.","Laendlicher Raum","","","",""
"AfD","1993","35-65 J.","Staedtischer Raum","","","",""
"AfD","1993","35-65 J.","Laendlicher Raum","","","",""
"AfD","1993","66 und älter","Staedtischer Raum","","","",""
"AfD","1993","66 und älter","Laendlicher Raum","","","",""
"Sonstige","1993","16-34 J.","Staedtischer Raum","","","",""
"Sonstige","1993","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","1993","35-65 J.","Staedtischer Raum","","","",""
"Sonstige","1993","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","1993","66 und älter","Staedtischer Raum","","","",""
"Sonstige","1993","66 und älter","Laendlicher Raum","","","",""
"keine PN","1994","16-34 J.","Staedtischer Raum","2177","0.648111750213435","0.631508295009031","0.664715205417839"
"keine PN","1994","16-34 J.","Laendlicher Raum","1189","0.73146275096732","0.709698757924454","0.753226744010185"
"keine PN","1994","35-65 J.","Staedtischer Raum","2249","0.458779745164244","0.443800439700443","0.473759050628045"
"keine PN","1994","35-65 J.","Laendlicher Raum","1389","0.536757490847717","0.516369879849711","0.557145101845723"
"keine PN","1994","66 und älter","Staedtischer Raum","441","0.442828150661699","0.41152074738103","0.474135553942368"
"keine PN","1994","66 und älter","Laendlicher Raum","281","0.526594284165891","0.483680062689413","0.56950850564237"
"CDU/CSU","1994","16-34 J.","Staedtischer Raum","223","0.0867399788555858","0.0769545914588041","0.0965253662523675"
"CDU/CSU","1994","16-34 J.","Laendlicher Raum","114","0.0811333600539385","0.0677252928996161","0.0945414272082609"
"CDU/CSU","1994","35-65 J.","Staedtischer Raum","652","0.193230484704642","0.181361458192333","0.205099511216951"
"CDU/CSU","1994","35-65 J.","Laendlicher Raum","383","0.20424752557928","0.187764365376324","0.220730685782236"
"CDU/CSU","1994","66 und älter","Staedtischer Raum","253","0.268134921469529","0.24021417299956","0.296055669939499"
"CDU/CSU","1994","66 und älter","Laendlicher Raum","120","0.236009751849673","0.199512908718994","0.272506594980351"
"SPD","1994","16-34 J.","Staedtischer Raum","503","0.159333889473281","0.146609498831877","0.172058280114685"
"SPD","1994","16-34 J.","Laendlicher Raum","176","0.118864655936859","0.102972314650327","0.134756997223392"
"SPD","1994","35-65 J.","Staedtischer Raum","1054","0.270388016614909","0.257036142231568","0.28373989099825"
"SPD","1994","35-65 J.","Laendlicher Raum","360","0.191008393784218","0.174936342375128","0.207080445193309"
"SPD","1994","66 und älter","Staedtischer Raum","227","0.2423737440957","0.215364952840928","0.269382535350473"
"SPD","1994","66 und älter","Laendlicher Raum","86","0.182357689053729","0.149168996983588","0.21554638112387"
"FDP","1994","16-34 J.","Staedtischer Raum","","","",""
"FDP","1994","16-34 J.","Laendlicher Raum","","","",""
"FDP","1994","35-65 J.","Staedtischer Raum","60","0.0195089258496323","0.0153513417797709","0.0236665099194936"
"FDP","1994","35-65 J.","Laendlicher Raum","34","0.0153160691641274","0.0102950120251842","0.0203371263030707"
"FDP","1994","66 und älter","Staedtischer Raum","","","",""
"FDP","1994","66 und älter","Laendlicher Raum","","","",""
"Grüne","1994","16-34 J.","Staedtischer Raum","181","0.0708591990795086","0.0619382711681583","0.0797801269908589"
"Grüne","1994","16-34 J.","Laendlicher Raum","53","0.0327360174168239","0.0239977439305714","0.0414742909030764"
"Grüne","1994","35-65 J.","Staedtischer Raum","135","0.038162368999028","0.0324030506635568","0.0439216873344992"
"Grüne","1994","35-65 J.","Laendlicher Raum","38","0.0192651005127245","0.0136451235744449","0.0248850774510041"
"Grüne","1994","66 und älter","Staedtischer Raum","","","",""
"Grüne","1994","66 und älter","Laendlicher Raum","","","",""
"PDS/Linke","1994","16-34 J.","Staedtischer Raum","","","",""
"PDS/Linke","1994","16-34 J.","Laendlicher Raum","","","",""
"PDS/Linke","1994","35-65 J.","Staedtischer Raum","50","0.00787925740855573","0.00522142588735938","0.0105370889297521"
"PDS/Linke","1994","35-65 J.","Laendlicher Raum","73","0.0230650038225499","0.0169276285675366","0.0292023790775633"
"PDS/Linke","1994","66 und älter","Staedtischer Raum","","","",""
"PDS/Linke","1994","66 und älter","Laendlicher Raum","","","",""
