"party","year","alter_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"CDU/CSU","2004","66 und älter","Staedtischer Raum","698","0.281485786343801","0.263681590932154","0.299289981755448"
"CDU/CSU","2004","66 und älter","Laendlicher Raum","300","0.245628046915337","0.22211971014138","0.269136383689295"
"SPD","2004","16-34 J.","Staedtischer Raum","414","0.114869581367153","0.104575761178242","0.125163401556064"
"SPD","2004","16-34 J.","Laendlicher Raum","115","0.0608182113679758","0.0500859249550908","0.0715504977808609"
"SPD","2004","35-65 J.","Staedtischer Raum","1428","0.173183874611914","0.164955868584986","0.181411880638842"
"SPD","2004","35-65 J.","Laendlicher Raum","474","0.120178265186022","0.110201836507772","0.130154693864272"
"SPD","2004","66 und älter","Staedtischer Raum","480","0.203703115769872","0.18775854694344","0.219647684596304"
"SPD","2004","66 und älter","Laendlicher Raum","172","0.13861653101472","0.119745486504392","0.157487575525049"
"FDP","2004","16-34 J.","Staedtischer Raum","72","0.0208477388124021","0.0162353594541487","0.0254601181706554"
"FDP","2004","16-34 J.","Laendlicher Raum","","","",""
"FDP","2004","35-65 J.","Staedtischer Raum","174","0.0164436637394034","0.0136784078874836","0.0192089195913231"
"FDP","2004","35-65 J.","Laendlicher Raum","50","0.00949655131636205","0.00652094309943426","0.0124721595332898"
"FDP","2004","66 und älter","Staedtischer Raum","53","0.0188869548035816","0.0134978462584678","0.0242760633486955"
"FDP","2004","66 und älter","Laendlicher Raum","","","",""
"Grüne","2004","16-34 J.","Staedtischer Raum","211","0.0551125530632897","0.0477456368544167","0.0624794692721626"
"Grüne","2004","16-34 J.","Laendlicher Raum","48","0.0272624109613044","0.0199496634227894","0.0345751584998193"
"Grüne","2004","35-65 J.","Staedtischer Raum","490","0.0567198578704585","0.0516903635848463","0.0617493521560707"
"Grüne","2004","35-65 J.","Laendlicher Raum","125","0.0249045608281347","0.0201234611288832","0.0296856605273862"
"Grüne","2004","66 und älter","Staedtischer Raum","45","0.0146781995390193","0.00991715904897888","0.0194392400290597"
"Grüne","2004","66 und älter","Laendlicher Raum","","","",""
"PDS/Linke","2004","16-34 J.","Staedtischer Raum","34","0.00872533074902803","0.00572300107193271","0.0117276604261234"
"PDS/Linke","2004","16-34 J.","Laendlicher Raum","38","0.0169141130635329","0.0111235479913294","0.0227046781357363"
"PDS/Linke","2004","35-65 J.","Staedtischer Raum","100","0.0118505908766115","0.00949761369065187","0.0142035680625712"
"PDS/Linke","2004","35-65 J.","Laendlicher Raum","135","0.0246396310325624","0.0198833835268622","0.0293958785382625"
"PDS/Linke","2004","66 und älter","Staedtischer Raum","44","0.0146028207212694","0.00985383931179167","0.019351802130747"
"PDS/Linke","2004","66 und älter","Laendlicher Raum","80","0.0504525285930961","0.0384991694313742","0.0624058877548181"
"Rechtsextrem","2004","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2004","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2004","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2004","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2004","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","2004","66 und älter","Laendlicher Raum","","","",""
"AfD","2004","16-34 J.","Staedtischer Raum","","","",""
"AfD","2004","16-34 J.","Laendlicher Raum","","","",""
"AfD","2004","35-65 J.","Staedtischer Raum","","","",""
"AfD","2004","35-65 J.","Laendlicher Raum","","","",""
"AfD","2004","66 und älter","Staedtischer Raum","","","",""
"AfD","2004","66 und älter","Laendlicher Raum","","","",""
"Sonstige","2004","16-34 J.","Staedtischer Raum","","","",""
"Sonstige","2004","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","2004","35-65 J.","Staedtischer Raum","","","",""
"Sonstige","2004","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","2004","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2004","66 und älter","Laendlicher Raum","","","",""
"keine PN","2005","16-34 J.","Staedtischer Raum","2345","0.662559354996502","0.646919102222657","0.678199607770346"
"keine PN","2005","16-34 J.","Laendlicher Raum","1324","0.750790340657499","0.730695717602129","0.770884963712869"
"keine PN","2005","35-65 J.","Staedtischer Raum","3958","0.550239030123345","0.539111709141524","0.561366351105166"
"keine PN","2005","35-65 J.","Laendlicher Raum","2310","0.609579688836072","0.594239382756228","0.624919994915916"
"keine PN","2005","66 und älter","Staedtischer Raum","970","0.392885482967548","0.373609352605365","0.412161613329731"
"keine PN","2005","66 und älter","Laendlicher Raum","635","0.499160361180235","0.471661442132466","0.526659280228005"
"CDU/CSU","2005","16-34 J.","Staedtischer Raum","356","0.0990927729920167","0.0892096613204408","0.108975884663593"
"CDU/CSU","2005","16-34 J.","Laendlicher Raum","205","0.114644774416608","0.0998443557937361","0.129445193039481"
"CDU/CSU","2005","35-65 J.","Staedtischer Raum","1407","0.158484860930217","0.150316237130298","0.166653484730135"
"CDU/CSU","2005","35-65 J.","Laendlicher Raum","720","0.181085418029059","0.168976269069367","0.193194566988751"
"CDU/CSU","2005","66 und älter","Staedtischer Raum","750","0.308188344264184","0.289963929237438","0.326412759290931"
"CDU/CSU","2005","66 und älter","Laendlicher Raum","309","0.260871449907331","0.236721318649803","0.285021581164859"
"SPD","2005","16-34 J.","Staedtischer Raum","427","0.125664050126687","0.114699839485807","0.136628260767566"
"SPD","2005","16-34 J.","Laendlicher Raum","104","0.0534896846336932","0.0430368089764089","0.0639425602909775"
"SPD","2005","35-65 J.","Staedtischer Raum","1471","0.187839084571165","0.179102572899457","0.196575596242874"
"SPD","2005","35-65 J.","Laendlicher Raum","483","0.123765097829203","0.113409815403076","0.134120380255331"
"SPD","2005","66 und älter","Staedtischer Raum","588","0.247198219259832","0.230172144237122","0.264224294282541"
"SPD","2005","66 und älter","Laendlicher Raum","203","0.162044279630405","0.141778019265951","0.182310539994858"
"FDP","2005","16-34 J.","Staedtischer Raum","70","0.0190263071085505","0.0145073459550496","0.0235452682620514"
"FDP","2005","16-34 J.","Laendlicher Raum","32","0.0192346567943153","0.0128540370101192","0.0256152765785113"
"FDP","2005","35-65 J.","Staedtischer Raum","171","0.0170305964663936","0.0141365268991926","0.0199246660335946"
"FDP","2005","35-65 J.","Laendlicher Raum","50","0.00997325211792043","0.0068486520165904","0.0130978522192504"
"FDP","2005","66 und älter","Staedtischer Raum","55","0.0159685605903399","0.0110210249974289","0.0209160961832508"
"FDP","2005","66 und älter","Laendlicher Raum","","","",""
"Grüne","2005","16-34 J.","Staedtischer Raum","229","0.0688137433917563","0.0604405996481861","0.0771868871353266"
"Grüne","2005","16-34 J.","Laendlicher Raum","45","0.0272095912768393","0.0196515590575289","0.0347676234961498"
"Grüne","2005","35-65 J.","Staedtischer Raum","504","0.0636990050638357","0.0582364213689342","0.0691615887587373"
"Grüne","2005","35-65 J.","Laendlicher Raum","132","0.0295854377317815","0.0242573639327974","0.0349135115307656"
"Grüne","2005","66 und älter","Staedtischer Raum","41","0.0147759861409046","0.0100138995637982","0.0195380727180111"
"Grüne","2005","66 und älter","Laendlicher Raum","","","",""
"PDS/Linke","2005","16-34 J.","Staedtischer Raum","34","0.00799767540725472","0.00505141650226478","0.0109439343122447"
"PDS/Linke","2005","16-34 J.","Laendlicher Raum","39","0.0177850631155781","0.0116450533426976","0.0239250728884586"
"PDS/Linke","2005","35-65 J.","Staedtischer Raum","105","0.013066552165147","0.0105264658523265","0.0156066384779674"
"PDS/Linke","2005","35-65 J.","Laendlicher Raum","135","0.0261340028928244","0.0211174528590738","0.0311505529265749"
"PDS/Linke","2005","66 und älter","Staedtischer Raum","47","0.0148286105909998","0.0100581789096651","0.0195990422723344"
"PDS/Linke","2005","66 und älter","Laendlicher Raum","93","0.0574584789389633","0.0446595526318339","0.0702574052460927"
"Rechtsextrem","2005","16-34 J.","Staedtischer Raum","42","0.014626646910267","0.0106555958443419","0.0185976979761922"
"Rechtsextrem","2005","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2005","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2005","35-65 J.","Laendlicher Raum","30","0.0124225227317685","0.0089396061901036","0.0159054392734335"
"Rechtsextrem","2005","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","2005","66 und älter","Laendlicher Raum","","","",""
"AfD","2005","16-34 J.","Staedtischer Raum","","","",""
"AfD","2005","16-34 J.","Laendlicher Raum","","","",""
"AfD","2005","35-65 J.","Staedtischer Raum","","","",""
"AfD","2005","35-65 J.","Laendlicher Raum","","","",""
"AfD","2005","66 und älter","Staedtischer Raum","","","",""
"AfD","2005","66 und älter","Laendlicher Raum","","","",""
"Sonstige","2005","16-34 J.","Staedtischer Raum","","","",""
"Sonstige","2005","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","2005","35-65 J.","Staedtischer Raum","34","0.0054274183980174","0.00378403487016662","0.00707080192586819"
"Sonstige","2005","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","2005","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2005","66 und älter","Laendlicher Raum","","","",""
"keine PN","2006","16-34 J.","Staedtischer Raum","2006","0.603563095602272","0.586951584091783","0.620174607112761"
"keine PN","2006","16-34 J.","Laendlicher Raum","1222","0.707148358660129","0.685845581076635","0.728451136243623"
"keine PN","2006","35-65 J.","Staedtischer Raum","3880","0.510033762687415","0.499160681853683","0.520906843521147"
"keine PN","2006","35-65 J.","Laendlicher Raum","2329","0.560836440607799","0.545857622367965","0.575815258847633"
"keine PN","2006","66 und älter","Staedtischer Raum","1168","0.412134249555644","0.394047297452353","0.430221201658935"
"keine PN","2006","66 und älter","Laendlicher Raum","767","0.492735549700826","0.467822488420408","0.517648610981244"
"CDU/CSU","2006","16-34 J.","Staedtischer Raum","397","0.110792866151706","0.100133824910744","0.121451907392669"
"CDU/CSU","2006","16-34 J.","Laendlicher Raum","205","0.110353914947829","0.0956862952375063","0.125021534658151"
"CDU/CSU","2006","35-65 J.","Staedtischer Raum","1626","0.175268711370212","0.166999225513439","0.183538197226986"
"CDU/CSU","2006","35-65 J.","Laendlicher Raum","842","0.194912738987559","0.182956684650747","0.20686879332437"
"CDU/CSU","2006","66 und älter","Staedtischer Raum","842","0.294775173250467","0.278021262264073","0.311529084236861"
"CDU/CSU","2006","66 und älter","Laendlicher Raum","394","0.263427216995283","0.241476885181326","0.28537754880924"
"SPD","2006","16-34 J.","Staedtischer Raum","524","0.161660090960353","0.149158299372864","0.174161882547842"
"SPD","2006","16-34 J.","Laendlicher Raum","152","0.0888857941514825","0.0755640919662741","0.102207496336691"
"SPD","2006","35-65 J.","Staedtischer Raum","1604","0.193809919927603","0.18521232850777","0.202407511347436"
"SPD","2006","35-65 J.","Laendlicher Raum","604","0.14443769790863","0.13382777105928","0.15504762475798"
"SPD","2006","66 und älter","Staedtischer Raum","653","0.240304197913399","0.224603914296537","0.25600448153026"
"SPD","2006","66 und älter","Laendlicher Raum","251","0.165001480449392","0.146504974038055","0.183497986860729"
"FDP","2006","16-34 J.","Staedtischer Raum","75","0.0247814000701787","0.019502120245838","0.0300606798945195"
"FDP","2006","16-34 J.","Laendlicher Raum","43","0.0249382662626328","0.0176385443085095","0.0322379882167561"
"FDP","2006","35-65 J.","Staedtischer Raum","225","0.0216894382107944","0.018521092237195","0.0248577841843938"
"FDP","2006","35-65 J.","Laendlicher Raum","70","0.0164777817331959","0.0126355128727613","0.0203200505936305"
"FDP","2006","66 und älter","Staedtischer Raum","71","0.0208037198537536","0.0155591203253125","0.0260483193821947"
"FDP","2006","66 und älter","Laendlicher Raum","","","",""
"Grüne","2006","16-34 J.","Staedtischer Raum","220","0.0644159946508864","0.0560792014726157","0.0727527878291572"
"Grüne","2006","16-34 J.","Laendlicher Raum","49","0.0244329378387838","0.0172056801059339","0.0316601955716338"
"Grüne","2006","35-65 J.","Staedtischer Raum","527","0.0636475433934901","0.0583377138881396","0.0689573728988406"
"Grüne","2006","35-65 J.","Laendlicher Raum","137","0.0287211448838087","0.0236801166307996","0.0337621731368177"
"Grüne","2006","66 und älter","Staedtischer Raum","40","0.0110458350389235","0.00720527716353845","0.0148863929143086"
"Grüne","2006","66 und älter","Laendlicher Raum","","","",""
"PDS/Linke","2006","16-34 J.","Staedtischer Raum","51","0.0129399422307222","0.00910199735673605","0.0167778871047083"
"PDS/Linke","2006","16-34 J.","Laendlicher Raum","49","0.02685075181295","0.0192837282927507","0.0344177753331493"
"PDS/Linke","2006","35-65 J.","Staedtischer Raum","186","0.0240859468420916","0.0207512395124091","0.0274206541717741"
"PDS/Linke","2006","35-65 J.","Laendlicher Raum","186","0.0407711061461007","0.0348023523696693","0.046739859922532"
"PDS/Linke","2006","66 und älter","Staedtischer Raum","64","0.0184731956708487","0.0135252029401023","0.0234211884015952"
"PDS/Linke","2006","66 und älter","Laendlicher Raum","99","0.0544875962182124","0.0431770032473335","0.0657981891890914"
"Rechtsextrem","2006","16-34 J.","Staedtischer Raum","41","0.0156409091669556","0.0114271612594","0.0198546570745112"
"Rechtsextrem","2006","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2006","35-65 J.","Staedtischer Raum","35","0.00660439863793826","0.00484263422833776","0.00836616304753876"
"Rechtsextrem","2006","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2006","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","2006","66 und älter","Laendlicher Raum","","","",""
"AfD","2006","16-34 J.","Staedtischer Raum","","","",""
"AfD","2006","16-34 J.","Laendlicher Raum","","","",""
"AfD","2006","35-65 J.","Staedtischer Raum","","","",""
"AfD","2006","35-65 J.","Laendlicher Raum","","","",""
"AfD","2006","66 und älter","Staedtischer Raum","","","",""
"AfD","2006","66 und älter","Laendlicher Raum","","","",""
"Sonstige","2006","16-34 J.","Staedtischer Raum","","","",""
"Sonstige","2006","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","2006","35-65 J.","Staedtischer Raum","37","0.00486027893045559","0.00334761411907946","0.00637294374183171"
"Sonstige","2006","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","2006","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2006","66 und älter","Laendlicher Raum","","","",""
"keine PN","2007","16-34 J.","Staedtischer Raum","1985","0.661520829656283","0.644741283139227","0.678300376173338"
"keine PN","2007","16-34 J.","Laendlicher Raum","1190","0.719489016746519","0.697699779970765","0.741278253522272"
"keine PN","2007","35-65 J.","Staedtischer Raum","3990","0.562815324405702","0.551563588750764","0.574067060060639"
"keine PN","2007","35-65 J.","Laendlicher Raum","2448","0.6338202068169","0.618792602653365","0.648847810980435"
"keine PN","2007","66 und älter","Staedtischer Raum","1201","0.437221475915333","0.418897133756338","0.455545818074329"
"keine PN","2007","66 und älter","Laendlicher Raum","813","0.539518198818931","0.514336262234223","0.56470013540364"
"CDU/CSU","2007","16-34 J.","Staedtischer Raum","317","0.0973217116932658","0.0868114422111974","0.107831981175334"
"CDU/CSU","2007","16-34 J.","Laendlicher Raum","180","0.111637659553974","0.0963635665746838","0.126911752533263"
"CDU/CSU","2007","35-65 J.","Staedtischer Raum","1251","0.143723411007152","0.135765943181447","0.151680878832856"
"CDU/CSU","2007","35-65 J.","Laendlicher Raum","663","0.165816704843393","0.154215465049892","0.177417944636894"
"CDU/CSU","2007","66 und älter","Staedtischer Raum","804","0.27971366271418","0.263132372523812","0.296294952904548"
"CDU/CSU","2007","66 und älter","Laendlicher Raum","331","0.225981858819078","0.204852213883446","0.24711150375471"
"SPD","2007","16-34 J.","Staedtischer Raum","408","0.127381853879929","0.115559379370952","0.139204328388905"
"SPD","2007","16-34 J.","Laendlicher Raum","107","0.0656472970432086","0.0536351996052164","0.0776593944812009"
"SPD","2007","35-65 J.","Staedtischer Raum","1323","0.177482962460017","0.168816240099336","0.186149684820698"
"SPD","2007","35-65 J.","Laendlicher Raum","449","0.109910101312187","0.100153574119517","0.119666628504858"
"SPD","2007","66 und älter","Staedtischer Raum","615","0.224205594154692","0.208799042815273","0.239612145494112"
"SPD","2007","66 und älter","Laendlicher Raum","224","0.154650315681701","0.13638305426399","0.172917577099412"
"FDP","2007","16-34 J.","Staedtischer Raum","68","0.0183559813910007","0.0135959666196039","0.0231159961623975"
"FDP","2007","16-34 J.","Laendlicher Raum","35","0.0227953180112226","0.0155564510368525","0.0300341849855928"
"FDP","2007","35-65 J.","Staedtischer Raum","210","0.0210530683787351","0.0177966411798244","0.0243094955776457"
"FDP","2007","35-65 J.","Laendlicher Raum","66","0.0150772481372994","0.0112760400451634","0.0188784562294353"
"FDP","2007","66 und älter","Staedtischer Raum","71","0.0212558800625119","0.0159276493708198","0.026584110754204"
"FDP","2007","66 und älter","Laendlicher Raum","","","",""
"Grüne","2007","16-34 J.","Staedtischer Raum","192","0.0676066316984558","0.0587036245680086","0.0765096388289029"
"Grüne","2007","16-34 J.","Laendlicher Raum","47","0.0303616144837797","0.0220397176166736","0.0386835113508859"
"Grüne","2007","35-65 J.","Staedtischer Raum","475","0.0644948791395821","0.0589231525189841","0.0700666057601801"
"Grüne","2007","35-65 J.","Laendlicher Raum","130","0.0282669358117272","0.0230971520806268","0.0334367195428276"
"Grüne","2007","66 und älter","Staedtischer Raum","48","0.0159589696475128","0.0113296420040639","0.0205882972909617"
"Grüne","2007","66 und älter","Laendlicher Raum","","","",""
"PDS/Linke","2007","16-34 J.","Staedtischer Raum","40","0.0126934388279504","0.00872373466711114","0.0166631429887897"
"PDS/Linke","2007","16-34 J.","Laendlicher Raum","44","0.0276895222740235","0.0197313156097856","0.0356477289382615"
"PDS/Linke","2007","35-65 J.","Staedtischer Raum","157","0.0214518321439208","0.0181653793591396","0.0247382849287021"
"PDS/Linke","2007","35-65 J.","Laendlicher Raum","150","0.0357314639207324","0.0299413924858196","0.0415215353556451"
"PDS/Linke","2007","66 und älter","Staedtischer Raum","67","0.0186062788369915","0.013614443035138","0.023598114638845"
"PDS/Linke","2007","66 und älter","Laendlicher Raum","100","0.0562267850174941","0.0445885990987294","0.0678649709362588"
"Rechtsextrem","2007","16-34 J.","Staedtischer Raum","34","0.0110123166656973","0.00731167298370993","0.0147129603476846"
"Rechtsextrem","2007","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2007","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2007","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2007","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","2007","66 und älter","Laendlicher Raum","","","",""
"AfD","2007","16-34 J.","Staedtischer Raum","","","",""
"AfD","2007","16-34 J.","Laendlicher Raum","","","",""
"AfD","2007","35-65 J.","Staedtischer Raum","","","",""
"AfD","2007","35-65 J.","Laendlicher Raum","","","",""
"AfD","2007","66 und älter","Staedtischer Raum","","","",""
"AfD","2007","66 und älter","Laendlicher Raum","","","",""
"Sonstige","2007","16-34 J.","Staedtischer Raum","","","",""
"Sonstige","2007","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","2007","35-65 J.","Staedtischer Raum","33","0.00403798725455143","0.00259949357765348","0.00547648093144939"
"Sonstige","2007","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","2007","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2007","66 und älter","Laendlicher Raum","","","",""
"keine PN","2008","16-34 J.","Staedtischer Raum","1874","0.663226459693602","0.645872372717619","0.680580546669584"
"keine PN","2008","16-34 J.","Laendlicher Raum","1102","0.738429844783723","0.715963204116971","0.760896485450475"
"keine PN","2008","35-65 J.","Staedtischer Raum","3707","0.563941242522449","0.552252364185504","0.575630120859395"
"keine PN","2008","35-65 J.","Laendlicher Raum","2268","0.615855107614951","0.600165790171125","0.631544425058776"
"keine PN","2008","66 und älter","Staedtischer Raum","1151","0.422648774033182","0.40428941776392","0.441008130302444"
"keine PN","2008","66 und älter","Laendlicher Raum","769","0.509875366098179","0.484475471996242","0.535275260200116"
"CDU/CSU","2008","16-34 J.","Staedtischer Raum","323","0.10359205149199","0.0924023646431397","0.11478173834084"
"CDU/CSU","2008","16-34 J.","Laendlicher Raum","147","0.109684460830535","0.0937097151552131","0.125659206505857"
"CDU/CSU","2008","35-65 J.","Staedtischer Raum","1189","0.152161188832237","0.143694921135794","0.16062745652868"
"CDU/CSU","2008","35-65 J.","Laendlicher Raum","641","0.17361112988446","0.161393182337387","0.185829077431532"
"CDU/CSU","2008","66 und älter","Staedtischer Raum","827","0.287980856454045","0.271151200368445","0.304810512539646"
"CDU/CSU","2008","66 und älter","Laendlicher Raum","356","0.25282414223633","0.230740672415727","0.274907612056934"
"SPD","2008","16-34 J.","Staedtischer Raum","353","0.128565475541721","0.116274639434983","0.140856311648458"
"SPD","2008","16-34 J.","Laendlicher Raum","91","0.0614302959769362","0.0491555081679417","0.0737050837859307"
"SPD","2008","35-65 J.","Staedtischer Raum","1132","0.160522939287796","0.151870145142728","0.169175733432863"
"SPD","2008","35-65 J.","Laendlicher Raum","407","0.111135548172465","0.10099733282778","0.121273763517151"
"SPD","2008","66 und älter","Staedtischer Raum","578","0.218456586190155","0.203099574258036","0.233813598122275"
"SPD","2008","66 und älter","Laendlicher Raum","214","0.147619568854753","0.129596226715866","0.16564291099364"
"FDP","2008","16-34 J.","Staedtischer Raum","67","0.0231968440535902","0.0176694574086791","0.0287242306985013"
"FDP","2008","16-34 J.","Laendlicher Raum","","","",""
"FDP","2008","35-65 J.","Staedtischer Raum","204","0.023013143080769","0.0194787428010072","0.0265475433605307"
"FDP","2008","35-65 J.","Laendlicher Raum","58","0.0125834194711866","0.00898785740670606","0.0161789815356671"
"FDP","2008","66 und älter","Staedtischer Raum","91","0.0280819150061811","0.0219418101390122","0.0342220198733501"
"FDP","2008","66 und älter","Laendlicher Raum","","","",""
"Grüne","2008","16-34 J.","Staedtischer Raum","149","0.0567814753277099","0.0482835802731193","0.0652793703823006"
"Grüne","2008","16-34 J.","Laendlicher Raum","42","0.0272359109911534","0.0189151290356317","0.035556692946675"
"Grüne","2008","35-65 J.","Staedtischer Raum","453","0.0644423283686215","0.0586546512159935","0.0702300055212494"
"Grüne","2008","35-65 J.","Laendlicher Raum","124","0.0351684556465714","0.0292266336036612","0.0411102776894816"
"Grüne","2008","66 und älter","Staedtischer Raum","57","0.0205617232483824","0.0152874103891647","0.0258360361076001"
"Grüne","2008","66 und älter","Laendlicher Raum","","","",""
"PDS/Linke","2008","16-34 J.","Staedtischer Raum","46","0.009453398013898","0.00590008640897712","0.0130067096188189"
"PDS/Linke","2008","16-34 J.","Laendlicher Raum","37","0.0302359666606846","0.0214824131887974","0.0389895201325717"
"PDS/Linke","2008","35-65 J.","Staedtischer Raum","179","0.0273081981564547","0.023466550290396","0.0311498460225133"
"PDS/Linke","2008","35-65 J.","Laendlicher Raum","160","0.0412609750860316","0.0348453763803587","0.0476765737917045"
"PDS/Linke","2008","66 und älter","Staedtischer Raum","68","0.0194307369855528","0.0143005715411924","0.0245609024299133"
"PDS/Linke","2008","66 und älter","Laendlicher Raum","116","0.0636373722648708","0.0512344283333917","0.0760403161963499"
"Rechtsextrem","2008","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2008","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2008","35-65 J.","Staedtischer Raum","31","0.00523401274679652","0.00353318138521747","0.00693484410837557"
"Rechtsextrem","2008","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2008","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","2008","66 und älter","Laendlicher Raum","","","",""
"AfD","2008","16-34 J.","Staedtischer Raum","","","",""
"AfD","2008","16-34 J.","Laendlicher Raum","","","",""
"AfD","2008","35-65 J.","Staedtischer Raum","","","",""
"AfD","2008","35-65 J.","Laendlicher Raum","","","",""
"AfD","2008","66 und älter","Staedtischer Raum","","","",""
"AfD","2008","66 und älter","Laendlicher Raum","","","",""
"Sonstige","2008","16-34 J.","Staedtischer Raum","","","",""
"Sonstige","2008","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","2008","35-65 J.","Staedtischer Raum","","","",""
"Sonstige","2008","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","2008","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2008","66 und älter","Laendlicher Raum","","","",""
"keine PN","2009","16-34 J.","Staedtischer Raum","1736","0.677173030399783","0.659176799200647","0.695169261598919"
"keine PN","2009","16-34 J.","Laendlicher Raum","1028","0.764480917340915","0.741954271135105","0.787007563546724"
"keine PN","2009","35-65 J.","Staedtischer Raum","3482","0.591037827228746","0.578911060861122","0.603164593596371"
"keine PN","2009","35-65 J.","Laendlicher Raum","2213","0.644243437915068","0.628430355292889","0.660056520537248"
"keine PN","2009","66 und älter","Staedtischer Raum","1094","0.422950983670438","0.404250576778169","0.441651390562707"
"keine PN","2009","66 und älter","Laendlicher Raum","751","0.51754852573723","0.491873023285757","0.543224028188703"
"CDU/CSU","2009","16-34 J.","Staedtischer Raum","253","0.0947258996580109","0.0834546712759025","0.105997128040119"
"CDU/CSU","2009","16-34 J.","Laendlicher Raum","122","0.0807142281936584","0.0662531564256496","0.0951752999616673"
"CDU/CSU","2009","35-65 J.","Staedtischer Raum","1002","0.13424207452572","0.12583319040508","0.14265095864636"
"CDU/CSU","2009","35-65 J.","Laendlicher Raum","537","0.14697906380722","0.135283459619815","0.158674667994624"
"CDU/CSU","2009","66 und älter","Staedtischer Raum","769","0.276558443575458","0.259626965549029","0.293489921601887"
"CDU/CSU","2009","66 und älter","Laendlicher Raum","360","0.258485579883313","0.235990136629879","0.280981023136747"
"SPD","2009","16-34 J.","Staedtischer Raum","273","0.105663073416818","0.0938310496464209","0.117495097187215"
"SPD","2009","16-34 J.","Laendlicher Raum","73","0.0502198071909747","0.0386253815998102","0.0618142327821392"
"SPD","2009","35-65 J.","Staedtischer Raum","921","0.137134291998218","0.128649514825051","0.145619069171386"
"SPD","2009","35-65 J.","Laendlicher Raum","365","0.0968340412999078","0.0870658785433736","0.106602204056442"
"SPD","2009","66 und älter","Staedtischer Raum","548","0.213122826551917","0.197621525841958","0.228624127261876"
"SPD","2009","66 und älter","Laendlicher Raum","185","0.123709669524027","0.10679192636004","0.140627412688014"
"FDP","2009","16-34 J.","Staedtischer Raum","92","0.0324564042127748","0.0256356514800071","0.0392771569455426"
"FDP","2009","16-34 J.","Laendlicher Raum","38","0.034871079139922","0.02513182896658","0.0446103293132641"
"FDP","2009","35-65 J.","Staedtischer Raum","253","0.0338313968991535","0.0293719373637286","0.0382908564345783"
"FDP","2009","35-65 J.","Laendlicher Raum","101","0.0270182293510355","0.0216627805434215","0.0323736781586496"
"FDP","2009","66 und älter","Staedtischer Raum","132","0.0400202133043094","0.0326007852496914","0.0474396413589273"
"FDP","2009","66 und älter","Laendlicher Raum","","","",""
"Grüne","2009","16-34 J.","Staedtischer Raum","157","0.0656698757773553","0.0561357669318538","0.0752039846228567"
"Grüne","2009","16-34 J.","Laendlicher Raum","51","0.0298925759543143","0.0208520905805146","0.038933061328114"
"Grüne","2009","35-65 J.","Staedtischer Raum","458","0.0703232283109231","0.0640163973337665","0.0766300592880796"
"Grüne","2009","35-65 J.","Laendlicher Raum","122","0.0285020213459347","0.023005677934046","0.0339983647578233"
"Grüne","2009","66 und älter","Staedtischer Raum","52","0.0198377678151688","0.0145594556953682","0.0251160799349694"
"Grüne","2009","66 und älter","Laendlicher Raum","","","",""
"PDS/Linke","2009","16-34 J.","Staedtischer Raum","40","0.00898799493021246","0.00535539391655859","0.0126205959438663"
"PDS/Linke","2009","16-34 J.","Laendlicher Raum","","","",""
"PDS/Linke","2009","35-65 J.","Staedtischer Raum","148","0.0235068789332429","0.0197698377695015","0.0272439200969842"
