"party","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Linke","2002","Hauptschule","weiblich","69","0.0138399531081871","0.0104631587099178","0.0172167475064564"
"Linke","2002","Realschule","maennlich","68","0.0285531414387472","0.0220621632654896","0.0350441196120049"
"Linke","2002","Realschule","weiblich","62","0.0157228461778901","0.0115345576544923","0.0199111347012878"
"Linke","2002","(Fach-)Abitur","maennlich","28","","",""
"Linke","2002","(Fach-)Abitur","weiblich","22","","",""
"Linke","2002","AkademikerIn","maennlich","126","","",""
"Linke","2002","AkademikerIn","weiblich","106","","",""
"Rechte","2002","(noch) kein Abschluss","maennlich","1","","",""
"Rechte","2002","(noch) kein Abschluss","weiblich","","","",""
"Rechte","2002","Hauptschule","maennlich","16","","",""
"Rechte","2002","Hauptschule","weiblich","4","0.000930718785079666","4.93236476897873e-05","0.00181211392246954"
"Rechte","2002","Realschule","maennlich","30","0.0124524781823392","0.00813051987710185","0.0167744364875766"
"Rechte","2002","Realschule","weiblich","9","0.00284862565417881","0.00105426167167513","0.00464298963668249"
"Rechte","2002","(Fach-)Abitur","maennlich","7","0.00775055991440614","0.00263970257284348","0.0128614172559688"
"Rechte","2002","(Fach-)Abitur","weiblich","2","","",""
"Rechte","2002","AkademikerIn","maennlich","3","","",""
"Rechte","2002","AkademikerIn","weiblich","2","","",""
"AfD","2002","(noch) kein Abschluss","maennlich","","","",""
"AfD","2002","(noch) kein Abschluss","weiblich","","","",""
"AfD","2002","Hauptschule","maennlich","","","",""
"AfD","2002","Hauptschule","weiblich","","","",""
"AfD","2002","Realschule","maennlich","","","",""
"AfD","2002","Realschule","weiblich","","","",""
"AfD","2002","(Fach-)Abitur","maennlich","","","",""
"AfD","2002","(Fach-)Abitur","weiblich","","","",""
"AfD","2002","AkademikerIn","maennlich","","","",""
"AfD","2002","AkademikerIn","weiblich","","","",""
"Andere","2002","(noch) kein Abschluss","maennlich","3","","",""
"Andere","2002","(noch) kein Abschluss","weiblich","3","","",""
"Andere","2002","Hauptschule","maennlich","26","","",""
"Andere","2002","Hauptschule","weiblich","14","","",""
"Andere","2002","Realschule","maennlich","20","","",""
"Andere","2002","Realschule","weiblich","15","","",""
"Andere","2002","(Fach-)Abitur","maennlich","4","0.00481365271492082","0.000779926937050658","0.00884737849279097"
"Andere","2002","(Fach-)Abitur","weiblich","3","","",""
"Andere","2002","AkademikerIn","maennlich","11","","",""
"Andere","2002","AkademikerIn","weiblich","3","","",""
"keine Parteineigung","2003","(noch) kein Abschluss","maennlich","270","","",""
"keine Parteineigung","2003","(noch) kein Abschluss","weiblich","362","0.799285839539784","0.76307494712451","0.835496731955059"
"keine Parteineigung","2003","Hauptschule","maennlich","2201","","",""
"keine Parteineigung","2003","Hauptschule","weiblich","2583","","",""
"keine Parteineigung","2003","Realschule","maennlich","1266","","",""
"keine Parteineigung","2003","Realschule","weiblich","1877","","",""
"keine Parteineigung","2003","(Fach-)Abitur","maennlich","469","0.412107243681248","0.382900045709303","0.441314441653193"
"keine Parteineigung","2003","(Fach-)Abitur","weiblich","658","0.506311048155216","0.478814280951575","0.533807815358856"
"keine Parteineigung","2003","AkademikerIn","maennlich","787","0.348471240134055","0.329502781172117","0.367439699095993"
"keine Parteineigung","2003","AkademikerIn","weiblich","754","0.41960535399879","0.397135896311267","0.442074811686312"
"SPD","2003","(noch) kein Abschluss","maennlich","52","0.128282776477893","0.0962251075777864","0.160340445377999"
"SPD","2003","(noch) kein Abschluss","weiblich","27","","",""
"SPD","2003","Hauptschule","maennlich","840","0.220052516478949","0.207291947105198","0.232813085852699"
"SPD","2003","Hauptschule","weiblich","789","0.191546885936491","0.17985139775998","0.203242374113002"
"SPD","2003","Realschule","maennlich","391","0.170971143121756","0.156017574782284","0.185924711461227"
"SPD","2003","Realschule","weiblich","500","0.159010324381558","0.146470786907301","0.171549861855816"
"SPD","2003","(Fach-)Abitur","maennlich","208","","",""
"SPD","2003","(Fach-)Abitur","weiblich","224","","",""
"SPD","2003","AkademikerIn","maennlich","502","0.209452078881536","0.193253078286422","0.225651079476649"
"SPD","2003","AkademikerIn","weiblich","328","0.173777547987557","0.156524902035621","0.191030193939492"
"CDU/CSU","2003","(noch) kein Abschluss","maennlich","60","0.159136096094118","0.124068406401584","0.194203785786652"
"CDU/CSU","2003","(noch) kein Abschluss","weiblich","39","0.080984402942102","0.0563205288064907","0.105648277077713"
"CDU/CSU","2003","Hauptschule","maennlich","861","0.210426458525474","0.197871344276846","0.222981572774101"
"CDU/CSU","2003","Hauptschule","weiblich","825","0.19088306898553","0.179203071853427","0.202563066117632"
"CDU/CSU","2003","Realschule","maennlich","580","0.240462080683417","0.223487594430942","0.257436566935891"
"CDU/CSU","2003","Realschule","weiblich","672","0.216202063123898","0.202086263048597","0.230317863199199"
"CDU/CSU","2003","(Fach-)Abitur","maennlich","255","","",""
"CDU/CSU","2003","(Fach-)Abitur","weiblich","222","","",""
"CDU/CSU","2003","AkademikerIn","maennlich","678","0.256673171507303","0.239284679276745","0.274061663737861"
"CDU/CSU","2003","AkademikerIn","weiblich","404","0.206272345025077","0.18784907826896","0.224695611781195"
"FDP","2003","(noch) kein Abschluss","maennlich","7","0.0215004681619067","0.00759568503623849","0.0354052512875749"
"FDP","2003","(noch) kein Abschluss","weiblich","4","0.00819958511349095","4.67765638278404e-05","0.0163523936631541"
"FDP","2003","Hauptschule","maennlich","35","0.00886769827026154","0.00598004216309953","0.0117553543774236"
"FDP","2003","Hauptschule","weiblich","33","0.00886002849707175","0.00607494357506878","0.0116451134190747"
"FDP","2003","Realschule","maennlich","49","0.0219803174214155","0.0161567462739589","0.0278038885688722"
"FDP","2003","Realschule","weiblich","46","0.0122899531224","0.00851194077765853","0.0160679654671414"
"FDP","2003","(Fach-)Abitur","maennlich","48","0.0451969939161375","0.0328702782110562","0.0575237096212188"
"FDP","2003","(Fach-)Abitur","weiblich","24","","",""
"FDP","2003","AkademikerIn","maennlich","133","","",""
"FDP","2003","AkademikerIn","weiblich","42","0.0220496644038883","0.0153636120438063","0.0287357167639704"
"Grüne","2003","(noch) kein Abschluss","maennlich","19","","",""
"Grüne","2003","(noch) kein Abschluss","weiblich","29","","",""
"Grüne","2003","Hauptschule","maennlich","42","0.0128727503008164","0.0094006165563294","0.0163448840453034"
"Grüne","2003","Hauptschule","weiblich","49","0.0109263207609585","0.00783670350179446","0.0140159380201226"
"Grüne","2003","Realschule","maennlich","68","0.031148800894436","0.024248821160772","0.0380487806281"
"Grüne","2003","Realschule","weiblich","113","","",""
"Grüne","2003","(Fach-)Abitur","maennlich","82","0.092197267551094","0.0750304226433278","0.10936411245886"
"Grüne","2003","(Fach-)Abitur","weiblich","122","","",""
"Grüne","2003","AkademikerIn","maennlich","212","","",""
"Grüne","2003","AkademikerIn","weiblich","246","","",""
"Linke","2003","(noch) kein Abschluss","maennlich","5","0.00933770953072737","0.000117454236183095","0.0185579648252716"
"Linke","2003","(noch) kein Abschluss","weiblich","4","0.00499261652605675","-0.0013793930346368","0.0113646260867503"
"Linke","2003","Hauptschule","maennlich","33","0.006129521239559","0.00372542208802919","0.00853362039108881"
"Linke","2003","Hauptschule","weiblich","46","0.00928881438503113","0.00643774975252175","0.0121398790175405"
"Linke","2003","Realschule","maennlich","42","0.0186245285921916","0.0132547194212791","0.0239943377631041"
"Linke","2003","Realschule","weiblich","43","0.0119614745162527","0.00823367263730451","0.0156892763952009"
"Linke","2003","(Fach-)Abitur","maennlich","21","","",""
"Linke","2003","(Fach-)Abitur","weiblich","15","","",""
"Linke","2003","AkademikerIn","maennlich","99","0.0410412004066617","0.0331436613007962","0.0489387395125272"
"Linke","2003","AkademikerIn","weiblich","76","0.0429835478700468","0.0337488814342501","0.0522182143058434"
"Rechte","2003","(noch) kein Abschluss","maennlich","2","","",""
"Rechte","2003","(noch) kein Abschluss","weiblich","1","","",""
"Rechte","2003","Hauptschule","maennlich","15","","",""
"Rechte","2003","Hauptschule","weiblich","5","0.00134488319561001","0.000255693719445064","0.00243407267177495"
"Rechte","2003","Realschule","maennlich","25","","",""
"Rechte","2003","Realschule","weiblich","7","0.00121500268946143","2.04696990502024e-05","0.00240953567987266"
"Rechte","2003","(Fach-)Abitur","maennlich","2","","",""
"Rechte","2003","(Fach-)Abitur","weiblich","2","","",""
"Rechte","2003","AkademikerIn","maennlich","4","0.00152664592155787","-2.7598022761606e-05","0.00308088986587735"
"Rechte","2003","AkademikerIn","weiblich","1","","",""
"AfD","2003","(noch) kein Abschluss","maennlich","","","",""
"AfD","2003","(noch) kein Abschluss","weiblich","","","",""
"AfD","2003","Hauptschule","maennlich","","","",""
"AfD","2003","Hauptschule","weiblich","","","",""
"AfD","2003","Realschule","maennlich","","","",""
"AfD","2003","Realschule","weiblich","","","",""
"AfD","2003","(Fach-)Abitur","maennlich","","","",""
"AfD","2003","(Fach-)Abitur","weiblich","","","",""
"AfD","2003","AkademikerIn","maennlich","","","",""
"AfD","2003","AkademikerIn","weiblich","","","",""
"Andere","2003","(noch) kein Abschluss","maennlich","3","","",""
"Andere","2003","(noch) kein Abschluss","weiblich","4","0.00341093468297254","-0.00186007631588226","0.00868194568182734"
"Andere","2003","Hauptschule","maennlich","22","","",""
"Andere","2003","Hauptschule","weiblich","19","","",""
"Andere","2003","Realschule","maennlich","14","","",""
"Andere","2003","Realschule","weiblich","9","0.00374798014358325","0.00165262920024428","0.00584333108692222"
"Andere","2003","(Fach-)Abitur","maennlich","6","0.00683915851176375","0.00194873079266707","0.0117295862308604"
"Andere","2003","(Fach-)Abitur","weiblich","3","","",""
"Andere","2003","AkademikerIn","maennlich","9","0.00250367626493611","0.000514256074404741","0.00449309645546748"
"Andere","2003","AkademikerIn","weiblich","2","","",""
"keine Parteineigung","2004","(noch) kein Abschluss","maennlich","296","","",""
"keine Parteineigung","2004","(noch) kein Abschluss","weiblich","399","0.845073476590611","0.812737522760291","0.877409430420932"
"keine Parteineigung","2004","Hauptschule","maennlich","2375","","",""
"keine Parteineigung","2004","Hauptschule","weiblich","2717","","",""
"keine Parteineigung","2004","Realschule","maennlich","1398","","",""
"keine Parteineigung","2004","Realschule","weiblich","2056","","",""
"keine Parteineigung","2004","(Fach-)Abitur","maennlich","531","0.485392558822091","0.455557747299519","0.515227370344664"
"keine Parteineigung","2004","(Fach-)Abitur","weiblich","748","0.59102703745652","0.564291157127587","0.617762917785452"
"keine Parteineigung","2004","AkademikerIn","maennlich","870","0.381299720913059","0.361843458386195","0.400755983439923"
"keine Parteineigung","2004","AkademikerIn","weiblich","908","0.510462864012271","0.487696037528674","0.533229690495868"
"SPD","2004","(noch) kein Abschluss","maennlich","39","0.0845938233227701","0.0580120904533983","0.111175556192142"
"SPD","2004","(noch) kein Abschluss","weiblich","32","0.0853171767777071","0.0603523215142401","0.110282032041174"
"SPD","2004","Hauptschule","maennlich","648","0.175775475674661","0.163786493239498","0.187764458109825"
"SPD","2004","Hauptschule","weiblich","603","0.155110157783809","0.144110747612248","0.166109567955369"
"SPD","2004","Realschule","maennlich","307","0.136208185986047","0.122413162932965","0.15000320903913"
"SPD","2004","Realschule","weiblich","384","0.122370631528248","0.111023240733125","0.13371802232337"
"SPD","2004","(Fach-)Abitur","maennlich","186","","",""
"SPD","2004","(Fach-)Abitur","weiblich","183","","",""
"SPD","2004","AkademikerIn","maennlich","416","0.173973587188559","0.158788242847555","0.189158931529564"
"SPD","2004","AkademikerIn","weiblich","256","","",""
"CDU/CSU","2004","(noch) kein Abschluss","maennlich","50","0.12710089368087","0.0952835902542997","0.15891819710744"
"CDU/CSU","2004","(noch) kein Abschluss","weiblich","29","","",""
"CDU/CSU","2004","Hauptschule","maennlich","709","0.173289611480678","0.161367769030371","0.185211453930984"
"CDU/CSU","2004","Hauptschule","weiblich","707","0.172980130154008","0.161487873541033","0.184472386766983"
"CDU/CSU","2004","Realschule","maennlich","497","0.21762900099979","0.201033856432348","0.234224145567231"
"CDU/CSU","2004","Realschule","weiblich","552","0.186956567998519","0.173456713934052","0.200456422062987"
"CDU/CSU","2004","(Fach-)Abitur","maennlich","220","","",""
"CDU/CSU","2004","(Fach-)Abitur","weiblich","207","","",""
"CDU/CSU","2004","AkademikerIn","maennlich","661","0.263606152324378","0.24595720264897","0.281255101999785"
"CDU/CSU","2004","AkademikerIn","weiblich","343","0.179069186364822","0.161607293931136","0.196531078798508"
"FDP","2004","(noch) kein Abschluss","maennlich","6","0.00939550858939094","0.000180041840697804","0.0186109753380841"
"FDP","2004","(noch) kein Abschluss","weiblich","2","","",""
"FDP","2004","Hauptschule","maennlich","33","0.00948210355282779","0.00642954553530797","0.0125346615703476"
"FDP","2004","Hauptschule","weiblich","31","0.0084534518470506","0.00567167154081837","0.0112352321532828"
"FDP","2004","Realschule","maennlich","35","0.0114140654997589","0.00714194319147448","0.0156861878080432"
"FDP","2004","Realschule","weiblich","40","0.0102169882391114","0.00673495203942072","0.013699024438802"
"FDP","2004","(Fach-)Abitur","maennlich","44","0.0439906752393838","0.0317487396849599","0.0562326107938076"
"FDP","2004","(Fach-)Abitur","weiblich","25","","",""
"FDP","2004","AkademikerIn","maennlich","122","","",""
"FDP","2004","AkademikerIn","weiblich","43","0.0227210877698207","0.0159345007310742","0.0295076748085673"
"Grüne","2004","(noch) kein Abschluss","maennlich","20","","",""
"Grüne","2004","(noch) kein Abschluss","weiblich","14","","",""
"Grüne","2004","Hauptschule","maennlich","29","","",""
"Grüne","2004","Hauptschule","weiblich","35","0.00695919845125425","0.00443332033554697","0.00948507656696152"
"Grüne","2004","Realschule","maennlich","49","0.0246664492334598","0.0184284375424403","0.0309044609244793"
"Grüne","2004","Realschule","weiblich","100","","",""
"Grüne","2004","(Fach-)Abitur","maennlich","64","0.0722604730629171","0.0568042939820802","0.0877166521437539"
"Grüne","2004","(Fach-)Abitur","weiblich","118","","",""
"Grüne","2004","AkademikerIn","maennlich","207","","",""
"Grüne","2004","AkademikerIn","weiblich","217","","",""
"Linke","2004","(noch) kein Abschluss","maennlich","5","0.0113504209680755","0.00123149961362977","0.0214693423225213"
"Linke","2004","(noch) kein Abschluss","weiblich","3","","",""
"Linke","2004","Hauptschule","maennlich","38","0.0089838856853072","0.00601185777582175","0.0119559135947926"
"Linke","2004","Hauptschule","weiblich","50","0.0103932676681849","0.00731180713435343","0.0134747282020164"
"Linke","2004","Realschule","maennlich","47","0.0199184445723698","0.0142992366420169","0.0255376525027227"
"Linke","2004","Realschule","weiblich","52","0.0136083550156615","0.00959664673283373","0.0176200632984892"
"Linke","2004","(Fach-)Abitur","maennlich","23","","",""
"Linke","2004","(Fach-)Abitur","weiblich","11","","",""
"Linke","2004","AkademikerIn","maennlich","105","","",""
"Linke","2004","AkademikerIn","weiblich","84","0.0440190526854985","0.0346763492281302","0.0533617561428668"
"Rechte","2004","(noch) kein Abschluss","maennlich","","","",""
"Rechte","2004","(noch) kein Abschluss","weiblich","","","",""
"Rechte","2004","Hauptschule","maennlich","19","","",""
"Rechte","2004","Hauptschule","weiblich","8","0.00237183597759148","0.000893830954806812","0.00384984100037615"
"Rechte","2004","Realschule","maennlich","27","","",""
"Rechte","2004","Realschule","weiblich","7","0.00097276625793321","-0.000106664403118488","0.00205219691898491"
"Rechte","2004","(Fach-)Abitur","maennlich","4","0.00460684069502585","0.000564456066685773","0.00864922532336592"
"Rechte","2004","(Fach-)Abitur","weiblich","1","","",""
"Rechte","2004","AkademikerIn","maennlich","1","","",""
"Rechte","2004","AkademikerIn","weiblich","","","",""
"AfD","2004","(noch) kein Abschluss","maennlich","","","",""
"AfD","2004","(noch) kein Abschluss","weiblich","","","",""
"AfD","2004","Hauptschule","maennlich","","","",""
"AfD","2004","Hauptschule","weiblich","","","",""
"AfD","2004","Realschule","maennlich","","","",""
"AfD","2004","Realschule","weiblich","","","",""
"AfD","2004","(Fach-)Abitur","maennlich","","","",""
"AfD","2004","(Fach-)Abitur","weiblich","","","",""
"AfD","2004","AkademikerIn","maennlich","","","",""
"AfD","2004","AkademikerIn","weiblich","","","",""
"Andere","2004","(noch) kein Abschluss","maennlich","5","0.0036871752883335","-0.00210246785173122","0.00947681842839823"
"Andere","2004","(noch) kein Abschluss","weiblich","2","","",""
"Andere","2004","Hauptschule","maennlich","21","","",""
"Andere","2004","Hauptschule","weiblich","10","","",""
"Andere","2004","Realschule","maennlich","15","","",""
"Andere","2004","Realschule","weiblich","13","","",""
"Andere","2004","(Fach-)Abitur","maennlich","6","0.00731613555864315","0.00222886232548508","0.0124034087918012"
"Andere","2004","(Fach-)Abitur","weiblich","6","0.00707370164446051","0.00251621514033289","0.0116311881485881"
"Andere","2004","AkademikerIn","maennlich","12","","",""
"Andere","2004","AkademikerIn","weiblich","1","","",""
"keine Parteineigung","2005","(noch) kein Abschluss","maennlich","291","","",""
"keine Parteineigung","2005","(noch) kein Abschluss","weiblich","390","0.821856571758545","0.787590584165731","0.856122559351359"
"keine Parteineigung","2005","Hauptschule","maennlich","2100","","",""
"keine Parteineigung","2005","Hauptschule","weiblich","2442","","",""
"keine Parteineigung","2005","Realschule","maennlich","1309","","",""
"keine Parteineigung","2005","Realschule","weiblich","1941","","",""
"keine Parteineigung","2005","(Fach-)Abitur","maennlich","468","0.453030882382261","0.422467155773511","0.483594608991012"
"keine Parteineigung","2005","(Fach-)Abitur","weiblich","698","0.571444537213438","0.544010883970806","0.598878190456069"
"keine Parteineigung","2005","AkademikerIn","maennlich","769","0.343266077505618","0.32378129255765","0.362750862453586"
"keine Parteineigung","2005","AkademikerIn","weiblich","848","0.487705055302615","0.464740869037434","0.510669241567796"
"SPD","2005","(noch) kein Abschluss","maennlich","49","0.134220191057195","0.101579921812029","0.16686046030236"
"SPD","2005","(noch) kein Abschluss","weiblich","27","","",""
"SPD","2005","Hauptschule","maennlich","692","0.193263003904183","0.180426811061592","0.206099196746774"
"SPD","2005","Hauptschule","weiblich","644","0.171349191390484","0.159500254445663","0.183198128335305"
"SPD","2005","Realschule","maennlich","311","0.141535038880197","0.127211489101664","0.155858588658729"
"SPD","2005","Realschule","weiblich","395","0.124469497493529","0.112767298463588","0.13617169652347"
"SPD","2005","(Fach-)Abitur","maennlich","200","","",""
"SPD","2005","(Fach-)Abitur","weiblich","196","","",""
"SPD","2005","AkademikerIn","maennlich","458","0.19942216887026","0.183024808329504","0.215819529411016"
"SPD","2005","AkademikerIn","weiblich","276","","",""
"CDU/CSU","2005","(noch) kein Abschluss","maennlich","43","0.0904447962909738","0.0629818325543133","0.117907760027634"
"CDU/CSU","2005","(noch) kein Abschluss","weiblich","32","0.0647158023066065","0.0426836308583684","0.0867479737548445"
"CDU/CSU","2005","Hauptschule","maennlich","672","0.179301181660844","0.166830810971232","0.191771552350456"
"CDU/CSU","2005","Hauptschule","weiblich","656","0.170591035843442","0.158762934279234","0.18241913740765"
"CDU/CSU","2005","Realschule","maennlich","453","0.205704520618498","0.189094493024997","0.222314548211999"
"CDU/CSU","2005","Realschule","weiblich","499","0.170557225609728","0.157224202029096","0.183890249190359"
"CDU/CSU","2005","(Fach-)Abitur","maennlich","212","","",""
"CDU/CSU","2005","(Fach-)Abitur","weiblich","201","","",""
"CDU/CSU","2005","AkademikerIn","maennlich","628","0.268154148068039","0.24997441442668","0.286333881709398"
"CDU/CSU","2005","AkademikerIn","weiblich","321","0.152714515406617","0.136188527166722","0.169240503646511"
"FDP","2005","(noch) kein Abschluss","maennlich","7","0.0162969085086424","0.00417347286543881","0.0284203441518461"
"FDP","2005","(noch) kein Abschluss","weiblich","4","0.0113941700164471","0.0018895826814298","0.0208987573514645"
"FDP","2005","Hauptschule","maennlich","39","0.00989718705264003","0.00667914348313905","0.013115230622141"
"FDP","2005","Hauptschule","weiblich","31","0.00821296072571941","0.00537496545911764","0.0110509559923212"
"FDP","2005","Realschule","maennlich","41","0.0126161310181143","0.00802982003335815","0.0172024420028704"
"FDP","2005","Realschule","weiblich","40","0.0110641394183331","0.0073561092898542","0.014772169546812"
"FDP","2005","(Fach-)Abitur","maennlich","39","0.0430535208008722","0.0305909063466875","0.055516135255057"
"FDP","2005","(Fach-)Abitur","weiblich","21","","",""
"FDP","2005","AkademikerIn","maennlich","116","","",""
"FDP","2005","AkademikerIn","weiblich","41","0.0192294199815782","0.0129201486551794","0.0255386913079769"
"Grüne","2005","(noch) kein Abschluss","maennlich","18","","",""
"Grüne","2005","(noch) kein Abschluss","weiblich","20","","",""
"Grüne","2005","Hauptschule","maennlich","30","0.0103307321211013","0.0070436808686111","0.0136177833735915"
"Grüne","2005","Hauptschule","weiblich","40","0.0100818446911364","0.00694045202425276","0.0132232373580201"
"Grüne","2005","Realschule","maennlich","49","0.02575629052543","0.0192470120252434","0.0322655690256166"
"Grüne","2005","Realschule","weiblich","102","","",""
"Grüne","2005","(Fach-)Abitur","maennlich","62","0.0791883919024089","0.0626086733613218","0.0957681104434961"
"Grüne","2005","(Fach-)Abitur","weiblich","118","","",""
"Grüne","2005","AkademikerIn","maennlich","197","","",""
"Grüne","2005","AkademikerIn","weiblich","243","","",""
"Linke","2005","(noch) kein Abschluss","maennlich","5","0.00440672741302166","-0.00193547574863391","0.0107489305746772"
"Linke","2005","(noch) kein Abschluss","weiblich","5","0.0106651013272805","0.0014662311062874","0.0198639715482735"
"Linke","2005","Hauptschule","maennlich","40","0.00766378809310514","0.00482882736446273","0.0104987488217475"
"Linke","2005","Hauptschule","weiblich","50","0.0100934764227519","0.00695029058468905","0.0132366622608147"
"Linke","2005","Realschule","maennlich","53","0.0232821233895507","0.0170855263943564","0.0294787203847449"
"Linke","2005","Realschule","weiblich","53","0.0155913302556176","0.0111996605261909","0.0199829999850442"
"Linke","2005","(Fach-)Abitur","maennlich","28","","",""
"Linke","2005","(Fach-)Abitur","weiblich","11","","",""
"Linke","2005","AkademikerIn","maennlich","103","","",""
"Linke","2005","AkademikerIn","weiblich","84","0.0415037243541946","0.0323404403554521","0.0506670083529372"
"Rechte","2005","(noch) kein Abschluss","maennlich","4","0.0070985579780266","-0.000940019781247676","0.0151371357373009"
"Rechte","2005","(noch) kein Abschluss","weiblich","","","",""
"Rechte","2005","Hauptschule","maennlich","34","0.0109496186590067","0.00756659848251019","0.0143326388355031"
"Rechte","2005","Hauptschule","weiblich","13","","",""
"Rechte","2005","Realschule","maennlich","50","0.0268952442176215","0.0202474903075815","0.0335429981276614"
"Rechte","2005","Realschule","weiblich","13","","",""
"Rechte","2005","(Fach-)Abitur","maennlich","5","0.00374092287064795","-7.39593449804697e-06","0.00748924167579395"
"Rechte","2005","(Fach-)Abitur","weiblich","2","","",""
"Rechte","2005","AkademikerIn","maennlich","2","","",""
"Rechte","2005","AkademikerIn","weiblich","2","","",""
"AfD","2005","(noch) kein Abschluss","maennlich","","","",""
"AfD","2005","(noch) kein Abschluss","weiblich","","","",""
"AfD","2005","Hauptschule","maennlich","","","",""
"AfD","2005","Hauptschule","weiblich","","","",""
"AfD","2005","Realschule","maennlich","","","",""
"AfD","2005","Realschule","weiblich","","","",""
"AfD","2005","(Fach-)Abitur","maennlich","","","",""
"AfD","2005","(Fach-)Abitur","weiblich","","","",""
"AfD","2005","AkademikerIn","maennlich","","","",""
"AfD","2005","AkademikerIn","weiblich","","","",""
"Andere","2005","(noch) kein Abschluss","maennlich","2","","",""
"Andere","2005","(noch) kein Abschluss","weiblich","1","","",""
"Andere","2005","Hauptschule","maennlich","28","","",""
"Andere","2005","Hauptschule","weiblich","9","0.002450901005552","0.000896072104035092","0.00400572990706892"
"Andere","2005","Realschule","maennlich","9","0.00363540152138044","0.00116229554459154","0.00610850749816934"
"Andere","2005","Realschule","weiblich","14","","",""
"Andere","2005","(Fach-)Abitur","maennlich","5","0.00485515528186286","0.000587339058287531","0.00912297150543819"
"Andere","2005","(Fach-)Abitur","weiblich","3","","",""
"Andere","2005","AkademikerIn","maennlich","8","0.00307113439767106","0.000800396830498035","0.00534187196484408"
"Andere","2005","AkademikerIn","weiblich","5","0.00172117380854196","-0.000183193384712134","0.00362554100179606"
"keine Parteineigung","2006","(noch) kein Abschluss","maennlich","180","","",""
"keine Parteineigung","2006","(noch) kein Abschluss","weiblich","258","","",""
"keine Parteineigung","2006","Hauptschule","maennlich","2123","","",""
"keine Parteineigung","2006","Hauptschule","weiblich","2493","","",""
"keine Parteineigung","2006","Realschule","maennlich","1312","","",""
"keine Parteineigung","2006","Realschule","weiblich","1891","","",""
"keine Parteineigung","2006","(Fach-)Abitur","maennlich","457","0.433209095155085","0.403208652069089","0.463209538241081"
"keine Parteineigung","2006","(Fach-)Abitur","weiblich","692","0.520606169116642","0.494123319810355","0.54708901842293"
"keine Parteineigung","2006","AkademikerIn","maennlich","831","0.338947667736426","0.320502947333453","0.3573923881394"
"keine Parteineigung","2006","AkademikerIn","weiblich","846","0.456343482677373","0.434442813596017","0.478244151758729"
"SPD","2006","(noch) kein Abschluss","maennlich","45","0.149927425246645","0.109663773275479","0.190191077217811"
"SPD","2006","(noch) kein Abschluss","weiblich","37","0.140869585326255","0.104053365359241","0.177685805293269"
"SPD","2006","Hauptschule","maennlich","776","0.206820527350579","0.194072976814999","0.219568077886159"
"SPD","2006","Hauptschule","weiblich","707","0.171255356999759","0.159805868620897","0.182704845378621"
"SPD","2006","Realschule","maennlich","353","0.149732635248779","0.135466471823532","0.163998798674025"
"SPD","2006","Realschule","weiblich","501","0.153789335391807","0.141462474378944","0.166116196404671"
"SPD","2006","(Fach-)Abitur","maennlich","227","","",""
"SPD","2006","(Fach-)Abitur","weiblich","265","","",""
"SPD","2006","AkademikerIn","maennlich","486","0.195596621401872","0.180140324632173","0.21105291817157"
"SPD","2006","AkademikerIn","weiblich","335","0.161852967386403","0.145658390848289","0.178047543924518"
"CDU/CSU","2006","(noch) kein Abschluss","maennlich","47","0.125755394861233","0.088359458448124","0.163151331274342"
"CDU/CSU","2006","(noch) kein Abschluss","weiblich","22","","",""
"CDU/CSU","2006","Hauptschule","maennlich","751","0.179228306558299","0.167156877834137","0.191299735282462"
"CDU/CSU","2006","Hauptschule","weiblich","792","0.186773935736486","0.174929417230836","0.198618454242135"
"CDU/CSU","2006","Realschule","maennlich","470","0.200760016730993","0.184744224792544","0.216775808669441"
"CDU/CSU","2006","Realschule","weiblich","635","0.197078831994604","0.183486105268285","0.210671558720923"
"CDU/CSU","2006","(Fach-)Abitur","maennlich","209","","",""
"CDU/CSU","2006","(Fach-)Abitur","weiblich","242","","",""
"CDU/CSU","2006","AkademikerIn","maennlich","707","0.264193856266466","0.247013550365858","0.281374162167074"
"CDU/CSU","2006","AkademikerIn","weiblich","394","0.171857400650318","0.15526971336175","0.188445087938887"
"FDP","2006","(noch) kein Abschluss","maennlich","5","0.0101969247257438","-0.00113369399444197","0.0215275434459296"
"FDP","2006","(noch) kein Abschluss","weiblich","2","","",""
"FDP","2006","Hauptschule","maennlich","43","0.0121557561649513","0.00870686559071376","0.0156046467391888"
"FDP","2006","Hauptschule","weiblich","31","0.0081043513688198","0.00537948157710044","0.0108292211605392"
"FDP","2006","Realschule","maennlich","63","0.0220711367369758","0.0161970928293955","0.0279451806445561"
"FDP","2006","Realschule","weiblich","48","0.0129654264455926","0.00909989039843002","0.0168309624927553"
"FDP","2006","(Fach-)Abitur","maennlich","54","0.0542728863748568","0.0405564330689595","0.0679893396807542"
"FDP","2006","(Fach-)Abitur","weiblich","29","","",""
"FDP","2006","AkademikerIn","maennlich","151","","",""
"FDP","2006","AkademikerIn","weiblich","58","0.0229473629115134","0.0163635947389667","0.02953113108406"
"Grüne","2006","(noch) kein Abschluss","maennlich","17","","",""
"Grüne","2006","(noch) kein Abschluss","weiblich","20","","",""
"Grüne","2006","Hauptschule","maennlich","36","0.00983873355449585","0.0067322664784624","0.0129452006305293"
