,Unnamed: 0,year,bula_h,rentown,hlf0291,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
329,329,1998,Baden-Wuerttemberg,Tenant,No,1.0,522,7127,0.92957,1.06679
330,330,1998,Bavaria,Owner,No,1.0,445,7127,0.94816,1.06281
331,331,1998,Bavaria,Tenant,No,1.0,500,7127,0.94018,1.05788
332,332,1998,Berlin,Tenant,No,1.0,289,7127,0.93129,1.07126
333,333,1998,Brandenburg,Owner,No,1.0,115,7127,0.9114,1.08887
334,334,1998,Brandenburg,Tenant,No,1.0,196,7127,0.92352,1.07412
335,335,1998,Mecklenburg-Western Pomerania,Owner,No,1.0,79,7127,0.87443,1.12348
336,336,1998,Mecklenburg-Western Pomerania,Tenant,No,1.0,121,7127,0.88772,1.10298
337,337,1998,Saxony,Owner,No,1.0,173,7127,0.90748,1.10156
338,338,1998,Saxony,Tenant,No,1.0,393,7127,0.94765,1.05954
339,339,1998,Saxony-Anhalt,Owner,No,1.0,121,7127,0.8799,1.11194
340,340,1998,Saxony-Anhalt,Tenant,No,1.0,219,7127,0.90454,1.08448
341,341,1998,Thuringa,Owner,No,1.0,165,7127,0.91635,1.09685
342,342,1998,Thuringa,Tenant,No,1.0,174,7127,0.90404,1.07849
343,343,1999,Schleswig-Holstein,Owner,No,1.0,93,6858,0.88127,1.10977
344,344,1999,Schleswig-Holstein,Tenant,No,1.0,81,6858,0.87759,1.1388
345,345,1999,Hamburg,Tenant,No,1.0,70,6858,0.86923,1.12313
346,346,1999,Lower Saxony,Owner,No,1.0,282,6858,0.9297,1.05824
347,347,1999,Lower Saxony,Tenant,No,1.0,303,6858,0.92206,1.08962
348,348,1999,Bremen,Tenant,No,1.0,37,6858,0.79963,1.18915
349,349,1999,North Rhine-Westphalia,Owner,No,1.0,499,6858,0.94964,1.05431
350,350,1999,North Rhine-Westphalia,Tenant,Yes,0.04576,35,6858,0.03634,0.05708
351,351,1999,North Rhine-Westphalia,Tenant,No,0.95424,868,6858,0.91202,1.00233
352,352,1999,Hesse,Owner,No,1.0,178,6858,0.9187,1.09774
353,353,1999,Hesse,Tenant,No,1.0,274,6858,0.91856,1.08584
354,354,1999,"Rhineland-Palatinate, Saarland",Owner,No,1.0,182,6858,0.91401,1.09548
355,355,1999,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,193,6858,0.90897,1.09199
356,356,1999,Baden-Wuerttemberg,Owner,No,1.0,350,6858,0.92335,1.07695
357,357,1999,Baden-Wuerttemberg,Tenant,No,1.0,504,6858,0.93044,1.08272
358,358,1999,Bavaria,Owner,No,1.0,448,6858,0.94738,1.05561
359,359,1999,Bavaria,Tenant,No,1.0,454,6858,0.91823,1.07029
360,360,1999,Berlin,Tenant,No,1.0,273,6858,0.93591,1.06686
361,361,1999,Brandenburg,Owner,No,1.0,120,6858,0.89112,1.116
362,362,1999,Brandenburg,Tenant,No,1.0,180,6858,0.90371,1.09171
363,363,1999,Mecklenburg-Western Pomerania,Owner,No,1.0,72,6858,0.87946,1.17451
364,364,1999,Mecklenburg-Western Pomerania,Tenant,No,1.0,125,6858,0.89538,1.11385
365,365,1999,Saxony,Owner,No,1.0,176,6858,0.90183,1.11942
366,366,1999,Saxony,Tenant,No,1.0,381,6858,0.94513,1.06053
367,367,1999,Saxony-Anhalt,Owner,No,1.0,120,6858,0.89533,1.10312
368,368,1999,Saxony-Anhalt,Tenant,No,1.0,218,6858,0.91006,1.07774
369,369,1999,Thuringa,Owner,No,1.0,165,6858,0.90657,1.09444
370,370,1999,Thuringa,Tenant,No,1.0,177,6858,0.89789,1.09812
371,371,2000,Schleswig-Holstein,Owner,No,1.0,223,12642,0.93229,1.06706
372,372,2000,Schleswig-Holstein,Tenant,No,1.0,169,12642,0.90879,1.0831
373,373,2000,Hamburg,Owner,No,1.0,37,12642,0.8684,1.16404
374,374,2000,Hamburg,Tenant,No,1.0,149,12642,0.93807,1.08739
375,375,2000,Lower Saxony,Owner,No,1.0,553,12642,0.95603,1.04107
376,376,2000,Lower Saxony,Tenant,No,1.0,492,12642,0.95258,1.04321
377,377,2000,Bremen,Owner,No,1.0,40,12642,0.88258,1.12017
378,378,2000,Bremen,Tenant,No,1.0,70,12642,0.89377,1.10365
379,379,2000,North Rhine-Westphalia,Owner,Yes,0.03574,40,12642,0.02986,0.04225
380,380,2000,North Rhine-Westphalia,Owner,No,0.96426,1123,12642,0.93139,0.99609
381,381,2000,North Rhine-Westphalia,Tenant,Yes,0.03903,56,12642,0.03443,0.04437
382,382,2000,North Rhine-Westphalia,Tenant,No,0.96097,1552,12642,0.93002,0.98647
383,383,2000,Hesse,Owner,No,1.0,388,12642,0.9424,1.04773
384,384,2000,Hesse,Tenant,No,1.0,480,12642,0.94477,1.05834
385,385,2000,"Rhineland-Palatinate, Saarland",Owner,No,1.0,415,12642,0.9611,1.03803
386,386,2000,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,324,12642,0.94637,1.05805
387,387,2000,Baden-Wuerttemberg,Owner,Yes,0.04811,37,12642,0.0418,0.05433
388,388,2000,Baden-Wuerttemberg,Owner,No,0.95189,718,12642,0.91839,0.98611
389,389,2000,Baden-Wuerttemberg,Tenant,No,1.0,767,12642,0.96037,1.04819
390,390,2000,Bavaria,Owner,Yes,0.0466,47,12642,0.03964,0.05386
391,391,2000,Bavaria,Owner,No,0.9534,923,12642,0.91847,0.98417
392,392,2000,Bavaria,Tenant,No,1.0,814,12642,0.96335,1.03779
393,393,2000,Berlin,Owner,No,1.0,57,12642,0.91869,1.08985
394,394,2000,Berlin,Tenant,No,1.0,441,12642,0.9498,1.04491
395,395,2000,Brandenburg,Owner,No,1.0,200,12642,0.92576,1.07376
396,396,2000,Brandenburg,Tenant,No,1.0,309,12642,0.94509,1.0549
397,397,2000,Mecklenburg-Western Pomerania,Owner,No,1.0,110,12642,0.91345,1.10984
398,398,2000,Mecklenburg-Western Pomerania,Tenant,No,1.0,197,12642,0.92467,1.08256
399,399,2000,Saxony,Owner,No,1.0,308,12642,0.93523,1.07889
400,400,2000,Saxony,Tenant,No,1.0,577,12642,0.95896,1.0409
401,401,2000,Saxony-Anhalt,Owner,No,1.0,223,12642,0.93094,1.06538
402,402,2000,Saxony-Anhalt,Tenant,No,1.0,289,12642,0.94538,1.04995
403,403,2000,Thuringa,Owner,No,1.0,248,12642,0.92642,1.06994
404,404,2000,Thuringa,Tenant,No,1.0,266,12642,0.94274,1.07079
405,405,2001,Schleswig-Holstein,Owner,No,1.0,201,11369,0.92686,1.07428
406,406,2001,Schleswig-Holstein,Tenant,No,1.0,145,11369,0.92902,1.08168
407,407,2001,Hamburg,Owner,No,1.0,36,11369,0.88558,1.15395
408,408,2001,Hamburg,Tenant,No,1.0,138,11369,0.92565,1.09127
409,409,2001,Lower Saxony,Owner,No,1.0,501,11369,0.95148,1.05494
410,410,2001,Lower Saxony,Tenant,No,1.0,419,11369,0.94538,1.05577
411,411,2001,Bremen,Owner,No,1.0,37,11369,0.8539,1.15564
412,412,2001,Bremen,Tenant,No,1.0,59,11369,0.84715,1.12779
413,413,2001,North Rhine-Westphalia,Owner,Yes,0.04844,48,11369,0.04039,0.05777
414,414,2001,North Rhine-Westphalia,Owner,No,0.95156,998,11369,0.91787,0.98431
415,415,2001,North Rhine-Westphalia,Tenant,Yes,0.03457,46,11369,0.02809,0.04106
416,416,2001,North Rhine-Westphalia,Tenant,No,0.96543,1391,11369,0.9373,0.99704
417,417,2001,Hesse,Owner,No,1.0,344,11369,0.94139,1.06756
418,418,2001,Hesse,Tenant,No,1.0,405,11369,0.93207,1.05514
419,419,2001,"Rhineland-Palatinate, Saarland",Owner,No,1.0,390,11369,0.95765,1.04553
420,420,2001,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,301,11369,0.92999,1.06854
421,421,2001,Baden-Wuerttemberg,Owner,No,1.0,609,11369,0.95637,1.04975
422,422,2001,Baden-Wuerttemberg,Tenant,No,1.0,712,11369,0.94545,1.05811
423,423,2001,Bavaria,Owner,Yes,0.05728,51,11369,0.04864,0.0662
424,424,2001,Bavaria,Owner,No,0.94272,812,11369,0.90244,0.97513
425,425,2001,Bavaria,Tenant,No,1.0,732,11369,0.95376,1.05684
426,426,2001,Berlin,Owner,No,1.0,56,11369,0.87538,1.14123
427,427,2001,Berlin,Tenant,No,1.0,412,11369,0.94901,1.06976
428,428,2001,Brandenburg,Owner,No,1.0,193,11369,0.92761,1.07296
429,429,2001,Brandenburg,Tenant,No,1.0,285,11369,0.93375,1.06555
430,430,2001,Mecklenburg-Western Pomerania,Owner,No,1.0,99,11369,0.8965,1.12741
431,431,2001,Mecklenburg-Western Pomerania,Tenant,No,1.0,176,11369,0.91293,1.09341
432,432,2001,Saxony,Owner,No,1.0,298,11369,0.93201,1.07315
433,433,2001,Saxony,Tenant,No,1.0,520,11369,0.95543,1.04593
434,434,2001,Saxony-Anhalt,Owner,No,1.0,222,11369,0.93321,1.07573
435,435,2001,Saxony-Anhalt,Tenant,No,1.0,260,11369,0.9373,1.05479
436,436,2001,Thuringa,Owner,No,1.0,231,11369,0.93283,1.07834
437,437,2001,Thuringa,Tenant,No,1.0,242,11369,0.92799,1.07388
438,438,2002,Schleswig-Holstein,Owner,No,1.0,220,11924,0.89885,1.1134
439,439,2002,Schleswig-Holstein,Tenant,No,1.0,158,11924,0.91753,1.09189
440,440,2002,Hamburg,Owner,No,1.0,62,11924,0.77593,1.28263
441,441,2002,Hamburg,Tenant,No,1.0,131,11924,0.89784,1.10244
442,442,2002,Lower Saxony,Owner,No,1.0,572,11924,0.941,1.05785
443,443,2002,Lower Saxony,Tenant,No,1.0,415,11924,0.94498,1.05506
444,444,2002,Bremen,Owner,No,1.0,49,11924,0.81722,1.21151
445,445,2002,Bremen,Tenant,No,1.0,50,11924,0.85006,1.13359
446,446,2002,North Rhine-Westphalia,Owner,Yes,0.03699,40,11924,0.02893,0.04674
447,447,2002,North Rhine-Westphalia,Owner,No,0.96301,1151,11924,0.92265,1.00634
448,448,2002,North Rhine-Westphalia,Tenant,Yes,0.03384,43,11924,0.02808,0.0392
449,449,2002,North Rhine-Westphalia,Tenant,No,0.96616,1357,11924,0.93052,0.99632
450,450,2002,Hesse,Owner,No,1.0,399,11924,0.91906,1.10009
451,451,2002,Hesse,Tenant,No,1.0,441,11924,0.93718,1.06192
452,452,2002,"Rhineland-Palatinate, Saarland",Owner,No,1.0,417,11924,0.93367,1.0575
453,453,2002,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,289,11924,0.92301,1.06824
454,454,2002,Baden-Wuerttemberg,Owner,Yes,0.05478,31,11924,0.04511,0.06543
455,455,2002,Baden-Wuerttemberg,Owner,No,0.94522,706,11924,0.88347,1.0056
456,456,2002,Baden-Wuerttemberg,Tenant,No,1.0,696,11924,0.94784,1.0531
457,457,2002,Bavaria,Owner,Yes,0.05908,49,11924,0.04986,0.07074
458,458,2002,Bavaria,Owner,No,0.94092,911,11924,0.89885,0.98327
459,459,2002,Bavaria,Tenant,No,1.0,741,11924,0.953,1.05516
460,460,2002,Berlin,Owner,No,1.0,75,11924,0.81955,1.17202
461,461,2002,Berlin,Tenant,No,1.0,408,11924,0.94244,1.06009
462,462,2002,Brandenburg,Owner,No,1.0,187,11924,0.92487,1.10224
463,463,2002,Brandenburg,Tenant,No,1.0,290,11924,0.94301,1.06615
464,464,2002,Mecklenburg-Western Pomerania,Owner,No,1.0,107,11924,0.87597,1.12361
465,465,2002,Mecklenburg-Western Pomerania,Tenant,No,1.0,161,11924,0.93046,1.08951
466,466,2002,Saxony,Owner,No,1.0,306,11924,0.92904,1.08452
467,467,2002,Saxony,Tenant,No,1.0,509,11924,0.95124,1.04457
468,468,2002,Saxony-Anhalt,Owner,No,1.0,214,11924,0.90539,1.09651
469,469,2002,Saxony-Anhalt,Tenant,No,1.0,267,11924,0.91989,1.08415
470,470,2002,Thuringa,Owner,No,1.0,234,11924,0.92188,1.11487
471,471,2002,Thuringa,Tenant,No,1.0,238,11924,0.93077,1.0894
472,472,2003,Schleswig-Holstein,Owner,No,1.0,211,11478,0.90008,1.09529
473,473,2003,Schleswig-Holstein,Tenant,No,1.0,144,11478,0.90685,1.09597
474,474,2003,Hamburg,Owner,No,1.0,52,11478,0.77816,1.23827
475,475,2003,Hamburg,Tenant,No,1.0,123,11478,0.89254,1.11364
476,476,2003,Lower Saxony,Owner,No,1.0,553,11478,0.93396,1.06051
477,477,2003,Lower Saxony,Tenant,No,1.0,391,11478,0.94872,1.06156
478,478,2003,Bremen,Owner,No,1.0,46,11478,0.80447,1.1936
479,479,2003,Bremen,Tenant,No,1.0,51,11478,0.85618,1.12578
480,480,2003,North Rhine-Westphalia,Owner,Yes,0.04344,45,11478,0.0352,0.05257
481,481,2003,North Rhine-Westphalia,Owner,No,0.95656,1104,11478,0.91357,0.99464
482,482,2003,North Rhine-Westphalia,Tenant,Yes,0.03647,42,11478,0.03127,0.04146
483,483,2003,North Rhine-Westphalia,Tenant,No,0.96353,1312,11478,0.93057,0.99703
484,484,2003,Hesse,Owner,No,1.0,383,11478,0.92341,1.07827
485,485,2003,Hesse,Tenant,No,1.0,395,11478,0.94277,1.06495
486,486,2003,"Rhineland-Palatinate, Saarland",Owner,No,1.0,406,11478,0.93924,1.06697
487,487,2003,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,290,11478,0.92483,1.07069
488,488,2003,Baden-Wuerttemberg,Owner,No,1.0,692,11478,0.94518,1.05233
489,489,2003,Baden-Wuerttemberg,Tenant,No,1.0,664,11478,0.94184,1.05157
490,490,2003,Bavaria,Owner,Yes,0.05202,43,11478,0.04416,0.06247
491,491,2003,Bavaria,Owner,No,0.94798,871,11478,0.9037,0.99525
492,492,2003,Bavaria,Tenant,No,1.0,712,11478,0.94721,1.05982
493,493,2003,Berlin,Owner,No,1.0,73,11478,0.83319,1.16668
494,494,2003,Berlin,Tenant,No,1.0,400,11478,0.93917,1.05392
495,495,2003,Brandenburg,Owner,No,1.0,189,11478,0.89697,1.1087
496,496,2003,Brandenburg,Tenant,No,1.0,272,11478,0.9162,1.07467
497,497,2003,Mecklenburg-Western Pomerania,Owner,No,1.0,106,11478,0.87226,1.13954
498,498,2003,Mecklenburg-Western Pomerania,Tenant,No,1.0,163,11478,0.91186,1.08671
499,499,2003,Saxony,Owner,No,1.0,304,11478,0.91787,1.07491
500,500,2003,Saxony,Tenant,No,1.0,506,11478,0.95015,1.05544
501,501,2003,Saxony-Anhalt,Owner,No,1.0,213,11478,0.92345,1.098
502,502,2003,Saxony-Anhalt,Tenant,No,1.0,262,11478,0.93718,1.07735
503,503,2003,Thuringa,Owner,No,1.0,230,11478,0.90858,1.10039
504,504,2003,Thuringa,Tenant,No,1.0,230,11478,0.91513,1.09204
505,505,2004,Schleswig-Holstein,Owner,No,1.0,206,11200,0.8843,1.105
506,506,2004,Schleswig-Holstein,Tenant,No,1.0,141,11200,0.91688,1.08493
507,507,2004,Hamburg,Owner,No,1.0,54,11200,0.75425,1.21114
508,508,2004,Hamburg,Tenant,No,1.0,124,11200,0.87121,1.09712
509,509,2004,Lower Saxony,Owner,No,1.0,549,11200,0.92624,1.05965
510,510,2004,Lower Saxony,Tenant,No,1.0,394,11200,0.9288,1.066
511,511,2004,Bremen,Owner,No,1.0,44,11200,0.77878,1.21094
512,512,2004,Bremen,Tenant,No,1.0,46,11200,0.79282,1.17927
513,513,2004,North Rhine-Westphalia,Owner,Yes,0.0375,39,11200,0.03001,0.04612
514,514,2004,North Rhine-Westphalia,Owner,No,0.9625,1089,11200,0.91709,1.01571
515,515,2004,North Rhine-Westphalia,Tenant,Yes,0.04569,45,11200,0.03882,0.05289
516,516,2004,North Rhine-Westphalia,Tenant,No,0.95431,1256,11200,0.91949,0.99951
517,517,2004,Hesse,Owner,No,1.0,365,11200,0.90816,1.09515
518,518,2004,Hesse,Tenant,No,1.0,386,11200,0.93211,1.06572
519,519,2004,"Rhineland-Palatinate, Saarland",Owner,No,1.0,391,11200,0.93456,1.06591
520,520,2004,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,287,11200,0.91661,1.08774
521,521,2004,Baden-Wuerttemberg,Owner,No,1.0,671,11200,0.9472,1.05271
522,522,2004,Baden-Wuerttemberg,Tenant,No,1.0,638,11200,0.94494,1.07415
523,523,2004,Bavaria,Owner,Yes,0.05579,43,11200,0.04657,0.06429
524,524,2004,Bavaria,Owner,No,0.94421,847,11200,0.88672,0.98397
525,525,2004,Bavaria,Tenant,No,1.0,697,11200,0.94857,1.06505
526,526,2004,Berlin,Owner,No,1.0,72,11200,0.83005,1.19186
527,527,2004,Berlin,Tenant,No,1.0,390,11200,0.93157,1.06834
528,528,2004,Brandenburg,Owner,No,1.0,182,11200,0.87778,1.10553
529,529,2004,Brandenburg,Tenant,No,1.0,268,11200,0.93662,1.08379
530,530,2004,Mecklenburg-Western Pomerania,Owner,No,1.0,113,11200,0.87946,1.13967
531,531,2004,Mecklenburg-Western Pomerania,Tenant,No,1.0,159,11200,0.89843,1.10452
532,532,2004,Saxony,Owner,No,1.0,301,11200,0.92377,1.07228
533,533,2004,Saxony,Tenant,No,1.0,481,11200,0.9417,1.04619
534,534,2004,Saxony-Anhalt,Owner,No,1.0,212,11200,0.92102,1.09779
535,535,2004,Saxony-Anhalt,Tenant,No,1.0,252,11200,0.9177,1.09316
536,536,2004,Thuringa,Owner,No,1.0,224,11200,0.88525,1.12264
537,537,2004,Thuringa,Tenant,No,1.0,234,11200,0.9285,1.09295
538,538,2005,Schleswig-Holstein,Owner,No,1.0,193,10901,0.88038,1.13275
539,539,2005,Schleswig-Holstein,Tenant,No,1.0,149,10901,0.90749,1.09573
540,540,2005,Hamburg,Owner,No,1.0,43,10901,0.7796,1.27451
541,541,2005,Hamburg,Tenant,No,1.0,127,10901,0.86024,1.11062
542,542,2005,Lower Saxony,Owner,No,1.0,545,10901,0.94032,1.06551
543,543,2005,Lower Saxony,Tenant,No,1.0,364,10901,0.931,1.07563
544,544,2005,Bremen,Owner,No,1.0,39,10901,0.76747,1.25219
545,545,2005,Bremen,Tenant,No,1.0,45,10901,0.78751,1.23074
546,546,2005,North Rhine-Westphalia,Owner,Yes,0.03798,37,10901,0.03046,0.04481
547,547,2005,North Rhine-Westphalia,Owner,No,0.96202,1050,10901,0.91632,1.01107
548,548,2005,North Rhine-Westphalia,Tenant,Yes,0.04514,48,10901,0.03824,0.05246
549,549,2005,North Rhine-Westphalia,Tenant,No,0.95486,1228,10901,0.91945,0.99334
550,550,2005,Hesse,Owner,No,1.0,359,10901,0.9278,1.0746
551,551,2005,Hesse,Tenant,No,1.0,382,10901,0.93292,1.07416
552,552,2005,"Rhineland-Palatinate, Saarland",Owner,No,1.0,369,10901,0.9161,1.07853
553,553,2005,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,276,10901,0.91972,1.08523
554,554,2005,Baden-Wuerttemberg,Owner,No,1.0,650,10901,0.92967,1.07216
555,555,2005,Baden-Wuerttemberg,Tenant,No,1.0,633,10901,0.93931,1.06096
556,556,2005,Bavaria,Owner,Yes,0.05238,41,10901,0.04388,0.06337
557,557,2005,Bavaria,Owner,No,0.94762,814,10901,0.89999,1.00785
558,558,2005,Bavaria,Tenant,No,1.0,680,10901,0.94775,1.06402
559,559,2005,Berlin,Owner,No,1.0,74,10901,0.82123,1.17494
560,560,2005,Berlin,Tenant,No,1.0,367,10901,0.93114,1.07076
561,561,2005,Brandenburg,Owner,No,1.0,175,10901,0.88833,1.13232
562,562,2005,Brandenburg,Tenant,No,1.0,271,10901,0.92501,1.09627
563,563,2005,Mecklenburg-Western Pomerania,Owner,No,1.0,115,10901,0.84709,1.15439
564,564,2005,Mecklenburg-Western Pomerania,Tenant,No,1.0,154,10901,0.90419,1.10156
565,565,2005,Saxony,Owner,No,1.0,314,10901,0.9219,1.11295
566,566,2005,Saxony,Tenant,No,1.0,466,10901,0.9294,1.06447
567,567,2005,Saxony-Anhalt,Owner,No,1.0,214,10901,0.90543,1.111
568,568,2005,Saxony-Anhalt,Tenant,No,1.0,238,10901,0.8937,1.09523
569,569,2005,Thuringa,Owner,No,1.0,222,10901,0.86733,1.1458
570,570,2005,Thuringa,Tenant,No,1.0,219,10901,0.90173,1.10947
571,571,2006,Schleswig-Holstein,Owner,No,1.0,202,11905,0.88475,1.09924
572,572,2006,Schleswig-Holstein,Tenant,No,1.0,169,11905,0.91541,1.07873
573,573,2006,Hamburg,Owner,No,1.0,45,11905,0.77601,1.32987
574,574,2006,Hamburg,Tenant,No,1.0,143,11905,0.88807,1.11132
575,575,2006,Lower Saxony,Owner,No,1.0,609,11905,0.94026,1.06113
576,576,2006,Lower Saxony,Tenant,No,1.0,419,11905,0.93492,1.05862
577,577,2006,Bremen,Owner,No,1.0,36,11905,0.75276,1.26628
578,578,2006,Bremen,Tenant,No,1.0,51,11905,0.77297,1.2337
579,579,2006,North Rhine-Westphalia,Owner,Yes,0.03734,42,11905,0.02999,0.04484
580,580,2006,North Rhine-Westphalia,Owner,No,0.96266,1162,11905,0.91552,1.01198
581,581,2006,North Rhine-Westphalia,Tenant,Yes,0.04876,48,11905,0.04371,0.05546
582,582,2006,North Rhine-Westphalia,Tenant,No,0.95124,1286,11905,0.92183,0.98484
583,583,2006,Hesse,Owner,No,1.0,412,11905,0.9276,1.09214
584,584,2006,Hesse,Tenant,No,1.0,403,11905,0.94019,1.05048
585,585,2006,"Rhineland-Palatinate, Saarland",Owner,No,1.0,387,11905,0.93526,1.06553
586,586,2006,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,305,11905,0.92785,1.07718
587,587,2006,Baden-Wuerttemberg,Owner,No,1.0,760,11905,0.94238,1.06262
588,588,2006,Baden-Wuerttemberg,Tenant,No,1.0,667,11905,0.94765,1.05405
589,589,2006,Bavaria,Owner,Yes,0.05959,49,11905,0.04969,0.06938
590,590,2006,Bavaria,Owner,No,0.94041,922,11905,0.8952,0.99299
591,591,2006,Bavaria,Tenant,No,1.0,733,11905,0.94984,1.05758
592,592,2006,Berlin,Owner,No,1.0,82,11905,0.82985,1.14263
593,593,2006,Berlin,Tenant,No,1.0,384,11905,0.93549,1.0523
594,594,2006,Brandenburg,Owner,No,1.0,201,11905,0.88756,1.11488
595,595,2006,Brandenburg,Tenant,No,1.0,297,11905,0.91954,1.08703
596,596,2006,Mecklenburg-Western Pomerania,Owner,No,1.0,132,11905,0.87596,1.13807
597,597,2006,Mecklenburg-Western Pomerania,Tenant,No,1.0,162,11905,0.90707,1.11454
598,598,2006,Saxony,Owner,No,1.0,326,11905,0.9029,1.06446
599,599,2006,Saxony,Tenant,No,1.0,511,11905,0.93722,1.07003
600,600,2006,Saxony-Anhalt,Owner,No,1.0,209,11905,0.88788,1.10783
601,601,2006,Saxony-Anhalt,Tenant,No,1.0,261,11905,0.90998,1.09192
602,602,2006,Thuringa,Owner,No,1.0,254,11905,0.87581,1.11441
603,603,2006,Thuringa,Tenant,No,1.0,236,11905,0.90654,1.10114
604,604,2007,Schleswig-Holstein,Owner,No,1.0,179,11121,0.89399,1.10269
605,605,2007,Schleswig-Holstein,Tenant,No,1.0,159,11121,0.92175,1.09824
606,606,2007,Hamburg,Owner,No,1.0,45,11121,0.72249,1.25479
607,607,2007,Hamburg,Tenant,No,1.0,140,11121,0.88324,1.1071
608,608,2007,Lower Saxony,Owner,No,1.0,565,11121,0.93488,1.06884
609,609,2007,Lower Saxony,Tenant,No,1.0,401,11121,0.94415,1.08569
610,610,2007,Bremen,Owner,No,1.0,38,11121,0.75429,1.22555
611,611,2007,Bremen,Tenant,No,1.0,49,11121,0.77629,1.20885
612,612,2007,North Rhine-Westphalia,Owner,Yes,0.0411,47,11121,0.03305,0.05073
613,613,2007,North Rhine-Westphalia,Owner,No,0.9589,1068,11121,0.91009,1.01304
614,614,2007,North Rhine-Westphalia,Tenant,Yes,0.0439,41,11121,0.03821,0.05167
615,615,2007,North Rhine-Westphalia,Tenant,No,0.9561,1185,11121,0.92144,0.99494
616,616,2007,Hesse,Owner,No,1.0,378,11121,0.90744,1.07474
617,617,2007,Hesse,Tenant,No,1.0,379,11121,0.94564,1.05479
618,618,2007,"Rhineland-Palatinate, Saarland",Owner,No,1.0,362,11121,0.93406,1.07342
619,619,2007,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,270,11121,0.92558,1.10045
620,620,2007,Baden-Wuerttemberg,Owner,No,1.0,713,11121,0.9392,1.07052
621,621,2007,Baden-Wuerttemberg,Tenant,No,1.0,598,11121,0.93803,1.07106
622,622,2007,Bavaria,Owner,Yes,0.04651,38,11121,0.03601,0.05666
623,623,2007,Bavaria,Owner,No,0.95349,889,11121,0.90088,1.00043
624,624,2007,Bavaria,Tenant,No,1.0,688,11121,0.956,1.05423
625,625,2007,Berlin,Owner,No,1.0,86,11121,0.83728,1.1899
626,626,2007,Berlin,Tenant,No,1.0,361,11121,0.93816,1.07536
627,627,2007,Brandenburg,Owner,No,1.0,180,11121,0.87427,1.14411
628,628,2007,Brandenburg,Tenant,No,1.0,281,11121,0.91393,1.09006
629,629,2007,Mecklenburg-Western Pomerania,Owner,No,1.0,123,11121,0.86269,1.12654
630,630,2007,Mecklenburg-Western Pomerania,Tenant,No,1.0,150,11121,0.89794,1.1331
631,631,2007,Saxony,Owner,No,1.0,311,11121,0.90043,1.0943
632,632,2007,Saxony,Tenant,No,1.0,487,11121,0.93758,1.0626
633,633,2007,Saxony-Anhalt,Owner,No,1.0,204,11121,0.89176,1.1363
634,634,2007,Saxony-Anhalt,Tenant,No,1.0,238,11121,0.89204,1.08685
635,635,2007,Thuringa,Owner,No,1.0,238,11121,0.86887,1.14506
636,636,2007,Thuringa,Tenant,No,1.0,230,11121,0.91275,1.09928
637,637,2008,Schleswig-Holstein,Owner,No,1.0,164,10528,0.90023,1.1008
638,638,2008,Schleswig-Holstein,Tenant,No,1.0,148,10528,0.90508,1.10611
639,639,2008,Hamburg,Owner,No,1.0,44,10528,0.74445,1.28795
640,640,2008,Hamburg,Tenant,No,1.0,134,10528,0.8885,1.10424
641,641,2008,Lower Saxony,Owner,No,1.0,554,10528,0.94042,1.07238
642,642,2008,Lower Saxony,Tenant,No,1.0,376,10528,0.94115,1.06597
643,643,2008,Bremen,Owner,No,1.0,35,10528,0.75516,1.25438
644,644,2008,Bremen,Tenant,No,1.0,45,10528,0.7663,1.21304
645,645,2008,North Rhine-Westphalia,Owner,Yes,0.04467,41,10528,0.03687,0.05272
646,646,2008,North Rhine-Westphalia,Owner,No,0.95533,1013,10528,0.90647,1.00615
647,647,2008,North Rhine-Westphalia,Tenant,Yes,0.05263,43,10528,0.04478,0.05933
648,648,2008,North Rhine-Westphalia,Tenant,No,0.94737,1081,10528,0.90451,0.99303
649,649,2008,Hesse,Owner,No,1.0,370,10528,0.92301,1.08516
650,650,2008,Hesse,Tenant,No,1.0,336,10528,0.9318,1.08536
651,651,2008,"Rhineland-Palatinate, Saarland",Owner,No,1.0,344,10528,0.91823,1.07041
652,652,2008,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,253,10528,0.92971,1.09966
653,653,2008,Baden-Wuerttemberg,Owner,No,1.0,684,10528,0.93694,1.07016
654,654,2008,Baden-Wuerttemberg,Tenant,No,1.0,557,10528,0.93255,1.06579
655,655,2008,Bavaria,Owner,Yes,0.0396,33,10528,0.03172,0.04912
656,656,2008,Bavaria,Owner,No,0.9604,840,10528,0.91058,1.01463
657,657,2008,Bavaria,Tenant,No,1.0,643,10528,0.93701,1.07112
658,658,2008,Berlin,Owner,No,1.0,83,10528,0.83298,1.14969
659,659,2008,Berlin,Tenant,No,1.0,352,10528,0.93328,1.0734
660,660,2008,Brandenburg,Owner,No,1.0,183,10528,0.88383,1.12507
