,Unnamed: 0,year,bula_h,regtyp,plh0042,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
278,278,1992,Schleswig-Holstein,Urban regions,Not concerned at all,1.0,62,7351,0.89733,1.11425
279,279,1992,Schleswig-Holstein,Rural regions,Not concerned at all,1.0,49,7351,0.89359,1.12453
280,280,1992,Hamburg,Urban regions,Not concerned at all,1.0,46,7351,0.83231,1.16074
281,281,1992,Lower Saxony,Urban regions,Very concerned,0.10222,40,7351,0.07993,0.12394
282,282,1992,Lower Saxony,Urban regions,Somewhat concerned,0.23479,64,7351,0.19718,0.2722
283,283,1992,Lower Saxony,Urban regions,Not concerned at all,0.66299,154,7351,0.60836,0.71877
284,284,1992,Lower Saxony,Rural regions,Somewhat concerned,0.34585,79,7351,0.30314,0.38894
285,285,1992,Lower Saxony,Rural regions,Not concerned at all,0.65415,176,7351,0.60842,0.69594
286,286,1992,North Rhine-Westphalia,Urban regions,Very concerned,0.09119,163,7351,0.07947,0.10123
287,287,1992,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.29702,446,7351,0.27969,0.31985
288,288,1992,North Rhine-Westphalia,Urban regions,Not concerned at all,0.61179,801,7351,0.58686,0.63697
289,289,1992,Hesse,Urban regions,Very concerned,0.09428,38,7351,0.07303,0.11672
290,290,1992,Hesse,Urban regions,Somewhat concerned,0.31127,165,7351,0.27452,0.34959
291,291,1992,Hesse,Urban regions,Not concerned at all,0.59445,291,7351,0.54618,0.65135
292,292,1992,Hesse,Rural regions,Not concerned at all,1.0,34,7351,0.8446,1.11696
293,293,1992,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.11302,34,7351,0.09413,0.13516
294,294,1992,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.28678,91,7351,0.24679,0.33144
295,295,1992,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.6002,174,7351,0.55354,0.65581
296,296,1992,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,1.0,35,7351,0.83329,1.16127
297,297,1992,Baden-Wuerttemberg,Urban regions,Very concerned,0.06672,100,7351,0.05374,0.08195
298,298,1992,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.30542,317,7351,0.27633,0.33272
299,299,1992,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.62786,551,7351,0.58988,0.67126
300,300,1992,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.36433,43,7351,0.26913,0.48172
301,301,1992,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.63567,78,7351,0.55095,0.71942
302,302,1992,Bavaria,Urban regions,Very concerned,0.05351,35,7351,0.04001,0.06714
303,303,1992,Bavaria,Urban regions,Somewhat concerned,0.28128,154,7351,0.24649,0.312
304,304,1992,Bavaria,Urban regions,Not concerned at all,0.66521,304,7351,0.62555,0.70457
305,305,1992,Bavaria,Rural regions,Very concerned,0.09681,49,7351,0.07578,0.11574
306,306,1992,Bavaria,Rural regions,Somewhat concerned,0.34111,177,7351,0.30737,0.36901
307,307,1992,Bavaria,Rural regions,Not concerned at all,0.56207,281,7351,0.52198,0.59995
308,308,1992,Berlin,Urban regions,Very concerned,0.19886,84,7351,0.16989,0.23444
309,309,1992,Berlin,Urban regions,Somewhat concerned,0.34596,126,7351,0.30396,0.38379
310,310,1992,Berlin,Urban regions,Not concerned at all,0.45518,146,7351,0.41549,0.49849
311,311,1992,Brandenburg,Rural regions,Very concerned,0.39058,128,7351,0.3641,0.4218
312,312,1992,Brandenburg,Rural regions,Somewhat concerned,0.41255,132,7351,0.37882,0.4531
313,313,1992,Brandenburg,Rural regions,Not concerned at all,0.19687,62,7351,0.17745,0.21909
314,314,1992,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.41087,82,7351,0.3776,0.45098
315,315,1992,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.32514,71,7351,0.29392,0.35958
316,316,1992,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.26399,53,7351,0.2333,0.29878
317,317,1992,Saxony,Urban regions,Very concerned,0.37384,112,7351,0.34163,0.41073
318,318,1992,Saxony,Urban regions,Somewhat concerned,0.4007,133,7351,0.37154,0.42977
319,319,1992,Saxony,Urban regions,Not concerned at all,0.22545,75,7351,0.20231,0.25033
320,320,1992,Saxony,Rural regions,Very concerned,0.38935,118,7351,0.35879,0.4194
321,321,1992,Saxony,Rural regions,Somewhat concerned,0.40956,127,7351,0.37747,0.44362
322,322,1992,Saxony,Rural regions,Not concerned at all,0.20109,70,7351,0.18747,0.21774
323,323,1992,Saxony-Anhalt,Urban regions,Very concerned,0.56553,52,7351,0.46459,0.67588
324,324,1992,Saxony-Anhalt,Urban regions,Somewhat concerned,0.43447,41,7351,0.36687,0.49605
325,325,1992,Saxony-Anhalt,Rural regions,Very concerned,0.35199,120,7351,0.3207,0.39493
326,326,1992,Saxony-Anhalt,Rural regions,Somewhat concerned,0.40186,139,7351,0.36315,0.44825
327,327,1992,Saxony-Anhalt,Rural regions,Not concerned at all,0.24616,87,7351,0.2173,0.28469
328,328,1992,Thuringa,Urban regions,Very concerned,0.39169,34,7351,0.33368,0.46392
329,329,1992,Thuringa,Urban regions,Somewhat concerned,0.60831,55,7351,0.53473,0.71645
330,330,1992,Thuringa,Rural regions,Very concerned,0.29982,81,7351,0.26919,0.33385
331,331,1992,Thuringa,Rural regions,Somewhat concerned,0.47382,129,7351,0.43526,0.51707
332,332,1992,Thuringa,Rural regions,Not concerned at all,0.22636,63,7351,0.2051,0.26075
333,333,1993,Schleswig-Holstein,Urban regions,Not concerned at all,1.0,65,7178,0.84294,1.13229
334,334,1993,Schleswig-Holstein,Rural regions,Not concerned at all,1.0,54,7178,0.85912,1.12719
335,335,1993,Hamburg,Urban regions,Not concerned at all,1.0,47,7178,0.81899,1.18531
336,336,1993,Lower Saxony,Urban regions,Somewhat concerned,0.25324,66,7178,0.21392,0.28953
337,337,1993,Lower Saxony,Urban regions,Not concerned at all,0.74676,182,7178,0.67433,0.80664
338,338,1993,Lower Saxony,Rural regions,Somewhat concerned,0.28173,75,7178,0.2422,0.31523
339,339,1993,Lower Saxony,Rural regions,Not concerned at all,0.71827,190,7178,0.67004,0.76744
340,340,1993,North Rhine-Westphalia,Urban regions,Very concerned,0.08976,157,7178,0.07973,0.10046
341,341,1993,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.28503,414,7178,0.26521,0.30478
342,342,1993,North Rhine-Westphalia,Urban regions,Not concerned at all,0.62521,820,7178,0.60359,0.65165
343,343,1993,Hesse,Urban regions,Very concerned,0.07253,32,7178,0.05867,0.08911
344,344,1993,Hesse,Urban regions,Somewhat concerned,0.33763,150,7178,0.29229,0.37929
345,345,1993,Hesse,Urban regions,Not concerned at all,0.58984,301,7178,0.53294,0.6465
346,346,1993,Hesse,Rural regions,Not concerned at all,1.0,41,7178,0.83671,1.1736
347,347,1993,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.34076,86,7178,0.30315,0.38684
348,348,1993,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.65924,173,7178,0.60708,0.70598
349,349,1993,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,1.0,34,7178,0.80042,1.23863
350,350,1993,Baden-Wuerttemberg,Urban regions,Very concerned,0.0702,103,7178,0.05867,0.08134
351,351,1993,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.30652,320,7178,0.27379,0.33522
352,352,1993,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.62328,531,7178,0.58972,0.66231
353,353,1993,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.25686,40,7178,0.19778,0.31981
354,354,1993,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.74314,81,7178,0.63566,0.84206
355,355,1993,Bavaria,Urban regions,Very concerned,0.05607,37,7178,0.04505,0.06853
356,356,1993,Bavaria,Urban regions,Somewhat concerned,0.28041,151,7178,0.24537,0.31937
357,357,1993,Bavaria,Urban regions,Not concerned at all,0.66352,296,7178,0.61856,0.71005
358,358,1993,Bavaria,Rural regions,Very concerned,0.11177,50,7178,0.09368,0.13302
359,359,1993,Bavaria,Rural regions,Somewhat concerned,0.35146,187,7178,0.31685,0.38247
360,360,1993,Bavaria,Rural regions,Not concerned at all,0.53676,271,7178,0.49942,0.57784
361,361,1993,Berlin,Urban regions,Very concerned,0.12852,47,7178,0.10634,0.1469
362,362,1993,Berlin,Urban regions,Somewhat concerned,0.34751,136,7178,0.31452,0.38183
363,363,1993,Berlin,Urban regions,Not concerned at all,0.52397,167,7178,0.48085,0.56888
364,364,1993,Brandenburg,Rural regions,Very concerned,0.23523,74,7178,0.21488,0.25696
365,365,1993,Brandenburg,Rural regions,Somewhat concerned,0.55322,167,7178,0.51584,0.60074
366,366,1993,Brandenburg,Rural regions,Not concerned at all,0.21155,64,7178,0.19246,0.23122
367,367,1993,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.19665,41,7178,0.17303,0.22415
368,368,1993,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.47219,92,7178,0.43057,0.51771
369,369,1993,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.33116,57,7178,0.28083,0.39273
370,370,1993,Saxony,Urban regions,Very concerned,0.26567,81,7178,0.24685,0.2829
371,371,1993,Saxony,Urban regions,Somewhat concerned,0.39704,128,7178,0.36964,0.43175
372,372,1993,Saxony,Urban regions,Not concerned at all,0.33729,114,7178,0.30471,0.36877
373,373,1993,Saxony,Rural regions,Very concerned,0.2171,66,7178,0.19647,0.2371
374,374,1993,Saxony,Rural regions,Somewhat concerned,0.42111,119,7178,0.37866,0.46402
375,375,1993,Saxony,Rural regions,Not concerned at all,0.3618,116,7178,0.33754,0.39503
376,376,1993,Saxony-Anhalt,Urban regions,Very concerned,0.58322,35,7178,0.42302,0.72678
377,377,1993,Saxony-Anhalt,Urban regions,Somewhat concerned,0.41678,37,7178,0.36474,0.46779
378,378,1993,Saxony-Anhalt,Rural regions,Very concerned,0.29146,89,7178,0.2631,0.32403
379,379,1993,Saxony-Anhalt,Rural regions,Somewhat concerned,0.40818,134,7178,0.37161,0.4468
380,380,1993,Saxony-Anhalt,Rural regions,Not concerned at all,0.30036,100,7178,0.26311,0.34047
381,381,1993,Thuringa,Urban regions,Somewhat concerned,0.54033,55,7178,0.46856,0.62034
382,382,1993,Thuringa,Urban regions,Not concerned at all,0.45967,42,7178,0.39785,0.53966
383,383,1993,Thuringa,Rural regions,Very concerned,0.20684,55,7178,0.17661,0.23506
384,384,1993,Thuringa,Rural regions,Somewhat concerned,0.50093,133,7178,0.46442,0.53709
385,385,1993,Thuringa,Rural regions,Not concerned at all,0.29223,75,7178,0.26098,0.33938
386,386,1994,Schleswig-Holstein,Urban regions,Not concerned at all,1.0,55,6992,0.8698,1.12171
387,387,1994,Schleswig-Holstein,Rural regions,Not concerned at all,1.0,51,6992,0.86942,1.16131
388,388,1994,Hamburg,Urban regions,Somewhat concerned,0.43617,33,6992,0.33983,0.52397
389,389,1994,Hamburg,Urban regions,Not concerned at all,0.56383,43,6992,0.44768,0.67037
390,390,1994,Lower Saxony,Urban regions,Very concerned,0.14118,41,6992,0.11113,0.1745
391,391,1994,Lower Saxony,Urban regions,Somewhat concerned,0.33777,88,6992,0.29091,0.38744
392,392,1994,Lower Saxony,Urban regions,Not concerned at all,0.52105,141,6992,0.47261,0.5792
393,393,1994,Lower Saxony,Rural regions,Somewhat concerned,0.34565,94,6992,0.31858,0.37988
394,394,1994,Lower Saxony,Rural regions,Not concerned at all,0.65435,164,6992,0.58355,0.737
395,395,1994,North Rhine-Westphalia,Urban regions,Very concerned,0.09258,163,6992,0.08318,0.10237
396,396,1994,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.34487,481,6992,0.31865,0.366
397,397,1994,North Rhine-Westphalia,Urban regions,Not concerned at all,0.56255,708,6992,0.53285,0.58972
398,398,1994,Hesse,Urban regions,Very concerned,0.09765,43,6992,0.07146,0.12167
399,399,1994,Hesse,Urban regions,Somewhat concerned,0.32139,172,6992,0.28512,0.35936
400,400,1994,Hesse,Urban regions,Not concerned at all,0.58096,259,6992,0.52658,0.63089
401,401,1994,Hesse,Rural regions,Not concerned at all,1.0,35,6992,0.81642,1.16539
402,402,1994,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.11909,33,6992,0.08468,0.1468
403,403,1994,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.33444,95,6992,0.28656,0.37489
404,404,1994,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.54647,145,6992,0.47984,0.60528
405,405,1994,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,1.0,35,6992,0.81475,1.17414
406,406,1994,Baden-Wuerttemberg,Urban regions,Very concerned,0.10718,116,6992,0.09063,0.12312
407,407,1994,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.35158,348,6992,0.3175,0.3876
408,408,1994,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.54124,441,6992,0.50567,0.57852
409,409,1994,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.43596,41,6992,0.32914,0.5537
410,410,1994,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.56404,54,6992,0.43794,0.66205
411,411,1994,Bavaria,Urban regions,Very concerned,0.08937,52,6992,0.06858,0.11164
412,412,1994,Bavaria,Urban regions,Somewhat concerned,0.30114,147,6992,0.26087,0.33739
413,413,1994,Bavaria,Urban regions,Not concerned at all,0.60948,268,6992,0.56531,0.6571
414,414,1994,Bavaria,Rural regions,Very concerned,0.12776,57,6992,0.10808,0.14886
415,415,1994,Bavaria,Rural regions,Somewhat concerned,0.38205,194,6992,0.34834,0.42343
416,416,1994,Bavaria,Rural regions,Not concerned at all,0.49019,229,6992,0.45391,0.53625
417,417,1994,Berlin,Urban regions,Very concerned,0.16659,58,6992,0.1421,0.19245
418,418,1994,Berlin,Urban regions,Somewhat concerned,0.35607,132,6992,0.31809,0.39402
419,419,1994,Berlin,Urban regions,Not concerned at all,0.47734,141,6992,0.44023,0.52517
420,420,1994,Brandenburg,Rural regions,Very concerned,0.23481,73,6992,0.21032,0.26039
421,421,1994,Brandenburg,Rural regions,Somewhat concerned,0.52101,149,6992,0.47316,0.57502
422,422,1994,Brandenburg,Rural regions,Not concerned at all,0.24418,72,6992,0.21738,0.27194
423,423,1994,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.19021,39,6992,0.16592,0.21747
424,424,1994,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.49299,104,6992,0.44963,0.54615
425,425,1994,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.31679,57,6992,0.26059,0.37652
426,426,1994,Saxony,Urban regions,Very concerned,0.24742,71,6992,0.21713,0.27642
427,427,1994,Saxony,Urban regions,Somewhat concerned,0.47945,155,6992,0.43812,0.51169
428,428,1994,Saxony,Urban regions,Not concerned at all,0.27313,89,6992,0.24593,0.30428
429,429,1994,Saxony,Rural regions,Very concerned,0.22509,64,6992,0.20078,0.25747
430,430,1994,Saxony,Rural regions,Somewhat concerned,0.47752,138,6992,0.44012,0.51876
431,431,1994,Saxony,Rural regions,Not concerned at all,0.29739,97,6992,0.26535,0.33523
432,432,1994,Saxony-Anhalt,Urban regions,Somewhat concerned,1.0,47,6992,0.81211,1.23146
433,433,1994,Saxony-Anhalt,Rural regions,Very concerned,0.22202,75,6992,0.19386,0.25257
434,434,1994,Saxony-Anhalt,Rural regions,Somewhat concerned,0.5071,164,6992,0.46737,0.55006
435,435,1994,Saxony-Anhalt,Rural regions,Not concerned at all,0.27088,81,6992,0.22926,0.31663
436,436,1994,Thuringa,Urban regions,Somewhat concerned,0.59269,64,6992,0.50849,0.68367
437,437,1994,Thuringa,Urban regions,Not concerned at all,0.40731,41,6992,0.34021,0.4851
438,438,1994,Thuringa,Rural regions,Very concerned,0.21901,55,6992,0.18507,0.24858
439,439,1994,Thuringa,Rural regions,Somewhat concerned,0.54481,143,6992,0.50082,0.5973
440,440,1994,Thuringa,Rural regions,Not concerned at all,0.23618,57,6992,0.20372,0.26715
441,441,1995,Schleswig-Holstein,Urban regions,Not concerned at all,1.0,57,7608,0.86549,1.1397
442,442,1995,Schleswig-Holstein,Rural regions,Not concerned at all,1.0,47,7608,0.87018,1.14855
443,443,1995,Hamburg,Urban regions,Not concerned at all,1.0,47,7608,0.74128,1.26075
444,444,1995,Lower Saxony,Urban regions,Very concerned,0.17245,52,7608,0.13828,0.21356
445,445,1995,Lower Saxony,Urban regions,Somewhat concerned,0.32335,95,7608,0.27914,0.38037
446,446,1995,Lower Saxony,Urban regions,Not concerned at all,0.5042,146,7608,0.45748,0.56683
447,447,1995,Lower Saxony,Rural regions,Somewhat concerned,0.32113,97,7608,0.28794,0.35017
448,448,1995,Lower Saxony,Rural regions,Not concerned at all,0.67887,191,7608,0.62279,0.73546
449,449,1995,North Rhine-Westphalia,Urban regions,Very concerned,0.10812,200,7608,0.0982,0.11976
450,450,1995,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.32368,507,7608,0.30333,0.34791
451,451,1995,North Rhine-Westphalia,Urban regions,Not concerned at all,0.5682,800,7608,0.54047,0.59899
452,452,1995,Hesse,Urban regions,Very concerned,0.10709,49,7608,0.08363,0.13355
453,453,1995,Hesse,Urban regions,Somewhat concerned,0.32487,180,7608,0.28415,0.37222
454,454,1995,Hesse,Urban regions,Not concerned at all,0.56804,274,7608,0.50898,0.62359
455,455,1995,Hesse,Rural regions,Not concerned at all,1.0,42,7608,0.8969,1.1472
456,456,1995,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.09827,37,7608,0.08205,0.11442
457,457,1995,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.29693,99,7608,0.25901,0.33236
458,458,1995,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.6048,173,7608,0.5484,0.66263
459,459,1995,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.3855,33,7608,0.30477,0.48257
460,460,1995,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.6145,42,7608,0.48354,0.73665
461,461,1995,Baden-Wuerttemberg,Urban regions,Very concerned,0.08369,113,7608,0.06709,0.10014
462,462,1995,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.36322,398,7608,0.32678,0.39589
463,463,1995,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.55309,491,7608,0.513,0.60364
464,464,1995,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.41812,46,7608,0.33697,0.51029
465,465,1995,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.58188,61,7608,0.49075,0.69418
466,466,1995,Bavaria,Urban regions,Very concerned,0.08192,55,7608,0.0694,0.09728
467,467,1995,Bavaria,Urban regions,Somewhat concerned,0.29879,173,7608,0.2643,0.33094
468,468,1995,Bavaria,Urban regions,Not concerned at all,0.6193,297,7608,0.57285,0.66863
469,469,1995,Bavaria,Rural regions,Very concerned,0.10753,49,7608,0.08628,0.13058
470,470,1995,Bavaria,Rural regions,Somewhat concerned,0.33477,183,7608,0.29386,0.36747
471,471,1995,Bavaria,Rural regions,Not concerned at all,0.5577,309,7608,0.50648,0.61231
472,472,1995,Berlin,Urban regions,Very concerned,0.18014,64,7608,0.15737,0.20785
473,473,1995,Berlin,Urban regions,Somewhat concerned,0.40115,137,7608,0.35394,0.44797
474,474,1995,Berlin,Urban regions,Not concerned at all,0.41871,138,7608,0.37439,0.46126
475,475,1995,Brandenburg,Rural regions,Very concerned,0.25434,93,7608,0.22804,0.28412
476,476,1995,Brandenburg,Rural regions,Somewhat concerned,0.46702,151,7608,0.42346,0.50702
477,477,1995,Brandenburg,Rural regions,Not concerned at all,0.27864,92,7608,0.25259,0.31203
478,478,1995,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.20587,50,7608,0.17521,0.24166
479,479,1995,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.43788,101,7608,0.39403,0.48908
480,480,1995,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.35625,73,7608,0.3019,0.40972
481,481,1995,Saxony,Urban regions,Very concerned,0.2853,84,7608,0.25012,0.32817
482,482,1995,Saxony,Urban regions,Somewhat concerned,0.41945,143,7608,0.37938,0.46159
483,483,1995,Saxony,Urban regions,Not concerned at all,0.29524,107,7608,0.26997,0.32358
484,484,1995,Saxony,Rural regions,Very concerned,0.23293,80,7608,0.21125,0.25598
485,485,1995,Saxony,Rural regions,Somewhat concerned,0.41259,122,7608,0.37382,0.46019
486,486,1995,Saxony,Rural regions,Not concerned at all,0.35448,109,7608,0.32183,0.40385
487,487,1995,Saxony-Anhalt,Rural regions,Very concerned,0.28841,97,7608,0.25068,0.32193
488,488,1995,Saxony-Anhalt,Rural regions,Somewhat concerned,0.39554,147,7608,0.35778,0.43954
489,489,1995,Saxony-Anhalt,Rural regions,Not concerned at all,0.31604,100,7608,0.28013,0.36896
