,Unnamed: 0,year,bula_h,regtyp,plh0042,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
540,540,1996,Saxony,Rural regions,Somewhat concerned,0.45783,136,7404,0.40386,0.50345
541,541,1996,Saxony,Rural regions,Not concerned at all,0.36007,117,7404,0.31567,0.40422
542,542,1996,Saxony-Anhalt,Urban regions,Somewhat concerned,1.0,49,7404,0.82936,1.19079
543,543,1996,Saxony-Anhalt,Rural regions,Very concerned,0.20992,68,7404,0.17739,0.24088
544,544,1996,Saxony-Anhalt,Rural regions,Somewhat concerned,0.4315,144,7404,0.39314,0.47843
545,545,1996,Saxony-Anhalt,Rural regions,Not concerned at all,0.35857,94,7404,0.30478,0.40664
546,546,1996,Thuringa,Urban regions,Somewhat concerned,0.56015,56,7404,0.47981,0.64004
547,547,1996,Thuringa,Urban regions,Not concerned at all,0.43985,44,7404,0.3741,0.52219
548,548,1996,Thuringa,Rural regions,Very concerned,0.22435,60,7404,0.194,0.25471
549,549,1996,Thuringa,Rural regions,Somewhat concerned,0.45227,133,7404,0.40043,0.51215
550,550,1996,Thuringa,Rural regions,Not concerned at all,0.32338,76,7404,0.27427,0.37439
551,551,1997,Schleswig-Holstein,Urban regions,Not concerned at all,1.0,40,7160,0.84932,1.14512
552,552,1997,Schleswig-Holstein,Rural regions,Somewhat concerned,0.41805,31,7160,0.33484,0.51012
553,553,1997,Schleswig-Holstein,Rural regions,Not concerned at all,0.58195,49,7160,0.4651,0.69872
554,554,1997,Hamburg,Urban regions,Not concerned at all,1.0,33,7160,0.73612,1.24975
555,555,1997,Lower Saxony,Urban regions,Very concerned,0.14959,41,7160,0.11327,0.19201
556,556,1997,Lower Saxony,Urban regions,Somewhat concerned,0.38302,118,7160,0.33466,0.44292
557,557,1997,Lower Saxony,Urban regions,Not concerned at all,0.4674,139,7160,0.41857,0.52678
558,558,1997,Lower Saxony,Rural regions,Very concerned,0.12169,35,7160,0.0909,0.165
559,559,1997,Lower Saxony,Rural regions,Somewhat concerned,0.30575,109,7160,0.27174,0.34128
560,560,1997,Lower Saxony,Rural regions,Not concerned at all,0.57256,163,7160,0.51468,0.62203
561,561,1997,North Rhine-Westphalia,Urban regions,Very concerned,0.13572,231,7160,0.12412,0.14793
562,562,1997,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.38244,551,7160,0.35989,0.40607
563,563,1997,North Rhine-Westphalia,Urban regions,Not concerned at all,0.48185,677,7160,0.45666,0.5073
564,564,1997,Hesse,Urban regions,Very concerned,0.11431,59,7160,0.09632,0.13726
565,565,1997,Hesse,Urban regions,Somewhat concerned,0.43716,176,7160,0.3862,0.49677
566,566,1997,Hesse,Urban regions,Not concerned at all,0.44854,186,7160,0.40405,0.4953
567,567,1997,Hesse,Rural regions,Not concerned at all,1.0,38,7160,0.83307,1.15291
568,568,1997,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.09073,32,7160,0.07141,0.10884
569,569,1997,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.33699,110,7160,0.29343,0.37538
570,570,1997,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.57228,171,7160,0.52207,0.62586
571,571,1997,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,1.0,51,7160,0.81819,1.20145
572,572,1997,Baden-Wuerttemberg,Urban regions,Very concerned,0.13134,154,7160,0.11379,0.15035
573,573,1997,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.46329,411,7160,0.41711,0.51094
574,574,1997,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.40537,335,7160,0.37184,0.43741
575,575,1997,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.55817,53,7160,0.46415,0.6763
576,576,1997,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.44183,46,7160,0.35981,0.53267
577,577,1997,Bavaria,Urban regions,Very concerned,0.09154,53,7160,0.07063,0.11538
578,578,1997,Bavaria,Urban regions,Somewhat concerned,0.38421,175,7160,0.33226,0.43713
579,579,1997,Bavaria,Urban regions,Not concerned at all,0.52424,250,7160,0.47552,0.58202
580,580,1997,Bavaria,Rural regions,Very concerned,0.15126,73,7160,0.12312,0.18059
581,581,1997,Bavaria,Rural regions,Somewhat concerned,0.40319,229,7160,0.36426,0.43865
582,582,1997,Bavaria,Rural regions,Not concerned at all,0.44555,211,7160,0.39986,0.49732
583,583,1997,Berlin,Urban regions,Very concerned,0.20416,65,7160,0.17203,0.23116
584,584,1997,Berlin,Urban regions,Somewhat concerned,0.44509,137,7160,0.40136,0.49848
585,585,1997,Berlin,Urban regions,Not concerned at all,0.35075,96,7160,0.2932,0.40791
586,586,1997,Brandenburg,Rural regions,Very concerned,0.27127,96,7160,0.24331,0.30223
587,587,1997,Brandenburg,Rural regions,Somewhat concerned,0.47345,159,7160,0.42854,0.51922
588,588,1997,Brandenburg,Rural regions,Not concerned at all,0.25528,82,7160,0.22482,0.28993
589,589,1997,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.20741,43,7160,0.17424,0.25023
590,590,1997,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.45301,92,7160,0.39766,0.51202
591,591,1997,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.33958,63,7160,0.28998,0.38522
592,592,1997,Saxony,Urban regions,Very concerned,0.24099,76,7160,0.21465,0.27579
593,593,1997,Saxony,Urban regions,Somewhat concerned,0.5173,167,7160,0.46611,0.56923
594,594,1997,Saxony,Urban regions,Not concerned at all,0.24172,74,7160,0.20511,0.28609
595,595,1997,Saxony,Rural regions,Very concerned,0.24623,71,7160,0.21218,0.28819
596,596,1997,Saxony,Rural regions,Somewhat concerned,0.46816,146,7160,0.42673,0.5117
597,597,1997,Saxony,Rural regions,Not concerned at all,0.28562,94,7160,0.25184,0.33161
598,598,1997,Saxony-Anhalt,Urban regions,Somewhat concerned,1.0,34,7160,0.80736,1.24469
599,599,1997,Saxony-Anhalt,Rural regions,Very concerned,0.2302,76,7160,0.20346,0.2702
600,600,1997,Saxony-Anhalt,Rural regions,Somewhat concerned,0.59133,169,7160,0.53684,0.6655
601,601,1997,Saxony-Anhalt,Rural regions,Not concerned at all,0.17846,54,7160,0.15011,0.21763
602,602,1997,Thuringa,Urban regions,Somewhat concerned,1.0,63,7160,0.86964,1.13263
603,603,1997,Thuringa,Rural regions,Very concerned,0.24927,73,7160,0.2147,0.29738
604,604,1997,Thuringa,Rural regions,Somewhat concerned,0.58064,154,7160,0.52958,0.64579
605,605,1997,Thuringa,Rural regions,Not concerned at all,0.17008,46,7160,0.1444,0.19671
606,606,1998,Schleswig-Holstein,Urban regions,Somewhat concerned,0.26816,31,7937,0.21413,0.32379
607,607,1998,Schleswig-Holstein,Urban regions,Not concerned at all,0.73184,64,7937,0.65235,0.82063
608,608,1998,Schleswig-Holstein,Rural regions,Somewhat concerned,0.50123,42,7937,0.40826,0.62768
609,609,1998,Schleswig-Holstein,Rural regions,Not concerned at all,0.49877,49,7937,0.42229,0.60342
610,610,1998,Hamburg,Urban regions,Somewhat concerned,0.4492,34,7937,0.35738,0.56292
611,611,1998,Hamburg,Urban regions,Not concerned at all,0.5508,40,7937,0.44614,0.65412
612,612,1998,Lower Saxony,Urban regions,Very concerned,0.11458,43,7937,0.09012,0.14575
613,613,1998,Lower Saxony,Urban regions,Somewhat concerned,0.33396,127,7937,0.29671,0.37513
614,614,1998,Lower Saxony,Urban regions,Not concerned at all,0.55147,178,7937,0.47335,0.61573
615,615,1998,Lower Saxony,Rural regions,Very concerned,0.15143,54,7937,0.1285,0.17482
616,616,1998,Lower Saxony,Rural regions,Somewhat concerned,0.29941,120,7937,0.26492,0.3369
617,617,1998,Lower Saxony,Rural regions,Not concerned at all,0.54916,191,7937,0.49943,0.60306
618,618,1998,North Rhine-Westphalia,Urban regions,Very concerned,0.14141,253,7937,0.13019,0.15436
619,619,1998,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.36268,597,7937,0.34162,0.38536
620,620,1998,North Rhine-Westphalia,Urban regions,Not concerned at all,0.4959,753,7937,0.47288,0.51884
621,621,1998,Hesse,Urban regions,Very concerned,0.08746,51,7937,0.07042,0.10337
622,622,1998,Hesse,Urban regions,Somewhat concerned,0.35113,168,7937,0.31545,0.38711
623,623,1998,Hesse,Urban regions,Not concerned at all,0.56141,239,7937,0.51614,0.61114
624,624,1998,Hesse,Rural regions,Not concerned at all,1.0,43,7937,0.87394,1.13147
625,625,1998,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.1068,46,7937,0.09092,0.1244
626,626,1998,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.36369,121,7937,0.32295,0.41017
627,627,1998,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.52951,164,7937,0.48086,0.58725
628,628,1998,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.46515,51,7937,0.39396,0.53997
629,629,1998,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.53485,53,7937,0.4691,0.61554
630,630,1998,Baden-Wuerttemberg,Urban regions,Very concerned,0.12849,132,7937,0.11315,0.14547
631,631,1998,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.35536,370,7937,0.3221,0.38844
632,632,1998,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.51615,457,7937,0.48102,0.55518
633,633,1998,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.4982,48,7937,0.39497,0.63018
634,634,1998,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.5018,50,7937,0.41726,0.59643
635,635,1998,Bavaria,Urban regions,Very concerned,0.10459,60,7937,0.08789,0.12197
636,636,1998,Bavaria,Urban regions,Somewhat concerned,0.31386,169,7937,0.28299,0.35503
637,637,1998,Bavaria,Urban regions,Not concerned at all,0.58155,298,7937,0.54269,0.63546
638,638,1998,Bavaria,Rural regions,Very concerned,0.13149,68,7937,0.10814,0.15378
639,639,1998,Bavaria,Rural regions,Somewhat concerned,0.37119,225,7937,0.34432,0.40036
640,640,1998,Bavaria,Rural regions,Not concerned at all,0.49732,285,7937,0.45707,0.53841
641,641,1998,Berlin,Urban regions,Very concerned,0.26143,80,7937,0.23368,0.30114
642,642,1998,Berlin,Urban regions,Somewhat concerned,0.4314,140,7937,0.37988,0.47392
643,643,1998,Berlin,Urban regions,Not concerned at all,0.30716,91,7937,0.27884,0.3427
644,644,1998,Brandenburg,Rural regions,Very concerned,0.24074,80,7937,0.21085,0.27384
645,645,1998,Brandenburg,Rural regions,Somewhat concerned,0.46094,159,7937,0.41352,0.50854
646,646,1998,Brandenburg,Rural regions,Not concerned at all,0.29832,85,7937,0.25815,0.35306
647,647,1998,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.20373,37,7937,0.16755,0.2382
648,648,1998,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.44589,94,7937,0.38602,0.5074
649,649,1998,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.35038,69,7937,0.29454,0.4182
650,650,1998,Saxony,Urban regions,Very concerned,0.28029,84,7937,0.24679,0.31815
651,651,1998,Saxony,Urban regions,Somewhat concerned,0.44023,152,7937,0.39318,0.49354
652,652,1998,Saxony,Urban regions,Not concerned at all,0.27948,98,7937,0.24601,0.31743
653,653,1998,Saxony,Rural regions,Very concerned,0.21505,78,7937,0.19409,0.23527
654,654,1998,Saxony,Rural regions,Somewhat concerned,0.50894,172,7937,0.47489,0.55027
655,655,1998,Saxony,Rural regions,Not concerned at all,0.27602,103,7937,0.24189,0.31661
656,656,1998,Saxony-Anhalt,Urban regions,Somewhat concerned,1.0,33,7937,0.8255,1.17943
657,657,1998,Saxony-Anhalt,Rural regions,Very concerned,0.21081,73,7937,0.18792,0.23943
658,658,1998,Saxony-Anhalt,Rural regions,Somewhat concerned,0.55533,158,7937,0.51101,0.61608
659,659,1998,Saxony-Anhalt,Rural regions,Not concerned at all,0.23386,72,7937,0.20022,0.2732
660,660,1998,Thuringa,Urban regions,Very concerned,0.23114,32,7937,0.20567,0.26174
661,661,1998,Thuringa,Urban regions,Somewhat concerned,0.45233,63,7937,0.40176,0.50889
662,662,1998,Thuringa,Urban regions,Not concerned at all,0.31653,35,7937,0.25894,0.39321
663,663,1998,Thuringa,Rural regions,Very concerned,0.2482,69,7937,0.21491,0.29216
664,664,1998,Thuringa,Rural regions,Somewhat concerned,0.51283,139,7937,0.46359,0.57322
665,665,1998,Thuringa,Rural regions,Not concerned at all,0.23897,67,7937,0.19874,0.28166
666,666,1999,Schleswig-Holstein,Urban regions,Somewhat concerned,0.40175,41,7743,0.31582,0.49824
667,667,1999,Schleswig-Holstein,Urban regions,Not concerned at all,0.59825,54,7743,0.53814,0.66029
668,668,1999,Schleswig-Holstein,Rural regions,Somewhat concerned,0.40922,32,7743,0.33046,0.48994
669,669,1999,Schleswig-Holstein,Rural regions,Not concerned at all,0.59078,55,7743,0.5014,0.69581
670,670,1999,Hamburg,Urban regions,Not concerned at all,1.0,43,7743,0.83569,1.20385
671,671,1999,Lower Saxony,Urban regions,Very concerned,0.11912,50,7743,0.10055,0.1402
672,672,1999,Lower Saxony,Urban regions,Somewhat concerned,0.37281,133,7743,0.32576,0.41947
673,673,1999,Lower Saxony,Urban regions,Not concerned at all,0.50806,155,7743,0.45461,0.56289
674,674,1999,Lower Saxony,Rural regions,Very concerned,0.10662,39,7743,0.08576,0.12904
675,675,1999,Lower Saxony,Rural regions,Somewhat concerned,0.41578,143,7743,0.3619,0.4705
676,676,1999,Lower Saxony,Rural regions,Not concerned at all,0.47761,167,7743,0.43497,0.52847
677,677,1999,North Rhine-Westphalia,Urban regions,Very concerned,0.13082,219,7743,0.11922,0.14534
678,678,1999,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.37085,613,7743,0.34982,0.39669
679,679,1999,North Rhine-Westphalia,Urban regions,Not concerned at all,0.49832,725,7743,0.46813,0.52989
680,680,1999,Hesse,Urban regions,Very concerned,0.10611,50,7743,0.08577,0.12886
681,681,1999,Hesse,Urban regions,Somewhat concerned,0.32663,157,7743,0.29871,0.36362
682,682,1999,Hesse,Urban regions,Not concerned at all,0.56726,245,7743,0.52069,0.62765
683,683,1999,Hesse,Rural regions,Not concerned at all,1.0,39,7743,0.82614,1.18717
684,684,1999,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.10141,36,7743,0.08456,0.1244
685,685,1999,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.35114,116,7743,0.31041,0.39468
686,686,1999,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.54744,163,7743,0.49728,0.60148
687,687,1999,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.45547,46,7743,0.38631,0.53107
688,688,1999,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.54453,52,7743,0.46128,0.64094
689,689,1999,Baden-Wuerttemberg,Urban regions,Very concerned,0.1301,125,7743,0.11207,0.14764
690,690,1999,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.3982,382,7743,0.36389,0.44193
691,691,1999,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.4717,412,7743,0.43626,0.50891
692,692,1999,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.4567,50,7743,0.33797,0.57853
693,693,1999,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.5433,54,7743,0.439,0.63237
694,694,1999,Bavaria,Urban regions,Very concerned,0.07348,46,7743,0.0594,0.089
695,695,1999,Bavaria,Urban regions,Somewhat concerned,0.3171,183,7743,0.27547,0.35404
696,696,1999,Bavaria,Urban regions,Not concerned at all,0.60942,320,7743,0.55834,0.66471
697,697,1999,Bavaria,Rural regions,Very concerned,0.11704,63,7743,0.09702,0.13922
698,698,1999,Bavaria,Rural regions,Somewhat concerned,0.39709,236,7743,0.36337,0.43468
699,699,1999,Bavaria,Rural regions,Not concerned at all,0.48587,276,7743,0.44078,0.52669
700,700,1999,Berlin,Urban regions,Very concerned,0.18043,59,7743,0.15691,0.20729
701,701,1999,Berlin,Urban regions,Somewhat concerned,0.50224,140,7743,0.45776,0.55811
702,702,1999,Berlin,Urban regions,Not concerned at all,0.31734,84,7743,0.27634,0.36871
703,703,1999,Brandenburg,Rural regions,Very concerned,0.25191,81,7743,0.22355,0.28498
704,704,1999,Brandenburg,Rural regions,Somewhat concerned,0.46298,146,7743,0.4122,0.52057
705,705,1999,Brandenburg,Rural regions,Not concerned at all,0.28512,77,7743,0.24319,0.35767
706,706,1999,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.26641,57,7743,0.23322,0.30005
707,707,1999,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.37159,82,7743,0.3236,0.42977
708,708,1999,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.362,68,7743,0.29502,0.43821
709,709,1999,Saxony,Urban regions,Very concerned,0.21866,72,7743,0.19047,0.2493
710,710,1999,Saxony,Urban regions,Somewhat concerned,0.53904,170,7743,0.48326,0.59721
711,711,1999,Saxony,Urban regions,Not concerned at all,0.2423,78,7743,0.20189,0.29585
712,712,1999,Saxony,Rural regions,Very concerned,0.2762,92,7743,0.24315,0.30485
713,713,1999,Saxony,Rural regions,Somewhat concerned,0.49293,165,7743,0.44755,0.55032
714,714,1999,Saxony,Rural regions,Not concerned at all,0.23087,83,7743,0.1995,0.26499
715,715,1999,Saxony-Anhalt,Urban regions,Somewhat concerned,1.0,40,7743,0.83543,1.17667
716,716,1999,Saxony-Anhalt,Rural regions,Very concerned,0.24979,83,7743,0.21504,0.28324
717,717,1999,Saxony-Anhalt,Rural regions,Somewhat concerned,0.52938,165,7743,0.4763,0.5904
718,718,1999,Saxony-Anhalt,Rural regions,Not concerned at all,0.22082,75,7743,0.18904,0.26056
719,719,1999,Thuringa,Urban regions,Somewhat concerned,0.74521,79,7743,0.65908,0.8651
720,720,1999,Thuringa,Urban regions,Not concerned at all,0.25479,31,7743,0.21201,0.2938
721,721,1999,Thuringa,Rural regions,Very concerned,0.18617,52,7743,0.13998,0.24432
722,722,1999,Thuringa,Rural regions,Somewhat concerned,0.55322,181,7743,0.50674,0.59726
723,723,1999,Thuringa,Rural regions,Not concerned at all,0.26061,63,7743,0.21576,0.31763
724,724,2000,Schleswig-Holstein,Urban regions,Somewhat concerned,0.3547,53,13267,0.30899,0.41035
725,725,2000,Schleswig-Holstein,Urban regions,Not concerned at all,0.6453,105,13267,0.58921,0.71332
726,726,2000,Schleswig-Holstein,Rural regions,Somewhat concerned,0.41068,91,13267,0.35418,0.46473
727,727,2000,Schleswig-Holstein,Rural regions,Not concerned at all,0.58932,143,13267,0.54382,0.64618
728,728,2000,Hamburg,Urban regions,Somewhat concerned,0.5084,78,13267,0.45514,0.55852
729,729,2000,Hamburg,Urban regions,Not concerned at all,0.4916,75,13267,0.43313,0.55397
730,730,2000,Lower Saxony,Urban regions,Very concerned,0.1329,77,13267,0.1198,0.14832
731,731,2000,Lower Saxony,Urban regions,Somewhat concerned,0.36711,203,13267,0.33972,0.39751
732,732,2000,Lower Saxony,Urban regions,Not concerned at all,0.49999,270,13267,0.46478,0.52912
733,733,2000,Lower Saxony,Rural regions,Very concerned,0.08554,56,13267,0.0772,0.09702
734,734,2000,Lower Saxony,Rural regions,Somewhat concerned,0.36908,226,13267,0.3352,0.40236
735,735,2000,Lower Saxony,Rural regions,Not concerned at all,0.54538,313,13267,0.51497,0.57676
736,736,2000,Bremen,Urban regions,Somewhat concerned,0.37531,34,13267,0.30659,0.44267
737,737,2000,Bremen,Urban regions,Not concerned at all,0.62469,49,13267,0.54487,0.70506
738,738,2000,North Rhine-Westphalia,Urban regions,Very concerned,0.1234,358,13267,0.11653,0.12926
739,739,2000,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.36319,1039,13267,0.34885,0.37743
740,740,2000,North Rhine-Westphalia,Urban regions,Not concerned at all,0.51342,1429,13267,0.49866,0.53019
741,741,2000,North Rhine-Westphalia,Rural regions,Not concerned at all,1.0,31,13267,0.70852,1.3247
742,742,2000,Hesse,Urban regions,Very concerned,0.09985,77,13267,0.08921,0.11356
743,743,2000,Hesse,Urban regions,Somewhat concerned,0.35405,275,13267,0.32754,0.37921
744,744,2000,Hesse,Urban regions,Not concerned at all,0.5461,416,13267,0.51755,0.57979
745,745,2000,Hesse,Rural regions,Somewhat concerned,0.39359,62,13267,0.35043,0.43433
746,746,2000,Hesse,Rural regions,Not concerned at all,0.60641,95,13267,0.55915,0.65245
747,747,2000,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.13002,75,13267,0.1161,0.14228
748,748,2000,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.36691,209,13267,0.34,0.39551
749,749,2000,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.50306,296,13267,0.47169,0.53419
750,750,2000,"Rhineland-Palatinate, Saarland",Rural regions,Very concerned,0.14641,33,13267,0.123,0.17004
751,751,2000,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.36182,74,13267,0.31541,0.41158
752,752,2000,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.49177,101,13267,0.4522,0.54223
753,753,2000,Baden-Wuerttemberg,Urban regions,Very concerned,0.09962,151,13267,0.0903,0.10936
754,754,2000,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.37212,565,13267,0.3512,0.39161
755,755,2000,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.52826,754,13267,0.50753,0.55222
756,756,2000,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.35484,55,13267,0.28737,0.41356
757,757,2000,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.64516,97,13267,0.57604,0.71816
758,758,2000,Bavaria,Urban regions,Very concerned,0.07964,73,13267,0.06962,0.09056
759,759,2000,Bavaria,Urban regions,Somewhat concerned,0.29965,298,13267,0.27991,0.31802
760,760,2000,Bavaria,Urban regions,Not concerned at all,0.62071,575,13267,0.59181,0.64973
761,761,2000,Bavaria,Rural regions,Very concerned,0.10384,112,13267,0.09182,0.11508
762,762,2000,Bavaria,Rural regions,Somewhat concerned,0.38227,415,13267,0.35952,0.40911
763,763,2000,Bavaria,Rural regions,Not concerned at all,0.51389,562,13267,0.49627,0.53324
764,764,2000,Berlin,Urban regions,Very concerned,0.19138,91,13267,0.17195,0.21294
765,765,2000,Berlin,Urban regions,Somewhat concerned,0.45626,206,13267,0.4283,0.49402
766,766,2000,Berlin,Urban regions,Not concerned at all,0.35236,148,13267,0.32572,0.38134
767,767,2000,Brandenburg,Rural regions,Very concerned,0.31011,158,13267,0.2882,0.33222
768,768,2000,Brandenburg,Rural regions,Somewhat concerned,0.41806,216,13267,0.38588,0.44877
769,769,2000,Brandenburg,Rural regions,Not concerned at all,0.27182,132,13267,0.24293,0.30003
770,770,2000,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.2133,60,13267,0.19051,0.24369
771,771,2000,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.4358,125,13267,0.39362,0.47124
772,772,2000,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.35089,93,13267,0.30161,0.40095
773,773,2000,Saxony,Urban regions,Very concerned,0.22591,97,13267,0.20168,0.2525
774,774,2000,Saxony,Urban regions,Somewhat concerned,0.43935,218,13267,0.40819,0.47283
775,775,2000,Saxony,Urban regions,Not concerned at all,0.33473,146,13267,0.29878,0.36973
776,776,2000,Saxony,Rural regions,Very concerned,0.26913,138,13267,0.24945,0.28938
777,777,2000,Saxony,Rural regions,Somewhat concerned,0.45993,236,13267,0.42354,0.49715
778,778,2000,Saxony,Rural regions,Not concerned at all,0.27094,137,13267,0.24895,0.29133
779,779,2000,Saxony-Anhalt,Urban regions,Somewhat concerned,1.0,52,13267,0.8836,1.13246
780,780,2000,Saxony-Anhalt,Rural regions,Very concerned,0.26569,117,13267,0.24009,0.29187
781,781,2000,Saxony-Anhalt,Rural regions,Somewhat concerned,0.49865,219,13267,0.45489,0.5309
782,782,2000,Saxony-Anhalt,Rural regions,Not concerned at all,0.23565,113,13267,0.21129,0.25838
783,783,2000,Thuringa,Urban regions,Somewhat concerned,0.62912,80,13267,0.56204,0.70341
784,784,2000,Thuringa,Urban regions,Not concerned at all,0.37088,49,13267,0.33873,0.40631
785,785,2000,Thuringa,Rural regions,Very concerned,0.25629,106,13267,0.22859,0.29248
786,786,2000,Thuringa,Rural regions,Somewhat concerned,0.46526,218,13267,0.43115,0.50986
787,787,2000,Thuringa,Rural regions,Not concerned at all,0.27844,112,13267,0.25148,0.31146
788,788,2001,Schleswig-Holstein,Urban regions,Somewhat concerned,0.28695,47,12266,0.25504,0.32571
789,789,2001,Schleswig-Holstein,Urban regions,Not concerned at all,0.71305,114,12266,0.64554,0.78688
790,790,2001,Schleswig-Holstein,Rural regions,Somewhat concerned,0.31346,59,12266,0.27203,0.3615
791,791,2001,Schleswig-Holstein,Rural regions,Not concerned at all,0.68654,136,12266,0.61661,0.76298
792,792,2001,Hamburg,Urban regions,Somewhat concerned,0.42448,63,12266,0.37953,0.4698
793,793,2001,Hamburg,Urban regions,Not concerned at all,0.57552,82,12266,0.50461,0.65009
794,794,2001,Lower Saxony,Urban regions,Very concerned,0.10548,49,12266,0.08858,0.12369
795,795,2001,Lower Saxony,Urban regions,Somewhat concerned,0.32552,173,12266,0.29825,0.36008
796,796,2001,Lower Saxony,Urban regions,Not concerned at all,0.56901,283,12266,0.52974,0.61047
797,797,2001,Lower Saxony,Rural regions,Very concerned,0.06829,39,12266,0.05772,0.07911
798,798,2001,Lower Saxony,Rural regions,Somewhat concerned,0.31771,169,12266,0.28609,0.34835
799,799,2001,Lower Saxony,Rural regions,Not concerned at all,0.614,329,12266,0.56684,0.64934
800,800,2001,Bremen,Urban regions,Not concerned at all,1.0,57,12266,0.82548,1.1612
801,801,2001,North Rhine-Westphalia,Urban regions,Very concerned,0.09108,243,12266,0.08383,0.09927
802,802,2001,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.33226,853,12266,0.31758,0.3468
803,803,2001,North Rhine-Westphalia,Urban regions,Not concerned at all,0.57666,1474,12266,0.55853,0.59626
804,804,2001,North Rhine-Westphalia,Rural regions,Somewhat concerned,1.0,35,12266,0.85396,1.17555
805,805,2001,Hesse,Urban regions,Very concerned,0.09774,64,12266,0.0855,0.11127
806,806,2001,Hesse,Urban regions,Somewhat concerned,0.29959,222,12266,0.27983,0.32386
807,807,2001,Hesse,Urban regions,Not concerned at all,0.60267,421,12266,0.56578,0.63765
808,808,2001,Hesse,Rural regions,Somewhat concerned,0.37034,57,12266,0.32765,0.41442
809,809,2001,Hesse,Rural regions,Not concerned at all,0.62966,99,12266,0.56578,0.69537
810,810,2001,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.08866,46,12266,0.07664,0.10131
811,811,2001,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.30793,173,12266,0.28213,0.33616
812,812,2001,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.60341,322,12266,0.56378,0.63807
813,813,2001,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.40592,69,12266,0.3518,0.47062
814,814,2001,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.59408,110,12266,0.53874,0.64237
815,815,2001,Baden-Wuerttemberg,Urban regions,Very concerned,0.08348,112,12266,0.07407,0.09504
816,816,2001,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.34172,518,12266,0.31762,0.36518
817,817,2001,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.5748,771,12266,0.54782,0.5984
