"pli0081","year","bula_h","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Monat","2003","Bayern","Ostdeutschland","","","",""
"Min 1x pro Monat","2003","Saarland","Westdeutschland","","","",""
"Min 1x pro Monat","2003","Saarland","Ostdeutschland","","","",""
"Min 1x pro Monat","2003","Berlin","Westdeutschland","138","","",""
"Min 1x pro Monat","2003","Berlin","Ostdeutschland","137","","",""
"Min 1x pro Monat","2003","Brandenburg","Westdeutschland","","","",""
"Min 1x pro Monat","2003","Brandenburg","Ostdeutschland","313","0.30718553359587","0.277662870855755","0.336708196335985"
"Min 1x pro Monat","2003","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Min 1x pro Monat","2003","Mecklenburg-Vorpommern","Ostdeutschland","207","","",""
"Min 1x pro Monat","2003","Sachsen","Westdeutschland","","","",""
"Min 1x pro Monat","2003","Sachsen","Ostdeutschland","542","0.33083501977482","0.307816207439203","0.353853832110437"
"Min 1x pro Monat","2003","Sachsen-Anhalt","Westdeutschland","","","",""
"Min 1x pro Monat","2003","Sachsen-Anhalt","Ostdeutschland","308","0.339582292856012","0.309080562997211","0.370084022714813"
"Min 1x pro Monat","2003","Thueringen","Westdeutschland","","","",""
"Min 1x pro Monat","2003","Thueringen","Ostdeutschland","326","0.338518616668602","0.308459258132122","0.368577975205082"
"Seltener","2003","Schleswig-Holstein","Westdeutschland","164","","",""
"Seltener","2003","Schleswig-Holstein","Ostdeutschland","","","",""
"Seltener","2003","Hamburg","Westdeutschland","70","0.290317768112855","0.238165839832617","0.342469696393093"
"Seltener","2003","Hamburg","Ostdeutschland","","","",""
"Seltener","2003","Niedersachsen","Westdeutschland","420","0.222930640175796","0.204215802500997","0.241645477850595"
"Seltener","2003","Niedersachsen","Ostdeutschland","","","",""
"Seltener","2003","Bremen","Westdeutschland","39","0.253094678970443","0.188305970363225","0.31788338757766"
"Seltener","2003","Bremen","Ostdeutschland","","","",""
"Seltener","2003","Nordrhein-Westfalen","Westdeutschland","867","0.181896889808544","0.170780546894759","0.193013232722329"
"Seltener","2003","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Seltener","2003","Hessen","Westdeutschland","308","0.209497257095128","0.188854911328598","0.230139602861658"
"Seltener","2003","Hessen","Ostdeutschland","","","",""
"Seltener","2003","Rheinland-Pfalz,Saarland","Westdeutschland","256","","",""
"Seltener","2003","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Seltener","2003","Baden-Wuerttemberg","Westdeutschland","485","0.192065418056668","0.177143089698905","0.206987746414431"
"Seltener","2003","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Seltener","2003","Bayern","Westdeutschland","701","0.227501110580367","0.212758036161855","0.242244184998879"
"Seltener","2003","Bayern","Ostdeutschland","","","",""
"Seltener","2003","Saarland","Westdeutschland","","","",""
"Seltener","2003","Saarland","Ostdeutschland","","","",""
"Seltener","2003","Berlin","Westdeutschland","119","","",""
"Seltener","2003","Berlin","Ostdeutschland","87","0.261901475535543","0.217282477217359","0.306520473853727"
"Seltener","2003","Brandenburg","Westdeutschland","","","",""
"Seltener","2003","Brandenburg","Ostdeutschland","186","","",""
"Seltener","2003","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Seltener","2003","Mecklenburg-Vorpommern","Ostdeutschland","78","0.138460056402249","0.108916117253119","0.16800399555138"
"Seltener","2003","Sachsen","Westdeutschland","","","",""
"Seltener","2003","Sachsen","Ostdeutschland","299","","",""
"Seltener","2003","Sachsen-Anhalt","Westdeutschland","","","",""
"Seltener","2003","Sachsen-Anhalt","Ostdeutschland","132","","",""
"Seltener","2003","Thueringen","Westdeutschland","","","",""
"Seltener","2003","Thueringen","Ostdeutschland","179","","",""
"Nie","2003","Schleswig-Holstein","Westdeutschland","13","","",""
"Nie","2003","Schleswig-Holstein","Ostdeutschland","","","",""
"Nie","2003","Hamburg","Westdeutschland","6","0.0338715261392202","0.0130871774402179","0.0546558748382226"
"Nie","2003","Hamburg","Ostdeutschland","","","",""
"Nie","2003","Niedersachsen","Westdeutschland","49","0.0299356155862527","0.0222732006347769","0.0375980305377284"
"Nie","2003","Niedersachsen","Ostdeutschland","","","",""
"Nie","2003","Bremen","Westdeutschland","4","0.0388480629585985","0.0100538145721193","0.0676423113450777"
"Nie","2003","Bremen","Ostdeutschland","","","",""
"Nie","2003","Nordrhein-Westfalen","Westdeutschland","132","","",""
"Nie","2003","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nie","2003","Hessen","Westdeutschland","53","0.0485818385163624","0.0376764566173714","0.0594872204153534"
"Nie","2003","Hessen","Ostdeutschland","","","",""
"Nie","2003","Rheinland-Pfalz,Saarland","Westdeutschland","37","0.0273501824177151","0.0186271305831102","0.0360732342523201"
"Nie","2003","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nie","2003","Baden-Wuerttemberg","Westdeutschland","58","0.0319545908558495","0.0252920727708582","0.0386171089408408"
"Nie","2003","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nie","2003","Bayern","Westdeutschland","79","0.0371621370423097","0.0305097993721403","0.0438144747124792"
"Nie","2003","Bayern","Ostdeutschland","","","",""
"Nie","2003","Saarland","Westdeutschland","","","",""
"Nie","2003","Saarland","Ostdeutschland","","","",""
"Nie","2003","Berlin","Westdeutschland","16","","",""
"Nie","2003","Berlin","Ostdeutschland","12","","",""
"Nie","2003","Brandenburg","Westdeutschland","","","",""
"Nie","2003","Brandenburg","Ostdeutschland","9","0.0116120648983523","0.00475615475703246","0.0184679750396721"
"Nie","2003","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nie","2003","Mecklenburg-Vorpommern","Ostdeutschland","4","0.0134108558084867","0.00357154108954725","0.0232501705274262"
"Nie","2003","Sachsen","Westdeutschland","","","",""
"Nie","2003","Sachsen","Ostdeutschland","31","0.0247582916318942","0.0171563060239411","0.0323602772398472"
"Nie","2003","Sachsen-Anhalt","Westdeutschland","","","",""
"Nie","2003","Sachsen-Anhalt","Ostdeutschland","16","","",""
"Nie","2003","Thueringen","Westdeutschland","","","",""
"Nie","2003","Thueringen","Ostdeutschland","14","","",""
"Taeglich","2004","Schleswig-Holstein","Westdeutschland","","","",""
"Taeglich","2004","Schleswig-Holstein","Ostdeutschland","","","",""
"Taeglich","2004","Hamburg","Westdeutschland","","","",""
"Taeglich","2004","Hamburg","Ostdeutschland","","","",""
"Taeglich","2004","Niedersachsen","Westdeutschland","","","",""
"Taeglich","2004","Niedersachsen","Ostdeutschland","","","",""
"Taeglich","2004","Bremen","Westdeutschland","","","",""
"Taeglich","2004","Bremen","Ostdeutschland","","","",""
"Taeglich","2004","Nordrhein-Westfalen","Westdeutschland","","","",""
"Taeglich","2004","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Taeglich","2004","Hessen","Westdeutschland","","","",""
"Taeglich","2004","Hessen","Ostdeutschland","","","",""
"Taeglich","2004","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Taeglich","2004","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Taeglich","2004","Baden-Wuerttemberg","Westdeutschland","","","",""
"Taeglich","2004","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Taeglich","2004","Bayern","Westdeutschland","","","",""
"Taeglich","2004","Bayern","Ostdeutschland","","","",""
"Taeglich","2004","Saarland","Westdeutschland","","","",""
"Taeglich","2004","Saarland","Ostdeutschland","","","",""
"Taeglich","2004","Berlin","Westdeutschland","","","",""
"Taeglich","2004","Berlin","Ostdeutschland","","","",""
"Taeglich","2004","Brandenburg","Westdeutschland","","","",""
"Taeglich","2004","Brandenburg","Ostdeutschland","","","",""
"Taeglich","2004","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Taeglich","2004","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Taeglich","2004","Sachsen","Westdeutschland","","","",""
"Taeglich","2004","Sachsen","Ostdeutschland","","","",""
"Taeglich","2004","Sachsen-Anhalt","Westdeutschland","","","",""
"Taeglich","2004","Sachsen-Anhalt","Ostdeutschland","","","",""
"Taeglich","2004","Thueringen","Westdeutschland","","","",""
"Taeglich","2004","Thueringen","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Schleswig-Holstein","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Schleswig-Holstein","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Hamburg","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Hamburg","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Niedersachsen","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Niedersachsen","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Bremen","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Bremen","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Nordrhein-Westfalen","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Hessen","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Hessen","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Baden-Wuerttemberg","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Bayern","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Bayern","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Saarland","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Saarland","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Berlin","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Berlin","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Brandenburg","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Brandenburg","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Sachsen","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Sachsen","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Sachsen-Anhalt","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Sachsen-Anhalt","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Thueringen","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Thueringen","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Schleswig-Holstein","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Schleswig-Holstein","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Hamburg","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Hamburg","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Niedersachsen","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Niedersachsen","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Bremen","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Bremen","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Nordrhein-Westfalen","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Hessen","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Hessen","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Baden-Wuerttemberg","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Bayern","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Bayern","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Saarland","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Saarland","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Berlin","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Berlin","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Brandenburg","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Brandenburg","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Sachsen","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Sachsen","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Sachsen-Anhalt","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Sachsen-Anhalt","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Thueringen","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Thueringen","Ostdeutschland","","","",""
"Seltener","2004","Schleswig-Holstein","Westdeutschland","","","",""
"Seltener","2004","Schleswig-Holstein","Ostdeutschland","","","",""
"Seltener","2004","Hamburg","Westdeutschland","","","",""
"Seltener","2004","Hamburg","Ostdeutschland","","","",""
"Seltener","2004","Niedersachsen","Westdeutschland","","","",""
"Seltener","2004","Niedersachsen","Ostdeutschland","","","",""
"Seltener","2004","Bremen","Westdeutschland","","","",""
"Seltener","2004","Bremen","Ostdeutschland","","","",""
"Seltener","2004","Nordrhein-Westfalen","Westdeutschland","","","",""
"Seltener","2004","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Seltener","2004","Hessen","Westdeutschland","","","",""
"Seltener","2004","Hessen","Ostdeutschland","","","",""
"Seltener","2004","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Seltener","2004","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Seltener","2004","Baden-Wuerttemberg","Westdeutschland","","","",""
"Seltener","2004","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Seltener","2004","Bayern","Westdeutschland","","","",""
"Seltener","2004","Bayern","Ostdeutschland","","","",""
"Seltener","2004","Saarland","Westdeutschland","","","",""
"Seltener","2004","Saarland","Ostdeutschland","","","",""
"Seltener","2004","Berlin","Westdeutschland","","","",""
"Seltener","2004","Berlin","Ostdeutschland","","","",""
"Seltener","2004","Brandenburg","Westdeutschland","","","",""
"Seltener","2004","Brandenburg","Ostdeutschland","","","",""
"Seltener","2004","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Seltener","2004","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Seltener","2004","Sachsen","Westdeutschland","","","",""
"Seltener","2004","Sachsen","Ostdeutschland","","","",""
"Seltener","2004","Sachsen-Anhalt","Westdeutschland","","","",""
"Seltener","2004","Sachsen-Anhalt","Ostdeutschland","","","",""
"Seltener","2004","Thueringen","Westdeutschland","","","",""
"Seltener","2004","Thueringen","Ostdeutschland","","","",""
"Nie","2004","Schleswig-Holstein","Westdeutschland","","","",""
"Nie","2004","Schleswig-Holstein","Ostdeutschland","","","",""
"Nie","2004","Hamburg","Westdeutschland","","","",""
"Nie","2004","Hamburg","Ostdeutschland","","","",""
"Nie","2004","Niedersachsen","Westdeutschland","","","",""
"Nie","2004","Niedersachsen","Ostdeutschland","","","",""
"Nie","2004","Bremen","Westdeutschland","","","",""
"Nie","2004","Bremen","Ostdeutschland","","","",""
"Nie","2004","Nordrhein-Westfalen","Westdeutschland","","","",""
"Nie","2004","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nie","2004","Hessen","Westdeutschland","","","",""
"Nie","2004","Hessen","Ostdeutschland","","","",""
"Nie","2004","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Nie","2004","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nie","2004","Baden-Wuerttemberg","Westdeutschland","","","",""
"Nie","2004","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nie","2004","Bayern","Westdeutschland","","","",""
"Nie","2004","Bayern","Ostdeutschland","","","",""
"Nie","2004","Saarland","Westdeutschland","","","",""
"Nie","2004","Saarland","Ostdeutschland","","","",""
"Nie","2004","Berlin","Westdeutschland","","","",""
"Nie","2004","Berlin","Ostdeutschland","","","",""
"Nie","2004","Brandenburg","Westdeutschland","","","",""
"Nie","2004","Brandenburg","Ostdeutschland","","","",""
"Nie","2004","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nie","2004","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Nie","2004","Sachsen","Westdeutschland","","","",""
"Nie","2004","Sachsen","Ostdeutschland","","","",""
"Nie","2004","Sachsen-Anhalt","Westdeutschland","","","",""
"Nie","2004","Sachsen-Anhalt","Ostdeutschland","","","",""
"Nie","2004","Thueringen","Westdeutschland","","","",""
"Nie","2004","Thueringen","Ostdeutschland","","","",""
"Taeglich","2005","Schleswig-Holstein","Westdeutschland","","","",""
"Taeglich","2005","Schleswig-Holstein","Ostdeutschland","","","",""
"Taeglich","2005","Hamburg","Westdeutschland","","","",""
"Taeglich","2005","Hamburg","Ostdeutschland","","","",""
"Taeglich","2005","Niedersachsen","Westdeutschland","","","",""
"Taeglich","2005","Niedersachsen","Ostdeutschland","","","",""
"Taeglich","2005","Bremen","Westdeutschland","","","",""
"Taeglich","2005","Bremen","Ostdeutschland","","","",""
"Taeglich","2005","Nordrhein-Westfalen","Westdeutschland","","","",""
"Taeglich","2005","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Taeglich","2005","Hessen","Westdeutschland","","","",""
"Taeglich","2005","Hessen","Ostdeutschland","","","",""
"Taeglich","2005","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Taeglich","2005","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Taeglich","2005","Baden-Wuerttemberg","Westdeutschland","","","",""
"Taeglich","2005","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Taeglich","2005","Bayern","Westdeutschland","","","",""
"Taeglich","2005","Bayern","Ostdeutschland","","","",""
"Taeglich","2005","Saarland","Westdeutschland","","","",""
"Taeglich","2005","Saarland","Ostdeutschland","","","",""
"Taeglich","2005","Berlin","Westdeutschland","","","",""
"Taeglich","2005","Berlin","Ostdeutschland","","","",""
"Taeglich","2005","Brandenburg","Westdeutschland","","","",""
"Taeglich","2005","Brandenburg","Ostdeutschland","","","",""
"Taeglich","2005","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Taeglich","2005","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Taeglich","2005","Sachsen","Westdeutschland","","","",""
"Taeglich","2005","Sachsen","Ostdeutschland","","","",""
"Taeglich","2005","Sachsen-Anhalt","Westdeutschland","","","",""
"Taeglich","2005","Sachsen-Anhalt","Ostdeutschland","","","",""
"Taeglich","2005","Thueringen","Westdeutschland","","","",""
"Taeglich","2005","Thueringen","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","Schleswig-Holstein","Westdeutschland","","","",""
"Min 1x pro Woche","2005","Schleswig-Holstein","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","Hamburg","Westdeutschland","","","",""
"Min 1x pro Woche","2005","Hamburg","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","Niedersachsen","Westdeutschland","","","",""
"Min 1x pro Woche","2005","Niedersachsen","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","Bremen","Westdeutschland","","","",""
"Min 1x pro Woche","2005","Bremen","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","Nordrhein-Westfalen","Westdeutschland","","","",""
"Min 1x pro Woche","2005","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","Hessen","Westdeutschland","","","",""
"Min 1x pro Woche","2005","Hessen","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Min 1x pro Woche","2005","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","Baden-Wuerttemberg","Westdeutschland","","","",""
"Min 1x pro Woche","2005","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","Bayern","Westdeutschland","","","",""
"Min 1x pro Woche","2005","Bayern","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","Saarland","Westdeutschland","","","",""
"Min 1x pro Woche","2005","Saarland","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","Berlin","Westdeutschland","","","",""
"Min 1x pro Woche","2005","Berlin","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","Brandenburg","Westdeutschland","","","",""
"Min 1x pro Woche","2005","Brandenburg","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Min 1x pro Woche","2005","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","Sachsen","Westdeutschland","","","",""
"Min 1x pro Woche","2005","Sachsen","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","Sachsen-Anhalt","Westdeutschland","","","",""
"Min 1x pro Woche","2005","Sachsen-Anhalt","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","Thueringen","Westdeutschland","","","",""
"Min 1x pro Woche","2005","Thueringen","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","Schleswig-Holstein","Westdeutschland","","","",""
"Min 1x pro Monat","2005","Schleswig-Holstein","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","Hamburg","Westdeutschland","","","",""
"Min 1x pro Monat","2005","Hamburg","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","Niedersachsen","Westdeutschland","","","",""
"Min 1x pro Monat","2005","Niedersachsen","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","Bremen","Westdeutschland","","","",""
"Min 1x pro Monat","2005","Bremen","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","Nordrhein-Westfalen","Westdeutschland","","","",""
"Min 1x pro Monat","2005","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","Hessen","Westdeutschland","","","",""
"Min 1x pro Monat","2005","Hessen","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Min 1x pro Monat","2005","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","Baden-Wuerttemberg","Westdeutschland","","","",""
"Min 1x pro Monat","2005","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","Bayern","Westdeutschland","","","",""
"Min 1x pro Monat","2005","Bayern","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","Saarland","Westdeutschland","","","",""
"Min 1x pro Monat","2005","Saarland","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","Berlin","Westdeutschland","","","",""
"Min 1x pro Monat","2005","Berlin","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","Brandenburg","Westdeutschland","","","",""
"Min 1x pro Monat","2005","Brandenburg","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Min 1x pro Monat","2005","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","Sachsen","Westdeutschland","","","",""
"Min 1x pro Monat","2005","Sachsen","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","Sachsen-Anhalt","Westdeutschland","","","",""
"Min 1x pro Monat","2005","Sachsen-Anhalt","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","Thueringen","Westdeutschland","","","",""
"Min 1x pro Monat","2005","Thueringen","Ostdeutschland","","","",""
"Seltener","2005","Schleswig-Holstein","Westdeutschland","","","",""
"Seltener","2005","Schleswig-Holstein","Ostdeutschland","","","",""
"Seltener","2005","Hamburg","Westdeutschland","","","",""
"Seltener","2005","Hamburg","Ostdeutschland","","","",""
"Seltener","2005","Niedersachsen","Westdeutschland","","","",""
"Seltener","2005","Niedersachsen","Ostdeutschland","","","",""
"Seltener","2005","Bremen","Westdeutschland","","","",""
"Seltener","2005","Bremen","Ostdeutschland","","","",""
"Seltener","2005","Nordrhein-Westfalen","Westdeutschland","","","",""
"Seltener","2005","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Seltener","2005","Hessen","Westdeutschland","","","",""
"Seltener","2005","Hessen","Ostdeutschland","","","",""
"Seltener","2005","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Seltener","2005","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Seltener","2005","Baden-Wuerttemberg","Westdeutschland","","","",""
"Seltener","2005","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Seltener","2005","Bayern","Westdeutschland","","","",""
"Seltener","2005","Bayern","Ostdeutschland","","","",""
"Seltener","2005","Saarland","Westdeutschland","","","",""
"Seltener","2005","Saarland","Ostdeutschland","","","",""
"Seltener","2005","Berlin","Westdeutschland","","","",""
"Seltener","2005","Berlin","Ostdeutschland","","","",""
"Seltener","2005","Brandenburg","Westdeutschland","","","",""
"Seltener","2005","Brandenburg","Ostdeutschland","","","",""
"Seltener","2005","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Seltener","2005","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Seltener","2005","Sachsen","Westdeutschland","","","",""
"Seltener","2005","Sachsen","Ostdeutschland","","","",""
"Seltener","2005","Sachsen-Anhalt","Westdeutschland","","","",""
"Seltener","2005","Sachsen-Anhalt","Ostdeutschland","","","",""
"Seltener","2005","Thueringen","Westdeutschland","","","",""
"Seltener","2005","Thueringen","Ostdeutschland","","","",""
"Nie","2005","Schleswig-Holstein","Westdeutschland","","","",""
"Nie","2005","Schleswig-Holstein","Ostdeutschland","","","",""
"Nie","2005","Hamburg","Westdeutschland","","","",""
"Nie","2005","Hamburg","Ostdeutschland","","","",""
"Nie","2005","Niedersachsen","Westdeutschland","","","",""
"Nie","2005","Niedersachsen","Ostdeutschland","","","",""
"Nie","2005","Bremen","Westdeutschland","","","",""
"Nie","2005","Bremen","Ostdeutschland","","","",""
"Nie","2005","Nordrhein-Westfalen","Westdeutschland","","","",""
"Nie","2005","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nie","2005","Hessen","Westdeutschland","","","",""
"Nie","2005","Hessen","Ostdeutschland","","","",""
"Nie","2005","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Nie","2005","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nie","2005","Baden-Wuerttemberg","Westdeutschland","","","",""
"Nie","2005","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nie","2005","Bayern","Westdeutschland","","","",""
"Nie","2005","Bayern","Ostdeutschland","","","",""
"Nie","2005","Saarland","Westdeutschland","","","",""
"Nie","2005","Saarland","Ostdeutschland","","","",""
"Nie","2005","Berlin","Westdeutschland","","","",""
"Nie","2005","Berlin","Ostdeutschland","","","",""
"Nie","2005","Brandenburg","Westdeutschland","","","",""
"Nie","2005","Brandenburg","Ostdeutschland","","","",""
"Nie","2005","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nie","2005","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Nie","2005","Sachsen","Westdeutschland","","","",""
"Nie","2005","Sachsen","Ostdeutschland","","","",""
"Nie","2005","Sachsen-Anhalt","Westdeutschland","","","",""
"Nie","2005","Sachsen-Anhalt","Ostdeutschland","","","",""
"Nie","2005","Thueringen","Westdeutschland","","","",""
"Nie","2005","Thueringen","Ostdeutschland","","","",""
"Taeglich","2006","Schleswig-Holstein","Westdeutschland","","","",""
"Taeglich","2006","Schleswig-Holstein","Ostdeutschland","","","",""
"Taeglich","2006","Hamburg","Westdeutschland","","","",""
"Taeglich","2006","Hamburg","Ostdeutschland","","","",""
