,Unnamed: 0,year,quintil_oecd_hh,sampreg,hgeqpter,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
351,351,2005,4th Quintile,West,No,0.14714,230,11173,0.13616,0.16187
352,352,2005,4th Quintile,East,Yes,0.64909,306,11173,0.5832,0.70186
353,353,2005,4th Quintile,East,No,0.35091,153,11173,0.30102,0.39313
354,354,2005,5th Quintile,West,Yes,0.9105,2351,11173,0.88139,0.94948
355,355,2005,5th Quintile,West,No,0.0895,168,11173,0.07803,0.10118
356,356,2005,5th Quintile,East,Yes,0.78242,254,11173,0.68153,0.90609
357,357,2005,5th Quintile,East,No,0.21758,65,11173,0.16492,0.29242
358,358,2006,1st Quintile,West,Yes,0.63838,904,12243,0.61095,0.66275
359,359,2006,1st Quintile,West,No,0.36162,510,12243,0.34021,0.38526
360,360,2006,1st Quintile,East,Yes,0.51484,329,12243,0.47072,0.55294
361,361,2006,1st Quintile,East,No,0.48516,331,12243,0.45422,0.52344
362,362,2006,2nd Quintile,West,Yes,0.76956,1174,12243,0.7442,0.79914
363,363,2006,2nd Quintile,West,No,0.23044,315,12243,0.21498,0.24975
364,364,2006,2nd Quintile,East,Yes,0.55952,420,12243,0.51824,0.59108
365,365,2006,2nd Quintile,East,No,0.44048,322,12243,0.41378,0.47376
366,366,2006,3rd Quintile,West,Yes,0.81811,1438,12243,0.79266,0.84736
367,367,2006,3rd Quintile,West,No,0.18189,296,12243,0.16625,0.19884
368,368,2006,3rd Quintile,East,Yes,0.62883,423,12243,0.58133,0.67292
369,369,2006,3rd Quintile,East,No,0.37117,247,12243,0.33804,0.40687
370,370,2006,4th Quintile,West,Yes,0.85297,1730,12243,0.82127,0.88475
371,371,2006,4th Quintile,West,No,0.14703,247,12243,0.13432,0.15861
372,372,2006,4th Quintile,East,Yes,0.64461,335,12243,0.5881,0.69963
373,373,2006,4th Quintile,East,No,0.35539,168,12243,0.31537,0.39869
374,374,2006,5th Quintile,West,Yes,0.90558,2515,12243,0.87497,0.93672
375,375,2006,5th Quintile,West,No,0.09442,191,12243,0.08349,0.10336
376,376,2006,5th Quintile,East,Yes,0.79264,287,12243,0.70032,0.88834
377,377,2006,5th Quintile,East,No,0.20736,61,12243,0.1662,0.24342
378,378,2007,1st Quintile,West,Yes,0.66272,881,11430,0.63399,0.69318
379,379,2007,1st Quintile,West,No,0.33728,440,11430,0.31433,0.35836
380,380,2007,1st Quintile,East,Yes,0.53812,320,11430,0.49181,0.5813
381,381,2007,1st Quintile,East,No,0.46188,286,11430,0.42237,0.5004
382,382,2007,2nd Quintile,West,Yes,0.79329,1166,11430,0.76189,0.82339
383,383,2007,2nd Quintile,West,No,0.20671,308,11430,0.19054,0.22369
384,384,2007,2nd Quintile,East,Yes,0.56134,376,11430,0.52222,0.60658
385,385,2007,2nd Quintile,East,No,0.43866,287,11430,0.40025,0.47831
386,386,2007,3rd Quintile,West,Yes,0.82983,1306,11430,0.79688,0.86502
387,387,2007,3rd Quintile,West,No,0.17017,250,11430,0.15489,0.18339
388,388,2007,3rd Quintile,East,Yes,0.62619,407,11430,0.58388,0.67095
389,389,2007,3rd Quintile,East,No,0.37381,239,11430,0.33984,0.41425
390,390,2007,4th Quintile,West,Yes,0.86464,1617,11430,0.83402,0.89484
391,391,2007,4th Quintile,West,No,0.13536,215,11430,0.12193,0.14869
392,392,2007,4th Quintile,East,Yes,0.6616,348,11430,0.61071,0.72776
393,393,2007,4th Quintile,East,No,0.3384,146,11430,0.29557,0.38897
394,394,2007,5th Quintile,West,Yes,0.92046,2339,11430,0.88539,0.959
395,395,2007,5th Quintile,West,No,0.07954,152,11430,0.0699,0.09018
396,396,2007,5th Quintile,East,Yes,0.73022,269,11430,0.63432,0.83711
397,397,2007,5th Quintile,East,No,0.26978,78,11430,0.21581,0.3421
398,398,2008,1st Quintile,West,Yes,0.66917,858,10809,0.6346,0.69478
399,399,2008,1st Quintile,West,No,0.33083,411,10809,0.3102,0.35042
400,400,2008,1st Quintile,East,Yes,0.55209,331,10809,0.50768,0.59681
401,401,2008,1st Quintile,East,No,0.44791,268,10809,0.40775,0.48582
402,402,2008,2nd Quintile,West,Yes,0.78979,1062,10809,0.75119,0.82307
403,403,2008,2nd Quintile,West,No,0.21021,265,10809,0.19391,0.22778
404,404,2008,2nd Quintile,East,Yes,0.61769,388,10809,0.57325,0.6647
405,405,2008,2nd Quintile,East,No,0.38231,263,10809,0.35565,0.41533
406,406,2008,3rd Quintile,West,Yes,0.83763,1272,10809,0.8092,0.86779
407,407,2008,3rd Quintile,West,No,0.16237,235,10809,0.146,0.17679
408,408,2008,3rd Quintile,East,Yes,0.63013,414,10809,0.58303,0.67577
409,409,2008,3rd Quintile,East,No,0.36987,237,10809,0.3277,0.41512
410,410,2008,4th Quintile,West,Yes,0.8734,1507,10809,0.84243,0.9038
411,411,2008,4th Quintile,West,No,0.1266,192,10809,0.1139,0.13794
412,412,2008,4th Quintile,East,Yes,0.69566,310,10809,0.62744,0.75809
413,413,2008,4th Quintile,East,No,0.30434,111,10809,0.25693,0.35514
414,414,2008,5th Quintile,West,Yes,0.92238,2214,10809,0.88744,0.96214
415,415,2008,5th Quintile,West,No,0.07762,143,10809,0.0674,0.08773
416,416,2008,5th Quintile,East,Yes,0.81319,269,10809,0.70184,0.92637
417,417,2008,5th Quintile,East,No,0.18681,59,10809,0.13255,0.24359
418,418,2009,1st Quintile,West,Yes,0.69517,837,10164,0.65841,0.73306
419,419,2009,1st Quintile,West,No,0.30483,366,10164,0.28619,0.33115
420,420,2009,1st Quintile,East,Yes,0.55327,322,10164,0.50453,0.59795
421,421,2009,1st Quintile,East,No,0.44673,259,10164,0.40558,0.5009
422,422,2009,2nd Quintile,West,Yes,0.76765,987,10164,0.73285,0.80218
423,423,2009,2nd Quintile,West,No,0.23235,277,10164,0.21174,0.24911
424,424,2009,2nd Quintile,East,Yes,0.62522,394,10164,0.57749,0.67701
425,425,2009,2nd Quintile,East,No,0.37478,244,10164,0.334,0.41104
426,426,2009,3rd Quintile,West,Yes,0.84792,1166,10164,0.80581,0.88764
427,427,2009,3rd Quintile,West,No,0.15208,205,10164,0.13613,0.17077
428,428,2009,3rd Quintile,East,Yes,0.62378,383,10164,0.57022,0.68681
429,429,2009,3rd Quintile,East,No,0.37622,211,10164,0.32791,0.42225
430,430,2009,4th Quintile,West,Yes,0.89972,1472,10164,0.85663,0.93696
431,431,2009,4th Quintile,West,No,0.10028,150,10164,0.08766,0.11299
432,432,2009,4th Quintile,East,Yes,0.72078,296,10164,0.63884,0.79805
433,433,2009,4th Quintile,East,No,0.27922,111,10164,0.2417,0.32209
434,434,2009,5th Quintile,West,Yes,0.9187,2012,10164,0.87792,0.96198
435,435,2009,5th Quintile,West,No,0.0813,141,10164,0.07072,0.09271
436,436,2009,5th Quintile,East,Yes,0.73359,261,10164,0.65412,0.82898
437,437,2009,5th Quintile,East,No,0.26641,70,10164,0.19396,0.33917
438,438,2010,1st Quintile,West,Yes,0.6717,1649,13784,0.63448,0.71639
439,439,2010,1st Quintile,West,No,0.3283,647,13784,0.30028,0.36119
440,440,2010,1st Quintile,East,Yes,0.54526,498,13784,0.48513,0.60008
441,441,2010,1st Quintile,East,No,0.45474,361,13784,0.40323,0.52606
442,442,2010,2nd Quintile,West,Yes,0.76952,1669,13784,0.71673,0.81325
443,443,2010,2nd Quintile,West,No,0.23048,393,13784,0.20528,0.25171
444,444,2010,2nd Quintile,East,Yes,0.62507,525,13784,0.57559,0.68969
445,445,2010,2nd Quintile,East,No,0.37493,298,13784,0.33722,0.41966
446,446,2010,3rd Quintile,West,Yes,0.85026,1650,13784,0.80378,0.90231
447,447,2010,3rd Quintile,West,No,0.14974,262,13784,0.13453,0.16665
448,448,2010,3rd Quintile,East,Yes,0.65035,447,13784,0.59136,0.71471
449,449,2010,3rd Quintile,East,No,0.34965,222,13784,0.31252,0.39305
450,450,2010,4th Quintile,West,Yes,0.88608,1776,13784,0.84581,0.9272
451,451,2010,4th Quintile,West,No,0.11392,191,13784,0.09907,0.12995
452,452,2010,4th Quintile,East,Yes,0.74984,358,13784,0.66231,0.84352
453,453,2010,4th Quintile,East,No,0.25016,118,13784,0.19478,0.31688
454,454,2010,5th Quintile,West,Yes,0.92752,2239,13784,0.88403,0.9687
455,455,2010,5th Quintile,West,No,0.07248,151,13784,0.06098,0.08605
456,456,2010,5th Quintile,East,Yes,0.78105,271,13784,0.69465,0.90304
457,457,2010,5th Quintile,East,No,0.21895,59,13784,0.16746,0.30234
458,458,2011,1st Quintile,West,Yes,0.6765,1893,16596,0.63776,0.70993
459,459,2011,1st Quintile,West,No,0.3235,686,16596,0.30072,0.35292
460,460,2011,1st Quintile,East,Yes,0.54081,625,16596,0.50106,0.58582
461,461,2011,1st Quintile,East,No,0.45919,476,16596,0.41918,0.50726
462,462,2011,2nd Quintile,West,Yes,0.81,2072,16596,0.76736,0.85457
463,463,2011,2nd Quintile,West,No,0.19,426,16596,0.17409,0.20609
464,464,2011,2nd Quintile,East,Yes,0.63614,615,16596,0.58875,0.69032
465,465,2011,2nd Quintile,East,No,0.36386,350,16596,0.33528,0.39581
466,466,2011,3rd Quintile,West,Yes,0.86074,2104,16596,0.82018,0.89489
467,467,2011,3rd Quintile,West,No,0.13926,332,16596,0.12732,0.15638
468,468,2011,3rd Quintile,East,Yes,0.67883,533,16596,0.61318,0.73246
469,469,2011,3rd Quintile,East,No,0.32117,252,16596,0.27807,0.35909
470,470,2011,4th Quintile,West,Yes,0.89633,2257,16596,0.86384,0.93007
471,471,2011,4th Quintile,West,No,0.10367,225,16596,0.09146,0.1149
472,472,2011,4th Quintile,East,Yes,0.73488,407,16596,0.65981,0.80843
473,473,2011,4th Quintile,East,No,0.26512,131,16596,0.22185,0.30628
474,474,2011,5th Quintile,West,Yes,0.91567,2664,16596,0.87949,0.95084
475,475,2011,5th Quintile,West,No,0.08433,194,16596,0.07305,0.09646
476,476,2011,5th Quintile,East,Yes,0.79271,293,16596,0.71307,0.89319
477,477,2011,5th Quintile,East,No,0.20729,61,16596,0.15831,0.26732
478,478,2012,1st Quintile,West,Yes,0.69801,1887,16296,0.66099,0.72848
479,479,2012,1st Quintile,West,No,0.30199,658,16296,0.2813,0.32917
480,480,2012,1st Quintile,East,Yes,0.55922,631,16296,0.52042,0.61418
481,481,2012,1st Quintile,East,No,0.44078,453,16296,0.39672,0.47944
482,482,2012,2nd Quintile,West,Yes,0.80604,2029,16296,0.76884,0.8433
483,483,2012,2nd Quintile,West,No,0.19396,418,16296,0.17467,0.21281
484,484,2012,2nd Quintile,East,Yes,0.65309,548,16296,0.59953,0.70678
485,485,2012,2nd Quintile,East,No,0.34691,264,16296,0.30522,0.39436
486,486,2012,3rd Quintile,West,Yes,0.85408,2101,16296,0.81811,0.89188
487,487,2012,3rd Quintile,West,No,0.14592,327,16296,0.12959,0.16396
488,488,2012,3rd Quintile,East,Yes,0.70113,566,16296,0.64477,0.76036
489,489,2012,3rd Quintile,East,No,0.29887,243,16296,0.25983,0.34239
490,490,2012,4th Quintile,West,Yes,0.89643,2201,16296,0.85804,0.93603
491,491,2012,4th Quintile,West,No,0.10357,238,16296,0.09106,0.11553
492,492,2012,4th Quintile,East,Yes,0.71365,415,16296,0.62664,0.79683
493,493,2012,4th Quintile,East,No,0.28635,157,16296,0.25336,0.32738
494,494,2012,5th Quintile,West,Yes,0.91779,2543,16296,0.88431,0.95516
495,495,2012,5th Quintile,West,No,0.08221,184,16296,0.073,0.09129
496,496,2012,5th Quintile,East,Yes,0.82986,360,16296,0.74343,0.93175
497,497,2012,5th Quintile,East,No,0.17014,73,16296,0.13549,0.20356
498,498,2013,1st Quintile,West,Yes,0.68691,2292,17862,0.65323,0.72652
499,499,2013,1st Quintile,West,No,0.31309,849,17862,0.29102,0.34345
500,500,2013,1st Quintile,East,Yes,0.5562,649,17862,0.50406,0.60426
501,501,2013,1st Quintile,East,No,0.4438,420,17862,0.40114,0.48728
502,502,2013,2nd Quintile,West,Yes,0.79081,2388,17862,0.7521,0.82879
503,503,2013,2nd Quintile,West,No,0.20919,508,17862,0.18894,0.22974
504,504,2013,2nd Quintile,East,Yes,0.64839,653,17862,0.60394,0.69767
505,505,2013,2nd Quintile,East,No,0.35161,315,17862,0.3183,0.38931
506,506,2013,3rd Quintile,West,Yes,0.85122,2312,17862,0.81302,0.88925
507,507,2013,3rd Quintile,West,No,0.14878,362,17862,0.13281,0.16416
508,508,2013,3rd Quintile,East,Yes,0.70618,526,17862,0.65396,0.78851
509,509,2013,3rd Quintile,East,No,0.29382,210,17862,0.25983,0.3346
510,510,2013,4th Quintile,West,Yes,0.89723,2339,17862,0.85967,0.92766
511,511,2013,4th Quintile,West,No,0.10277,276,17862,0.09179,0.11471
512,512,2013,4th Quintile,East,Yes,0.7582,392,17862,0.68305,0.84222
513,513,2013,4th Quintile,East,No,0.2418,127,17862,0.201,0.28285
514,514,2013,5th Quintile,West,Yes,0.9201,2683,17862,0.88107,0.96188
515,515,2013,5th Quintile,West,No,0.0799,196,17862,0.0694,0.09072
516,516,2013,5th Quintile,East,Yes,0.82812,304,17862,0.72987,0.94379
517,517,2013,5th Quintile,East,No,0.17188,61,17862,0.12813,0.21774
518,518,2014,1st Quintile,West,Yes,0.70107,1890,15819,0.66059,0.73865
519,519,2014,1st Quintile,West,No,0.29893,655,15819,0.27319,0.32112
520,520,2014,1st Quintile,East,Yes,0.6218,555,15819,0.57638,0.66966
521,521,2014,1st Quintile,East,No,0.3782,349,15819,0.34022,0.41706
522,522,2014,2nd Quintile,West,Yes,0.78972,2046,15819,0.75067,0.82443
523,523,2014,2nd Quintile,West,No,0.21028,432,15819,0.18974,0.23081
524,524,2014,2nd Quintile,East,Yes,0.62661,559,15819,0.57849,0.68357
525,525,2014,2nd Quintile,East,No,0.37339,292,15819,0.33312,0.41578
526,526,2014,3rd Quintile,West,Yes,0.86127,2058,15819,0.827,0.90079
527,527,2014,3rd Quintile,West,No,0.13873,299,15819,0.12438,0.1545
528,528,2014,3rd Quintile,East,Yes,0.71305,524,15819,0.65647,0.77849
529,529,2014,3rd Quintile,East,No,0.28695,208,15819,0.24989,0.31987
530,530,2014,4th Quintile,West,Yes,0.88286,2188,15819,0.84273,0.92379
531,531,2014,4th Quintile,West,No,0.11714,247,15819,0.10408,0.13014
532,532,2014,4th Quintile,East,Yes,0.72685,387,15819,0.64657,0.80268
533,533,2014,4th Quintile,East,No,0.27315,138,15819,0.22402,0.32422
534,534,2014,5th Quintile,West,Yes,0.92629,2451,15819,0.8846,0.96005
535,535,2014,5th Quintile,West,No,0.07371,174,15819,0.06352,0.08414
536,536,2014,5th Quintile,East,Yes,0.79673,303,15819,0.69655,0.8948
537,537,2014,5th Quintile,East,No,0.20327,64,15819,0.14789,0.25681
538,538,2015,1st Quintile,West,Yes,0.67659,1889,15752,0.63594,0.71742
539,539,2015,1st Quintile,West,No,0.32341,772,15752,0.29644,0.35021
540,540,2015,1st Quintile,East,Yes,0.56795,517,15752,0.50846,0.62489
541,541,2015,1st Quintile,East,No,0.43205,357,15752,0.38048,0.4898
542,542,2015,2nd Quintile,West,Yes,0.80106,1982,15752,0.75931,0.84271
543,543,2015,2nd Quintile,West,No,0.19894,474,15752,0.18143,0.21852
544,544,2015,2nd Quintile,East,Yes,0.66211,619,15752,0.60987,0.72157
545,545,2015,2nd Quintile,East,No,0.33789,304,15752,0.29701,0.37356
546,546,2015,3rd Quintile,West,Yes,0.87435,2080,15752,0.83406,0.91341
547,547,2015,3rd Quintile,West,No,0.12565,308,15752,0.10981,0.14212
548,548,2015,3rd Quintile,East,Yes,0.73107,472,15752,0.66063,0.81065
549,549,2015,3rd Quintile,East,No,0.26893,179,15752,0.23079,0.31646
550,550,2015,4th Quintile,West,Yes,0.88695,2064,15752,0.84947,0.92384
551,551,2015,4th Quintile,West,No,0.11305,257,15752,0.10015,0.12674
552,552,2015,4th Quintile,East,Yes,0.74101,372,15752,0.64979,0.831
553,553,2015,4th Quintile,East,No,0.25899,123,15752,0.20654,0.30504
554,554,2015,5th Quintile,West,Yes,0.92159,2454,15752,0.8862,0.96185
555,555,2015,5th Quintile,West,No,0.07841,193,15752,0.06614,0.09088
556,556,2015,5th Quintile,East,Yes,0.82317,283,15752,0.71619,0.92174
557,557,2015,5th Quintile,East,No,0.17683,53,15752,0.14039,0.21863
558,558,2016,1st Quintile,West,Yes,0.6576,2501,16393,0.61192,0.70222
559,559,2016,1st Quintile,West,No,0.3424,1464,16393,0.3135,0.37717
560,560,2016,1st Quintile,East,Yes,0.55136,690,16393,0.49333,0.61518
561,561,2016,1st Quintile,East,No,0.44864,510,16393,0.38957,0.521
562,562,2016,2nd Quintile,West,Yes,0.81853,1889,16393,0.78598,0.86045
563,563,2016,2nd Quintile,West,No,0.18147,399,16393,0.16346,0.20376
564,564,2016,2nd Quintile,East,Yes,0.65968,543,16393,0.59947,0.71545
565,565,2016,2nd Quintile,East,No,0.34032,268,16393,0.30504,0.38628
566,566,2016,3rd Quintile,West,Yes,0.86862,1810,16393,0.83205,0.90532
567,567,2016,3rd Quintile,West,No,0.13138,266,16393,0.11592,0.1513
568,568,2016,3rd Quintile,East,Yes,0.73883,487,16393,0.67526,0.81986
569,569,2016,3rd Quintile,East,No,0.26117,187,16393,0.22189,0.29963
570,570,2016,4th Quintile,West,Yes,0.88567,1988,16393,0.84406,0.92812
571,571,2016,4th Quintile,West,No,0.11433,225,16393,0.1016,0.12832
572,572,2016,4th Quintile,East,Yes,0.76152,347,16393,0.68334,0.83809
573,573,2016,4th Quintile,East,No,0.23848,98,16393,0.18929,0.29588
574,574,2016,5th Quintile,West,Yes,0.92393,2233,16393,0.88584,0.96252
575,575,2016,5th Quintile,West,No,0.07607,159,16393,0.06522,0.08832
576,576,2016,5th Quintile,East,Yes,0.84593,280,16393,0.73823,0.95392
577,577,2016,5th Quintile,East,No,0.15407,49,16393,0.10857,0.20267
578,578,2017,1st Quintile,West,Yes,0.66793,2769,18225,0.62616,0.71166
579,579,2017,1st Quintile,West,No,0.33207,1660,18225,0.30405,0.36672
580,580,2017,1st Quintile,East,Yes,0.57159,708,18225,0.51165,0.63997
581,581,2017,1st Quintile,East,No,0.42841,499,18225,0.38216,0.47482
582,582,2017,2nd Quintile,West,Yes,0.80701,1971,18225,0.7655,0.84321
583,583,2017,2nd Quintile,West,No,0.19299,447,18225,0.17362,0.2137
584,584,2017,2nd Quintile,East,Yes,0.64664,611,18225,0.5908,0.69941
585,585,2017,2nd Quintile,East,No,0.35336,307,18225,0.30916,0.3941
586,586,2017,3rd Quintile,West,Yes,0.87241,2064,18225,0.83394,0.91672
587,587,2017,3rd Quintile,West,No,0.12759,291,18225,0.11406,0.14148
588,588,2017,3rd Quintile,East,Yes,0.68456,530,18225,0.63137,0.74677
589,589,2017,3rd Quintile,East,No,0.31544,207,18225,0.26375,0.36606
590,590,2017,4th Quintile,West,Yes,0.88198,2254,18225,0.84378,0.92032
591,591,2017,4th Quintile,West,No,0.11802,251,18225,0.10456,0.13375
592,592,2017,4th Quintile,East,Yes,0.77499,407,18225,0.69507,0.84633
593,593,2017,4th Quintile,East,No,0.22501,134,18225,0.18651,0.26053
594,594,2017,5th Quintile,West,Yes,0.9235,2539,18225,0.8942,0.96064
595,595,2017,5th Quintile,West,No,0.0765,188,18225,0.06714,0.0858
596,596,2017,5th Quintile,East,Yes,0.84626,327,18225,0.74826,0.94329
597,597,2017,5th Quintile,East,No,0.15374,61,18225,0.12955,0.1852
598,598,2018,1st Quintile,West,Yes,0.68771,2561,17557,0.64479,0.72313
599,599,2018,1st Quintile,West,No,0.31229,1392,17557,0.28372,0.34205
600,600,2018,1st Quintile,East,Yes,0.60219,741,17557,0.54568,0.66439
601,601,2018,1st Quintile,East,No,0.39781,463,17557,0.34616,0.45298
602,602,2018,2nd Quintile,West,Yes,0.82036,2053,17557,0.77742,0.85848
603,603,2018,2nd Quintile,West,No,0.17964,490,17557,0.1603,0.19954
604,604,2018,2nd Quintile,East,Yes,0.67477,682,17557,0.63117,0.73468
605,605,2018,2nd Quintile,East,No,0.32523,303,17557,0.29284,0.35974
606,606,2018,3rd Quintile,West,Yes,0.86382,1954,17557,0.82761,0.9017
607,607,2018,3rd Quintile,West,No,0.13618,319,17557,0.119,0.15357
608,608,2018,3rd Quintile,East,Yes,0.71855,516,17557,0.65531,0.78575
609,609,2018,3rd Quintile,East,No,0.28145,185,17557,0.23441,0.32306
610,610,2018,4th Quintile,West,Yes,0.8849,2147,17557,0.84858,0.92787
611,611,2018,4th Quintile,West,No,0.1151,253,17557,0.09968,0.13107
612,612,2018,4th Quintile,East,Yes,0.7626,368,17557,0.69079,0.83117
613,613,2018,4th Quintile,East,No,0.2374,113,17557,0.19084,0.28739
614,614,2018,5th Quintile,West,Yes,0.92668,2469,17557,0.89007,0.96336
615,615,2018,5th Quintile,West,No,0.07332,184,17557,0.06327,0.08211
616,616,2018,5th Quintile,East,Yes,0.83902,302,17557,0.7376,0.94324
617,617,2018,5th Quintile,East,No,0.16098,62,17557,0.12571,0.20433
618,618,2019,1st Quintile,West,Yes,0.69776,2245,14875,0.65845,0.74046
619,619,2019,1st Quintile,West,No,0.30224,1284,14875,0.26827,0.33223
620,620,2019,1st Quintile,East,Yes,0.6081,628,14875,0.53888,0.68568
621,621,2019,1st Quintile,East,No,0.3919,350,14875,0.33421,0.45718
622,622,2019,2nd Quintile,West,Yes,0.81425,1615,14875,0.77335,0.86694
623,623,2019,2nd Quintile,West,No,0.18575,354,14875,0.16543,0.20703
624,624,2019,2nd Quintile,East,Yes,0.6634,520,14875,0.60005,0.72573
625,625,2019,2nd Quintile,East,No,0.3366,234,14875,0.29416,0.38395
626,626,2019,3rd Quintile,West,Yes,0.87499,1695,14875,0.83585,0.92091
627,627,2019,3rd Quintile,West,No,0.12501,231,14875,0.10779,0.14758
628,628,2019,3rd Quintile,East,Yes,0.72209,472,14875,0.64622,0.79986
629,629,2019,3rd Quintile,East,No,0.27791,178,14875,0.23562,0.31877
630,630,2019,4th Quintile,West,Yes,0.90697,1871,14875,0.86424,0.95454
631,631,2019,4th Quintile,West,No,0.09303,180,14875,0.08057,0.10906
632,632,2019,4th Quintile,East,Yes,0.77308,339,14875,0.69174,0.8715
633,633,2019,4th Quintile,East,No,0.22692,102,14875,0.18278,0.27967
634,634,2019,5th Quintile,West,Yes,0.92619,2091,14875,0.8821,0.9719
635,635,2019,5th Quintile,West,No,0.07381,151,14875,0.06238,0.08332
636,636,2019,5th Quintile,East,Yes,0.85787,291,14875,0.74971,0.9576
637,637,2019,5th Quintile,East,No,0.14213,44,14875,0.09711,0.19377
638,638,2020,1st Quintile,West,Yes,0.69632,3092,19102,0.64913,0.73529
639,639,2020,1st Quintile,West,No,0.30368,1840,19102,0.28422,0.33399
640,640,2020,1st Quintile,East,Yes,0.62016,722,19102,0.55217,0.69087
641,641,2020,1st Quintile,East,No,0.37984,440,19102,0.3293,0.43475
642,642,2020,2nd Quintile,West,Yes,0.81465,2012,19102,0.77659,0.85309
643,643,2020,2nd Quintile,West,No,0.18535,575,19102,0.16245,0.20892
644,644,2020,2nd Quintile,East,Yes,0.69505,609,19102,0.62547,0.76651
645,645,2020,2nd Quintile,East,No,0.30495,270,19102,0.27154,0.34774
646,646,2020,3rd Quintile,West,Yes,0.87637,1940,19102,0.84143,0.91284
647,647,2020,3rd Quintile,West,No,0.12363,331,19102,0.10886,0.1402
648,648,2020,3rd Quintile,East,Yes,0.71367,508,19102,0.65546,0.78359
649,649,2020,3rd Quintile,East,No,0.28633,178,19102,0.24342,0.33423
650,650,2020,4th Quintile,West,Yes,0.8905,2068,19102,0.84359,0.92974
651,651,2020,4th Quintile,West,No,0.1095,266,19102,0.09314,0.12837
652,652,2020,4th Quintile,East,Yes,0.81549,398,19102,0.72151,0.92797
653,653,2020,4th Quintile,East,No,0.18451,110,19102,0.14743,0.22146
654,654,2020,5th Quintile,West,Yes,0.92371,2950,19102,0.87875,0.97302
655,655,2020,5th Quintile,West,No,0.07629,212,19102,0.06378,0.08862
656,656,2020,5th Quintile,East,Yes,0.78813,495,19102,0.68656,0.89312
657,657,2020,5th Quintile,East,No,0.21187,86,19102,0.148,0.28975
658,658,2021,1st Quintile,West,Yes,0.68737,1416,11143,0.61708,0.752
659,659,2021,1st Quintile,West,No,0.31263,775,11143,0.27165,0.35156
660,660,2021,1st Quintile,East,Yes,0.58124,367,11143,0.48838,0.643
661,661,2021,1st Quintile,East,No,0.41876,250,11143,0.36104,0.49434
662,662,2021,2nd Quintile,West,Yes,0.83135,1268,11143,0.77408,0.88064
663,663,2021,2nd Quintile,West,No,0.16865,302,11143,0.14121,0.19491
664,664,2021,2nd Quintile,East,Yes,0.68825,385,11143,0.59955,0.78901
665,665,2021,2nd Quintile,East,No,0.31175,183,11143,0.27013,0.36471
666,666,2021,3rd Quintile,West,Yes,0.8791,1242,11143,0.82668,0.94439
667,667,2021,3rd Quintile,West,No,0.1209,202,11143,0.1007,0.14248
668,668,2021,3rd Quintile,East,Yes,0.76577,329,11143,0.66789,0.87363
669,669,2021,3rd Quintile,East,No,0.23423,103,11143,0.18938,0.29036
670,670,2021,4th Quintile,West,Yes,0.89873,1395,11143,0.85554,0.95255
671,671,2021,4th Quintile,West,No,0.10127,160,11143,0.08301,0.11703
672,672,2021,4th Quintile,East,Yes,0.79921,281,11143,0.68942,0.91613
673,673,2021,4th Quintile,East,No,0.20079,74,11143,0.1396,0.25329
674,674,2021,5th Quintile,West,Yes,0.93359,1907,11143,0.8751,0.98638
675,675,2021,5th Quintile,West,No,0.06641,132,11143,0.05281,0.08406
676,676,2021,5th Quintile,East,Yes,0.80353,319,11143,0.69,0.9268
677,677,2021,5th Quintile,East,No,0.19647,53,11143,0.12927,0.29216
