year,bula_h,rentown,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,Saxony-Anhalt,Owner,Yes,0.64769,169,247,0.58799,0.70738
2020,Saxony-Anhalt,Owner,No,0.35231,78,247,0.29262,0.41201
2020,Saxony-Anhalt,Tenant,Yes,0.59759,223,375,0.54789,0.64729
2020,Saxony-Anhalt,Tenant,No,0.40241,152,375,0.35271,0.45211
2020,Thuringa,Owner,Yes,0.79745,202,253,0.74783,0.84707
2020,Thuringa,Owner,No,0.20255,51,253,0.15293,0.25217
2020,Thuringa,Tenant,Yes,0.64491,240,377,0.59654,0.69328
2020,Thuringa,Tenant,No,0.35509,137,377,0.30672,0.40346
2021,Schleswig-Holstein,Owner,Yes,0.95853,216,216,0.93188,0.98518
2021,Schleswig-Holstein,Tenant,Yes,0.84242,167,233,0.79554,0.88931
2021,Schleswig-Holstein,Tenant,No,0.15758,66,233,0.11069,0.20446
2021,Hamburg,Owner,Yes,0.98181,70,70,0.95028,1.01334
2021,Hamburg,Tenant,Yes,0.92940,173,173,0.89112,0.96768
2021,Lower Saxony,Owner,Yes,0.94837,494,494,0.92884,0.96791
2021,Lower Saxony,Tenant,Yes,0.78012,415,556,0.74566,0.81457
2021,Lower Saxony,Tenant,No,0.21988,141,556,0.18543,0.25434
2021,Bremen,Tenant,Yes,0.81622,60,60,0.71739,0.91505
2021,North Rhine-Westphalia,Owner,Yes,0.92580,887,940,0.90904,0.94257
2021,North Rhine-Westphalia,Owner,No,0.07420,53,940,0.05743,0.09096
2021,North Rhine-Westphalia,Tenant,Yes,0.76195,1021,1451,0.74003,0.78387
2021,North Rhine-Westphalia,Tenant,No,0.23805,430,1451,0.21613,0.25997
2021,Hesse,Owner,Yes,0.90324,268,268,0.86778,0.93870
2021,Hesse,Tenant,Yes,0.71955,305,467,0.67876,0.76034
2021,Hesse,Tenant,No,0.28045,162,467,0.23966,0.32124
2021,"Rhineland-Palatinate, Saarland",Owner,Yes,0.94335,255,255,0.91492,0.97178
2021,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.63092,189,310,0.57711,0.68472
2021,"Rhineland-Palatinate, Saarland",Tenant,No,0.36908,121,310,0.31528,0.42289
2021,Baden-Wuerttemberg,Owner,Yes,0.95451,561,561,0.93725,0.97177
2021,Baden-Wuerttemberg,Tenant,Yes,0.79840,408,546,0.76472,0.83209
2021,Baden-Wuerttemberg,Tenant,No,0.20160,138,546,0.16791,0.23528
2021,Bavaria,Owner,Yes,0.95660,770,770,0.94219,0.97100
2021,Bavaria,Tenant,Yes,0.72155,664,890,0.69208,0.75102
2021,Bavaria,Tenant,No,0.27845,226,890,0.24898,0.30792
2021,Berlin,Owner,Yes,0.85329,87,87,0.77851,0.92807
2021,Berlin,Tenant,Yes,0.73440,369,505,0.69585,0.77296
2021,Berlin,Tenant,No,0.26560,136,505,0.22704,0.30415
2021,Brandenburg,Owner,Yes,0.79341,169,203,0.73758,0.84924
2021,Brandenburg,Owner,No,0.20659,34,203,0.15076,0.26242
2021,Brandenburg,Tenant,Yes,0.74614,170,230,0.68977,0.80251
2021,Brandenburg,Tenant,No,0.25386,60,230,0.19749,0.31023
2021,Mecklenburg-Western Pomerania,Owner,Yes,0.83886,79,79,0.75726,0.92045
2021,Mecklenburg-Western Pomerania,Tenant,Yes,0.72766,114,150,0.65618,0.79914
2021,Mecklenburg-Western Pomerania,Tenant,No,0.27234,36,150,0.20086,0.34382
2021,Saxony,Owner,Yes,0.73991,191,249,0.68531,0.79451
2021,Saxony,Owner,No,0.26009,58,249,0.20549,0.31469
2021,Saxony,Tenant,Yes,0.60846,304,464,0.56400,0.65292
2021,Saxony,Tenant,No,0.39154,160,464,0.34708,0.43600
2021,Saxony-Anhalt,Owner,Yes,0.73192,102,140,0.65828,0.80556
2021,Saxony-Anhalt,Owner,No,0.26808,38,140,0.19444,0.34172
2021,Saxony-Anhalt,Tenant,Yes,0.61573,124,216,0.55071,0.68076
2021,Saxony-Anhalt,Tenant,No,0.38427,92,216,0.31924,0.44929
2021,Thuringa,Owner,Yes,0.78008,126,162,0.71610,0.84406
2021,Thuringa,Owner,No,0.21992,36,162,0.15594,0.28390
2021,Thuringa,Tenant,Yes,0.63933,143,223,0.57616,0.70250
2021,Thuringa,Tenant,No,0.36067,80,223,0.29750,0.42384
2022,Schleswig-Holstein,Owner,Yes,0.97934,316,316,0.96364,0.99505
2022,Schleswig-Holstein,Tenant,Yes,0.74235,268,369,0.69767,0.78703
2022,Schleswig-Holstein,Tenant,No,0.25765,101,369,0.21297,0.30233
2022,Hamburg,Tenant,Yes,0.88664,289,362,0.85393,0.91934
2022,Hamburg,Tenant,No,0.11336,73,362,0.08066,0.14607
2022,Lower Saxony,Owner,Yes,0.94450,804,848,0.92909,0.95992
2022,Lower Saxony,Owner,No,0.05550,44,848,0.04008,0.07091
2022,Lower Saxony,Tenant,Yes,0.77751,643,887,0.75012,0.80490
2022,Lower Saxony,Tenant,No,0.22249,244,887,0.19510,0.24988
2022,Bremen,Owner,Yes,0.98004,39,39,0.93558,1.02451
2022,Bremen,Tenant,Yes,0.80527,88,88,0.72206,0.88848
2022,North Rhine-Westphalia,Owner,Yes,0.94263,1556,1637,0.93136,0.95390
2022,North Rhine-Westphalia,Owner,No,0.05737,81,1637,0.04610,0.06864
2022,North Rhine-Westphalia,Tenant,Yes,0.77562,1812,2553,0.75943,0.79180
2022,North Rhine-Westphalia,Tenant,No,0.22438,741,2553,0.20820,0.24057
2022,Hesse,Owner,Yes,0.89110,431,476,0.86308,0.91911
2022,Hesse,Owner,No,0.10890,45,476,0.08089,0.13692
2022,Hesse,Tenant,Yes,0.73505,601,849,0.70534,0.76475
2022,Hesse,Tenant,No,0.26495,248,849,0.23525,0.29466
2022,"Rhineland-Palatinate, Saarland",Owner,Yes,0.91776,392,392,0.89052,0.94499
2022,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.72776,358,533,0.68994,0.76558
2022,"Rhineland-Palatinate, Saarland",Tenant,No,0.27224,175,533,0.23442,0.31006
2022,Baden-Wuerttemberg,Owner,Yes,0.95043,965,1015,0.93707,0.96379
2022,Baden-Wuerttemberg,Owner,No,0.04957,50,1015,0.03621,0.06293
2022,Baden-Wuerttemberg,Tenant,Yes,0.77270,967,1316,0.75005,0.79536
2022,Baden-Wuerttemberg,Tenant,No,0.22730,349,1316,0.20464,0.24995
2022,Bavaria,Owner,Yes,0.94222,1258,1328,0.92967,0.95477
2022,Bavaria,Owner,No,0.05778,70,1328,0.04523,0.07033
2022,Bavaria,Tenant,Yes,0.78448,1411,1850,0.76574,0.80322
2022,Bavaria,Tenant,No,0.21552,439,1850,0.19678,0.23426
2022,Berlin,Owner,Yes,0.93451,162,162,0.89630,0.97273
2022,Berlin,Tenant,Yes,0.75664,758,1024,0.73035,0.78294
2022,Berlin,Tenant,No,0.24336,266,1024,0.21706,0.26965
2022,Brandenburg,Owner,Yes,0.84051,275,329,0.80088,0.88013
2022,Brandenburg,Owner,No,0.15949,54,329,0.11987,0.19912
2022,Brandenburg,Tenant,Yes,0.68156,306,433,0.63763,0.72549
2022,Brandenburg,Tenant,No,0.31844,127,433,0.27451,0.36237
2022,Mecklenburg-Western Pomerania,Owner,Yes,0.78855,111,111,0.71224,0.86486
2022,Mecklenburg-Western Pomerania,Tenant,Yes,0.73525,220,298,0.68508,0.78543
2022,Mecklenburg-Western Pomerania,Tenant,No,0.26475,78,298,0.21457,0.31492
2022,Saxony,Owner,Yes,0.71379,361,475,0.67310,0.75448
2022,Saxony,Owner,No,0.28621,114,475,0.24552,0.32690
2022,Saxony,Tenant,Yes,0.62876,547,857,0.59640,0.66113
2022,Saxony,Tenant,No,0.37124,310,857,0.33887,0.40360
2022,Saxony-Anhalt,Owner,Yes,0.71087,216,300,0.65948,0.76226
2022,Saxony-Anhalt,Owner,No,0.28913,84,300,0.23774,0.34052
2022,Saxony-Anhalt,Tenant,Yes,0.61289,235,398,0.56498,0.66081
2022,Saxony-Anhalt,Tenant,No,0.38711,163,398,0.33919,0.43502
2022,Thuringa,Owner,Yes,0.71377,199,256,0.65829,0.76925
2022,Thuringa,Owner,No,0.28623,57,256,0.23075,0.34171
2022,Thuringa,Tenant,Yes,0.67972,221,349,0.63069,0.72874
2022,Thuringa,Tenant,No,0.32028,128,349,0.27126,0.36931
