year,bula_h,rentown,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,Saxony,Owner,Yes,0.26385,45,128,0.18720,0.34050
1993,Saxony,Owner,No,0.73615,83,128,0.65950,0.81280
1993,Saxony,Tenant,Yes,0.38878,166,410,0.34154,0.43603
1993,Saxony,Tenant,No,0.61122,244,410,0.56397,0.65846
1993,Saxony-Anhalt,Owner,Yes,0.32414,41,113,0.23746,0.41083
1993,Saxony-Anhalt,Owner,No,0.67586,72,113,0.58917,0.76254
1993,Saxony-Anhalt,Tenant,Yes,0.38883,88,219,0.32411,0.45354
1993,Saxony-Anhalt,Tenant,No,0.61117,131,219,0.54646,0.67589
1993,Thuringa,Owner,Yes,0.37685,49,124,0.29121,0.46249
1993,Thuringa,Owner,No,0.62315,75,124,0.53751,0.70879
1993,Thuringa,Tenant,Yes,0.50475,85,177,0.43088,0.57862
1993,Thuringa,Tenant,No,0.49525,92,177,0.42138,0.56912
1994,Schleswig-Holstein,Owner,Yes,0.88654,57,57,0.80347,0.96961
1994,Schleswig-Holstein,Tenant,Yes,0.57799,52,83,0.47109,0.68489
1994,Schleswig-Holstein,Tenant,No,0.42201,31,83,0.31511,0.52891
1994,Hamburg,Tenant,Yes,0.60219,47,47,0.46074,0.74363
1994,Lower Saxony,Owner,Yes,0.81089,179,223,0.75938,0.86240
1994,Lower Saxony,Owner,No,0.18911,44,223,0.13760,0.24062
1994,Lower Saxony,Tenant,Yes,0.59050,155,262,0.53084,0.65016
1994,Lower Saxony,Tenant,No,0.40950,107,262,0.34984,0.46916
1994,North Rhine-Westphalia,Owner,Yes,0.86646,363,420,0.83389,0.89903
1994,North Rhine-Westphalia,Owner,No,0.13354,57,420,0.10097,0.16611
1994,North Rhine-Westphalia,Tenant,Yes,0.57309,403,775,0.53825,0.60794
1994,North Rhine-Westphalia,Tenant,No,0.42691,372,775,0.39206,0.46175
1994,Hesse,Owner,Yes,0.77301,124,156,0.70707,0.83896
1994,Hesse,Owner,No,0.22699,32,156,0.16104,0.29293
1994,Hesse,Tenant,Yes,0.64104,172,292,0.58593,0.69616
1994,Hesse,Tenant,No,0.35896,120,292,0.30384,0.41407
1994,"Rhineland-Palatinate, Saarland",Owner,Yes,0.79935,135,135,0.73154,0.86716
1994,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.57494,86,154,0.49660,0.65327
1994,"Rhineland-Palatinate, Saarland",Tenant,No,0.42506,68,154,0.34673,0.50340
1994,Baden-Wuerttemberg,Owner,Yes,0.83040,263,326,0.78960,0.87120
1994,Baden-Wuerttemberg,Owner,No,0.16960,63,326,0.12880,0.21040
1994,Baden-Wuerttemberg,Tenant,Yes,0.65720,282,479,0.61464,0.69975
1994,Baden-Wuerttemberg,Tenant,No,0.34280,197,479,0.30025,0.38536
1994,Bavaria,Owner,Yes,0.89249,319,354,0.86017,0.92480
1994,Bavaria,Owner,No,0.10751,35,354,0.07520,0.13983
1994,Bavaria,Tenant,Yes,0.67500,288,449,0.63163,0.71837
1994,Bavaria,Tenant,No,0.32500,161,449,0.28163,0.36837
1994,Berlin,Tenant,Yes,0.75684,195,265,0.70509,0.80859
1994,Berlin,Tenant,No,0.24316,70,265,0.19141,0.29491
1994,Brandenburg,Owner,Yes,0.36538,42,101,0.27100,0.45976
1994,Brandenburg,Owner,No,0.63462,59,101,0.54024,0.72900
1994,Brandenburg,Tenant,Yes,0.53043,102,183,0.45792,0.60294
1994,Brandenburg,Tenant,No,0.46957,81,183,0.39706,0.54208
1994,Mecklenburg-Western Pomerania,Owner,Yes,0.61449,35,35,0.45089,0.77809
1994,Mecklenburg-Western Pomerania,Tenant,Yes,0.48858,64,132,0.40298,0.57418
1994,Mecklenburg-Western Pomerania,Tenant,No,0.51142,68,132,0.42582,0.59702
1994,Saxony,Owner,Yes,0.31019,56,143,0.23410,0.38627
1994,Saxony,Owner,No,0.68981,87,143,0.61373,0.76590
1994,Saxony,Tenant,Yes,0.39956,164,394,0.35113,0.44798
1994,Saxony,Tenant,No,0.60044,230,394,0.55202,0.64887
1994,Saxony-Anhalt,Owner,Yes,0.31101,38,107,0.22289,0.39914
1994,Saxony-Anhalt,Owner,No,0.68899,69,107,0.60086,0.77711
1994,Saxony-Anhalt,Tenant,Yes,0.39561,87,214,0.32994,0.46127
1994,Saxony-Anhalt,Tenant,No,0.60439,127,214,0.53873,0.67006
1994,Thuringa,Owner,Yes,0.35498,50,128,0.27175,0.43820
1994,Thuringa,Owner,No,0.64502,78,128,0.56180,0.72825
1994,Thuringa,Tenant,Yes,0.51633,90,180,0.44312,0.58954
1994,Thuringa,Tenant,No,0.48367,90,180,0.41046,0.55688
1995,Schleswig-Holstein,Owner,Yes,0.86531,60,60,0.77819,0.95242
1995,Schleswig-Holstein,Tenant,Yes,0.59468,51,51,0.45859,0.73076
1995,Hamburg,Tenant,Yes,0.62048,45,45,0.47709,0.76386
1995,Lower Saxony,Owner,Yes,0.82154,190,233,0.77227,0.87081
1995,Lower Saxony,Owner,No,0.17846,43,233,0.12919,0.22773
1995,Lower Saxony,Tenant,Yes,0.61892,171,284,0.56233,0.67550
1995,Lower Saxony,Tenant,No,0.38108,113,284,0.32450,0.43767
1995,Bremen,Tenant,Yes,0.76823,32,32,0.61968,0.91677
1995,North Rhine-Westphalia,Owner,Yes,0.86495,378,438,0.83291,0.89700
1995,North Rhine-Westphalia,Owner,No,0.13505,60,438,0.10300,0.16709
1995,North Rhine-Westphalia,Tenant,Yes,0.59733,461,822,0.56379,0.63088
1995,North Rhine-Westphalia,Tenant,No,0.40267,361,822,0.36912,0.43621
1995,Hesse,Owner,Yes,0.80574,126,126,0.73638,0.87510
1995,Hesse,Tenant,Yes,0.63049,186,315,0.57710,0.68388
1995,Hesse,Tenant,No,0.36951,129,315,0.31612,0.42290
1995,"Rhineland-Palatinate, Saarland",Owner,Yes,0.81676,137,137,0.75174,0.88178
1995,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.54599,100,183,0.47366,0.61833
1995,"Rhineland-Palatinate, Saarland",Tenant,No,0.45401,83,183,0.38167,0.52634
1995,Baden-Wuerttemberg,Owner,Yes,0.84247,270,331,0.80317,0.88178
1995,Baden-Wuerttemberg,Owner,No,0.15753,61,331,0.11822,0.19683
1995,Baden-Wuerttemberg,Tenant,Yes,0.67309,303,509,0.63229,0.71388
1995,Baden-Wuerttemberg,Tenant,No,0.32691,206,509,0.28612,0.36771
1995,Bavaria,Owner,Yes,0.90924,315,315,0.87747,0.94102
1995,Bavaria,Tenant,Yes,0.69896,326,494,0.65847,0.73946
1995,Bavaria,Tenant,No,0.30104,168,494,0.26054,0.34153
1995,Berlin,Tenant,Yes,0.75859,203,270,0.70745,0.80973
1995,Berlin,Tenant,No,0.24141,67,270,0.19027,0.29255
1995,Brandenburg,Owner,Yes,0.37131,42,99,0.27565,0.46697
1995,Brandenburg,Owner,No,0.62869,57,99,0.53303,0.72435
1995,Brandenburg,Tenant,Yes,0.54939,101,172,0.47482,0.62397
1995,Brandenburg,Tenant,No,0.45061,71,172,0.37603,0.52518
1995,Mecklenburg-Western Pomerania,Owner,Yes,0.65035,36,36,0.49236,0.80833
1995,Mecklenburg-Western Pomerania,Tenant,Yes,0.56142,75,134,0.47709,0.64576
1995,Mecklenburg-Western Pomerania,Tenant,No,0.43858,59,134,0.35424,0.52291
1995,Saxony,Owner,Yes,0.33765,54,137,0.25817,0.41713
1995,Saxony,Owner,No,0.66235,83,137,0.58287,0.74183
1995,Saxony,Tenant,Yes,0.40994,160,386,0.36081,0.45907
1995,Saxony,Tenant,No,0.59006,226,386,0.54093,0.63919
1995,Saxony-Anhalt,Owner,Yes,0.36262,45,111,0.27278,0.45246
1995,Saxony-Anhalt,Owner,No,0.63738,66,111,0.54754,0.72722
1995,Saxony-Anhalt,Tenant,Yes,0.40313,85,204,0.33566,0.47061
1995,Saxony-Anhalt,Tenant,No,0.59687,119,204,0.52939,0.66434
1995,Thuringa,Owner,Yes,0.37706,53,128,0.29277,0.46136
1995,Thuringa,Owner,No,0.62294,75,128,0.53864,0.70723
1995,Thuringa,Tenant,Yes,0.50677,87,174,0.43227,0.58127
1995,Thuringa,Tenant,No,0.49323,87,174,0.41873,0.56773
1996,Schleswig-Holstein,Owner,Yes,0.85167,63,63,0.76320,0.94014
1996,Schleswig-Holstein,Tenant,Yes,0.58223,46,46,0.43813,0.72633
1996,Hamburg,Tenant,Yes,0.59359,42,42,0.44324,0.74393
1996,Lower Saxony,Owner,Yes,0.83246,191,232,0.78430,0.88062
1996,Lower Saxony,Owner,No,0.16754,41,232,0.11938,0.21570
1996,Lower Saxony,Tenant,Yes,0.65033,183,285,0.59487,0.70579
1996,Lower Saxony,Tenant,No,0.34967,102,285,0.29421,0.40513
1996,Bremen,Tenant,Yes,0.82110,32,32,0.68617,0.95602
1996,North Rhine-Westphalia,Owner,Yes,0.86998,372,427,0.83805,0.90192
1996,North Rhine-Westphalia,Owner,No,0.13002,55,427,0.09808,0.16195
1996,North Rhine-Westphalia,Tenant,Yes,0.60232,468,821,0.56882,0.63582
1996,North Rhine-Westphalia,Tenant,No,0.39768,353,821,0.36418,0.43118
1996,Hesse,Owner,Yes,0.81751,129,129,0.75059,0.88442
1996,Hesse,Tenant,Yes,0.64735,183,292,0.59246,0.70225
1996,Hesse,Tenant,No,0.35265,109,292,0.29775,0.40754
1996,"Rhineland-Palatinate, Saarland",Owner,Yes,0.81223,137,137,0.74660,0.87787
1996,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.56166,96,173,0.48751,0.63582
1996,"Rhineland-Palatinate, Saarland",Tenant,No,0.43834,77,173,0.36418,0.51249
1996,Baden-Wuerttemberg,Owner,Yes,0.83268,268,331,0.79241,0.87295
1996,Baden-Wuerttemberg,Owner,No,0.16732,63,331,0.12705,0.20759
1996,Baden-Wuerttemberg,Tenant,Yes,0.69338,295,489,0.65247,0.73429
1996,Baden-Wuerttemberg,Tenant,No,0.30662,194,489,0.26571,0.34753
1996,Bavaria,Owner,Yes,0.91069,322,322,0.87950,0.94189
1996,Bavaria,Tenant,Yes,0.72436,328,486,0.68459,0.76413
1996,Bavaria,Tenant,No,0.27564,158,486,0.23587,0.31541
1996,Berlin,Tenant,Yes,0.75599,199,258,0.70348,0.80850
1996,Berlin,Tenant,No,0.24401,59,258,0.19150,0.29652
1996,Brandenburg,Owner,Yes,0.40033,47,104,0.30570,0.49495
1996,Brandenburg,Owner,No,0.59967,57,104,0.50505,0.69430
1996,Brandenburg,Tenant,Yes,0.54769,103,177,0.47415,0.62122
1996,Brandenburg,Tenant,No,0.45231,74,177,0.37878,0.52585
1996,Mecklenburg-Western Pomerania,Owner,Yes,0.70804,38,38,0.56154,0.85455
1996,Mecklenburg-Western Pomerania,Tenant,Yes,0.53492,75,133,0.44983,0.62001
1996,Mecklenburg-Western Pomerania,Tenant,No,0.46508,58,133,0.37999,0.55017
1996,Saxony,Owner,Yes,0.37144,66,153,0.29463,0.44826
1996,Saxony,Owner,No,0.62856,87,153,0.55174,0.70537
1996,Saxony,Tenant,Yes,0.42730,165,375,0.37716,0.47744
1996,Saxony,Tenant,No,0.57270,210,375,0.52256,0.62284
1996,Saxony-Anhalt,Owner,Yes,0.35806,46,108,0.26722,0.44890
1996,Saxony-Anhalt,Owner,No,0.64194,62,108,0.55110,0.73278
1996,Saxony-Anhalt,Tenant,Yes,0.50106,96,201,0.43176,0.57035
1996,Saxony-Anhalt,Tenant,No,0.49894,105,201,0.42965,0.56824
1996,Thuringa,Owner,Yes,0.37865,55,133,0.29590,0.46139
1996,Thuringa,Owner,No,0.62135,78,133,0.53861,0.70410
1996,Thuringa,Tenant,Yes,0.52260,93,174,0.44817,0.59704
1996,Thuringa,Tenant,No,0.47740,81,174,0.40296,0.55183
1997,Schleswig-Holstein,Owner,Yes,0.79410,58,58,0.68912,0.89907
1997,Schleswig-Holstein,Tenant,Yes,0.53420,39,39,0.37560,0.69281
1997,Hamburg,Tenant,Yes,0.55450,38,38,0.39435,0.71465
1997,Lower Saxony,Owner,Yes,0.85584,202,240,0.81131,0.90037
1997,Lower Saxony,Owner,No,0.14416,38,240,0.09963,0.18869
1997,Lower Saxony,Tenant,Yes,0.69077,188,275,0.63604,0.74549
1997,Lower Saxony,Tenant,No,0.30923,87,275,0.25451,0.36396
1997,Bremen,Tenant,Yes,0.83036,33,33,0.70032,0.96040
1997,North Rhine-Westphalia,Owner,Yes,0.88779,389,438,0.85820,0.91738
1997,North Rhine-Westphalia,Owner,No,0.11221,49,438,0.08262,0.14180
1997,North Rhine-Westphalia,Tenant,Yes,0.62745,467,796,0.59384,0.66106
1997,North Rhine-Westphalia,Tenant,No,0.37255,329,796,0.33894,0.40616
1997,Hesse,Owner,Yes,0.81546,126,126,0.74746,0.88347
1997,Hesse,Tenant,Yes,0.65725,173,270,0.60053,0.71397
1997,Hesse,Tenant,No,0.34275,97,270,0.28603,0.39947
1997,"Rhineland-Palatinate, Saarland",Owner,Yes,0.79361,136,167,0.73204,0.85517
1997,"Rhineland-Palatinate, Saarland",Owner,No,0.20639,31,167,0.14483,0.26796
1997,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.55001,101,183,0.47773,0.62228
1997,"Rhineland-Palatinate, Saarland",Tenant,No,0.44999,82,183,0.37772,0.52227
1997,Baden-Wuerttemberg,Owner,Yes,0.83933,266,326,0.79941,0.87926
1997,Baden-Wuerttemberg,Owner,No,0.16067,60,326,0.12074,0.20059
1997,Baden-Wuerttemberg,Tenant,Yes,0.70799,302,492,0.66778,0.74821
1997,Baden-Wuerttemberg,Tenant,No,0.29201,190,492,0.25179,0.33222
1997,Bavaria,Owner,Yes,0.92032,341,341,0.89153,0.94910
1997,Bavaria,Tenant,Yes,0.73315,306,450,0.69224,0.77406
1997,Bavaria,Tenant,No,0.26685,144,450,0.22594,0.30776
1997,Berlin,Tenant,Yes,0.77247,195,249,0.72029,0.82465
1997,Berlin,Tenant,No,0.22753,54,249,0.17535,0.27971
1997,Brandenburg,Owner,Yes,0.41766,48,104,0.32241,0.51290
1997,Brandenburg,Owner,No,0.58234,56,104,0.48710,0.67759
1997,Brandenburg,Tenant,Yes,0.54384,106,182,0.47128,0.61641
1997,Brandenburg,Tenant,No,0.45616,76,182,0.38359,0.52872
1997,Mecklenburg-Western Pomerania,Owner,Yes,0.63637,38,38,0.48137,0.79138
1997,Mecklenburg-Western Pomerania,Tenant,Yes,0.55432,75,126,0.46719,0.64146
1997,Mecklenburg-Western Pomerania,Tenant,No,0.44568,51,126,0.35854,0.53281
1997,Saxony,Owner,Yes,0.37724,64,154,0.30044,0.45404
1997,Saxony,Owner,No,0.62276,90,154,0.54596,0.69956
1997,Saxony,Tenant,Yes,0.45963,172,360,0.40808,0.51119
1997,Saxony,Tenant,No,0.54037,188,360,0.48881,0.59192
1997,Saxony-Anhalt,Owner,Yes,0.39811,52,117,0.30903,0.48719
1997,Saxony-Anhalt,Owner,No,0.60189,65,117,0.51281,0.69097
1997,Saxony-Anhalt,Tenant,Yes,0.47718,90,193,0.40652,0.54783
1997,Saxony-Anhalt,Tenant,No,0.52282,103,193,0.45217,0.59348
1997,Thuringa,Owner,Yes,0.38575,56,130,0.30175,0.46975
1997,Thuringa,Owner,No,0.61425,74,130,0.53025,0.69825
1997,Thuringa,Tenant,Yes,0.54731,91,171,0.47248,0.62213
1997,Thuringa,Tenant,No,0.45269,80,171,0.37787,0.52752
1998,Schleswig-Holstein,Owner,Yes,0.82723,89,89,0.74824,0.90621
1998,Schleswig-Holstein,Tenant,Yes,0.60420,51,84,0.49899,0.70941
1998,Schleswig-Holstein,Tenant,No,0.39580,33,84,0.29059,0.50101
1998,Hamburg,Tenant,Yes,0.58737,49,83,0.48081,0.69393
1998,Hamburg,Tenant,No,0.41263,34,83,0.30607,0.51919
1998,Lower Saxony,Owner,Yes,0.92058,266,266,0.88802,0.95314
1998,Lower Saxony,Tenant,Yes,0.71674,229,322,0.66744,0.76603
1998,Lower Saxony,Tenant,No,0.28326,93,322,0.23397,0.33256
1998,Bremen,Tenant,Yes,0.74945,33,33,0.59930,0.89959
1998,North Rhine-Westphalia,Owner,Yes,0.90700,476,525,0.88213,0.93186
1998,North Rhine-Westphalia,Owner,No,0.09300,49,525,0.06814,0.11787
1998,North Rhine-Westphalia,Tenant,Yes,0.63737,593,958,0.60691,0.66783
1998,North Rhine-Westphalia,Tenant,No,0.36263,365,958,0.33217,0.39309
1998,Hesse,Owner,Yes,0.84359,160,160,0.78713,0.90005
1998,Hesse,Tenant,Yes,0.69059,205,302,0.63837,0.74282
1998,Hesse,Tenant,No,0.30941,97,302,0.25718,0.36163
1998,"Rhineland-Palatinate, Saarland",Owner,Yes,0.83083,166,201,0.77887,0.88279
1998,"Rhineland-Palatinate, Saarland",Owner,No,0.16917,35,201,0.11721,0.22113
1998,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.58503,131,213,0.51871,0.65136
1998,"Rhineland-Palatinate, Saarland",Tenant,No,0.41497,82,213,0.34864,0.48129
1998,Baden-Wuerttemberg,Owner,Yes,0.81741,319,390,0.77901,0.85580
1998,Baden-Wuerttemberg,Owner,No,0.18259,71,390,0.14420,0.22099
1998,Baden-Wuerttemberg,Tenant,Yes,0.66048,320,532,0.62020,0.70076
1998,Baden-Wuerttemberg,Tenant,No,0.33952,212,532,0.29924,0.37980
1998,Bavaria,Owner,Yes,0.91474,426,464,0.88930,0.94018
1998,Bavaria,Owner,No,0.08526,38,464,0.05982,0.11070
1998,Bavaria,Tenant,Yes,0.74589,370,515,0.70825,0.78352
1998,Bavaria,Tenant,No,0.25411,145,515,0.21648,0.29175
1998,Berlin,Tenant,Yes,0.67707,203,292,0.62335,0.73080
1998,Berlin,Tenant,No,0.32293,89,292,0.26920,0.37665
1998,Brandenburg,Owner,Yes,0.44062,55,116,0.34988,0.53136
1998,Brandenburg,Owner,No,0.55938,61,116,0.46864,0.65012
1998,Brandenburg,Tenant,Yes,0.61379,123,201,0.54632,0.68127
1998,Brandenburg,Tenant,No,0.38621,78,201,0.31873,0.45368
1998,Mecklenburg-Western Pomerania,Owner,Yes,0.65793,55,55,0.53140,0.78447
1998,Mecklenburg-Western Pomerania,Tenant,Yes,0.53568,76,129,0.44928,0.62208
1998,Mecklenburg-Western Pomerania,Tenant,No,0.46432,53,129,0.37792,0.55072
1998,Saxony,Owner,Yes,0.44872,83,176,0.37503,0.52241
1998,Saxony,Owner,No,0.55128,93,176,0.47759,0.62497
1998,Saxony,Tenant,Yes,0.53318,219,401,0.48429,0.58207
1998,Saxony,Tenant,No,0.46682,182,401,0.41793,0.51571
1998,Saxony-Anhalt,Owner,Yes,0.38052,58,126,0.29541,0.46564
1998,Saxony-Anhalt,Owner,No,0.61948,68,126,0.53436,0.70459
1998,Saxony-Anhalt,Tenant,Yes,0.46470,102,223,0.39909,0.53031
1998,Saxony-Anhalt,Tenant,No,0.53530,121,223,0.46969,0.60091
1998,Thuringa,Owner,Yes,0.41274,80,171,0.33873,0.48674
1998,Thuringa,Owner,No,0.58726,91,171,0.51326,0.66127
1998,Thuringa,Tenant,Yes,0.52168,94,179,0.44829,0.59506
1998,Thuringa,Tenant,No,0.47832,85,179,0.40494,0.55171
1999,Schleswig-Holstein,Owner,Yes,0.82272,84,84,0.74055,0.90488
1999,Schleswig-Holstein,Tenant,Yes,0.62816,52,52,0.49552,0.76080
1999,Hamburg,Tenant,Yes,0.58539,42,42,0.43459,0.73619
1999,Lower Saxony,Owner,Yes,0.92193,264,264,0.88951,0.95436
1999,Lower Saxony,Tenant,Yes,0.72782,220,305,0.67779,0.77786
1999,Lower Saxony,Tenant,No,0.27218,85,305,0.22214,0.32221
1999,North Rhine-Westphalia,Owner,Yes,0.91044,469,514,0.88573,0.93515
1999,North Rhine-Westphalia,Owner,No,0.08956,45,514,0.06485,0.11427
1999,North Rhine-Westphalia,Tenant,Yes,0.63687,547,891,0.60527,0.66846
1999,North Rhine-Westphalia,Tenant,No,0.36313,344,891,0.33154,0.39473
1999,Hesse,Owner,Yes,0.86520,163,163,0.81261,0.91779
1999,Hesse,Tenant,Yes,0.68666,189,279,0.63213,0.74119
1999,Hesse,Tenant,No,0.31334,90,279,0.25881,0.36787
1999,"Rhineland-Palatinate, Saarland",Owner,Yes,0.83405,166,200,0.78236,0.88574
1999,"Rhineland-Palatinate, Saarland",Owner,No,0.16595,34,200,0.11426,0.21764
1999,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.65565,130,198,0.58930,0.72200
1999,"Rhineland-Palatinate, Saarland",Tenant,No,0.34435,68,198,0.27800,0.41070
1999,Baden-Wuerttemberg,Owner,Yes,0.82512,298,364,0.78604,0.86419
1999,Baden-Wuerttemberg,Owner,No,0.17488,66,364,0.13581,0.21396
1999,Baden-Wuerttemberg,Tenant,Yes,0.67159,324,512,0.63087,0.71231
1999,Baden-Wuerttemberg,Tenant,No,0.32841,188,512,0.28769,0.36913
1999,Bavaria,Owner,Yes,0.93080,431,465,0.90770,0.95389
1999,Bavaria,Owner,No,0.06920,34,465,0.04611,0.09230
1999,Bavaria,Tenant,Yes,0.72436,334,470,0.68392,0.76480
1999,Bavaria,Tenant,No,0.27564,136,470,0.23520,0.31608
1999,Berlin,Tenant,Yes,0.67375,190,277,0.61844,0.72907
1999,Berlin,Tenant,No,0.32625,87,277,0.27093,0.38156
1999,Brandenburg,Owner,Yes,0.45141,59,121,0.36237,0.54045
1999,Brandenburg,Owner,No,0.54859,62,121,0.45955,0.63763
1999,Brandenburg,Tenant,Yes,0.61330,110,183,0.54254,0.68405
1999,Brandenburg,Tenant,No,0.38670,73,183,0.31595,0.45746
1999,Mecklenburg-Western Pomerania,Owner,Yes,0.66909,49,49,0.53597,0.80220
1999,Mecklenburg-Western Pomerania,Tenant,Yes,0.60598,85,131,0.52198,0.68998
1999,Mecklenburg-Western Pomerania,Tenant,No,0.39402,46,131,0.31002,0.47802
1999,Saxony,Owner,Yes,0.51528,94,179,0.44186,0.58870
1999,Saxony,Owner,No,0.48472,85,179,0.41130,0.55814
1999,Saxony,Tenant,Yes,0.53191,211,385,0.48201,0.58182
1999,Saxony,Tenant,No,0.46809,174,385,0.41818,0.51799
1999,Saxony-Anhalt,Owner,Yes,0.39375,59,127,0.30844,0.47906
1999,Saxony-Anhalt,Owner,No,0.60625,68,127,0.52094,0.69156
1999,Saxony-Anhalt,Tenant,Yes,0.51998,114,221,0.45397,0.58600
1999,Saxony-Anhalt,Tenant,No,0.48002,107,221,0.41400,0.54603
1999,Thuringa,Owner,Yes,0.40907,80,168,0.33450,0.48364
1999,Thuringa,Owner,No,0.59093,88,168,0.51636,0.66550
1999,Thuringa,Tenant,Yes,0.52254,94,180,0.44936,0.59571
1999,Thuringa,Tenant,No,0.47746,86,180,0.40429,0.55064
2000,Schleswig-Holstein,Owner,Yes,0.86759,206,206,0.82120,0.91399
2000,Schleswig-Holstein,Tenant,Yes,0.61973,111,172,0.54697,0.69249
2000,Schleswig-Holstein,Tenant,No,0.38027,61,172,0.30751,0.45303
2000,Hamburg,Owner,Yes,0.96598,32,32,0.90217,1.02980
2000,Hamburg,Tenant,Yes,0.61242,96,147,0.53339,0.69145
2000,Hamburg,Tenant,No,0.38758,51,147,0.30855,0.46661
2000,Lower Saxony,Owner,Yes,0.90005,516,573,0.87547,0.92463
2000,Lower Saxony,Owner,No,0.09995,57,573,0.07537,0.12453
2000,Lower Saxony,Tenant,Yes,0.68150,343,493,0.64033,0.72266
2000,Lower Saxony,Tenant,No,0.31850,150,493,0.27734,0.35967
2000,Bremen,Owner,Yes,0.80932,36,36,0.67918,0.93947
2000,Bremen,Tenant,Yes,0.77848,57,57,0.66971,0.88725
2000,North Rhine-Westphalia,Owner,Yes,0.92259,1063,1151,0.90715,0.93804
2000,North Rhine-Westphalia,Owner,No,0.07741,88,1151,0.06196,0.09285
2000,North Rhine-Westphalia,Tenant,Yes,0.66979,1049,1591,0.64667,0.69290
2000,North Rhine-Westphalia,Tenant,No,0.33021,542,1591,0.30710,0.35333
2000,Hesse,Owner,Yes,0.86235,347,402,0.82862,0.89607
2000,Hesse,Owner,No,0.13765,55,402,0.10393,0.17138
2000,Hesse,Tenant,Yes,0.64673,316,486,0.60419,0.68927
2000,Hesse,Tenant,No,0.35327,170,486,0.31073,0.39581
2000,"Rhineland-Palatinate, Saarland",Owner,Yes,0.83643,366,441,0.80187,0.87100
2000,"Rhineland-Palatinate, Saarland",Owner,No,0.16357,75,441,0.12900,0.19813
2000,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.60936,206,332,0.55680,0.66193
2000,"Rhineland-Palatinate, Saarland",Tenant,No,0.39064,126,332,0.33807,0.44320
2000,Baden-Wuerttemberg,Owner,Yes,0.86899,648,747,0.84477,0.89320
2000,Baden-Wuerttemberg,Owner,No,0.13101,99,747,0.10680,0.15523
2000,Baden-Wuerttemberg,Tenant,Yes,0.69899,520,777,0.66671,0.73126
2000,Baden-Wuerttemberg,Tenant,No,0.30101,257,777,0.26874,0.33329
2000,Bavaria,Owner,Yes,0.92093,889,965,0.90390,0.93797
2000,Bavaria,Owner,No,0.07907,76,965,0.06203,0.09610
2000,Bavaria,Tenant,Yes,0.71166,591,833,0.68088,0.74244
2000,Bavaria,Tenant,No,0.28834,242,833,0.25756,0.31912
2000,Berlin,Owner,Yes,0.91054,53,53,0.83297,0.98812
2000,Berlin,Tenant,Yes,0.66088,300,446,0.61689,0.70487
2000,Berlin,Tenant,No,0.33912,146,446,0.29513,0.38311
2000,Brandenburg,Owner,Yes,0.50304,114,208,0.43493,0.57115
2000,Brandenburg,Owner,No,0.49696,94,208,0.42885,0.56507
2000,Brandenburg,Tenant,Yes,0.54653,177,317,0.49164,0.60142
2000,Brandenburg,Tenant,No,0.45347,140,317,0.39858,0.50836
2000,Mecklenburg-Western Pomerania,Owner,Yes,0.64942,73,111,0.56025,0.73859
2000,Mecklenburg-Western Pomerania,Owner,No,0.35058,38,111,0.26141,0.43975
2000,Mecklenburg-Western Pomerania,Tenant,Yes,0.50161,109,200,0.43214,0.57108
2000,Mecklenburg-Western Pomerania,Tenant,No,0.49839,91,200,0.42892,0.56786
2000,Saxony,Owner,Yes,0.49762,156,318,0.44258,0.55266
2000,Saxony,Owner,No,0.50238,162,318,0.44734,0.55742
2000,Saxony,Tenant,Yes,0.50538,308,587,0.46490,0.54586
2000,Saxony,Tenant,No,0.49462,279,587,0.45414,0.53510
2000,Saxony-Anhalt,Owner,Yes,0.43308,112,234,0.36945,0.49670
2000,Saxony-Anhalt,Owner,No,0.56692,122,234,0.50330,0.63055
2000,Saxony-Anhalt,Tenant,Yes,0.52282,155,292,0.46543,0.58021
2000,Saxony-Anhalt,Tenant,No,0.47718,137,292,0.41979,0.53457
2000,Thuringa,Owner,Yes,0.44957,130,254,0.38827,0.51087
2000,Thuringa,Owner,No,0.55043,124,254,0.48913,0.61173
2000,Thuringa,Tenant,Yes,0.49841,140,271,0.43877,0.55805
2000,Thuringa,Tenant,No,0.50159,131,271,0.44195,0.56123
2001,Schleswig-Holstein,Owner,Yes,0.86315,188,188,0.81389,0.91241
2001,Schleswig-Holstein,Tenant,Yes,0.66630,105,152,0.59108,0.74151
2001,Schleswig-Holstein,Tenant,No,0.33370,47,152,0.25849,0.40892
2001,Hamburg,Owner,Yes,0.96178,32,32,0.89429,1.02927
2001,Hamburg,Tenant,Yes,0.59662,86,138,0.51447,0.67877
2001,Hamburg,Tenant,No,0.40338,52,138,0.32123,0.48553
2001,Lower Saxony,Owner,Yes,0.89099,460,515,0.86405,0.91794
2001,Lower Saxony,Owner,No,0.10901,55,515,0.08206,0.13595
2001,Lower Saxony,Tenant,Yes,0.69522,299,431,0.65171,0.73873
