"plh0012_h","year","sampreg","n","percent","lower_confidence","upper_confidence"
"AfD","1989","Westdeutschland, alte Bundeslaender","","","",""
"AfD","1989","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1989","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1989","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","1989","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","1989","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","1990","Westdeutschland, alte Bundeslaender","2664","0.485556582801353","0.471823650787376","0.499289514815329"
"SPD","1990","Ostdeutschland, neue Bundeslaender","","","",""
"CDU","1990","Westdeutschland, alte Bundeslaender","1215","0.277872087449504","0.265563617558924","0.290180557340085"
"CDU","1990","Ostdeutschland, neue Bundeslaender","","","",""
"CSU","1990","Westdeutschland, alte Bundeslaender","193","0.0450460830605362","0.0393471407126471","0.0507450254084253"
"CSU","1990","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1990","Westdeutschland, alte Bundeslaender","197","0.0426739078355172","0.0371201659066518","0.0482276497643826"
"FDP","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1990","Westdeutschland, alte Bundeslaender","299","0.0517270505100819","0.0456414970986631","0.0578126039215008"
"Buendnis90/Gruene","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1990","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1990","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1990","Westdeutschland, alte Bundeslaender","73","0.0135755961351769","0.0103958979537322","0.0167552943166216"
"NPD/Republikaner/Die Rechte","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1990","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1990","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1990","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1990","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1990","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1990","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","1990","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","1990","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1990","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1990","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","1990","Westdeutschland, alte Bundeslaender","418","0.0772221742792763","0.0698872754593337","0.084557073099219"
"CDU/CSU","1990","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","1990","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","1990","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1990","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1990","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1990","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1990","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1990","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1990","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1990","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1990","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1990","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1990","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1990","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1990","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1990","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1990","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1990","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1990","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1990","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","1990","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","1990","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","1990","Westdeutschland, alte Bundeslaender","","","",""
"AfD","1990","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1990","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1990","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","1990","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","1990","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","1991","Westdeutschland, alte Bundeslaender","1891","0.446452367063557","0.431347590789006","0.461557143338109"
"SPD","1991","Ostdeutschland, neue Bundeslaender","","","",""
"CDU","1991","Westdeutschland, alte Bundeslaender","","","",""
"CDU","1991","Ostdeutschland, neue Bundeslaender","","","",""
"CSU","1991","Westdeutschland, alte Bundeslaender","","","",""
"CSU","1991","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1991","Westdeutschland, alte Bundeslaender","205","0.0541933942770093","0.0473144216544356","0.061072366899583"
"FDP","1991","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1991","Westdeutschland, alte Bundeslaender","221","0.0517429691984878","0.0450126146647227","0.058473323732253"
"Buendnis90/Gruene","1991","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1991","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1991","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1991","Westdeutschland, alte Bundeslaender","45","0.00984709522157151","0.00684686601257409","0.0128473244305689"
"NPD/Republikaner/Die Rechte","1991","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1991","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1991","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1991","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1991","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1991","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1991","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","1991","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","1991","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1991","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1991","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","1991","Westdeutschland, alte Bundeslaender","1776","0.43215553995241","0.417103894767986","0.447207185136835"
"CDU/CSU","1991","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","1991","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","1991","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1991","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1991","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1991","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1991","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1991","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1991","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1991","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1991","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1991","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1991","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1991","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1991","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1991","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1991","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1991","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1991","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1991","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1991","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1991","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1991","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1991","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1991","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","1991","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","1991","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","1991","Westdeutschland, alte Bundeslaender","","","",""
"AfD","1991","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1991","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1991","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","1991","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","1991","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","1992","Westdeutschland, alte Bundeslaender","2089","0.452647085056208","0.437692964999292","0.467601205113125"
"SPD","1992","Ostdeutschland, neue Bundeslaender","464","0.366971360320262","0.340740902644483","0.39320181799604"
"CDU","1992","Westdeutschland, alte Bundeslaender","1329","0.349150936586042","0.334829254494094","0.36347261867799"
"CDU","1992","Ostdeutschland, neue Bundeslaender","462","0.336983263470868","0.311258907266308","0.362707619675427"
"CSU","1992","Westdeutschland, alte Bundeslaender","297","0.0745791276513379","0.0666864280049186","0.0824718272977572"
"CSU","1992","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1992","Westdeutschland, alte Bundeslaender","168","0.0460561078042176","0.0397588378137957","0.0523533777946395"
"FDP","1992","Ostdeutschland, neue Bundeslaender","80","0.0578279459790838","0.0451247764053632","0.0705311155528043"
"Buendnis90/Gruene","1992","Westdeutschland, alte Bundeslaender","273","0.0543735079652385","0.0475610980382888","0.0611859178921883"
"Buendnis90/Gruene","1992","Ostdeutschland, neue Bundeslaender","130","0.100145316689586","0.0838080418284341","0.116482591550738"
"Die Linke","1992","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1992","Ostdeutschland, neue Bundeslaender","114","0.097331254659082","0.0811999881431096","0.113462521175054"
"NPD/Republikaner/Die Rechte","1992","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1992","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1992","Westdeutschland, alte Bundeslaender","88","0.0203317201505672","0.0160916419513489","0.0245717983497855"
"Andere","1992","Ostdeutschland, neue Bundeslaender","31","0.0256417850022216","0.0170395449885654","0.0342440250158778"
"SPD/Buendnis90/Gruene","1992","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1992","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1992","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1992","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","1992","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","1992","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1992","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1992","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","1992","Westdeutschland, alte Bundeslaender","","","",""
"CDU/CSU","1992","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","1992","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","1992","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1992","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1992","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1992","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1992","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1992","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1992","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1992","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1992","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1992","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1992","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1992","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1992","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1992","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1992","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1992","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1992","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1992","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1992","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1992","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1992","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1992","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1992","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","1992","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","1992","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","1992","Westdeutschland, alte Bundeslaender","","","",""
"AfD","1992","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1992","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1992","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","1992","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","1992","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","1993","Westdeutschland, alte Bundeslaender","1809","0.432538875531625","0.416790974914648","0.448286776148601"
"SPD","1993","Ostdeutschland, neue Bundeslaender","415","0.374406779097693","0.345871322851193","0.402942235344193"
"CDU","1993","Westdeutschland, alte Bundeslaender","1117","0.325316829185456","0.310425096262043","0.340208562108869"
"CDU","1993","Ostdeutschland, neue Bundeslaender","329","0.291479042532218","0.26468446156889","0.318273623495545"
"CSU","1993","Westdeutschland, alte Bundeslaender","257","0.0731743992299246","0.0648964906044357","0.0814523078554135"
"CSU","1993","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1993","Westdeutschland, alte Bundeslaender","148","0.0485155673072375","0.0416861533879233","0.0553449812265516"
"FDP","1993","Ostdeutschland, neue Bundeslaender","55","0.0506994453876581","0.0377643265338101","0.0636345642415061"
"Buendnis90/Gruene","1993","Westdeutschland, alte Bundeslaender","325","0.0795778089329645","0.070975172603346","0.088180445262583"
"Buendnis90/Gruene","1993","Ostdeutschland, neue Bundeslaender","113","0.093493990776053","0.0763289774596712","0.110659004092435"
"Die Linke","1993","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1993","Ostdeutschland, neue Bundeslaender","134","0.139074410841993","0.118672381179019","0.159476440504967"
"NPD/Republikaner/Die Rechte","1993","Westdeutschland, alte Bundeslaender","105","0.030552425533076","0.0250819252345241","0.0360229258316278"
"NPD/Republikaner/Die Rechte","1993","Ostdeutschland, neue Bundeslaender","34","0.0284203058463973","0.0186226869954614","0.0382179246973332"
"Andere","1993","Westdeutschland, alte Bundeslaender","32","0.00874370346514611","0.00578444618639199","0.0117029607439002"
"Andere","1993","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1993","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1993","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1993","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1993","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","1993","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","1993","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1993","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1993","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","1993","Westdeutschland, alte Bundeslaender","","","",""
"CDU/CSU","1993","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","1993","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","1993","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1993","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1993","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1993","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1993","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1993","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1993","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1993","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1993","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1993","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1993","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1993","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1993","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1993","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1993","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1993","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1993","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1993","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1993","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1993","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","1993","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","1993","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","1993","Westdeutschland, alte Bundeslaender","","","",""
"AfD","1993","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1993","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1993","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","1993","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","1993","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","1994","Westdeutschland, alte Bundeslaender","2032","0.471931097402293","0.45641793653564","0.487444258268946"
"SPD","1994","Ostdeutschland, neue Bundeslaender","383","0.338365321517302","0.310862964725449","0.365867678309155"
"CDU","1994","Westdeutschland, alte Bundeslaender","1140","0.321690252611163","0.307174195055872","0.336206310166454"
"CDU","1994","Ostdeutschland, neue Bundeslaender","352","0.298022272596091","0.27143621837147","0.324608326820713"
"CSU","1994","Westdeutschland, alte Bundeslaender","262","0.069215720062296","0.0613281615825569","0.0771032785420351"
"CSU","1994","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1994","Westdeutschland, alte Bundeslaender","110","0.0352157166347796","0.0294877684987091","0.0409436647708501"
"FDP","1994","Ostdeutschland, neue Bundeslaender","41","0.0360815004704116","0.0252414747875407","0.0469215261532826"
"Buendnis90/Gruene","1994","Westdeutschland, alte Bundeslaender","308","0.0732403879007871","0.0651443120365551","0.081336463765019"
"Buendnis90/Gruene","1994","Ostdeutschland, neue Bundeslaender","111","0.0995424144524052","0.0821402377395698","0.116944591165241"
"Die Linke","1994","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1994","Ostdeutschland, neue Bundeslaender","194","0.179795133560138","0.157473910068102","0.202116357052173"
"NPD/Republikaner/Die Rechte","1994","Westdeutschland, alte Bundeslaender","71","0.0157390774136671","0.0118713090315457","0.0196068457957884"
"NPD/Republikaner/Die Rechte","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1994","Westdeutschland, alte Bundeslaender","39","0.00885557577842053","0.00594423814341078","0.0117669134134303"
"Andere","1994","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1994","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1994","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1994","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1994","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","1994","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","1994","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1994","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","1994","Westdeutschland, alte Bundeslaender","","","",""
"CDU/CSU","1994","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","1994","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","1994","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1994","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1994","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1994","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1994","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1994","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1994","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1994","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1994","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1994","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1994","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1994","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1994","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1994","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1994","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1994","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","1994","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","1994","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","1994","Westdeutschland, alte Bundeslaender","","","",""
"AfD","1994","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1994","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1994","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","1994","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","1994","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","1995","Westdeutschland, alte Bundeslaender","2077","0.442356487605031","0.427837117675362","0.4568758575347"
"SPD","1995","Ostdeutschland, neue Bundeslaender","427","0.315180521742851","0.290461805933556","0.339899237552146"
"CDU","1995","Westdeutschland, alte Bundeslaender","1404","0.333224703491129","0.319444945550976","0.347004461431283"
"CDU","1995","Ostdeutschland, neue Bundeslaender","515","0.360561094979165","0.335013670305729","0.386108519652601"
"CSU","1995","Westdeutschland, alte Bundeslaender","326","0.0767946166596528","0.0690107068444162","0.0845785264748894"
"CSU","1995","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1995","Westdeutschland, alte Bundeslaender","114","0.0298424549597922","0.0248682732149476","0.0348166367046368"
"FDP","1995","Ostdeutschland, neue Bundeslaender","32","0.0221238932163544","0.0142980550735011","0.0299497313592077"
"Buendnis90/Gruene","1995","Westdeutschland, alte Bundeslaender","470","0.09750362332434","0.0888316815374293","0.106175565111251"
"Buendnis90/Gruene","1995","Ostdeutschland, neue Bundeslaender","102","0.074772169379458","0.0607778267854873","0.0887665119734286"
"Die Linke","1995","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1995","Ostdeutschland, neue Bundeslaender","244","0.200076565397575","0.17879123043396","0.22136190036119"
"NPD/Republikaner/Die Rechte","1995","Westdeutschland, alte Bundeslaender","41","0.0095038438108476","0.00666749730800689","0.0123401903136883"
"NPD/Republikaner/Die Rechte","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1995","Westdeutschland, alte Bundeslaender","39","0.00734254711738326","0.00484676701579678","0.00983832721896973"
"Andere","1995","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1995","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1995","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1995","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1995","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","1995","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","1995","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1995","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","1995","Westdeutschland, alte Bundeslaender","","","",""
"CDU/CSU","1995","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","1995","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","1995","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1995","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1995","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1995","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1995","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1995","Westdeutschland, alte Bundeslaender","","","",""
