"plh0012_h","year","sampreg","n","percent","lower_confidence","upper_confidence"
"CSU","2012","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","2012","Westdeutschland, alte Bundeslaender","194","0.0222640436853546","0.0188732285476753","0.0256548588230339"
"FDP","2012","Ostdeutschland, neue Bundeslaender","34","0.0169430521138524","0.0106758642865168","0.0232102399411879"
"Buendnis90/Gruene","2012","Westdeutschland, alte Bundeslaender","1208","0.161432170488639","0.152976356147739","0.169887984829538"
"Buendnis90/Gruene","2012","Ostdeutschland, neue Bundeslaender","135","0.080544248037152","0.0673291548018538","0.0937593412724502"
"Die Linke","2012","Westdeutschland, alte Bundeslaender","143","0.0207783157611768","0.0175001041878417","0.0240565273345119"
"Die Linke","2012","Ostdeutschland, neue Bundeslaender","387","0.260610375795345","0.239293670748348","0.281927080842342"
"NPD/Republikaner/Die Rechte","2012","Westdeutschland, alte Bundeslaender","45","0.00814244389373424","0.00607709542177317","0.0102077923656953"
"NPD/Republikaner/Die Rechte","2012","Ostdeutschland, neue Bundeslaender","42","0.0384612509421987","0.0291226321659416","0.0477998697184557"
"Andere","2012","Westdeutschland, alte Bundeslaender","54","0.0077970919753243","0.00577566585315126","0.00981851809749735"
"Andere","2012","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2012","Westdeutschland, alte Bundeslaender","37","0.00603463195173882","0.00425470443272669","0.00781455947075095"
"SPD/Buendnis90/Gruene","2012","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","2012","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","2012","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","2012","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","2012","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2012","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2012","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","2012","Westdeutschland, alte Bundeslaender","","","",""
"CDU/CSU","2012","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","2012","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","2012","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2012","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2012","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2012","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2012","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","2012","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","2012","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2012","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2012","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2012","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2012","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","2012","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","2012","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2012","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2012","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","2012","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","2012","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","2012","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","2012","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","2012","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","2012","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","2012","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","2012","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","2012","Westdeutschland, alte Bundeslaender","159","0.0254050126106066","0.0217887239355419","0.0290213012856712"
"Piratenpartei","2012","Ostdeutschland, neue Bundeslaender","44","0.0235629693502272","0.0161970886824795","0.030928850017975"
"AfD","2012","Westdeutschland, alte Bundeslaender","","","",""
"AfD","2012","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2012","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2012","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","2012","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","2012","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","2013","Westdeutschland, alte Bundeslaender","2684","0.338453776436831","0.32812353791001","0.348784014963652"
"SPD","2013","Ostdeutschland, neue Bundeslaender","443","0.255360009661141","0.234287572816025","0.276432446506257"
"CDU","2013","Westdeutschland, alte Bundeslaender","2723","0.343719825561877","0.333351049286637","0.354088601837117"
"CDU","2013","Ostdeutschland, neue Bundeslaender","597","0.3587514765367","0.335573518217751","0.381929434855648"
"CSU","2013","Westdeutschland, alte Bundeslaender","616","0.0717829772605344","0.0661476898857135","0.0774182646353554"
"CSU","2013","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","2013","Westdeutschland, alte Bundeslaender","230","0.0258437350792351","0.022379777823531","0.0293076923349391"
"FDP","2013","Ostdeutschland, neue Bundeslaender","42","0.0227752094383423","0.0155659016480267","0.0299845172286578"
"Buendnis90/Gruene","2013","Westdeutschland, alte Bundeslaender","1326","0.15697106574241","0.149029399820123","0.164912731664697"
"Buendnis90/Gruene","2013","Ostdeutschland, neue Bundeslaender","138","0.0825800331647374","0.0692789576127281","0.0958811087167467"
"Die Linke","2013","Westdeutschland, alte Bundeslaender","183","0.0198524641882453","0.0168071401756572","0.0228977882008334"
"Die Linke","2013","Ostdeutschland, neue Bundeslaender","356","0.225871026913425","0.205664016557149","0.246078037269701"
"NPD/Republikaner/Die Rechte","2013","Westdeutschland, alte Bundeslaender","36","0.00575794232616011","0.00410613156710265","0.00740975308521757"
"NPD/Republikaner/Die Rechte","2013","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","2013","Westdeutschland, alte Bundeslaender","92","0.0134636690483498","0.0109476216068127","0.0159797164898869"
"Andere","2013","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2013","Westdeutschland, alte Bundeslaender","49","0.0072937421133295","0.00543608244672761","0.00915140177993139"
"SPD/Buendnis90/Gruene","2013","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","2013","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","2013","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","2013","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","2013","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2013","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2013","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","2013","Westdeutschland, alte Bundeslaender","","","",""
"CDU/CSU","2013","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","2013","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","2013","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2013","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2013","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2013","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2013","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","2013","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","2013","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2013","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2013","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2013","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2013","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","2013","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","2013","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2013","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2013","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","2013","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","2013","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","2013","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","2013","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","2013","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","2013","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","2013","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","2013","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","2013","Westdeutschland, alte Bundeslaender","75","0.00926817368589099","0.00717620244745905","0.0113601449243229"
"Piratenpartei","2013","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","2013","Westdeutschland, alte Bundeslaender","","","",""
"AfD","2013","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2013","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2013","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","2013","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","2013","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","2014","Westdeutschland, alte Bundeslaender","3116","0.332791650475394","0.323454184951897","0.34212911599889"
"SPD","2014","Ostdeutschland, neue Bundeslaender","472","0.222128927814807","0.204586916404505","0.239670939225109"
"CDU","2014","Westdeutschland, alte Bundeslaender","3193","0.337596195144465","0.328225490596246","0.346966899692683"
"CDU","2014","Ostdeutschland, neue Bundeslaender","769","0.353000643278065","0.33283264984255","0.373168636713579"
"CSU","2014","Westdeutschland, alte Bundeslaender","802","0.0739716077684747","0.0687853183995013","0.079157897137448"
"CSU","2014","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","2014","Westdeutschland, alte Bundeslaender","246","0.0234238955734347","0.0204268408515818","0.0264209502952876"
"FDP","2014","Ostdeutschland, neue Bundeslaender","56","0.0207975631506313","0.0147752201483343","0.0268199061529283"
"Buendnis90/Gruene","2014","Westdeutschland, alte Bundeslaender","1523","0.141487526511512","0.134581242309086","0.148393810713938"
"Buendnis90/Gruene","2014","Ostdeutschland, neue Bundeslaender","188","0.0749724189795213","0.0638589121360938","0.0860859258229487"
"Die Linke","2014","Westdeutschland, alte Bundeslaender","397","0.0353648675808127","0.0317048799310254","0.0390248552306"
"Die Linke","2014","Ostdeutschland, neue Bundeslaender","517","0.254645127380605","0.236259762596452","0.273030492164758"
"NPD/Republikaner/Die Rechte","2014","Westdeutschland, alte Bundeslaender","52","0.00625616568875592","0.0046937254726793","0.00781860590483253"
"NPD/Republikaner/Die Rechte","2014","Ostdeutschland, neue Bundeslaender","47","0.026522174425121","0.0197412233083301","0.0333031255419119"
"Andere","2014","Westdeutschland, alte Bundeslaender","96","0.00895753995033347","0.00709050446640288","0.0108245754342641"
"Andere","2014","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2014","Westdeutschland, alte Bundeslaender","44","0.00659044186847134","0.00498707281070124","0.00819381092624143"
"SPD/Buendnis90/Gruene","2014","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","2014","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","2014","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","2014","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","2014","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2014","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2014","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","2014","Westdeutschland, alte Bundeslaender","","","",""
"CDU/CSU","2014","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","2014","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","2014","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2014","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2014","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2014","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2014","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","2014","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","2014","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2014","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2014","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2014","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2014","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","2014","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","2014","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2014","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2014","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","2014","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","2014","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","2014","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","2014","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","2014","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","2014","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","2014","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","2014","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","2014","Westdeutschland, alte Bundeslaender","91","0.0090365085790023","0.00716133608367557","0.010911681074329"
"Piratenpartei","2014","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","2014","Westdeutschland, alte Bundeslaender","159","0.0142411343213351","0.011893287812057","0.0165889808306133"
"AfD","2014","Ostdeutschland, neue Bundeslaender","50","0.0211437056641259","0.0150725266362026","0.0272148846920492"
"CDU+/oder CSU/AfD","2014","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2014","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","2014","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","2014","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","2015","Westdeutschland, alte Bundeslaender","2598","0.316404271199379","0.306492283264581","0.326316259134176"
"SPD","2015","Ostdeutschland, neue Bundeslaender","388","0.190423092281335","0.172589159912546","0.208257024650124"
"CDU","2015","Westdeutschland, alte Bundeslaender","2834","0.34847130599379","0.338316065543485","0.358626546444095"
"CDU","2015","Ostdeutschland, neue Bundeslaender","619","0.33549852673371","0.314052268279467","0.356944785187953"
"CSU","2015","Westdeutschland, alte Bundeslaender","661","0.0737192303064455","0.0681499170570946","0.0792885435557965"
"CSU","2015","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","2015","Westdeutschland, alte Bundeslaender","237","0.0255191944944664","0.022158259975043","0.0288801290138898"
"FDP","2015","Ostdeutschland, neue Bundeslaender","33","0.0144167271549554","0.00900247778858283","0.019830976521328"
"Buendnis90/Gruene","2015","Westdeutschland, alte Bundeslaender","1316","0.144146224262143","0.136660370363598","0.151632078160687"
"Buendnis90/Gruene","2015","Ostdeutschland, neue Bundeslaender","157","0.0725707244761445","0.060787086742166","0.0843543622101231"
"Die Linke","2015","Westdeutschland, alte Bundeslaender","357","0.0322220690169712","0.0284584600494336","0.0359856779845088"
"Die Linke","2015","Ostdeutschland, neue Bundeslaender","465","0.263020679171605","0.243022942232892","0.283018416110318"
"NPD/Republikaner/Die Rechte","2015","Westdeutschland, alte Bundeslaender","55","0.00669926657715257","0.00496068956262318","0.00843784359168195"
"NPD/Republikaner/Die Rechte","2015","Ostdeutschland, neue Bundeslaender","43","0.0296265330987427","0.0219251606700218","0.0373279055274637"
"Andere","2015","Westdeutschland, alte Bundeslaender","78","0.00959800216536637","0.00752004734193389","0.0116759569887989"
"Andere","2015","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2015","Westdeutschland, alte Bundeslaender","45","0.00665619297967947","0.00492317658054823","0.00838920937881071"
"SPD/Buendnis90/Gruene","2015","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","2015","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","2015","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","2015","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","2015","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2015","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2015","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","2015","Westdeutschland, alte Bundeslaender","","","",""
"CDU/CSU","2015","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","2015","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","2015","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2015","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2015","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2015","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2015","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","2015","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","2015","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2015","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2015","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2015","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2015","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","2015","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","2015","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2015","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2015","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","2015","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","2015","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","2015","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","2015","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","2015","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","2015","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","2015","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","2015","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","2015","Westdeutschland, alte Bundeslaender","50","0.00537754160610725","0.00381884731060715","0.00693623590160736"
"Piratenpartei","2015","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","2015","Westdeutschland, alte Bundeslaender","178","0.0228874707801576","0.0197002575594045","0.0260746840009108"
"AfD","2015","Ostdeutschland, neue Bundeslaender","95","0.0618258432105348","0.0508866571390934","0.0727650292819762"
"CDU+/oder CSU/AfD","2015","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2015","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","2015","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","2015","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","2016","Westdeutschland, alte Bundeslaender","2181","0.289420482356307","0.279337694945417","0.299503269767197"
"SPD","2016","Ostdeutschland, neue Bundeslaender","300","0.174140713237821","0.156022756393425","0.192258670082218"
"CDU","2016","Westdeutschland, alte Bundeslaender","2476","0.324251967967466","0.313844541727009","0.334659394207924"
"CDU","2016","Ostdeutschland, neue Bundeslaender","536","0.310527198494189","0.288420981690692","0.332633415297687"
"CSU","2016","Westdeutschland, alte Bundeslaender","634","0.0801895415589215","0.074151200024435","0.086227883093408"
"CSU","2016","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","2016","Westdeutschland, alte Bundeslaender","248","0.0313143521931471","0.0274420184104187","0.0351866859758755"
"FDP","2016","Ostdeutschland, neue Bundeslaender","32","0.0153024980302831","0.00943789504301392","0.0211671010175522"
"Buendnis90/Gruene","2016","Westdeutschland, alte Bundeslaender","1357","0.166643845725268","0.158358328972109","0.174929362478428"
"Buendnis90/Gruene","2016","Ostdeutschland, neue Bundeslaender","144","0.0733332030594571","0.0608789363641103","0.0857874697548039"
"Die Linke","2016","Westdeutschland, alte Bundeslaender","311","0.0356685959060109","0.0315450978095171","0.0397920940025046"
"Die Linke","2016","Ostdeutschland, neue Bundeslaender","392","0.240224684190225","0.219814005854204","0.260635362526247"
"NPD/Republikaner/Die Rechte","2016","Westdeutschland, alte Bundeslaender","38","0.00628605242690643","0.00452881951514362","0.00804328533866924"
"NPD/Republikaner/Die Rechte","2016","Ostdeutschland, neue Bundeslaender","33","0.0244701526951248","0.0170886521948145","0.0318516531954352"
"Andere","2016","Westdeutschland, alte Bundeslaender","78","0.0102386145552761","0.00800043210262729","0.0124767970079248"
"Andere","2016","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2016","Westdeutschland, alte Bundeslaender","33","0.00293013678022692","0.00172838056088879","0.00413189299956506"
"SPD/Buendnis90/Gruene","2016","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","2016","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","2016","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","2016","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","2016","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2016","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2016","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","2016","Westdeutschland, alte Bundeslaender","","","",""
"CDU/CSU","2016","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","2016","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","2016","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2016","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2016","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2016","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2016","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","2016","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","2016","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2016","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2016","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2016","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2016","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","2016","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","2016","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2016","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2016","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","2016","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","2016","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","2016","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","2016","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","2016","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","2016","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","2016","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","2016","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","2016","Westdeutschland, alte Bundeslaender","46","0.00707983501024074","0.00521569567592087","0.00894397434456061"
"Piratenpartei","2016","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","2016","Westdeutschland, alte Bundeslaender","326","0.0400857540644471","0.0357244046318141","0.0444471034970801"
"AfD","2016","Ostdeutschland, neue Bundeslaender","191","0.131026058874277","0.114905197309215","0.147146920439339"
"CDU+/oder CSU/AfD","2016","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2016","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","2016","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","2016","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","2017","Westdeutschland, alte Bundeslaender","2785","0.332425231399266","0.32272127631586","0.342129186482671"
"SPD","2017","Ostdeutschland, neue Bundeslaender","411","0.213059458289196","0.194579600873715","0.231539315704676"
"CDU","2017","Westdeutschland, alte Bundeslaender","3031","0.315180874754402","0.305610703720067","0.324751045788737"
"CDU","2017","Ostdeutschland, neue Bundeslaender","601","0.294164460030226","0.273599678099755","0.314729241960696"
"CSU","2017","Westdeutschland, alte Bundeslaender","640","0.0688487947145999","0.0636331247001488","0.0740644647290511"
"CSU","2017","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","2017","Westdeutschland, alte Bundeslaender","367","0.0397036431638704","0.0356813876940109","0.0437258986337299"
"FDP","2017","Ostdeutschland, neue Bundeslaender","62","0.0307015500786411","0.0229160563822104","0.0384870437750718"
"Buendnis90/Gruene","2017","Westdeutschland, alte Bundeslaender","1252","0.124544800106278","0.117742878941147","0.131346721271408"
"Buendnis90/Gruene","2017","Ostdeutschland, neue Bundeslaender","145","0.0722779680685779","0.0605913419687269","0.0839645941684289"
"Die Linke","2017","Westdeutschland, alte Bundeslaender","407","0.0460682285013767","0.0417499440773409","0.0503865129254125"
"Die Linke","2017","Ostdeutschland, neue Bundeslaender","410","0.227094965077996","0.208187031507368","0.246002898648624"
"NPD/Republikaner/Die Rechte","2017","Westdeutschland, alte Bundeslaender","56","0.00505587885915643","0.00359488124838022","0.00651687646993264"
"NPD/Republikaner/Die Rechte","2017","Ostdeutschland, neue Bundeslaender","31","0.0155739446217823","0.009985793918427","0.0211620953251377"
"Andere","2017","Westdeutschland, alte Bundeslaender","102","0.0114207664046695","0.00923197085579927","0.0136095619535396"
"Andere","2017","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2017","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2017","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","2017","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","2017","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","2017","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","2017","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2017","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2017","Ostdeutschland, neue Bundeslaender","","","",""
