"plh0012_h","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"SPD/Buendnis90/Gruene","1994","16-34 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","1994","35-65 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","1994","35-65 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","1994","66 und älter","maennlich","","","",""
"SPD/Buendnis90/Gruene","1994","66 und älter","weiblich","","","",""
"SPD/CDU","1994","16-34 Jahre alt","maennlich","","","",""
"SPD/CDU","1994","16-34 Jahre alt","weiblich","","","",""
"SPD/CDU","1994","35-65 Jahre alt","maennlich","","","",""
"SPD/CDU","1994","35-65 Jahre alt","weiblich","","","",""
"SPD/CDU","1994","66 und älter","maennlich","","","",""
"SPD/CDU","1994","66 und älter","weiblich","","","",""
"SPD/FDP","1994","16-34 Jahre alt","maennlich","","","",""
"SPD/FDP","1994","16-34 Jahre alt","weiblich","","","",""
"SPD/FDP","1994","35-65 Jahre alt","maennlich","","","",""
"SPD/FDP","1994","35-65 Jahre alt","weiblich","","","",""
"SPD/FDP","1994","66 und älter","maennlich","","","",""
"SPD/FDP","1994","66 und älter","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1994","16-34 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1994","16-34 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1994","35-65 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1994","35-65 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1994","66 und älter","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1994","66 und älter","weiblich","","","",""
"CDU/CSU","1994","16-34 Jahre alt","maennlich","","","",""
"CDU/CSU","1994","16-34 Jahre alt","weiblich","","","",""
"CDU/CSU","1994","35-65 Jahre alt","maennlich","","","",""
"CDU/CSU","1994","35-65 Jahre alt","weiblich","","","",""
"CDU/CSU","1994","66 und älter","maennlich","","","",""
"CDU/CSU","1994","66 und älter","weiblich","","","",""
"CDU/FDP","1994","16-34 Jahre alt","maennlich","","","",""
"CDU/FDP","1994","16-34 Jahre alt","weiblich","","","",""
"CDU/FDP","1994","35-65 Jahre alt","maennlich","","","",""
"CDU/FDP","1994","35-65 Jahre alt","weiblich","","","",""
"CDU/FDP","1994","66 und älter","maennlich","","","",""
"CDU/FDP","1994","66 und älter","weiblich","","","",""
"CDU/Buendnis90/Gruene","1994","16-34 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","1994","16-34 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","1994","35-65 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","1994","35-65 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","1994","66 und älter","maennlich","","","",""
"CDU/Buendnis90/Gruene","1994","66 und älter","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1994","16-34 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1994","16-34 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1994","35-65 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1994","35-65 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1994","66 und älter","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1994","66 und älter","weiblich","","","",""
"SPD/Die Linke","1994","16-34 Jahre alt","maennlich","","","",""
"SPD/Die Linke","1994","16-34 Jahre alt","weiblich","","","",""
"SPD/Die Linke","1994","35-65 Jahre alt","maennlich","","","",""
"SPD/Die Linke","1994","35-65 Jahre alt","weiblich","","","",""
"SPD/Die Linke","1994","66 und älter","maennlich","","","",""
"SPD/Die Linke","1994","66 und älter","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1994","16-34 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1994","16-34 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1994","35-65 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1994","35-65 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1994","66 und älter","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1994","66 und älter","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1994","16-34 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1994","16-34 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1994","35-65 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1994","35-65 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1994","66 und älter","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1994","66 und älter","weiblich","","","",""
"CDU/Die Linke","1994","16-34 Jahre alt","maennlich","","","",""
"CDU/Die Linke","1994","16-34 Jahre alt","weiblich","","","",""
"CDU/Die Linke","1994","35-65 Jahre alt","maennlich","","","",""
"CDU/Die Linke","1994","35-65 Jahre alt","weiblich","","","",""
"CDU/Die Linke","1994","66 und älter","maennlich","","","",""
"CDU/Die Linke","1994","66 und älter","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1994","16-34 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1994","16-34 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1994","35-65 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1994","35-65 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1994","66 und älter","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1994","66 und älter","weiblich","","","",""
"CSU/FDP","1994","16-34 Jahre alt","maennlich","","","",""
"CSU/FDP","1994","16-34 Jahre alt","weiblich","","","",""
"CSU/FDP","1994","35-65 Jahre alt","maennlich","","","",""
"CSU/FDP","1994","35-65 Jahre alt","weiblich","","","",""
"CSU/FDP","1994","66 und älter","maennlich","","","",""
"CSU/FDP","1994","66 und älter","weiblich","","","",""
"Gruene/FDP","1994","16-34 Jahre alt","maennlich","","","",""
"Gruene/FDP","1994","16-34 Jahre alt","weiblich","","","",""
"Gruene/FDP","1994","35-65 Jahre alt","maennlich","","","",""
"Gruene/FDP","1994","35-65 Jahre alt","weiblich","","","",""
"Gruene/FDP","1994","66 und älter","maennlich","","","",""
"Gruene/FDP","1994","66 und älter","weiblich","","","",""
"FDP/Die Linke","1994","16-34 Jahre alt","maennlich","","","",""
"FDP/Die Linke","1994","16-34 Jahre alt","weiblich","","","",""
"FDP/Die Linke","1994","35-65 Jahre alt","maennlich","","","",""
"FDP/Die Linke","1994","35-65 Jahre alt","weiblich","","","",""
"FDP/Die Linke","1994","66 und älter","maennlich","","","",""
"FDP/Die Linke","1994","66 und älter","weiblich","","","",""
"FDP/NPD","1994","16-34 Jahre alt","maennlich","","","",""
"FDP/NPD","1994","16-34 Jahre alt","weiblich","","","",""
"FDP/NPD","1994","35-65 Jahre alt","maennlich","","","",""
"FDP/NPD","1994","35-65 Jahre alt","weiblich","","","",""
"FDP/NPD","1994","66 und älter","maennlich","","","",""
"FDP/NPD","1994","66 und älter","weiblich","","","",""
"Piratenpartei","1994","16-34 Jahre alt","maennlich","","","",""
"Piratenpartei","1994","16-34 Jahre alt","weiblich","","","",""
"Piratenpartei","1994","35-65 Jahre alt","maennlich","","","",""
"Piratenpartei","1994","35-65 Jahre alt","weiblich","","","",""
"Piratenpartei","1994","66 und älter","maennlich","","","",""
"Piratenpartei","1994","66 und älter","weiblich","","","",""
"AfD","1994","16-34 Jahre alt","maennlich","","","",""
"AfD","1994","16-34 Jahre alt","weiblich","","","",""
"AfD","1994","35-65 Jahre alt","maennlich","","","",""
"AfD","1994","35-65 Jahre alt","weiblich","","","",""
"AfD","1994","66 und älter","maennlich","","","",""
"AfD","1994","66 und älter","weiblich","","","",""
"CDU+/oder CSU/AfD","1994","16-34 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","1994","16-34 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","1994","35-65 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","1994","35-65 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","1994","66 und älter","maennlich","","","",""
"CDU+/oder CSU/AfD","1994","66 und älter","weiblich","","","",""
"SPD/AfD","1994","16-34 Jahre alt","maennlich","","","",""
"SPD/AfD","1994","16-34 Jahre alt","weiblich","","","",""
"SPD/AfD","1994","35-65 Jahre alt","maennlich","","","",""
"SPD/AfD","1994","35-65 Jahre alt","weiblich","","","",""
"SPD/AfD","1994","66 und älter","maennlich","","","",""
"SPD/AfD","1994","66 und älter","weiblich","","","",""
"SPD","1995","16-34 Jahre alt","maennlich","370","0.3897117583306","0.358385212804844","0.421038303856357"
"SPD","1995","16-34 Jahre alt","weiblich","305","0.412663205427305","0.376950056982016","0.448376353872593"
"SPD","1995","35-65 Jahre alt","maennlich","817","0.445731064229219","0.422845284425639","0.468616844032799"
"SPD","1995","35-65 Jahre alt","weiblich","659","0.438677962575983","0.413698824669652","0.463657100482313"
"SPD","1995","66 und älter","maennlich","167","0.44780275490986","0.3968581678128","0.49874734200692"
"SPD","1995","66 und älter","weiblich","186","0.367204696195879","0.324825215201485","0.409584177190272"
"CDU","1995","16-34 Jahre alt","maennlich","266","0.282055762963402","0.253149889564464","0.310961636362339"
"CDU","1995","16-34 Jahre alt","weiblich","175","0.23099619952639","0.200422124893801","0.261570274158979"
"CDU","1995","35-65 Jahre alt","maennlich","601","0.341353819777437","0.319521621514388","0.363186018040487"
"CDU","1995","35-65 Jahre alt","weiblich","534","0.34668457833596","0.322727866611305","0.370641290060616"
"CDU","1995","66 und älter","maennlich","126","0.339740770152713","0.291218778108583","0.388262762196842"
"CDU","1995","66 und älter","weiblich","217","0.43768514073902","0.394069668609879","0.481300612868161"
"CSU","1995","16-34 Jahre alt","maennlich","57","0.0648170145255488","0.0490021287082697","0.0806319003428279"
"CSU","1995","16-34 Jahre alt","weiblich","","","",""
"CSU","1995","35-65 Jahre alt","maennlich","103","0.0587570722623399","0.0479290302730193","0.0695851142516606"
"CSU","1995","35-65 Jahre alt","weiblich","78","0.0611866431829126","0.0491219457705651","0.07325134059526"
"CSU","1995","66 und älter","maennlich","37","0.116392048495081","0.0835372345666232","0.149246862423539"
"CSU","1995","66 und älter","weiblich","39","0.084694560536821","0.0602162929650512","0.109172828108591"
"FDP","1995","16-34 Jahre alt","maennlich","","","",""
"FDP","1995","16-34 Jahre alt","weiblich","","","",""
"FDP","1995","35-65 Jahre alt","maennlich","56","0.0300657943153447","0.022203008000712","0.0379285806299774"
"FDP","1995","35-65 Jahre alt","weiblich","35","0.0258200211700192","0.0178364649621034","0.033803577377935"
"FDP","1995","66 und älter","maennlich","","","",""
"FDP","1995","66 und älter","weiblich","","","",""
"Buendnis90/Gruene","1995","16-34 Jahre alt","maennlich","147","0.17073013121265","0.146560151802092","0.194900110623208"
"Buendnis90/Gruene","1995","16-34 Jahre alt","weiblich","160","0.244760343901675","0.213571478134687","0.275949209668663"
"Buendnis90/Gruene","1995","35-65 Jahre alt","maennlich","120","0.0731322817790735","0.061144676494032","0.0851198870641149"
"Buendnis90/Gruene","1995","35-65 Jahre alt","weiblich","132","0.0944025223864516","0.079684214220825","0.109120830552078"
"Buendnis90/Gruene","1995","66 und älter","maennlich","","","",""
"Buendnis90/Gruene","1995","66 und älter","weiblich","","","",""
"Die Linke","1995","16-34 Jahre alt","maennlich","44","0.0388384035890119","0.0264275360402805","0.0512492711377433"
"Die Linke","1995","16-34 Jahre alt","weiblich","45","0.0436020081807625","0.0287884552109673","0.0584155611505577"
"Die Linke","1995","35-65 Jahre alt","maennlich","73","0.0273736760422337","0.0198607594786265","0.0348865926058409"
"Die Linke","1995","35-65 Jahre alt","weiblich","62","0.0234073714392481","0.0157965499685064","0.0310181929099899"
"Die Linke","1995","66 und älter","maennlich","","","",""
"Die Linke","1995","66 und älter","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1995","16-34 Jahre alt","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1995","16-34 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1995","35-65 Jahre alt","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1995","35-65 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1995","66 und älter","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1995","66 und älter","weiblich","","","",""
"Andere","1995","16-34 Jahre alt","maennlich","","","",""
"Andere","1995","16-34 Jahre alt","weiblich","","","",""
"Andere","1995","35-65 Jahre alt","maennlich","","","",""
"Andere","1995","35-65 Jahre alt","weiblich","","","",""
"Andere","1995","66 und älter","maennlich","","","",""
"Andere","1995","66 und älter","weiblich","","","",""
"SPD/Buendnis90/Gruene","1995","16-34 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","1995","16-34 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","1995","35-65 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","1995","35-65 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","1995","66 und älter","maennlich","","","",""
"SPD/Buendnis90/Gruene","1995","66 und älter","weiblich","","","",""
"SPD/CDU","1995","16-34 Jahre alt","maennlich","","","",""
"SPD/CDU","1995","16-34 Jahre alt","weiblich","","","",""
"SPD/CDU","1995","35-65 Jahre alt","maennlich","","","",""
"SPD/CDU","1995","35-65 Jahre alt","weiblich","","","",""
"SPD/CDU","1995","66 und älter","maennlich","","","",""
"SPD/CDU","1995","66 und älter","weiblich","","","",""
"SPD/FDP","1995","16-34 Jahre alt","maennlich","","","",""
"SPD/FDP","1995","16-34 Jahre alt","weiblich","","","",""
"SPD/FDP","1995","35-65 Jahre alt","maennlich","","","",""
"SPD/FDP","1995","35-65 Jahre alt","weiblich","","","",""
"SPD/FDP","1995","66 und älter","maennlich","","","",""
"SPD/FDP","1995","66 und älter","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1995","16-34 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1995","16-34 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1995","35-65 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1995","35-65 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1995","66 und älter","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1995","66 und älter","weiblich","","","",""
"CDU/CSU","1995","16-34 Jahre alt","maennlich","","","",""
"CDU/CSU","1995","16-34 Jahre alt","weiblich","","","",""
"CDU/CSU","1995","35-65 Jahre alt","maennlich","","","",""
"CDU/CSU","1995","35-65 Jahre alt","weiblich","","","",""
"CDU/CSU","1995","66 und älter","maennlich","","","",""
"CDU/CSU","1995","66 und älter","weiblich","","","",""
"CDU/FDP","1995","16-34 Jahre alt","maennlich","","","",""
"CDU/FDP","1995","16-34 Jahre alt","weiblich","","","",""
"CDU/FDP","1995","35-65 Jahre alt","maennlich","","","",""
"CDU/FDP","1995","35-65 Jahre alt","weiblich","","","",""
"CDU/FDP","1995","66 und älter","maennlich","","","",""
"CDU/FDP","1995","66 und älter","weiblich","","","",""
"CDU/Buendnis90/Gruene","1995","16-34 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","1995","16-34 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","1995","35-65 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","1995","35-65 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","1995","66 und älter","maennlich","","","",""
"CDU/Buendnis90/Gruene","1995","66 und älter","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1995","16-34 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1995","16-34 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1995","35-65 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1995","35-65 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1995","66 und älter","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1995","66 und älter","weiblich","","","",""
"SPD/Die Linke","1995","16-34 Jahre alt","maennlich","","","",""
"SPD/Die Linke","1995","16-34 Jahre alt","weiblich","","","",""
"SPD/Die Linke","1995","35-65 Jahre alt","maennlich","","","",""
"SPD/Die Linke","1995","35-65 Jahre alt","weiblich","","","",""
"SPD/Die Linke","1995","66 und älter","maennlich","","","",""
"SPD/Die Linke","1995","66 und älter","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1995","16-34 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1995","16-34 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1995","35-65 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1995","35-65 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1995","66 und älter","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1995","66 und älter","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1995","16-34 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1995","16-34 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1995","35-65 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1995","35-65 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1995","66 und älter","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1995","66 und älter","weiblich","","","",""
"CDU/Die Linke","1995","16-34 Jahre alt","maennlich","","","",""
"CDU/Die Linke","1995","16-34 Jahre alt","weiblich","","","",""
"CDU/Die Linke","1995","35-65 Jahre alt","maennlich","","","",""
"CDU/Die Linke","1995","35-65 Jahre alt","weiblich","","","",""
"CDU/Die Linke","1995","66 und älter","maennlich","","","",""
"CDU/Die Linke","1995","66 und älter","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1995","16-34 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1995","16-34 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1995","35-65 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1995","35-65 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1995","66 und älter","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1995","66 und älter","weiblich","","","",""
"CSU/FDP","1995","16-34 Jahre alt","maennlich","","","",""
"CSU/FDP","1995","16-34 Jahre alt","weiblich","","","",""
"CSU/FDP","1995","35-65 Jahre alt","maennlich","","","",""
"CSU/FDP","1995","35-65 Jahre alt","weiblich","","","",""
"CSU/FDP","1995","66 und älter","maennlich","","","",""
"CSU/FDP","1995","66 und älter","weiblich","","","",""
"Gruene/FDP","1995","16-34 Jahre alt","maennlich","","","",""
"Gruene/FDP","1995","16-34 Jahre alt","weiblich","","","",""
"Gruene/FDP","1995","35-65 Jahre alt","maennlich","","","",""
"Gruene/FDP","1995","35-65 Jahre alt","weiblich","","","",""
"Gruene/FDP","1995","66 und älter","maennlich","","","",""
"Gruene/FDP","1995","66 und älter","weiblich","","","",""
"FDP/Die Linke","1995","16-34 Jahre alt","maennlich","","","",""
"FDP/Die Linke","1995","16-34 Jahre alt","weiblich","","","",""
"FDP/Die Linke","1995","35-65 Jahre alt","maennlich","","","",""
"FDP/Die Linke","1995","35-65 Jahre alt","weiblich","","","",""
"FDP/Die Linke","1995","66 und älter","maennlich","","","",""
"FDP/Die Linke","1995","66 und älter","weiblich","","","",""
"FDP/NPD","1995","16-34 Jahre alt","maennlich","","","",""
"FDP/NPD","1995","16-34 Jahre alt","weiblich","","","",""
"FDP/NPD","1995","35-65 Jahre alt","maennlich","","","",""
"FDP/NPD","1995","35-65 Jahre alt","weiblich","","","",""
"FDP/NPD","1995","66 und älter","maennlich","","","",""
"FDP/NPD","1995","66 und älter","weiblich","","","",""
"Piratenpartei","1995","16-34 Jahre alt","maennlich","","","",""
"Piratenpartei","1995","16-34 Jahre alt","weiblich","","","",""
"Piratenpartei","1995","35-65 Jahre alt","maennlich","","","",""
"Piratenpartei","1995","35-65 Jahre alt","weiblich","","","",""
"Piratenpartei","1995","66 und älter","maennlich","","","",""
"Piratenpartei","1995","66 und älter","weiblich","","","",""
"AfD","1995","16-34 Jahre alt","maennlich","","","",""
"AfD","1995","16-34 Jahre alt","weiblich","","","",""
"AfD","1995","35-65 Jahre alt","maennlich","","","",""
"AfD","1995","35-65 Jahre alt","weiblich","","","",""
"AfD","1995","66 und älter","maennlich","","","",""
"AfD","1995","66 und älter","weiblich","","","",""
"CDU+/oder CSU/AfD","1995","16-34 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","1995","16-34 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","1995","35-65 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","1995","35-65 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","1995","66 und älter","maennlich","","","",""
"CDU+/oder CSU/AfD","1995","66 und älter","weiblich","","","",""
"SPD/AfD","1995","16-34 Jahre alt","maennlich","","","",""
"SPD/AfD","1995","16-34 Jahre alt","weiblich","","","",""
"SPD/AfD","1995","35-65 Jahre alt","maennlich","","","",""
"SPD/AfD","1995","35-65 Jahre alt","weiblich","","","",""
"SPD/AfD","1995","66 und älter","maennlich","","","",""
"SPD/AfD","1995","66 und älter","weiblich","","","",""
"SPD","1996","16-34 Jahre alt","maennlich","304","0.313941886358394","0.283067857014383","0.344815915702406"
"SPD","1996","16-34 Jahre alt","weiblich","240","0.349446157331217","0.312506755217952","0.386385559444482"
"SPD","1996","35-65 Jahre alt","maennlich","731","0.421097587170102","0.397620432674537","0.444574741665667"
"SPD","1996","35-65 Jahre alt","weiblich","551","0.387357996250127","0.362029424590109","0.412686567910145"
"SPD","1996","66 und älter","maennlich","155","0.444173572188444","0.392918075817669","0.495429068559219"
"SPD","1996","66 und älter","weiblich","161","0.340933551932378","0.297941405946891","0.383925697917865"
"CDU","1996","16-34 Jahre alt","maennlich","270","0.327437019468206","0.296218047543097","0.358655991393315"
"CDU","1996","16-34 Jahre alt","weiblich","167","0.265934619979816","0.231704145865265","0.300165094094367"
"CDU","1996","35-65 Jahre alt","maennlich","581","0.347636996891556","0.324992688649576","0.370281305133536"
"CDU","1996","35-65 Jahre alt","weiblich","503","0.357522450064056","0.332603388138473","0.382441511989639"
"CDU","1996","66 und älter","maennlich","133","0.366413565088907","0.316710497097677","0.416116633080136"
"CDU","1996","66 und älter","weiblich","208","0.442300860469534","0.397255659374185","0.487346061564882"
"CSU","1996","16-34 Jahre alt","maennlich","57","0.064745445678051","0.0483751035235852","0.0811157878325168"
"CSU","1996","16-34 Jahre alt","weiblich","","","",""
"CSU","1996","35-65 Jahre alt","maennlich","109","0.0694840251263107","0.0573932038211283","0.0815748464314931"
"CSU","1996","35-65 Jahre alt","weiblich","87","0.0740872929271699","0.0604694620141846","0.0877051238401552"
"CSU","1996","66 und älter","maennlich","38","0.109840863058952","0.0775848797741752","0.14209684634373"
"CSU","1996","66 und älter","weiblich","43","0.101389160579873","0.0740130818649244","0.128765239294821"
"FDP","1996","16-34 Jahre alt","maennlich","","","",""
"FDP","1996","16-34 Jahre alt","weiblich","","","",""
"FDP","1996","35-65 Jahre alt","maennlich","45","0.0280570300479509","0.0202048067449257","0.0359092533509762"
"FDP","1996","35-65 Jahre alt","weiblich","30","0.023469872856303","0.0155985224952102","0.0313412232173958"
"FDP","1996","66 und älter","maennlich","","","",""
"FDP","1996","66 und älter","weiblich","","","",""
"Buendnis90/Gruene","1996","16-34 Jahre alt","maennlich","142","0.177367009855492","0.151955661388364","0.20277835832262"
"Buendnis90/Gruene","1996","16-34 Jahre alt","weiblich","152","0.254800248470586","0.221040874982434","0.288559621958738"
"Buendnis90/Gruene","1996","35-65 Jahre alt","maennlich","120","0.0803851712237465","0.067456843429426","0.093313499018067"
"Buendnis90/Gruene","1996","35-65 Jahre alt","weiblich","154","0.116241277808726","0.0995765549220656","0.132906000695386"
"Buendnis90/Gruene","1996","66 und älter","maennlich","","","",""
"Buendnis90/Gruene","1996","66 und älter","weiblich","","","",""
"Die Linke","1996","16-34 Jahre alt","maennlich","41","0.0488223666995124","0.0344863513505013","0.0631583820485234"
"Die Linke","1996","16-34 Jahre alt","weiblich","37","0.0422209918252275","0.0266414394059069","0.0578005442445481"
"Die Linke","1996","35-65 Jahre alt","maennlich","74","0.0275056438748639","0.019728755699487","0.0352825320502408"
"Die Linke","1996","35-65 Jahre alt","weiblich","77","0.0279034980385335","0.0193403181469736","0.0364666779300935"
"Die Linke","1996","66 und älter","maennlich","","","",""
"Die Linke","1996","66 und älter","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1996","16-34 Jahre alt","maennlich","34","0.0424357243994264","0.0290254394481585","0.0558460093506943"
"NPD/Republikaner/Die Rechte","1996","16-34 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1996","35-65 Jahre alt","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1996","35-65 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1996","66 und älter","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1996","66 und älter","weiblich","","","",""
"Andere","1996","16-34 Jahre alt","maennlich","","","",""
"Andere","1996","16-34 Jahre alt","weiblich","","","",""
"Andere","1996","35-65 Jahre alt","maennlich","","","",""
"Andere","1996","35-65 Jahre alt","weiblich","","","",""
"Andere","1996","66 und älter","maennlich","","","",""
"Andere","1996","66 und älter","weiblich","","","",""
"SPD/Buendnis90/Gruene","1996","16-34 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","1996","16-34 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","1996","35-65 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","1996","35-65 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","1996","66 und älter","maennlich","","","",""
"SPD/Buendnis90/Gruene","1996","66 und älter","weiblich","","","",""
"SPD/CDU","1996","16-34 Jahre alt","maennlich","","","",""
"SPD/CDU","1996","16-34 Jahre alt","weiblich","","","",""
"SPD/CDU","1996","35-65 Jahre alt","maennlich","","","",""
"SPD/CDU","1996","35-65 Jahre alt","weiblich","","","",""
"SPD/CDU","1996","66 und älter","maennlich","","","",""
"SPD/CDU","1996","66 und älter","weiblich","","","",""
"SPD/FDP","1996","16-34 Jahre alt","maennlich","","","",""
"SPD/FDP","1996","16-34 Jahre alt","weiblich","","","",""
"SPD/FDP","1996","35-65 Jahre alt","maennlich","","","",""
"SPD/FDP","1996","35-65 Jahre alt","weiblich","","","",""
"SPD/FDP","1996","66 und älter","maennlich","","","",""
"SPD/FDP","1996","66 und älter","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1996","16-34 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1996","16-34 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1996","35-65 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1996","35-65 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1996","66 und älter","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1996","66 und älter","weiblich","","","",""
"CDU/CSU","1996","16-34 Jahre alt","maennlich","","","",""
"CDU/CSU","1996","16-34 Jahre alt","weiblich","","","",""
"CDU/CSU","1996","35-65 Jahre alt","maennlich","","","",""
"CDU/CSU","1996","35-65 Jahre alt","weiblich","","","",""
"CDU/CSU","1996","66 und älter","maennlich","","","",""
