"plh0012_h","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"SPD/CDU","2005","35-65 Jahre alt","maennlich","","","",""
"SPD/CDU","2005","35-65 Jahre alt","weiblich","","","",""
"SPD/CDU","2005","66 und älter","maennlich","","","",""
"SPD/CDU","2005","66 und älter","weiblich","","","",""
"SPD/FDP","2005","16-34 Jahre alt","maennlich","","","",""
"SPD/FDP","2005","16-34 Jahre alt","weiblich","","","",""
"SPD/FDP","2005","35-65 Jahre alt","maennlich","","","",""
"SPD/FDP","2005","35-65 Jahre alt","weiblich","","","",""
"SPD/FDP","2005","66 und älter","maennlich","","","",""
"SPD/FDP","2005","66 und älter","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2005","16-34 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2005","16-34 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2005","35-65 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2005","35-65 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2005","66 und älter","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2005","66 und älter","weiblich","","","",""
"CDU/CSU","2005","16-34 Jahre alt","maennlich","","","",""
"CDU/CSU","2005","16-34 Jahre alt","weiblich","","","",""
"CDU/CSU","2005","35-65 Jahre alt","maennlich","","","",""
"CDU/CSU","2005","35-65 Jahre alt","weiblich","","","",""
"CDU/CSU","2005","66 und älter","maennlich","","","",""
"CDU/CSU","2005","66 und älter","weiblich","","","",""
"CDU/FDP","2005","16-34 Jahre alt","maennlich","","","",""
"CDU/FDP","2005","16-34 Jahre alt","weiblich","","","",""
"CDU/FDP","2005","35-65 Jahre alt","maennlich","","","",""
"CDU/FDP","2005","35-65 Jahre alt","weiblich","","","",""
"CDU/FDP","2005","66 und älter","maennlich","","","",""
"CDU/FDP","2005","66 und älter","weiblich","","","",""
"CDU/Buendnis90/Gruene","2005","16-34 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","2005","16-34 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","2005","35-65 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","2005","35-65 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","2005","66 und älter","maennlich","","","",""
"CDU/Buendnis90/Gruene","2005","66 und älter","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2005","16-34 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2005","16-34 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2005","35-65 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2005","35-65 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2005","66 und älter","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2005","66 und älter","weiblich","","","",""
"SPD/Die Linke","2005","16-34 Jahre alt","maennlich","","","",""
"SPD/Die Linke","2005","16-34 Jahre alt","weiblich","","","",""
"SPD/Die Linke","2005","35-65 Jahre alt","maennlich","","","",""
"SPD/Die Linke","2005","35-65 Jahre alt","weiblich","","","",""
"SPD/Die Linke","2005","66 und älter","maennlich","","","",""
"SPD/Die Linke","2005","66 und älter","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2005","16-34 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2005","16-34 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2005","35-65 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2005","35-65 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2005","66 und älter","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2005","66 und älter","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2005","16-34 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2005","16-34 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2005","35-65 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2005","35-65 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2005","66 und älter","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2005","66 und älter","weiblich","","","",""
"CDU/Die Linke","2005","16-34 Jahre alt","maennlich","","","",""
"CDU/Die Linke","2005","16-34 Jahre alt","weiblich","","","",""
"CDU/Die Linke","2005","35-65 Jahre alt","maennlich","","","",""
"CDU/Die Linke","2005","35-65 Jahre alt","weiblich","","","",""
"CDU/Die Linke","2005","66 und älter","maennlich","","","",""
"CDU/Die Linke","2005","66 und älter","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2005","16-34 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2005","16-34 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2005","35-65 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2005","35-65 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2005","66 und älter","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2005","66 und älter","weiblich","","","",""
"CSU/FDP","2005","16-34 Jahre alt","maennlich","","","",""
"CSU/FDP","2005","16-34 Jahre alt","weiblich","","","",""
"CSU/FDP","2005","35-65 Jahre alt","maennlich","","","",""
"CSU/FDP","2005","35-65 Jahre alt","weiblich","","","",""
"CSU/FDP","2005","66 und älter","maennlich","","","",""
"CSU/FDP","2005","66 und älter","weiblich","","","",""
"Gruene/FDP","2005","16-34 Jahre alt","maennlich","","","",""
"Gruene/FDP","2005","16-34 Jahre alt","weiblich","","","",""
"Gruene/FDP","2005","35-65 Jahre alt","maennlich","","","",""
"Gruene/FDP","2005","35-65 Jahre alt","weiblich","","","",""
"Gruene/FDP","2005","66 und älter","maennlich","","","",""
"Gruene/FDP","2005","66 und älter","weiblich","","","",""
"FDP/Die Linke","2005","16-34 Jahre alt","maennlich","","","",""
"FDP/Die Linke","2005","16-34 Jahre alt","weiblich","","","",""
"FDP/Die Linke","2005","35-65 Jahre alt","maennlich","","","",""
"FDP/Die Linke","2005","35-65 Jahre alt","weiblich","","","",""
"FDP/Die Linke","2005","66 und älter","maennlich","","","",""
"FDP/Die Linke","2005","66 und älter","weiblich","","","",""
"FDP/NPD","2005","16-34 Jahre alt","maennlich","","","",""
"FDP/NPD","2005","16-34 Jahre alt","weiblich","","","",""
"FDP/NPD","2005","35-65 Jahre alt","maennlich","","","",""
"FDP/NPD","2005","35-65 Jahre alt","weiblich","","","",""
"FDP/NPD","2005","66 und älter","maennlich","","","",""
"FDP/NPD","2005","66 und älter","weiblich","","","",""
"Piratenpartei","2005","16-34 Jahre alt","maennlich","","","",""
"Piratenpartei","2005","16-34 Jahre alt","weiblich","","","",""
"Piratenpartei","2005","35-65 Jahre alt","maennlich","","","",""
"Piratenpartei","2005","35-65 Jahre alt","weiblich","","","",""
"Piratenpartei","2005","66 und älter","maennlich","","","",""
"Piratenpartei","2005","66 und älter","weiblich","","","",""
"AfD","2005","16-34 Jahre alt","maennlich","","","",""
"AfD","2005","16-34 Jahre alt","weiblich","","","",""
"AfD","2005","35-65 Jahre alt","maennlich","","","",""
"AfD","2005","35-65 Jahre alt","weiblich","","","",""
"AfD","2005","66 und älter","maennlich","","","",""
"AfD","2005","66 und älter","weiblich","","","",""
"CDU+/oder CSU/AfD","2005","16-34 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","2005","16-34 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","2005","35-65 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","2005","35-65 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","2005","66 und älter","maennlich","","","",""
"CDU+/oder CSU/AfD","2005","66 und älter","weiblich","","","",""
"SPD/AfD","2005","16-34 Jahre alt","maennlich","","","",""
"SPD/AfD","2005","16-34 Jahre alt","weiblich","","","",""
"SPD/AfD","2005","35-65 Jahre alt","maennlich","","","",""
"SPD/AfD","2005","35-65 Jahre alt","weiblich","","","",""
"SPD/AfD","2005","66 und älter","maennlich","","","",""
"SPD/AfD","2005","66 und älter","weiblich","","","",""
"SPD","2006","16-34 Jahre alt","maennlich","336","0.361579140951374","0.331154843746426","0.392003438156322"
"SPD","2006","16-34 Jahre alt","weiblich","348","0.405856715079075","0.374004131294112","0.437709298864037"
"SPD","2006","35-65 Jahre alt","maennlich","1109","0.359955624175502","0.34320439149378","0.376706856857224"
"SPD","2006","35-65 Jahre alt","weiblich","1105","0.383289014576726","0.365856428319347","0.400721600834105"
"SPD","2006","66 und älter","maennlich","481","0.412219425612978","0.385190099483762","0.439248751742194"
"SPD","2006","66 und älter","weiblich","432","0.367860123848083","0.340689265662354","0.395030982033811"
"CDU","2006","16-34 Jahre alt","maennlich","240","0.236057847391565","0.209166981008432","0.262948713774698"
"CDU","2006","16-34 Jahre alt","weiblich","247","0.262444724261613","0.233906370798579","0.290983077724648"
"CDU","2006","35-65 Jahre alt","maennlich","1050","0.316195093364021","0.299967245928123","0.332422940799919"
"CDU","2006","35-65 Jahre alt","weiblich","993","0.315202603167725","0.298544185658084","0.331861020677366"
"CDU","2006","66 und älter","maennlich","491","0.36714574671848","0.340676932887211","0.393614560549749"
"CDU","2006","66 und älter","weiblich","540","0.43786748682093","0.409913348633718","0.465821625008143"
"CSU","2006","16-34 Jahre alt","maennlich","60","0.0556834395183076","0.0411627524489381","0.0702041265876772"
"CSU","2006","16-34 Jahre alt","weiblich","41","0.0348112181702143","0.0229213115017757","0.0467011248386529"
"CSU","2006","35-65 Jahre alt","maennlich","227","0.0678739877696184","0.0590957721687012","0.0766522033705355"
"CSU","2006","35-65 Jahre alt","weiblich","177","0.0566893247855154","0.0483977731202944","0.0649808764507363"
"CSU","2006","66 und älter","maennlich","117","0.0931967773409511","0.0772335627433462","0.109159991938556"
"CSU","2006","66 und älter","weiblich","98","0.0991025647030439","0.082266696081823","0.115938433324265"
"FDP","2006","16-34 Jahre alt","maennlich","80","0.0944859465659195","0.0759635770914141","0.113008316040425"
"FDP","2006","16-34 Jahre alt","weiblich","32","0.0324961471563624","0.020994633744297","0.0439976605684279"
"FDP","2006","35-65 Jahre alt","maennlich","189","0.0556086333219769","0.0476109470947246","0.0636063195492291"
"FDP","2006","35-65 Jahre alt","weiblich","106","0.0295162746206731","0.0234477559274448","0.0355847933139013"
"FDP","2006","66 und älter","maennlich","53","0.0412683833495895","0.0303459191505786","0.0521908475486004"
"FDP","2006","66 und älter","weiblich","33","0.0252422212586615","0.0164039455483651","0.0340804969689579"
"Buendnis90/Gruene","2006","16-34 Jahre alt","maennlich","109","0.118871820479763","0.0983779334088458","0.139365707550681"
"Buendnis90/Gruene","2006","16-34 Jahre alt","weiblich","152","0.170329802878792","0.145945476135693","0.19471412962189"
"Buendnis90/Gruene","2006","35-65 Jahre alt","maennlich","270","0.0866064471475151","0.0767907459621962","0.096422148332834"
"Buendnis90/Gruene","2006","35-65 Jahre alt","weiblich","360","0.119186316550271","0.107568807488552","0.13080382561199"
"Buendnis90/Gruene","2006","66 und älter","maennlich","","","",""
"Buendnis90/Gruene","2006","66 und älter","weiblich","","","",""
"Die Linke","2006","16-34 Jahre alt","maennlich","51","0.0501547779092874","0.0363335091026825","0.0639760467158923"
"Die Linke","2006","16-34 Jahre alt","weiblich","42","0.039329109723542","0.0267207939938611","0.0519374254532228"
"Die Linke","2006","35-65 Jahre alt","maennlich","192","0.059193058088646","0.05095731307673","0.067428803100562"
"Die Linke","2006","35-65 Jahre alt","weiblich","171","0.0601279561497269","0.051604212473907","0.0686516998255469"
"Die Linke","2006","66 und älter","maennlich","93","0.0608198563752466","0.0476960285795285","0.0739436841709647"
"Die Linke","2006","66 und älter","weiblich","67","0.0425805751035857","0.0312039804489715","0.0539571697582"
"NPD/Republikaner/Die Rechte","2006","16-34 Jahre alt","maennlich","53","0.0597264195028389","0.0447200480119192","0.0747327909937587"
"NPD/Republikaner/Die Rechte","2006","16-34 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","2006","35-65 Jahre alt","maennlich","52","0.0263440466186659","0.0207546973151148","0.0319333959222171"
"NPD/Republikaner/Die Rechte","2006","35-65 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","2006","66 und älter","maennlich","","","",""
"NPD/Republikaner/Die Rechte","2006","66 und älter","weiblich","","","",""
"Andere","2006","16-34 Jahre alt","maennlich","","","",""
"Andere","2006","16-34 Jahre alt","weiblich","","","",""
"Andere","2006","35-65 Jahre alt","maennlich","36","0.0118390006777157","0.00806424693996459","0.0156137544154668"
"Andere","2006","35-65 Jahre alt","weiblich","","","",""
"Andere","2006","66 und älter","maennlich","","","",""
"Andere","2006","66 und älter","weiblich","","","",""
"SPD/Buendnis90/Gruene","2006","16-34 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","2006","16-34 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","2006","35-65 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","2006","35-65 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","2006","66 und älter","maennlich","","","",""
"SPD/Buendnis90/Gruene","2006","66 und älter","weiblich","","","",""
"SPD/CDU","2006","16-34 Jahre alt","maennlich","","","",""
"SPD/CDU","2006","16-34 Jahre alt","weiblich","","","",""
"SPD/CDU","2006","35-65 Jahre alt","maennlich","","","",""
"SPD/CDU","2006","35-65 Jahre alt","weiblich","","","",""
"SPD/CDU","2006","66 und älter","maennlich","","","",""
"SPD/CDU","2006","66 und älter","weiblich","","","",""
"SPD/FDP","2006","16-34 Jahre alt","maennlich","","","",""
"SPD/FDP","2006","16-34 Jahre alt","weiblich","","","",""
"SPD/FDP","2006","35-65 Jahre alt","maennlich","","","",""
"SPD/FDP","2006","35-65 Jahre alt","weiblich","","","",""
"SPD/FDP","2006","66 und älter","maennlich","","","",""
"SPD/FDP","2006","66 und älter","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2006","16-34 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2006","16-34 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2006","35-65 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2006","35-65 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2006","66 und älter","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2006","66 und älter","weiblich","","","",""
"CDU/CSU","2006","16-34 Jahre alt","maennlich","","","",""
"CDU/CSU","2006","16-34 Jahre alt","weiblich","","","",""
"CDU/CSU","2006","35-65 Jahre alt","maennlich","","","",""
"CDU/CSU","2006","35-65 Jahre alt","weiblich","","","",""
"CDU/CSU","2006","66 und älter","maennlich","","","",""
"CDU/CSU","2006","66 und älter","weiblich","","","",""
"CDU/FDP","2006","16-34 Jahre alt","maennlich","","","",""
"CDU/FDP","2006","16-34 Jahre alt","weiblich","","","",""
"CDU/FDP","2006","35-65 Jahre alt","maennlich","","","",""
"CDU/FDP","2006","35-65 Jahre alt","weiblich","","","",""
"CDU/FDP","2006","66 und älter","maennlich","","","",""
"CDU/FDP","2006","66 und älter","weiblich","","","",""
"CDU/Buendnis90/Gruene","2006","16-34 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","2006","16-34 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","2006","35-65 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","2006","35-65 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","2006","66 und älter","maennlich","","","",""
"CDU/Buendnis90/Gruene","2006","66 und älter","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2006","16-34 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2006","16-34 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2006","35-65 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2006","35-65 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2006","66 und älter","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2006","66 und älter","weiblich","","","",""
"SPD/Die Linke","2006","16-34 Jahre alt","maennlich","","","",""
"SPD/Die Linke","2006","16-34 Jahre alt","weiblich","","","",""
"SPD/Die Linke","2006","35-65 Jahre alt","maennlich","","","",""
"SPD/Die Linke","2006","35-65 Jahre alt","weiblich","","","",""
"SPD/Die Linke","2006","66 und älter","maennlich","","","",""
"SPD/Die Linke","2006","66 und älter","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2006","16-34 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2006","16-34 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2006","35-65 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2006","35-65 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2006","66 und älter","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2006","66 und älter","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2006","16-34 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2006","16-34 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2006","35-65 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2006","35-65 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2006","66 und älter","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2006","66 und älter","weiblich","","","",""
"CDU/Die Linke","2006","16-34 Jahre alt","maennlich","","","",""
"CDU/Die Linke","2006","16-34 Jahre alt","weiblich","","","",""
"CDU/Die Linke","2006","35-65 Jahre alt","maennlich","","","",""
"CDU/Die Linke","2006","35-65 Jahre alt","weiblich","","","",""
"CDU/Die Linke","2006","66 und älter","maennlich","","","",""
"CDU/Die Linke","2006","66 und älter","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2006","16-34 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2006","16-34 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2006","35-65 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2006","35-65 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2006","66 und älter","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2006","66 und älter","weiblich","","","",""
"CSU/FDP","2006","16-34 Jahre alt","maennlich","","","",""
"CSU/FDP","2006","16-34 Jahre alt","weiblich","","","",""
"CSU/FDP","2006","35-65 Jahre alt","maennlich","","","",""
"CSU/FDP","2006","35-65 Jahre alt","weiblich","","","",""
"CSU/FDP","2006","66 und älter","maennlich","","","",""
"CSU/FDP","2006","66 und älter","weiblich","","","",""
"Gruene/FDP","2006","16-34 Jahre alt","maennlich","","","",""
"Gruene/FDP","2006","16-34 Jahre alt","weiblich","","","",""
"Gruene/FDP","2006","35-65 Jahre alt","maennlich","","","",""
"Gruene/FDP","2006","35-65 Jahre alt","weiblich","","","",""
