"year","hhtyp","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2014","Paar mit Kind(ern)","Staedtischer Raum","5907.76","4412","15259","5805","6010.52"
"2014","Sonstige","Laendlicher Raum","7290.71","3889.5","486","6525.02","8056.4"
"2014","Sonstige","Staedtischer Raum","6247.44","4408","935","5790.96","6703.92"
"2015","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1074.88","0","3198","960.84","1188.92"
"2015","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","852.08","0","5554","769.91","934.25"
"2015","1-Pers.- Haushalt","Laendlicher Raum","1280.75","0","1174","1071.46","1490.04"
"2015","1-Pers.- Haushalt","Staedtischer Raum","1340.61","0","2453","1203.91","1477.31"
"2015","Alleinerziehende","Laendlicher Raum","5676.55","4392","1532","5364.9","5988.2"
"2015","Alleinerziehende","Staedtischer Raum","7582.97","4412","2896","7303.75","7862.19"
"2015","Paar mit Kind(ern)","Laendlicher Raum","5451.65","4410","7753","5312.32","5590.98"
"2015","Paar mit Kind(ern)","Staedtischer Raum","5744.55","4404","15030","5640.62","5848.48"
"2015","Sonstige","Laendlicher Raum","6760.13","2353","467","5980.69","7539.57"
"2015","Sonstige","Staedtischer Raum","6064.52","4290","995","5547.65","6581.39"
"2016","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","873.95","0","3064","768.06","979.84"
"2016","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","905.35","0","5130","816.42","994.28"
"2016","1-Pers.- Haushalt","Laendlicher Raum","1185.13","0","1073","989.75","1380.51"
"2016","1-Pers.- Haushalt","Staedtischer Raum","1304.39","0","2315","1161.68","1447.1"
"2016","Alleinerziehende","Laendlicher Raum","6003.97","4392","1372","5658.18","6349.76"
"2016","Alleinerziehende","Staedtischer Raum","7417.6","4434","2557","7122.54","7712.66"
"2016","Paar mit Kind(ern)","Laendlicher Raum","5635.99","4417","6903","5488.34","5783.64"
"2016","Paar mit Kind(ern)","Staedtischer Raum","5925.41","4410.5","13256","5811.26","6039.56"
"2016","Sonstige","Laendlicher Raum","4945.7","2196","370","3923.47","5967.93"
"2016","Sonstige","Staedtischer Raum","6671.89","3687","750","6028.7","7315.08"
"2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","885.79","0","3478","785.27","986.31"
"2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","872.78","0","5836","790.77","954.79"
"2017","1-Pers.- Haushalt","Laendlicher Raum","1223.29","0","1337","1037.24","1409.34"
"2017","1-Pers.- Haushalt","Staedtischer Raum","1369.82","0","2775","1225.94","1513.7"
"2017","Alleinerziehende","Laendlicher Raum","5970.71","4536","1523","5566.77","6374.65"
"2017","Alleinerziehende","Staedtischer Raum","7313.08","4584","2930","7022.11","7604.05"
"2017","Paar mit Kind(ern)","Laendlicher Raum","5491.27","4559.5","8359","5304.81","5677.73"
"2017","Paar mit Kind(ern)","Staedtischer Raum","6142.07","4559.5","16670","5995.05","6289.09"
"2017","Sonstige","Laendlicher Raum","4585.78","0","494","3744.46","5427.1"
"2017","Sonstige","Staedtischer Raum","8587.12","4548","1245","7920.11","9254.13"
"2018","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1017.48","0","3415","910.28","1124.68"
"2018","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","975.07","0","5822","884.43","1065.71"
"2018","1-Pers.- Haushalt","Laendlicher Raum","1218.46","0","1384","1037.54","1399.38"
"2018","1-Pers.- Haushalt","Staedtischer Raum","1366.94","0","3069","1218.92","1514.96"
"2018","Alleinerziehende","Laendlicher Raum","5785.43","4367.5","1488","5364.99","6205.87"
"2018","Alleinerziehende","Staedtischer Raum","7087.21","4590","3125","6775.27","7399.15"
"2018","Paar mit Kind(ern)","Laendlicher Raum","5549.82","4559.5","8560","5316.51","5783.13"
"2018","Paar mit Kind(ern)","Staedtischer Raum","6341.25","4602","17716","6167.83","6514.67"
"2018","Sonstige","Laendlicher Raum","5141.61","1417","505","4108.97","6174.25"
"2018","Sonstige","Staedtischer Raum","7141.38","4507","1402","6495.26","7787.5"
"2019","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1149.85","0","3671","1039.14","1260.56"
"2019","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","971.71","0","6386","887.13","1056.29"
"2019","1-Pers.- Haushalt","Laendlicher Raum","1156.15","0","1382","968.74","1343.56"
"2019","1-Pers.- Haushalt","Staedtischer Raum","1338.19","0","3015","1202.01","1474.37"
"2019","Alleinerziehende","Laendlicher Raum","6807.29","4644","1395","6378.05","7236.53"
"2019","Alleinerziehende","Staedtischer Raum","7084.18","4650","2852","6759.26","7409.1"
"2019","Paar mit Kind(ern)","Laendlicher Raum","5745.98","4559.5","8592","5525.27","5966.69"
"2019","Paar mit Kind(ern)","Staedtischer Raum","6439.26","4655","17838","6274.28","6604.24"
"2019","Sonstige","Laendlicher Raum","5888.07","3186.5","455","4916.32","6859.82"
"2019","Sonstige","Staedtischer Raum","7231.86","4262.5","1125","6471.26","7992.46"
"2020","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1080.15","0","3541","968.28","1192.02"
"2020","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1052.94","0","6724","971.6","1134.28"
"2020","1-Pers.- Haushalt","Laendlicher Raum","1234.11","0","1492","1054.98","1413.24"
"2020","1-Pers.- Haushalt","Staedtischer Raum","1387.72","0","3637","1244.68","1530.76"
"2020","Alleinerziehende","Laendlicher Raum","6639.21","4799","1290","6167.35","7111.07"
"2020","Alleinerziehende","Staedtischer Raum","6869.13","4668","2687","6552.35","7185.91"
"2020","Paar mit Kind(ern)","Laendlicher Raum","6009.77","4799","8266","5793.88","6225.66"
"2020","Paar mit Kind(ern)","Staedtischer Raum","6391.21","4799","16988","6233.11","6549.31"
"2020","Sonstige","Laendlicher Raum","5361.93","2304","607","4482.72","6241.14"
"2020","Sonstige","Staedtischer Raum","7510.97","3066","1318","6862.47","8159.47"
