year,pgisced97,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2006,Lower Secondary Level,female,203,6.24110,5.82059,6.66161,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,8.00000
2006,Upper Secondary Level,male,849,5.92503,5.72936,6.12070,4.00000,7.00000,8.00000,0.00000,10.00000,7.00000,6.00000,7.00000
2006,Upper Secondary Level,female,937,6.13590,5.94997,6.32184,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.97500,7.00000
2006,Post-secondary Non-tertiary Level,male,108,6.70657,6.21999,7.19316,5.73415,7.00000,9.00000,0.83538,10.00000,7.00000,7.00000,8.00000
2006,Post-secondary Non-tertiary Level,female,181,6.34944,5.93844,6.76045,4.00000,7.00000,8.00000,0.00000,10.00000,7.00000,6.00000,8.00000
2006,First Stage of Tertiary Education,male,177,6.51015,6.16550,6.85481,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
2006,First Stage of Tertiary Education,female,169,6.27841,5.85957,6.69724,4.23256,7.00000,8.00000,0.00000,10.00000,7.00000,6.00000,8.00000
2006,Second Stage of Tertiary Education,male,411,6.52542,6.27457,6.77627,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
2006,Second Stage of Tertiary Education,female,365,6.15415,5.82799,6.48032,4.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
2007,Pre-primary Level,male,,,,,,,,,,,,
2007,Pre-primary Level,female,,,,,,,,,,,,
2007,Primary Level,male,,,,,,,,,,,,
2007,Primary Level,female,,,,,,,,,,,,
2007,Lower Secondary Level,male,105,6.07496,5.51118,6.63874,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,5.97500,7.02500
2007,Lower Secondary Level,female,187,6.03892,5.58608,6.49176,4.00000,6.00000,9.00000,0.00000,10.00000,6.00000,6.00000,7.00000
2007,Upper Secondary Level,male,781,6.22789,6.03689,6.41889,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2007,Upper Secondary Level,female,883,6.22129,6.02796,6.41461,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2007,Post-secondary Non-tertiary Level,male,112,6.68858,6.29273,7.08442,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,8.00000
2007,Post-secondary Non-tertiary Level,female,172,6.22847,5.83882,6.61811,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,5.00000,7.02500
2007,First Stage of Tertiary Education,male,182,6.07182,5.68880,6.45485,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
2007,First Stage of Tertiary Education,female,142,5.73003,5.19249,6.26757,3.00000,7.00000,8.00000,0.00000,10.00000,7.00000,5.00000,8.00000
2007,Second Stage of Tertiary Education,male,401,6.54983,6.30230,6.79737,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
2007,Second Stage of Tertiary Education,female,393,6.35913,6.08375,6.63451,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
2008,Pre-primary Level,male,,,,,,,,,,,,
2008,Pre-primary Level,female,,,,,,,,,,,,
2008,Primary Level,male,,,,,,,,,,,,
2008,Primary Level,female,,,,,,,,,,,,
2008,Lower Secondary Level,male,98,5.95981,5.35830,6.56131,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,5.00000,8.00000
2008,Lower Secondary Level,female,148,6.41487,5.96569,6.86405,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,8.00000
2008,Upper Secondary Level,male,671,6.46898,6.27036,6.66759,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2008,Upper Secondary Level,female,720,6.58475,6.38163,6.78786,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
2008,Post-secondary Non-tertiary Level,male,105,7.20200,6.77271,7.63129,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2008,Post-secondary Non-tertiary Level,female,159,6.81003,6.42946,7.19060,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
2008,First Stage of Tertiary Education,male,139,6.72733,6.33188,7.12279,6.00000,7.89701,8.00000,3.00000,10.00000,8.00000,6.97500,8.00000
2008,First Stage of Tertiary Education,female,123,7.24145,6.82481,7.65809,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2008,Second Stage of Tertiary Education,male,338,6.85405,6.60431,7.10379,5.00000,7.00000,8.02868,0.45698,10.00000,7.00000,7.00000,8.00000
2008,Second Stage of Tertiary Education,female,298,6.87578,6.59305,7.15851,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2009,Pre-primary Level,male,,,,,,,,,,,,
2009,Pre-primary Level,female,,,,,,,,,,,,
2009,Primary Level,male,,,,,,,,,,,,
2009,Primary Level,female,,,,,,,,,,,,
2009,Lower Secondary Level,male,86,5.79401,5.15167,6.43635,4.00000,6.17199,8.00000,0.00000,10.00000,7.00000,5.00000,7.00000
2009,Lower Secondary Level,female,137,5.45721,4.84259,6.07183,2.00000,6.00000,8.00000,0.00000,10.00000,6.00000,5.00000,7.00000
2009,Upper Secondary Level,male,627,6.46375,6.26195,6.66554,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.02500
2009,Upper Secondary Level,female,665,6.83647,6.63659,7.03634,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2009,Post-secondary Non-tertiary Level,male,90,7.16764,6.64933,7.68595,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,9.00000
2009,Post-secondary Non-tertiary Level,female,144,7.00121,6.57142,7.43100,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2009,First Stage of Tertiary Education,male,119,6.08520,5.48991,6.68048,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,8.00000
2009,First Stage of Tertiary Education,female,104,7.45706,7.05946,7.85466,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,9.00000
2009,Second Stage of Tertiary Education,male,322,6.80189,6.51624,7.08753,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
2009,Second Stage of Tertiary Education,female,320,6.76491,6.44796,7.08186,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2010,Pre-primary Level,male,,,,,,,,,,,,
2010,Pre-primary Level,female,,,,,,,,,,,,
2010,Primary Level,male,61,7.13049,6.33264,7.92834,6.32731,8.00000,10.00000,0.81827,10.00000,8.00000,7.00000,9.00000
2010,Primary Level,female,96,6.85599,6.35842,7.35356,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,5.00000,8.00000
2010,Lower Secondary Level,male,243,6.91160,6.54827,7.27493,5.00000,8.00000,10.00000,0.00000,10.00000,8.00000,6.00000,9.00000
2010,Lower Secondary Level,female,437,6.18275,5.86790,6.49760,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,6.00000,8.00000
2010,Upper Secondary Level,male,1459,6.58217,6.43742,6.72692,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
2010,Upper Secondary Level,female,1753,6.80655,6.67132,6.94178,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2010,Post-secondary Non-tertiary Level,male,233,7.03340,6.74748,7.31932,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,6.00000,8.00000
2010,Post-secondary Non-tertiary Level,female,460,6.95578,6.71973,7.19183,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
2010,First Stage of Tertiary Education,male,249,6.55117,6.25835,6.84398,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,8.00000
2010,First Stage of Tertiary Education,female,153,7.63781,7.28728,7.98834,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2010,Second Stage of Tertiary Education,male,797,6.76162,6.58180,6.94143,6.00000,7.00000,9.00000,1.50000,10.00000,7.00000,7.00000,8.00000
2010,Second Stage of Tertiary Education,female,859,7.12575,6.94093,7.31056,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2011,Pre-primary Level,male,,,,,,,,,,,,
2011,Pre-primary Level,female,,,,,,,,,,,,
2011,Primary Level,male,63,7.57070,6.92906,8.21233,7.00000,8.35093,9.00000,4.00000,10.00000,9.00000,7.00000,9.00000
2011,Primary Level,female,83,7.18776,6.57769,7.79783,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2011,Lower Secondary Level,male,230,7.02982,6.71289,7.34674,6.00000,7.00000,9.00000,1.50000,10.00000,7.00000,7.00000,8.00000
2011,Lower Secondary Level,female,397,6.99351,6.71919,7.26782,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2011,Upper Secondary Level,male,1483,6.74267,6.60261,6.88273,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2011,Upper Secondary Level,female,1860,6.97720,6.85146,7.10295,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,8.00000,8.00000
2011,Post-secondary Non-tertiary Level,male,232,7.43772,7.14079,7.73465,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2011,Post-secondary Non-tertiary Level,female,510,7.09775,6.85786,7.33763,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,8.00000,8.00000
2011,First Stage of Tertiary Education,male,269,6.86536,6.55191,7.17882,6.00000,7.00000,9.00000,1.50000,10.00000,7.00000,7.00000,8.00000
2011,First Stage of Tertiary Education,female,166,7.31163,6.96889,7.65438,5.20037,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2011,Second Stage of Tertiary Education,male,867,6.83291,6.66632,6.99949,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2011,Second Stage of Tertiary Education,female,922,7.01155,6.83841,7.18470,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,8.00000,8.00000
2012,Pre-primary Level,male,,,,,,,,,,,,
2012,Pre-primary Level,female,,,,,,,,,,,,
2012,Primary Level,male,65,7.43232,6.72769,8.13695,7.00000,8.00000,9.97336,2.53995,10.00000,8.00000,7.00000,9.00000
2012,Primary Level,female,89,6.78901,6.19927,7.37875,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
2012,Lower Secondary Level,male,226,7.52394,7.20191,7.84598,6.00000,8.00000,10.00000,0.00000,10.00000,8.00000,8.00000,9.00000
2012,Lower Secondary Level,female,381,6.83422,6.54696,7.12149,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2012,Upper Secondary Level,male,1407,6.77431,6.63992,6.90870,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
2012,Upper Secondary Level,female,1704,7.24166,7.12378,7.35953,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2012,Post-secondary Non-tertiary Level,male,236,7.44020,7.17178,7.70863,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2012,Post-secondary Non-tertiary Level,female,466,7.44839,7.24326,7.65352,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2012,First Stage of Tertiary Education,male,267,7.21573,6.97846,7.45301,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2012,First Stage of Tertiary Education,female,159,7.33375,6.90926,7.75824,6.00000,8.00000,10.00000,0.00000,10.00000,8.00000,7.00000,9.00000
2012,Second Stage of Tertiary Education,male,816,7.39522,7.24803,7.54241,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2012,Second Stage of Tertiary Education,female,843,7.37354,7.20771,7.53937,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2013,Pre-primary Level,male,,,,,,,,,,,,
2013,Pre-primary Level,female,,,,,,,,,,,,
2013,Primary Level,male,53,7.24634,6.43269,8.06000,7.00000,8.00000,9.43106,3.35341,10.00000,8.00000,7.00000,9.00000
2013,Primary Level,female,79,6.87743,6.22958,7.52528,5.00000,7.33066,9.00000,0.00000,10.00000,8.00000,6.97500,9.00000
2013,Lower Secondary Level,male,190,6.82382,6.50678,7.14085,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,5.00000,8.00000
2013,Lower Secondary Level,female,333,7.08441,6.82016,7.34866,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2013,Upper Secondary Level,male,1274,6.89788,6.76071,7.03505,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2013,Upper Secondary Level,female,1560,7.00446,6.87297,7.13596,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2013,Post-secondary Non-tertiary Level,male,213,7.43126,7.08724,7.77527,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,9.00000
2013,Post-secondary Non-tertiary Level,female,418,7.78635,7.59536,7.97735,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2013,First Stage of Tertiary Education,male,238,6.94518,6.65317,7.23720,6.00000,7.30828,9.00000,1.50000,10.00000,7.00000,7.00000,8.00000
2013,First Stage of Tertiary Education,female,133,7.20334,6.81065,7.59604,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2013,Second Stage of Tertiary Education,male,727,7.39101,7.22758,7.55444,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2013,Second Stage of Tertiary Education,female,812,7.31735,7.13498,7.49972,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,9.00000
2014,Pre-primary Level,male,,,,,,,,,,,,
2014,Pre-primary Level,female,,,,,,,,,,,,
2014,Primary Level,male,64,6.28379,5.53732,7.03026,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,6.00000,8.00000
2014,Primary Level,female,107,6.80958,6.27564,7.34352,6.00000,7.00000,9.00000,1.50000,10.00000,7.00000,7.00000,8.00000
2014,Lower Secondary Level,male,273,7.28848,7.00272,7.57423,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2014,Lower Secondary Level,female,419,7.00771,6.74812,7.26729,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,8.00000,8.00000
2014,Upper Secondary Level,male,1273,6.90445,6.76468,7.04423,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2014,Upper Secondary Level,female,1464,6.97059,6.83740,7.10378,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.97500,8.00000
2014,Post-secondary Non-tertiary Level,male,244,7.23906,6.96703,7.51108,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2014,Post-secondary Non-tertiary Level,female,424,7.55674,7.33917,7.77430,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2014,First Stage of Tertiary Education,male,228,6.88071,6.58503,7.17638,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
2014,First Stage of Tertiary Education,female,131,6.83024,6.38471,7.27577,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,6.00000,8.00000
2014,Second Stage of Tertiary Education,male,765,7.35646,7.20284,7.51008,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2014,Second Stage of Tertiary Education,female,846,7.40897,7.24493,7.57301,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2015,Pre-primary Level,male,,,,,,,,,,,,
2015,Pre-primary Level,female,,,,,,,,,,,,
2015,Primary Level,male,62,6.13598,5.52201,6.74996,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,5.00000,8.00000
2015,Primary Level,female,94,7.11841,6.63368,7.60313,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2015,Lower Secondary Level,male,212,7.67079,7.34431,7.99728,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,9.00000
2015,Lower Secondary Level,female,341,7.13184,6.84069,7.42299,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,8.00000,8.00000
2015,Upper Secondary Level,male,1016,7.05218,6.89110,7.21326,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2015,Upper Secondary Level,female,1226,7.10956,6.96878,7.25034,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2015,Post-secondary Non-tertiary Level,male,199,7.78329,7.55584,8.01074,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,7.97500,9.00000
2015,Post-secondary Non-tertiary Level,female,368,7.64055,7.40679,7.87431,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,9.00000
2015,First Stage of Tertiary Education,male,196,7.24159,6.94177,7.54140,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,7.00000,8.00000
2015,First Stage of Tertiary Education,female,113,7.38534,6.93713,7.83355,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,9.00000
2015,Second Stage of Tertiary Education,male,643,7.56013,7.42541,7.69484,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2015,Second Stage of Tertiary Education,female,711,7.43881,7.25771,7.61992,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2016,Pre-primary Level,male,,,,,,,,,,,,
2016,Pre-primary Level,female,,,,,,,,,,,,
2016,Primary Level,male,56,7.14450,6.66606,7.62295,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,6.00000,8.00000
2016,Primary Level,female,83,6.40347,5.85974,6.94720,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,5.97500,8.00000
2016,Lower Secondary Level,male,199,7.12801,6.73882,7.51720,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2016,Lower Secondary Level,female,293,7.55393,7.30362,7.80425,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2016,Upper Secondary Level,male,913,7.13493,6.98980,7.28006,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2016,Upper Secondary Level,female,1073,7.09726,6.95409,7.24042,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2016,Post-secondary Non-tertiary Level,male,221,7.62680,7.38586,7.86773,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,7.00000,8.00000
2016,Post-secondary Non-tertiary Level,female,342,7.77095,7.56268,7.97923,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2016,First Stage of Tertiary Education,male,158,7.66283,7.40368,7.92198,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,7.00000,8.00000
2016,First Stage of Tertiary Education,female,102,7.09736,6.57017,7.62454,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2016,Second Stage of Tertiary Education,male,616,7.59922,7.45399,7.74444,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2016,Second Stage of Tertiary Education,female,687,7.64183,7.47518,7.80848,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2017,Pre-primary Level,male,,,,,,,,,,,,
2017,Pre-primary Level,female,,,,,,,,,,,,
2017,Primary Level,male,49,7.57541,6.88088,8.26995,6.26704,8.00000,9.00000,2.16759,10.00000,8.00000,7.00000,9.00000
2017,Primary Level,female,83,7.81307,7.28726,8.33888,7.00000,9.00000,10.00000,2.50000,10.00000,9.00000,7.00000,9.00000
2017,Lower Secondary Level,male,187,7.40565,7.03212,7.77919,6.00000,8.00000,10.00000,0.00000,10.00000,8.00000,7.00000,9.00000
2017,Lower Secondary Level,female,279,7.14818,6.81852,7.47784,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2017,Upper Secondary Level,male,814,7.14747,6.99392,7.30102,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2017,Upper Secondary Level,female,930,6.87782,6.71037,7.04528,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2017,Post-secondary Non-tertiary Level,male,200,7.70782,7.41792,7.99772,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2017,Post-secondary Non-tertiary Level,female,321,7.82731,7.60614,8.04848,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2017,First Stage of Tertiary Education,male,154,6.64890,6.27248,7.02532,5.22700,7.00000,8.00000,1.06751,10.00000,7.00000,6.97500,8.00000
2017,First Stage of Tertiary Education,female,76,7.75627,7.34738,8.16517,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2017,Second Stage of Tertiary Education,male,621,7.49369,7.33274,7.65463,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2017,Second Stage of Tertiary Education,female,662,7.62651,7.47064,7.78238,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2018,Pre-primary Level,male,,,,,,,,,,,,
2018,Pre-primary Level,female,,,,,,,,,,,,
2018,Primary Level,male,54,6.40579,5.65820,7.15338,5.00000,6.00000,9.00000,0.00000,10.00000,6.00000,5.00000,9.00000
2018,Primary Level,female,94,7.38549,6.82185,7.94912,6.00000,8.00000,10.00000,0.00000,10.00000,8.00000,7.00000,9.00000
2018,Lower Secondary Level,male,180,6.75228,6.34593,7.15863,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
2018,Lower Secondary Level,female,286,6.89079,6.56283,7.21876,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2018,Upper Secondary Level,male,756,7.03172,6.87681,7.18662,6.00000,7.05989,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
2018,Upper Secondary Level,female,877,6.88536,6.71194,7.05879,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2018,Post-secondary Non-tertiary Level,male,178,7.23687,6.96668,7.50706,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2018,Post-secondary Non-tertiary Level,female,291,7.39904,7.14303,7.65505,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2018,First Stage of Tertiary Education,male,133,6.87461,6.45123,7.29800,6.00000,8.00000,8.07186,2.89222,10.00000,8.00000,7.00000,8.00000
2018,First Stage of Tertiary Education,female,75,7.35653,6.87011,7.84295,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,7.97500,8.00000
2018,Second Stage of Tertiary Education,male,587,7.32021,7.15325,7.48717,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2018,Second Stage of Tertiary Education,female,626,7.43428,7.24698,7.62157,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2019,Pre-primary Level,male,,,,,,,,,,,,
2019,Pre-primary Level,female,,,,,,,,,,,,
2019,Primary Level,male,44,7.47760,6.64682,8.30838,6.81106,8.00000,10.00000,2.02765,10.00000,8.00000,7.00000,9.00000
2019,Primary Level,female,71,7.18002,6.53429,7.82576,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,7.00000,8.00000
2019,Lower Secondary Level,male,150,6.75512,6.24940,7.26083,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2019,Lower Secondary Level,female,208,6.19200,5.77576,6.60823,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.02500
2019,Upper Secondary Level,male,676,7.15784,6.99605,7.31963,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2019,Upper Secondary Level,female,805,7.28712,7.12491,7.44933,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2019,Post-secondary Non-tertiary Level,male,175,7.58679,7.30167,7.87191,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.02500
2019,Post-secondary Non-tertiary Level,female,290,7.38687,7.15132,7.62243,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2019,First Stage of Tertiary Education,male,167,8.00924,7.75484,8.26363,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,9.00000
2019,First Stage of Tertiary Education,female,69,7.34643,6.71492,7.97794,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,9.00000
2019,Second Stage of Tertiary Education,male,645,7.47403,7.31104,7.63702,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2019,Second Stage of Tertiary Education,female,649,7.28212,7.08838,7.47586,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2020,Pre-primary Level,male,,,,,,,,,,,,
2020,Pre-primary Level,female,,,,,,,,,,,,
2020,Primary Level,male,92,6.12201,5.47487,6.76916,5.00000,6.05884,8.00000,0.50000,10.00000,6.00000,5.00000,8.00000
2020,Primary Level,female,99,6.39108,5.91652,6.86565,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,5.00000,8.00000
2020,Lower Secondary Level,male,222,6.55281,6.21913,6.88650,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,8.00000
2020,Lower Secondary Level,female,250,6.83965,6.50313,7.17617,5.00000,7.25988,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
2020,Upper Secondary Level,male,760,6.65344,6.47944,6.82744,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
2020,Upper Secondary Level,female,801,6.84988,6.66332,7.03644,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
2020,Post-secondary Non-tertiary Level,male,176,7.04196,6.76848,7.31544,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,6.00000,8.00000
2020,Post-secondary Non-tertiary Level,female,291,7.13198,6.85540,7.40856,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2020,First Stage of Tertiary Education,male,128,7.26262,6.85520,7.67004,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2020,First Stage of Tertiary Education,female,63,7.67337,7.03561,8.31113,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,9.00000
2020,Second Stage of Tertiary Education,male,681,7.09186,6.91821,7.26552,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2020,Second Stage of Tertiary Education,female,678,7.33575,7.15215,7.51934,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2021,Pre-primary Level,male,,,,,,,,,,,,
2021,Pre-primary Level,female,,,,,,,,,,,,
2021,Primary Level,male,,,,,,,,,,,,
2021,Primary Level,female,,,,,,,,,,,,
2021,Lower Secondary Level,male,90,7.44015,6.93754,7.94276,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,9.00000
2021,Lower Secondary Level,female,106,6.97971,6.46462,7.49479,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,6.00000,8.00000
2021,Upper Secondary Level,male,396,6.92942,6.70534,7.15350,6.00000,7.00000,8.32906,2.50641,10.00000,7.00000,7.00000,8.00000
2021,Upper Secondary Level,female,442,6.92721,6.69240,7.16202,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
