year,bula_h,rentown,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,"Rhineland-Palatinate, Saarland",Tenant,No,0.56554,336,548,0.52400,0.60708
2017,Baden-Wuerttemberg,Owner,Yes,0.81618,796,923,0.79118,0.84119
2017,Baden-Wuerttemberg,Owner,No,0.18382,127,923,0.15881,0.20882
2017,Baden-Wuerttemberg,Tenant,Yes,0.41390,419,1026,0.38375,0.44406
2017,Baden-Wuerttemberg,Tenant,No,0.58610,607,1026,0.55594,0.61625
2017,Bavaria,Owner,Yes,0.81361,1043,1196,0.79153,0.83569
2017,Bavaria,Owner,No,0.18639,153,1196,0.16431,0.20847
2017,Bavaria,Tenant,Yes,0.38908,627,1493,0.36434,0.41382
2017,Bavaria,Tenant,No,0.61087,866,1493,0.58613,0.63561
2017,Berlin,Owner,Yes,0.72709,87,87,0.63294,0.82124
2017,Berlin,Tenant,Yes,0.12760,82,597,0.10081,0.15439
2017,Berlin,Tenant,No,0.86981,515,597,0.84280,0.89683
2017,Brandenburg,Owner,Yes,0.93949,269,269,0.91094,0.96803
2017,Brandenburg,Tenant,Yes,0.28114,124,418,0.23800,0.32429
2017,Brandenburg,Tenant,No,0.70147,294,418,0.65755,0.74539
2017,Mecklenburg-Western Pomerania,Owner,Yes,0.88175,117,117,0.82299,0.94051
2017,Mecklenburg-Western Pomerania,Tenant,Yes,0.21017,57,268,0.16130,0.25904
2017,Mecklenburg-Western Pomerania,Tenant,No,0.78983,211,268,0.74096,0.83870
2017,Saxony,Owner,Yes,0.91287,331,331,0.88244,0.94330
2017,Saxony,Tenant,Yes,0.31434,227,698,0.27988,0.34881
2017,Saxony,Tenant,No,0.68498,471,698,0.65049,0.71947
2017,Saxony-Anhalt,Owner,Yes,0.94923,219,219,0.92009,0.97837
2017,Saxony-Anhalt,Tenant,Yes,0.24514,88,383,0.20200,0.28828
2017,Saxony-Anhalt,Tenant,No,0.75423,295,383,0.71106,0.79741
2017,Thuringa,Owner,Yes,0.94172,249,249,0.91256,0.97088
2017,Thuringa,Tenant,Yes,0.29177,113,365,0.24507,0.33847
2017,Thuringa,Tenant,No,0.70823,252,365,0.66153,0.75493
2018,Schleswig-Holstein,Owner,Yes,0.91995,252,252,0.88637,0.95352
2018,Schleswig-Holstein,Tenant,Yes,0.42646,148,405,0.37824,0.47469
2018,Schleswig-Holstein,Tenant,No,0.57266,257,405,0.52442,0.62090
2018,Hamburg,Owner,Yes,0.72994,60,60,0.61665,0.84323
2018,Hamburg,Tenant,Yes,0.17055,57,282,0.12657,0.21452
2018,Hamburg,Tenant,No,0.81650,225,282,0.77124,0.86175
2018,Lower Saxony,Owner,Yes,0.93739,724,763,0.92019,0.95459
2018,Lower Saxony,Owner,No,0.06261,39,763,0.04541,0.07981
2018,Lower Saxony,Tenant,Yes,0.47588,478,1022,0.44524,0.50651
2018,Lower Saxony,Tenant,No,0.51762,544,1022,0.48697,0.54827
2018,Bremen,Owner,Yes,0.71898,43,43,0.58304,0.85492
2018,Bremen,Tenant,Yes,0.43500,41,131,0.34977,0.52022
2018,Bremen,Tenant,No,0.56500,90,131,0.47978,0.65023
2018,North Rhine-Westphalia,Owner,Yes,0.84488,1181,1340,0.82549,0.86427
2018,North Rhine-Westphalia,Owner,No,0.15512,159,1340,0.13573,0.17451
2018,North Rhine-Westphalia,Tenant,Yes,0.41002,873,2383,0.39027,0.42977
2018,North Rhine-Westphalia,Tenant,No,0.58614,1510,2383,0.56636,0.60592
2018,Hesse,Owner,Yes,0.81328,394,449,0.77720,0.84937
2018,Hesse,Owner,No,0.18672,55,449,0.15063,0.22280
2018,Hesse,Tenant,Yes,0.37668,260,765,0.34232,0.41104
2018,Hesse,Tenant,No,0.62216,505,765,0.58778,0.65654
2018,"Rhineland-Palatinate, Saarland",Owner,Yes,0.87778,399,446,0.84734,0.90821
2018,"Rhineland-Palatinate, Saarland",Owner,No,0.11629,47,446,0.08651,0.14608
2018,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.43894,218,607,0.39943,0.47845
2018,"Rhineland-Palatinate, Saarland",Tenant,No,0.55954,389,607,0.52001,0.59907
2018,Baden-Wuerttemberg,Owner,Yes,0.81411,757,877,0.78835,0.83987
2018,Baden-Wuerttemberg,Owner,No,0.18589,120,877,0.16013,0.21165
2018,Baden-Wuerttemberg,Tenant,Yes,0.39821,388,986,0.36764,0.42878
2018,Baden-Wuerttemberg,Tenant,No,0.59899,598,986,0.56838,0.62960
2018,Bavaria,Owner,Yes,0.81574,998,1152,0.79334,0.83813
2018,Bavaria,Owner,No,0.18426,154,1152,0.16187,0.20666
2018,Bavaria,Tenant,Yes,0.39031,591,1467,0.36534,0.41528
2018,Bavaria,Tenant,No,0.60735,876,1467,0.58235,0.63235
2018,Berlin,Owner,Yes,0.62961,78,113,0.54017,0.71904
2018,Berlin,Owner,No,0.37039,35,113,0.28096,0.45983
2018,Berlin,Tenant,Yes,0.11493,89,659,0.09056,0.13930
2018,Berlin,Tenant,No,0.88353,570,659,0.85902,0.90804
2018,Brandenburg,Owner,Yes,0.92491,254,254,0.89244,0.95738
2018,Brandenburg,Tenant,Yes,0.26649,104,451,0.22564,0.30734
2018,Brandenburg,Tenant,No,0.71131,347,451,0.66944,0.75318
2018,Mecklenburg-Western Pomerania,Owner,Yes,0.91779,116,116,0.86758,0.96799
2018,Mecklenburg-Western Pomerania,Tenant,Yes,0.21879,61,293,0.17137,0.26621
2018,Mecklenburg-Western Pomerania,Tenant,No,0.78105,232,293,0.73362,0.82848
2018,Saxony,Owner,Yes,0.90276,320,320,0.87024,0.93527
2018,Saxony,Tenant,Yes,0.31698,207,701,0.28251,0.35145
2018,Saxony,Tenant,No,0.68256,494,701,0.64808,0.71704
2018,Saxony-Anhalt,Owner,Yes,0.95914,218,218,0.93280,0.98548
2018,Saxony-Anhalt,Tenant,Yes,0.27082,85,394,0.22689,0.31476
2018,Saxony-Anhalt,Tenant,No,0.72856,309,394,0.68459,0.77252
2018,Thuringa,Owner,Yes,0.93769,229,229,0.90632,0.96907
2018,Thuringa,Tenant,Yes,0.25296,105,390,0.20976,0.29615
2018,Thuringa,Tenant,No,0.73897,285,390,0.69533,0.78262
2019,Schleswig-Holstein,Owner,Yes,0.85197,230,230,0.80597,0.89797
2019,Schleswig-Holstein,Tenant,Yes,0.36808,121,327,0.31573,0.42044
2019,Schleswig-Holstein,Tenant,No,0.47384,206,327,0.41964,0.52804
2019,Hamburg,Owner,Yes,0.67491,52,52,0.54636,0.80347
2019,Hamburg,Tenant,Yes,0.16451,48,239,0.11741,0.21161
2019,Hamburg,Tenant,No,0.73979,191,239,0.68405,0.79553
2019,Lower Saxony,Owner,Yes,0.88296,654,690,0.85895,0.90696
2019,Lower Saxony,Owner,No,0.06406,36,690,0.04577,0.08234
2019,Lower Saxony,Tenant,Yes,0.42229,395,808,0.38821,0.45637
2019,Lower Saxony,Tenant,No,0.43002,413,808,0.39587,0.46418
2019,Bremen,Owner,Yes,0.67642,34,34,0.51680,0.83605
2019,Bremen,Tenant,Yes,0.39683,40,113,0.30622,0.48744
2019,Bremen,Tenant,No,0.52815,73,113,0.43570,0.62060
2019,North Rhine-Westphalia,Owner,Yes,0.79058,1041,1179,0.76734,0.81381
2019,North Rhine-Westphalia,Owner,No,0.15275,138,1179,0.13220,0.17329
2019,North Rhine-Westphalia,Tenant,Yes,0.34227,724,2009,0.32152,0.36302
2019,North Rhine-Westphalia,Tenant,No,0.52587,1285,2009,0.50403,0.54771
2019,Hesse,Owner,Yes,0.72764,339,392,0.68351,0.77177
2019,Hesse,Owner,No,0.19642,53,392,0.15704,0.23581
2019,Hesse,Tenant,Yes,0.34267,231,619,0.30525,0.38009
2019,Hesse,Tenant,No,0.49702,388,619,0.45760,0.53645
2019,"Rhineland-Palatinate, Saarland",Owner,Yes,0.84310,346,392,0.80705,0.87915
2019,"Rhineland-Palatinate, Saarland",Owner,No,0.11011,46,392,0.07908,0.14113
2019,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.39465,168,473,0.35055,0.43874
2019,"Rhineland-Palatinate, Saarland",Tenant,No,0.44597,305,473,0.40113,0.49082
2019,Baden-Wuerttemberg,Owner,Yes,0.76330,649,746,0.73278,0.79383
2019,Baden-Wuerttemberg,Owner,No,0.18024,97,746,0.15264,0.20785
2019,Baden-Wuerttemberg,Tenant,Yes,0.35856,316,821,0.32573,0.39138
2019,Baden-Wuerttemberg,Tenant,No,0.48815,505,821,0.45393,0.52236
2019,Bavaria,Owner,Yes,0.77630,873,1003,0.75049,0.80210
2019,Bavaria,Owner,No,0.15979,130,1003,0.13710,0.18247
2019,Bavaria,Tenant,Yes,0.34561,466,1201,0.31871,0.37252
2019,Bavaria,Tenant,No,0.49750,735,1201,0.46921,0.52579
2019,Berlin,Owner,Yes,0.62284,68,102,0.52831,0.71736
2019,Berlin,Owner,No,0.31962,34,102,0.22867,0.41057
2019,Berlin,Tenant,Yes,0.09501,69,533,0.07009,0.11993
2019,Berlin,Tenant,No,0.81727,464,533,0.78443,0.85011
2019,Brandenburg,Owner,Yes,0.85400,245,245,0.80970,0.89831
2019,Brandenburg,Tenant,Yes,0.24471,88,375,0.20114,0.28829
2019,Brandenburg,Tenant,No,0.60068,287,375,0.55104,0.65032
2019,Mecklenburg-Western Pomerania,Owner,Yes,0.88070,104,104,0.81809,0.94330
2019,Mecklenburg-Western Pomerania,Tenant,Yes,0.17828,49,230,0.12871,0.22785
2019,Mecklenburg-Western Pomerania,Tenant,No,0.68375,181,230,0.62352,0.74398
2019,Saxony,Owner,Yes,0.84715,280,280,0.80493,0.88938
2019,Saxony,Tenant,Yes,0.28815,183,587,0.25148,0.32482
2019,Saxony,Tenant,No,0.61703,404,587,0.57767,0.65639
2019,Saxony-Anhalt,Owner,Yes,0.90122,188,188,0.85845,0.94398
2019,Saxony-Anhalt,Tenant,Yes,0.21432,67,313,0.16878,0.25985
2019,Saxony-Anhalt,Tenant,No,0.66915,246,313,0.61694,0.72136
2019,Thuringa,Owner,Yes,0.87600,196,196,0.82974,0.92226
2019,Thuringa,Tenant,Yes,0.23671,94,313,0.18954,0.28388
2019,Thuringa,Tenant,No,0.64608,219,313,0.59302,0.69914
2020,Schleswig-Holstein,Owner,Yes,0.91026,277,277,0.87654,0.94398
2020,Schleswig-Holstein,Tenant,Yes,0.45413,143,396,0.40503,0.50323
2020,Schleswig-Holstein,Tenant,No,0.54587,253,396,0.49677,0.59497
2020,Hamburg,Owner,Yes,0.68401,80,80,0.58149,0.78653
2020,Hamburg,Tenant,Yes,0.21213,74,338,0.16848,0.25578
2020,Hamburg,Tenant,No,0.78787,264,338,0.74422,0.83152
2020,Lower Saxony,Owner,Yes,0.92441,704,739,0.90534,0.94349
2020,Lower Saxony,Owner,No,0.07559,35,739,0.05651,0.09466
2020,Lower Saxony,Tenant,Yes,0.50495,503,1074,0.47504,0.53487
2020,Lower Saxony,Tenant,No,0.48907,571,1074,0.45916,0.51898
2020,Bremen,Owner,Yes,0.64974,42,42,0.50371,0.79576
2020,Bremen,Tenant,Yes,0.43194,36,163,0.35566,0.50822
2020,Bremen,Tenant,No,0.56806,127,163,0.49178,0.64434
2020,North Rhine-Westphalia,Owner,Yes,0.84539,1216,1361,0.82618,0.86461
2020,North Rhine-Westphalia,Owner,No,0.15427,145,1361,0.13507,0.17346
2020,North Rhine-Westphalia,Tenant,Yes,0.39868,973,2995,0.38114,0.41622
2020,North Rhine-Westphalia,Tenant,No,0.59831,2022,2995,0.58075,0.61588
2020,Hesse,Owner,Yes,0.82649,414,478,0.79251,0.86048
2020,Hesse,Owner,No,0.17351,64,478,0.13952,0.20749
2020,Hesse,Tenant,Yes,0.41967,296,871,0.38687,0.45246
2020,Hesse,Tenant,No,0.57865,575,871,0.54584,0.61146
2020,"Rhineland-Palatinate, Saarland",Owner,Yes,0.89149,397,441,0.86242,0.92055
2020,"Rhineland-Palatinate, Saarland",Owner,No,0.10851,44,441,0.07945,0.13758
2020,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.50237,233,609,0.46263,0.54212
2020,"Rhineland-Palatinate, Saarland",Tenant,No,0.49763,376,609,0.45788,0.53737
2020,Baden-Wuerttemberg,Owner,Yes,0.83661,774,884,0.81222,0.86100
2020,Baden-Wuerttemberg,Owner,No,0.16319,110,884,0.13882,0.18756
2020,Baden-Wuerttemberg,Tenant,Yes,0.42831,437,1111,0.39920,0.45742
2020,Baden-Wuerttemberg,Tenant,No,0.57169,674,1111,0.54258,0.60080
2020,Bavaria,Owner,Yes,0.83763,1031,1178,0.81656,0.85869
2020,Bavaria,Owner,No,0.16207,147,1178,0.14102,0.18313
2020,Bavaria,Tenant,Yes,0.41044,675,1724,0.38721,0.43367
2020,Bavaria,Tenant,No,0.58887,1049,1724,0.56563,0.61210
2020,Berlin,Owner,Yes,0.64897,90,140,0.56963,0.72832
2020,Berlin,Owner,No,0.35103,50,140,0.27168,0.43037
2020,Berlin,Tenant,Yes,0.12555,144,897,0.10385,0.14724
2020,Berlin,Tenant,No,0.87342,753,897,0.85164,0.89519
2020,Brandenburg,Owner,Yes,0.91648,307,307,0.88548,0.94748
2020,Brandenburg,Tenant,Yes,0.29308,120,427,0.24986,0.33630
2020,Brandenburg,Tenant,No,0.70692,307,427,0.66370,0.75014
2020,Mecklenburg-Western Pomerania,Owner,Yes,0.92591,116,116,0.87804,0.97378
2020,Mecklenburg-Western Pomerania,Tenant,Yes,0.20060,50,249,0.15076,0.25044
2020,Mecklenburg-Western Pomerania,Tenant,No,0.79940,199,249,0.74956,0.84924
2020,Saxony,Owner,Yes,0.90916,343,343,0.87870,0.93962
2020,Saxony,Tenant,Yes,0.33823,213,706,0.30331,0.37316
2020,Saxony,Tenant,No,0.65521,493,706,0.62013,0.69030
2020,Saxony-Anhalt,Owner,Yes,0.96953,235,235,0.94751,0.99155
2020,Saxony-Anhalt,Tenant,Yes,0.19802,72,375,0.15763,0.23841
2020,Saxony-Anhalt,Tenant,No,0.80142,303,375,0.76099,0.84185
2020,Thuringa,Owner,Yes,0.95983,238,238,0.93483,0.98483
2020,Thuringa,Tenant,Yes,0.25778,104,377,0.21357,0.30200
2020,Thuringa,Tenant,No,0.74222,273,377,0.69800,0.78643
2021,Schleswig-Holstein,Owner,Yes,0.80821,208,208,0.75458,0.86185
2021,Schleswig-Holstein,Tenant,Yes,0.46045,97,233,0.39631,0.52458
2021,Schleswig-Holstein,Tenant,No,0.40859,136,233,0.34534,0.47185
2021,Hamburg,Owner,Yes,0.74126,55,55,0.62446,0.85807
2021,Hamburg,Tenant,Yes,0.21051,49,197,0.15344,0.26759
2021,Hamburg,Tenant,No,0.65520,148,197,0.58866,0.72174
2021,Lower Saxony,Owner,Yes,0.83096,484,518,0.79866,0.86327
2021,Lower Saxony,Owner,No,0.07328,34,518,0.05082,0.09574
2021,Lower Saxony,Tenant,Yes,0.42699,282,555,0.38580,0.46818
2021,Lower Saxony,Tenant,No,0.47717,273,555,0.43558,0.51877
2021,Bremen,Tenant,No,0.46312,46,46,0.31742,0.60881
2021,North Rhine-Westphalia,Owner,Yes,0.77682,828,940,0.75019,0.80345
2021,North Rhine-Westphalia,Owner,No,0.15508,112,940,0.13193,0.17824
2021,North Rhine-Westphalia,Tenant,Yes,0.35590,507,1448,0.33123,0.38057
2021,North Rhine-Westphalia,Tenant,No,0.51825,941,1448,0.49251,0.54400
2021,Hesse,Owner,Yes,0.72854,246,294,0.67762,0.77947
2021,Hesse,Owner,No,0.20123,48,294,0.15533,0.24714
2021,Hesse,Tenant,Yes,0.30212,148,467,0.26043,0.34381
2021,Hesse,Tenant,No,0.51842,319,467,0.47305,0.56378
2021,"Rhineland-Palatinate, Saarland",Owner,Yes,0.78713,242,242,0.73545,0.83881
2021,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.49135,130,310,0.43561,0.54709
2021,"Rhineland-Palatinate, Saarland",Tenant,No,0.41490,180,310,0.35997,0.46984
2021,Baden-Wuerttemberg,Owner,Yes,0.75365,519,583,0.71864,0.78866
2021,Baden-Wuerttemberg,Owner,No,0.14537,64,583,0.11673,0.17400
2021,Baden-Wuerttemberg,Tenant,Yes,0.34564,230,546,0.30571,0.38557
2021,Baden-Wuerttemberg,Tenant,No,0.47531,316,546,0.43338,0.51724
2021,Bavaria,Owner,Yes,0.76258,688,800,0.73307,0.79208
2021,Bavaria,Owner,No,0.17429,112,800,0.14799,0.20060
2021,Bavaria,Tenant,Yes,0.36450,374,889,0.33285,0.39616
2021,Bavaria,Tenant,No,0.52314,515,889,0.49029,0.55599
2021,Berlin,Owner,Yes,0.48357,60,97,0.38360,0.58353
2021,Berlin,Owner,No,0.37360,37,97,0.27683,0.47037
2021,Berlin,Tenant,Yes,0.12073,81,504,0.09225,0.14920
2021,Berlin,Tenant,No,0.80959,423,504,0.77528,0.84390
2021,Brandenburg,Owner,Yes,0.88952,191,191,0.84494,0.93410
2021,Brandenburg,Tenant,Yes,0.23405,63,229,0.17909,0.28901
2021,Brandenburg,Tenant,No,0.63516,166,229,0.57267,0.69764
2021,Mecklenburg-Western Pomerania,Owner,Yes,0.88340,88,88,0.81596,0.95084
2021,Mecklenburg-Western Pomerania,Tenant,Yes,0.17066,40,150,0.11025,0.23107
2021,Mecklenburg-Western Pomerania,Tenant,No,0.67253,110,150,0.59718,0.74789
2021,Saxony,Owner,Yes,0.81038,227,227,0.75927,0.86149
2021,Saxony,Tenant,Yes,0.34520,156,463,0.30184,0.38855
2021,Saxony,Tenant,No,0.56597,307,463,0.52078,0.61117
2021,Saxony-Anhalt,Owner,Yes,0.85207,134,134,0.79173,0.91241
2021,Saxony-Anhalt,Tenant,Yes,0.13511,39,216,0.08942,0.18081
2021,Saxony-Anhalt,Tenant,No,0.71946,177,216,0.65941,0.77951
2021,Thuringa,Owner,Yes,0.88722,152,152,0.83677,0.93767
2021,Thuringa,Tenant,Yes,0.27453,64,223,0.21582,0.33324
2021,Thuringa,Tenant,No,0.62688,159,223,0.56326,0.69050
2022,Schleswig-Holstein,Owner,Yes,0.96273,305,305,0.94143,0.98402
2022,Schleswig-Holstein,Tenant,Yes,0.40239,170,369,0.35229,0.45250
2022,Schleswig-Holstein,Tenant,No,0.58765,199,369,0.53735,0.63794
2022,Hamburg,Owner,Yes,0.74143,83,83,0.64666,0.83620
2022,Hamburg,Tenant,Yes,0.28467,112,362,0.23812,0.33122
2022,Hamburg,Tenant,No,0.71059,250,362,0.66381,0.75737
2022,Lower Saxony,Owner,Yes,0.93166,801,847,0.91465,0.94866
2022,Lower Saxony,Owner,No,0.06738,46,847,0.05048,0.08427
2022,Lower Saxony,Tenant,Yes,0.52101,442,888,0.48814,0.55389
2022,Lower Saxony,Tenant,No,0.47117,446,888,0.43832,0.50402
2022,Bremen,Owner,Yes,0.90189,36,36,0.80333,1.00044
2022,Bremen,Tenant,Yes,0.42549,40,111,0.33310,0.51789
2022,Bremen,Tenant,No,0.56675,71,111,0.47415,0.65936
2022,North Rhine-Westphalia,Owner,Yes,0.85275,1490,1637,0.83557,0.86992
2022,North Rhine-Westphalia,Owner,No,0.14702,147,1637,0.12986,0.16418
2022,North Rhine-Westphalia,Tenant,Yes,0.43343,1026,2549,0.41419,0.45268
2022,North Rhine-Westphalia,Tenant,No,0.55520,1523,2549,0.53590,0.57449
2022,Hesse,Owner,Yes,0.79300,411,476,0.75656,0.82944
2022,Hesse,Owner,No,0.20700,65,476,0.17056,0.24344
2022,Hesse,Tenant,Yes,0.44338,355,849,0.40994,0.47681
2022,Hesse,Tenant,No,0.55130,494,849,0.51783,0.58478
2022,"Rhineland-Palatinate, Saarland",Owner,Yes,0.90106,380,420,0.87247,0.92965
2022,"Rhineland-Palatinate, Saarland",Owner,No,0.09786,40,420,0.06941,0.12631
2022,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.44623,226,533,0.40399,0.48848
2022,"Rhineland-Palatinate, Saarland",Tenant,No,0.54490,307,533,0.50258,0.58722
2022,Baden-Wuerttemberg,Owner,Yes,0.81026,872,1015,0.78612,0.83439
2022,Baden-Wuerttemberg,Owner,No,0.18974,143,1015,0.16561,0.21388
2022,Baden-Wuerttemberg,Tenant,Yes,0.43274,534,1316,0.40596,0.45952
2022,Baden-Wuerttemberg,Tenant,No,0.55744,782,1316,0.53060,0.58429
2022,Bavaria,Owner,Yes,0.82000,1156,1328,0.79933,0.84067
2022,Bavaria,Owner,No,0.17999,172,1328,0.15932,0.20066
2022,Bavaria,Tenant,Yes,0.42673,749,1850,0.40418,0.44927
2022,Bavaria,Tenant,No,0.56682,1101,1850,0.54423,0.58940
2022,Berlin,Owner,Yes,0.62853,114,176,0.55694,0.70012
2022,Berlin,Owner,No,0.37147,62,176,0.29988,0.44306
2022,Berlin,Tenant,Yes,0.12940,197,1024,0.10883,0.14997
2022,Berlin,Tenant,No,0.86444,827,1024,0.84346,0.88542
2022,Brandenburg,Owner,Yes,0.93358,318,318,0.90617,0.96099
2022,Brandenburg,Tenant,Yes,0.29747,142,433,0.25436,0.34058
2022,Brandenburg,Tenant,No,0.70119,291,433,0.65803,0.74436
2022,Mecklenburg-Western Pomerania,Owner,Yes,0.92700,126,126,0.88140,0.97260
2022,Mecklenburg-Western Pomerania,Tenant,Yes,0.35592,111,298,0.30147,0.41037
2022,Mecklenburg-Western Pomerania,Tenant,No,0.63755,187,298,0.58288,0.69222
2022,Saxony,Owner,Yes,0.88135,438,475,0.85224,0.91046
2022,Saxony,Owner,No,0.11865,37,475,0.08954,0.14776
2022,Saxony,Tenant,Yes,0.33544,310,856,0.30379,0.36708
2022,Saxony,Tenant,No,0.65989,546,856,0.62813,0.69164
2022,Saxony-Anhalt,Owner,Yes,0.95249,285,285,0.92775,0.97723
2022,Saxony-Anhalt,Tenant,Yes,0.24302,120,398,0.20083,0.28521
2022,Saxony-Anhalt,Tenant,No,0.75365,278,398,0.71127,0.79604
2022,Thuringa,Owner,Yes,0.94050,243,243,0.91070,0.97031
2022,Thuringa,Tenant,Yes,0.33272,110,349,0.28321,0.38222
2022,Thuringa,Tenant,No,0.66401,239,349,0.61438,0.71364
