year,bula_h,rentown,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Saxony,Owner,Yes,0.92029,139,139,0.87510,0.96548
1994,Saxony,Tenant,Yes,0.23961,101,390,0.19719,0.28202
1994,Saxony,Tenant,No,0.70572,289,390,0.66044,0.75101
1994,Saxony-Anhalt,Owner,Yes,0.86450,96,96,0.79567,0.93332
1994,Saxony-Anhalt,Tenant,Yes,0.24022,56,210,0.18230,0.29814
1994,Saxony-Anhalt,Tenant,No,0.63557,154,210,0.57032,0.70082
1994,Thuringa,Owner,Yes,0.93079,125,125,0.88611,0.97546
1994,Thuringa,Tenant,Yes,0.24475,51,177,0.18123,0.30827
1994,Thuringa,Tenant,No,0.66163,126,177,0.59172,0.73153
1995,Schleswig-Holstein,Owner,Yes,0.89721,63,63,0.82162,0.97281
1995,Schleswig-Holstein,Tenant,Yes,0.51835,41,80,0.40817,0.62854
1995,Schleswig-Holstein,Tenant,No,0.45395,39,80,0.34416,0.56374
1995,Hamburg,Tenant,No,0.79499,56,56,0.68830,0.90169
1995,Lower Saxony,Owner,Yes,0.95406,221,221,0.92639,0.98172
1995,Lower Saxony,Tenant,Yes,0.44617,124,284,0.38826,0.50409
1995,Lower Saxony,Tenant,No,0.51859,160,284,0.46037,0.57680
1995,Bremen,Tenant,No,0.75819,31,31,0.60497,0.91141
1995,North Rhine-Westphalia,Owner,Yes,0.88231,395,436,0.85203,0.91259
1995,North Rhine-Westphalia,Owner,No,0.10149,41,436,0.07311,0.12986
1995,North Rhine-Westphalia,Tenant,Yes,0.33206,284,826,0.29992,0.36420
1995,North Rhine-Westphalia,Tenant,No,0.60509,542,826,0.57174,0.63845
1995,Hesse,Owner,Yes,0.89821,137,137,0.84739,0.94903
1995,Hesse,Tenant,Yes,0.34692,98,316,0.29435,0.39949
1995,Hesse,Tenant,No,0.62474,218,316,0.57127,0.67821
1995,"Rhineland-Palatinate, Saarland",Owner,Yes,0.90691,148,148,0.85994,0.95388
1995,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.36710,74,181,0.29668,0.43752
1995,"Rhineland-Palatinate, Saarland",Tenant,No,0.62003,107,181,0.54912,0.69093
1995,Baden-Wuerttemberg,Owner,Yes,0.82318,280,330,0.78195,0.86441
1995,Baden-Wuerttemberg,Owner,No,0.13964,50,330,0.10218,0.17709
1995,Baden-Wuerttemberg,Tenant,Yes,0.38819,190,511,0.34590,0.43049
1995,Baden-Wuerttemberg,Tenant,No,0.57503,321,511,0.53212,0.61793
1995,Bavaria,Owner,Yes,0.86979,311,345,0.83423,0.90535
1995,Bavaria,Owner,No,0.09661,34,345,0.06539,0.12783
1995,Bavaria,Tenant,Yes,0.31887,184,491,0.27760,0.36013
1995,Bavaria,Tenant,No,0.58817,307,491,0.54459,0.63174
1995,Berlin,Tenant,No,0.82272,244,244,0.77470,0.87073
1995,Brandenburg,Owner,Yes,0.94284,97,97,0.89639,0.98928
1995,Brandenburg,Tenant,Yes,0.35887,63,169,0.28633,0.43140
1995,Brandenburg,Tenant,No,0.56623,106,169,0.49129,0.64118
1995,Mecklenburg-Western Pomerania,Owner,Yes,0.91468,55,55,0.84017,0.98919
1995,Mecklenburg-Western Pomerania,Tenant,Yes,0.26318,38,131,0.18748,0.33888
1995,Mecklenburg-Western Pomerania,Tenant,No,0.62215,93,131,0.53881,0.70550
1995,Saxony,Owner,Yes,0.90992,132,132,0.86089,0.95895
1995,Saxony,Tenant,Yes,0.22463,95,382,0.18273,0.26654
1995,Saxony,Tenant,No,0.70967,287,382,0.66409,0.75525
1995,Saxony-Anhalt,Owner,Yes,0.87052,101,101,0.80472,0.93632
1995,Saxony-Anhalt,Tenant,Yes,0.26340,56,201,0.20235,0.32444
1995,Saxony-Anhalt,Tenant,No,0.59911,145,201,0.53119,0.66703
1995,Thuringa,Owner,Yes,0.91558,125,125,0.86665,0.96452
1995,Thuringa,Tenant,Yes,0.24049,50,168,0.17567,0.30531
1995,Thuringa,Tenant,No,0.65804,118,168,0.58609,0.72999
1996,Schleswig-Holstein,Owner,Yes,0.89426,67,67,0.82007,0.96845
1996,Schleswig-Holstein,Tenant,Yes,0.47660,35,74,0.36202,0.59117
1996,Schleswig-Holstein,Tenant,No,0.51806,39,74,0.40343,0.63268
1996,Hamburg,Tenant,No,0.83401,56,56,0.73567,0.93234
1996,Lower Saxony,Owner,Yes,0.94402,218,218,0.91343,0.97460
1996,Lower Saxony,Tenant,Yes,0.42064,120,286,0.36332,0.47795
1996,Lower Saxony,Tenant,No,0.54921,166,286,0.49144,0.60698
1996,North Rhine-Westphalia,Owner,Yes,0.89171,387,425,0.86213,0.92128
1996,North Rhine-Westphalia,Owner,No,0.09491,38,425,0.06701,0.12281
1996,North Rhine-Westphalia,Tenant,Yes,0.33716,290,829,0.30496,0.36936
1996,North Rhine-Westphalia,Tenant,No,0.61341,539,829,0.58024,0.64658
1996,Hesse,Owner,Yes,0.89024,141,141,0.83846,0.94202
1996,Hesse,Tenant,Yes,0.34628,99,294,0.29180,0.40076
1996,Hesse,Tenant,No,0.61492,195,294,0.55920,0.67064
1996,"Rhineland-Palatinate, Saarland",Owner,Yes,0.91355,153,153,0.86888,0.95823
1996,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.36298,71,170,0.29048,0.43548
1996,"Rhineland-Palatinate, Saarland",Tenant,No,0.59073,99,170,0.51660,0.66486
1996,Baden-Wuerttemberg,Owner,Yes,0.83146,284,331,0.79107,0.87185
1996,Baden-Wuerttemberg,Owner,No,0.13190,47,331,0.09539,0.16841
1996,Baden-Wuerttemberg,Tenant,Yes,0.36122,161,488,0.31855,0.40388
1996,Baden-Wuerttemberg,Tenant,No,0.60607,327,488,0.56267,0.64947
1996,Bavaria,Owner,Yes,0.88456,317,353,0.85118,0.91795
1996,Bavaria,Owner,No,0.10046,36,353,0.06905,0.13186
1996,Bavaria,Tenant,Yes,0.33288,187,483,0.29081,0.37495
1996,Bavaria,Tenant,No,0.58897,296,483,0.54504,0.63289
1996,Berlin,Tenant,No,0.83101,233,233,0.78279,0.87923
1996,Brandenburg,Owner,Yes,0.94853,103,103,0.90564,0.99141
1996,Brandenburg,Tenant,Yes,0.36440,63,174,0.29269,0.43612
1996,Brandenburg,Tenant,No,0.55137,111,174,0.47725,0.62548
1996,Mecklenburg-Western Pomerania,Owner,Yes,0.90964,55,55,0.83317,0.98611
1996,Mecklenburg-Western Pomerania,Tenant,Yes,0.28788,40,131,0.21005,0.36572
1996,Mecklenburg-Western Pomerania,Tenant,No,0.62682,91,131,0.54368,0.70996
1996,Saxony,Owner,Yes,0.94269,147,147,0.90499,0.98039
1996,Saxony,Tenant,Yes,0.24093,102,370,0.19729,0.28456
1996,Saxony,Tenant,No,0.68098,268,370,0.63343,0.72854
1996,Saxony-Anhalt,Owner,Yes,0.85813,98,98,0.78870,0.92757
1996,Saxony-Anhalt,Tenant,Yes,0.22119,51,196,0.16293,0.27944
1996,Saxony-Anhalt,Tenant,No,0.63527,145,196,0.56771,0.70283
1996,Thuringa,Owner,Yes,0.90336,129,129,0.85217,0.95455
1996,Thuringa,Tenant,Yes,0.23377,45,169,0.16977,0.29777
1996,Thuringa,Tenant,No,0.68351,124,169,0.61318,0.75384
1997,Schleswig-Holstein,Owner,Yes,0.90140,66,66,0.82892,0.97388
1997,Schleswig-Holstein,Tenant,Yes,0.48229,31,65,0.35986,0.60471
1997,Schleswig-Holstein,Tenant,No,0.49058,34,65,0.36810,0.61306
1997,Hamburg,Tenant,No,0.82557,52,52,0.72141,0.92972
1997,Lower Saxony,Owner,Yes,0.94178,225,225,0.91112,0.97245
1997,Lower Saxony,Tenant,Yes,0.41815,119,276,0.35985,0.47644
1997,Lower Saxony,Tenant,No,0.54234,157,276,0.48345,0.60122
1997,North Rhine-Westphalia,Owner,Yes,0.89206,400,439,0.86300,0.92112
1997,North Rhine-Westphalia,Owner,No,0.09426,39,439,0.06689,0.12162
1997,North Rhine-Westphalia,Tenant,Yes,0.33907,289,805,0.30634,0.37179
1997,North Rhine-Westphalia,Tenant,No,0.61276,516,805,0.57908,0.64643
1997,Hesse,Owner,Yes,0.90419,136,136,0.85454,0.95384
1997,Hesse,Tenant,Yes,0.35272,98,270,0.29562,0.40983
1997,Hesse,Tenant,No,0.59799,172,270,0.53940,0.65659
1997,"Rhineland-Palatinate, Saarland",Owner,Yes,0.89783,152,152,0.84952,0.94614
1997,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.40508,83,180,0.33316,0.47700
1997,"Rhineland-Palatinate, Saarland",Tenant,No,0.55388,97,180,0.48106,0.62670
1997,Baden-Wuerttemberg,Owner,Yes,0.82213,279,325,0.78049,0.86377
1997,Baden-Wuerttemberg,Owner,No,0.13819,46,325,0.10061,0.17577
1997,Baden-Wuerttemberg,Tenant,Yes,0.36606,166,491,0.32341,0.40872
1997,Baden-Wuerttemberg,Tenant,No,0.58682,325,491,0.54322,0.63042
1997,Bavaria,Owner,Yes,0.87142,333,372,0.83736,0.90548
1997,Bavaria,Owner,No,0.09809,39,372,0.06783,0.12836
1997,Bavaria,Tenant,Yes,0.33775,178,449,0.29396,0.38155
1997,Bavaria,Tenant,No,0.59076,271,449,0.54523,0.63629
1997,Berlin,Tenant,No,0.81202,225,225,0.76085,0.86318
1997,Brandenburg,Owner,Yes,0.93890,103,103,0.89242,0.98538
1997,Brandenburg,Tenant,Yes,0.36045,65,179,0.28991,0.43098
1997,Brandenburg,Tenant,No,0.55363,114,179,0.48060,0.62666
1997,Mecklenburg-Western Pomerania,Owner,Yes,0.91318,59,59,0.84072,0.98565
1997,Mecklenburg-Western Pomerania,Tenant,Yes,0.27823,38,125,0.19935,0.35710
1997,Mecklenburg-Western Pomerania,Tenant,No,0.65438,87,125,0.57067,0.73809
1997,Saxony,Owner,Yes,0.92423,144,144,0.88086,0.96761
1997,Saxony,Tenant,Yes,0.23596,94,355,0.19173,0.28019
1997,Saxony,Tenant,No,0.67078,261,355,0.62183,0.71974
1997,Saxony-Anhalt,Owner,Yes,0.85688,104,104,0.78925,0.92451
1997,Saxony-Anhalt,Tenant,Yes,0.18721,45,190,0.13159,0.24282
1997,Saxony-Anhalt,Tenant,No,0.70842,145,190,0.64362,0.77322
1997,Thuringa,Owner,Yes,0.93285,127,127,0.88915,0.97655
1997,Thuringa,Tenant,Yes,0.21093,40,166,0.14868,0.27318
1997,Thuringa,Tenant,No,0.70661,126,166,0.63714,0.77609
1998,Schleswig-Holstein,Owner,Yes,0.93352,96,96,0.88342,0.98362
1998,Schleswig-Holstein,Tenant,Yes,0.51322,41,85,0.40633,0.62010
1998,Schleswig-Holstein,Tenant,No,0.48678,44,85,0.37990,0.59367
1998,Hamburg,Tenant,No,0.85464,70,70,0.77147,0.93780
1998,Lower Saxony,Owner,Yes,0.96642,280,280,0.94528,0.98756
1998,Lower Saxony,Tenant,Yes,0.44664,137,322,0.39225,0.50103
1998,Lower Saxony,Tenant,No,0.54852,185,322,0.49408,0.60296
1998,Bremen,Tenant,No,0.76792,31,31,0.61685,0.91899
1998,North Rhine-Westphalia,Owner,Yes,0.88414,478,524,0.85671,0.91157
1998,North Rhine-Westphalia,Owner,No,0.11321,46,524,0.08605,0.14036
1998,North Rhine-Westphalia,Tenant,Yes,0.31771,325,962,0.28828,0.34715
1998,North Rhine-Westphalia,Tenant,No,0.67608,637,962,0.64650,0.70567
1998,Hesse,Owner,Yes,0.87340,166,166,0.82267,0.92414
1998,Hesse,Tenant,Yes,0.35601,116,304,0.30210,0.40993
1998,Hesse,Tenant,No,0.63544,188,304,0.58125,0.68964
1998,"Rhineland-Palatinate, Saarland",Owner,Yes,0.91414,185,185,0.87366,0.95462
1998,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.33949,86,212,0.27559,0.40338
1998,"Rhineland-Palatinate, Saarland",Tenant,No,0.64647,126,212,0.58196,0.71097
1998,Baden-Wuerttemberg,Owner,Yes,0.81707,327,389,0.77860,0.85554
1998,Baden-Wuerttemberg,Owner,No,0.17599,62,389,0.13810,0.21388
1998,Baden-Wuerttemberg,Tenant,Yes,0.35734,174,532,0.31658,0.39810
1998,Baden-Wuerttemberg,Tenant,No,0.63379,358,532,0.59281,0.67477
1998,Bavaria,Owner,Yes,0.87728,415,464,0.84740,0.90717
1998,Bavaria,Owner,No,0.12144,49,464,0.09169,0.15120
1998,Bavaria,Tenant,Yes,0.34472,192,510,0.30343,0.38601
1998,Bavaria,Tenant,No,0.63810,318,510,0.59635,0.67985
1998,Berlin,Tenant,No,0.90067,267,267,0.86472,0.93661
1998,Brandenburg,Owner,Yes,0.94330,110,110,0.89988,0.98672
1998,Brandenburg,Tenant,Yes,0.26364,54,200,0.20242,0.32486
1998,Brandenburg,Tenant,No,0.71759,146,200,0.65504,0.78014
1998,Mecklenburg-Western Pomerania,Owner,Yes,0.86194,71,71,0.78113,0.94275
1998,Mecklenburg-Western Pomerania,Tenant,No,0.80816,105,105,0.73248,0.88384
1998,Saxony,Owner,Yes,0.90422,161,161,0.85862,0.94982
1998,Saxony,Tenant,Yes,0.23711,102,399,0.19533,0.27890
1998,Saxony,Tenant,No,0.73607,297,399,0.69276,0.77937
1998,Saxony-Anhalt,Owner,Yes,0.85588,108,108,0.78933,0.92242
1998,Saxony-Anhalt,Tenant,Yes,0.19161,47,221,0.13960,0.24361
1998,Saxony-Anhalt,Tenant,No,0.77417,174,221,0.71891,0.82942
1998,Thuringa,Owner,Yes,0.88195,155,155,0.83099,0.93291
1998,Thuringa,Tenant,Yes,0.22068,39,182,0.16026,0.28109
1998,Thuringa,Tenant,No,0.77678,143,182,0.71612,0.83745
1999,Schleswig-Holstein,Owner,Yes,0.95358,90,90,0.90987,0.99729
1999,Schleswig-Holstein,Tenant,Yes,0.48651,38,81,0.37699,0.59604
1999,Schleswig-Holstein,Tenant,No,0.49062,43,81,0.38107,0.60017
1999,Hamburg,Tenant,No,0.84791,59,59,0.75549,0.94033
1999,Lower Saxony,Owner,Yes,0.96419,278,278,0.94230,0.98607
1999,Lower Saxony,Tenant,Yes,0.43199,128,305,0.37630,0.48767
1999,Lower Saxony,Tenant,No,0.54734,177,305,0.49139,0.60330
1999,North Rhine-Westphalia,Owner,Yes,0.86949,466,513,0.84031,0.89867
1999,North Rhine-Westphalia,Owner,No,0.11685,47,513,0.08902,0.14468
1999,North Rhine-Westphalia,Tenant,Yes,0.29456,300,891,0.26461,0.32451
1999,North Rhine-Westphalia,Tenant,No,0.68835,591,891,0.65792,0.71878
1999,Hesse,Owner,Yes,0.86466,164,164,0.81215,0.91718
1999,Hesse,Tenant,Yes,0.38723,114,280,0.33007,0.44439
1999,Hesse,Tenant,No,0.61074,166,280,0.55353,0.66796
1999,"Rhineland-Palatinate, Saarland",Owner,Yes,0.91952,185,185,0.88022,0.95883
1999,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.38573,89,198,0.31776,0.45371
1999,"Rhineland-Palatinate, Saarland",Tenant,No,0.59928,109,198,0.53085,0.66771
1999,Baden-Wuerttemberg,Owner,Yes,0.81375,301,363,0.77365,0.85386
1999,Baden-Wuerttemberg,Owner,No,0.17624,62,363,0.13699,0.21549
1999,Baden-Wuerttemberg,Tenant,Yes,0.36699,173,512,0.32520,0.40878
1999,Baden-Wuerttemberg,Tenant,No,0.61897,339,512,0.57686,0.66108
1999,Bavaria,Owner,Yes,0.88736,419,465,0.85860,0.91613
1999,Bavaria,Owner,No,0.10705,46,465,0.07892,0.13518
1999,Bavaria,Tenant,Yes,0.32426,164,467,0.28176,0.36676
1999,Bavaria,Tenant,No,0.65904,303,467,0.61600,0.70208
1999,Berlin,Tenant,No,0.87281,250,250,0.83143,0.91420
1999,Brandenburg,Owner,Yes,0.91935,113,113,0.86892,0.96978
1999,Brandenburg,Tenant,Yes,0.27513,53,181,0.20989,0.34037
1999,Brandenburg,Tenant,No,0.68914,128,181,0.62152,0.75676
1999,Mecklenburg-Western Pomerania,Owner,Yes,0.84110,65,65,0.75153,0.93066
1999,Mecklenburg-Western Pomerania,Tenant,No,0.76444,105,105,0.68288,0.84599
1999,Saxony,Owner,Yes,0.91351,166,166,0.87061,0.95640
1999,Saxony,Tenant,Yes,0.25462,104,386,0.21110,0.29813
1999,Saxony,Tenant,No,0.70967,282,386,0.66433,0.75502
1999,Saxony-Anhalt,Owner,Yes,0.82833,107,107,0.75654,0.90012
1999,Saxony-Anhalt,Tenant,Yes,0.18705,48,217,0.13505,0.23906
1999,Saxony-Anhalt,Tenant,No,0.77352,169,217,0.71771,0.82934
1999,Thuringa,Owner,Yes,0.88557,155,155,0.83529,0.93585
1999,Thuringa,Tenant,Yes,0.23815,42,184,0.17644,0.29987
1999,Thuringa,Tenant,No,0.75765,142,184,0.69557,0.81974
2000,Schleswig-Holstein,Owner,Yes,0.93659,213,213,0.90378,0.96939
2000,Schleswig-Holstein,Tenant,Yes,0.46286,76,172,0.38812,0.53759
2000,Schleswig-Holstein,Tenant,No,0.51925,96,172,0.44437,0.59414
2000,Hamburg,Tenant,Yes,0.18937,33,145,0.12537,0.25336
2000,Hamburg,Tenant,No,0.76097,112,145,0.69132,0.83063
2000,Lower Saxony,Owner,Yes,0.95068,551,551,0.93258,0.96877
2000,Lower Saxony,Tenant,Yes,0.44590,231,494,0.40202,0.48978
2000,Lower Saxony,Tenant,No,0.52768,263,494,0.48361,0.57175
2000,Bremen,Owner,Yes,0.79193,34,34,0.65343,0.93043
2000,Bremen,Tenant,No,0.74417,52,52,0.62442,0.86393
2000,North Rhine-Westphalia,Owner,Yes,0.86718,1037,1152,0.84758,0.88679
2000,North Rhine-Westphalia,Owner,No,0.12058,115,1152,0.10177,0.13940
2000,North Rhine-Westphalia,Tenant,Yes,0.32707,568,1592,0.30402,0.35013
2000,North Rhine-Westphalia,Tenant,No,0.66029,1024,1592,0.63702,0.68357
2000,Hesse,Owner,Yes,0.87751,366,404,0.84550,0.90952
2000,Hesse,Owner,No,0.11364,38,404,0.08266,0.14463
2000,Hesse,Tenant,Yes,0.37236,196,487,0.32938,0.41534
2000,Hesse,Tenant,No,0.62122,291,487,0.57810,0.66435
2000,"Rhineland-Palatinate, Saarland",Owner,Yes,0.89759,400,444,0.86935,0.92582
2000,"Rhineland-Palatinate, Saarland",Owner,No,0.10066,44,444,0.07264,0.12868
2000,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.33164,124,335,0.28115,0.38213
2000,"Rhineland-Palatinate, Saarland",Tenant,No,0.65850,211,335,0.60764,0.70935
2000,Baden-Wuerttemberg,Owner,Yes,0.81309,632,740,0.78498,0.84119
2000,Baden-Wuerttemberg,Owner,No,0.17036,108,740,0.14326,0.19747
2000,Baden-Wuerttemberg,Tenant,Yes,0.36328,280,768,0.32925,0.39732
2000,Baden-Wuerttemberg,Tenant,No,0.61232,488,768,0.57784,0.64680
2000,Bavaria,Owner,Yes,0.88062,867,963,0.86013,0.90111
2000,Bavaria,Owner,No,0.11078,96,963,0.09095,0.13061
2000,Bavaria,Tenant,Yes,0.35358,320,826,0.32096,0.38620
2000,Bavaria,Tenant,No,0.62340,506,826,0.59033,0.65646
2000,Berlin,Owner,Yes,0.57658,37,37,0.41517,0.73799
2000,Berlin,Tenant,Yes,0.08611,37,440,0.05986,0.11235
2000,Berlin,Tenant,No,0.87648,403,440,0.84571,0.90726
2000,Brandenburg,Owner,Yes,0.94402,197,197,0.91184,0.97620
2000,Brandenburg,Tenant,Yes,0.23530,81,316,0.18845,0.28214
2000,Brandenburg,Tenant,No,0.73663,235,316,0.68799,0.78528
2000,Mecklenburg-Western Pomerania,Owner,Yes,0.88809,104,104,0.82721,0.94897
2000,Mecklenburg-Western Pomerania,Tenant,Yes,0.19549,39,201,0.14053,0.25046
2000,Mecklenburg-Western Pomerania,Tenant,No,0.80106,162,201,0.74573,0.85639
2000,Saxony,Owner,Yes,0.91565,295,295,0.88388,0.94742
2000,Saxony,Tenant,Yes,0.25712,160,587,0.22174,0.29251
2000,Saxony,Tenant,No,0.70732,427,587,0.67048,0.74416
2000,Saxony-Anhalt,Owner,Yes,0.86948,208,208,0.82359,0.91537
2000,Saxony-Anhalt,Tenant,Yes,0.28150,85,293,0.22991,0.33308
2000,Saxony-Anhalt,Tenant,No,0.69712,208,293,0.64442,0.74983
2000,Thuringa,Owner,Yes,0.88021,230,230,0.83815,0.92227
2000,Thuringa,Tenant,Yes,0.25272,69,274,0.20117,0.30428
2000,Thuringa,Tenant,No,0.73557,205,274,0.68326,0.78789
2001,Schleswig-Holstein,Owner,Yes,0.92440,193,193,0.88700,0.96179
2001,Schleswig-Holstein,Tenant,Yes,0.39824,63,153,0.32041,0.47606
2001,Schleswig-Holstein,Tenant,No,0.59530,90,153,0.51726,0.67333
2001,Hamburg,Tenant,No,0.77581,108,108,0.69678,0.85483
2001,Lower Saxony,Owner,Yes,0.95920,498,498,0.94181,0.97659
2001,Lower Saxony,Tenant,Yes,0.46053,207,431,0.41342,0.50765
2001,Lower Saxony,Tenant,No,0.51861,224,431,0.47139,0.56584
2001,Bremen,Owner,Yes,0.84648,32,32,0.71958,0.97338
2001,Bremen,Tenant,No,0.73972,44,44,0.60857,0.87087
2001,North Rhine-Westphalia,Owner,Yes,0.86688,932,1035,0.84618,0.88759
2001,North Rhine-Westphalia,Owner,No,0.12070,103,1035,0.10084,0.14056
2001,North Rhine-Westphalia,Tenant,Yes,0.33238,513,1406,0.30775,0.35701
2001,North Rhine-Westphalia,Tenant,No,0.63920,893,1406,0.61409,0.66431
2001,Hesse,Owner,Yes,0.85634,319,355,0.81980,0.89288
2001,Hesse,Owner,No,0.12686,36,355,0.09219,0.16153
2001,Hesse,Tenant,Yes,0.36021,167,415,0.31397,0.40645
2001,Hesse,Tenant,No,0.62436,248,415,0.57771,0.67102
2001,"Rhineland-Palatinate, Saarland",Owner,Yes,0.88563,367,410,0.85479,0.91648
2001,"Rhineland-Palatinate, Saarland",Owner,No,0.11276,43,410,0.08210,0.14341
2001,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.38012,128,305,0.32556,0.43469
2001,"Rhineland-Palatinate, Saarland",Tenant,No,0.59627,177,305,0.54111,0.65142
2001,Baden-Wuerttemberg,Owner,Yes,0.80353,528,620,0.77223,0.83483
2001,Baden-Wuerttemberg,Owner,No,0.17850,92,620,0.14833,0.20867
2001,Baden-Wuerttemberg,Tenant,Yes,0.36439,261,710,0.32896,0.39981
2001,Baden-Wuerttemberg,Tenant,No,0.60966,449,710,0.57375,0.64557
2001,Bavaria,Owner,Yes,0.88076,775,861,0.85910,0.90242
2001,Bavaria,Owner,No,0.11567,86,861,0.09430,0.13705
2001,Bavaria,Tenant,Yes,0.36795,293,737,0.33311,0.40279
2001,Bavaria,Tenant,No,0.60044,444,737,0.56505,0.63582
2001,Berlin,Owner,Yes,0.57335,37,37,0.41179,0.73492
2001,Berlin,Tenant,Yes,0.08066,35,409,0.05423,0.10708
2001,Berlin,Tenant,No,0.88326,374,409,0.85210,0.91442
2001,Brandenburg,Owner,Yes,0.95076,187,187,0.91966,0.98185
2001,Brandenburg,Tenant,Yes,0.27117,83,290,0.21991,0.32243
2001,Brandenburg,Tenant,No,0.69892,207,290,0.64603,0.75181
2001,Mecklenburg-Western Pomerania,Owner,Yes,0.85904,91,91,0.78714,0.93093
2001,Mecklenburg-Western Pomerania,Tenant,Yes,0.22367,39,182,0.16296,0.28438
2001,Mecklenburg-Western Pomerania,Tenant,No,0.77441,143,182,0.71352,0.83530
2001,Saxony,Owner,Yes,0.90303,281,281,0.86837,0.93769
2001,Saxony,Tenant,Yes,0.23386,138,523,0.19754,0.27017
2001,Saxony,Tenant,No,0.72451,385,523,0.68619,0.76284
2001,Saxony-Anhalt,Owner,Yes,0.84758,203,203,0.79802,0.89715
2001,Saxony-Anhalt,Tenant,Yes,0.29096,80,267,0.23638,0.34555
2001,Saxony-Anhalt,Tenant,No,0.69071,187,267,0.63516,0.74625
2001,Thuringa,Owner,Yes,0.87451,214,214,0.83003,0.91900
2001,Thuringa,Tenant,Yes,0.22693,64,249,0.17480,0.27906
2001,Thuringa,Tenant,No,0.75509,185,249,0.70157,0.80861
2002,Schleswig-Holstein,Owner,Yes,0.90710,209,209,0.86765,0.94655
2002,Schleswig-Holstein,Tenant,Yes,0.38340,67,165,0.30899,0.45782
2002,Schleswig-Holstein,Tenant,No,0.61660,98,165,0.54218,0.69101
2002,Hamburg,Owner,Yes,0.69359,44,44,0.55579,0.83138
2002,Hamburg,Tenant,Yes,0.18363,31,130,0.11682,0.25045
2002,Hamburg,Tenant,No,0.78011,99,130,0.70863,0.85158
2002,Lower Saxony,Owner,Yes,0.96588,572,572,0.95099,0.98077
2002,Lower Saxony,Tenant,Yes,0.44971,198,418,0.40196,0.49745
2002,Lower Saxony,Tenant,No,0.51468,220,418,0.46670,0.56265
2002,Bremen,Owner,Yes,0.85483,41,41,0.74566,0.96400
2002,Bremen,Tenant,No,0.73874,40,40,0.60086,0.87662
2002,North Rhine-Westphalia,Owner,Yes,0.86441,1069,1180,0.84487,0.88395
2002,North Rhine-Westphalia,Owner,No,0.12442,111,1180,0.10558,0.14326
2002,North Rhine-Westphalia,Tenant,Yes,0.33701,508,1368,0.31195,0.36206
2002,North Rhine-Westphalia,Tenant,No,0.63591,860,1368,0.61040,0.66142
2002,Hesse,Owner,Yes,0.85955,371,407,0.82576,0.89335
2002,Hesse,Owner,No,0.11825,36,407,0.08684,0.14966
2002,Hesse,Tenant,Yes,0.37417,188,442,0.32901,0.41934
2002,Hesse,Tenant,No,0.60484,254,442,0.55921,0.65047
2002,"Rhineland-Palatinate, Saarland",Owner,Yes,0.88363,391,434,0.85343,0.91383
2002,"Rhineland-Palatinate, Saarland",Owner,No,0.11288,43,434,0.08308,0.14269
2002,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.38229,127,290,0.32626,0.43832
2002,"Rhineland-Palatinate, Saarland",Tenant,No,0.58970,163,290,0.53298,0.64641
2002,Baden-Wuerttemberg,Owner,Yes,0.79544,613,720,0.76595,0.82492
2002,Baden-Wuerttemberg,Owner,No,0.18257,107,720,0.15434,0.21081
2002,Baden-Wuerttemberg,Tenant,Yes,0.33609,248,686,0.30072,0.37147
2002,Baden-Wuerttemberg,Tenant,No,0.62174,438,686,0.58543,0.65806
2002,Bavaria,Owner,Yes,0.86590,856,955,0.84427,0.88752
2002,Bavaria,Owner,No,0.12894,99,955,0.10767,0.15020
2002,Bavaria,Tenant,Yes,0.36334,306,742,0.32871,0.39797
2002,Bavaria,Tenant,No,0.59754,436,742,0.56223,0.63285
2002,Berlin,Owner,Yes,0.57270,53,53,0.43824,0.70716
2002,Berlin,Tenant,Yes,0.07644,39,404,0.05049,0.10238
2002,Berlin,Tenant,No,0.87213,365,404,0.83953,0.90474
2002,Brandenburg,Owner,Yes,0.95695,182,182,0.92738,0.98652
2002,Brandenburg,Tenant,Yes,0.28989,92,297,0.23820,0.34158
2002,Brandenburg,Tenant,No,0.67784,205,297,0.62460,0.73107
2002,Mecklenburg-Western Pomerania,Owner,Yes,0.83764,99,99,0.76462,0.91065
2002,Mecklenburg-Western Pomerania,Tenant,Yes,0.20161,35,168,0.14076,0.26246
2002,Mecklenburg-Western Pomerania,Tenant,No,0.78547,133,168,0.72321,0.84773
2002,Saxony,Owner,Yes,0.89499,292,292,0.85976,0.93021
2002,Saxony,Tenant,Yes,0.26075,150,512,0.22268,0.29881
2002,Saxony,Tenant,No,0.69407,362,512,0.65412,0.73403
2002,Saxony-Anhalt,Owner,Yes,0.87253,201,201,0.82631,0.91875
2002,Saxony-Anhalt,Tenant,Yes,0.27085,81,273,0.21804,0.32366
2002,Saxony-Anhalt,Tenant,No,0.71050,192,273,0.65660,0.76440
