"pgoeffd","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"ja","2015","Westdeutschland, alte Bundeslaender","weiblich","1837","0.311767288589094","0.300374129632654","0.323160447545535"
"ja","2015","Ostdeutschland, neue Bundeslaender","maennlich","256","0.181155022625703","0.160579465871418","0.201730579379988"
"ja","2015","Ostdeutschland, neue Bundeslaender","weiblich","424","0.279303425481447","0.256553124206688","0.302053726756205"
"nein","2015","Westdeutschland, alte Bundeslaender","maennlich","4966","0.800485123648245","0.790457180736974","0.810513066559516"
"nein","2015","Westdeutschland, alte Bundeslaender","weiblich","4513","0.688232711410906","0.676839552454465","0.699625870367346"
"nein","2015","Ostdeutschland, neue Bundeslaender","maennlich","1090","0.818844977374297","0.798269420620012","0.839420534128582"
"nein","2015","Ostdeutschland, neue Bundeslaender","weiblich","1070","0.720696574518553","0.697946273243795","0.743446875793311"
"ja","2016","Westdeutschland, alte Bundeslaender","maennlich","1113","0.206724401084676","0.196247378076399","0.217201424092953"
"ja","2016","Westdeutschland, alte Bundeslaender","weiblich","1734","0.303299544495048","0.291594775687046","0.31500431330305"
"ja","2016","Ostdeutschland, neue Bundeslaender","maennlich","247","0.211188466133276","0.189001488840102","0.23337544342645"
"ja","2016","Ostdeutschland, neue Bundeslaender","weiblich","406","0.278971642835889","0.255807136589341","0.302136149082438"
"nein","2016","Westdeutschland, alte Bundeslaender","maennlich","4626","0.793275598915324","0.782798575907047","0.803752621923601"
"nein","2016","Westdeutschland, alte Bundeslaender","weiblich","4191","0.696700455504952","0.68499568669695","0.708405224312954"
"nein","2016","Ostdeutschland, neue Bundeslaender","maennlich","1053","0.788811533866724","0.76662455657355","0.810998511159898"
"nein","2016","Ostdeutschland, neue Bundeslaender","weiblich","1034","0.72102835716411","0.697863850917562","0.744192863410659"
"ja","2017","Westdeutschland, alte Bundeslaender","maennlich","1272","0.204310581989142","0.194638061070607","0.213983102907677"
"ja","2017","Westdeutschland, alte Bundeslaender","weiblich","2020","0.303581696701765","0.292564389573129","0.314599003830402"
"ja","2017","Ostdeutschland, neue Bundeslaender","maennlich","286","0.199165003420477","0.179218546358084","0.219111460482869"
"ja","2017","Ostdeutschland, neue Bundeslaender","weiblich","447","0.288073625191744","0.265986910663191","0.310160339720298"
"nein","2017","Westdeutschland, alte Bundeslaender","maennlich","5403","0.795689418010858","0.786016897092323","0.805361938929393"
"nein","2017","Westdeutschland, alte Bundeslaender","weiblich","4671","0.696418303298235","0.685400996169598","0.707435610426871"
"nein","2017","Ostdeutschland, neue Bundeslaender","maennlich","1254","0.800834996579523","0.780888539517131","0.820781453641916"
"nein","2017","Ostdeutschland, neue Bundeslaender","weiblich","1168","0.711926374808256","0.689839660279702","0.734013089336809"
"ja","2018","Westdeutschland, alte Bundeslaender","maennlich","1249","0.214853917005906","0.20479536661352","0.224912467398292"
"ja","2018","Westdeutschland, alte Bundeslaender","weiblich","1914","0.310239914517928","0.29883331625905","0.321646512776807"
"ja","2018","Ostdeutschland, neue Bundeslaender","maennlich","274","0.217654214847968","0.196840838760974","0.238467590934961"
"ja","2018","Ostdeutschland, neue Bundeslaender","weiblich","436","0.281689111956394","0.259360265439828","0.30401795847296"
"nein","2018","Westdeutschland, alte Bundeslaender","maennlich","5156","0.785146082994094","0.775087532601708","0.79520463338648"
"nein","2018","Westdeutschland, alte Bundeslaender","weiblich","4404","0.689760085482072","0.678353487223193","0.70116668374095"
"nein","2018","Ostdeutschland, neue Bundeslaender","maennlich","1236","0.782345785152032","0.761532409065039","0.803159161239026"
"nein","2018","Ostdeutschland, neue Bundeslaender","weiblich","1123","0.718310888043606","0.69598204152704","0.740639734560172"
"ja","2019","Westdeutschland, alte Bundeslaender","maennlich","1181","0.213851651517092","0.203616598231358","0.224086704802825"
"ja","2019","Westdeutschland, alte Bundeslaender","weiblich","1848","0.311471789803547","0.299866684665106","0.323076894941988"
"ja","2019","Ostdeutschland, neue Bundeslaender","maennlich","258","0.215986189254847","0.194530036242325","0.237442342267369"
"ja","2019","Ostdeutschland, neue Bundeslaender","weiblich","436","0.291900631743635","0.269149655752804","0.314651607734466"
"nein","2019","Westdeutschland, alte Bundeslaender","maennlich","4984","0.786148348482908","0.775913295197175","0.796383401768642"
"nein","2019","Westdeutschland, alte Bundeslaender","weiblich","4269","0.688528210196453","0.676923105058012","0.700133315334894"
"nein","2019","Ostdeutschland, neue Bundeslaender","maennlich","1155","0.784013810745153","0.762557657732631","0.805469963757675"
"nein","2019","Ostdeutschland, neue Bundeslaender","weiblich","1098","0.708099368256365","0.685348392265534","0.730850344247197"
