"pgoeffd","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"ja","2014","35-65 Jahre alt","Hauptschulabschluss","469","0.183612625433757","0.169264298360277","0.197960952507237"
"ja","2014","35-65 Jahre alt","Realschulabschluss","806","0.240918975373101","0.226424766086911","0.25541318465929"
"ja","2014","35-65 Jahre alt","(Fach-)Abitur","390","0.239288596127921","0.218770633280215","0.259806558975628"
"ja","2014","35-65 Jahre alt","AkademikerInnen","1232","0.429321611467402","0.41191418962763","0.446729033307174"
"ja","2014","66 und älter","(noch) kein Abschluss","","","",""
"ja","2014","66 und älter","Hauptschulabschluss","","","",""
"ja","2014","66 und älter","Realschulabschluss","","","",""
"ja","2014","66 und älter","(Fach-)Abitur","","","",""
"ja","2014","66 und älter","AkademikerInnen","","","",""
"nein","2014","16-34 Jahre alt","(noch) kein Abschluss","111","0.924752183285379","0.877554888975719","0.971949477595039"
"nein","2014","16-34 Jahre alt","Hauptschulabschluss","749","0.913398099086714","0.89410078898798","0.932695409185448"
"nein","2014","16-34 Jahre alt","Realschulabschluss","970","0.837355187952191","0.816136428365741","0.85857394753864"
"nein","2014","16-34 Jahre alt","(Fach-)Abitur","691","0.730831717296473","0.701676395052795","0.759987039540151"
"nein","2014","16-34 Jahre alt","AkademikerInnen","469","0.643037103248733","0.608090171880417","0.677984034617048"
"nein","2014","35-65 Jahre alt","(noch) kein Abschluss","120","0.900665271645767","0.850209195934844","0.951121347356689"
"nein","2014","35-65 Jahre alt","Hauptschulabschluss","2328","0.816387374566243","0.802039047492763","0.830735701639723"
"nein","2014","35-65 Jahre alt","Realschulabschluss","2538","0.759081024626899","0.74458681534071","0.773575233913089"
"nein","2014","35-65 Jahre alt","(Fach-)Abitur","1271","0.760711403872079","0.740193441024372","0.781229366719785"
"nein","2014","35-65 Jahre alt","AkademikerInnen","1874","0.570678388532598","0.553270966692826","0.58808581037237"
"nein","2014","66 und älter","(noch) kein Abschluss","","","",""
"nein","2014","66 und älter","Hauptschulabschluss","94","0.866149254906276","0.80251975454402","0.929778755268532"
"nein","2014","66 und älter","Realschulabschluss","","","",""
"nein","2014","66 und älter","(Fach-)Abitur","","","",""
"nein","2014","66 und älter","AkademikerInnen","38","0.643546252541049","0.512098102531353","0.774994402550745"
"ja","2015","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2015","16-34 Jahre alt","Hauptschulabschluss","70","0.117418121899622","0.0945161819908887","0.140320061808355"
"ja","2015","16-34 Jahre alt","Realschulabschluss","151","0.131762845756538","0.111206444443314","0.152319247069762"
"ja","2015","16-34 Jahre alt","(Fach-)Abitur","202","0.253146522939957","0.225655551661553","0.280637494218361"
"ja","2015","16-34 Jahre alt","AkademikerInnen","263","0.326893479041226","0.295705787487493","0.358081170594958"
"ja","2015","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2015","35-65 Jahre alt","Hauptschulabschluss","420","0.177477961285179","0.162963863231786","0.191992059338572"
"ja","2015","35-65 Jahre alt","Realschulabschluss","780","0.241170143634207","0.226414843611728","0.255925443656687"
"ja","2015","35-65 Jahre alt","(Fach-)Abitur","390","0.242705733030625","0.222253806594736","0.263157659466514"
"ja","2015","35-65 Jahre alt","AkademikerInnen","1223","0.421872973557219","0.404482561499566","0.439263385614871"
"ja","2015","66 und älter","(noch) kein Abschluss","","","",""
"ja","2015","66 und älter","Hauptschulabschluss","","","",""
"ja","2015","66 und älter","Realschulabschluss","","","",""
"ja","2015","66 und älter","(Fach-)Abitur","","","",""
"ja","2015","66 und älter","AkademikerInnen","","","",""
"nein","2015","16-34 Jahre alt","(noch) kein Abschluss","103","0.839763557986945","0.773009410325563","0.906517705648327"
"nein","2015","16-34 Jahre alt","Hauptschulabschluss","689","0.882581878100378","0.859679938191645","0.905483818009111"
"nein","2015","16-34 Jahre alt","Realschulabschluss","889","0.868237154243462","0.847680752930238","0.888793555556686"
"nein","2015","16-34 Jahre alt","(Fach-)Abitur","759","0.746853477060043","0.719362505781639","0.774344448338447"
"nein","2015","16-34 Jahre alt","AkademikerInnen","606","0.673106520958774","0.641918829405042","0.704294212512507"
"nein","2015","35-65 Jahre alt","(noch) kein Abschluss","142","0.791699409791945","0.729165440709155","0.854233378874735"
"nein","2015","35-65 Jahre alt","Hauptschulabschluss","2242","0.822522038714821","0.808007940661428","0.837036136768214"
"nein","2015","35-65 Jahre alt","Realschulabschluss","2449","0.758829856365792","0.744074556343313","0.773585156388272"
"nein","2015","35-65 Jahre alt","(Fach-)Abitur","1298","0.757294266969375","0.736842340533486","0.777746193405264"
"nein","2015","35-65 Jahre alt","AkademikerInnen","1875","0.578127026442781","0.560736614385129","0.595517438500434"
"nein","2015","66 und älter","(noch) kein Abschluss","","","",""
"nein","2015","66 und älter","Hauptschulabschluss","90","0.839448623039289","0.770843613937852","0.908053632140726"
"nein","2015","66 und älter","Realschulabschluss","","","",""
"nein","2015","66 und älter","(Fach-)Abitur","","","",""
"nein","2015","66 und älter","AkademikerInnen","39","0.802555244423521","0.691097481797003","0.91401300705004"
"ja","2016","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2016","16-34 Jahre alt","Hauptschulabschluss","64","0.130744103612742","0.105770342704009","0.155717864521476"
"ja","2016","16-34 Jahre alt","Realschulabschluss","142","0.154508433830969","0.13066886072101","0.178348006940928"
"ja","2016","16-34 Jahre alt","(Fach-)Abitur","195","0.23910055438055","0.211172028620253","0.267029080140848"
"ja","2016","16-34 Jahre alt","AkademikerInnen","264","0.376466815702716","0.342111452219556","0.410822179185875"
"ja","2016","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2016","35-65 Jahre alt","Hauptschulabschluss","398","0.174467528598914","0.159555137409132","0.189379919788695"
"ja","2016","35-65 Jahre alt","Realschulabschluss","737","0.250934166230366","0.235453543811739","0.266414788648993"
"ja","2016","35-65 Jahre alt","(Fach-)Abitur","398","0.24237414096584","0.221659962170404","0.263088319761277"
"ja","2016","35-65 Jahre alt","AkademikerInnen","1151","0.401261282698048","0.383564662796524","0.418957902599572"
"ja","2016","66 und älter","(noch) kein Abschluss","","","",""
"ja","2016","66 und älter","Hauptschulabschluss","","","",""
"ja","2016","66 und älter","Realschulabschluss","","","",""
"ja","2016","66 und älter","(Fach-)Abitur","","","",""
"ja","2016","66 und älter","AkademikerInnen","","","",""
"nein","2016","16-34 Jahre alt","(noch) kein Abschluss","177","0.946558010885583","0.914661268399821","0.978454753371345"
"nein","2016","16-34 Jahre alt","Hauptschulabschluss","636","0.869255896387258","0.844282135478524","0.894229657295991"
"nein","2016","16-34 Jahre alt","Realschulabschluss","741","0.845491566169031","0.821651993059072","0.86933113927899"
"nein","2016","16-34 Jahre alt","(Fach-)Abitur","701","0.76089944561945","0.732970919859152","0.788827971379747"
"nein","2016","16-34 Jahre alt","AkademikerInnen","500","0.623533184297284","0.589177820814125","0.657888547780444"
"nein","2016","35-65 Jahre alt","(noch) kein Abschluss","169","0.841018086365639","0.78860933465883","0.893426838072448"
"nein","2016","35-65 Jahre alt","Hauptschulabschluss","2090","0.825532471401087","0.810620080211305","0.840444862590868"
"nein","2016","35-65 Jahre alt","Realschulabschluss","2276","0.749065833769634","0.733585211351007","0.764546456188261"
"nein","2016","35-65 Jahre alt","(Fach-)Abitur","1246","0.757625859034159","0.736911680238723","0.778340037829596"
"nein","2016","35-65 Jahre alt","AkademikerInnen","1796","0.598738717301952","0.581042097400428","0.616435337203476"
"nein","2016","66 und älter","(noch) kein Abschluss","","","",""
"nein","2016","66 und älter","Hauptschulabschluss","86","0.895617808862971","0.835388891224947","0.955846726500994"
"nein","2016","66 und älter","Realschulabschluss","33","0.69583495629471","0.555015087802488","0.836654824786931"
"nein","2016","66 und älter","(Fach-)Abitur","","","",""
"nein","2016","66 und älter","AkademikerInnen","43","0.728841101266157","0.616354492380697","0.841327710151616"
"ja","2017","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2017","16-34 Jahre alt","Hauptschulabschluss","70","0.109748819159616","0.0881695477462274","0.131328090573004"
"ja","2017","16-34 Jahre alt","Realschulabschluss","169","0.153800761007699","0.131607014194287","0.17599450782111"
"ja","2017","16-34 Jahre alt","(Fach-)Abitur","260","0.25034431600083","0.224731989376792","0.275956642624869"
"ja","2017","16-34 Jahre alt","AkademikerInnen","306","0.369793326692979","0.338632880764586","0.400953772621373"
"ja","2017","35-65 Jahre alt","(noch) kein Abschluss","33","0.138822685496019","0.0941377964175853","0.183507574574452"
"ja","2017","35-65 Jahre alt","Hauptschulabschluss","426","0.163767666815335","0.149717643561544","0.177817690069126"
"ja","2017","35-65 Jahre alt","Realschulabschluss","882","0.250379289511093","0.236142038297622","0.264616540724565"
"ja","2017","35-65 Jahre alt","(Fach-)Abitur","439","0.257325347244981","0.237285215144218","0.277365479345745"
"ja","2017","35-65 Jahre alt","AkademikerInnen","1299","0.405849378909668","0.389175896518002","0.422522861301333"
"ja","2017","66 und älter","(noch) kein Abschluss","","","",""
"ja","2017","66 und älter","Hauptschulabschluss","","","",""
"ja","2017","66 und älter","Realschulabschluss","","","",""
"ja","2017","66 und älter","(Fach-)Abitur","","","",""
"ja","2017","66 und älter","AkademikerInnen","","","",""
"nein","2017","16-34 Jahre alt","(noch) kein Abschluss","260","0.933240638654646","0.903631915774166","0.962849361535126"
"nein","2017","16-34 Jahre alt","Hauptschulabschluss","736","0.890251180840384","0.868671909426996","0.911830452253773"
"nein","2017","16-34 Jahre alt","Realschulabschluss","846","0.846199238992302","0.82400549217889","0.868392985805713"
"nein","2017","16-34 Jahre alt","(Fach-)Abitur","839","0.74965568399917","0.724043357375131","0.775268010623208"
"nein","2017","16-34 Jahre alt","AkademikerInnen","616","0.630206673307021","0.599046227378627","0.661367119235414"
"nein","2017","35-65 Jahre alt","(noch) kein Abschluss","197","0.861177314503981","0.816492425425548","0.905862203582415"
"nein","2017","35-65 Jahre alt","Hauptschulabschluss","2239","0.836232333184665","0.822182309930874","0.850282356438456"
"nein","2017","35-65 Jahre alt","Realschulabschluss","2675","0.749620710488907","0.735383459275435","0.763857961702378"
"nein","2017","35-65 Jahre alt","(Fach-)Abitur","1389","0.742674652755019","0.722634520654255","0.762714784855782"
"nein","2017","35-65 Jahre alt","AkademikerInnen","2033","0.594150621090332","0.577477138698667","0.610824103481998"
"nein","2017","66 und älter","(noch) kein Abschluss","","","",""
"nein","2017","66 und älter","Hauptschulabschluss","106","0.918861916303408","0.870008496856107","0.967715335750708"
"nein","2017","66 und älter","Realschulabschluss","42","0.787575027766831","0.673050422206633","0.902099633327029"
"nein","2017","66 und älter","(Fach-)Abitur","","","",""
"nein","2017","66 und älter","AkademikerInnen","48","0.631865217885651","0.52046206204056","0.743268373730741"
"ja","2018","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2018","16-34 Jahre alt","Hauptschulabschluss","64","0.0990519344371208","0.0780200300337494","0.120083838840492"
"ja","2018","16-34 Jahre alt","Realschulabschluss","144","0.155031434222694","0.131554420109346","0.178508448336042"
"ja","2018","16-34 Jahre alt","(Fach-)Abitur","245","0.223884525886065","0.199115504198555","0.248653547573576"
"ja","2018","16-34 Jahre alt","AkademikerInnen","329","0.402538295158714","0.371002856793106","0.434073733524323"
"ja","2018","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2018","35-65 Jahre alt","Hauptschulabschluss","396","0.193751646575075","0.177985099948615","0.209518193201534"
"ja","2018","35-65 Jahre alt","Realschulabschluss","808","0.243586415557846","0.22895665609128","0.258216175024413"
"ja","2018","35-65 Jahre alt","(Fach-)Abitur","422","0.261621261328616","0.240880263295034","0.282362259362198"
"ja","2018","35-65 Jahre alt","AkademikerInnen","1260","0.417618366324902","0.400327501706622","0.434909230943181"
"ja","2018","66 und älter","(noch) kein Abschluss","","","",""
"ja","2018","66 und älter","Hauptschulabschluss","","","",""
"ja","2018","66 und älter","Realschulabschluss","","","",""
"ja","2018","66 und älter","(Fach-)Abitur","","","",""
"ja","2018","66 und älter","AkademikerInnen","","","",""
"nein","2018","16-34 Jahre alt","(noch) kein Abschluss","288","0.971277107337121","0.952470414096998","0.990083800577244"
"nein","2018","16-34 Jahre alt","Hauptschulabschluss","711","0.900948065562879","0.879916161159508","0.921979969966251"
"nein","2018","16-34 Jahre alt","Realschulabschluss","769","0.844968565777306","0.821491551663958","0.868445579890654"
"nein","2018","16-34 Jahre alt","(Fach-)Abitur","843","0.776115474113935","0.751346452426424","0.800884495801445"
"nein","2018","16-34 Jahre alt","AkademikerInnen","600","0.597461704841285","0.565926266475677","0.628997143206894"
"nein","2018","35-65 Jahre alt","(noch) kein Abschluss","213","0.872686837717589","0.830516377964742","0.914857297470436"
"nein","2018","35-65 Jahre alt","Hauptschulabschluss","2018","0.806248353424925","0.790481806798466","0.822014900051385"
"nein","2018","35-65 Jahre alt","Realschulabschluss","2499","0.756413584442154","0.741783824975587","0.77104334390872"
"nein","2018","35-65 Jahre alt","(Fach-)Abitur","1303","0.738378738671384","0.717637740637802","0.759119736704966"
"nein","2018","35-65 Jahre alt","AkademikerInnen","1865","0.582381633675098","0.565090769056819","0.599672498293378"
"nein","2018","66 und älter","(noch) kein Abschluss","","","",""
"nein","2018","66 und älter","Hauptschulabschluss","103","0.893131517748899","0.838310044272901","0.947952991224897"
"nein","2018","66 und älter","Realschulabschluss","43","0.762244070392374","0.64763397816041","0.876854162624338"
"nein","2018","66 und älter","(Fach-)Abitur","","","",""
"nein","2018","66 und älter","AkademikerInnen","49","0.767372861278362","0.664660001746521","0.870085720810202"
"ja","2019","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2019","16-34 Jahre alt","Hauptschulabschluss","51","0.103836011629799","0.080439061807588","0.127232961452011"
"ja","2019","16-34 Jahre alt","Realschulabschluss","148","0.182554980113973","0.156400132117899","0.208709828110048"
"ja","2019","16-34 Jahre alt","(Fach-)Abitur","227","0.256030864495464","0.229518629110573","0.282543099880356"
"ja","2019","16-34 Jahre alt","AkademikerInnen","307","0.374880191860083","0.34328851348734","0.406471870232826"
"ja","2019","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ja","2019","35-65 Jahre alt","Hauptschulabschluss","352","0.176285514873683","0.160311294259993","0.192259735487374"
"ja","2019","35-65 Jahre alt","Realschulabschluss","795","0.254205114785497","0.239161336862096","0.269248892708897"
"ja","2019","35-65 Jahre alt","(Fach-)Abitur","428","0.273713380568455","0.252537435443283","0.294889325693628"
"ja","2019","35-65 Jahre alt","AkademikerInnen","1212","0.391097687570642","0.374091188064069","0.408104187077216"
"ja","2019","66 und älter","(noch) kein Abschluss","","","",""
"ja","2019","66 und älter","Hauptschulabschluss","","","",""
"ja","2019","66 und älter","Realschulabschluss","","","",""
"ja","2019","66 und älter","(Fach-)Abitur","","","",""
"ja","2019","66 und älter","AkademikerInnen","","","",""
"nein","2019","16-34 Jahre alt","(noch) kein Abschluss","317","0.924503095486972","0.896084814331807","0.952921376642137"
"nein","2019","16-34 Jahre alt","Hauptschulabschluss","602","0.896163988370201","0.872767038547989","0.919560938192412"
"nein","2019","16-34 Jahre alt","Realschulabschluss","690","0.817445019886027","0.791290171889952","0.843599867882101"
"nein","2019","16-34 Jahre alt","(Fach-)Abitur","814","0.743969135504536","0.717456900119644","0.770481370889427"
"nein","2019","16-34 Jahre alt","AkademikerInnen","595","0.625119808139917","0.593528129767174","0.65671148651266"
"nein","2019","35-65 Jahre alt","(noch) kein Abschluss","257","0.809929234772471","0.763972382527033","0.85588608701791"
"nein","2019","35-65 Jahre alt","Hauptschulabschluss","1834","0.823714485126317","0.807740264512627","0.839688705740007"
"nein","2019","35-65 Jahre alt","Realschulabschluss","2423","0.745794885214504","0.730751107291103","0.760838663137904"
"nein","2019","35-65 Jahre alt","(Fach-)Abitur","1275","0.726286619431545","0.705110674306373","0.747462564556718"
"nein","2019","35-65 Jahre alt","AkademikerInnen","1951","0.608902312429358","0.591895812922784","0.625908811935931"
"nein","2019","66 und älter","(noch) kein Abschluss","","","",""
"nein","2019","66 und älter","Hauptschulabschluss","103","0.828416331710539","0.761515660360531","0.895317003060548"
"nein","2019","66 und älter","Realschulabschluss","57","0.735914471452527","0.631896227214643","0.839932715690412"
"nein","2019","66 und älter","(Fach-)Abitur","","","",""
"nein","2019","66 und älter","AkademikerInnen","65","0.643342045312639","0.541509745238421","0.745174345386857"
