,Unnamed: 0,year,bula_h,pgisced97,plb0021,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
852,852,1999,North Rhine-Westphalia,Primary Level,No,1.0,102,12438,0.88024,1.11046
853,853,1999,North Rhine-Westphalia,Lower Secondary Level,Yes,0.07204,40,12438,0.05705,0.09124
854,854,1999,North Rhine-Westphalia,Lower Secondary Level,No,0.92796,457,12438,0.87665,0.98282
855,855,1999,North Rhine-Westphalia,Upper Secondary Level,Yes,0.04773,69,12438,0.03942,0.05563
856,856,1999,North Rhine-Westphalia,Upper Secondary Level,No,0.95227,1250,12438,0.92091,0.98936
857,857,1999,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,1.0,123,12438,0.8768,1.13498
858,858,1999,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,162,12438,0.91427,1.10981
859,859,1999,North Rhine-Westphalia,Second Stage of Tertiary Education,No,1.0,300,12438,0.91438,1.07961
860,860,1999,Hesse,Primary Level,No,1.0,42,12438,0.71912,1.28146
861,861,1999,Hesse,Lower Secondary Level,No,1.0,179,12438,0.90185,1.10414
862,862,1999,Hesse,Upper Secondary Level,No,1.0,408,12438,0.94109,1.07569
863,863,1999,Hesse,Post-secondary Non-tertiary Level,No,1.0,42,12438,0.81551,1.19117
864,864,1999,Hesse,First Stage of Tertiary Education,No,1.0,34,12438,0.76712,1.25068
865,865,1999,Hesse,Second Stage of Tertiary Education,No,1.0,117,12438,0.88388,1.11577
866,866,1999,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,186,12438,0.9099,1.08084
867,867,1999,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,1.0,363,12438,0.93208,1.06468
868,868,1999,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,46,12438,0.79588,1.23711
869,869,1999,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,59,12438,0.85731,1.17531
870,870,1999,Baden-Wuerttemberg,Pre-primary Level,No,1.0,34,12438,0.80287,1.26016
871,871,1999,Baden-Wuerttemberg,Primary Level,No,1.0,113,12438,0.79286,1.28664
872,872,1999,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.07568,39,12438,0.05761,0.09458
873,873,1999,Baden-Wuerttemberg,Lower Secondary Level,No,0.92432,389,12438,0.84157,1.00207
874,874,1999,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.04566,34,12438,0.03536,0.05951
875,875,1999,Baden-Wuerttemberg,Upper Secondary Level,No,0.95434,741,12438,0.89601,1.01581
876,876,1999,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,63,12438,0.83151,1.20741
877,877,1999,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,94,12438,0.8443,1.15766
878,878,1999,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,148,12438,0.87556,1.11054
879,879,1999,Bavaria,Primary Level,No,1.0,38,12438,0.72536,1.28431
880,880,1999,Bavaria,Lower Secondary Level,No,1.0,361,12438,0.93145,1.07121
881,881,1999,Bavaria,Upper Secondary Level,Yes,0.03686,37,12438,0.02953,0.04579
882,882,1999,Bavaria,Upper Secondary Level,No,0.96314,888,12438,0.91861,1.01234
883,883,1999,Bavaria,Post-secondary Non-tertiary Level,No,1.0,59,12438,0.79742,1.20633
884,884,1999,Bavaria,First Stage of Tertiary Education,No,1.0,114,12438,0.87809,1.13994
885,885,1999,Bavaria,Second Stage of Tertiary Education,No,1.0,200,12438,0.91466,1.09964
886,886,1999,Berlin,Lower Secondary Level,No,1.0,50,12438,0.86961,1.15039
887,887,1999,Berlin,Upper Secondary Level,No,1.0,187,12438,0.92897,1.07964
888,888,1999,Berlin,First Stage of Tertiary Education,No,1.0,31,12438,0.8057,1.17677
889,889,1999,Berlin,Second Stage of Tertiary Education,No,1.0,145,12438,0.89718,1.08786
890,890,1999,Brandenburg,Lower Secondary Level,No,1.0,51,12438,0.84878,1.20435
891,891,1999,Brandenburg,Upper Secondary Level,Yes,0.12292,45,12438,0.10724,0.14153
892,892,1999,Brandenburg,Upper Secondary Level,No,0.87708,265,12438,0.79825,0.95105
893,893,1999,Brandenburg,First Stage of Tertiary Education,No,1.0,36,12438,0.82698,1.16574
894,894,1999,Brandenburg,Second Stage of Tertiary Education,No,1.0,134,12438,0.89683,1.10555
895,895,1999,Mecklenburg-Western Pomerania,Lower Secondary Level,No,1.0,33,12438,0.79355,1.27571
896,896,1999,Mecklenburg-Western Pomerania,Upper Secondary Level,No,1.0,197,12438,0.91082,1.09323
897,897,1999,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,90,12438,0.8679,1.13352
898,898,1999,Saxony,Pre-primary Level,No,1.0,32,12438,0.86158,1.12817
899,899,1999,Saxony,Lower Secondary Level,No,1.0,104,12438,0.89894,1.11298
900,900,1999,Saxony,Upper Secondary Level,Yes,0.15601,108,12438,0.13723,0.17277
901,901,1999,Saxony,Upper Secondary Level,No,0.84399,528,12438,0.8036,0.88316
902,902,1999,Saxony,First Stage of Tertiary Education,No,1.0,64,12438,0.87261,1.16066
903,903,1999,Saxony,Second Stage of Tertiary Education,No,1.0,222,12438,0.93226,1.08331
904,904,1999,Saxony-Anhalt,Lower Secondary Level,No,1.0,71,12438,0.87876,1.12122
905,905,1999,Saxony-Anhalt,Upper Secondary Level,Yes,0.15798,65,12438,0.1326,0.1809
906,906,1999,Saxony-Anhalt,Upper Secondary Level,No,0.84202,296,12438,0.77832,0.90126
907,907,1999,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,53,12438,0.82796,1.13578
908,908,1999,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,134,12438,0.88983,1.1052
909,909,1999,Thuringa,Lower Secondary Level,No,1.0,67,12438,0.8342,1.19128
910,910,1999,Thuringa,Upper Secondary Level,Yes,0.15622,61,12438,0.12302,0.18818
911,911,1999,Thuringa,Upper Secondary Level,No,0.84378,373,12438,0.78899,0.90141
912,912,1999,Thuringa,First Stage of Tertiary Education,No,1.0,35,12438,0.76545,1.28898
913,913,1999,Thuringa,Second Stage of Tertiary Education,No,1.0,123,12438,0.89072,1.11328
914,914,2000,Schleswig-Holstein,Lower Secondary Level,No,1.0,96,23150,0.92132,1.09178
915,915,2000,Schleswig-Holstein,Upper Secondary Level,No,1.0,378,23150,0.95699,1.05865
916,916,2000,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,1.0,37,23150,0.79488,1.25473
917,917,2000,Schleswig-Holstein,First Stage of Tertiary Education,No,1.0,56,23150,0.8159,1.19822
918,918,2000,Schleswig-Holstein,Second Stage of Tertiary Education,No,1.0,95,23150,0.9013,1.11894
919,919,2000,Hamburg,Upper Secondary Level,No,1.0,146,23150,0.92538,1.07508
920,920,2000,Hamburg,Second Stage of Tertiary Education,No,1.0,63,23150,0.86003,1.15027
921,921,2000,Lower Saxony,Pre-primary Level,No,1.0,36,23150,0.82432,1.17906
922,922,2000,Lower Saxony,Lower Secondary Level,No,1.0,307,23150,0.94087,1.06857
923,923,2000,Lower Saxony,Upper Secondary Level,Yes,0.03792,46,23150,0.03213,0.04393
924,924,2000,Lower Saxony,Upper Secondary Level,No,0.96208,1101,23150,0.93046,0.9879
925,925,2000,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,117,23150,0.87926,1.0955
926,926,2000,Lower Saxony,First Stage of Tertiary Education,No,1.0,128,23150,0.91299,1.08664
927,927,2000,Lower Saxony,Second Stage of Tertiary Education,No,1.0,228,23150,0.93491,1.08021
928,928,2000,Bremen,Lower Secondary Level,No,1.0,31,23150,0.85332,1.14229
929,929,2000,Bremen,Upper Secondary Level,No,1.0,79,23150,0.89415,1.08996
930,930,2000,Bremen,Second Stage of Tertiary Education,No,1.0,31,23150,0.83571,1.15246
931,931,2000,North Rhine-Westphalia,Pre-primary Level,No,1.0,112,23150,0.89605,1.14895
932,932,2000,North Rhine-Westphalia,Primary Level,No,1.0,133,23150,0.92287,1.0875
933,933,2000,North Rhine-Westphalia,Lower Secondary Level,Yes,0.06756,62,23150,0.05999,0.0763
934,934,2000,North Rhine-Westphalia,Lower Secondary Level,No,0.93244,734,23150,0.89346,0.97475
935,935,2000,North Rhine-Westphalia,Upper Secondary Level,Yes,0.03969,123,23150,0.03649,0.04329
936,936,2000,North Rhine-Westphalia,Upper Secondary Level,No,0.96031,2508,23150,0.94325,0.98425
937,937,2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,1.0,328,23150,0.94121,1.06483
938,938,2000,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,394,23150,0.93732,1.06717
939,939,2000,North Rhine-Westphalia,Second Stage of Tertiary Education,No,1.0,667,23150,0.95762,1.04708
940,940,2000,Hesse,Pre-primary Level,No,1.0,32,23150,0.88939,1.08971
941,941,2000,Hesse,Primary Level,No,1.0,31,23150,0.85678,1.11985
942,942,2000,Hesse,Lower Secondary Level,No,1.0,269,23150,0.92894,1.0664
943,943,2000,Hesse,Upper Secondary Level,Yes,0.04037,36,23150,0.03362,0.04847
944,944,2000,Hesse,Upper Secondary Level,No,0.95963,802,23150,0.92935,0.99323
945,945,2000,Hesse,Post-secondary Non-tertiary Level,No,1.0,104,23150,0.90713,1.09708
946,946,2000,Hesse,First Stage of Tertiary Education,No,1.0,98,23150,0.90183,1.11074
947,947,2000,Hesse,Second Stage of Tertiary Education,No,1.0,261,23150,0.93441,1.08012
948,948,2000,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,282,23150,0.94757,1.05196
949,949,2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.03787,32,23150,0.03139,0.04576
950,950,2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.96213,755,23150,0.93016,0.99586
951,951,2000,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,1.0,56,23150,0.85231,1.15904
952,952,2000,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,110,23150,0.8813,1.09573
953,953,2000,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,146,23150,0.91336,1.07898
954,954,2000,Baden-Wuerttemberg,Pre-primary Level,No,1.0,64,23150,0.88786,1.09451
955,955,2000,Baden-Wuerttemberg,Primary Level,No,1.0,72,23150,0.84812,1.19415
956,956,2000,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.03943,34,23150,0.0309,0.05084
957,957,2000,Baden-Wuerttemberg,Lower Secondary Level,No,0.96057,577,23150,0.9092,1.00924
958,958,2000,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.0304,47,23150,0.02543,0.03545
959,959,2000,Baden-Wuerttemberg,Upper Secondary Level,No,0.9696,1379,23150,0.93809,1.00432
960,960,2000,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,120,23150,0.87361,1.11712
961,961,2000,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,232,23150,0.92178,1.09824
962,962,2000,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,399,23150,0.93027,1.07421
963,963,2000,Bavaria,Pre-primary Level,No,1.0,47,23150,0.84143,1.17272
964,964,2000,Bavaria,Primary Level,No,1.0,33,23150,0.86666,1.15065
965,965,2000,Bavaria,Lower Secondary Level,No,1.0,492,23150,0.96024,1.05056
966,966,2000,Bavaria,Upper Secondary Level,Yes,0.03197,68,23150,0.02755,0.03645
967,967,2000,Bavaria,Upper Secondary Level,No,0.96803,1834,23150,0.94392,0.99588
968,968,2000,Bavaria,Post-secondary Non-tertiary Level,No,1.0,136,23150,0.91028,1.08338
969,969,2000,Bavaria,First Stage of Tertiary Education,No,1.0,247,23150,0.91278,1.06658
970,970,2000,Bavaria,Second Stage of Tertiary Education,No,1.0,453,23150,0.95174,1.06347
971,971,2000,Berlin,Lower Secondary Level,No,1.0,65,23150,0.85477,1.13593
972,972,2000,Berlin,Upper Secondary Level,Yes,0.13204,47,23150,0.10579,0.16359
973,973,2000,Berlin,Upper Secondary Level,No,0.86796,310,23150,0.82565,0.91385
974,974,2000,Berlin,Post-secondary Non-tertiary Level,No,1.0,37,23150,0.87793,1.11252
975,975,2000,Berlin,First Stage of Tertiary Education,No,1.0,68,23150,0.87444,1.1119
976,976,2000,Berlin,Second Stage of Tertiary Education,No,1.0,222,23150,0.93187,1.05532
977,977,2000,Brandenburg,Lower Secondary Level,No,1.0,101,23150,0.90667,1.10638
978,978,2000,Brandenburg,Upper Secondary Level,Yes,0.15642,90,23150,0.14077,0.1716
979,979,2000,Brandenburg,Upper Secondary Level,No,0.84358,424,23150,0.79602,0.88368
980,980,2000,Brandenburg,First Stage of Tertiary Education,No,1.0,73,23150,0.83539,1.14036
981,981,2000,Brandenburg,Second Stage of Tertiary Education,No,1.0,243,23150,0.9363,1.05514
982,982,2000,Mecklenburg-Western Pomerania,Lower Secondary Level,No,1.0,40,23150,0.86953,1.15716
983,983,2000,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.11577,42,23150,0.10102,0.13467
984,984,2000,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.88423,285,23150,0.83483,0.93183
985,985,2000,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,1.0,41,23150,0.83234,1.20451
986,986,2000,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,114,23150,0.91965,1.0952
987,987,2000,Saxony,Pre-primary Level,No,1.0,34,23150,0.84319,1.22751
988,988,2000,Saxony,Lower Secondary Level,No,1.0,140,23150,0.92069,1.07195
989,989,2000,Saxony,Upper Secondary Level,Yes,0.15867,169,23150,0.14654,0.17378
990,990,2000,Saxony,Upper Secondary Level,No,0.84133,841,23150,0.80447,0.87518
991,991,2000,Saxony,Post-secondary Non-tertiary Level,No,1.0,45,23150,0.82289,1.23574
992,992,2000,Saxony,First Stage of Tertiary Education,No,1.0,133,23150,0.90684,1.09849
993,993,2000,Saxony,Second Stage of Tertiary Education,No,1.0,351,23150,0.9457,1.0539
994,994,2000,Saxony-Anhalt,Lower Secondary Level,No,1.0,87,23150,0.92101,1.10195
995,995,2000,Saxony-Anhalt,Upper Secondary Level,Yes,0.17647,103,23150,0.15711,0.19415
996,996,2000,Saxony-Anhalt,Upper Secondary Level,No,0.82353,457,23150,0.78239,0.87121
997,997,2000,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,101,23150,0.8863,1.10275
998,998,2000,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,210,23150,0.92643,1.0702
999,999,2000,Thuringa,Lower Secondary Level,No,1.0,75,23150,0.87048,1.14583
1000,1000,2000,Thuringa,Upper Secondary Level,Yes,0.15343,99,23150,0.13166,0.17163
1001,1001,2000,Thuringa,Upper Secondary Level,No,0.84657,569,23150,0.81367,0.87969
1002,1002,2000,Thuringa,First Stage of Tertiary Education,No,1.0,85,23150,0.90561,1.10607
1003,1003,2000,Thuringa,Second Stage of Tertiary Education,No,1.0,165,23150,0.90061,1.0813
1004,1004,2001,Schleswig-Holstein,Lower Secondary Level,No,1.0,86,20829,0.89121,1.12004
1005,1005,2001,Schleswig-Holstein,Upper Secondary Level,No,1.0,342,20829,0.94711,1.06942
1006,1006,2001,Schleswig-Holstein,First Stage of Tertiary Education,No,1.0,50,20829,0.81485,1.19224
1007,1007,2001,Schleswig-Holstein,Second Stage of Tertiary Education,No,1.0,79,20829,0.89712,1.14353
1008,1008,2001,Hamburg,Upper Secondary Level,No,1.0,136,20829,0.91965,1.08796
1009,1009,2001,Hamburg,Second Stage of Tertiary Education,No,1.0,66,20829,0.87216,1.13738
1010,1010,2001,Lower Saxony,Pre-primary Level,No,1.0,49,20829,0.8586,1.1531
1011,1011,2001,Lower Saxony,Lower Secondary Level,No,1.0,280,20829,0.92844,1.07471
1012,1012,2001,Lower Saxony,Upper Secondary Level,Yes,0.05284,58,20829,0.04511,0.06034
1013,1013,2001,Lower Saxony,Upper Secondary Level,No,0.94716,956,20829,0.90923,0.98064
1014,1014,2001,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,101,20829,0.86771,1.13017
1015,1015,2001,Lower Saxony,First Stage of Tertiary Education,No,1.0,114,20829,0.89811,1.10906
1016,1016,2001,Lower Saxony,Second Stage of Tertiary Education,No,1.0,223,20829,0.92452,1.08065
1017,1017,2001,Bremen,Upper Secondary Level,No,1.0,69,20829,0.88339,1.11382
1018,1018,2001,North Rhine-Westphalia,Pre-primary Level,No,1.0,118,20829,0.86344,1.10581
1019,1019,2001,North Rhine-Westphalia,Primary Level,No,1.0,108,20829,0.91581,1.10655
1020,1020,2001,North Rhine-Westphalia,Lower Secondary Level,Yes,0.10198,63,20829,0.08741,0.1167
1021,1021,2001,North Rhine-Westphalia,Lower Secondary Level,No,0.89802,633,20829,0.85725,0.94225
1022,1022,2001,North Rhine-Westphalia,Upper Secondary Level,Yes,0.03542,91,20829,0.0312,0.03931
1023,1023,2001,North Rhine-Westphalia,Upper Secondary Level,No,0.96458,2279,20829,0.94588,0.99089
1024,1024,2001,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,1.0,307,20829,0.92678,1.07161
1025,1025,2001,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,345,20829,0.93193,1.05572
1026,1026,2001,North Rhine-Westphalia,Second Stage of Tertiary Education,No,1.0,620,20829,0.94076,1.05256
1027,1027,2001,Hesse,Pre-primary Level,No,1.0,34,20829,0.88995,1.09109
1028,1028,2001,Hesse,Lower Secondary Level,No,1.0,227,20829,0.92574,1.08282
1029,1029,2001,Hesse,Upper Secondary Level,Yes,0.05845,38,20829,0.04683,0.0728
1030,1030,2001,Hesse,Upper Secondary Level,No,0.94155,716,20829,0.90644,0.97729
1031,1031,2001,Hesse,Post-secondary Non-tertiary Level,No,1.0,105,20829,0.91347,1.12385
1032,1032,2001,Hesse,First Stage of Tertiary Education,No,1.0,80,20829,0.89103,1.13989
1033,1033,2001,Hesse,Second Stage of Tertiary Education,No,1.0,222,20829,0.91405,1.07331
1034,1034,2001,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,229,20829,0.92232,1.06761
1035,1035,2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.04138,34,20829,0.03432,0.05028
1036,1036,2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.95862,703,20829,0.9256,0.99379
1037,1037,2001,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,1.0,56,20829,0.86327,1.14715
1038,1038,2001,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,101,20829,0.87314,1.12341
1039,1039,2001,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,138,20829,0.90112,1.10491
1040,1040,2001,Baden-Wuerttemberg,Pre-primary Level,No,1.0,67,20829,0.89292,1.14235
1041,1041,2001,Baden-Wuerttemberg,Primary Level,No,1.0,50,20829,0.76823,1.22851
1042,1042,2001,Baden-Wuerttemberg,Lower Secondary Level,No,1.0,495,20829,0.92838,1.07245
1043,1043,2001,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.02583,35,20829,0.02099,0.03167
1044,1044,2001,Baden-Wuerttemberg,Upper Secondary Level,No,0.97417,1214,20829,0.93457,1.01262
1045,1045,2001,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,113,20829,0.86098,1.1119
1046,1046,2001,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,205,20829,0.89921,1.11673
1047,1047,2001,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,354,20829,0.93095,1.04989
1048,1048,2001,Bavaria,Pre-primary Level,No,1.0,51,20829,0.85118,1.1913
1049,1049,2001,Bavaria,Lower Secondary Level,No,1.0,433,20829,0.9441,1.0572
1050,1050,2001,Bavaria,Upper Secondary Level,Yes,0.03306,58,20829,0.02872,0.03805
1051,1051,2001,Bavaria,Upper Secondary Level,No,0.96694,1624,20829,0.9423,0.99681
1052,1052,2001,Bavaria,Post-secondary Non-tertiary Level,No,1.0,132,20829,0.89644,1.10683
1053,1053,2001,Bavaria,First Stage of Tertiary Education,No,1.0,228,20829,0.92531,1.10442
1054,1054,2001,Bavaria,Second Stage of Tertiary Education,No,1.0,425,20829,0.94767,1.04937
1055,1055,2001,Berlin,Pre-primary Level,No,1.0,31,20829,0.8052,1.21559
1056,1056,2001,Berlin,Lower Secondary Level,No,1.0,58,20829,0.86939,1.14028
1057,1057,2001,Berlin,Upper Secondary Level,Yes,0.10923,37,20829,0.08745,0.13688
1058,1058,2001,Berlin,Upper Secondary Level,No,0.89077,305,20829,0.84507,0.93829
1059,1059,2001,Berlin,Post-secondary Non-tertiary Level,No,1.0,33,20829,0.85755,1.1514
1060,1060,2001,Berlin,First Stage of Tertiary Education,No,1.0,67,20829,0.86517,1.12338
1061,1061,2001,Berlin,Second Stage of Tertiary Education,No,1.0,213,20829,0.92554,1.06946
1062,1062,2001,Brandenburg,Lower Secondary Level,No,1.0,91,20829,0.89373,1.13891
1063,1063,2001,Brandenburg,Upper Secondary Level,Yes,0.12723,67,20829,0.11447,0.14022
1064,1064,2001,Brandenburg,Upper Secondary Level,No,0.87277,414,20829,0.82675,0.91603
1065,1065,2001,Brandenburg,First Stage of Tertiary Education,No,1.0,62,20829,0.83038,1.14828
1066,1066,2001,Brandenburg,Second Stage of Tertiary Education,No,1.0,228,20829,0.93675,1.06807
1067,1067,2001,Mecklenburg-Western Pomerania,Lower Secondary Level,No,1.0,32,20829,0.81561,1.20679
1068,1068,2001,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.15516,44,20829,0.13378,0.18712
1069,1069,2001,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.84484,252,20829,0.78076,0.90071
1070,1070,2001,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,1.0,36,20829,0.78877,1.18539
1071,1071,2001,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,109,20829,0.88076,1.09713
1072,1072,2001,Saxony,Pre-primary Level,No,1.0,37,20829,0.84056,1.16595
1073,1073,2001,Saxony,Lower Secondary Level,No,1.0,128,20829,0.9226,1.08335
1074,1074,2001,Saxony,Upper Secondary Level,Yes,0.13722,144,20829,0.12738,0.14852
1075,1075,2001,Saxony,Upper Secondary Level,No,0.86278,777,20829,0.83463,0.88987
1076,1076,2001,Saxony,Post-secondary Non-tertiary Level,No,1.0,36,20829,0.79297,1.2133
1077,1077,2001,Saxony,First Stage of Tertiary Education,No,1.0,122,20829,0.90695,1.09321
1078,1078,2001,Saxony,Second Stage of Tertiary Education,No,1.0,337,20829,0.94678,1.07632
1079,1079,2001,Saxony-Anhalt,Lower Secondary Level,No,1.0,80,20829,0.87969,1.14383
