,Unnamed: 0,year,bula_h,pgisced97,plb0021,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
568,568,1995,Hesse,Second Stage of Tertiary Education,No,1.0,105,11897,0.88183,1.1003
569,569,1995,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,183,11897,0.91171,1.08312
570,570,1995,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,1.0,330,11897,0.93918,1.07015
571,571,1995,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,31,11897,0.75855,1.24981
572,572,1995,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,47,11897,0.8117,1.19164
573,573,1995,Baden-Wuerttemberg,Pre-primary Level,No,1.0,40,11897,0.77791,1.25113
574,574,1995,Baden-Wuerttemberg,Primary Level,No,1.0,147,11897,0.84476,1.20885
575,575,1995,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.04555,31,11897,0.0273,0.07372
576,576,1995,Baden-Wuerttemberg,Lower Secondary Level,No,0.95445,397,11897,0.87755,1.0303
577,577,1995,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.04814,41,11897,0.03368,0.06059
578,578,1995,Baden-Wuerttemberg,Upper Secondary Level,No,0.95186,755,11897,0.89576,0.99925
579,579,1995,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,68,11897,0.80748,1.21413
580,580,1995,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,85,11897,0.83216,1.15744
581,581,1995,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,126,11897,0.88692,1.12434
582,582,1995,Bavaria,Pre-primary Level,No,1.0,31,11897,0.85123,1.19995
583,583,1995,Bavaria,Primary Level,No,1.0,49,11897,0.77889,1.24239
584,584,1995,Bavaria,Lower Secondary Level,No,1.0,328,11897,0.9198,1.09087
585,585,1995,Bavaria,Upper Secondary Level,Yes,0.04097,41,11897,0.03304,0.05082
586,586,1995,Bavaria,Upper Secondary Level,No,0.95903,815,11897,0.9142,1.00993
587,587,1995,Bavaria,Post-secondary Non-tertiary Level,No,1.0,59,11897,0.80251,1.1962
588,588,1995,Bavaria,First Stage of Tertiary Education,No,1.0,96,11897,0.85914,1.13785
589,589,1995,Bavaria,Second Stage of Tertiary Education,No,1.0,167,11897,0.89412,1.12273
590,590,1995,Berlin,Lower Secondary Level,No,1.0,58,11897,0.8297,1.20042
591,591,1995,Berlin,Upper Secondary Level,No,1.0,223,11897,0.90743,1.08203
592,592,1995,Berlin,First Stage of Tertiary Education,No,1.0,36,11897,0.8139,1.17505
593,593,1995,Berlin,Second Stage of Tertiary Education,No,1.0,134,11897,0.90425,1.10975
594,594,1995,Brandenburg,Lower Secondary Level,No,1.0,57,11897,0.86305,1.12611
595,595,1995,Brandenburg,Upper Secondary Level,Yes,0.12773,43,11897,0.11025,0.14899
596,596,1995,Brandenburg,Upper Secondary Level,No,0.87227,261,11897,0.81542,0.932
597,597,1995,Brandenburg,First Stage of Tertiary Education,No,1.0,41,11897,0.85563,1.14486
598,598,1995,Brandenburg,Second Stage of Tertiary Education,No,1.0,135,11897,0.91619,1.08604
599,599,1995,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.20632,37,11897,0.16551,0.24836
600,600,1995,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.79368,190,11897,0.73284,0.8527
601,601,1995,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,85,11897,0.87117,1.13253
602,602,1995,Saxony,Lower Secondary Level,No,1.0,105,11897,0.88685,1.11199
603,603,1995,Saxony,Upper Secondary Level,Yes,0.15746,92,11897,0.14044,0.17775
604,604,1995,Saxony,Upper Secondary Level,No,0.84254,520,11897,0.80285,0.87978
605,605,1995,Saxony,First Stage of Tertiary Education,No,1.0,51,11897,0.8204,1.16761
606,606,1995,Saxony,Second Stage of Tertiary Education,No,1.0,210,11897,0.90895,1.08649
607,607,1995,Saxony-Anhalt,Lower Secondary Level,No,1.0,59,11897,0.82979,1.1828
608,608,1995,Saxony-Anhalt,Upper Secondary Level,Yes,0.17249,71,11897,0.14831,0.19939
609,609,1995,Saxony-Anhalt,Upper Secondary Level,No,0.82751,304,11897,0.77788,0.89065
610,610,1995,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,45,11897,0.83528,1.17828
611,611,1995,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,138,11897,0.88002,1.10796
612,612,1995,Thuringa,Lower Secondary Level,No,1.0,63,11897,0.84972,1.18764
613,613,1995,Thuringa,Upper Secondary Level,Yes,0.16153,62,11897,0.13821,0.18856
614,614,1995,Thuringa,Upper Secondary Level,No,0.83847,338,11897,0.78177,0.89477
615,615,1995,Thuringa,Second Stage of Tertiary Education,No,1.0,111,11897,0.9022,1.10985
616,616,1996,Schleswig-Holstein,Lower Secondary Level,No,1.0,48,11539,0.84055,1.15293
617,617,1996,Schleswig-Holstein,Upper Secondary Level,No,1.0,148,11539,0.92329,1.09373
618,618,1996,Hamburg,Upper Secondary Level,No,1.0,65,11539,0.83164,1.17442
619,619,1996,Lower Saxony,Lower Secondary Level,No,1.0,186,11539,0.90244,1.10336
620,620,1996,Lower Saxony,Upper Secondary Level,Yes,0.07314,39,11539,0.05476,0.09858
621,621,1996,Lower Saxony,Upper Secondary Level,No,0.92686,474,11539,0.87251,0.97839
622,622,1996,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,52,11539,0.85814,1.19593
623,623,1996,Lower Saxony,First Stage of Tertiary Education,No,1.0,65,11539,0.85456,1.15758
624,624,1996,Lower Saxony,Second Stage of Tertiary Education,No,1.0,94,11539,0.8781,1.14335
625,625,1996,Bremen,Upper Secondary Level,No,1.0,44,11539,0.84924,1.20697
626,626,1996,North Rhine-Westphalia,Pre-primary Level,No,1.0,67,11539,0.89997,1.09466
627,627,1996,North Rhine-Westphalia,Primary Level,No,1.0,116,11539,0.82494,1.20755
628,628,1996,North Rhine-Westphalia,Lower Secondary Level,Yes,0.05752,38,11539,0.04236,0.07913
629,629,1996,North Rhine-Westphalia,Lower Secondary Level,No,0.94248,457,11539,0.87966,1.00744
630,630,1996,North Rhine-Westphalia,Upper Secondary Level,Yes,0.05468,75,11539,0.04629,0.0686
631,631,1996,North Rhine-Westphalia,Upper Secondary Level,No,0.94532,1144,11539,0.90044,0.98279
632,632,1996,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,1.0,113,11539,0.8404,1.14439
633,633,1996,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,125,11539,0.87654,1.12733
634,634,1996,North Rhine-Westphalia,Second Stage of Tertiary Education,No,1.0,258,11539,0.92264,1.09126
635,635,1996,Hesse,Primary Level,No,1.0,51,11539,0.7452,1.30523
636,636,1996,Hesse,Lower Secondary Level,No,1.0,190,11539,0.8763,1.12236
637,637,1996,Hesse,Upper Secondary Level,No,1.0,395,11539,0.93185,1.08103
638,638,1996,Hesse,Post-secondary Non-tertiary Level,No,1.0,35,11539,0.78595,1.21693
639,639,1996,Hesse,First Stage of Tertiary Education,No,1.0,37,11539,0.79257,1.21288
640,640,1996,Hesse,Second Stage of Tertiary Education,No,1.0,98,11539,0.8874,1.10355
641,641,1996,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,176,11539,0.91357,1.11021
642,642,1996,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,1.0,315,11539,0.92205,1.07743
643,643,1996,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,34,11539,0.77635,1.22343
644,644,1996,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,51,11539,0.82667,1.20578
645,645,1996,Baden-Wuerttemberg,Pre-primary Level,No,1.0,33,11539,0.74916,1.26169
646,646,1996,Baden-Wuerttemberg,Primary Level,No,1.0,134,11539,0.79005,1.21331
647,647,1996,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.06517,33,11539,0.03924,0.10307
648,648,1996,Baden-Wuerttemberg,Lower Secondary Level,No,0.93483,360,11539,0.85713,1.0163
649,649,1996,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.04649,40,11539,0.03559,0.06178
650,650,1996,Baden-Wuerttemberg,Upper Secondary Level,No,0.95351,732,11539,0.90399,1.01534
651,651,1996,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,61,11539,0.80988,1.22411
652,652,1996,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,93,11539,0.8601,1.12906
653,653,1996,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,125,11539,0.87635,1.13149
654,654,1996,Bavaria,Primary Level,No,1.0,41,11539,0.74864,1.33614
655,655,1996,Bavaria,Lower Secondary Level,Yes,0.0781,31,11539,0.05646,0.10628
656,656,1996,Bavaria,Lower Secondary Level,No,0.9219,308,11539,0.86424,1.00292
657,657,1996,Bavaria,Upper Secondary Level,Yes,0.05419,46,11539,0.04153,0.06926
658,658,1996,Bavaria,Upper Secondary Level,No,0.94581,789,11539,0.89518,1.0001
659,659,1996,Bavaria,Post-secondary Non-tertiary Level,No,1.0,57,11539,0.81054,1.25686
660,660,1996,Bavaria,First Stage of Tertiary Education,No,1.0,99,11539,0.87701,1.15725
661,661,1996,Bavaria,Second Stage of Tertiary Education,No,1.0,162,11539,0.90345,1.12285
662,662,1996,Berlin,Lower Secondary Level,No,1.0,47,11539,0.80423,1.1962
663,663,1996,Berlin,Upper Secondary Level,No,1.0,210,11539,0.91866,1.09665
664,664,1996,Berlin,First Stage of Tertiary Education,No,1.0,33,11539,0.82324,1.2018
665,665,1996,Berlin,Second Stage of Tertiary Education,No,1.0,128,11539,0.90774,1.12483
666,666,1996,Brandenburg,Lower Secondary Level,No,1.0,54,11539,0.87698,1.14561
667,667,1996,Brandenburg,Upper Secondary Level,Yes,0.15632,51,11539,0.13706,0.18069
668,668,1996,Brandenburg,Upper Secondary Level,No,0.84368,248,11539,0.78829,0.89993
669,669,1996,Brandenburg,First Stage of Tertiary Education,No,1.0,37,11539,0.84561,1.18597
670,670,1996,Brandenburg,Second Stage of Tertiary Education,No,1.0,133,11539,0.91667,1.09013
671,671,1996,Mecklenburg-Western Pomerania,Lower Secondary Level,No,1.0,32,11539,0.80604,1.16981
672,672,1996,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.21458,41,11539,0.17119,0.26463
673,673,1996,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.78542,176,11539,0.71682,0.84583
674,674,1996,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,81,11539,0.88334,1.127
675,675,1996,Saxony,Lower Secondary Level,No,1.0,98,11539,0.88965,1.12592
676,676,1996,Saxony,Upper Secondary Level,Yes,0.15109,91,11539,0.13462,0.16737
677,677,1996,Saxony,Upper Secondary Level,No,0.84891,506,11539,0.79977,0.88817
678,678,1996,Saxony,First Stage of Tertiary Education,No,1.0,51,11539,0.86317,1.17178
679,679,1996,Saxony,Second Stage of Tertiary Education,No,1.0,223,11539,0.93253,1.09214
680,680,1996,Saxony-Anhalt,Lower Secondary Level,No,1.0,62,11539,0.85486,1.16834
681,681,1996,Saxony-Anhalt,Upper Secondary Level,Yes,0.14895,60,11539,0.13123,0.16925
682,682,1996,Saxony-Anhalt,Upper Secondary Level,No,0.85105,301,11539,0.78927,0.90721
683,683,1996,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,44,11539,0.81036,1.21588
684,684,1996,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,129,11539,0.8776,1.11202
685,685,1996,Thuringa,Lower Secondary Level,No,1.0,65,11539,0.83978,1.21016
686,686,1996,Thuringa,Upper Secondary Level,Yes,0.16148,69,11539,0.14014,0.18517
687,687,1996,Thuringa,Upper Secondary Level,No,0.83852,328,11539,0.79002,0.89057
688,688,1996,Thuringa,Second Stage of Tertiary Education,No,1.0,107,11539,0.88528,1.10421
689,689,1997,Schleswig-Holstein,Lower Secondary Level,No,1.0,36,11592,0.85332,1.1735
690,690,1997,Schleswig-Holstein,Upper Secondary Level,No,1.0,145,11592,0.89947,1.10243
691,691,1997,Hamburg,Lower Secondary Level,No,1.0,31,11592,0.76946,1.28782
692,692,1997,Hamburg,Upper Secondary Level,No,1.0,62,11592,0.80498,1.16613
693,693,1997,Lower Saxony,Lower Secondary Level,No,1.0,196,11592,0.89153,1.09754
694,694,1997,Lower Saxony,Upper Secondary Level,Yes,0.0733,40,11592,0.05572,0.093
695,695,1997,Lower Saxony,Upper Secondary Level,No,0.9267,471,11592,0.86982,0.98632
696,696,1997,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,47,11592,0.79269,1.2037
697,697,1997,Lower Saxony,First Stage of Tertiary Education,No,1.0,67,11592,0.85222,1.17054
698,698,1997,Lower Saxony,Second Stage of Tertiary Education,No,1.0,102,11592,0.89258,1.1111
699,699,1997,Bremen,Upper Secondary Level,No,1.0,47,11592,0.82535,1.16153
700,700,1997,North Rhine-Westphalia,Pre-primary Level,No,1.0,68,11592,0.88203,1.12971
701,701,1997,North Rhine-Westphalia,Primary Level,No,1.0,105,11592,0.8865,1.14537
702,702,1997,North Rhine-Westphalia,Lower Secondary Level,Yes,0.05413,43,11592,0.04281,0.06491
703,703,1997,North Rhine-Westphalia,Lower Secondary Level,No,0.94587,448,11592,0.87728,1.01237
704,704,1997,North Rhine-Westphalia,Upper Secondary Level,Yes,0.05993,84,11592,0.05055,0.06801
705,705,1997,North Rhine-Westphalia,Upper Secondary Level,No,0.94007,1147,11592,0.90891,0.97301
706,706,1997,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,1.0,109,11592,0.83912,1.15595
707,707,1997,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,129,11592,0.8896,1.13965
708,708,1997,North Rhine-Westphalia,Second Stage of Tertiary Education,No,1.0,266,11592,0.90923,1.08265
709,709,1997,Hesse,Primary Level,No,1.0,48,11592,0.67972,1.38352
710,710,1997,Hesse,Lower Secondary Level,No,1.0,170,11592,0.88102,1.14129
711,711,1997,Hesse,Upper Secondary Level,No,1.0,371,11592,0.9288,1.07628
712,712,1997,Hesse,Post-secondary Non-tertiary Level,No,1.0,34,11592,0.78744,1.2252
713,713,1997,Hesse,First Stage of Tertiary Education,No,1.0,31,11592,0.76095,1.27544
714,714,1997,Hesse,Second Stage of Tertiary Education,No,1.0,101,11592,0.89619,1.12685
715,715,1997,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,176,11592,0.92213,1.09193
716,716,1997,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,1.0,323,11592,0.94177,1.08511
717,717,1997,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,36,11592,0.85472,1.17615
718,718,1997,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,55,11592,0.85448,1.18607
719,719,1997,Baden-Wuerttemberg,Pre-primary Level,No,1.0,36,11592,0.74056,1.34702
720,720,1997,Baden-Wuerttemberg,Primary Level,No,1.0,131,11592,0.82207,1.25176
721,721,1997,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.06363,48,11592,0.04477,0.0855
722,722,1997,Baden-Wuerttemberg,Lower Secondary Level,No,0.93637,366,11592,0.85865,1.01717
723,723,1997,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.04645,50,11592,0.03597,0.05878
724,724,1997,Baden-Wuerttemberg,Upper Secondary Level,No,0.95355,729,11592,0.90243,1.01898
725,725,1997,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,60,11592,0.82718,1.22232
726,726,1997,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,97,11592,0.87386,1.12297
727,727,1997,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,120,11592,0.85062,1.12194
728,728,1997,Bavaria,Primary Level,No,1.0,41,11592,0.79828,1.27326
729,729,1997,Bavaria,Lower Secondary Level,No,1.0,318,11592,0.91873,1.08284
730,730,1997,Bavaria,Upper Secondary Level,Yes,0.04763,38,11592,0.03612,0.05897
731,731,1997,Bavaria,Upper Secondary Level,No,0.95237,795,11592,0.90218,0.99777
732,732,1997,Bavaria,Post-secondary Non-tertiary Level,No,1.0,50,11592,0.76604,1.26141
733,733,1997,Bavaria,First Stage of Tertiary Education,No,1.0,102,11592,0.87547,1.1587
734,734,1997,Bavaria,Second Stage of Tertiary Education,No,1.0,163,11592,0.88609,1.12002
735,735,1997,Berlin,Lower Secondary Level,No,1.0,48,11592,0.82027,1.20925
736,736,1997,Berlin,Upper Secondary Level,Yes,0.12325,32,11592,0.09981,0.14628
737,737,1997,Berlin,Upper Secondary Level,No,0.87675,195,11592,0.79932,0.95729
738,738,1997,Berlin,First Stage of Tertiary Education,No,1.0,36,11592,0.80702,1.19697
739,739,1997,Berlin,Second Stage of Tertiary Education,No,1.0,125,11592,0.89905,1.11121
740,740,1997,Brandenburg,Lower Secondary Level,No,1.0,54,11592,0.83625,1.14747
741,741,1997,Brandenburg,Upper Secondary Level,Yes,0.1284,44,11592,0.11134,0.14931
742,742,1997,Brandenburg,Upper Secondary Level,No,0.8716,258,11592,0.82099,0.92874
743,743,1997,Brandenburg,First Stage of Tertiary Education,No,1.0,36,11592,0.82151,1.21742
744,744,1997,Brandenburg,Second Stage of Tertiary Education,No,1.0,139,11592,0.92223,1.10853
745,745,1997,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.20693,35,11592,0.16078,0.25526
746,746,1997,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.79307,182,11592,0.738,0.8554
747,747,1997,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,79,11592,0.87505,1.09164
748,748,1997,Saxony,Lower Secondary Level,No,1.0,103,11592,0.90779,1.10335
749,749,1997,Saxony,Upper Secondary Level,Yes,0.15754,97,11592,0.1441,0.17191
750,750,1997,Saxony,Upper Secondary Level,No,0.84246,507,11592,0.79407,0.89447
751,751,1997,Saxony,First Stage of Tertiary Education,No,1.0,59,11592,0.83912,1.17262
752,752,1997,Saxony,Second Stage of Tertiary Education,No,1.0,233,11592,0.92606,1.06815
753,753,1997,Saxony-Anhalt,Lower Secondary Level,No,1.0,60,11592,0.86441,1.1696
754,754,1997,Saxony-Anhalt,Upper Secondary Level,Yes,0.20762,70,11592,0.17908,0.23502
755,755,1997,Saxony-Anhalt,Upper Secondary Level,No,0.79238,283,11592,0.72103,0.85128
756,756,1997,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,49,11592,0.86927,1.16451
757,757,1997,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,126,11592,0.87742,1.14794
758,758,1997,Thuringa,Lower Secondary Level,No,1.0,58,11592,0.78386,1.19316
759,759,1997,Thuringa,Upper Secondary Level,Yes,0.15607,66,11592,0.12838,0.18589
760,760,1997,Thuringa,Upper Secondary Level,No,0.84393,341,11592,0.7941,0.89813
761,761,1997,Thuringa,First Stage of Tertiary Education,No,1.0,32,11592,0.86579,1.1403
762,762,1997,Thuringa,Second Stage of Tertiary Education,No,1.0,113,11592,0.88685,1.09159
763,763,1998,Schleswig-Holstein,Lower Secondary Level,No,1.0,44,12607,0.84288,1.16912
764,764,1998,Schleswig-Holstein,Upper Secondary Level,No,1.0,173,12607,0.90409,1.09124
765,765,1998,Schleswig-Holstein,Second Stage of Tertiary Education,No,1.0,36,12607,0.78261,1.19874
766,766,1998,Hamburg,Lower Secondary Level,No,1.0,33,12607,0.77772,1.31112
767,767,1998,Hamburg,Upper Secondary Level,No,1.0,77,12607,0.89011,1.11565
768,768,1998,Lower Saxony,Primary Level,No,1.0,32,12607,0.77539,1.29897
769,769,1998,Lower Saxony,Lower Secondary Level,No,1.0,205,12607,0.90853,1.09646
770,770,1998,Lower Saxony,Upper Secondary Level,Yes,0.08262,43,12607,0.06953,0.09672
771,771,1998,Lower Saxony,Upper Secondary Level,No,0.91738,527,12607,0.86634,0.96218
772,772,1998,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,61,12607,0.85507,1.14991
773,773,1998,Lower Saxony,First Stage of Tertiary Education,No,1.0,75,12607,0.86921,1.1395
774,774,1998,Lower Saxony,Second Stage of Tertiary Education,No,1.0,126,12607,0.89285,1.11482
775,775,1998,Bremen,Upper Secondary Level,No,1.0,49,12607,0.8706,1.17717
776,776,1998,North Rhine-Westphalia,Pre-primary Level,No,1.0,68,12607,0.88789,1.1404
777,777,1998,North Rhine-Westphalia,Primary Level,No,1.0,106,12607,0.88663,1.131
778,778,1998,North Rhine-Westphalia,Lower Secondary Level,Yes,0.08162,50,12607,0.06689,0.10347
779,779,1998,North Rhine-Westphalia,Lower Secondary Level,No,0.91838,483,12607,0.86151,0.98507
780,780,1998,North Rhine-Westphalia,Upper Secondary Level,Yes,0.05677,82,12607,0.04879,0.06564
781,781,1998,North Rhine-Westphalia,Upper Secondary Level,No,0.94323,1265,12607,0.90558,0.97891
782,782,1998,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,1.0,126,12607,0.87212,1.14799
783,783,1998,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,159,12607,0.92169,1.09249
784,784,1998,North Rhine-Westphalia,Second Stage of Tertiary Education,No,1.0,299,12607,0.93217,1.09064
785,785,1998,Hesse,Primary Level,No,1.0,44,12607,0.775,1.29656
786,786,1998,Hesse,Lower Secondary Level,No,1.0,188,12607,0.88638,1.10576
787,787,1998,Hesse,Upper Secondary Level,No,1.0,413,12607,0.94462,1.06007
788,788,1998,Hesse,Post-secondary Non-tertiary Level,No,1.0,40,12607,0.83955,1.16764
789,789,1998,Hesse,First Stage of Tertiary Education,No,1.0,33,12607,0.78565,1.23035
790,790,1998,Hesse,Second Stage of Tertiary Education,No,1.0,110,12607,0.88852,1.12798
791,791,1998,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,205,12607,0.92605,1.08832
792,792,1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,1.0,378,12607,0.94278,1.05765
793,793,1998,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,43,12607,0.79497,1.22582
794,794,1998,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,60,12607,0.85542,1.16174
795,795,1998,Baden-Wuerttemberg,Pre-primary Level,No,1.0,35,12607,0.76606,1.26297
796,796,1998,Baden-Wuerttemberg,Primary Level,No,1.0,107,12607,0.81356,1.22754
797,797,1998,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.0703,51,12607,0.05275,0.08571
798,798,1998,Baden-Wuerttemberg,Lower Secondary Level,No,0.9297,394,12607,0.85643,1.00532
799,799,1998,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.04458,40,12607,0.03291,0.05589
800,800,1998,Baden-Wuerttemberg,Upper Secondary Level,No,0.95542,752,12607,0.90422,1.00534
801,801,1998,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,68,12607,0.81651,1.20342
802,802,1998,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,94,12607,0.87511,1.14708
803,803,1998,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,141,12607,0.88548,1.12474
804,804,1998,Bavaria,Pre-primary Level,No,1.0,34,12607,0.80601,1.23389
805,805,1998,Bavaria,Primary Level,No,1.0,41,12607,0.82917,1.25344
806,806,1998,Bavaria,Lower Secondary Level,Yes,0.06458,33,12607,0.04662,0.08327
807,807,1998,Bavaria,Lower Secondary Level,No,0.93542,352,12607,0.87286,0.99968
808,808,1998,Bavaria,Upper Secondary Level,Yes,0.04237,37,12607,0.03352,0.05475
809,809,1998,Bavaria,Upper Secondary Level,No,0.95763,875,12607,0.91614,0.99622
810,810,1998,Bavaria,Post-secondary Non-tertiary Level,No,1.0,64,12607,0.81624,1.19469
811,811,1998,Bavaria,First Stage of Tertiary Education,No,1.0,110,12607,0.86903,1.1509
812,812,1998,Bavaria,Second Stage of Tertiary Education,No,1.0,188,12607,0.90028,1.09141
813,813,1998,Berlin,Lower Secondary Level,No,1.0,51,12607,0.83398,1.18098
814,814,1998,Berlin,Upper Secondary Level,No,1.0,196,12607,0.92337,1.08015
815,815,1998,Berlin,First Stage of Tertiary Education,No,1.0,35,12607,0.81684,1.20503
816,816,1998,Berlin,Second Stage of Tertiary Education,No,1.0,147,12607,0.90473,1.10474
817,817,1998,Brandenburg,Lower Secondary Level,No,1.0,53,12607,0.828,1.18153
818,818,1998,Brandenburg,Upper Secondary Level,Yes,0.16214,62,12607,0.14135,0.19004
819,819,1998,Brandenburg,Upper Secondary Level,No,0.83786,256,12607,0.77755,0.91257
820,820,1998,Brandenburg,First Stage of Tertiary Education,No,1.0,33,12607,0.84794,1.17302
821,821,1998,Brandenburg,Second Stage of Tertiary Education,No,1.0,133,12607,0.91417,1.11063
822,822,1998,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.19252,41,12607,0.15223,0.23106
823,823,1998,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.80748,182,12607,0.74104,0.87209
824,824,1998,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,86,12607,0.871,1.14789
825,825,1998,Saxony,Lower Secondary Level,No,1.0,102,12607,0.92223,1.12119
826,826,1998,Saxony,Upper Secondary Level,Yes,0.14499,100,12607,0.12594,0.1637
827,827,1998,Saxony,Upper Secondary Level,No,0.85501,550,12607,0.81187,0.90708
828,828,1998,Saxony,First Stage of Tertiary Education,No,1.0,61,12607,0.87008,1.15543
829,829,1998,Saxony,Second Stage of Tertiary Education,No,1.0,224,12607,0.92991,1.08414
830,830,1998,Saxony-Anhalt,Lower Secondary Level,No,1.0,65,12607,0.87878,1.13341
831,831,1998,Saxony-Anhalt,Upper Secondary Level,Yes,0.21042,69,12607,0.17973,0.24111
832,832,1998,Saxony-Anhalt,Upper Secondary Level,No,0.78958,281,12607,0.73359,0.84172
833,833,1998,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,46,12607,0.8513,1.1413
834,834,1998,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,133,12607,0.90388,1.10581
835,835,1998,Thuringa,Lower Secondary Level,No,1.0,66,12607,0.83631,1.19897
836,836,1998,Thuringa,Upper Secondary Level,Yes,0.18914,80,12607,0.15828,0.21971
837,837,1998,Thuringa,Upper Secondary Level,No,0.81086,360,12607,0.76423,0.8652
838,838,1998,Thuringa,First Stage of Tertiary Education,No,1.0,31,12607,0.85005,1.14789
839,839,1998,Thuringa,Second Stage of Tertiary Education,No,1.0,115,12607,0.88827,1.10256
840,840,1999,Schleswig-Holstein,Lower Secondary Level,No,1.0,39,12438,0.85336,1.17813
841,841,1999,Schleswig-Holstein,Upper Secondary Level,No,1.0,178,12438,0.92655,1.07459
842,842,1999,Schleswig-Holstein,Second Stage of Tertiary Education,No,1.0,35,12438,0.79016,1.22047
843,843,1999,Hamburg,Upper Secondary Level,No,1.0,72,12438,0.87939,1.11653
844,844,1999,Lower Saxony,Lower Secondary Level,No,1.0,224,12438,0.90666,1.11177
845,845,1999,Lower Saxony,Upper Secondary Level,Yes,0.06085,32,12438,0.04758,0.07519
846,846,1999,Lower Saxony,Upper Secondary Level,No,0.93915,551,12438,0.88828,0.99535
847,847,1999,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,63,12438,0.85482,1.16513
848,848,1999,Lower Saxony,First Stage of Tertiary Education,No,1.0,66,12438,0.85141,1.18306
849,849,1999,Lower Saxony,Second Stage of Tertiary Education,No,1.0,124,12438,0.89176,1.11452
850,850,1999,Bremen,Upper Secondary Level,No,1.0,47,12438,0.86333,1.1706
851,851,1999,North Rhine-Westphalia,Pre-primary Level,No,1.0,76,12438,0.8891,1.14666
