year,quintil_oecd,regtyp,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,2nd Quintile,Urban regions,No,0.93382,2141,2316,0.92369,0.94394
2004,2nd Quintile,Rural regions,Yes,0.10181,163,1469,0.08634,0.11728
2004,2nd Quintile,Rural regions,No,0.89819,1306,1469,0.88272,0.91366
2004,3rd Quintile,Urban regions,Yes,0.05436,150,2520,0.04550,0.06321
2004,3rd Quintile,Urban regions,No,0.94564,2370,2520,0.93679,0.95450
2004,3rd Quintile,Rural regions,Yes,0.07372,97,1495,0.06047,0.08697
2004,3rd Quintile,Rural regions,No,0.92628,1398,1495,0.91303,0.93953
2004,4th Quintile,Urban regions,Yes,0.03356,93,2848,0.02695,0.04018
2004,4th Quintile,Urban regions,No,0.96644,2755,2848,0.95982,0.97305
2004,4th Quintile,Rural regions,Yes,0.04628,64,1498,0.03564,0.05693
2004,4th Quintile,Rural regions,No,0.95372,1434,1498,0.94307,0.96436
2004,5th Quintile,Urban regions,Yes,0.02057,97,4618,0.01648,0.02467
2004,5th Quintile,Urban regions,No,0.97943,4521,4618,0.97533,0.98352
2004,5th Quintile,Rural regions,Yes,0.03088,37,1580,0.02234,0.03941
2004,5th Quintile,Rural regions,No,0.96912,1543,1580,0.96059,0.97766
2005,1st Quintile,Urban regions,Yes,0.20780,394,2053,0.19024,0.22536
2005,1st Quintile,Urban regions,No,0.79220,1659,2053,0.77464,0.80976
2005,1st Quintile,Rural regions,Yes,0.25662,295,1102,0.23082,0.28242
2005,1st Quintile,Rural regions,No,0.74338,807,1102,0.71758,0.76918
2005,2nd Quintile,Urban regions,Yes,0.07098,162,2200,0.06025,0.08172
2005,2nd Quintile,Urban regions,No,0.92902,2038,2200,0.91828,0.93975
2005,2nd Quintile,Rural regions,Yes,0.09695,156,1431,0.08161,0.11228
2005,2nd Quintile,Rural regions,No,0.90305,1275,1431,0.88772,0.91839
2005,3rd Quintile,Urban regions,Yes,0.04809,117,2326,0.03939,0.05678
2005,3rd Quintile,Urban regions,No,0.95191,2209,2326,0.94322,0.96061
2005,3rd Quintile,Rural regions,Yes,0.06277,86,1432,0.05020,0.07534
2005,3rd Quintile,Rural regions,No,0.93723,1346,1432,0.92466,0.94980
2005,4th Quintile,Urban regions,Yes,0.03332,89,2798,0.02666,0.03997
2005,4th Quintile,Urban regions,No,0.96668,2709,2798,0.96003,0.97334
2005,4th Quintile,Rural regions,Yes,0.03528,59,1505,0.02595,0.04460
2005,4th Quintile,Rural regions,No,0.96472,1446,1505,0.95540,0.97405
2005,5th Quintile,Urban regions,Yes,0.01934,90,4404,0.01527,0.02341
2005,5th Quintile,Urban regions,No,0.98066,4314,4404,0.97659,0.98473
2005,5th Quintile,Rural regions,Yes,0.02742,39,1443,0.01899,0.03585
2005,5th Quintile,Rural regions,No,0.97258,1404,1443,0.96415,0.98101
2006,1st Quintile,Urban regions,Yes,0.23666,449,1903,0.21756,0.25577
2006,1st Quintile,Urban regions,No,0.76334,1454,1903,0.74423,0.78244
2006,1st Quintile,Rural regions,Yes,0.24869,292,1049,0.22252,0.27486
2006,1st Quintile,Rural regions,No,0.75131,757,1049,0.72514,0.77748
2006,2nd Quintile,Urban regions,Yes,0.06387,123,2020,0.05320,0.07453
2006,2nd Quintile,Urban regions,No,0.93613,1897,2020,0.92547,0.94680
2006,2nd Quintile,Rural regions,Yes,0.09397,131,1300,0.07810,0.10984
2006,2nd Quintile,Rural regions,No,0.90603,1169,1300,0.89016,0.92190
2006,3rd Quintile,Urban regions,Yes,0.04230,81,2189,0.03386,0.05073
2006,3rd Quintile,Urban regions,No,0.95770,2108,2189,0.94927,0.96614
2006,3rd Quintile,Rural regions,Yes,0.06159,81,1392,0.04896,0.07423
2006,3rd Quintile,Rural regions,No,0.93841,1311,1392,0.92577,0.95104
2006,4th Quintile,Urban regions,Yes,0.02838,83,2638,0.02204,0.03471
2006,4th Quintile,Urban regions,No,0.97162,2555,2638,0.96529,0.97796
2006,4th Quintile,Rural regions,Yes,0.03898,55,1335,0.02859,0.04937
2006,4th Quintile,Rural regions,No,0.96102,1280,1335,0.95063,0.97141
2006,5th Quintile,Urban regions,Yes,0.02000,86,4122,0.01573,0.02427
2006,5th Quintile,Urban regions,No,0.98000,4036,4122,0.97573,0.98427
2006,5th Quintile,Rural regions,Yes,0.01593,32,1400,0.00937,0.02249
2006,5th Quintile,Rural regions,No,0.98407,1368,1400,0.97751,0.99063
2007,1st Quintile,Urban regions,Yes,0.22444,422,2027,0.20627,0.24261
2007,1st Quintile,Urban regions,No,0.77556,1605,2027,0.75739,0.79373
2007,1st Quintile,Rural regions,Yes,0.25372,310,1170,0.22877,0.27866
2007,1st Quintile,Rural regions,No,0.74628,860,1170,0.72134,0.77123
2007,2nd Quintile,Urban regions,Yes,0.06774,132,2134,0.05708,0.07841
2007,2nd Quintile,Urban regions,No,0.93226,2002,2134,0.92159,0.94292
2007,2nd Quintile,Rural regions,Yes,0.07203,121,1384,0.05840,0.08566
2007,2nd Quintile,Rural regions,No,0.92797,1263,1384,0.91434,0.94160
2007,3rd Quintile,Urban regions,Yes,0.04165,78,2356,0.03358,0.04972
2007,3rd Quintile,Urban regions,No,0.95835,2278,2356,0.95028,0.96642
2007,3rd Quintile,Rural regions,Yes,0.04337,73,1515,0.03311,0.05362
2007,3rd Quintile,Rural regions,No,0.95663,1442,1515,0.94638,0.96689
2007,4th Quintile,Urban regions,Yes,0.03010,85,2810,0.02378,0.03642
2007,4th Quintile,Urban regions,No,0.96990,2725,2810,0.96358,0.97622
2007,4th Quintile,Rural regions,Yes,0.03026,48,1509,0.02162,0.03891
2007,4th Quintile,Rural regions,No,0.96974,1461,1509,0.96109,0.97838
2007,5th Quintile,Urban regions,Yes,0.01498,72,4156,0.01129,0.01868
2007,5th Quintile,Urban regions,No,0.98502,4084,4156,0.98132,0.98871
2007,5th Quintile,Rural regions,No,0.98174,1419,1419,0.97477,0.98871
2008,1st Quintile,Urban regions,Yes,0.20109,359,1874,0.18294,0.21925
2008,1st Quintile,Urban regions,No,0.79891,1515,1874,0.78075,0.81706
2008,1st Quintile,Rural regions,Yes,0.24957,286,1100,0.22399,0.27516
2008,1st Quintile,Rural regions,No,0.75043,814,1100,0.72484,0.77601
2008,2nd Quintile,Urban regions,Yes,0.04787,99,2061,0.03865,0.05709
2008,2nd Quintile,Urban regions,No,0.95213,1962,2061,0.94291,0.96135
2008,2nd Quintile,Rural regions,Yes,0.06300,93,1317,0.04987,0.07613
2008,2nd Quintile,Rural regions,No,0.93700,1224,1317,0.92387,0.95013
2008,3rd Quintile,Urban regions,Yes,0.03652,75,2280,0.02882,0.04422
2008,3rd Quintile,Urban regions,No,0.96348,2205,2280,0.95578,0.97118
2008,3rd Quintile,Rural regions,Yes,0.03327,66,1538,0.02430,0.04223
2008,3rd Quintile,Rural regions,No,0.96673,1472,1538,0.95777,0.97570
2008,4th Quintile,Urban regions,Yes,0.02125,58,2564,0.01567,0.02683
2008,4th Quintile,Urban regions,No,0.97875,2506,2564,0.97317,0.98433
2008,4th Quintile,Rural regions,Yes,0.02377,46,1313,0.01553,0.03202
2008,4th Quintile,Rural regions,No,0.97623,1267,1313,0.96798,0.98447
2008,5th Quintile,Urban regions,Yes,0.01550,52,3921,0.01163,0.01937
2008,5th Quintile,Urban regions,No,0.98450,3869,3921,0.98063,0.98837
2008,5th Quintile,Rural regions,No,0.98811,1325,1325,0.98227,0.99395
2009,1st Quintile,Urban regions,Yes,0.18586,318,1799,0.16788,0.20384
2009,1st Quintile,Urban regions,No,0.81414,1481,1799,0.79616,0.83212
2009,1st Quintile,Rural regions,Yes,0.23041,254,1069,0.20515,0.25566
2009,1st Quintile,Rural regions,No,0.76959,815,1069,0.74434,0.79485
2009,2nd Quintile,Urban regions,Yes,0.06414,111,1898,0.05312,0.07517
2009,2nd Quintile,Urban regions,No,0.93586,1787,1898,0.92483,0.94688
2009,2nd Quintile,Rural regions,Yes,0.07481,96,1264,0.06030,0.08932
2009,2nd Quintile,Rural regions,No,0.92519,1168,1264,0.91068,0.93970
2009,3rd Quintile,Urban regions,Yes,0.03271,62,2023,0.02496,0.04047
2009,3rd Quintile,Urban regions,No,0.96729,1961,2023,0.95953,0.97504
2009,3rd Quintile,Rural regions,Yes,0.04547,68,1383,0.03449,0.05645
2009,3rd Quintile,Rural regions,No,0.95453,1315,1383,0.94355,0.96551
2009,4th Quintile,Urban regions,Yes,0.02696,58,2454,0.02055,0.03336
2009,4th Quintile,Urban regions,No,0.97304,2396,2454,0.96664,0.97945
2009,4th Quintile,Rural regions,Yes,0.03503,36,1316,0.02510,0.04497
2009,4th Quintile,Rural regions,No,0.96497,1280,1316,0.95503,0.97490
2009,5th Quintile,Urban regions,Yes,0.01284,47,3542,0.00913,0.01655
2009,5th Quintile,Urban regions,No,0.98716,3495,3542,0.98345,0.99087
2009,5th Quintile,Rural regions,No,0.98426,1243,1243,0.97733,0.99118
2010,1st Quintile,Urban regions,Yes,0.18666,303,1658,0.16790,0.20542
2010,1st Quintile,Urban regions,No,0.81334,1355,1658,0.79458,0.83210
2010,1st Quintile,Rural regions,Yes,0.21218,229,917,0.18570,0.23866
2010,1st Quintile,Rural regions,No,0.78782,688,917,0.76134,0.81430
2010,2nd Quintile,Urban regions,Yes,0.05789,97,1775,0.04703,0.06876
2010,2nd Quintile,Urban regions,No,0.94211,1678,1775,0.93124,0.95297
2010,2nd Quintile,Rural regions,Yes,0.04977,68,1237,0.03764,0.06189
2010,2nd Quintile,Rural regions,No,0.95023,1169,1237,0.93811,0.96236
2010,3rd Quintile,Urban regions,Yes,0.04177,66,1895,0.03276,0.05078
2010,3rd Quintile,Urban regions,No,0.95823,1829,1895,0.94922,0.96724
2010,3rd Quintile,Rural regions,Yes,0.04424,54,1312,0.03311,0.05538
2010,3rd Quintile,Rural regions,No,0.95576,1258,1312,0.94462,0.96689
2010,4th Quintile,Urban regions,Yes,0.02292,60,2265,0.01676,0.02909
2010,4th Quintile,Urban regions,No,0.97708,2205,2265,0.97091,0.98324
2010,4th Quintile,Rural regions,No,0.98174,1181,1181,0.97410,0.98938
2010,5th Quintile,Urban regions,Yes,0.01466,47,3321,0.01057,0.01874
2010,5th Quintile,Urban regions,No,0.98534,3274,3321,0.98126,0.98943
2010,5th Quintile,Rural regions,No,0.98770,1026,1026,0.98096,0.99445
2011,1st Quintile,Urban regions,Yes,0.18426,577,2799,0.16989,0.19862
2011,1st Quintile,Urban regions,No,0.81574,2222,2799,0.80138,0.83011
2011,1st Quintile,Rural regions,Yes,0.22500,498,1791,0.20565,0.24434
2011,1st Quintile,Rural regions,No,0.77500,1293,1791,0.75566,0.79435
2011,2nd Quintile,Urban regions,Yes,0.04136,137,2534,0.03360,0.04911
2011,2nd Quintile,Urban regions,No,0.95864,2397,2534,0.95089,0.96640
2011,2nd Quintile,Rural regions,Yes,0.04160,91,1790,0.03234,0.05085
2011,2nd Quintile,Rural regions,No,0.95840,1699,1790,0.94915,0.96766
2011,3rd Quintile,Urban regions,Yes,0.02483,54,2505,0.01874,0.03093
2011,3rd Quintile,Urban regions,No,0.97517,2451,2505,0.96907,0.98126
2011,3rd Quintile,Rural regions,Yes,0.03121,65,1620,0.02274,0.03968
2011,3rd Quintile,Rural regions,No,0.96879,1555,1620,0.96032,0.97726
2011,4th Quintile,Urban regions,Yes,0.01638,47,2789,0.01167,0.02109
2011,4th Quintile,Urban regions,No,0.98362,2742,2789,0.97891,0.98833
2011,4th Quintile,Rural regions,No,0.97739,1312,1312,0.96935,0.98544
2011,5th Quintile,Urban regions,Yes,0.01261,45,3533,0.00893,0.01628
2011,5th Quintile,Urban regions,No,0.98739,3488,3533,0.98372,0.99107
2011,5th Quintile,Rural regions,No,0.99124,1175,1175,0.98591,0.99657
2012,1st Quintile,Urban regions,Yes,0.18538,703,3290,0.17210,0.19866
2012,1st Quintile,Urban regions,No,0.81462,2587,3290,0.80134,0.82790
2012,1st Quintile,Rural regions,Yes,0.22182,540,2039,0.20378,0.23986
2012,1st Quintile,Rural regions,No,0.77818,1499,2039,0.76014,0.79622
2012,2nd Quintile,Urban regions,Yes,0.04720,166,2950,0.03955,0.05486
2012,2nd Quintile,Urban regions,No,0.95280,2784,2950,0.94514,0.96045
2012,2nd Quintile,Rural regions,Yes,0.05418,116,1998,0.04425,0.06411
2012,2nd Quintile,Rural regions,No,0.94582,1882,1998,0.93589,0.95575
2012,3rd Quintile,Urban regions,Yes,0.02822,76,2876,0.02217,0.03428
2012,3rd Quintile,Urban regions,No,0.97178,2800,2876,0.96572,0.97783
2012,3rd Quintile,Rural regions,Yes,0.03844,80,1960,0.02992,0.04695
2012,3rd Quintile,Rural regions,No,0.96156,1880,1960,0.95305,0.97008
2012,4th Quintile,Urban regions,Yes,0.01415,51,3091,0.00999,0.01831
2012,4th Quintile,Urban regions,No,0.98585,3040,3091,0.98169,0.99001
2012,4th Quintile,Rural regions,No,0.98197,1695,1695,0.97564,0.98831
2012,5th Quintile,Urban regions,Yes,0.00664,31,3863,0.00408,0.00920
2012,5th Quintile,Urban regions,No,0.99336,3832,3863,0.99080,0.99592
2012,5th Quintile,Rural regions,No,0.98455,1381,1381,0.97804,0.99106
2013,1st Quintile,Urban regions,Yes,0.17038,660,3102,0.15715,0.18362
2013,1st Quintile,Urban regions,No,0.82962,2442,3102,0.81638,0.84285
2013,1st Quintile,Rural regions,Yes,0.22251,534,2063,0.20456,0.24046
2013,1st Quintile,Rural regions,No,0.77749,1529,2063,0.75954,0.79544
2013,2nd Quintile,Urban regions,Yes,0.04584,161,3068,0.03844,0.05324
2013,2nd Quintile,Urban regions,No,0.95416,2907,3068,0.94676,0.96156
2013,2nd Quintile,Rural regions,Yes,0.05887,124,2176,0.04898,0.06876
2013,2nd Quintile,Rural regions,No,0.94113,2052,2176,0.93124,0.95102
2013,3rd Quintile,Urban regions,Yes,0.02541,79,2954,0.01974,0.03109
2013,3rd Quintile,Urban regions,No,0.97459,2875,2954,0.96891,0.98026
2013,3rd Quintile,Rural regions,Yes,0.03946,74,1948,0.03081,0.04810
2013,3rd Quintile,Rural regions,No,0.96054,1874,1948,0.95190,0.96919
2013,4th Quintile,Urban regions,Yes,0.01213,44,3079,0.00826,0.01599
2013,4th Quintile,Urban regions,No,0.98787,3035,3079,0.98401,0.99174
2013,4th Quintile,Rural regions,Yes,0.02144,36,1780,0.01471,0.02817
2013,4th Quintile,Rural regions,No,0.97856,1744,1780,0.97183,0.98529
2013,5th Quintile,Urban regions,Yes,0.00814,39,4128,0.00540,0.01088
2013,5th Quintile,Urban regions,No,0.99186,4089,4128,0.98912,0.99460
2013,5th Quintile,Rural regions,No,0.99369,1371,1371,0.98950,0.99788
2014,1st Quintile,Urban regions,Yes,0.18123,822,3707,0.16883,0.19364
2014,1st Quintile,Urban regions,No,0.81877,2885,3707,0.80636,0.83117
2014,1st Quintile,Rural regions,Yes,0.23544,523,2114,0.21735,0.25353
2014,1st Quintile,Rural regions,No,0.76456,1591,2114,0.74647,0.78265
2014,2nd Quintile,Urban regions,Yes,0.06013,210,3385,0.05212,0.06814
2014,2nd Quintile,Urban regions,No,0.93987,3175,3385,0.93186,0.94788
2014,2nd Quintile,Rural regions,Yes,0.06059,128,2133,0.05046,0.07072
2014,2nd Quintile,Rural regions,No,0.93941,2005,2133,0.92928,0.94954
2014,3rd Quintile,Urban regions,Yes,0.02537,97,3184,0.01991,0.03083
2014,3rd Quintile,Urban regions,No,0.97463,3087,3184,0.96917,0.98009
2014,3rd Quintile,Rural regions,Yes,0.02300,52,1980,0.01639,0.02960
2014,3rd Quintile,Rural regions,No,0.97700,1928,1980,0.97040,0.98361
2014,4th Quintile,Urban regions,Yes,0.01664,60,3356,0.01231,0.02097
2014,4th Quintile,Urban regions,No,0.98336,3296,3356,0.97903,0.98769
2014,4th Quintile,Rural regions,Yes,0.01615,35,1807,0.01034,0.02197
2014,4th Quintile,Rural regions,No,0.98385,1772,1807,0.97803,0.98966
2014,5th Quintile,Urban regions,Yes,0.01149,42,4023,0.00820,0.01478
2014,5th Quintile,Urban regions,No,0.98851,3981,4023,0.98522,0.99180
2014,5th Quintile,Rural regions,No,0.98946,1365,1365,0.98404,0.99488
2015,1st Quintile,Urban regions,Yes,0.20260,715,3234,0.18875,0.21646
2015,1st Quintile,Urban regions,No,0.79740,2519,3234,0.78354,0.81125
2015,1st Quintile,Rural regions,Yes,0.22452,465,1893,0.20572,0.24333
2015,1st Quintile,Rural regions,No,0.77548,1428,1893,0.75667,0.79428
2015,2nd Quintile,Urban regions,Yes,0.05155,173,3158,0.04384,0.05926
2015,2nd Quintile,Urban regions,No,0.94845,2985,3158,0.94074,0.95616
2015,2nd Quintile,Rural regions,Yes,0.04780,109,2109,0.03870,0.05691
2015,2nd Quintile,Rural regions,No,0.95220,2000,2109,0.94309,0.96130
2015,3rd Quintile,Urban regions,Yes,0.02239,83,3002,0.01710,0.02768
2015,3rd Quintile,Urban regions,No,0.97761,2919,3002,0.97232,0.98290
2015,3rd Quintile,Rural regions,Yes,0.01762,49,1851,0.01163,0.02362
2015,3rd Quintile,Rural regions,No,0.98238,1802,1851,0.97638,0.98837
2015,4th Quintile,Urban regions,Yes,0.01759,45,3070,0.01294,0.02225
2015,4th Quintile,Urban regions,No,0.98241,3025,3070,0.97775,0.98706
2015,4th Quintile,Rural regions,No,0.98116,1670,1670,0.97464,0.98769
2015,5th Quintile,Urban regions,Yes,0.01082,40,3801,0.00753,0.01411
2015,5th Quintile,Urban regions,No,0.98918,3761,3801,0.98589,0.99247
2015,5th Quintile,Rural regions,No,0.99392,1303,1303,0.98970,0.99815
2016,1st Quintile,Urban regions,Yes,0.20496,735,3197,0.19097,0.21896
2016,1st Quintile,Urban regions,No,0.79504,2462,3197,0.78104,0.80903
2016,1st Quintile,Rural regions,Yes,0.23642,451,1859,0.21710,0.25573
2016,1st Quintile,Rural regions,No,0.76358,1408,1859,0.74427,0.78290
2016,2nd Quintile,Urban regions,Yes,0.04752,161,3072,0.04000,0.05505
2016,2nd Quintile,Urban regions,No,0.95248,2911,3072,0.94495,0.96000
2016,2nd Quintile,Rural regions,Yes,0.04992,100,2018,0.04042,0.05943
2016,2nd Quintile,Rural regions,No,0.95008,1918,2018,0.94057,0.95958
2016,3rd Quintile,Urban regions,Yes,0.01905,65,2866,0.01404,0.02405
2016,3rd Quintile,Urban regions,No,0.98095,2801,2866,0.97595,0.98596
2016,3rd Quintile,Rural regions,Yes,0.01252,39,1757,0.00732,0.01773
2016,3rd Quintile,Rural regions,No,0.98748,1718,1757,0.98227,0.99268
2016,4th Quintile,Urban regions,Yes,0.01522,49,3023,0.01085,0.01958
2016,4th Quintile,Urban regions,No,0.98478,2974,3023,0.98042,0.98915
2016,4th Quintile,Rural regions,No,0.98910,1594,1594,0.98400,0.99420
2016,5th Quintile,Urban regions,Yes,0.01328,40,3616,0.00955,0.01701
2016,5th Quintile,Urban regions,No,0.98672,3576,3616,0.98299,0.99045
2016,5th Quintile,Rural regions,No,0.99104,1241,1241,0.98580,0.99629
2017,1st Quintile,Urban regions,Yes,0.18815,1206,4064,0.17613,0.20017
2017,1st Quintile,Urban regions,No,0.81185,2858,4064,0.79983,0.82387
2017,1st Quintile,Rural regions,Yes,0.23735,538,2143,0.21933,0.25537
2017,1st Quintile,Rural regions,No,0.76265,1605,2143,0.74463,0.78067
2017,2nd Quintile,Urban regions,Yes,0.04481,181,2977,0.03738,0.05225
2017,2nd Quintile,Urban regions,No,0.95519,2796,2977,0.94775,0.96262
2017,2nd Quintile,Rural regions,Yes,0.02338,96,1923,0.01662,0.03013
2017,2nd Quintile,Rural regions,No,0.97662,1827,1923,0.96987,0.98338
2017,3rd Quintile,Urban regions,Yes,0.02109,72,2698,0.01567,0.02652
2017,3rd Quintile,Urban regions,No,0.97891,2626,2698,0.97348,0.98433
2017,3rd Quintile,Rural regions,Yes,0.01367,41,1740,0.00822,0.01913
2017,3rd Quintile,Rural regions,No,0.98633,1699,1740,0.98087,0.99178
2017,4th Quintile,Urban regions,Yes,0.01139,31,2836,0.00749,0.01530
2017,4th Quintile,Urban regions,No,0.98861,2805,2836,0.98470,0.99251
2017,4th Quintile,Rural regions,No,0.98792,1502,1502,0.98240,0.99345
2017,5th Quintile,Urban regions,No,0.98973,3394,3394,0.98634,0.99313
2017,5th Quintile,Rural regions,No,0.99314,1118,1118,0.98831,0.99798
2018,1st Quintile,Urban regions,Yes,0.19208,1276,4714,0.18083,0.20333
2018,1st Quintile,Urban regions,No,0.80792,3438,4714,0.79667,0.81917
2018,1st Quintile,Rural regions,Yes,0.21643,638,2438,0.20008,0.23278
2018,1st Quintile,Rural regions,No,0.78357,1800,2438,0.76722,0.79992
2018,2nd Quintile,Urban regions,Yes,0.03781,246,3269,0.03127,0.04435
2018,2nd Quintile,Urban regions,No,0.96219,3023,3269,0.95565,0.96873
2018,2nd Quintile,Rural regions,Yes,0.03015,89,2049,0.02275,0.03756
2018,2nd Quintile,Rural regions,No,0.96985,1960,2049,0.96244,0.97725
2018,3rd Quintile,Urban regions,Yes,0.02283,111,2985,0.01747,0.02819
2018,3rd Quintile,Urban regions,No,0.97717,2874,2985,0.97181,0.98253
2018,3rd Quintile,Rural regions,No,0.99150,1813,1813,0.98728,0.99573
2018,4th Quintile,Urban regions,Yes,0.01590,54,3074,0.01148,0.02033
2018,4th Quintile,Urban regions,No,0.98410,3020,3074,0.97967,0.98852
2018,4th Quintile,Rural regions,No,0.98866,1635,1635,0.98353,0.99379
2018,5th Quintile,Urban regions,Yes,0.00810,36,3718,0.00522,0.01098
2018,5th Quintile,Urban regions,No,0.99190,3682,3718,0.98902,0.99478
2018,5th Quintile,Rural regions,No,0.98969,1337,1337,0.98427,0.99510
2019,1st Quintile,Urban regions,Yes,0.17611,1353,4719,0.16524,0.18698
2019,1st Quintile,Urban regions,No,0.82389,3366,4719,0.81302,0.83476
2019,1st Quintile,Rural regions,Yes,0.19212,644,2342,0.17616,0.20808
2019,1st Quintile,Rural regions,No,0.80788,1698,2342,0.79192,0.82384
2019,2nd Quintile,Urban regions,Yes,0.03628,177,2983,0.02956,0.04299
2019,2nd Quintile,Urban regions,No,0.96372,2806,2983,0.95701,0.97044
2019,2nd Quintile,Rural regions,Yes,0.03334,82,1942,0.02536,0.04133
2019,2nd Quintile,Rural regions,No,0.96666,1860,1942,0.95867,0.97464
2019,3rd Quintile,Urban regions,Yes,0.01746,55,2771,0.01258,0.02234
2019,3rd Quintile,Urban regions,No,0.98254,2716,2771,0.97766,0.98742
2019,3rd Quintile,Rural regions,Yes,0.02243,36,1675,0.01533,0.02952
2019,3rd Quintile,Rural regions,No,0.97757,1639,1675,0.97048,0.98467
2019,4th Quintile,Urban regions,No,0.98538,2744,2744,0.98089,0.98987
2019,4th Quintile,Rural regions,No,0.98844,1492,1492,0.98301,0.99386
2019,5th Quintile,Urban regions,Yes,0.00801,32,3515,0.00506,0.01096
2019,5th Quintile,Urban regions,No,0.99199,3483,3515,0.98904,0.99494
2019,5th Quintile,Rural regions,No,0.98559,1292,1292,0.97909,0.99209
2020,1st Quintile,Urban regions,Yes,0.16037,1068,4391,0.14952,0.17122
2020,1st Quintile,Urban regions,No,0.83963,3323,4391,0.82878,0.85048
2020,1st Quintile,Rural regions,Yes,0.18670,491,2179,0.17033,0.20306
2020,1st Quintile,Rural regions,No,0.81330,1688,2179,0.79694,0.82967
2020,2nd Quintile,Urban regions,Yes,0.03523,159,2892,0.02851,0.04195
2020,2nd Quintile,Urban regions,No,0.96477,2733,2892,0.95805,0.97149
2020,2nd Quintile,Rural regions,Yes,0.03800,91,1946,0.02950,0.04649
2020,2nd Quintile,Rural regions,No,0.96200,1855,1946,0.95351,0.97050
2020,3rd Quintile,Urban regions,Yes,0.02769,59,2731,0.02154,0.03385
2020,3rd Quintile,Urban regions,No,0.97231,2672,2731,0.96615,0.97846
2020,3rd Quintile,Rural regions,No,0.98689,1511,1511,0.98116,0.99263
2020,4th Quintile,Urban regions,Yes,0.01306,40,2951,0.00896,0.01716
2020,4th Quintile,Urban regions,No,0.98694,2911,2951,0.98284,0.99104
2020,4th Quintile,Rural regions,No,0.99094,1562,1562,0.98623,0.99564
2020,5th Quintile,Urban regions,Yes,0.01364,37,4370,0.01020,0.01708
2020,5th Quintile,Urban regions,No,0.98636,4333,4370,0.98292,0.98980
2020,5th Quintile,Rural regions,No,0.97991,1573,1573,0.97298,0.98685
2021,1st Quintile,Urban regions,Yes,0.16285,643,3322,0.15029,0.17541
2021,1st Quintile,Urban regions,No,0.83715,2679,3322,0.82459,0.84971
2021,1st Quintile,Rural regions,Yes,0.14592,242,1446,0.12772,0.16413
2021,1st Quintile,Rural regions,No,0.85408,1204,1446,0.83587,0.87228
2021,2nd Quintile,Urban regions,Yes,0.03551,134,2184,0.02774,0.04327
2021,2nd Quintile,Urban regions,No,0.96449,2050,2184,0.95673,0.97226
2021,2nd Quintile,Rural regions,Yes,0.03965,64,1354,0.02925,0.05004
2021,2nd Quintile,Rural regions,No,0.96035,1290,1354,0.94996,0.97075
2021,3rd Quintile,Urban regions,Yes,0.02896,59,2006,0.02162,0.03631
2021,3rd Quintile,Urban regions,No,0.97104,1947,2006,0.96369,0.97838
2021,3rd Quintile,Rural regions,No,0.98080,1113,1113,0.97273,0.98886
2021,4th Quintile,Urban regions,Yes,0.01762,38,2114,0.01201,0.02323
2021,4th Quintile,Urban regions,No,0.98238,2076,2114,0.97677,0.98799
2021,4th Quintile,Rural regions,No,0.99628,1077,1077,0.99265,0.99992
2021,5th Quintile,Urban regions,Yes,0.01134,32,3170,0.00765,0.01502
2021,5th Quintile,Urban regions,No,0.98866,3138,3170,0.98498,0.99235
2021,5th Quintile,Rural regions,No,0.98679,1103,1103,0.98005,0.99353
2022,1st Quintile,Urban regions,Yes,0.13972,583,2968,0.12725,0.15220
2022,1st Quintile,Urban regions,No,0.86028,2385,2968,0.84780,0.87275
2022,1st Quintile,Rural regions,Yes,0.11848,228,1282,0.10078,0.13618
2022,1st Quintile,Rural regions,No,0.88152,1054,1282,0.86382,0.89922
2022,2nd Quintile,Urban regions,Yes,0.03326,96,1987,0.02537,0.04114
2022,2nd Quintile,Urban regions,No,0.96674,1891,1987,0.95886,0.97463
2022,2nd Quintile,Rural regions,Yes,0.03486,49,1229,0.02460,0.04512
2022,2nd Quintile,Rural regions,No,0.96514,1180,1229,0.95488,0.97540
2022,3rd Quintile,Urban regions,No,0.98931,1876,1876,0.98466,0.99397
2022,3rd Quintile,Rural regions,No,0.99207,1046,1046,0.98669,0.99745
2022,4th Quintile,Urban regions,No,0.98656,2033,2033,0.98156,0.99157
2022,4th Quintile,Rural regions,No,0.99218,1043,1043,0.98683,0.99753
2022,5th Quintile,Urban regions,No,0.98826,2921,2921,0.98436,0.99217
2022,5th Quintile,Rural regions,No,0.98142,1045,1045,0.97323,0.98961
