year,age_gr,sex,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,17-29 y.,male,No,0.91866,1923,2108,0.90698,0.93033
2015,17-29 y.,female,Yes,0.06652,213,2346,0.05644,0.07661
2015,17-29 y.,female,No,0.93348,2133,2346,0.92339,0.94356
2015,30-45 y.,male,Yes,0.09382,333,3518,0.08418,0.10346
2015,30-45 y.,male,No,0.90618,3185,3518,0.89654,0.91582
2015,30-45 y.,female,Yes,0.08584,542,4767,0.07789,0.09379
2015,30-45 y.,female,No,0.91416,4225,4767,0.90621,0.92211
2015,46-65 y.,male,Yes,0.07932,351,4286,0.07123,0.08741
2015,46-65 y.,male,No,0.92068,3935,4286,0.91259,0.92877
2015,46-65 y.,female,Yes,0.07046,401,4850,0.06326,0.07767
2015,46-65 y.,female,No,0.92954,4449,4850,0.92233,0.93674
2015,66 and older,male,No,0.99707,2391,2391,0.99491,0.99924
2016,17-29 y.,male,Yes,0.07534,154,1836,0.06326,0.08741
2016,17-29 y.,male,No,0.92466,1682,1836,0.91259,0.93674
2016,17-29 y.,female,Yes,0.06771,171,2024,0.05676,0.07866
2016,17-29 y.,female,No,0.93229,1853,2024,0.92134,0.94324
2016,30-45 y.,male,Yes,0.08932,249,2997,0.07911,0.09954
2016,30-45 y.,male,No,0.91068,2748,2997,0.90046,0.92089
2016,30-45 y.,female,Yes,0.07616,417,4102,0.06804,0.08427
2016,30-45 y.,female,No,0.92384,3685,4102,0.91573,0.93196
2016,46-65 y.,male,Yes,0.07921,318,3978,0.07082,0.08761
2016,46-65 y.,male,No,0.92079,3660,3978,0.91239,0.92918
2016,46-65 y.,female,Yes,0.06714,367,4628,0.05993,0.07435
2016,46-65 y.,female,No,0.93286,4261,4628,0.92565,0.94007
2016,66 and older,male,No,0.99817,2311,2311,0.99642,0.99991
2017,17-29 y.,male,Yes,0.08048,298,2527,0.06987,0.09108
2017,17-29 y.,male,No,0.91952,2229,2527,0.90892,0.93013
2017,17-29 y.,female,Yes,0.05589,244,2458,0.04681,0.06497
2017,17-29 y.,female,No,0.94411,2214,2458,0.93503,0.95319
2017,30-45 y.,male,Yes,0.08150,561,3700,0.07268,0.09031
2017,30-45 y.,male,No,0.91850,3139,3700,0.90969,0.92732
2017,30-45 y.,female,Yes,0.08030,634,4669,0.07250,0.08810
2017,30-45 y.,female,No,0.91970,4035,4669,0.91190,0.92750
2017,46-65 y.,male,Yes,0.07925,455,4859,0.07165,0.08684
2017,46-65 y.,male,No,0.92075,4404,4859,0.91316,0.92835
2017,46-65 y.,female,Yes,0.06051,417,5454,0.05418,0.06684
2017,46-65 y.,female,No,0.93949,5037,5454,0.93316,0.94582
2017,66 and older,male,No,0.99752,2453,2453,0.99555,0.99949
2017,66 and older,female,No,0.99931,2509,2509,0.99828,1.00034
2018,17-29 y.,male,Yes,0.07716,369,2711,0.06712,0.08721
2018,17-29 y.,male,No,0.92284,2342,2711,0.91279,0.93288
2018,17-29 y.,female,Yes,0.06674,327,2594,0.05713,0.07635
2018,17-29 y.,female,No,0.93326,2267,2594,0.92365,0.94287
2018,30-45 y.,male,Yes,0.07799,591,3729,0.06938,0.08660
2018,30-45 y.,male,No,0.92201,3138,3729,0.91340,0.93062
2018,30-45 y.,female,Yes,0.07675,699,4581,0.06904,0.08446
2018,30-45 y.,female,No,0.92325,3882,4581,0.91554,0.93096
2018,46-65 y.,male,Yes,0.07681,519,4793,0.06927,0.08435
2018,46-65 y.,male,No,0.92319,4274,4793,0.91565,0.93073
2018,46-65 y.,female,Yes,0.05789,453,5380,0.05165,0.06413
2018,46-65 y.,female,No,0.94211,4927,5380,0.93587,0.94835
2018,66 and older,male,No,0.99738,2450,2450,0.99536,0.99941
2018,66 and older,female,No,0.99724,2553,2553,0.99521,0.99928
2019,17-29 y.,male,Yes,0.07882,299,2403,0.06805,0.08960
2019,17-29 y.,male,No,0.92118,2104,2403,0.91040,0.93195
2019,17-29 y.,female,Yes,0.07122,321,2348,0.06082,0.08163
2019,17-29 y.,female,No,0.92878,2027,2348,0.91837,0.93918
2019,30-45 y.,male,Yes,0.06619,510,3617,0.05808,0.07429
2019,30-45 y.,male,No,0.93381,3107,3617,0.92571,0.94192
2019,30-45 y.,female,Yes,0.06860,596,4228,0.06098,0.07622
2019,30-45 y.,female,No,0.93140,3632,4228,0.92378,0.93902
2019,46-65 y.,male,Yes,0.06503,455,5456,0.05849,0.07157
2019,46-65 y.,male,No,0.93497,5001,5456,0.92843,0.94151
2019,46-65 y.,female,Yes,0.05452,410,5536,0.04854,0.06050
2019,46-65 y.,female,No,0.94548,5126,5536,0.93950,0.95146
2019,66 and older,male,No,0.99792,2625,2625,0.99617,0.99966
2019,66 and older,female,No,0.99966,2562,2562,0.99894,1.00037
2020,17-29 y.,male,Yes,0.08683,272,2561,0.07593,0.09774
2020,17-29 y.,male,No,0.91317,2289,2561,0.90226,0.92407
2020,17-29 y.,female,Yes,0.06814,265,2510,0.05828,0.07800
2020,17-29 y.,female,No,0.93186,2245,2510,0.92200,0.94172
2020,30-45 y.,male,Yes,0.06652,420,3884,0.05869,0.07436
2020,30-45 y.,male,No,0.93348,3464,3884,0.92564,0.94131
2020,30-45 y.,female,Yes,0.07014,520,4149,0.06237,0.07791
2020,30-45 y.,female,No,0.92986,3629,4149,0.92209,0.93763
2020,46-65 y.,male,Yes,0.05736,383,5077,0.05097,0.06376
2020,46-65 y.,male,No,0.94264,4694,5077,0.93624,0.94903
2020,46-65 y.,female,Yes,0.05498,379,5313,0.04885,0.06111
2020,46-65 y.,female,No,0.94502,4934,5313,0.93889,0.95115
2020,66 and older,male,No,0.99940,2440,2440,0.99842,1.00037
2020,66 and older,female,No,0.99902,2457,2457,0.99778,1.00026
2021,17-29 y.,male,Yes,0.07575,139,1624,0.06288,0.08863
2021,17-29 y.,male,No,0.92425,1485,1624,0.91137,0.93712
2021,17-29 y.,female,Yes,0.05450,127,1552,0.04320,0.06580
2021,17-29 y.,female,No,0.94550,1425,1552,0.93420,0.95680
2021,30-45 y.,male,Yes,0.06997,229,2462,0.05989,0.08005
2021,30-45 y.,male,No,0.93003,2233,2462,0.91995,0.94011
2021,30-45 y.,female,Yes,0.06355,314,2771,0.05447,0.07264
2021,30-45 y.,female,No,0.93645,2457,2771,0.92736,0.94553
2021,46-65 y.,male,Yes,0.05820,247,3457,0.05040,0.06601
2021,46-65 y.,male,No,0.94180,3210,3457,0.93399,0.94960
2021,46-65 y.,female,Yes,0.06080,258,3797,0.05320,0.06840
2021,46-65 y.,female,No,0.93920,3539,3797,0.93160,0.94680
2021,66 and older,male,No,0.99858,1787,1787,0.99683,1.00033
2021,66 and older,female,No,0.99932,1770,1770,0.99810,1.00053
2022,17-29 y.,male,Yes,0.04770,154,2752,0.03974,0.05566
2022,17-29 y.,male,No,0.95230,2598,2752,0.94434,0.96026
2022,17-29 y.,female,Yes,0.04408,158,2864,0.03656,0.05159
2022,17-29 y.,female,No,0.95592,2706,2864,0.94841,0.96344
2022,30-45 y.,male,Yes,0.05005,249,4398,0.04361,0.05650
2022,30-45 y.,male,No,0.94995,4149,4398,0.94350,0.95639
2022,30-45 y.,female,Yes,0.05783,341,4529,0.05103,0.06463
2022,30-45 y.,female,No,0.94217,4188,4529,0.93537,0.94897
2022,46-65 y.,male,Yes,0.04985,239,4380,0.04340,0.05629
2022,46-65 y.,male,No,0.95015,4141,4380,0.94371,0.95660
2022,46-65 y.,female,Yes,0.04880,264,4780,0.04269,0.05491
2022,46-65 y.,female,No,0.95120,4516,4780,0.94509,0.95731
2022,66 and older,male,No,0.99822,2040,2040,0.99639,1.00005
2022,66 and older,female,No,0.99994,2075,2075,0.99961,1.00027
