year,age_gr,quintil_oecd,plj0047,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,46-65 y.,1st Quintile,Not concerned at all,0.16868,104,612,0.13899,0.19837
1999,46-65 y.,2nd Quintile,Very concerned,0.29572,220,721,0.26238,0.32905
1999,46-65 y.,2nd Quintile,Somewhat concerned,0.57934,406,721,0.54328,0.61540
1999,46-65 y.,2nd Quintile,Not concerned at all,0.11775,95,721,0.09421,0.14129
1999,46-65 y.,3rd Quintile,Very concerned,0.28225,227,789,0.25082,0.31367
1999,46-65 y.,3rd Quintile,Somewhat concerned,0.55828,434,789,0.52361,0.59296
1999,46-65 y.,3rd Quintile,Not concerned at all,0.15493,128,789,0.12966,0.18019
1999,46-65 y.,4th Quintile,Very concerned,0.36685,324,963,0.33640,0.39731
1999,46-65 y.,4th Quintile,Somewhat concerned,0.48911,506,963,0.45752,0.52070
1999,46-65 y.,4th Quintile,Not concerned at all,0.13676,133,963,0.11505,0.15848
1999,46-65 y.,5th Quintile,Very concerned,0.29108,310,1081,0.26398,0.31817
1999,46-65 y.,5th Quintile,Somewhat concerned,0.55220,625,1081,0.52254,0.58185
1999,46-65 y.,5th Quintile,Not concerned at all,0.14574,146,1081,0.12469,0.16678
1999,66 and older,1st Quintile,Very concerned,0.27929,100,359,0.23282,0.32577
1999,66 and older,1st Quintile,Somewhat concerned,0.49345,181,359,0.44166,0.54524
1999,66 and older,1st Quintile,Not concerned at all,0.20828,78,359,0.16621,0.25035
1999,66 and older,2nd Quintile,Very concerned,0.25805,123,450,0.21758,0.29852
1999,66 and older,2nd Quintile,Somewhat concerned,0.47239,220,450,0.42621,0.51857
1999,66 and older,2nd Quintile,Not concerned at all,0.24944,107,450,0.20942,0.28946
1999,66 and older,3rd Quintile,Very concerned,0.23010,113,410,0.18931,0.27089
1999,66 and older,3rd Quintile,Somewhat concerned,0.55798,217,410,0.50985,0.60611
1999,66 and older,3rd Quintile,Not concerned at all,0.20395,80,410,0.16490,0.24300
1999,66 and older,4th Quintile,Very concerned,0.22358,71,296,0.17604,0.27113
1999,66 and older,4th Quintile,Somewhat concerned,0.53860,162,296,0.48172,0.59549
1999,66 and older,4th Quintile,Not concerned at all,0.23292,63,296,0.18468,0.28115
1999,66 and older,5th Quintile,Very concerned,0.19123,46,267,0.14397,0.23849
1999,66 and older,5th Quintile,Somewhat concerned,0.60382,171,267,0.54504,0.66260
1999,66 and older,5th Quintile,Not concerned at all,0.19814,50,267,0.15023,0.24604
2000,17-29 y.,1st Quintile,Very concerned,0.30686,213,696,0.27257,0.34115
2000,17-29 y.,1st Quintile,Somewhat concerned,0.50263,344,696,0.46546,0.53981
2000,17-29 y.,1st Quintile,Not concerned at all,0.17812,139,696,0.14968,0.20657
2000,17-29 y.,2nd Quintile,Very concerned,0.29617,169,614,0.26003,0.33232
2000,17-29 y.,2nd Quintile,Somewhat concerned,0.51694,327,614,0.47738,0.55649
2000,17-29 y.,2nd Quintile,Not concerned at all,0.17273,118,614,0.14281,0.20266
2000,17-29 y.,3rd Quintile,Very concerned,0.28758,154,575,0.25055,0.32461
2000,17-29 y.,3rd Quintile,Somewhat concerned,0.50342,303,575,0.46252,0.54432
2000,17-29 y.,3rd Quintile,Not concerned at all,0.19948,118,575,0.16678,0.23217
2000,17-29 y.,4th Quintile,Very concerned,0.25630,136,533,0.21920,0.29340
2000,17-29 y.,4th Quintile,Somewhat concerned,0.49830,295,533,0.45581,0.54078
2000,17-29 y.,4th Quintile,Not concerned at all,0.24474,102,533,0.20821,0.28128
2000,17-29 y.,5th Quintile,Very concerned,0.33276,124,366,0.28441,0.38110
2000,17-29 y.,5th Quintile,Somewhat concerned,0.50918,178,366,0.45789,0.56047
2000,17-29 y.,5th Quintile,Not concerned at all,0.15807,64,366,0.12064,0.19549
2000,30-45 y.,1st Quintile,Very concerned,0.29698,235,787,0.26504,0.32892
2000,30-45 y.,1st Quintile,Somewhat concerned,0.51579,410,787,0.48085,0.55073
2000,30-45 y.,1st Quintile,Not concerned at all,0.17882,142,787,0.15203,0.20561
2000,30-45 y.,2nd Quintile,Very concerned,0.31081,282,1023,0.28243,0.33918
2000,30-45 y.,2nd Quintile,Somewhat concerned,0.53727,583,1023,0.50670,0.56784
2000,30-45 y.,2nd Quintile,Not concerned at all,0.14414,158,1023,0.12261,0.16567
2000,30-45 y.,3rd Quintile,Very concerned,0.31082,268,939,0.28120,0.34044
2000,30-45 y.,3rd Quintile,Somewhat concerned,0.54602,540,939,0.51416,0.57788
2000,30-45 y.,3rd Quintile,Not concerned at all,0.13136,131,939,0.10974,0.15297
2000,30-45 y.,4th Quintile,Very concerned,0.27789,252,920,0.24893,0.30685
2000,30-45 y.,4th Quintile,Somewhat concerned,0.58877,561,920,0.55696,0.62059
2000,30-45 y.,4th Quintile,Not concerned at all,0.12214,107,920,0.10097,0.14331
2000,30-45 y.,5th Quintile,Very concerned,0.28306,251,877,0.25323,0.31290
2000,30-45 y.,5th Quintile,Somewhat concerned,0.57784,500,877,0.54513,0.61054
2000,30-45 y.,5th Quintile,Not concerned at all,0.13817,126,877,0.11532,0.16102
2000,46-65 y.,1st Quintile,Very concerned,0.29709,173,630,0.26138,0.33281
2000,46-65 y.,1st Quintile,Somewhat concerned,0.51911,341,630,0.48007,0.55816
2000,46-65 y.,1st Quintile,Not concerned at all,0.17613,116,630,0.14636,0.20590
2000,46-65 y.,2nd Quintile,Very concerned,0.25823,166,665,0.22494,0.29152
2000,46-65 y.,2nd Quintile,Somewhat concerned,0.57048,389,665,0.53283,0.60813
2000,46-65 y.,2nd Quintile,Not concerned at all,0.16206,110,665,0.13403,0.19009
2000,46-65 y.,3rd Quintile,Very concerned,0.26329,218,800,0.23275,0.29383
2000,46-65 y.,3rd Quintile,Somewhat concerned,0.54717,442,800,0.51266,0.58169
2000,46-65 y.,3rd Quintile,Not concerned at all,0.18112,140,800,0.15441,0.20782
2000,46-65 y.,4th Quintile,Very concerned,0.30595,270,943,0.27652,0.33537
2000,46-65 y.,4th Quintile,Somewhat concerned,0.55269,535,943,0.52094,0.58444
2000,46-65 y.,4th Quintile,Not concerned at all,0.13273,138,943,0.11106,0.15439
2000,46-65 y.,5th Quintile,Very concerned,0.30059,308,1035,0.27264,0.32854
2000,46-65 y.,5th Quintile,Somewhat concerned,0.55804,594,1035,0.52777,0.58831
2000,46-65 y.,5th Quintile,Not concerned at all,0.13096,133,1035,0.11040,0.15153
2000,66 and older,1st Quintile,Very concerned,0.19511,90,438,0.15795,0.23226
2000,66 and older,1st Quintile,Somewhat concerned,0.49786,230,438,0.45098,0.54474
2000,66 and older,1st Quintile,Not concerned at all,0.26708,118,438,0.22560,0.30856
2000,66 and older,2nd Quintile,Very concerned,0.19129,88,432,0.15416,0.22842
2000,66 and older,2nd Quintile,Somewhat concerned,0.52991,239,432,0.48278,0.57703
2000,66 and older,2nd Quintile,Not concerned at all,0.25886,105,432,0.21751,0.30021
2000,66 and older,3rd Quintile,Very concerned,0.21866,88,376,0.17682,0.26049
2000,66 and older,3rd Quintile,Somewhat concerned,0.52001,201,376,0.46945,0.57058
2000,66 and older,3rd Quintile,Not concerned at all,0.24919,87,376,0.20541,0.29297
2000,66 and older,4th Quintile,Very concerned,0.19548,54,278,0.14878,0.24218
2000,66 and older,4th Quintile,Somewhat concerned,0.52845,149,278,0.46967,0.58724
2000,66 and older,4th Quintile,Not concerned at all,0.24902,75,278,0.19810,0.29995
2000,66 and older,5th Quintile,Very concerned,0.18390,42,239,0.13468,0.23312
2000,66 and older,5th Quintile,Somewhat concerned,0.51999,134,239,0.45652,0.58346
2000,66 and older,5th Quintile,Not concerned at all,0.28032,63,239,0.22326,0.33739
2001,17-29 y.,1st Quintile,Very concerned,0.39506,373,986,0.36453,0.42559
2001,17-29 y.,1st Quintile,Somewhat concerned,0.39533,428,986,0.36480,0.42586
2001,17-29 y.,1st Quintile,Not concerned at all,0.19674,185,986,0.17191,0.22157
2001,17-29 y.,2nd Quintile,Very concerned,0.37401,347,898,0.34235,0.40568
2001,17-29 y.,2nd Quintile,Somewhat concerned,0.45300,405,898,0.42043,0.48558
2001,17-29 y.,2nd Quintile,Not concerned at all,0.16711,146,898,0.14270,0.19153
2001,17-29 y.,3rd Quintile,Very concerned,0.35657,303,828,0.32392,0.38921
2001,17-29 y.,3rd Quintile,Somewhat concerned,0.47794,398,828,0.44390,0.51199
2001,17-29 y.,3rd Quintile,Not concerned at all,0.15885,127,828,0.13394,0.18376
2001,17-29 y.,4th Quintile,Very concerned,0.34850,294,799,0.31544,0.38156
2001,17-29 y.,4th Quintile,Somewhat concerned,0.46311,377,799,0.42851,0.49770
2001,17-29 y.,4th Quintile,Not concerned at all,0.17636,128,799,0.14992,0.20281
2001,17-29 y.,5th Quintile,Very concerned,0.36522,215,557,0.32520,0.40524
2001,17-29 y.,5th Quintile,Somewhat concerned,0.52309,284,557,0.48157,0.56461
2001,17-29 y.,5th Quintile,Not concerned at all,0.10944,58,557,0.08349,0.13539
2001,30-45 y.,1st Quintile,Very concerned,0.38366,463,1208,0.35623,0.41109
2001,30-45 y.,1st Quintile,Somewhat concerned,0.46381,564,1208,0.43567,0.49194
2001,30-45 y.,1st Quintile,Not concerned at all,0.13916,181,1208,0.11963,0.15868
2001,30-45 y.,2nd Quintile,Very concerned,0.36708,561,1513,0.34279,0.39138
2001,30-45 y.,2nd Quintile,Somewhat concerned,0.48715,740,1513,0.46195,0.51234
2001,30-45 y.,2nd Quintile,Not concerned at all,0.13238,212,1513,0.11530,0.14946
2001,30-45 y.,3rd Quintile,Very concerned,0.37448,590,1562,0.35048,0.39849
2001,30-45 y.,3rd Quintile,Somewhat concerned,0.49986,791,1562,0.47506,0.52467
2001,30-45 y.,3rd Quintile,Not concerned at all,0.11868,181,1562,0.10264,0.13473
2001,30-45 y.,4th Quintile,Very concerned,0.37286,583,1529,0.34862,0.39711
2001,30-45 y.,4th Quintile,Somewhat concerned,0.51606,792,1529,0.49100,0.54111
2001,30-45 y.,4th Quintile,Not concerned at all,0.09801,154,1529,0.08310,0.11292
2001,30-45 y.,5th Quintile,Very concerned,0.37131,550,1443,0.34637,0.39624
2001,30-45 y.,5th Quintile,Somewhat concerned,0.50050,733,1443,0.47469,0.52630
2001,30-45 y.,5th Quintile,Not concerned at all,0.11272,160,1443,0.09640,0.12905
2001,46-65 y.,1st Quintile,Very concerned,0.32303,306,921,0.29282,0.35325
2001,46-65 y.,1st Quintile,Somewhat concerned,0.47604,448,921,0.44377,0.50831
2001,46-65 y.,1st Quintile,Not concerned at all,0.17574,167,921,0.15114,0.20033
2001,46-65 y.,2nd Quintile,Very concerned,0.35947,392,1101,0.33111,0.38783
2001,46-65 y.,2nd Quintile,Somewhat concerned,0.43599,513,1101,0.40668,0.46529
2001,46-65 y.,2nd Quintile,Not concerned at all,0.18419,196,1101,0.16128,0.20709
2001,46-65 y.,3rd Quintile,Very concerned,0.36658,528,1386,0.34120,0.39196
2001,46-65 y.,3rd Quintile,Somewhat concerned,0.47544,654,1386,0.44913,0.50174
2001,46-65 y.,3rd Quintile,Not concerned at all,0.14801,204,1386,0.12931,0.16672
2001,46-65 y.,4th Quintile,Very concerned,0.36650,598,1645,0.34321,0.38979
2001,46-65 y.,4th Quintile,Somewhat concerned,0.48393,818,1645,0.45978,0.50809
2001,46-65 y.,4th Quintile,Not concerned at all,0.13736,229,1645,0.12072,0.15400
2001,46-65 y.,5th Quintile,Very concerned,0.36607,736,1950,0.34469,0.38746
2001,46-65 y.,5th Quintile,Somewhat concerned,0.46879,929,1950,0.44664,0.49095
2001,46-65 y.,5th Quintile,Not concerned at all,0.14753,285,1950,0.13178,0.16327
2001,66 and older,1st Quintile,Very concerned,0.24702,181,697,0.21498,0.27906
2001,66 and older,1st Quintile,Somewhat concerned,0.46718,329,697,0.43012,0.50425
2001,66 and older,1st Quintile,Not concerned at all,0.27228,187,697,0.23921,0.30535
2001,66 and older,2nd Quintile,Very concerned,0.31595,275,829,0.28428,0.34762
2001,66 and older,2nd Quintile,Somewhat concerned,0.45929,389,829,0.42535,0.49324
2001,66 and older,2nd Quintile,Not concerned at all,0.20398,165,829,0.17653,0.23143
2001,66 and older,3rd Quintile,Very concerned,0.28975,220,714,0.25645,0.32305
2001,66 and older,3rd Quintile,Somewhat concerned,0.48900,352,714,0.45231,0.52569
2001,66 and older,3rd Quintile,Not concerned at all,0.20039,142,714,0.17101,0.22977
2001,66 and older,4th Quintile,Very concerned,0.27170,159,580,0.23547,0.30793
2001,66 and older,4th Quintile,Somewhat concerned,0.48174,283,580,0.44104,0.52244
2001,66 and older,4th Quintile,Not concerned at all,0.23403,138,580,0.19954,0.26852
2001,66 and older,5th Quintile,Very concerned,0.23243,134,527,0.19633,0.26852
2001,66 and older,5th Quintile,Somewhat concerned,0.51225,266,527,0.46953,0.55497
2001,66 and older,5th Quintile,Not concerned at all,0.23735,127,527,0.20099,0.27371
2002,17-29 y.,1st Quintile,Very concerned,0.29054,234,821,0.25947,0.32162
2002,17-29 y.,1st Quintile,Somewhat concerned,0.47746,410,821,0.44327,0.51165
2002,17-29 y.,1st Quintile,Not concerned at all,0.21226,177,821,0.18427,0.24024
2002,17-29 y.,2nd Quintile,Very concerned,0.27446,217,793,0.24338,0.30554
2002,17-29 y.,2nd Quintile,Somewhat concerned,0.47449,398,793,0.43971,0.50927
2002,17-29 y.,2nd Quintile,Not concerned at all,0.23958,178,793,0.20985,0.26930
2002,17-29 y.,3rd Quintile,Very concerned,0.25669,208,752,0.22545,0.28794
2002,17-29 y.,3rd Quintile,Somewhat concerned,0.54277,405,752,0.50714,0.57840
2002,17-29 y.,3rd Quintile,Not concerned at all,0.19601,139,752,0.16762,0.22441
2002,17-29 y.,4th Quintile,Very concerned,0.27747,205,735,0.24508,0.30987
2002,17-29 y.,4th Quintile,Somewhat concerned,0.52554,381,735,0.48942,0.56167
2002,17-29 y.,4th Quintile,Not concerned at all,0.19321,149,735,0.16464,0.22177
2002,17-29 y.,5th Quintile,Very concerned,0.30463,187,669,0.26973,0.33954
2002,17-29 y.,5th Quintile,Somewhat concerned,0.53221,366,669,0.49437,0.57005
2002,17-29 y.,5th Quintile,Not concerned at all,0.16265,116,669,0.13466,0.19063
2002,30-45 y.,1st Quintile,Very concerned,0.32812,307,1030,0.29943,0.35681
2002,30-45 y.,1st Quintile,Somewhat concerned,0.49966,552,1030,0.46911,0.53021
2002,30-45 y.,1st Quintile,Not concerned at all,0.15799,171,1030,0.13570,0.18027
2002,30-45 y.,2nd Quintile,Very concerned,0.30624,351,1226,0.28042,0.33205
2002,30-45 y.,2nd Quintile,Somewhat concerned,0.54396,701,1226,0.51606,0.57185
2002,30-45 y.,2nd Quintile,Not concerned at all,0.13944,174,1226,0.12004,0.15883
2002,30-45 y.,3rd Quintile,Very concerned,0.29625,391,1398,0.27230,0.32019
2002,30-45 y.,3rd Quintile,Somewhat concerned,0.56007,806,1398,0.53404,0.58610
2002,30-45 y.,3rd Quintile,Not concerned at all,0.13387,201,1398,0.11601,0.15172
2002,30-45 y.,4th Quintile,Very concerned,0.26270,409,1518,0.24055,0.28484
2002,30-45 y.,4th Quintile,Somewhat concerned,0.60008,900,1518,0.57543,0.62474
2002,30-45 y.,4th Quintile,Not concerned at all,0.13297,209,1518,0.11588,0.15006
2002,30-45 y.,5th Quintile,Very concerned,0.26823,442,1635,0.24675,0.28971
2002,30-45 y.,5th Quintile,Somewhat concerned,0.56017,930,1635,0.53610,0.58423
2002,30-45 y.,5th Quintile,Not concerned at all,0.16161,263,1635,0.14376,0.17946
2002,46-65 y.,1st Quintile,Very concerned,0.30570,259,898,0.27555,0.33585
2002,46-65 y.,1st Quintile,Somewhat concerned,0.49618,465,898,0.46346,0.52890
2002,46-65 y.,1st Quintile,Not concerned at all,0.18326,174,898,0.15794,0.20857
2002,46-65 y.,2nd Quintile,Very concerned,0.27395,285,1012,0.24645,0.30144
2002,46-65 y.,2nd Quintile,Somewhat concerned,0.53072,541,1012,0.49996,0.56149
2002,46-65 y.,2nd Quintile,Not concerned at all,0.17996,186,1012,0.15628,0.20364
2002,46-65 y.,3rd Quintile,Very concerned,0.25218,312,1182,0.22742,0.27695
2002,46-65 y.,3rd Quintile,Somewhat concerned,0.55696,664,1182,0.52863,0.58529
2002,46-65 y.,3rd Quintile,Not concerned at all,0.18404,206,1182,0.16193,0.20614
2002,46-65 y.,4th Quintile,Very concerned,0.26914,392,1471,0.24646,0.29181
2002,46-65 y.,4th Quintile,Somewhat concerned,0.58217,860,1471,0.55695,0.60738
2002,46-65 y.,4th Quintile,Not concerned at all,0.14344,219,1471,0.12552,0.16136
2002,46-65 y.,5th Quintile,Very concerned,0.26879,587,2107,0.24986,0.28773
2002,46-65 y.,5th Quintile,Somewhat concerned,0.57317,1212,2107,0.55204,0.59429
2002,46-65 y.,5th Quintile,Not concerned at all,0.15181,308,2107,0.13648,0.16713
2002,66 and older,1st Quintile,Very concerned,0.26190,170,654,0.22818,0.29563
2002,66 and older,1st Quintile,Somewhat concerned,0.49573,326,654,0.45738,0.53408
2002,66 and older,1st Quintile,Not concerned at all,0.22143,158,654,0.18959,0.25328
2002,66 and older,2nd Quintile,Very concerned,0.26310,233,870,0.23383,0.29238
2002,66 and older,2nd Quintile,Somewhat concerned,0.48543,446,870,0.45220,0.51866
2002,66 and older,2nd Quintile,Not concerned at all,0.23725,191,870,0.20896,0.26553
2002,66 and older,3rd Quintile,Very concerned,0.25799,177,704,0.22565,0.29033
2002,66 and older,3rd Quintile,Somewhat concerned,0.51315,364,704,0.47620,0.55010
2002,66 and older,3rd Quintile,Not concerned at all,0.22120,163,704,0.19052,0.25189
2002,66 and older,4th Quintile,Very concerned,0.22326,134,605,0.19004,0.25647
2002,66 and older,4th Quintile,Somewhat concerned,0.51219,327,605,0.47233,0.55205
2002,66 and older,4th Quintile,Not concerned at all,0.24526,144,605,0.21095,0.27957
2002,66 and older,5th Quintile,Very concerned,0.19521,111,545,0.16190,0.22851
2002,66 and older,5th Quintile,Somewhat concerned,0.57187,301,545,0.53029,0.61345
2002,66 and older,5th Quintile,Not concerned at all,0.23292,133,545,0.19740,0.26844
2003,17-29 y.,1st Quintile,Very concerned,0.24039,183,853,0.21170,0.26908
2003,17-29 y.,1st Quintile,Somewhat concerned,0.48359,448,853,0.45003,0.51715
2003,17-29 y.,1st Quintile,Not concerned at all,0.26522,222,853,0.23557,0.29486
2003,17-29 y.,2nd Quintile,Very concerned,0.26457,190,767,0.23333,0.29580
2003,17-29 y.,2nd Quintile,Somewhat concerned,0.48839,388,767,0.45299,0.52379
2003,17-29 y.,2nd Quintile,Not concerned at all,0.24223,189,767,0.21189,0.27257
2003,17-29 y.,3rd Quintile,Very concerned,0.21639,157,750,0.18690,0.24588
2003,17-29 y.,3rd Quintile,Somewhat concerned,0.52340,413,750,0.48763,0.55917
2003,17-29 y.,3rd Quintile,Not concerned at all,0.24688,180,750,0.21600,0.27776
2003,17-29 y.,4th Quintile,Very concerned,0.16471,151,789,0.13881,0.19061
2003,17-29 y.,4th Quintile,Somewhat concerned,0.57656,447,789,0.54206,0.61106
2003,17-29 y.,4th Quintile,Not concerned at all,0.24647,191,789,0.21638,0.27656
2003,17-29 y.,5th Quintile,Very concerned,0.21346,184,816,0.18533,0.24159
2003,17-29 y.,5th Quintile,Somewhat concerned,0.52226,435,816,0.48797,0.55655
2003,17-29 y.,5th Quintile,Not concerned at all,0.25252,197,816,0.22270,0.28235
2003,30-45 y.,1st Quintile,Very concerned,0.27245,250,947,0.24407,0.30082
2003,30-45 y.,1st Quintile,Somewhat concerned,0.52721,510,947,0.49540,0.55903
2003,30-45 y.,1st Quintile,Not concerned at all,0.18700,187,947,0.16216,0.21185
2003,30-45 y.,2nd Quintile,Very concerned,0.27548,318,1249,0.25070,0.30027
2003,30-45 y.,2nd Quintile,Somewhat concerned,0.51888,672,1249,0.49115,0.54660
2003,30-45 y.,2nd Quintile,Not concerned at all,0.19769,259,1249,0.17560,0.21979
2003,30-45 y.,3rd Quintile,Very concerned,0.23137,302,1356,0.20892,0.25383
2003,30-45 y.,3rd Quintile,Somewhat concerned,0.59627,820,1356,0.57015,0.62240
2003,30-45 y.,3rd Quintile,Not concerned at all,0.16158,234,1356,0.14198,0.18118
2003,30-45 y.,4th Quintile,Very concerned,0.23347,347,1479,0.21190,0.25504
2003,30-45 y.,4th Quintile,Somewhat concerned,0.57804,868,1479,0.55286,0.60322
2003,30-45 y.,4th Quintile,Not concerned at all,0.17914,264,1479,0.15959,0.19869
2003,30-45 y.,5th Quintile,Very concerned,0.19143,369,1849,0.17349,0.20936
2003,30-45 y.,5th Quintile,Somewhat concerned,0.60738,1122,1849,0.58512,0.62965
2003,30-45 y.,5th Quintile,Not concerned at all,0.19245,358,1849,0.17448,0.21042
2003,46-65 y.,1st Quintile,Very concerned,0.25737,226,875,0.22839,0.28636
2003,46-65 y.,1st Quintile,Somewhat concerned,0.49176,440,875,0.45861,0.52490
2003,46-65 y.,1st Quintile,Not concerned at all,0.23887,209,875,0.21060,0.26713
2003,46-65 y.,2nd Quintile,Very concerned,0.22542,221,955,0.19890,0.25193
2003,46-65 y.,2nd Quintile,Somewhat concerned,0.53662,515,955,0.50498,0.56826
2003,46-65 y.,2nd Quintile,Not concerned at all,0.22084,219,955,0.19452,0.24717
2003,46-65 y.,3rd Quintile,Very concerned,0.23469,281,1226,0.21096,0.25842
2003,46-65 y.,3rd Quintile,Somewhat concerned,0.55454,693,1226,0.52671,0.58237
2003,46-65 y.,3rd Quintile,Not concerned at all,0.20311,252,1226,0.18058,0.22564
2003,46-65 y.,4th Quintile,Very concerned,0.24238,378,1559,0.22110,0.26366
2003,46-65 y.,4th Quintile,Somewhat concerned,0.57925,921,1559,0.55474,0.60376
2003,46-65 y.,4th Quintile,Not concerned at all,0.17117,260,1559,0.15247,0.18987
2003,46-65 y.,5th Quintile,Very concerned,0.24451,669,2885,0.22883,0.26020
2003,46-65 y.,5th Quintile,Somewhat concerned,0.56596,1683,2885,0.54787,0.58405
2003,46-65 y.,5th Quintile,Not concerned at all,0.17752,533,2885,0.16357,0.19146
2003,66 and older,1st Quintile,Very concerned,0.20461,147,678,0.17422,0.23500
2003,66 and older,1st Quintile,Somewhat concerned,0.46947,329,678,0.43187,0.50706
2003,66 and older,1st Quintile,Not concerned at all,0.29715,202,678,0.26272,0.33157
2003,66 and older,2nd Quintile,Very concerned,0.21102,175,865,0.18382,0.23823
2003,66 and older,2nd Quintile,Somewhat concerned,0.53984,488,865,0.50661,0.57307
2003,66 and older,2nd Quintile,Not concerned at all,0.23402,202,865,0.20578,0.26225
2003,66 and older,3rd Quintile,Very concerned,0.20062,173,755,0.17204,0.22921
2003,66 and older,3rd Quintile,Somewhat concerned,0.50542,383,755,0.46973,0.54110
2003,66 and older,3rd Quintile,Not concerned at all,0.27427,199,755,0.24242,0.30611
2003,66 and older,4th Quintile,Very concerned,0.19560,114,559,0.16268,0.22851
2003,66 and older,4th Quintile,Somewhat concerned,0.52017,290,559,0.47872,0.56163
2003,66 and older,4th Quintile,Not concerned at all,0.27120,155,559,0.23432,0.30809
2003,66 and older,5th Quintile,Very concerned,0.16933,125,741,0.14231,0.19635
2003,66 and older,5th Quintile,Somewhat concerned,0.55509,405,741,0.51928,0.59089
2003,66 and older,5th Quintile,Not concerned at all,0.26887,211,741,0.23693,0.30082
2004,17-29 y.,1st Quintile,Very concerned,0.24135,226,897,0.21333,0.26937
2004,17-29 y.,1st Quintile,Somewhat concerned,0.46606,444,897,0.43340,0.49873
2004,17-29 y.,1st Quintile,Not concerned at all,0.27643,227,897,0.24715,0.30572
2004,17-29 y.,2nd Quintile,Very concerned,0.24487,184,731,0.21367,0.27606
2004,17-29 y.,2nd Quintile,Somewhat concerned,0.48604,373,731,0.44978,0.52229
2004,17-29 y.,2nd Quintile,Not concerned at all,0.25800,174,731,0.22626,0.28974
2004,17-29 y.,3rd Quintile,Very concerned,0.20366,155,741,0.17465,0.23268
2004,17-29 y.,3rd Quintile,Somewhat concerned,0.52389,397,741,0.48791,0.55988
2004,17-29 y.,3rd Quintile,Not concerned at all,0.26368,189,741,0.23193,0.29543
2004,17-29 y.,4th Quintile,Very concerned,0.21390,158,718,0.18388,0.24391
2004,17-29 y.,4th Quintile,Somewhat concerned,0.49482,363,718,0.45822,0.53141
2004,17-29 y.,4th Quintile,Not concerned at all,0.27683,197,718,0.24408,0.30958
2004,17-29 y.,5th Quintile,Very concerned,0.23590,201,835,0.20708,0.26471
2004,17-29 y.,5th Quintile,Somewhat concerned,0.56013,449,835,0.52644,0.59382
2004,17-29 y.,5th Quintile,Not concerned at all,0.19710,185,835,0.17010,0.22410
2004,30-45 y.,1st Quintile,Very concerned,0.27858,231,906,0.24938,0.30779
2004,30-45 y.,1st Quintile,Somewhat concerned,0.48862,475,906,0.45605,0.52119
2004,30-45 y.,1st Quintile,Not concerned at all,0.21344,200,906,0.18675,0.24014
2004,30-45 y.,2nd Quintile,Very concerned,0.25697,296,1162,0.23184,0.28211
2004,30-45 y.,2nd Quintile,Somewhat concerned,0.55771,648,1162,0.52914,0.58628
2004,30-45 y.,2nd Quintile,Not concerned at all,0.17829,218,1162,0.15628,0.20031
2004,30-45 y.,3rd Quintile,Very concerned,0.26056,301,1239,0.23611,0.28501
2004,30-45 y.,3rd Quintile,Somewhat concerned,0.54840,699,1239,0.52067,0.57612
2004,30-45 y.,3rd Quintile,Not concerned at all,0.18792,239,1239,0.16616,0.20968
2004,30-45 y.,4th Quintile,Very concerned,0.26102,370,1440,0.23833,0.28372
2004,30-45 y.,4th Quintile,Somewhat concerned,0.56371,816,1440,0.53809,0.58934
2004,30-45 y.,4th Quintile,Not concerned at all,0.16943,254,1440,0.15005,0.18882
2004,30-45 y.,5th Quintile,Very concerned,0.20803,374,1739,0.18894,0.22711
2004,30-45 y.,5th Quintile,Somewhat concerned,0.60030,1036,1739,0.57727,0.62333
2004,30-45 y.,5th Quintile,Not concerned at all,0.18687,329,1739,0.16855,0.20520
2004,46-65 y.,1st Quintile,Very concerned,0.23136,184,841,0.20284,0.25988
2004,46-65 y.,1st Quintile,Somewhat concerned,0.49870,446,841,0.46489,0.53251
2004,46-65 y.,1st Quintile,Not concerned at all,0.25858,211,841,0.22897,0.28819
2004,46-65 y.,2nd Quintile,Very concerned,0.22674,215,989,0.20063,0.25285
2004,46-65 y.,2nd Quintile,Somewhat concerned,0.52171,540,989,0.49056,0.55286
2004,46-65 y.,2nd Quintile,Not concerned at all,0.23295,234,989,0.20660,0.25931
2004,46-65 y.,3rd Quintile,Very concerned,0.25143,274,1155,0.22640,0.27647
2004,46-65 y.,3rd Quintile,Somewhat concerned,0.51831,620,1155,0.48949,0.54714
2004,46-65 y.,3rd Quintile,Not concerned at all,0.21793,261,1155,0.19411,0.24175
2004,46-65 y.,4th Quintile,Very concerned,0.26326,380,1445,0.24054,0.28597
2004,46-65 y.,4th Quintile,Somewhat concerned,0.53363,807,1445,0.50790,0.55936
2004,46-65 y.,4th Quintile,Not concerned at all,0.18774,258,1445,0.16759,0.20788
2004,46-65 y.,5th Quintile,Very concerned,0.24026,688,2867,0.22462,0.25590
2004,46-65 y.,5th Quintile,Somewhat concerned,0.57066,1659,2867,0.55254,0.58878
2004,46-65 y.,5th Quintile,Not concerned at all,0.17887,520,2867,0.16484,0.19291
2004,66 and older,1st Quintile,Very concerned,0.18952,117,598,0.15808,0.22096
2004,66 and older,1st Quintile,Somewhat concerned,0.46245,289,598,0.42245,0.50244
2004,66 and older,1st Quintile,Not concerned at all,0.30412,192,598,0.26722,0.34103
2004,66 and older,2nd Quintile,Very concerned,0.19731,173,889,0.17114,0.22349
