year,age_gr,quintil_oecd,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,30-45 y.,4th Quintile,Part Time,0.19378,182,872,0.16753,0.22003
1997,30-45 y.,4th Quintile,Not Working,0.10006,82,872,0.08013,0.11998
1997,30-45 y.,5th Quintile,Full Time,0.76407,608,806,0.73474,0.79340
1997,30-45 y.,5th Quintile,Part Time,0.18541,153,806,0.15856,0.21226
1997,30-45 y.,5th Quintile,Not Working,0.05052,45,806,0.03539,0.06565
1997,46-65 y.,1st Quintile,Full Time,0.11321,84,587,0.08755,0.13886
1997,46-65 y.,1st Quintile,Part Time,0.13338,80,587,0.10585,0.16091
1997,46-65 y.,1st Quintile,Not Working,0.75341,423,587,0.71851,0.78831
1997,46-65 y.,2nd Quintile,Full Time,0.28330,214,677,0.24933,0.31727
1997,46-65 y.,2nd Quintile,Part Time,0.20657,139,677,0.17605,0.23708
1997,46-65 y.,2nd Quintile,Not Working,0.51013,324,677,0.47245,0.54782
1997,46-65 y.,3rd Quintile,Full Time,0.35625,299,720,0.32124,0.39125
1997,46-65 y.,3rd Quintile,Part Time,0.21571,157,720,0.18564,0.24577
1997,46-65 y.,3rd Quintile,Not Working,0.42805,264,720,0.39188,0.46421
1997,46-65 y.,4th Quintile,Full Time,0.51317,484,905,0.48058,0.54575
1997,46-65 y.,4th Quintile,Part Time,0.21519,199,905,0.18840,0.24198
1997,46-65 y.,4th Quintile,Not Working,0.27165,222,905,0.24265,0.30064
1997,46-65 y.,5th Quintile,Full Time,0.58079,547,963,0.54961,0.61197
1997,46-65 y.,5th Quintile,Part Time,0.21549,221,963,0.18951,0.24147
1997,46-65 y.,5th Quintile,Not Working,0.20372,195,963,0.17827,0.22917
1997,66 and older,1st Quintile,Not Working,0.97391,334,334,0.95679,0.99103
1997,66 and older,2nd Quintile,Not Working,0.99655,418,418,0.99093,1.00218
1997,66 and older,3rd Quintile,Not Working,0.98589,332,332,0.97318,0.99859
1997,66 and older,4th Quintile,Not Working,0.95516,239,239,0.92887,0.98145
1997,66 and older,5th Quintile,Not Working,0.90117,205,205,0.86022,0.94213
1998,17-29 y.,1st Quintile,Full Time,0.23351,164,693,0.20199,0.26504
1998,17-29 y.,1st Quintile,Part Time,0.29033,194,693,0.25651,0.32415
1998,17-29 y.,1st Quintile,Not Working,0.47615,335,693,0.43894,0.51336
1998,17-29 y.,2nd Quintile,Full Time,0.37229,239,650,0.33510,0.40948
1998,17-29 y.,2nd Quintile,Part Time,0.26125,171,650,0.22745,0.29504
1998,17-29 y.,2nd Quintile,Not Working,0.36647,240,650,0.32940,0.40354
1998,17-29 y.,3rd Quintile,Full Time,0.46232,253,542,0.42031,0.50434
1998,17-29 y.,3rd Quintile,Part Time,0.24637,127,542,0.21006,0.28268
1998,17-29 y.,3rd Quintile,Not Working,0.29130,162,542,0.25301,0.32959
1998,17-29 y.,4th Quintile,Full Time,0.55500,346,596,0.51507,0.59494
1998,17-29 y.,4th Quintile,Part Time,0.20866,132,596,0.17601,0.24131
1998,17-29 y.,4th Quintile,Not Working,0.23633,118,596,0.20220,0.27047
1998,17-29 y.,5th Quintile,Full Time,0.54189,219,369,0.49099,0.59280
1998,17-29 y.,5th Quintile,Part Time,0.18236,58,369,0.14291,0.22181
1998,17-29 y.,5th Quintile,Not Working,0.27575,92,369,0.23009,0.32141
1998,30-45 y.,1st Quintile,Full Time,0.30552,249,752,0.27257,0.33846
1998,30-45 y.,1st Quintile,Part Time,0.28248,206,752,0.25028,0.31468
1998,30-45 y.,1st Quintile,Not Working,0.41200,297,752,0.37680,0.44720
1998,30-45 y.,2nd Quintile,Full Time,0.51287,503,946,0.48100,0.54473
1998,30-45 y.,2nd Quintile,Part Time,0.29810,265,946,0.26894,0.32727
1998,30-45 y.,2nd Quintile,Not Working,0.18903,178,946,0.16407,0.21400
1998,30-45 y.,3rd Quintile,Full Time,0.59156,550,898,0.55939,0.62373
1998,30-45 y.,3rd Quintile,Part Time,0.27815,237,898,0.24883,0.30748
1998,30-45 y.,3rd Quintile,Not Working,0.13029,111,898,0.10826,0.15232
1998,30-45 y.,4th Quintile,Full Time,0.66583,567,862,0.63432,0.69733
1998,30-45 y.,4th Quintile,Part Time,0.24508,217,862,0.21634,0.27381
1998,30-45 y.,4th Quintile,Not Working,0.08910,78,862,0.07007,0.10813
1998,30-45 y.,5th Quintile,Full Time,0.74867,581,765,0.71791,0.77943
1998,30-45 y.,5th Quintile,Part Time,0.19727,143,765,0.16905,0.22549
1998,30-45 y.,5th Quintile,Not Working,0.05405,41,765,0.03802,0.07009
1998,46-65 y.,1st Quintile,Full Time,0.16964,101,579,0.13905,0.20024
1998,46-65 y.,1st Quintile,Part Time,0.14870,87,579,0.11970,0.17771
1998,46-65 y.,1st Quintile,Not Working,0.68165,391,579,0.64368,0.71963
1998,46-65 y.,2nd Quintile,Full Time,0.28087,196,615,0.24532,0.31642
1998,46-65 y.,2nd Quintile,Part Time,0.19260,119,615,0.16141,0.22379
1998,46-65 y.,2nd Quintile,Not Working,0.52653,300,615,0.48703,0.56602
1998,46-65 y.,3rd Quintile,Full Time,0.36149,293,734,0.32671,0.39627
1998,46-65 y.,3rd Quintile,Part Time,0.19980,154,734,0.17085,0.22874
1998,46-65 y.,3rd Quintile,Not Working,0.43871,287,734,0.40279,0.47464
1998,46-65 y.,4th Quintile,Full Time,0.49162,435,864,0.45827,0.52497
1998,46-65 y.,4th Quintile,Part Time,0.21657,187,864,0.18909,0.24405
1998,46-65 y.,4th Quintile,Not Working,0.29181,242,864,0.26148,0.32214
1998,46-65 y.,5th Quintile,Full Time,0.55908,511,919,0.52696,0.59119
1998,46-65 y.,5th Quintile,Part Time,0.21098,212,919,0.18459,0.23738
1998,46-65 y.,5th Quintile,Not Working,0.22994,196,919,0.20272,0.25716
1998,66 and older,1st Quintile,Not Working,0.98845,312,312,0.97658,1.00033
1998,66 and older,2nd Quintile,Not Working,0.98752,352,352,0.97591,0.99914
1998,66 and older,3rd Quintile,Not Working,0.98246,359,359,0.96886,0.99606
1998,66 and older,4th Quintile,Not Working,0.96546,260,260,0.94322,0.98770
1998,66 and older,5th Quintile,Not Working,0.92163,208,208,0.88502,0.95824
1999,17-29 y.,1st Quintile,Full Time,0.24008,189,745,0.20939,0.27078
1999,17-29 y.,1st Quintile,Part Time,0.31963,214,745,0.28612,0.35314
1999,17-29 y.,1st Quintile,Not Working,0.44029,342,745,0.40462,0.47596
1999,17-29 y.,2nd Quintile,Full Time,0.39178,257,646,0.35411,0.42946
1999,17-29 y.,2nd Quintile,Part Time,0.26907,171,646,0.23484,0.30330
1999,17-29 y.,2nd Quintile,Not Working,0.33915,218,646,0.30261,0.37568
1999,17-29 y.,3rd Quintile,Full Time,0.47411,295,620,0.43478,0.51345
1999,17-29 y.,3rd Quintile,Part Time,0.26770,171,620,0.23282,0.30258
1999,17-29 y.,3rd Quintile,Not Working,0.25818,154,620,0.22371,0.29266
1999,17-29 y.,4th Quintile,Full Time,0.58356,328,562,0.54276,0.62435
1999,17-29 y.,4th Quintile,Part Time,0.25961,145,562,0.22333,0.29589
1999,17-29 y.,4th Quintile,Not Working,0.15684,89,562,0.12675,0.18693
1999,17-29 y.,5th Quintile,Full Time,0.49098,209,400,0.44193,0.54004
1999,17-29 y.,5th Quintile,Part Time,0.21713,84,400,0.17668,0.25759
1999,17-29 y.,5th Quintile,Not Working,0.29188,107,400,0.24727,0.33649
1999,30-45 y.,1st Quintile,Full Time,0.34508,314,864,0.31337,0.37680
1999,30-45 y.,1st Quintile,Part Time,0.32338,260,864,0.29217,0.35459
1999,30-45 y.,1st Quintile,Not Working,0.33154,290,864,0.30013,0.36295
1999,30-45 y.,2nd Quintile,Full Time,0.51259,560,1051,0.48236,0.54283
1999,30-45 y.,2nd Quintile,Part Time,0.31243,312,1051,0.28440,0.34047
1999,30-45 y.,2nd Quintile,Not Working,0.17497,179,1051,0.15199,0.19795
1999,30-45 y.,3rd Quintile,Full Time,0.58659,609,998,0.55603,0.61716
1999,30-45 y.,3rd Quintile,Part Time,0.29934,276,998,0.27091,0.32777
1999,30-45 y.,3rd Quintile,Not Working,0.11407,113,998,0.09433,0.13380
1999,30-45 y.,4th Quintile,Full Time,0.69603,652,953,0.66681,0.72525
1999,30-45 y.,4th Quintile,Part Time,0.22663,221,953,0.20003,0.25322
1999,30-45 y.,4th Quintile,Not Working,0.07735,80,953,0.06038,0.09432
1999,30-45 y.,5th Quintile,Full Time,0.75706,648,848,0.72818,0.78595
1999,30-45 y.,5th Quintile,Part Time,0.17511,148,848,0.14951,0.20070
1999,30-45 y.,5th Quintile,Not Working,0.06783,52,848,0.05089,0.08476
1999,46-65 y.,1st Quintile,Full Time,0.15391,100,614,0.12535,0.18248
1999,46-65 y.,1st Quintile,Part Time,0.15545,94,614,0.12677,0.18414
1999,46-65 y.,1st Quintile,Not Working,0.69063,420,614,0.65404,0.72723
1999,46-65 y.,2nd Quintile,Full Time,0.29151,233,724,0.25838,0.32464
1999,46-65 y.,2nd Quintile,Part Time,0.19819,141,724,0.16913,0.22725
1999,46-65 y.,2nd Quintile,Not Working,0.51030,350,724,0.47386,0.54674
1999,46-65 y.,3rd Quintile,Full Time,0.41001,322,792,0.37573,0.44429
1999,46-65 y.,3rd Quintile,Part Time,0.20438,162,792,0.17628,0.23248
1999,46-65 y.,3rd Quintile,Not Working,0.38561,308,792,0.35169,0.41953
1999,46-65 y.,4th Quintile,Full Time,0.49582,481,969,0.46432,0.52732
1999,46-65 y.,4th Quintile,Part Time,0.21580,210,969,0.18988,0.24171
1999,46-65 y.,4th Quintile,Not Working,0.28838,278,969,0.25984,0.31692
1999,46-65 y.,5th Quintile,Full Time,0.56627,627,1089,0.53682,0.59572
1999,46-65 y.,5th Quintile,Part Time,0.23654,258,1089,0.21128,0.26179
1999,46-65 y.,5th Quintile,Not Working,0.19719,204,1089,0.17355,0.22084
1999,66 and older,1st Quintile,Not Working,0.97291,357,357,0.95605,0.98978
1999,66 and older,2nd Quintile,Not Working,0.96843,440,440,0.95208,0.98479
1999,66 and older,3rd Quintile,Not Working,0.97089,397,397,0.95433,0.98745
1999,66 and older,4th Quintile,Not Working,0.97846,289,289,0.96169,0.99523
1999,66 and older,5th Quintile,Not Working,0.90971,242,242,0.87353,0.94590
2000,17-29 y.,1st Quintile,Full Time,0.23899,177,704,0.20746,0.27051
2000,17-29 y.,1st Quintile,Part Time,0.35349,232,704,0.31815,0.38883
2000,17-29 y.,1st Quintile,Not Working,0.40752,295,704,0.37120,0.44385
2000,17-29 y.,2nd Quintile,Full Time,0.39956,228,622,0.36103,0.43808
2000,17-29 y.,2nd Quintile,Part Time,0.30587,199,622,0.26963,0.34211
2000,17-29 y.,2nd Quintile,Not Working,0.29457,195,622,0.25872,0.33043
2000,17-29 y.,3rd Quintile,Full Time,0.53145,307,579,0.49077,0.57214
2000,17-29 y.,3rd Quintile,Part Time,0.23226,133,579,0.19783,0.26668
2000,17-29 y.,3rd Quintile,Not Working,0.23629,139,579,0.20166,0.27092
2000,17-29 y.,4th Quintile,Full Time,0.58657,313,534,0.54477,0.62838
2000,17-29 y.,4th Quintile,Part Time,0.23408,126,534,0.19813,0.27003
2000,17-29 y.,4th Quintile,Not Working,0.17935,95,534,0.14678,0.21192
2000,17-29 y.,5th Quintile,Full Time,0.48445,186,366,0.43317,0.53572
2000,17-29 y.,5th Quintile,Part Time,0.25399,92,366,0.20933,0.29865
2000,17-29 y.,5th Quintile,Not Working,0.26156,88,366,0.21648,0.30665
2000,30-45 y.,1st Quintile,Full Time,0.35905,284,793,0.32564,0.39247
2000,30-45 y.,1st Quintile,Part Time,0.34403,256,793,0.31095,0.37712
2000,30-45 y.,1st Quintile,Not Working,0.29691,253,793,0.26509,0.32874
2000,30-45 y.,2nd Quintile,Full Time,0.55325,575,1029,0.52286,0.58364
2000,30-45 y.,2nd Quintile,Part Time,0.28300,296,1029,0.25546,0.31054
2000,30-45 y.,2nd Quintile,Not Working,0.16375,158,1029,0.14113,0.18637
2000,30-45 y.,3rd Quintile,Full Time,0.64094,613,947,0.61037,0.67151
2000,30-45 y.,3rd Quintile,Part Time,0.24577,224,947,0.21833,0.27320
2000,30-45 y.,3rd Quintile,Not Working,0.11329,110,947,0.09310,0.13349
2000,30-45 y.,4th Quintile,Full Time,0.69684,659,928,0.66725,0.72643
2000,30-45 y.,4th Quintile,Part Time,0.22999,206,928,0.20290,0.25708
2000,30-45 y.,4th Quintile,Not Working,0.07317,63,928,0.05640,0.08993
2000,30-45 y.,5th Quintile,Full Time,0.77044,670,878,0.74260,0.79827
2000,30-45 y.,5th Quintile,Part Time,0.17933,162,878,0.15394,0.20472
2000,30-45 y.,5th Quintile,Not Working,0.05023,46,878,0.03578,0.06469
2000,46-65 y.,1st Quintile,Full Time,0.15591,106,637,0.12771,0.18410
2000,46-65 y.,1st Quintile,Part Time,0.21268,127,637,0.18088,0.24449
2000,46-65 y.,1st Quintile,Not Working,0.63141,404,637,0.59392,0.66890
2000,46-65 y.,2nd Quintile,Full Time,0.25053,191,672,0.21774,0.28332
2000,46-65 y.,2nd Quintile,Part Time,0.22952,142,672,0.19770,0.26134
2000,46-65 y.,2nd Quintile,Not Working,0.51995,339,672,0.48215,0.55775
2000,46-65 y.,3rd Quintile,Full Time,0.39708,328,807,0.36330,0.43086
2000,46-65 y.,3rd Quintile,Part Time,0.24017,197,807,0.21067,0.26966
2000,46-65 y.,3rd Quintile,Not Working,0.36276,282,807,0.32956,0.39595
2000,46-65 y.,4th Quintile,Full Time,0.49888,484,948,0.46704,0.53073
2000,46-65 y.,4th Quintile,Part Time,0.20790,202,948,0.18205,0.23375
2000,46-65 y.,4th Quintile,Not Working,0.29322,262,948,0.26422,0.32221
2000,46-65 y.,5th Quintile,Full Time,0.57479,608,1042,0.54476,0.60482
2000,46-65 y.,5th Quintile,Part Time,0.22712,232,1042,0.20166,0.25257
2000,46-65 y.,5th Quintile,Not Working,0.19809,202,1042,0.17388,0.22231
2000,66 and older,1st Quintile,Not Working,0.96600,438,438,0.94901,0.98299
2000,66 and older,2nd Quintile,Not Working,0.97538,427,427,0.96066,0.99009
2000,66 and older,3rd Quintile,Not Working,0.97903,369,369,0.96439,0.99367
2000,66 and older,4th Quintile,Not Working,0.97841,280,280,0.96136,0.99547
2000,66 and older,5th Quintile,Not Working,0.89590,210,210,0.85450,0.93730
2001,17-29 y.,1st Quintile,Full Time,0.23927,233,995,0.21275,0.26579
2001,17-29 y.,1st Quintile,Part Time,0.37219,354,995,0.34214,0.40224
2001,17-29 y.,1st Quintile,Not Working,0.38854,408,995,0.35823,0.41884
2001,17-29 y.,2nd Quintile,Full Time,0.44724,366,903,0.41479,0.47969
2001,17-29 y.,2nd Quintile,Part Time,0.28191,258,903,0.25255,0.31127
2001,17-29 y.,2nd Quintile,Not Working,0.27085,279,903,0.24185,0.29985
2001,17-29 y.,3rd Quintile,Full Time,0.53165,412,835,0.49779,0.56552
2001,17-29 y.,3rd Quintile,Part Time,0.23418,214,835,0.20544,0.26292
2001,17-29 y.,3rd Quintile,Not Working,0.23416,209,835,0.20542,0.26290
2001,17-29 y.,4th Quintile,Full Time,0.50454,413,807,0.47002,0.53905
2001,17-29 y.,4th Quintile,Part Time,0.27458,209,807,0.24376,0.30539
2001,17-29 y.,4th Quintile,Not Working,0.22089,185,807,0.19225,0.24953
2001,17-29 y.,5th Quintile,Full Time,0.55097,283,559,0.50970,0.59224
2001,17-29 y.,5th Quintile,Part Time,0.23086,142,559,0.19590,0.26583
2001,17-29 y.,5th Quintile,Not Working,0.21816,134,559,0.18389,0.25243
2001,30-45 y.,1st Quintile,Full Time,0.31998,401,1224,0.29383,0.34612
2001,30-45 y.,1st Quintile,Part Time,0.36808,413,1224,0.34105,0.39511
2001,30-45 y.,1st Quintile,Not Working,0.31194,410,1224,0.28598,0.33791
2001,30-45 y.,2nd Quintile,Full Time,0.54853,818,1527,0.52357,0.57350
2001,30-45 y.,2nd Quintile,Part Time,0.29646,454,1527,0.27355,0.31938
2001,30-45 y.,2nd Quintile,Not Working,0.15501,255,1527,0.13685,0.17316
2001,30-45 y.,3rd Quintile,Full Time,0.63022,953,1573,0.60635,0.65408
2001,30-45 y.,3rd Quintile,Part Time,0.25942,431,1573,0.23775,0.28109
2001,30-45 y.,3rd Quintile,Not Working,0.11037,189,1573,0.09488,0.12586
2001,30-45 y.,4th Quintile,Full Time,0.68817,1043,1546,0.66507,0.71127
2001,30-45 y.,4th Quintile,Part Time,0.23814,375,1546,0.21690,0.25938
2001,30-45 y.,4th Quintile,Not Working,0.07368,128,1546,0.06066,0.08671
2001,30-45 y.,5th Quintile,Full Time,0.77159,1087,1459,0.75004,0.79314
2001,30-45 y.,5th Quintile,Part Time,0.18127,286,1459,0.16149,0.20104
2001,30-45 y.,5th Quintile,Not Working,0.04714,86,1459,0.03626,0.05802
2001,46-65 y.,1st Quintile,Full Time,0.12748,117,939,0.10614,0.14882
2001,46-65 y.,1st Quintile,Part Time,0.19880,177,939,0.17326,0.22434
2001,46-65 y.,1st Quintile,Not Working,0.67372,645,939,0.64372,0.70373
2001,46-65 y.,2nd Quintile,Full Time,0.30795,347,1113,0.28081,0.33508
2001,46-65 y.,2nd Quintile,Part Time,0.22124,237,1113,0.19685,0.24564
2001,46-65 y.,2nd Quintile,Not Working,0.47081,529,1113,0.44147,0.50015
2001,46-65 y.,3rd Quintile,Full Time,0.42381,585,1400,0.39792,0.44971
2001,46-65 y.,3rd Quintile,Part Time,0.22467,307,1400,0.20280,0.24654
2001,46-65 y.,3rd Quintile,Not Working,0.35152,508,1400,0.32650,0.37654
2001,46-65 y.,4th Quintile,Full Time,0.49488,813,1663,0.47084,0.51891
2001,46-65 y.,4th Quintile,Part Time,0.23368,379,1663,0.21333,0.25402
2001,46-65 y.,4th Quintile,Not Working,0.27145,471,1663,0.25007,0.29283
2001,46-65 y.,5th Quintile,Full Time,0.58270,1161,1977,0.56096,0.60445
2001,46-65 y.,5th Quintile,Part Time,0.22763,435,1977,0.20915,0.24612
2001,46-65 y.,5th Quintile,Not Working,0.18966,381,1977,0.17238,0.20695
2001,66 and older,1st Quintile,Not Working,0.97216,691,691,0.95988,0.98443
2001,66 and older,2nd Quintile,Not Working,0.97274,820,820,0.96159,0.98390
2001,66 and older,3rd Quintile,Not Working,0.97615,705,705,0.96488,0.98742
2001,66 and older,4th Quintile,Not Working,0.95019,562,562,0.93218,0.96819
2001,66 and older,5th Quintile,Part Time,0.08110,43,512,0.05743,0.10477
2001,66 and older,5th Quintile,Not Working,0.87301,469,512,0.84414,0.90188
2002,17-29 y.,1st Quintile,Full Time,0.22166,177,838,0.19352,0.24979
2002,17-29 y.,1st Quintile,Part Time,0.36385,312,838,0.33125,0.39644
2002,17-29 y.,1st Quintile,Not Working,0.41450,349,838,0.38112,0.44787
2002,17-29 y.,2nd Quintile,Full Time,0.39667,295,800,0.36275,0.43059
2002,17-29 y.,2nd Quintile,Part Time,0.28866,232,800,0.25724,0.32008
2002,17-29 y.,2nd Quintile,Not Working,0.31466,273,800,0.28246,0.34686
2002,17-29 y.,3rd Quintile,Full Time,0.46652,317,755,0.43091,0.50213
2002,17-29 y.,3rd Quintile,Part Time,0.29013,223,755,0.25774,0.32253
2002,17-29 y.,3rd Quintile,Not Working,0.24335,215,755,0.21272,0.27398
2002,17-29 y.,4th Quintile,Full Time,0.57902,378,738,0.54337,0.61466
2002,17-29 y.,4th Quintile,Part Time,0.21298,185,738,0.18342,0.24254
2002,17-29 y.,4th Quintile,Not Working,0.20800,175,738,0.17870,0.23730
2002,17-29 y.,5th Quintile,Full Time,0.58323,341,670,0.54587,0.62059
2002,17-29 y.,5th Quintile,Part Time,0.25457,186,670,0.22156,0.28758
2002,17-29 y.,5th Quintile,Not Working,0.16221,143,670,0.13427,0.19014
2002,30-45 y.,1st Quintile,Full Time,0.30616,322,1042,0.27816,0.33416
2002,30-45 y.,1st Quintile,Part Time,0.37189,366,1042,0.34253,0.40125
2002,30-45 y.,1st Quintile,Not Working,0.32195,354,1042,0.29357,0.35033
2002,30-45 y.,2nd Quintile,Full Time,0.53409,649,1237,0.50628,0.56190
2002,30-45 y.,2nd Quintile,Part Time,0.28713,365,1237,0.26191,0.31235
2002,30-45 y.,2nd Quintile,Not Working,0.17878,223,1237,0.15741,0.20014
2002,30-45 y.,3rd Quintile,Full Time,0.59712,828,1412,0.57152,0.62271
2002,30-45 y.,3rd Quintile,Part Time,0.27322,396,1412,0.24997,0.29647
2002,30-45 y.,3rd Quintile,Not Working,0.12967,188,1412,0.11214,0.14719
2002,30-45 y.,4th Quintile,Full Time,0.67191,993,1522,0.64831,0.69551
2002,30-45 y.,4th Quintile,Part Time,0.25376,408,1522,0.23189,0.27563
2002,30-45 y.,4th Quintile,Not Working,0.07433,121,1522,0.06115,0.08751
2002,30-45 y.,5th Quintile,Full Time,0.77664,1220,1646,0.75651,0.79676
2002,30-45 y.,5th Quintile,Part Time,0.17228,320,1646,0.15404,0.19053
2002,30-45 y.,5th Quintile,Not Working,0.05108,106,1646,0.04044,0.06172
2002,46-65 y.,1st Quintile,Full Time,0.13041,121,909,0.10851,0.15232
2002,46-65 y.,1st Quintile,Part Time,0.20946,179,909,0.18299,0.23593
2002,46-65 y.,1st Quintile,Not Working,0.66013,609,909,0.62932,0.69094
2002,46-65 y.,2nd Quintile,Full Time,0.31317,315,1025,0.28476,0.34158
2002,46-65 y.,2nd Quintile,Part Time,0.24519,231,1025,0.21884,0.27154
2002,46-65 y.,2nd Quintile,Not Working,0.44163,479,1025,0.41122,0.47205
2002,46-65 y.,3rd Quintile,Full Time,0.39310,462,1190,0.36534,0.42086
2002,46-65 y.,3rd Quintile,Part Time,0.24604,276,1190,0.22156,0.27052
2002,46-65 y.,3rd Quintile,Not Working,0.36086,452,1190,0.33357,0.38816
2002,46-65 y.,4th Quintile,Full Time,0.48551,713,1482,0.46005,0.51096
2002,46-65 y.,4th Quintile,Part Time,0.26507,387,1482,0.24259,0.28755
2002,46-65 y.,4th Quintile,Not Working,0.24942,382,1482,0.22739,0.27146
2002,46-65 y.,5th Quintile,Full Time,0.57114,1234,2112,0.55002,0.59225
2002,46-65 y.,5th Quintile,Part Time,0.21857,465,2112,0.20094,0.23620
2002,46-65 y.,5th Quintile,Not Working,0.21029,413,2112,0.19291,0.22768
2002,66 and older,1st Quintile,Not Working,0.96643,649,649,0.95256,0.98030
2002,66 and older,2nd Quintile,Not Working,0.97010,858,858,0.95870,0.98151
2002,66 and older,3rd Quintile,Not Working,0.97173,687,687,0.95933,0.98414
2002,66 and older,4th Quintile,Not Working,0.95969,589,589,0.94379,0.97559
2002,66 and older,5th Quintile,Part Time,0.08585,49,522,0.06180,0.10991
2002,66 and older,5th Quintile,Not Working,0.88059,473,522,0.85274,0.90843
2003,17-29 y.,1st Quintile,Full Time,0.20995,182,862,0.18274,0.23715
2003,17-29 y.,1st Quintile,Part Time,0.33822,303,862,0.30662,0.36982
2003,17-29 y.,1st Quintile,Not Working,0.45183,377,862,0.41859,0.48508
2003,17-29 y.,2nd Quintile,Full Time,0.37769,262,771,0.34345,0.41193
2003,17-29 y.,2nd Quintile,Part Time,0.29063,234,771,0.25856,0.32271
2003,17-29 y.,2nd Quintile,Not Working,0.33168,275,771,0.29842,0.36493
2003,17-29 y.,3rd Quintile,Full Time,0.47851,335,756,0.44288,0.51415
2003,17-29 y.,3rd Quintile,Part Time,0.28163,219,756,0.24955,0.31372
2003,17-29 y.,3rd Quintile,Not Working,0.23985,202,756,0.20939,0.27031
2003,17-29 y.,4th Quintile,Full Time,0.51190,376,794,0.47711,0.54669
2003,17-29 y.,4th Quintile,Part Time,0.28269,213,794,0.25135,0.31403
2003,17-29 y.,4th Quintile,Not Working,0.20541,205,794,0.17729,0.23353
2003,17-29 y.,5th Quintile,Full Time,0.41264,294,821,0.37894,0.44634
2003,17-29 y.,5th Quintile,Part Time,0.26781,241,821,0.23750,0.29812
2003,17-29 y.,5th Quintile,Not Working,0.31955,286,821,0.28764,0.35147
2003,30-45 y.,1st Quintile,Full Time,0.27556,261,958,0.24725,0.30387
2003,30-45 y.,1st Quintile,Part Time,0.36534,350,958,0.33484,0.39585
2003,30-45 y.,1st Quintile,Not Working,0.35909,347,958,0.32870,0.38949
2003,30-45 y.,2nd Quintile,Full Time,0.52420,659,1256,0.49657,0.55183
2003,30-45 y.,2nd Quintile,Part Time,0.29921,383,1256,0.27388,0.32454
2003,30-45 y.,2nd Quintile,Not Working,0.17659,214,1256,0.15550,0.19769
2003,30-45 y.,3rd Quintile,Full Time,0.59986,784,1372,0.57393,0.62580
2003,30-45 y.,3rd Quintile,Part Time,0.29514,419,1372,0.27099,0.31928
2003,30-45 y.,3rd Quintile,Not Working,0.10500,169,1372,0.08877,0.12122
2003,30-45 y.,4th Quintile,Full Time,0.67086,977,1492,0.64701,0.69471
2003,30-45 y.,4th Quintile,Part Time,0.24275,385,1492,0.22098,0.26451
2003,30-45 y.,4th Quintile,Not Working,0.08639,130,1492,0.07213,0.10065
2003,30-45 y.,5th Quintile,Full Time,0.74016,1333,1860,0.72022,0.76009
2003,30-45 y.,5th Quintile,Part Time,0.20461,402,1860,0.18627,0.22295
2003,30-45 y.,5th Quintile,Not Working,0.05523,125,1860,0.04485,0.06562
2003,46-65 y.,1st Quintile,Full Time,0.11346,95,886,0.09256,0.13436
2003,46-65 y.,1st Quintile,Part Time,0.24942,217,886,0.22091,0.27793
2003,46-65 y.,1st Quintile,Not Working,0.63712,574,886,0.60544,0.66880
2003,46-65 y.,2nd Quintile,Full Time,0.31023,300,969,0.28109,0.33937
2003,46-65 y.,2nd Quintile,Part Time,0.23601,224,969,0.20926,0.26276
2003,46-65 y.,2nd Quintile,Not Working,0.45376,445,969,0.42240,0.48512
2003,46-65 y.,3rd Quintile,Full Time,0.40951,506,1234,0.38206,0.43696
2003,46-65 y.,3rd Quintile,Part Time,0.23859,281,1234,0.21480,0.26239
2003,46-65 y.,3rd Quintile,Not Working,0.35190,447,1234,0.32524,0.37855
2003,46-65 y.,4th Quintile,Full Time,0.49042,763,1572,0.46570,0.51514
2003,46-65 y.,4th Quintile,Part Time,0.24622,393,1572,0.22492,0.26753
2003,46-65 y.,4th Quintile,Not Working,0.26335,416,1572,0.24157,0.28513
2003,46-65 y.,5th Quintile,Full Time,0.59494,1742,2909,0.57710,0.61278
2003,46-65 y.,5th Quintile,Part Time,0.22901,687,2909,0.21374,0.24429
2003,46-65 y.,5th Quintile,Not Working,0.17604,480,2909,0.16220,0.18989
2003,66 and older,1st Quintile,Not Working,0.96824,674,674,0.95499,0.98149
2003,66 and older,2nd Quintile,Not Working,0.97566,853,853,0.96531,0.98601
2003,66 and older,3rd Quintile,Not Working,0.96155,736,736,0.94765,0.97545
2003,66 and older,4th Quintile,Not Working,0.95473,542,542,0.93721,0.97225
2003,66 and older,5th Quintile,Full Time,0.04288,33,745,0.02832,0.05744
2003,66 and older,5th Quintile,Part Time,0.09590,75,745,0.07474,0.11706
2003,66 and older,5th Quintile,Not Working,0.86122,637,745,0.83638,0.88606
2004,17-29 y.,1st Quintile,Full Time,0.22801,199,908,0.20070,0.25531
2004,17-29 y.,1st Quintile,Part Time,0.32208,306,908,0.29167,0.35249
2004,17-29 y.,1st Quintile,Not Working,0.44991,403,908,0.41753,0.48229
2004,17-29 y.,2nd Quintile,Full Time,0.36048,243,740,0.32586,0.39510
2004,17-29 y.,2nd Quintile,Part Time,0.30131,214,740,0.26823,0.33439
2004,17-29 y.,2nd Quintile,Not Working,0.33821,283,740,0.30410,0.37232
2004,17-29 y.,3rd Quintile,Full Time,0.41038,285,746,0.37505,0.44570
