"year","bildungsniveau","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2009","(noch) kein Abschluss","männlich","7.07","7.5","245","4","6","9","10","10","6.78","7.36","0","10","8","8"
"2009","(noch) kein Abschluss","weiblich","6.24","6.5","236","3","5","8","9","10","5.92","6.56","0","10","7","8"
"2009","AkademikerIn","männlich","6.69","6.5","2183","3","6","8","9","10","6.6","6.78","0","10","7","7"
"2009","AkademikerIn","weiblich","6.86","6.5","1846","4","6","8","9","10","6.77","6.95","0","10","7","7"
"2009","Hauptschule","männlich","6","5.5","3003","3","5","8","9","10","5.92","6.08","0","10","6","7"
"2009","Hauptschule","weiblich","5.88","5.5","3199","3","5","8","9","10","5.8","5.96","0","10","6","6"
"2009","Realschule","männlich","6.53","6.5","2021","3","5","8","9","10","6.44","6.62","0","10","7","7"
"2009","Realschule","weiblich","6.47","6.5","2785","3","5","8","9","10","6.39","6.55","0","10","7","7"
"2010","(Fach-)Abitur","männlich","6.91","6.5","1247","4","6","8","9","10","6.8","7.02","0","10","8","8"
"2010","(Fach-)Abitur","weiblich","6.96","6.5","1810","4","6","8","9","10","6.86","7.06","0","10","8","8"
"2010","(noch) kein Abschluss","männlich","7.46","7.5","375","4","6","9","10","10","7.24","7.68","0","10","8","8"
"2010","(noch) kein Abschluss","weiblich","6.43","6.5","397","3","5","8","9","10","6.19","6.67","0","10","7","8"
"2010","AkademikerIn","männlich","6.79","6.5","2763","4","5","8","9","10","6.71","6.87","0","10","7","8"
"2010","AkademikerIn","weiblich","6.88","6.5","2605","4","5","8","9","10","6.8","6.96","0","10","8","8"
"2010","Hauptschule","männlich","6.1","5.5","3623","3","5","8","9","10","6.02","6.18","0","10","7","7"
"2010","Hauptschule","weiblich","5.88","5.5","3863","3","4","8","9","10","5.8","5.96","0","10","6","7"
"2010","Realschule","männlich","6.6","6.5","2647","3","5","8","9","10","6.52","6.68","0","10","7","7"
"2010","Realschule","weiblich","6.55","6.5","4131","3","5","8","9","10","6.48","6.62","0","10","7","7"
"2011","(Fach-)Abitur","männlich","7.12","7.5","1294","4","6","8","10","10","7.01","7.23","0","10","7","8"
"2011","(Fach-)Abitur","weiblich","7.04","7.5","2000","4","6","9","9","10","6.95","7.13","0","10","8","8"
"2011","(noch) kein Abschluss","männlich","7.33","7.5","379","5","6","9","10","10","7.12","7.54","0","10","8","8"
"2011","(noch) kein Abschluss","weiblich","6.43","6.5","424","3","5","9","10","10","6.2","6.66","0","10","7","8"
"2011","AkademikerIn","männlich","6.85","6.5","2953","4","6","8","9","10","6.78","6.92","0","10","7","8"
"2011","AkademikerIn","weiblich","6.84","6.5","2801","4","5","8","9","10","6.76","6.92","0","10","7","8"
"2011","Hauptschule","männlich","6.12","5.5","3788","3","5","8","9","10","6.05","6.19","0","10","7","7"
"2011","Hauptschule","weiblich","5.89","5.5","4134","3","5","8","9","10","5.82","5.96","0","10","6","6"
"2011","Realschule","männlich","6.64","6.5","2784","3","5","8","9","10","6.56","6.72","0","10","7","7"
"2011","Realschule","weiblich","6.44","6.5","4478","3","5","8","9","10","6.38","6.5","0","10","7","7"
"2012","(Fach-)Abitur","männlich","7.06","6.5","1348","4","6","8","9","10","6.95","7.17","0","10","7","8"
"2012","(Fach-)Abitur","weiblich","7.07","7.5","2031","4","6","8","9","10","6.98","7.16","0","10","7","8"
"2012","(noch) kein Abschluss","männlich","7.32","7.5","391","4","6","9","10","10","7.11","7.53","0","10","8","8"
"2012","(noch) kein Abschluss","weiblich","6.28","6.5","450","2","5","8","10","10","6.05","6.51","0","10","7","8"
"2012","AkademikerIn","männlich","6.91","6.5","3030","4","6","8","9","10","6.84","6.98","0","10","7","8"
"2012","AkademikerIn","weiblich","7.02","6.5","2887","4","6","8","9","10","6.94","7.1","0","10","7","8"
"2012","Hauptschule","männlich","6.18","6.5","3973","3","5","8","9","10","6.11","6.25","0","10","7","7"
"2012","Hauptschule","weiblich","5.97","5.5","4244","3","5","8","9","10","5.9","6.04","0","10","6","7"
"2012","Realschule","männlich","6.77","6.5","2916","4","5","8","9","10","6.69","6.85","0","10","7","7"
"2012","Realschule","weiblich","6.53","6.5","4536","3","5","8","9","10","6.47","6.59","0","10","7","7"
"2013","(Fach-)Abitur","männlich","7.16","7.5","1862","4","6","9","10","10","7.07","7.25","0","10","8","8"
"2013","(Fach-)Abitur","weiblich","7.13","7.5","2597","4","6","9","10","10","7.05","7.21","0","10","8","8"
"2013","(noch) kein Abschluss","männlich","7.2","7.5","620","3","6","9","10","10","7.01","7.39","0","10","8","8"
"2013","(noch) kein Abschluss","weiblich","6.53","6.5","690","2","5","9","10","10","6.34","6.72","0","10","7","8"
"2013","AkademikerIn","männlich","6.94","6.5","3437","4","6","8","9","10","6.87","7.01","0","10","7","8"
"2013","AkademikerIn","weiblich","6.97","6.5","3419","4","6","8","9","10","6.9","7.04","0","10","8","8"
"2013","Hauptschule","männlich","6.23","6.5","4600","3","5","8","9","10","6.16","6.3","0","10","7","7"
"2013","Hauptschule","weiblich","5.97","5.5","4817","3","5","8","9","10","5.9","6.04","0","10","6","7"
"2013","Realschule","männlich","6.72","6.5","3071","4","5","8","9","10","6.64","6.8","0","10","7","7"
"2013","Realschule","weiblich","6.53","6.5","4712","3","5","8","9","10","6.47","6.59","0","10","7","7"
"2014","(Fach-)Abitur","männlich","7.29","7.5","1690","5","6","9","9","10","7.2","7.38","0","10","8","8"
"2014","(Fach-)Abitur","weiblich","7.11","7.5","2253","4","6","9","9","10","7.02","7.2","0","10","8","8"
"2014","(noch) kein Abschluss","männlich","7.21","7.5","457","4","6","9","10","10","7","7.42","0","10","8","8"
"2014","(noch) kein Abschluss","weiblich","6.32","6.5","543","3","5","8","10","10","6.11","6.53","0","10","7","7"
"2014","AkademikerIn","männlich","6.97","6.5","3097","4","6","8","9","10","6.9","7.04","0","10","7","8"
"2014","AkademikerIn","weiblich","6.9","6.5","3122","4","6","8","9","10","6.83","6.97","0","10","7","8"
"2014","Hauptschule","männlich","6.24","6.5","4004","3","5","8","9","10","6.17","6.31","0","10","7","7"
"2014","Hauptschule","weiblich","5.93","5.5","4195","3","5","8","9","10","5.86","6","0","10","6","7"
"2014","Realschule","männlich","6.68","6.5","2747","3","5","8","9","10","6.6","6.76","0","10","7","7"
"2014","Realschule","weiblich","6.44","6.5","4128","3","5","8","9","10","6.37","6.51","0","10","7","7"
"2015","(Fach-)Abitur","männlich","7.24","7.5","1534","5","6","9","10","10","7.14","7.34","0","10","8","8"
"2015","(Fach-)Abitur","weiblich","7.04","7.5","2112","4","6","8","9","10","6.95","7.13","0","10","8","8"
"2015","(noch) kein Abschluss","männlich","6.97","7.5","350","4","5","9","10","10","6.72","7.22","0","10","7","8"
"2015","(noch) kein Abschluss","weiblich","6.28","5.5","465","3","5","8","10","10","6.05","6.51","0","10","7","7"
"2015","AkademikerIn","männlich","6.94","6.5","2944","4","6","8","9","10","6.87","7.01","0","10","7","8"
"2015","AkademikerIn","weiblich","6.94","6.5","2920","4","6","8","9","10","6.87","7.01","0","10","7","8"
"2015","Hauptschule","männlich","6.18","6.5","3604","3","5","8","9","10","6.11","6.25","0","10","7","7"
"2015","Hauptschule","weiblich","5.92","5.5","3755","3","5","8","9","10","5.84","6","0","10","6","7"
"2015","Realschule","männlich","6.73","6.5","2594","4","5","8","9","10","6.65","6.81","0","10","7","7"
"2015","Realschule","weiblich","6.5","6.5","3895","3","5","8","9","10","6.43","6.57","0","10","7","7"
"2016","(Fach-)Abitur","männlich","7.2","7.5","1837","5","6","8","9","10","7.11","7.29","0","10","8","8"
"2016","(Fach-)Abitur","weiblich","7.04","6.5","2335","4","6","8","9","10","6.96","7.12","0","10","8","8"
"2016","(noch) kein Abschluss","männlich","7.3","7.5","920","4","6","9","10","10","7.14","7.46","0","10","8","9"
"2016","(noch) kein Abschluss","weiblich","6.58","6.5","946","3","5","9","10","10","6.41","6.75","0","10","7","8"
"2016","AkademikerIn","männlich","6.96","6.5","3280","4","6","8","9","10","6.89","7.03","0","10","8","8"
"2016","AkademikerIn","weiblich","6.89","6.5","3175","4","6","8","9","10","6.82","6.96","0","10","7","8"
"2016","Hauptschule","männlich","6.24","6.5","3821","3","5","8","9","10","6.17","6.31","0","10","7","7"
"2016","Hauptschule","weiblich","5.97","5.5","3749","3","5","8","9","10","5.89","6.05","0","10","6","7"
"2016","Realschule","männlich","6.67","6.5","2407","4","5","8","9","10","6.59","6.75","0","10","7","7"
"2016","Realschule","weiblich","6.42","6.5","3615","3","5","8","9","10","6.35","6.49","0","10","7","7"
"2017","(Fach-)Abitur","männlich","7.08","7.5","2119","4","6","8","9","10","6.99","7.17","0","10","8","8"
"2017","(Fach-)Abitur","weiblich","6.88","6.5","2674","4","6","8","9","10","6.8","6.96","0","10","8","8"
"2017","(noch) kein Abschluss","männlich","7.05","7.5","1185","4","5","9","10","10","6.91","7.19","0","10","8","8"
"2017","(noch) kein Abschluss","weiblich","6.4","6.5","1184","3","5","8","10","10","6.25","6.55","0","10","7","8"
"2017","AkademikerIn","männlich","7.02","6.5","3719","4","6","8","9","10","6.96","7.08","0","10","8","8"
"2017","AkademikerIn","weiblich","6.96","6.5","3509","4","6","8","9","10","6.89","7.03","0","10","7","8"
"2017","Hauptschule","männlich","6.18","6.5","4061","3","5","8","9","10","6.11","6.25","0","10","7","7"
"2017","Hauptschule","weiblich","5.95","5.5","3938","3","5","8","9","10","5.88","6.02","0","10","6","7"
"2017","Realschule","männlich","6.59","6.5","2806","3","5","8","9","10","6.51","6.67","0","10","7","7"
"2017","Realschule","weiblich","6.38","6.5","4110","3","5","8","9","10","6.31","6.45","0","10","7","7"
"2018","(Fach-)Abitur","männlich","7.04","6.5","2052","4","6","8","9","10","6.95","7.13","0","10","8","8"
"2018","(Fach-)Abitur","weiblich","6.77","6.5","2572","4","5","8","9","10","6.69","6.85","0","10","7","8"
"2018","(noch) kein Abschluss","männlich","7.11","7.5","1087","4","5","9","10","10","6.96","7.26","0","10","8","9"
"2018","(noch) kein Abschluss","weiblich","6.2","5.5","1108","3","5","8","10","10","6.04","6.36","0","10","7","8"
"2018","AkademikerIn","männlich","6.93","6.5","3541","4","6","8","9","10","6.86","7","0","10","7","8"
"2018","AkademikerIn","weiblich","6.81","6.5","3411","4","6","8","9","10","6.74","6.88","0","10","7","8"
"2018","Hauptschule","männlich","6.18","6.5","3834","3","5","8","9","10","6.1","6.26","0","10","7","7"
"2018","Hauptschule","weiblich","5.99","5.5","3714","3","5","8","9","10","5.91","6.07","0","10","6","7"
"2018","Realschule","männlich","6.57","6.5","2688","4","5","8","9","10","6.49","6.65","0","10","7","7"
"2018","Realschule","weiblich","6.38","6.5","3978","3","5","8","9","10","6.31","6.45","0","10","7","7"
"2019","(Fach-)Abitur","männlich","7.13","6.5","2120","4","6","9","9","10","7.04","7.22","0","10","8","8"
"2019","(Fach-)Abitur","weiblich","6.86","6.5","2568","4","5","8","9","10","6.78","6.94","0","10","7","8"
"2019","(noch) kein Abschluss","männlich","7.1","7.5","1073","3","5","9","10","10","6.95","7.25","0","10","8","8"
"2019","(noch) kein Abschluss","weiblich","6.49","6.5","996","2","5","8","10","10","6.33","6.65","0","10","7","8"
"2019","AkademikerIn","männlich","7.12","7.5","4044","4","6","8","9","10","7.06","7.18","0","10","8","8"
"2019","AkademikerIn","weiblich","7.01","6.5","3558","4","6","8","9","10","6.94","7.08","0","10","8","8"
"2019","Hauptschule","männlich","6.26","6.5","3613","3","5","8","9","10","6.18","6.34","0","10","7","7"
"2019","Hauptschule","weiblich","6","5.5","3300","3","5","8","9","10","5.92","6.08","0","10","6","7"
"2019","Realschule","männlich","6.65","6.5","2851","4","5","8","9","10","6.57","6.73","0","10","7","7"
"2019","Realschule","weiblich","6.44","6.5","3933","3","5","8","9","10","6.37","6.51","0","10","7","7"
"2020","(Fach-)Abitur","männlich","7.13","7.5","2348","4","6","8","9","10","7.05","7.21","0","10","8","8"
"2020","(Fach-)Abitur","weiblich","6.9","6.5","2716","4","6","8","9","10","6.82","6.98","0","10","8","8"
"2020","(noch) kein Abschluss","männlich","7.28","7.5","1258","3","6","9","10","10","7.15","7.41","0","10","8","9"
"2020","(noch) kein Abschluss","weiblich","6.6","6.5","1006","3","5","9","10","10","6.45","6.75","0","10","8","8"
"2020","AkademikerIn","männlich","6.95","6.5","4108","4","6","8","9","10","6.89","7.01","0","10","8","8"
"2020","AkademikerIn","weiblich","6.97","6.5","3671","4","6","8","9","10","6.9","7.04","0","10","8","8"
"2020","Hauptschule","männlich","6.21","6.5","3537","3","5","8","9","10","6.13","6.29","0","10","7","7"
"2020","Hauptschule","weiblich","6","5.5","3213","3","5","8","9","10","5.92","6.08","0","10","7","7"
"2020","Realschule","männlich","6.7","6.5","2599","4","6","8","9","10","6.62","6.78","0","10","7","7"
"2020","Realschule","weiblich","6.4","6.5","3647","3","5","8","9","10","6.33","6.47","0","10","7","7"
