year,age_gr,migback,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,17-29 y.,No migration background,Yes,0.28738,779,1077,0.26034,0.31442
2012,17-29 y.,No migration background,No,0.10556,298,1077,0.08720,0.12392
2012,17-29 y.,Direct migration background,Yes,0.21959,85,117,0.14426,0.29493
2012,17-29 y.,Direct migration background,No,0.10481,32,117,0.04907,0.16055
2012,17-29 y.,Indirect migration background,Yes,0.22111,93,126,0.14836,0.29387
2012,17-29 y.,Indirect migration background,No,0.05845,33,126,0.01733,0.09958
2012,30-45 y.,No migration background,Yes,0.45920,2891,3905,0.44356,0.47483
2012,30-45 y.,No migration background,No,0.14665,1014,3905,0.13556,0.15775
2012,30-45 y.,Direct migration background,Yes,0.28039,371,530,0.24211,0.31867
2012,30-45 y.,Direct migration background,No,0.12077,159,530,0.09300,0.14854
2012,30-45 y.,Indirect migration background,Yes,0.45398,222,298,0.39736,0.51060
2012,30-45 y.,Indirect migration background,No,0.12697,76,298,0.08910,0.16484
2012,46-65 y.,No migration background,Yes,0.31859,2696,3841,0.30385,0.33333
2012,46-65 y.,No migration background,No,0.14479,1145,3841,0.13366,0.15592
2012,46-65 y.,Direct migration background,Yes,0.24188,217,337,0.19609,0.28766
2012,46-65 y.,Direct migration background,No,0.13184,120,337,0.09566,0.16801
2012,46-65 y.,Indirect migration background,Yes,0.35149,46,46,0.21199,0.49098
2013,17-29 y.,No migration background,Yes,0.27683,719,991,0.24896,0.30470
2013,17-29 y.,No migration background,No,0.10815,272,991,0.08880,0.12749
2013,17-29 y.,Direct migration background,Yes,0.25198,229,318,0.20419,0.29977
2013,17-29 y.,Direct migration background,No,0.08680,89,318,0.05581,0.11779
2013,17-29 y.,Indirect migration background,Yes,0.20089,193,260,0.15210,0.24969
2013,17-29 y.,Indirect migration background,No,0.06783,67,260,0.03720,0.09845
2013,30-45 y.,No migration background,Yes,0.43099,2636,3518,0.41462,0.44736
2013,30-45 y.,No migration background,No,0.14783,882,3518,0.13610,0.15956
2013,30-45 y.,Direct migration background,Yes,0.26647,795,1131,0.24069,0.29225
2013,30-45 y.,Direct migration background,No,0.12575,336,1131,0.10641,0.14508
2013,30-45 y.,Indirect migration background,Yes,0.38744,301,401,0.33970,0.43519
2013,30-45 y.,Indirect migration background,No,0.11532,100,401,0.08402,0.14662
2013,46-65 y.,No migration background,Yes,0.32197,2603,3642,0.30679,0.33714
2013,46-65 y.,No migration background,No,0.12810,1039,3642,0.11724,0.13895
2013,46-65 y.,Direct migration background,Yes,0.23789,418,611,0.20410,0.27168
2013,46-65 y.,Direct migration background,No,0.10320,193,611,0.07906,0.12734
2013,46-65 y.,Indirect migration background,Yes,0.37512,57,57,0.24831,0.50192
2014,17-29 y.,No migration background,Yes,0.29013,696,960,0.26141,0.31885
2014,17-29 y.,No migration background,No,0.11129,264,960,0.09138,0.13119
2014,17-29 y.,Direct migration background,Yes,0.22291,162,223,0.16816,0.27766
2014,17-29 y.,Direct migration background,No,0.06174,61,223,0.03008,0.09341
2014,17-29 y.,Indirect migration background,Yes,0.21684,163,238,0.16437,0.26930
2014,17-29 y.,Indirect migration background,No,0.07963,75,238,0.04516,0.11410
2014,30-45 y.,No migration background,Yes,0.46674,2327,3071,0.44909,0.48439
2014,30-45 y.,No migration background,No,0.13440,744,3071,0.12234,0.14647
2014,30-45 y.,Direct migration background,Yes,0.27783,655,914,0.24878,0.30689
2014,30-45 y.,Direct migration background,No,0.09807,259,914,0.07878,0.11737
2014,30-45 y.,Indirect migration background,Yes,0.45991,263,331,0.40614,0.51369
2014,30-45 y.,Indirect migration background,No,0.10118,68,331,0.06864,0.13371
2014,46-65 y.,No migration background,Yes,0.32819,2499,3585,0.31282,0.34356
2014,46-65 y.,No migration background,No,0.14202,1086,3585,0.13059,0.15345
2014,46-65 y.,Direct migration background,Yes,0.22170,330,511,0.18565,0.25775
2014,46-65 y.,Direct migration background,No,0.10524,181,511,0.07861,0.13187
2014,46-65 y.,Indirect migration background,Yes,0.38322,60,60,0.25916,0.50728
2015,17-29 y.,No migration background,Yes,0.28606,706,927,0.25695,0.31517
2015,17-29 y.,No migration background,No,0.10114,221,927,0.08172,0.12056
2015,17-29 y.,Direct migration background,Yes,0.24086,195,276,0.19032,0.29139
2015,17-29 y.,Direct migration background,No,0.06813,81,276,0.03835,0.09791
2015,17-29 y.,Indirect migration background,Yes,0.23306,156,213,0.17615,0.28997
2015,17-29 y.,Indirect migration background,No,0.07537,57,213,0.03983,0.11090
2015,30-45 y.,No migration background,Yes,0.47875,2152,2721,0.45998,0.49752
2015,30-45 y.,No migration background,No,0.12286,569,2721,0.11052,0.13520
2015,30-45 y.,Direct migration background,Yes,0.30814,756,1014,0.27971,0.33657
2015,30-45 y.,Direct migration background,No,0.09264,258,1014,0.07478,0.11049
2015,30-45 y.,Indirect migration background,Yes,0.37848,221,293,0.32285,0.43411
2015,30-45 y.,Indirect migration background,No,0.11826,72,293,0.08122,0.15530
2015,46-65 y.,No migration background,Yes,0.35358,2620,3415,0.33754,0.36961
2015,46-65 y.,No migration background,No,0.11655,795,3415,0.10579,0.12732
2015,46-65 y.,Direct migration background,Yes,0.23292,368,510,0.19620,0.26965
2015,46-65 y.,Direct migration background,No,0.07815,142,510,0.05483,0.10147
2015,46-65 y.,Indirect migration background,Yes,0.38681,56,56,0.25809,0.51552
2016,17-29 y.,No migration background,Yes,0.28384,660,866,0.25379,0.31388
2016,17-29 y.,No migration background,No,0.10006,206,866,0.08006,0.12006
2016,17-29 y.,Direct migration background,Yes,0.27009,179,227,0.21220,0.32798
2016,17-29 y.,Direct migration background,No,0.06723,48,227,0.03458,0.09988
2016,17-29 y.,Indirect migration background,Yes,0.18554,136,182,0.12891,0.24218
2016,17-29 y.,Indirect migration background,No,0.06190,46,182,0.02680,0.09701
2016,30-45 y.,No migration background,Yes,0.48650,1949,2499,0.46690,0.50610
2016,30-45 y.,No migration background,No,0.13518,550,2499,0.12177,0.14859
2016,30-45 y.,Direct migration background,Yes,0.29963,654,876,0.26928,0.32998
2016,30-45 y.,Direct migration background,No,0.10866,222,876,0.08804,0.12928
2016,30-45 y.,Indirect migration background,Yes,0.43140,224,289,0.37420,0.48860
2016,30-45 y.,Indirect migration background,No,0.12883,65,289,0.09014,0.16752
2016,46-65 y.,No migration background,Yes,0.38216,2634,3468,0.36599,0.39834
2016,46-65 y.,No migration background,No,0.12016,834,3468,0.10933,0.13098
2016,46-65 y.,Direct migration background,Yes,0.22919,341,486,0.19178,0.26660
2016,46-65 y.,Direct migration background,No,0.08314,145,486,0.05857,0.10771
2016,46-65 y.,Indirect migration background,Yes,0.34818,64,64,0.23055,0.46582
2016,66 and older,No migration background,Yes,0.00823,31,31,-0.02410,0.04055
2017,17-29 y.,No migration background,Yes,0.29627,830,1079,0.26901,0.32353
2017,17-29 y.,No migration background,No,0.08388,249,1079,0.06733,0.10042
2017,17-29 y.,Direct migration background,Yes,0.20931,159,204,0.15335,0.26527
2017,17-29 y.,Direct migration background,No,0.04285,45,204,0.01499,0.07071
2017,17-29 y.,Indirect migration background,Yes,0.16727,149,201,0.11554,0.21899
2017,17-29 y.,Indirect migration background,No,0.07928,52,201,0.04184,0.11673
2017,30-45 y.,No migration background,Yes,0.46701,2034,2577,0.44774,0.48628
2017,30-45 y.,No migration background,No,0.12349,543,2577,0.11078,0.13619
2017,30-45 y.,Direct migration background,Yes,0.26913,615,815,0.23866,0.29960
2017,30-45 y.,Direct migration background,No,0.07695,200,815,0.05864,0.09526
2017,30-45 y.,Indirect migration background,Yes,0.40318,218,281,0.34572,0.46063
2017,30-45 y.,Indirect migration background,No,0.10188,63,281,0.06645,0.13731
2017,46-65 y.,No migration background,Yes,0.34919,2919,3906,0.33424,0.36414
2017,46-65 y.,No migration background,No,0.12119,987,3906,0.11096,0.13143
2017,46-65 y.,Direct migration background,Yes,0.23350,364,528,0.19738,0.26962
2017,46-65 y.,Direct migration background,No,0.08963,164,528,0.06524,0.11402
2017,46-65 y.,Indirect migration background,Yes,0.32860,66,66,0.21441,0.44279
2017,66 and older,No migration background,Yes,0.00783,32,32,-0.02320,0.03886
2018,17-29 y.,No migration background,Yes,0.32464,863,1135,0.29738,0.35189
2018,17-29 y.,No migration background,No,0.09502,272,1135,0.07795,0.11209
2018,17-29 y.,Direct migration background,Yes,0.23778,195,266,0.18652,0.28904
2018,17-29 y.,Direct migration background,No,0.05266,71,266,0.02577,0.07955
2018,17-29 y.,Indirect migration background,Yes,0.23744,162,211,0.17989,0.29500
2018,17-29 y.,Indirect migration background,No,0.06669,49,211,0.03295,0.10044
2018,30-45 y.,No migration background,Yes,0.49152,1939,2537,0.47206,0.51097
2018,30-45 y.,No migration background,No,0.13958,598,2537,0.12609,0.15307
2018,30-45 y.,Direct migration background,Yes,0.31634,671,924,0.28634,0.34634
2018,30-45 y.,Direct migration background,No,0.10311,253,924,0.08349,0.12273
2018,30-45 y.,Indirect migration background,Yes,0.50185,223,292,0.44440,0.55930
2018,30-45 y.,Indirect migration background,No,0.12375,69,292,0.08592,0.16159
2018,46-65 y.,No migration background,Yes,0.36993,2886,4020,0.35500,0.38486
2018,46-65 y.,No migration background,No,0.13989,1134,4020,0.12916,0.15061
2018,46-65 y.,Direct migration background,Yes,0.28889,398,577,0.25188,0.32591
2018,46-65 y.,Direct migration background,No,0.10740,179,577,0.08212,0.13269
2018,46-65 y.,Indirect migration background,Yes,0.41578,92,125,0.32903,0.50253
2018,46-65 y.,Indirect migration background,No,0.08693,33,125,0.03734,0.13652
2018,66 and older,No migration background,Yes,0.00771,31,31,-0.02359,0.03902
2019,17-29 y.,No migration background,Yes,0.32457,788,1018,0.29579,0.35335
2019,17-29 y.,No migration background,No,0.08665,230,1018,0.06936,0.10394
2019,17-29 y.,Direct migration background,Yes,0.17948,147,218,0.12842,0.23054
2019,17-29 y.,Direct migration background,No,0.05490,71,218,0.02459,0.08521
2019,17-29 y.,Indirect migration background,Yes,0.19653,129,177,0.13783,0.25524
2019,17-29 y.,Indirect migration background,No,0.07623,48,177,0.03702,0.11543
2019,30-45 y.,No migration background,Yes,0.48769,1797,2254,0.46705,0.50833
2019,30-45 y.,No migration background,No,0.12189,457,2254,0.10838,0.13540
2019,30-45 y.,Direct migration background,Yes,0.32288,557,748,0.28935,0.35641
2019,30-45 y.,Direct migration background,No,0.09856,191,748,0.07719,0.11994
2019,30-45 y.,Indirect migration background,Yes,0.42275,195,265,0.36316,0.48234
2019,30-45 y.,Indirect migration background,No,0.11940,70,265,0.08028,0.15851
2019,46-65 y.,No migration background,Yes,0.36124,2843,3806,0.34598,0.37651
2019,46-65 y.,No migration background,No,0.12384,963,3806,0.11337,0.13430
2019,46-65 y.,Direct migration background,Yes,0.27516,393,527,0.23699,0.31332
2019,46-65 y.,Direct migration background,No,0.08398,134,527,0.06027,0.10768
2019,46-65 y.,Indirect migration background,Yes,0.35293,91,91,0.25420,0.45166
2019,66 and older,No migration background,Yes,0.01130,50,50,-0.01829,0.04089
2020,17-29 y.,No migration background,Yes,0.28986,694,1028,0.26211,0.31761
2020,17-29 y.,No migration background,No,0.13321,334,1028,0.11242,0.15399
2020,17-29 y.,Direct migration background,Yes,0.16304,272,472,0.12968,0.19640
2020,17-29 y.,Direct migration background,No,0.09016,200,472,0.06430,0.11603
2020,17-29 y.,Indirect migration background,Yes,0.18503,130,208,0.13213,0.23793
2020,17-29 y.,Indirect migration background,No,0.10098,78,208,0.05994,0.14203
2020,30-45 y.,No migration background,Yes,0.45014,1528,2281,0.42972,0.47056
2020,30-45 y.,No migration background,No,0.21049,753,2281,0.19375,0.22722
2020,30-45 y.,Direct migration background,Yes,0.27826,673,1129,0.25211,0.30442
2020,30-45 y.,Direct migration background,No,0.17282,456,1129,0.15075,0.19488
2020,30-45 y.,Indirect migration background,Yes,0.35654,178,290,0.30132,0.41176
2020,30-45 y.,Indirect migration background,No,0.21133,112,290,0.16426,0.25840
2020,46-65 y.,No migration background,Yes,0.35352,2562,3944,0.33860,0.36844
2020,46-65 y.,No migration background,No,0.18227,1382,3944,0.17022,0.19433
2020,46-65 y.,Direct migration background,Yes,0.19291,368,641,0.16234,0.22348
2020,46-65 y.,Direct migration background,No,0.15179,273,641,0.12399,0.17959
2020,46-65 y.,Indirect migration background,Yes,0.23655,73,124,0.16145,0.31166
2020,46-65 y.,Indirect migration background,No,0.24800,51,124,0.17168,0.32432
2020,66 and older,No migration background,Yes,0.00891,44,83,-0.01143,0.02926
2020,66 and older,No migration background,No,0.00755,39,83,-0.01119,0.02629
2021,17-29 y.,No migration background,Yes,0.33812,545,744,0.30410,0.37213
2021,17-29 y.,No migration background,No,0.10937,199,744,0.08692,0.13181
2021,17-29 y.,Direct migration background,Yes,0.19971,191,289,0.15354,0.24589
2021,17-29 y.,Direct migration background,No,0.09993,98,289,0.06529,0.13457
2021,17-29 y.,Indirect migration background,Yes,0.23061,96,96,0.14590,0.31531
2021,30-45 y.,No migration background,Yes,0.49283,1200,1594,0.46828,0.51739
2021,30-45 y.,No migration background,No,0.15434,394,1594,0.13660,0.17208
2021,30-45 y.,Direct migration background,Yes,0.32950,510,726,0.29529,0.36372
2021,30-45 y.,Direct migration background,No,0.09869,216,726,0.07698,0.12040
2021,30-45 y.,Indirect migration background,Yes,0.37193,114,162,0.29728,0.44659
2021,30-45 y.,Indirect migration background,No,0.16018,48,162,0.10352,0.21683
2021,46-65 y.,No migration background,Yes,0.36865,2046,2812,0.35082,0.38649
2021,46-65 y.,No migration background,No,0.14116,766,2812,0.12829,0.15404
2021,46-65 y.,Direct migration background,Yes,0.29517,343,484,0.25449,0.33585
2021,46-65 y.,Direct migration background,No,0.12631,141,484,0.09668,0.15593
2021,46-65 y.,Indirect migration background,Yes,0.34733,68,68,0.23333,0.46134
2021,66 and older,No migration background,Yes,0.01342,45,45,-0.02058,0.04742
