year,bula_h,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Lower Saxony,No,0.08503,220,694,0.06426,0.10580
2003,Bremen,Yes,0.14016,36,36,0.02515,0.25517
2003,North Rhine-Westphalia,Yes,0.17000,1057,1463,0.15075,0.18926
2003,North Rhine-Westphalia,No,0.06731,406,1463,0.05446,0.08015
2003,Hesse,Yes,0.18588,388,558,0.15358,0.21819
2003,Hesse,No,0.07899,170,558,0.05659,0.10139
2003,"Rhineland-Palatinate, Saarland",Yes,0.13885,285,419,0.10570,0.17199
2003,"Rhineland-Palatinate, Saarland",No,0.08878,134,419,0.06151,0.11605
2003,Baden-Wuerttemberg,Yes,0.20490,684,946,0.17917,0.23064
2003,Baden-Wuerttemberg,No,0.07327,262,946,0.05665,0.08988
2003,Bavaria,Yes,0.19543,773,1116,0.17215,0.21870
2003,Bavaria,No,0.08661,343,1116,0.07010,0.10312
2003,Berlin,Yes,0.17844,206,263,0.13207,0.22480
2003,Berlin,No,0.05791,57,263,0.02963,0.08620
2003,Brandenburg,Yes,0.17002,198,303,0.12765,0.21239
2003,Brandenburg,No,0.08465,105,303,0.05325,0.11604
2003,Mecklenburg-Western Pomerania,Yes,0.15541,118,182,0.10263,0.20820
2003,Mecklenburg-Western Pomerania,No,0.09884,64,182,0.05536,0.14232
2003,Saxony,Yes,0.19130,413,591,0.15956,0.22304
2003,Saxony,No,0.09647,178,591,0.07265,0.12029
2003,Saxony-Anhalt,Yes,0.15007,203,308,0.11012,0.19002
2003,Saxony-Anhalt,No,0.09554,105,308,0.06265,0.12842
2003,Thuringa,Yes,0.18588,234,350,0.14506,0.22669
2003,Thuringa,No,0.08916,116,350,0.05926,0.11906
2004,Schleswig-Holstein,Yes,0.19590,159,200,0.14076,0.25105
2004,Schleswig-Holstein,No,0.06161,41,200,0.02820,0.09501
2004,Hamburg,Yes,0.19889,69,69,0.10402,0.29377
2004,Lower Saxony,Yes,0.17207,439,630,0.14257,0.20156
2004,Lower Saxony,No,0.08547,191,630,0.06362,0.10732
2004,Bremen,Yes,0.15633,40,40,0.04235,0.27031
2004,North Rhine-Westphalia,Yes,0.17535,1032,1426,0.15561,0.19510
2004,North Rhine-Westphalia,No,0.07008,394,1426,0.05682,0.08333
2004,Hesse,Yes,0.19358,388,528,0.15985,0.22731
2004,Hesse,No,0.06785,140,528,0.04638,0.08932
2004,"Rhineland-Palatinate, Saarland",Yes,0.14233,269,385,0.10738,0.17727
2004,"Rhineland-Palatinate, Saarland",No,0.07352,116,385,0.04742,0.09963
2004,Baden-Wuerttemberg,Yes,0.20117,661,922,0.17528,0.22706
2004,Baden-Wuerttemberg,No,0.07841,261,922,0.06105,0.09577
2004,Bavaria,Yes,0.19619,770,1086,0.17256,0.21981
2004,Bavaria,No,0.08300,316,1086,0.06658,0.09941
2004,Berlin,Yes,0.16280,181,263,0.11810,0.20751
2004,Berlin,No,0.07525,82,263,0.04331,0.10719
2004,Brandenburg,Yes,0.16136,193,278,0.11804,0.20468
2004,Brandenburg,No,0.08483,85,278,0.05202,0.11764
2004,Mecklenburg-Western Pomerania,Yes,0.13521,103,172,0.08396,0.18646
2004,Mecklenburg-Western Pomerania,No,0.10589,69,172,0.05977,0.15201
2004,Saxony,Yes,0.19417,421,574,0.16178,0.22656
2004,Saxony,No,0.07868,153,574,0.05664,0.10073
2004,Saxony-Anhalt,Yes,0.17504,216,329,0.13391,0.21616
2004,Saxony-Anhalt,No,0.07828,113,329,0.04921,0.10736
2004,Thuringa,Yes,0.17886,227,335,0.13776,0.21996
2004,Thuringa,No,0.08309,108,335,0.05349,0.11269
2005,Schleswig-Holstein,Yes,0.15563,112,166,0.10032,0.21095
2005,Schleswig-Holstein,No,0.08032,54,166,0.03885,0.12179
2005,Hamburg,Yes,0.19516,68,68,0.10026,0.29007
2005,Lower Saxony,Yes,0.17282,390,557,0.14139,0.20425
2005,Lower Saxony,No,0.07841,167,557,0.05607,0.10076
2005,Bremen,Yes,0.16102,39,39,0.04416,0.27789
2005,North Rhine-Westphalia,Yes,0.17775,981,1316,0.15709,0.19842
2005,North Rhine-Westphalia,No,0.06265,335,1316,0.04955,0.07574
2005,Hesse,Yes,0.19771,361,510,0.16311,0.23231
2005,Hesse,No,0.08740,149,510,0.06286,0.11193
2005,"Rhineland-Palatinate, Saarland",Yes,0.14014,252,356,0.10403,0.17625
2005,"Rhineland-Palatinate, Saarland",No,0.07486,104,356,0.04748,0.10224
2005,Baden-Wuerttemberg,Yes,0.21716,658,860,0.18959,0.24474
2005,Baden-Wuerttemberg,No,0.06881,202,860,0.05189,0.08574
2005,Bavaria,Yes,0.19413,699,1031,0.16997,0.21828
2005,Bavaria,No,0.09033,332,1031,0.07282,0.10783
2005,Berlin,Yes,0.18582,184,249,0.13741,0.23423
2005,Berlin,No,0.07270,65,249,0.04038,0.10501
2005,Brandenburg,Yes,0.16935,185,271,0.12461,0.21409
2005,Brandenburg,No,0.07992,86,271,0.04758,0.11227
2005,Mecklenburg-Western Pomerania,Yes,0.14208,104,161,0.08798,0.19618
2005,Mecklenburg-Western Pomerania,No,0.10990,57,161,0.06143,0.15836
2005,Saxony,Yes,0.18172,371,528,0.14879,0.21464
2005,Saxony,No,0.08226,157,528,0.05880,0.10572
2005,Saxony-Anhalt,Yes,0.16742,199,307,0.12559,0.20925
2005,Saxony-Anhalt,No,0.09285,108,307,0.06033,0.12537
2005,Thuringa,Yes,0.14916,194,296,0.10851,0.18982
2005,Thuringa,No,0.09364,102,296,0.06040,0.12689
2006,Schleswig-Holstein,Yes,0.19346,145,219,0.14102,0.24590
2006,Schleswig-Holstein,No,0.08913,74,219,0.05131,0.12696
2006,Hamburg,Yes,0.17785,71,71,0.08827,0.26744
2006,Lower Saxony,Yes,0.17342,418,604,0.14320,0.20364
2006,Lower Saxony,No,0.08045,186,604,0.05874,0.10216
2006,Bremen,Yes,0.15918,39,39,0.04286,0.27550
2006,North Rhine-Westphalia,Yes,0.19528,1106,1461,0.17495,0.21562
2006,North Rhine-Westphalia,No,0.06578,355,1461,0.05306,0.07849
2006,Hesse,Yes,0.21178,421,568,0.17815,0.24542
2006,Hesse,No,0.08187,147,568,0.05930,0.10443
2006,"Rhineland-Palatinate, Saarland",Yes,0.18952,309,413,0.15168,0.22737
2006,"Rhineland-Palatinate, Saarland",No,0.06354,104,413,0.03999,0.08710
2006,Baden-Wuerttemberg,Yes,0.22463,734,953,0.19812,0.25114
2006,Baden-Wuerttemberg,No,0.07523,219,953,0.05848,0.09199
2006,Bavaria,Yes,0.20187,810,1137,0.17853,0.22521
2006,Bavaria,No,0.08269,327,1137,0.06667,0.09870
2006,Berlin,Yes,0.18461,190,257,0.13708,0.23214
2006,Berlin,No,0.07647,67,257,0.04392,0.10903
2006,Brandenburg,Yes,0.18373,218,303,0.14005,0.22740
2006,Brandenburg,No,0.07877,85,303,0.04839,0.10915
2006,Mecklenburg-Western Pomerania,Yes,0.17983,126,184,0.12419,0.23548
2006,Mecklenburg-Western Pomerania,No,0.07666,58,184,0.03811,0.11520
2006,Saxony,Yes,0.19769,411,569,0.16494,0.23044
2006,Saxony,No,0.07451,158,569,0.05292,0.09611
2006,Saxony-Anhalt,Yes,0.17207,218,315,0.13032,0.21382
2006,Saxony-Anhalt,No,0.09553,97,315,0.06302,0.12804
2006,Thuringa,Yes,0.18782,225,328,0.14548,0.23015
2006,Thuringa,No,0.08880,103,328,0.05797,0.11963
2007,Schleswig-Holstein,Yes,0.16332,116,172,0.10791,0.21872
2007,Schleswig-Holstein,No,0.07382,56,172,0.03463,0.11301
2007,Hamburg,Yes,0.21500,76,76,0.12202,0.30798
2007,Lower Saxony,Yes,0.20582,442,597,0.17336,0.23828
2007,Lower Saxony,No,0.06612,155,597,0.04617,0.08607
2007,Bremen,Yes,0.15416,37,37,0.03620,0.27212
2007,North Rhine-Westphalia,Yes,0.20086,1047,1330,0.17932,0.22240
2007,North Rhine-Westphalia,No,0.05519,283,1330,0.04291,0.06747
2007,Hesse,Yes,0.21420,378,494,0.17798,0.25041
2007,Hesse,No,0.06696,116,494,0.04489,0.08902
2007,"Rhineland-Palatinate, Saarland",Yes,0.16166,247,361,0.12363,0.19969
2007,"Rhineland-Palatinate, Saarland",No,0.08323,114,361,0.05469,0.11176
2007,Baden-Wuerttemberg,Yes,0.23201,686,877,0.20406,0.25997
2007,Baden-Wuerttemberg,No,0.06177,191,877,0.04583,0.07771
2007,Bavaria,Yes,0.21363,781,1052,0.18885,0.23841
2007,Bavaria,No,0.07543,271,1052,0.05946,0.09139
2007,Berlin,Yes,0.19686,181,247,0.14717,0.24655
2007,Berlin,No,0.06898,66,247,0.03731,0.10065
2007,Brandenburg,Yes,0.15601,199,289,0.11410,0.19792
2007,Brandenburg,No,0.09786,90,289,0.06355,0.13218
2007,Mecklenburg-Western Pomerania,Yes,0.19532,118,174,0.13624,0.25439
2007,Mecklenburg-Western Pomerania,No,0.09097,56,174,0.04812,0.13382
2007,Saxony,Yes,0.20408,388,552,0.17043,0.23773
2007,Saxony,No,0.08599,164,552,0.06258,0.10940
2007,Saxony-Anhalt,Yes,0.19626,221,322,0.15281,0.23971
2007,Saxony-Anhalt,No,0.08722,101,322,0.05635,0.11808
2007,Thuringa,Yes,0.21638,231,325,0.17154,0.26122
2007,Thuringa,No,0.09086,94,325,0.05957,0.12216
2008,Schleswig-Holstein,Yes,0.20679,122,170,0.14573,0.26785
2008,Schleswig-Holstein,No,0.07742,48,170,0.03713,0.11772
2008,Hamburg,Yes,0.24064,71,71,0.14050,0.34078
2008,Lower Saxony,Yes,0.19441,414,568,0.16183,0.22698
2008,Lower Saxony,No,0.07973,154,568,0.05743,0.10202
2008,Bremen,Yes,0.17307,37,37,0.04949,0.29665
2008,North Rhine-Westphalia,Yes,0.20545,972,1292,0.18341,0.22749
2008,North Rhine-Westphalia,No,0.07153,320,1292,0.05747,0.08559
2008,Hesse,Yes,0.21371,369,499,0.17771,0.24972
2008,Hesse,No,0.07570,130,499,0.05247,0.09894
2008,"Rhineland-Palatinate, Saarland",Yes,0.15785,241,364,0.12034,0.19536
2008,"Rhineland-Palatinate, Saarland",No,0.09964,123,364,0.06883,0.13045
2008,Baden-Wuerttemberg,Yes,0.24422,668,869,0.21564,0.27280
2008,Baden-Wuerttemberg,No,0.06845,201,869,0.05165,0.08525
2008,Bavaria,Yes,0.23614,770,1052,0.21047,0.26182
2008,Bavaria,No,0.07986,282,1052,0.06347,0.09624
2008,Berlin,Yes,0.21644,189,255,0.16579,0.26708
2008,Berlin,No,0.07594,66,255,0.04336,0.10852
2008,Brandenburg,Yes,0.17963,185,257,0.13260,0.22665
2008,Brandenburg,No,0.09231,72,257,0.05685,0.12777
2008,Mecklenburg-Western Pomerania,Yes,0.16949,96,165,0.11207,0.22691
2008,Mecklenburg-Western Pomerania,No,0.12261,69,165,0.07241,0.17281
2008,Saxony,Yes,0.22063,394,558,0.18619,0.25506
2008,Saxony,No,0.09860,164,558,0.07385,0.12336
2008,Saxony-Anhalt,Yes,0.20907,231,330,0.16513,0.25301
2008,Saxony-Anhalt,No,0.10125,99,330,0.06865,0.13385
2008,Thuringa,Yes,0.19129,206,300,0.14671,0.23587
2008,Thuringa,No,0.09724,94,300,0.06366,0.13083
2009,Schleswig-Holstein,Yes,0.16266,95,136,0.10041,0.22492
2009,Schleswig-Holstein,No,0.07416,41,136,0.02996,0.11836
2009,Hamburg,Yes,0.27061,71,71,0.16653,0.37469
2009,Lower Saxony,Yes,0.19660,371,536,0.16292,0.23028
2009,Lower Saxony,No,0.09108,165,536,0.06670,0.11546
2009,North Rhine-Westphalia,Yes,0.19956,832,1112,0.17605,0.22306
2009,North Rhine-Westphalia,No,0.05799,280,1112,0.04425,0.07174
2009,Hesse,Yes,0.19705,309,446,0.16009,0.23401
2009,Hesse,No,0.09422,137,446,0.06708,0.12136
2009,"Rhineland-Palatinate, Saarland",Yes,0.16956,208,305,0.12738,0.21174
2009,"Rhineland-Palatinate, Saarland",No,0.08057,97,305,0.04998,0.11117
2009,Baden-Wuerttemberg,Yes,0.21144,514,727,0.18173,0.24114
2009,Baden-Wuerttemberg,No,0.09377,213,727,0.07256,0.11497
2009,Bavaria,Yes,0.23039,681,964,0.20380,0.25699
2009,Bavaria,No,0.08838,283,964,0.07045,0.10631
2009,Berlin,Yes,0.19531,166,225,0.14339,0.24723
2009,Berlin,No,0.07672,59,225,0.04187,0.11158
2009,Brandenburg,Yes,0.18719,171,241,0.13784,0.23655
2009,Brandenburg,No,0.07290,70,241,0.04001,0.10579
2009,Mecklenburg-Western Pomerania,Yes,0.15409,89,154,0.09688,0.21130
2009,Mecklenburg-Western Pomerania,No,0.14075,65,154,0.08564,0.19585
2009,Saxony,Yes,0.20868,366,520,0.17372,0.24364
2009,Saxony,No,0.09263,154,520,0.06769,0.11757
2009,Saxony-Anhalt,Yes,0.20614,207,288,0.15934,0.25295
2009,Saxony-Anhalt,No,0.08700,81,288,0.05440,0.11961
2009,Thuringa,Yes,0.17991,176,262,0.13331,0.22652
2009,Thuringa,No,0.09626,86,262,0.06048,0.13205
2010,Schleswig-Holstein,Yes,0.20103,183,258,0.15203,0.25003
2010,Schleswig-Holstein,No,0.09169,75,258,0.05641,0.12698
2010,Hamburg,Yes,0.23681,93,93,0.14993,0.32368
2010,Lower Saxony,Yes,0.19001,503,731,0.16155,0.21847
2010,Lower Saxony,No,0.09450,228,731,0.07328,0.11573
2010,Bremen,Yes,0.14226,45,45,0.03905,0.24548
2010,North Rhine-Westphalia,Yes,0.18649,1105,1544,0.16706,0.20593
2010,North Rhine-Westphalia,No,0.07528,439,1544,0.06212,0.08845
2010,Hesse,Yes,0.20988,455,641,0.17833,0.24143
2010,Hesse,No,0.08464,186,641,0.06308,0.10621
2010,"Rhineland-Palatinate, Saarland",Yes,0.17394,276,444,0.13864,0.20924
2010,"Rhineland-Palatinate, Saarland",No,0.09885,168,444,0.07106,0.12664
2010,Baden-Wuerttemberg,Yes,0.21007,754,1081,0.18578,0.23437
2010,Baden-Wuerttemberg,No,0.10197,327,1081,0.08393,0.12002
2010,Bavaria,Yes,0.21802,943,1385,0.19626,0.23977
2010,Bavaria,No,0.10023,442,1385,0.08441,0.11605
2010,Berlin,Yes,0.19003,212,293,0.14503,0.23503
2010,Berlin,No,0.07559,81,293,0.04527,0.10591
2010,Brandenburg,Yes,0.16579,193,300,0.12364,0.20795
2010,Brandenburg,No,0.10912,107,300,0.07378,0.14446
2010,Mecklenburg-Western Pomerania,Yes,0.16717,123,185,0.11325,0.22108
2010,Mecklenburg-Western Pomerania,No,0.11504,62,185,0.06894,0.16114
2010,Saxony,Yes,0.21624,434,637,0.18425,0.24824
2010,Saxony,No,0.10509,203,637,0.08125,0.12892
2010,Saxony-Anhalt,Yes,0.20050,226,326,0.15697,0.24403
2010,Saxony-Anhalt,No,0.10081,100,326,0.06807,0.13354
2010,Thuringa,Yes,0.19031,232,355,0.14942,0.23120
2010,Thuringa,No,0.11981,123,355,0.08598,0.15364
2011,Schleswig-Holstein,Yes,0.22403,269,365,0.18120,0.26687
2011,Schleswig-Holstein,No,0.07256,96,365,0.04591,0.09921
2011,Hamburg,Yes,0.19466,98,98,0.11587,0.27346
2011,Lower Saxony,Yes,0.21696,705,963,0.19091,0.24301
2011,Lower Saxony,No,0.08213,258,963,0.06478,0.09948
2011,Bremen,Yes,0.13705,45,45,0.03544,0.23867
2011,North Rhine-Westphalia,Yes,0.21161,1408,1851,0.19300,0.23022
2011,North Rhine-Westphalia,No,0.05983,443,1851,0.04903,0.07064
2011,Hesse,Yes,0.22081,555,757,0.19124,0.25037
2011,Hesse,No,0.07767,202,757,0.05859,0.09675
2011,"Rhineland-Palatinate, Saarland",Yes,0.16256,336,519,0.13079,0.19434
2011,"Rhineland-Palatinate, Saarland",No,0.09724,183,519,0.07173,0.12276
2011,Baden-Wuerttemberg,Yes,0.24585,1049,1330,0.22270,0.26900
2011,Baden-Wuerttemberg,No,0.06806,281,1330,0.05452,0.08160
2011,Bavaria,Yes,0.24003,1299,1707,0.21976,0.26029
2011,Bavaria,No,0.07999,408,1707,0.06712,0.09286
2011,Berlin,Yes,0.20941,271,347,0.16654,0.25229
2011,Berlin,No,0.05783,76,347,0.03323,0.08242
2011,Brandenburg,Yes,0.20335,264,383,0.16299,0.24372
2011,Brandenburg,No,0.09518,119,383,0.06575,0.12461
2011,Mecklenburg-Western Pomerania,Yes,0.18169,144,216,0.13015,0.23324
2011,Mecklenburg-Western Pomerania,No,0.09516,72,216,0.05594,0.13439
2011,Saxony,Yes,0.23665,503,712,0.20541,0.26789
2011,Saxony,No,0.09678,209,712,0.07505,0.11852
2011,Saxony-Anhalt,Yes,0.19667,275,391,0.15722,0.23612
2011,Saxony-Anhalt,No,0.09706,116,391,0.06768,0.12644
2011,Thuringa,Yes,0.20378,277,404,0.16445,0.24311
2011,Thuringa,No,0.08964,127,404,0.06175,0.11753
2012,Schleswig-Holstein,Yes,0.20987,280,384,0.16908,0.25065
2012,Schleswig-Holstein,No,0.06789,104,384,0.04270,0.09308
2012,Hamburg,Yes,0.18348,100,100,0.10724,0.25973
2012,Lower Saxony,Yes,0.22241,687,932,0.19570,0.24913
2012,Lower Saxony,No,0.08320,245,932,0.06546,0.10094
2012,Bremen,Yes,0.19234,55,55,0.08721,0.29746
2012,North Rhine-Westphalia,Yes,0.20498,1358,1906,0.18685,0.22311
2012,North Rhine-Westphalia,No,0.08251,548,1906,0.07015,0.09487
2012,Hesse,Yes,0.22738,552,777,0.19789,0.25687
2012,Hesse,No,0.09180,225,777,0.07149,0.11212
2012,"Rhineland-Palatinate, Saarland",Yes,0.19044,354,537,0.15720,0.22369
2012,"Rhineland-Palatinate, Saarland",No,0.10288,183,537,0.07716,0.12860
2012,Baden-Wuerttemberg,Yes,0.25309,1044,1367,0.23003,0.27615
2012,Baden-Wuerttemberg,No,0.07658,323,1367,0.06247,0.09068
2012,Bavaria,Yes,0.23891,1273,1776,0.21907,0.25875
2012,Bavaria,No,0.08662,503,1776,0.07354,0.09971
2012,Berlin,Yes,0.23168,282,376,0.18898,0.27439
2012,Berlin,No,0.07146,94,376,0.04538,0.09753
2012,Brandenburg,Yes,0.19052,252,362,0.15000,0.23103
2012,Brandenburg,No,0.10582,110,362,0.07408,0.13755
2012,Mecklenburg-Western Pomerania,Yes,0.19219,145,221,0.14012,0.24426
2012,Mecklenburg-Western Pomerania,No,0.10840,76,221,0.06732,0.14948
2012,Saxony,Yes,0.23009,510,739,0.19972,0.26046
2012,Saxony,No,0.10364,229,739,0.08165,0.12563
2012,Saxony-Anhalt,Yes,0.18677,272,375,0.14727,0.22627
2012,Saxony-Anhalt,No,0.09240,103,375,0.06305,0.12175
2012,Thuringa,Yes,0.18275,257,392,0.14444,0.22106
2012,Thuringa,No,0.11252,135,392,0.08120,0.14385
2013,Schleswig-Holstein,Yes,0.19663,284,382,0.15672,0.23654
2013,Schleswig-Holstein,No,0.07164,98,382,0.04574,0.09753
2013,Hamburg,Yes,0.19332,120,160,0.13194,0.25471
2013,Hamburg,No,0.06458,40,160,0.02637,0.10278
2013,Lower Saxony,Yes,0.22309,762,1073,0.19817,0.24801
2013,Lower Saxony,No,0.08634,311,1073,0.06952,0.10315
2013,Bremen,Yes,0.15420,59,59,0.06126,0.24715
2013,North Rhine-Westphalia,Yes,0.19649,1536,2140,0.17965,0.21333
2013,North Rhine-Westphalia,No,0.07926,604,2140,0.06781,0.09071
2013,Hesse,Yes,0.22650,627,860,0.19851,0.25449
2013,Hesse,No,0.08408,233,860,0.06552,0.10263
2013,"Rhineland-Palatinate, Saarland",Yes,0.19482,425,593,0.16291,0.22672
2013,"Rhineland-Palatinate, Saarland",No,0.07742,168,593,0.05589,0.09895
2013,Baden-Wuerttemberg,Yes,0.24121,1139,1501,0.21956,0.26286
2013,Baden-Wuerttemberg,No,0.07174,362,1501,0.05868,0.08480
2013,Bavaria,Yes,0.21370,1330,1836,0.19494,0.23245
2013,Bavaria,No,0.08818,506,1836,0.07521,0.10116
2013,Berlin,Yes,0.21451,286,376,0.17296,0.25606
2013,Berlin,No,0.05982,90,376,0.03582,0.08382
2013,Brandenburg,Yes,0.17105,250,351,0.13160,0.21050
2013,Brandenburg,No,0.09681,101,351,0.06583,0.12779
2013,Mecklenburg-Western Pomerania,Yes,0.20833,149,210,0.15327,0.26339
2013,Mecklenburg-Western Pomerania,No,0.10035,61,210,0.05961,0.14108
2013,Saxony,Yes,0.24015,469,681,0.20804,0.27226
2013,Saxony,No,0.09258,212,681,0.07079,0.11436
2013,Saxony-Anhalt,Yes,0.18067,275,380,0.14193,0.21940
2013,Saxony-Anhalt,No,0.10130,105,380,0.07093,0.13168
2013,Thuringa,Yes,0.21655,256,369,0.17447,0.25864
2013,Thuringa,No,0.07062,113,369,0.04444,0.09679
2014,Schleswig-Holstein,Yes,0.18801,238,321,0.14520,0.23082
2014,Schleswig-Holstein,No,0.06113,83,321,0.03488,0.08738
2014,Hamburg,Yes,0.18783,88,127,0.11963,0.25603
2014,Hamburg,No,0.05791,39,127,0.01713,0.09870
2014,Lower Saxony,Yes,0.22409,676,953,0.19760,0.25058
2014,Lower Saxony,No,0.08703,277,953,0.06913,0.10494
2014,Bremen,Yes,0.19120,51,51,0.08220,0.30020
2014,North Rhine-Westphalia,Yes,0.20928,1380,1917,0.19107,0.22750
2014,North Rhine-Westphalia,No,0.07467,537,1917,0.06290,0.08644
2014,Hesse,Yes,0.23819,551,760,0.20788,0.26849
2014,Hesse,No,0.08929,209,760,0.06900,0.10958
2014,"Rhineland-Palatinate, Saarland",Yes,0.19439,390,546,0.16117,0.22762
2014,"Rhineland-Palatinate, Saarland",No,0.07834,156,546,0.05578,0.10090
2014,Baden-Wuerttemberg,Yes,0.24168,962,1269,0.21812,0.26525
2014,Baden-Wuerttemberg,No,0.06374,307,1269,0.05029,0.07719
2014,Bavaria,Yes,0.23936,1276,1816,0.21973,0.25899
2014,Bavaria,No,0.09597,540,1816,0.08242,0.10952
2014,Berlin,Yes,0.23154,277,361,0.18797,0.27512
2014,Berlin,No,0.06967,84,361,0.04337,0.09597
2014,Brandenburg,Yes,0.16580,225,321,0.12505,0.20654
2014,Brandenburg,No,0.08732,96,321,0.05639,0.11825
2014,Mecklenburg-Western Pomerania,Yes,0.20686,132,186,0.14849,0.26522
2014,Mecklenburg-Western Pomerania,No,0.09836,54,186,0.05545,0.14128
2014,Saxony,Yes,0.23680,428,627,0.20350,0.27011
2014,Saxony,No,0.11253,199,627,0.08778,0.13729
2014,Saxony-Anhalt,Yes,0.19463,237,334,0.15210,0.23715
2014,Saxony-Anhalt,No,0.07548,97,334,0.04711,0.10385
2014,Thuringa,Yes,0.19765,264,362,0.15657,0.23873
2014,Thuringa,No,0.09656,98,362,0.06609,0.12703
2015,Schleswig-Holstein,Yes,0.23799,244,324,0.19155,0.28443
2015,Schleswig-Holstein,No,0.07462,80,324,0.04596,0.10327
2015,Hamburg,Yes,0.16999,96,128,0.10466,0.23532
2015,Hamburg,No,0.06052,32,128,0.01905,0.10199
2015,Lower Saxony,Yes,0.23116,689,932,0.20408,0.25824
2015,Lower Saxony,No,0.07644,243,932,0.05938,0.09351
2015,Bremen,Yes,0.16806,46,46,0.05881,0.27731
2015,North Rhine-Westphalia,Yes,0.20358,1302,1705,0.18446,0.22270
2015,North Rhine-Westphalia,No,0.06278,403,1705,0.05126,0.07430
2015,Hesse,Yes,0.23422,551,747,0.20383,0.26461
2015,Hesse,No,0.09219,196,747,0.07143,0.11295
2015,"Rhineland-Palatinate, Saarland",Yes,0.22020,390,508,0.18413,0.25627
2015,"Rhineland-Palatinate, Saarland",No,0.07044,118,508,0.04816,0.09271
2015,Baden-Wuerttemberg,Yes,0.26418,1053,1288,0.24009,0.28826
2015,Baden-Wuerttemberg,No,0.05249,235,1288,0.04030,0.06467
2015,Bavaria,Yes,0.25369,1360,1769,0.23341,0.27397
2015,Bavaria,No,0.07435,409,1769,0.06213,0.08658
2015,Berlin,Yes,0.22442,258,326,0.17906,0.26978
2015,Berlin,No,0.06375,68,326,0.03719,0.09031
2015,Brandenburg,Yes,0.18567,234,316,0.14272,0.22861
2015,Brandenburg,No,0.07804,82,316,0.04841,0.10766
2015,Mecklenburg-Western Pomerania,Yes,0.18453,117,165,0.12516,0.24390
2015,Mecklenburg-Western Pomerania,No,0.07033,48,165,0.03119,0.10947
2015,Saxony,Yes,0.25257,421,578,0.21712,0.28802
2015,Saxony,No,0.09915,157,578,0.07477,0.12354
2015,Saxony-Anhalt,Yes,0.19352,235,312,0.14961,0.23743
2015,Saxony-Anhalt,No,0.08626,77,312,0.05505,0.11746
2015,Thuringa,Yes,0.22949,260,344,0.18498,0.27399
2015,Thuringa,No,0.06752,84,344,0.04096,0.09407
2016,Schleswig-Holstein,Yes,0.22094,218,288,0.17294,0.26894
2016,Schleswig-Holstein,No,0.07766,70,288,0.04670,0.10863
2016,Hamburg,Yes,0.18452,93,93,0.10525,0.26378
2016,Lower Saxony,Yes,0.24754,706,924,0.21969,0.27538
2016,Lower Saxony,No,0.09575,218,924,0.07677,0.11473
2016,Bremen,Yes,0.15841,48,48,0.05402,0.26279
2016,North Rhine-Westphalia,Yes,0.22305,1265,1666,0.20305,0.24304
2016,North Rhine-Westphalia,No,0.05974,401,1666,0.04836,0.07113
2016,Hesse,Yes,0.25456,520,665,0.22143,0.28769
2016,Hesse,No,0.06291,145,665,0.04445,0.08138
2016,"Rhineland-Palatinate, Saarland",Yes,0.21385,382,508,0.17816,0.24954
2016,"Rhineland-Palatinate, Saarland",No,0.08474,126,508,0.06050,0.10898
2016,Baden-Wuerttemberg,Yes,0.26909,971,1226,0.24425,0.29392
2016,Baden-Wuerttemberg,No,0.06843,255,1226,0.05429,0.08256
2016,Bavaria,Yes,0.25507,1192,1583,0.23359,0.27655
2016,Bavaria,No,0.07674,391,1583,0.06362,0.08986
2016,Berlin,Yes,0.24006,254,320,0.19318,0.28693
2016,Berlin,No,0.06668,66,320,0.03930,0.09405
2016,Brandenburg,Yes,0.19881,233,307,0.15409,0.24352
2016,Brandenburg,No,0.07582,74,307,0.04616,0.10548
2016,Mecklenburg-Western Pomerania,Yes,0.19585,122,171,0.13620,0.25551
2016,Mecklenburg-Western Pomerania,No,0.08772,49,171,0.04520,0.13025
2016,Saxony,Yes,0.25405,404,567,0.21819,0.28992
2016,Saxony,No,0.10216,163,567,0.07721,0.12711
2016,Saxony-Anhalt,Yes,0.19744,227,299,0.15224,0.24263
2016,Saxony-Anhalt,No,0.06280,72,299,0.03526,0.09035
2016,Thuringa,Yes,0.22017,241,330,0.17539,0.26494
2016,Thuringa,No,0.10113,89,330,0.06855,0.13371
2017,Schleswig-Holstein,Yes,0.20982,282,358,0.16758,0.25206
2017,Schleswig-Holstein,No,0.06614,76,358,0.04036,0.09192
2017,Hamburg,Yes,0.17127,98,98,0.09629,0.24624
2017,Lower Saxony,Yes,0.23115,766,998,0.20499,0.25732
2017,Lower Saxony,No,0.07265,232,998,0.05654,0.08876
2017,Bremen,Yes,0.16079,62,62,0.06861,0.25298
2017,North Rhine-Westphalia,Yes,0.19882,1309,1753,0.18013,0.21751
2017,North Rhine-Westphalia,No,0.06643,444,1753,0.05476,0.07809
2017,Hesse,Yes,0.23484,567,719,0.20384,0.26585
2017,Hesse,No,0.06373,152,719,0.04586,0.08160
2017,"Rhineland-Palatinate, Saarland",Yes,0.21058,395,542,0.17622,0.24494
2017,"Rhineland-Palatinate, Saarland",No,0.06533,147,542,0.04450,0.08615
2017,Baden-Wuerttemberg,Yes,0.25199,1048,1304,0.22842,0.27557
2017,Baden-Wuerttemberg,No,0.06537,256,1304,0.05195,0.07879
