year,quintil_oecd_hh,sampreg,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,1st Quintile,East,Yes,0.27861,178,588,0.24234,0.31488
2008,1st Quintile,East,No,0.72139,410,588,0.68512,0.75766
2008,2nd Quintile,West,Yes,0.56557,809,1350,0.53912,0.59202
2008,2nd Quintile,West,No,0.43443,541,1350,0.40798,0.46088
2008,2nd Quintile,East,Yes,0.45097,307,619,0.41174,0.49020
2008,2nd Quintile,East,No,0.54903,312,619,0.50980,0.58826
2008,3rd Quintile,West,Yes,0.61663,983,1496,0.59199,0.64128
2008,3rd Quintile,West,No,0.38337,513,1496,0.35872,0.40801
2008,3rd Quintile,East,Yes,0.54131,409,666,0.50343,0.57918
2008,3rd Quintile,East,No,0.45869,257,666,0.42082,0.49657
2008,4th Quintile,West,Yes,0.66519,1210,1683,0.64264,0.68774
2008,4th Quintile,West,No,0.33481,473,1683,0.31226,0.35736
2008,4th Quintile,East,Yes,0.61351,281,429,0.56738,0.65965
2008,4th Quintile,East,No,0.38649,148,429,0.34035,0.43262
2008,5th Quintile,West,Yes,0.71551,1837,2345,0.69724,0.73377
2008,5th Quintile,West,No,0.28449,508,2345,0.26623,0.30276
2008,5th Quintile,East,Yes,0.73607,264,345,0.68949,0.78265
2008,5th Quintile,East,No,0.26393,81,345,0.21735,0.31051
2009,1st Quintile,West,Yes,0.42426,530,1205,0.39634,0.45217
2009,1st Quintile,West,No,0.57574,675,1205,0.54783,0.60366
2009,1st Quintile,East,Yes,0.26239,169,585,0.22671,0.29807
2009,1st Quintile,East,No,0.73761,416,585,0.70193,0.77329
2009,2nd Quintile,West,Yes,0.53438,720,1266,0.50689,0.56187
2009,2nd Quintile,West,No,0.46562,546,1266,0.43813,0.49311
2009,2nd Quintile,East,Yes,0.52491,338,618,0.48551,0.56432
2009,2nd Quintile,East,No,0.47509,280,618,0.43568,0.51449
2009,3rd Quintile,West,Yes,0.64970,934,1354,0.62428,0.67512
2009,3rd Quintile,West,No,0.35030,420,1354,0.32488,0.37572
2009,3rd Quintile,East,Yes,0.53536,370,594,0.49522,0.57550
2009,3rd Quintile,East,No,0.46464,224,594,0.42450,0.50478
2009,4th Quintile,West,Yes,0.66449,1187,1635,0.64160,0.68738
2009,4th Quintile,West,No,0.33551,448,1635,0.31262,0.35840
2009,4th Quintile,East,Yes,0.63670,282,425,0.59092,0.68248
2009,4th Quintile,East,No,0.36330,143,425,0.31752,0.40908
2009,5th Quintile,West,Yes,0.72076,1675,2153,0.70180,0.73971
2009,5th Quintile,West,No,0.27924,478,2153,0.26029,0.29820
2009,5th Quintile,East,Yes,0.75457,255,328,0.70792,0.80121
2009,5th Quintile,East,No,0.24543,73,328,0.19879,0.29208
2010,1st Quintile,West,Yes,0.39473,1022,2275,0.37464,0.41482
2010,1st Quintile,West,No,0.60527,1253,2275,0.58518,0.62536
2010,1st Quintile,East,Yes,0.29565,299,865,0.26522,0.32608
2010,1st Quintile,East,No,0.70435,566,865,0.67392,0.73478
2010,2nd Quintile,West,Yes,0.55372,1280,2058,0.53224,0.57520
2010,2nd Quintile,West,No,0.44628,778,2058,0.42480,0.46776
2010,2nd Quintile,East,Yes,0.48957,456,859,0.45612,0.52302
2010,2nd Quintile,East,No,0.51043,403,859,0.47698,0.54388
2010,3rd Quintile,West,Yes,0.64285,1330,1904,0.62132,0.66438
2010,3rd Quintile,West,No,0.35715,574,1904,0.33562,0.37868
2010,3rd Quintile,East,Yes,0.56468,429,651,0.52656,0.60279
2010,3rd Quintile,East,No,0.43532,222,651,0.39721,0.47344
2010,4th Quintile,West,Yes,0.68804,1497,1988,0.66766,0.70841
2010,4th Quintile,West,No,0.31196,491,1988,0.29159,0.33234
2010,4th Quintile,East,Yes,0.65916,325,466,0.61608,0.70224
2010,4th Quintile,East,No,0.34084,141,466,0.29776,0.38392
2010,5th Quintile,West,Yes,0.72001,1866,2393,0.70202,0.73801
2010,5th Quintile,West,No,0.27999,527,2393,0.26199,0.29798
2010,5th Quintile,East,Yes,0.69626,246,316,0.64547,0.74704
2010,5th Quintile,East,No,0.30374,70,316,0.25296,0.35453
2011,1st Quintile,West,Yes,0.38568,1157,2603,0.36698,0.40439
2011,1st Quintile,West,No,0.61432,1446,2603,0.59561,0.63302
2011,1st Quintile,East,Yes,0.32402,392,1098,0.29633,0.35172
2011,1st Quintile,East,No,0.67598,706,1098,0.64828,0.70367
2011,2nd Quintile,West,Yes,0.55199,1548,2452,0.53230,0.57168
2011,2nd Quintile,West,No,0.44801,904,2452,0.42832,0.46770
2011,2nd Quintile,East,Yes,0.52724,509,958,0.49561,0.55887
2011,2nd Quintile,East,No,0.47276,449,958,0.44113,0.50439
2011,3rd Quintile,West,Yes,0.64761,1731,2432,0.62861,0.66660
2011,3rd Quintile,West,No,0.35239,701,2432,0.33340,0.37139
2011,3rd Quintile,East,Yes,0.56881,497,790,0.53425,0.60336
2011,3rd Quintile,East,No,0.43119,293,790,0.39664,0.46575
2011,4th Quintile,West,Yes,0.68626,1906,2528,0.66817,0.70436
2011,4th Quintile,West,No,0.31374,622,2528,0.29564,0.33183
2011,4th Quintile,East,Yes,0.63586,362,535,0.59505,0.67668
2011,4th Quintile,East,No,0.36414,173,535,0.32332,0.40495
2011,5th Quintile,West,Yes,0.73040,2221,2831,0.71405,0.74675
2011,5th Quintile,West,No,0.26960,610,2831,0.25325,0.28595
2011,5th Quintile,East,Yes,0.71518,280,361,0.66856,0.76181
2011,5th Quintile,East,No,0.28482,81,361,0.23819,0.33144
2012,1st Quintile,West,Yes,0.39818,1196,2541,0.37914,0.41722
2012,1st Quintile,West,No,0.60182,1345,2541,0.58278,0.62086
2012,1st Quintile,East,Yes,0.25906,303,1054,0.23259,0.28552
2012,1st Quintile,East,No,0.74094,751,1054,0.71448,0.76741
2012,2nd Quintile,West,Yes,0.54770,1564,2496,0.52817,0.56723
2012,2nd Quintile,West,No,0.45230,932,2496,0.43277,0.47183
2012,2nd Quintile,East,Yes,0.42711,390,812,0.39306,0.46115
2012,2nd Quintile,East,No,0.57289,422,812,0.53885,0.60694
2012,3rd Quintile,West,Yes,0.64856,1695,2393,0.62943,0.66770
2012,3rd Quintile,West,No,0.35144,698,2393,0.33230,0.37057
2012,3rd Quintile,East,Yes,0.54444,502,809,0.51010,0.57878
2012,3rd Quintile,East,No,0.45556,307,809,0.42122,0.48990
2012,4th Quintile,West,Yes,0.68854,1825,2444,0.67017,0.70690
2012,4th Quintile,West,No,0.31146,619,2444,0.29310,0.32983
2012,4th Quintile,East,Yes,0.68921,417,585,0.65167,0.72675
2012,4th Quintile,East,No,0.31079,168,585,0.27325,0.34833
2012,5th Quintile,West,Yes,0.74564,2155,2708,0.72924,0.76205
2012,5th Quintile,West,No,0.25436,553,2708,0.23795,0.27076
2012,5th Quintile,East,Yes,0.76747,362,450,0.72840,0.80655
2012,5th Quintile,East,No,0.23253,88,450,0.19345,0.27160
2013,1st Quintile,West,Yes,0.39363,1308,3168,0.37662,0.41065
2013,1st Quintile,West,No,0.60637,1860,3168,0.58935,0.62338
2013,1st Quintile,East,Yes,0.29995,341,1071,0.27249,0.32741
2013,1st Quintile,East,No,0.70005,730,1071,0.67259,0.72751
2013,2nd Quintile,West,Yes,0.52866,1639,2901,0.51049,0.54682
2013,2nd Quintile,West,No,0.47134,1262,2901,0.45318,0.48951
2013,2nd Quintile,East,Yes,0.49271,498,955,0.46099,0.52444
2013,2nd Quintile,East,No,0.50729,457,955,0.47556,0.53901
2013,3rd Quintile,West,Yes,0.66063,1823,2650,0.64260,0.67866
2013,3rd Quintile,West,No,0.33937,827,2650,0.32134,0.35740
2013,3rd Quintile,East,Yes,0.58008,449,737,0.54442,0.61574
2013,3rd Quintile,East,No,0.41992,288,737,0.38426,0.45558
2013,4th Quintile,West,Yes,0.69899,1905,2589,0.68131,0.71666
2013,4th Quintile,West,No,0.30101,684,2589,0.28334,0.31869
2013,4th Quintile,East,Yes,0.65695,362,525,0.61631,0.69760
2013,4th Quintile,East,No,0.34305,163,525,0.30240,0.38369
2013,5th Quintile,West,Yes,0.75076,2277,2894,0.73499,0.76652
2013,5th Quintile,West,No,0.24924,617,2894,0.23348,0.26501
2013,5th Quintile,East,Yes,0.73870,281,368,0.69375,0.78365
2013,5th Quintile,East,No,0.26130,87,368,0.21635,0.30625
2014,1st Quintile,West,Yes,0.41982,1100,2559,0.40069,0.43895
2014,1st Quintile,West,No,0.58018,1459,2559,0.56105,0.59931
2014,1st Quintile,East,Yes,0.28454,273,892,0.25491,0.31416
2014,1st Quintile,East,No,0.71546,619,892,0.68584,0.74509
2014,2nd Quintile,West,Yes,0.55225,1443,2451,0.53256,0.57194
2014,2nd Quintile,West,No,0.44775,1008,2451,0.42806,0.46744
2014,2nd Quintile,East,Yes,0.47062,424,860,0.43724,0.50400
2014,2nd Quintile,East,No,0.52938,436,860,0.49600,0.56276
2014,3rd Quintile,West,Yes,0.68546,1678,2379,0.66680,0.70413
2014,3rd Quintile,West,No,0.31454,701,2379,0.29587,0.33320
2014,3rd Quintile,East,Yes,0.57251,452,730,0.53660,0.60843
2014,3rd Quintile,East,No,0.42749,278,730,0.39157,0.46340
2014,4th Quintile,West,Yes,0.68527,1780,2397,0.66667,0.70386
2014,4th Quintile,West,No,0.31473,617,2397,0.29614,0.33333
2014,4th Quintile,East,Yes,0.64220,364,529,0.60131,0.68309
2014,4th Quintile,East,No,0.35780,165,529,0.31691,0.39869
2014,5th Quintile,West,Yes,0.74541,2061,2650,0.72882,0.76200
2014,5th Quintile,West,No,0.25459,589,2650,0.23800,0.27118
2014,5th Quintile,East,Yes,0.72976,283,368,0.68433,0.77520
2014,5th Quintile,East,No,0.27024,85,368,0.22480,0.31567
2015,1st Quintile,West,Yes,0.40123,1057,2670,0.38263,0.41982
2015,1st Quintile,West,No,0.59877,1613,2670,0.58018,0.61737
2015,1st Quintile,East,Yes,0.27051,262,877,0.24109,0.29993
2015,1st Quintile,East,No,0.72949,615,877,0.70007,0.75891
2015,2nd Quintile,West,Yes,0.53171,1348,2460,0.51198,0.55143
2015,2nd Quintile,West,No,0.46829,1112,2460,0.44857,0.48802
2015,2nd Quintile,East,Yes,0.47920,466,920,0.44690,0.51150
2015,2nd Quintile,East,No,0.52080,454,920,0.48850,0.55310
2015,3rd Quintile,West,Yes,0.65842,1555,2372,0.63933,0.67751
2015,3rd Quintile,West,No,0.34158,817,2372,0.32249,0.36067
2015,3rd Quintile,East,Yes,0.55520,378,644,0.51679,0.59361
2015,3rd Quintile,East,No,0.44480,266,644,0.40639,0.48321
2015,4th Quintile,West,Yes,0.65925,1655,2339,0.64003,0.67846
2015,4th Quintile,West,No,0.34075,684,2339,0.32154,0.35997
2015,4th Quintile,East,Yes,0.63860,334,490,0.59602,0.68118
2015,4th Quintile,East,No,0.36140,156,490,0.31882,0.40398
2015,5th Quintile,West,Yes,0.73983,2028,2630,0.72306,0.75660
2015,5th Quintile,West,No,0.26017,602,2630,0.24340,0.27694
2015,5th Quintile,East,Yes,0.79036,273,346,0.74741,0.83332
2015,5th Quintile,East,No,0.20964,73,346,0.16668,0.25259
2016,1st Quintile,West,Yes,0.36514,1335,3987,0.35019,0.38008
2016,1st Quintile,West,No,0.63486,2652,3987,0.61992,0.64981
2016,1st Quintile,East,Yes,0.26360,276,1208,0.23874,0.28846
2016,1st Quintile,East,No,0.73640,932,1208,0.71154,0.76126
2016,2nd Quintile,West,Yes,0.54873,1247,2239,0.52811,0.56934
2016,2nd Quintile,West,No,0.45127,992,2239,0.43066,0.47189
2016,2nd Quintile,East,Yes,0.47593,410,798,0.44126,0.51060
2016,2nd Quintile,East,No,0.52407,388,798,0.48940,0.55874
2016,3rd Quintile,West,Yes,0.65681,1378,2070,0.63635,0.67726
2016,3rd Quintile,West,No,0.34319,692,2070,0.32274,0.36365
2016,3rd Quintile,East,Yes,0.55280,388,671,0.51515,0.59045
2016,3rd Quintile,East,No,0.44720,283,671,0.40955,0.48485
2016,4th Quintile,West,Yes,0.65928,1566,2205,0.63949,0.67907
2016,4th Quintile,West,No,0.34072,639,2205,0.32093,0.36051
2016,4th Quintile,East,Yes,0.65103,315,457,0.60728,0.69478
2016,4th Quintile,East,No,0.34897,142,457,0.30522,0.39272
2016,5th Quintile,West,Yes,0.75753,1905,2429,0.74048,0.77458
2016,5th Quintile,West,No,0.24247,524,2429,0.22542,0.25952
2016,5th Quintile,East,Yes,0.73306,248,326,0.68496,0.78115
2016,5th Quintile,East,No,0.26694,78,326,0.21885,0.31504
2017,1st Quintile,West,Yes,0.36853,1465,4418,0.35431,0.38276
2017,1st Quintile,West,No,0.63147,2953,4418,0.61724,0.64569
2017,1st Quintile,East,Yes,0.26894,301,1223,0.24408,0.29380
2017,1st Quintile,East,No,0.73106,922,1223,0.70620,0.75592
2017,2nd Quintile,West,Yes,0.53404,1346,2397,0.51407,0.55402
2017,2nd Quintile,West,No,0.46596,1051,2397,0.44598,0.48593
2017,2nd Quintile,East,Yes,0.47943,469,931,0.44733,0.51154
2017,2nd Quintile,East,No,0.52057,462,931,0.48846,0.55267
2017,3rd Quintile,West,Yes,0.65843,1608,2381,0.63937,0.67748
2017,3rd Quintile,West,No,0.34157,773,2381,0.32252,0.36063
2017,3rd Quintile,East,Yes,0.61086,452,726,0.57537,0.64635
2017,3rd Quintile,East,No,0.38914,274,726,0.35365,0.42463
2017,4th Quintile,West,Yes,0.68887,1868,2516,0.67077,0.70696
2017,4th Quintile,West,No,0.31113,648,2516,0.29304,0.32923
2017,4th Quintile,East,Yes,0.61652,356,530,0.57508,0.65795
2017,4th Quintile,East,No,0.38348,174,530,0.34205,0.42492
2017,5th Quintile,West,Yes,0.74933,2118,2714,0.73302,0.76564
2017,5th Quintile,West,No,0.25067,596,2714,0.23436,0.26698
2017,5th Quintile,East,Yes,0.77630,293,381,0.73440,0.81820
2017,5th Quintile,East,No,0.22370,88,381,0.18180,0.26560
2018,Not included in this version of the questionnaire,West,Yes,0.31061,35,120,0.22747,0.39375
2018,Not included in this version of the questionnaire,West,No,0.68939,85,120,0.60625,0.77253
2018,1st Quintile,West,Yes,0.38265,1338,3987,0.36756,0.39773
2018,1st Quintile,West,No,0.61735,2649,3987,0.60227,0.63244
2018,1st Quintile,East,Yes,0.28744,292,1228,0.26212,0.31276
2018,1st Quintile,East,No,0.71256,936,1228,0.68724,0.73788
2018,2nd Quintile,West,Yes,0.52657,1312,2474,0.50689,0.54625
2018,2nd Quintile,West,No,0.47343,1162,2474,0.45375,0.49311
2018,2nd Quintile,East,Yes,0.46407,460,965,0.43259,0.49555
2018,2nd Quintile,East,No,0.53593,505,965,0.50445,0.56741
2018,3rd Quintile,West,Yes,0.64883,1492,2312,0.62937,0.66829
2018,3rd Quintile,West,No,0.35117,820,2312,0.33171,0.37063
2018,3rd Quintile,East,Yes,0.60972,417,684,0.57313,0.64630
2018,3rd Quintile,East,No,0.39028,267,684,0.35370,0.42687
2018,4th Quintile,West,Yes,0.68018,1740,2398,0.66150,0.69885
2018,4th Quintile,West,No,0.31982,658,2398,0.30115,0.33850
2018,4th Quintile,East,Yes,0.66664,328,498,0.62519,0.70808
2018,4th Quintile,East,No,0.33336,170,498,0.29192,0.37481
2018,5th Quintile,West,Yes,0.75597,2046,2650,0.73961,0.77232
2018,5th Quintile,West,No,0.24403,604,2650,0.22768,0.26039
2018,5th Quintile,East,Yes,0.72290,267,363,0.67680,0.76901
2018,5th Quintile,East,No,0.27710,96,363,0.23099,0.32320
2019,1st Quintile,West,Yes,0.38847,1166,3529,0.37239,0.40456
2019,1st Quintile,West,No,0.61153,2363,3529,0.59544,0.62761
2019,1st Quintile,East,Yes,0.28523,241,998,0.25720,0.31326
2019,1st Quintile,East,No,0.71477,757,998,0.68674,0.74280
2019,2nd Quintile,West,Yes,0.55105,1074,1991,0.52920,0.57290
2019,2nd Quintile,West,No,0.44895,917,1991,0.42710,0.47080
2019,2nd Quintile,East,Yes,0.49928,380,753,0.46355,0.53502
2019,2nd Quintile,East,No,0.50072,373,753,0.46498,0.53645
2019,3rd Quintile,West,Yes,0.63356,1268,1915,0.61197,0.65514
2019,3rd Quintile,West,No,0.36644,647,1915,0.34486,0.38803
2019,3rd Quintile,East,Yes,0.60250,375,617,0.56386,0.64115
2019,3rd Quintile,East,No,0.39750,242,617,0.35885,0.43614
2019,4th Quintile,West,Yes,0.70972,1507,2019,0.68992,0.72953
2019,4th Quintile,West,No,0.29028,512,2019,0.27047,0.31008
2019,4th Quintile,East,Yes,0.65295,298,450,0.60892,0.69698
2019,4th Quintile,East,No,0.34705,152,450,0.30302,0.39108
2019,5th Quintile,West,Yes,0.76829,1782,2257,0.75088,0.78570
2019,5th Quintile,West,No,0.23171,475,2257,0.21430,0.24912
2019,5th Quintile,East,Yes,0.75568,257,341,0.71001,0.80136
2019,5th Quintile,East,No,0.24432,84,341,0.19864,0.28999
2020,Not included in this version of the questionnaire,West,Yes,0.28436,43,176,0.21752,0.35119
2020,Not included in this version of the questionnaire,West,No,0.71564,133,176,0.64881,0.78248
2020,1st Quintile,West,Yes,0.39062,1552,4919,0.37699,0.40426
2020,1st Quintile,West,No,0.60938,3367,4919,0.59574,0.62301
2020,1st Quintile,East,Yes,0.24237,259,1163,0.21773,0.26701
2020,1st Quintile,East,No,0.75763,904,1163,0.73299,0.78227
2020,2nd Quintile,West,Yes,0.56116,1315,2614,0.54213,0.58018
2020,2nd Quintile,West,No,0.43884,1299,2614,0.41982,0.45787
2020,2nd Quintile,East,Yes,0.49693,425,886,0.46399,0.52987
2020,2nd Quintile,East,No,0.50307,461,886,0.47013,0.53601
2020,3rd Quintile,West,Yes,0.66890,1454,2237,0.64939,0.68841
2020,3rd Quintile,West,No,0.33110,783,2237,0.31159,0.35061
2020,3rd Quintile,East,Yes,0.63471,377,664,0.59806,0.67136
2020,3rd Quintile,East,No,0.36529,287,664,0.32864,0.40194
2020,4th Quintile,West,Yes,0.69535,1638,2350,0.67673,0.71396
2020,4th Quintile,West,No,0.30465,712,2350,0.28604,0.32327
2020,4th Quintile,East,Yes,0.68489,366,520,0.64492,0.72486
2020,4th Quintile,East,No,0.31511,154,520,0.27514,0.35508
2020,5th Quintile,West,Yes,0.75288,2461,3171,0.73786,0.76789
2020,5th Quintile,West,No,0.24712,710,3171,0.23211,0.26214
2020,5th Quintile,East,Yes,0.66855,445,583,0.63030,0.70679
2020,5th Quintile,East,No,0.33145,138,583,0.29321,0.36970
2021,1st Quintile,West,Yes,0.45422,796,2152,0.43318,0.47526
2021,1st Quintile,West,No,0.54578,1356,2152,0.52474,0.56682
2021,1st Quintile,East,Yes,0.30286,165,610,0.26636,0.33935
2021,1st Quintile,East,No,0.69714,445,610,0.66065,0.73364
2021,2nd Quintile,West,Yes,0.53728,830,1590,0.51277,0.56180
2021,2nd Quintile,West,No,0.46272,760,1590,0.43820,0.48723
2021,2nd Quintile,East,Yes,0.45191,245,548,0.41021,0.49362
2021,2nd Quintile,East,No,0.54809,303,548,0.50638,0.58979
2021,3rd Quintile,West,Yes,0.61933,893,1438,0.59423,0.64444
2021,3rd Quintile,West,No,0.38067,545,1438,0.35556,0.40577
2021,3rd Quintile,East,Yes,0.59816,262,440,0.55230,0.64403
2021,3rd Quintile,East,No,0.40184,178,440,0.35597,0.44770
2021,4th Quintile,West,Yes,0.68717,1091,1546,0.66405,0.71028
2021,4th Quintile,West,No,0.31283,455,1546,0.28972,0.33595
2021,4th Quintile,East,Yes,0.71742,258,369,0.67142,0.76343
2021,4th Quintile,East,No,0.28258,111,369,0.23657,0.32858
2021,5th Quintile,West,Yes,0.76413,1606,2069,0.74583,0.78243
2021,5th Quintile,West,No,0.23587,463,2069,0.21757,0.25417
2021,5th Quintile,East,Yes,0.71789,269,375,0.67228,0.76350
2021,5th Quintile,East,No,0.28211,106,375,0.23650,0.32772
2022,Not included in this version of the questionnaire,West,Yes,0.36318,55,160,0.28843,0.43793
2022,Not included in this version of the questionnaire,West,No,0.63682,105,160,0.56207,0.71157
2022,Not included in this version of the questionnaire,East,No,0.68757,40,40,0.54210,0.83303
2022,1st Quintile,West,Yes,0.49309,1792,3815,0.47722,0.50896
2022,1st Quintile,West,No,0.50691,2023,3815,0.49104,0.52278
2022,1st Quintile,East,Yes,0.35297,474,1215,0.32608,0.37985
2022,1st Quintile,East,No,0.64703,741,1215,0.62015,0.67392
2022,2nd Quintile,West,Yes,0.54985,1594,3067,0.53224,0.56746
2022,2nd Quintile,West,No,0.45015,1473,3067,0.43254,0.46776
2022,2nd Quintile,East,Yes,0.51354,531,1020,0.48285,0.54423
2022,2nd Quintile,East,No,0.48646,489,1020,0.45577,0.51715
2022,3rd Quintile,West,Yes,0.62850,1594,2625,0.61001,0.64699
2022,3rd Quintile,West,No,0.37150,1031,2625,0.35301,0.38999
2022,3rd Quintile,East,Yes,0.58777,480,827,0.55420,0.62134
2022,3rd Quintile,East,No,0.41223,347,827,0.37866,0.44580
2022,4th Quintile,West,Yes,0.70169,1885,2792,0.68471,0.71866
2022,4th Quintile,West,No,0.29831,907,2792,0.28134,0.31529
2022,4th Quintile,East,Yes,0.62234,414,646,0.58492,0.65975
2022,4th Quintile,East,No,0.37766,232,646,0.34025,0.41508
2022,5th Quintile,West,Yes,0.75516,2460,3256,0.74039,0.76993
2022,5th Quintile,West,No,0.24484,796,3256,0.23007,0.25961
2022,5th Quintile,East,Yes,0.67057,420,583,0.63238,0.70876
2022,5th Quintile,East,No,0.32943,163,583,0.29124,0.36762
