year,quintil_oecd_hh,rentown,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,5th Quintile,Owner,Yes,0.79263,1599,1789,0.77383,0.81142
2021,5th Quintile,Owner,No,0.11159,190,1789,0.09700,0.12619
2021,5th Quintile,Tenant,Yes,0.38498,275,654,0.34765,0.42230
2021,5th Quintile,Tenant,No,0.51991,379,654,0.48159,0.55823
2022,1st Quintile,Owner,Yes,0.87946,908,998,0.85925,0.89967
2022,1st Quintile,Owner,No,0.11961,90,998,0.09947,0.13976
2022,1st Quintile,Tenant,Yes,0.32551,1355,4025,0.31103,0.33999
2022,1st Quintile,Tenant,No,0.66063,2670,4025,0.64600,0.67526
2022,2nd Quintile,Owner,Yes,0.83140,1005,1114,0.80941,0.85340
2022,2nd Quintile,Owner,No,0.16855,109,1114,0.14656,0.19055
2022,2nd Quintile,Tenant,Yes,0.39415,1117,2970,0.37657,0.41173
2022,2nd Quintile,Tenant,No,0.59849,1853,2970,0.58086,0.61612
2022,3rd Quintile,Owner,Yes,0.84909,1269,1409,0.83039,0.86779
2022,3rd Quintile,Owner,No,0.15069,140,1409,0.13201,0.16938
2022,3rd Quintile,Tenant,Yes,0.38906,805,2042,0.36790,0.41021
2022,3rd Quintile,Tenant,No,0.60691,1237,2042,0.58572,0.62810
2022,4th Quintile,Owner,Yes,0.86408,1571,1750,0.84802,0.88014
2022,4th Quintile,Owner,No,0.13560,179,1750,0.11955,0.15164
2022,4th Quintile,Tenant,Yes,0.45940,728,1687,0.43562,0.48319
2022,4th Quintile,Tenant,No,0.53669,959,1687,0.51288,0.56049
2022,5th Quintile,Owner,Yes,0.85767,2295,2575,0.84417,0.87116
2022,5th Quintile,Owner,No,0.14209,280,2575,0.12860,0.15558
2022,5th Quintile,Tenant,Yes,0.47802,582,1261,0.45044,0.50560
2022,5th Quintile,Tenant,No,0.51910,679,1261,0.49152,0.54669
