,Unnamed: 0,year,bula_h,pgisced97,pld0044,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
265,265,2013,Hamburg,Second Stage of Tertiary Education,Never,0.41005,43,22542,0.30229,0.57146
266,266,2013,Lower Saxony,Lower Secondary Level,Sometimes,0.11536,43,22542,0.08036,0.16709
267,267,2013,Lower Saxony,Lower Secondary Level,Seldom,0.21992,69,22542,0.16342,0.27867
268,268,2013,Lower Saxony,Lower Secondary Level,Never,0.66473,185,22542,0.56747,0.77283
269,269,2013,Lower Saxony,Upper Secondary Level,Sometimes,0.1095,124,22542,0.08537,0.1315
270,270,2013,Lower Saxony,Upper Secondary Level,Seldom,0.31455,360,22542,0.28091,0.34963
271,271,2013,Lower Saxony,Upper Secondary Level,Never,0.57595,711,22542,0.53118,0.61056
272,272,2013,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.43414,64,22542,0.30413,0.57687
273,273,2013,Lower Saxony,Post-secondary Non-tertiary Level,Never,0.56586,82,22542,0.4328,0.74367
274,274,2013,Lower Saxony,First Stage of Tertiary Education,Seldom,0.40339,45,22542,0.26409,0.56976
275,275,2013,Lower Saxony,First Stage of Tertiary Education,Never,0.59661,72,22542,0.46395,0.7368
276,276,2013,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.12232,66,22542,0.08503,0.15859
277,277,2013,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.41613,190,22542,0.33783,0.50888
278,278,2013,Lower Saxony,Second Stage of Tertiary Education,Never,0.46155,222,22542,0.39673,0.53395
279,279,2013,Bremen,Upper Secondary Level,Never,1.0,38,22542,0.6406,1.46714
280,280,2013,North Rhine-Westphalia,Pre-primary Level,Sometimes,0.5222,50,22542,0.32714,0.77359
281,281,2013,North Rhine-Westphalia,Pre-primary Level,Seldom,0.4778,35,22542,0.29454,0.652
282,282,2013,North Rhine-Westphalia,Primary Level,Never,1.0,41,22542,0.61099,1.34729
283,283,2013,North Rhine-Westphalia,Lower Secondary Level,Often,0.03797,41,22542,0.02585,0.05001
284,284,2013,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.103,80,22542,0.08051,0.14161
285,285,2013,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.26767,167,22542,0.22277,0.32808
286,286,2013,North Rhine-Westphalia,Lower Secondary Level,Never,0.59136,332,22542,0.53731,0.6564
287,287,2013,North Rhine-Westphalia,Upper Secondary Level,Often,0.03455,64,22542,0.02463,0.04495
288,288,2013,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.12278,279,22542,0.10743,0.14027
289,289,2013,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.24889,599,22542,0.22762,0.26815
290,290,2013,North Rhine-Westphalia,Upper Secondary Level,Never,0.59378,1279,22542,0.56163,0.62811
291,291,2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.12041,53,22542,0.07476,0.16744
292,292,2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.39731,186,22542,0.33074,0.47106
293,293,2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.48228,253,22542,0.40297,0.56358
294,294,2013,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.39369,90,22542,0.30874,0.47535
295,295,2013,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.60631,173,22542,0.50584,0.7307
296,296,2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.18832,170,22542,0.16155,0.21472
297,297,2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.33851,371,22542,0.29694,0.39034
298,298,2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.47317,540,22542,0.43486,0.5189
299,299,2013,Hesse,Lower Secondary Level,Seldom,0.24306,39,22542,0.14938,0.34464
300,300,2013,Hesse,Lower Secondary Level,Never,0.75694,93,22542,0.64186,0.88403
301,301,2013,Hesse,Upper Secondary Level,Sometimes,0.12066,93,22542,0.09166,0.14739
302,302,2013,Hesse,Upper Secondary Level,Seldom,0.34976,244,22542,0.29395,0.40631
303,303,2013,Hesse,Upper Secondary Level,Never,0.52958,391,22542,0.47636,0.58952
304,304,2013,Hesse,Post-secondary Non-tertiary Level,Seldom,0.46353,55,22542,0.3251,0.63373
305,305,2013,Hesse,Post-secondary Non-tertiary Level,Never,0.53647,70,22542,0.40364,0.66705
306,306,2013,Hesse,First Stage of Tertiary Education,Seldom,0.3712,36,22542,0.25366,0.53854
307,307,2013,Hesse,First Stage of Tertiary Education,Never,0.6288,43,22542,0.41887,0.81502
308,308,2013,Hesse,Second Stage of Tertiary Education,Sometimes,0.14131,80,22542,0.10946,0.17512
309,309,2013,Hesse,Second Stage of Tertiary Education,Seldom,0.43264,202,22542,0.36444,0.50154
310,310,2013,Hesse,Second Stage of Tertiary Education,Never,0.42605,190,22542,0.35313,0.50738
311,311,2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.29799,38,22542,0.20905,0.39801
312,312,2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.70201,107,22542,0.58408,0.80361
313,313,2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.13022,72,22542,0.10346,0.15976
314,314,2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.27055,183,22542,0.23429,0.30939
315,315,2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.59923,409,22542,0.54698,0.65382
316,316,2013,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Seldom,0.53085,32,22542,0.34308,0.772
317,317,2013,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Never,0.46915,49,22542,0.35676,0.57939
318,318,2013,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Never,1.0,50,22542,0.76988,1.28009
319,319,2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Sometimes,0.16758,33,22542,0.121,0.23435
320,320,2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.39807,81,22542,0.30953,0.50125
321,321,2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Never,0.43435,132,22542,0.37369,0.50534
322,322,2013,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.14886,58,22542,0.09207,0.20245
323,323,2013,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.2442,88,22542,0.19497,0.30375
324,324,2013,Baden-Wuerttemberg,Lower Secondary Level,Never,0.60694,182,22542,0.517,0.6886
325,325,2013,Baden-Wuerttemberg,Upper Secondary Level,Often,0.03102,36,22542,0.02089,0.04352
326,326,2013,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.11851,177,22542,0.09864,0.13897
327,327,2013,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.30931,440,22542,0.27894,0.34331
328,328,2013,Baden-Wuerttemberg,Upper Secondary Level,Never,0.54116,733,22542,0.507,0.58666
329,329,2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Sometimes,0.17092,36,22542,0.11335,0.23812
330,330,2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.41289,69,22542,0.30538,0.5458
331,331,2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.41619,96,22542,0.32273,0.49833
332,332,2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.51688,83,22542,0.39918,0.64054
333,333,2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.48312,117,22542,0.39331,0.57486
334,334,2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.11359,81,22542,0.08546,0.14151
335,335,2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.46101,287,22542,0.39496,0.52175
336,336,2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.4254,322,22542,0.37294,0.47493
337,337,2013,Bavaria,Lower Secondary Level,Sometimes,0.11849,59,22542,0.08441,0.15501
338,338,2013,Bavaria,Lower Secondary Level,Seldom,0.2164,87,22542,0.1679,0.27711
339,339,2013,Bavaria,Lower Secondary Level,Never,0.66511,233,22542,0.58982,0.74623
340,340,2013,Bavaria,Upper Secondary Level,Often,0.02274,46,22542,0.01712,0.03039
341,341,2013,Bavaria,Upper Secondary Level,Sometimes,0.11804,241,22542,0.1027,0.1335
342,342,2013,Bavaria,Upper Secondary Level,Seldom,0.30198,686,22542,0.27162,0.32869
343,343,2013,Bavaria,Upper Secondary Level,Never,0.55724,1130,22542,0.52465,0.59653
344,344,2013,Bavaria,Post-secondary Non-tertiary Level,Sometimes,0.13565,33,22542,0.08087,0.18961
345,345,2013,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.47442,81,22542,0.36269,0.64949
346,346,2013,Bavaria,Post-secondary Non-tertiary Level,Never,0.38993,99,22542,0.32839,0.47408
347,347,2013,Bavaria,First Stage of Tertiary Education,Sometimes,0.16504,32,22542,0.10896,0.23445
348,348,2013,Bavaria,First Stage of Tertiary Education,Seldom,0.36827,110,22542,0.28251,0.45237
349,349,2013,Bavaria,First Stage of Tertiary Education,Never,0.4667,146,22542,0.39131,0.55618
350,350,2013,Bavaria,Second Stage of Tertiary Education,Sometimes,0.16407,110,22542,0.12981,0.2076
351,351,2013,Bavaria,Second Stage of Tertiary Education,Seldom,0.41291,317,22542,0.34773,0.46413
352,352,2013,Bavaria,Second Stage of Tertiary Education,Never,0.42302,360,22542,0.37702,0.49184
353,353,2013,Berlin,Upper Secondary Level,Sometimes,0.12074,52,22542,0.0957,0.14282
354,354,2013,Berlin,Upper Secondary Level,Seldom,0.34644,120,22542,0.29257,0.40394
355,355,2013,Berlin,Upper Secondary Level,Never,0.53282,203,22542,0.47499,0.59151
356,356,2013,Berlin,Second Stage of Tertiary Education,Sometimes,0.16983,66,22542,0.12628,0.22296
357,357,2013,Berlin,Second Stage of Tertiary Education,Seldom,0.4722,166,22542,0.39901,0.57394
358,358,2013,Berlin,Second Stage of Tertiary Education,Never,0.35797,128,22542,0.29514,0.42685
359,359,2013,Brandenburg,Lower Secondary Level,Never,1.0,38,22542,0.74756,1.29373
360,360,2013,Brandenburg,Upper Secondary Level,Sometimes,0.06274,47,22542,0.04095,0.09345
361,361,2013,Brandenburg,Upper Secondary Level,Seldom,0.29144,144,22542,0.23286,0.36092
362,362,2013,Brandenburg,Upper Secondary Level,Never,0.64581,318,22542,0.58461,0.71358
363,363,2013,Brandenburg,Post-secondary Non-tertiary Level,Never,1.0,36,22542,0.63393,1.40672
364,364,2013,Brandenburg,First Stage of Tertiary Education,Never,1.0,44,22542,0.81181,1.24961
365,365,2013,Brandenburg,Second Stage of Tertiary Education,Seldom,0.38533,92,22542,0.31088,0.47424
366,366,2013,Brandenburg,Second Stage of Tertiary Education,Never,0.61467,144,22542,0.50526,0.73359
367,367,2013,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.28202,78,22542,0.20649,0.35666
368,368,2013,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.71798,201,22542,0.61909,0.82124
369,369,2013,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Never,1.0,35,22542,0.84606,1.15668
370,370,2013,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.27315,43,22542,0.17207,0.42516
371,371,2013,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,0.72685,86,22542,0.57639,0.8736
372,372,2013,Saxony,Lower Secondary Level,Never,1.0,50,22542,0.7405,1.32606
373,373,2013,Saxony,Upper Secondary Level,Sometimes,0.10035,82,22542,0.07728,0.12779
374,374,2013,Saxony,Upper Secondary Level,Seldom,0.28373,236,22542,0.23445,0.3239
375,375,2013,Saxony,Upper Secondary Level,Never,0.61591,588,22542,0.55491,0.6706
376,376,2013,Saxony,Post-secondary Non-tertiary Level,Never,1.0,45,22542,0.66077,1.36069
377,377,2013,Saxony,First Stage of Tertiary Education,Seldom,0.37509,35,22542,0.2582,0.53786
378,378,2013,Saxony,First Stage of Tertiary Education,Never,0.62491,90,22542,0.4952,0.77234
379,379,2013,Saxony,Second Stage of Tertiary Education,Sometimes,0.07286,45,22542,0.05669,0.09048
380,380,2013,Saxony,Second Stage of Tertiary Education,Seldom,0.3623,154,22542,0.30229,0.44383
381,381,2013,Saxony,Second Stage of Tertiary Education,Never,0.56483,248,22542,0.50427,0.64807
382,382,2013,Saxony-Anhalt,Lower Secondary Level,Never,1.0,40,22542,0.70807,1.45333
383,383,2013,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.08268,44,22542,0.06098,0.11401
384,384,2013,Saxony-Anhalt,Upper Secondary Level,Seldom,0.23364,112,22542,0.18874,0.30323
385,385,2013,Saxony-Anhalt,Upper Secondary Level,Never,0.68368,357,22542,0.62313,0.76758
386,386,2013,Saxony-Anhalt,First Stage of Tertiary Education,Never,1.0,45,22542,0.67046,1.40759
387,387,2013,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.39505,88,22542,0.32368,0.4616
388,388,2013,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.60495,114,22542,0.49663,0.7148
389,389,2013,Thuringa,Upper Secondary Level,Sometimes,0.08804,35,22542,0.05397,0.12995
390,390,2013,Thuringa,Upper Secondary Level,Seldom,0.25044,147,22542,0.21442,0.28946
391,391,2013,Thuringa,Upper Secondary Level,Never,0.66152,400,22542,0.60458,0.7266
392,392,2013,Thuringa,First Stage of Tertiary Education,Never,1.0,44,22542,0.67669,1.36171
393,393,2013,Thuringa,Second Stage of Tertiary Education,Seldom,0.43939,75,22542,0.33226,0.57159
394,394,2013,Thuringa,Second Stage of Tertiary Education,Never,0.56061,120,22542,0.4689,0.64862
395,395,2018,Schleswig-Holstein,Lower Secondary Level,Seldom,0.51694,34,22477,0.354,0.74523
396,396,2018,Schleswig-Holstein,Lower Secondary Level,Never,0.48306,56,22477,0.4046,0.58246
397,397,2018,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.12817,55,22477,0.09027,0.17844
398,398,2018,Schleswig-Holstein,Upper Secondary Level,Seldom,0.40715,162,22477,0.34206,0.49447
399,399,2018,Schleswig-Holstein,Upper Secondary Level,Never,0.46468,193,22477,0.39922,0.53097
400,400,2018,Schleswig-Holstein,Post-secondary Non-tertiary Level,Seldom,0.47799,37,22477,0.34369,0.69565
401,401,2018,Schleswig-Holstein,Post-secondary Non-tertiary Level,Never,0.52201,31,22477,0.35653,0.74152
402,402,2018,Schleswig-Holstein,Second Stage of Tertiary Education,Sometimes,0.2545,37,22477,0.17727,0.37316
403,403,2018,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,0.46156,80,22477,0.37369,0.58356
404,404,2018,Schleswig-Holstein,Second Stage of Tertiary Education,Never,0.28394,63,22477,0.20665,0.36324
405,405,2018,Hamburg,Upper Secondary Level,Seldom,0.36134,46,22477,0.2472,0.4868
406,406,2018,Hamburg,Upper Secondary Level,Never,0.63866,82,22477,0.49929,0.79789
407,407,2018,Hamburg,Second Stage of Tertiary Education,Sometimes,0.22611,41,22477,0.17121,0.30155
408,408,2018,Hamburg,Second Stage of Tertiary Education,Seldom,0.43885,63,22477,0.33072,0.57256
409,409,2018,Hamburg,Second Stage of Tertiary Education,Never,0.33504,62,22477,0.24619,0.43325
410,410,2018,Lower Saxony,Lower Secondary Level,Sometimes,0.18745,64,22477,0.12608,0.25891
411,411,2018,Lower Saxony,Lower Secondary Level,Seldom,0.27072,91,22477,0.22293,0.31519
412,412,2018,Lower Saxony,Lower Secondary Level,Never,0.54183,148,22477,0.45068,0.61792
413,413,2018,Lower Saxony,Upper Secondary Level,Often,0.02414,39,22477,0.01728,0.03244
414,414,2018,Lower Saxony,Upper Secondary Level,Sometimes,0.12683,170,22477,0.10654,0.15291
415,415,2018,Lower Saxony,Upper Secondary Level,Seldom,0.32625,376,22477,0.29162,0.36615
416,416,2018,Lower Saxony,Upper Secondary Level,Never,0.52277,543,22477,0.47746,0.56615
417,417,2018,Lower Saxony,Post-secondary Non-tertiary Level,Sometimes,0.119,35,22477,0.08936,0.14985
418,418,2018,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.37957,88,22477,0.29722,0.49183
419,419,2018,Lower Saxony,Post-secondary Non-tertiary Level,Never,0.50143,91,22477,0.37631,0.63963
420,420,2018,Lower Saxony,First Stage of Tertiary Education,Seldom,0.29872,39,22477,0.22125,0.38793
421,421,2018,Lower Saxony,First Stage of Tertiary Education,Never,0.70128,56,22477,0.53062,0.92587
422,422,2018,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.17286,105,22477,0.14619,0.20843
423,423,2018,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.42097,216,22477,0.3435,0.50739
424,424,2018,Lower Saxony,Second Stage of Tertiary Education,Never,0.40617,196,22477,0.34505,0.47795
425,425,2018,Bremen,Upper Secondary Level,Seldom,0.60397,32,22477,0.35115,0.86964
426,426,2018,Bremen,Upper Secondary Level,Never,0.39603,34,22477,0.2235,0.56401
427,427,2018,North Rhine-Westphalia,Pre-primary Level,Sometimes,1.0,37,22477,0.63419,1.42816
428,428,2018,North Rhine-Westphalia,Primary Level,Never,1.0,85,22477,0.71721,1.26956
429,429,2018,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.253,159,22477,0.19763,0.31252
430,430,2018,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.26465,177,22477,0.22343,0.31031
431,431,2018,North Rhine-Westphalia,Lower Secondary Level,Never,0.48235,272,22477,0.41557,0.55323
432,432,2018,North Rhine-Westphalia,Upper Secondary Level,Often,0.04453,98,22477,0.03493,0.05518
433,433,2018,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.16879,399,22477,0.14954,0.18535
434,434,2018,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.28674,680,22477,0.26352,0.30697
435,435,2018,North Rhine-Westphalia,Upper Secondary Level,Never,0.49994,1080,22477,0.47022,0.53038
436,436,2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.19696,112,22477,0.15655,0.2574
437,437,2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.38912,221,22477,0.32203,0.45519
438,438,2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.41391,248,22477,0.35773,0.47188
439,439,2018,North Rhine-Westphalia,First Stage of Tertiary Education,Sometimes,0.11167,31,22477,0.07376,0.15874
440,440,2018,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.41531,100,22477,0.32699,0.51109
441,441,2018,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.47303,117,22477,0.39414,0.54632
442,442,2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.04449,50,22477,0.0329,0.0598
443,443,2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.20909,212,22477,0.17638,0.24474
444,444,2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.40021,469,22477,0.35953,0.44564
445,445,2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.34621,441,22477,0.30795,0.38923
446,446,2018,Hesse,Lower Secondary Level,Sometimes,0.23216,40,22477,0.15758,0.31774
447,447,2018,Hesse,Lower Secondary Level,Seldom,0.34446,58,22477,0.25421,0.45154
448,448,2018,Hesse,Lower Secondary Level,Never,0.42338,77,22477,0.32738,0.52631
449,449,2018,Hesse,Upper Secondary Level,Often,0.03878,39,22477,0.02699,0.05323
450,450,2018,Hesse,Upper Secondary Level,Sometimes,0.16939,122,22477,0.14161,0.20275
451,451,2018,Hesse,Upper Secondary Level,Seldom,0.33498,238,22477,0.28232,0.38302
452,452,2018,Hesse,Upper Secondary Level,Never,0.45685,286,22477,0.40883,0.50974
453,453,2018,Hesse,Post-secondary Non-tertiary Level,Sometimes,0.28663,33,22477,0.19539,0.41696
454,454,2018,Hesse,Post-secondary Non-tertiary Level,Seldom,0.37678,51,22477,0.27209,0.49486
455,455,2018,Hesse,Post-secondary Non-tertiary Level,Never,0.33659,52,22477,0.25338,0.4319
456,456,2018,Hesse,First Stage of Tertiary Education,Seldom,0.57764,39,22477,0.42812,0.77693
457,457,2018,Hesse,First Stage of Tertiary Education,Never,0.42236,32,22477,0.26841,0.59537
458,458,2018,Hesse,Second Stage of Tertiary Education,Sometimes,0.23113,102,22477,0.17163,0.27951
459,459,2018,Hesse,Second Stage of Tertiary Education,Seldom,0.42456,205,22477,0.35933,0.49831
460,460,2018,Hesse,Second Stage of Tertiary Education,Never,0.34431,159,22477,0.28725,0.39713
461,461,2018,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Sometimes,0.18467,39,22477,0.11602,0.26114
462,462,2018,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.25166,59,22477,0.18809,0.33471
463,463,2018,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.56367,118,22477,0.46329,0.6518
464,464,2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.15482,94,22477,0.11651,0.18894
465,465,2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.30253,190,22477,0.26794,0.34283
466,466,2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.54265,347,22477,0.48441,0.5976
467,467,2018,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Seldom,0.50101,38,22477,0.32207,0.76681
468,468,2018,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Never,0.49899,50,22477,0.3798,0.65028
469,469,2018,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Seldom,0.42029,34,22477,0.26666,0.58839
470,470,2018,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Never,0.57971,40,22477,0.44597,0.73272
471,471,2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Sometimes,0.21613,52,22477,0.14814,0.29648
472,472,2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.41517,114,22477,0.34553,0.50775
473,473,2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Never,0.3687,102,22477,0.30143,0.44329
474,474,2018,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.16898,49,22477,0.12141,0.21889
475,475,2018,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.27158,60,22477,0.21322,0.32813
476,476,2018,Baden-Wuerttemberg,Lower Secondary Level,Never,0.55945,141,22477,0.46611,0.6607
477,477,2018,Baden-Wuerttemberg,Upper Secondary Level,Often,0.0467,48,22477,0.03416,0.06069
478,478,2018,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.15364,182,22477,0.12551,0.18611
479,479,2018,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.33219,395,22477,0.29469,0.36876
480,480,2018,Baden-Wuerttemberg,Upper Secondary Level,Never,0.46747,537,22477,0.41892,0.5118
481,481,2018,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Sometimes,0.1259,32,22477,0.07901,0.18573
482,482,2018,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.47734,89,22477,0.38389,0.58414
483,483,2018,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.39677,97,22477,0.33365,0.47425
484,484,2018,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.41516,61,22477,0.30965,0.55344
485,485,2018,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.58484,83,22477,0.45707,0.75285
486,486,2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Often,0.05572,33,22477,0.03769,0.0874
487,487,2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.19988,154,22477,0.16244,0.23711
488,488,2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.33924,297,22477,0.30265,0.38071
489,489,2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.40515,326,22477,0.35311,0.46119
490,490,2018,Bavaria,Primary Level,Never,1.0,31,22477,0.62373,1.51746
491,491,2018,Bavaria,Lower Secondary Level,Sometimes,0.16787,74,22477,0.11754,0.23284
492,492,2018,Bavaria,Lower Secondary Level,Seldom,0.23917,106,22477,0.19059,0.2756
493,493,2018,Bavaria,Lower Secondary Level,Never,0.59295,191,22477,0.51414,0.68436
494,494,2018,Bavaria,Upper Secondary Level,Often,0.03312,59,22477,0.0241,0.04173
495,495,2018,Bavaria,Upper Secondary Level,Sometimes,0.14808,281,22477,0.13104,0.16932
496,496,2018,Bavaria,Upper Secondary Level,Seldom,0.32381,615,22477,0.29255,0.35471
497,497,2018,Bavaria,Upper Secondary Level,Never,0.495,923,22477,0.46142,0.52768
498,498,2018,Bavaria,Post-secondary Non-tertiary Level,Sometimes,0.17692,51,22477,0.12727,0.23211
499,499,2018,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.39625,98,22477,0.29758,0.52039
500,500,2018,Bavaria,Post-secondary Non-tertiary Level,Never,0.42684,115,22477,0.33802,0.50037
501,501,2018,Bavaria,First Stage of Tertiary Education,Sometimes,0.19104,38,22477,0.13246,0.27408
502,502,2018,Bavaria,First Stage of Tertiary Education,Seldom,0.31136,98,22477,0.25005,0.39491
503,503,2018,Bavaria,First Stage of Tertiary Education,Never,0.4976,109,22477,0.3794,0.63283
504,504,2018,Bavaria,Second Stage of Tertiary Education,Often,0.05711,42,22477,0.03423,0.07664
505,505,2018,Bavaria,Second Stage of Tertiary Education,Sometimes,0.24126,207,22477,0.1927,0.28843
506,506,2018,Bavaria,Second Stage of Tertiary Education,Seldom,0.33934,380,22477,0.30406,0.38078
507,507,2018,Bavaria,Second Stage of Tertiary Education,Never,0.36229,353,22477,0.31759,0.40928
508,508,2018,Berlin,Upper Secondary Level,Sometimes,0.19548,67,22477,0.16067,0.23444
509,509,2018,Berlin,Upper Secondary Level,Seldom,0.29289,109,22477,0.23857,0.34832
510,510,2018,Berlin,Upper Secondary Level,Never,0.51163,152,22477,0.44071,0.57515
511,511,2018,Berlin,Second Stage of Tertiary Education,Sometimes,0.27916,100,22477,0.22814,0.32517
512,512,2018,Berlin,Second Stage of Tertiary Education,Seldom,0.47543,180,22477,0.40371,0.57004
513,513,2018,Berlin,Second Stage of Tertiary Education,Never,0.24542,109,22477,0.2002,0.28722
514,514,2018,Brandenburg,Lower Secondary Level,Never,1.0,55,22477,0.76183,1.2841
515,515,2018,Brandenburg,Upper Secondary Level,Sometimes,0.09712,47,22477,0.06504,0.12782
516,516,2018,Brandenburg,Upper Secondary Level,Seldom,0.30709,128,22477,0.2543,0.36128
517,517,2018,Brandenburg,Upper Secondary Level,Never,0.59579,319,22477,0.52555,0.68067
518,518,2018,Brandenburg,Post-secondary Non-tertiary Level,Never,1.0,34,22477,0.71713,1.34115
519,519,2018,Brandenburg,First Stage of Tertiary Education,Never,1.0,47,22477,0.67399,1.32497
520,520,2018,Brandenburg,Second Stage of Tertiary Education,Seldom,0.4454,83,22477,0.35535,0.57806
521,521,2018,Brandenburg,Second Stage of Tertiary Education,Never,0.5546,121,22477,0.44114,0.71109
522,522,2018,Mecklenburg-Western Pomerania,Upper Secondary Level,Sometimes,0.15164,37,22477,0.10424,0.21115
523,523,2018,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.25867,77,22477,0.1853,0.35169
524,524,2018,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.5897,183,22477,0.49978,0.70337
525,525,2018,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Never,1.0,32,22477,0.74865,1.25098
526,526,2018,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.29325,48,22477,0.22269,0.35296
