"pgstib","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1999","AkademikerInnen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1999","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1999","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1999","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1999","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1999","AkademikerInnen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1999","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1999","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1999","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1999","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1999","AkademikerInnen","","","",""
"sonstige selbständiger","1999","(noch) kein Abschluss","","","",""
"sonstige selbständiger","1999","Hauptschulabschluss","","","",""
"sonstige selbständiger","1999","Realschulabschluss","","","",""
"sonstige selbständiger","1999","(Fach-)Abitur","","","",""
"sonstige selbständiger","1999","AkademikerInnen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1999","(noch) kein Abschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1999","Hauptschulabschluss","90","0.0142932080650214","0.0113074356113814","0.0172789805186614"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1999","Realschulabschluss","63","0.0164448073589981","0.0121642732789844","0.0207253414390118"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1999","(Fach-)Abitur","32","0.039904291651376","0.0286014168088565","0.0512071664938955"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1999","AkademikerInnen","51","0.0214633384176636","0.0150637482085731","0.0278629286267541"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1999","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1999","Hauptschulabschluss","100","0.0170196925103229","0.0137660769372413","0.0202733080834044"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1999","Realschulabschluss","79","0.0184754212518749","0.0139429823281578","0.0230078601755921"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1999","(Fach-)Abitur","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1999","AkademikerInnen","32","0.0158581514149157","0.0103415690358122","0.0213747337940192"
"sonstige selbständiger, 10+ Mitarbeiter","1999","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1999","Hauptschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1999","Realschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1999","(Fach-)Abitur","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1999","AkademikerInnen","","","",""
"mithelfende Familienangehörige","1999","(noch) kein Abschluss","","","",""
"mithelfende Familienangehörige","1999","Hauptschulabschluss","","","",""
"mithelfende Familienangehörige","1999","Realschulabschluss","","","",""
"mithelfende Familienangehörige","1999","(Fach-)Abitur","","","",""
"mithelfende Familienangehörige","1999","AkademikerInnen","","","",""
"Angestellte, Industrie- und Werkmeister","1999","(noch) kein Abschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1999","Hauptschulabschluss","40","0.00857494006974734","0.00625560514641403","0.0108942749930806"
"Angestellte, Industrie- und Werkmeister","1999","Realschulabschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1999","(Fach-)Abitur","","","",""
"Angestellte, Industrie- und Werkmeister","1999","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1999","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1999","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1999","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1999","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1999","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1999","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1999","Hauptschulabschluss","146","0.0204761634036288","0.0169137052436365","0.0240386215636211"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1999","Realschulabschluss","86","0.0226700458906028","0.0176601234726072","0.0276799683085983"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1999","(Fach-)Abitur","56","0.0455225846162852","0.0334855880750366","0.0575595811575339"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1999","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1999","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1999","Hauptschulabschluss","208","0.0370821925166304","0.032328891853104","0.0418354931801567"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1999","Realschulabschluss","226","0.0571743553675073","0.0493598673812607","0.064988843353754"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1999","(Fach-)Abitur","41","0.0289242845773033","0.0192464162033118","0.0386021529512948"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1999","AkademikerInnen","47","0.0222360782182714","0.0157248775712684","0.0287472788652743"
"Angestellte, qualifizierte Tätigkeit","1999","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeit","1999","Hauptschulabschluss","395","0.0649515648716529","0.0587524478035499","0.0711506819397559"
"Angestellte, qualifizierte Tätigkeit","1999","Realschulabschluss","667","0.199073263883704","0.185633641690809","0.2125128860766"
"Angestellte, qualifizierte Tätigkeit","1999","(Fach-)Abitur","240","0.218343898665375","0.194487754924049","0.242200042406701"
"Angestellte, qualifizierte Tätigkeit","1999","AkademikerInnen","300","0.111511593185054","0.0976120389968479","0.12541114737326"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1999","(noch) kein Abschluss","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1999","Hauptschulabschluss","82","0.0156900050865859","0.0125639583675311","0.0188160518056407"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1999","Realschulabschluss","137","0.0484383848773634","0.0412123928118632","0.0556643769428636"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1999","(Fach-)Abitur","58","0.0473508813773249","0.0350863101402159","0.0596154526144338"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1999","AkademikerInnen","585","0.290888210616842","0.270832623007539","0.310943798226144"
"Angestellte, umfassende Führungsaufgaben","1999","(noch) kein Abschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1999","Hauptschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1999","Realschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1999","(Fach-)Abitur","","","",""
"Angestellte, umfassende Führungsaufgaben","1999","AkademikerInnen","53","0.0267366468727707","0.0196133075361029","0.0338599862094385"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1999","(noch) kein Abschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1999","Hauptschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1999","Realschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1999","(Fach-)Abitur","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1999","AkademikerInnen","","","",""
"Beamte, einfacher Dienst","1999","(noch) kein Abschluss","","","",""
"Beamte, einfacher Dienst","1999","Hauptschulabschluss","","","",""
"Beamte, einfacher Dienst","1999","Realschulabschluss","","","",""
"Beamte, einfacher Dienst","1999","(Fach-)Abitur","","","",""
"Beamte, einfacher Dienst","1999","AkademikerInnen","","","",""
"Beamte, mittlerer Dienst","1999","(noch) kein Abschluss","","","",""
"Beamte, mittlerer Dienst","1999","Hauptschulabschluss","43","0.00678428180207023","0.00471941659685335","0.00884914700728712"
"Beamte, mittlerer Dienst","1999","Realschulabschluss","81","0.0255531756901605","0.0202420606445263","0.0308642907357946"
"Beamte, mittlerer Dienst","1999","(Fach-)Abitur","","","",""
"Beamte, mittlerer Dienst","1999","AkademikerInnen","","","",""
"Beamte, gehobener Dienst","1999","(noch) kein Abschluss","","","",""
"Beamte, gehobener Dienst","1999","Hauptschulabschluss","","","",""
"Beamte, gehobener Dienst","1999","Realschulabschluss","37","0.0117982036533529","0.00816395230826834","0.0154324549984374"
"Beamte, gehobener Dienst","1999","(Fach-)Abitur","36","0.0353448800433251","0.0246820829641382","0.046007677122512"
"Beamte, gehobener Dienst","1999","AkademikerInnen","112","0.062075456597983","0.0514203232421856","0.0727305899537804"
"Beamte, höherer Dienst","1999","(noch) kein Abschluss","","","",""
"Beamte, höherer Dienst","1999","Hauptschulabschluss","","","",""
"Beamte, höherer Dienst","1999","Realschulabschluss","","","",""
"Beamte, höherer Dienst","1999","(Fach-)Abitur","","","",""
"Beamte, höherer Dienst","1999","AkademikerInnen","83","0.0497390705880459","0.0401387607948087","0.059339380381283"
"nicht erwerbstätig (NE): keine weitere Angaben","2000","(noch) kein Abschluss","116","0.125579418367026","0.103622899577516","0.147535937156536"
"nicht erwerbstätig (NE): keine weitere Angaben","2000","Hauptschulabschluss","1227","0.102888433457317","0.0971364453273393","0.108640421587295"
"nicht erwerbstätig (NE): keine weitere Angaben","2000","Realschulabschluss","613","0.0912417203612193","0.0841284200080954","0.0983550207143432"
"nicht erwerbstätig (NE): keine weitere Angaben","2000","(Fach-)Abitur","236","0.0912149547206018","0.0796696971721618","0.102760212269042"
"nicht erwerbstätig (NE): keine weitere Angaben","2000","AkademikerInnen","198","0.0527031380606637","0.0456258529021704","0.0597804232191569"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2000","(noch) kein Abschluss","391","0.416148860340367","0.383488611791299","0.448809108889435"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2000","Hauptschulabschluss","116","0.00869767763512653","0.00693968848216694","0.0104556667880861"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2000","Realschulabschluss","212","0.0304817048974617","0.0262350413401606","0.0347283684547628"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2000","(Fach-)Abitur","381","0.139053132335748","0.125178592779047","0.152927671892449"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2000","AkademikerInnen","76","0.020047849072073","0.0156082706167445","0.0244874275274015"
"NE: arbeitslos gemeldet","2000","(noch) kein Abschluss","46","0.0442728988198155","0.0306433966039227","0.0579024010357083"
"NE: arbeitslos gemeldet","2000","Hauptschulabschluss","683","0.0513605393833998","0.0471814962209061","0.0555395825458935"
"NE: arbeitslos gemeldet","2000","Realschulabschluss","445","0.0617536427780909","0.0558074366812326","0.0676998488749492"
"NE: arbeitslos gemeldet","2000","(Fach-)Abitur","74","0.0271258464425735","0.0206116627891197","0.0336400300960274"
"NE: arbeitslos gemeldet","2000","AkademikerInnen","156","0.0348157597172216","0.0290094732758217","0.0406220461586214"
"NE: Rentner/Rentnerin","2000","(noch) kein Abschluss","125","0.160765666617858","0.136427809412586","0.185103523823131"
"NE: Rentner/Rentnerin","2000","Hauptschulabschluss","3760","0.398328233390673","0.389059682536939","0.407596784244407"
"NE: Rentner/Rentnerin","2000","Realschulabschluss","601","0.139006291766363","0.130460202168523","0.147552381364203"
"NE: Rentner/Rentnerin","2000","(Fach-)Abitur","206","0.114666668007941","0.101890164448955","0.127443171566928"
"NE: Rentner/Rentnerin","2000","AkademikerInnen","603","0.184560772050002","0.172273063355035","0.196848480744968"
"NE: Wehr- und Zivildienst","2000","(noch) kein Abschluss","","","",""
"NE: Wehr- und Zivildienst","2000","Hauptschulabschluss","","","",""
"NE: Wehr- und Zivildienst","2000","Realschulabschluss","32","0.00407186359222982","0.0024987472775148","0.00564497990694484"
"NE: Wehr- und Zivildienst","2000","(Fach-)Abitur","49","0.0171414050152045","0.011936548707039","0.0223462613233699"
"NE: Wehr- und Zivildienst","2000","AkademikerInnen","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2000","(noch) kein Abschluss","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2000","Hauptschulabschluss","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2000","Realschulabschluss","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2000","(Fach-)Abitur","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2000","AkademikerInnen","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2000","(noch) kein Abschluss","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2000","Hauptschulabschluss","169","0.0128932445948713","0.0107573754174003","0.0150291137723423"
"Auszubildende, gewerblich-technisch (ab 2000)","2000","Realschulabschluss","208","0.028313224316471","0.0242158274143097","0.0324106212186323"
"Auszubildende, gewerblich-technisch (ab 2000)","2000","(Fach-)Abitur","47","0.0142064770317451","0.00946104023971698","0.0189519138237732"
"Auszubildende, gewerblich-technisch (ab 2000)","2000","AkademikerInnen","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2000","(noch) kein Abschluss","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2000","Hauptschulabschluss","38","0.00276980247542712","0.00177477840744693","0.00376482654340731"
"Auszubildende, kaufmännisch (ab 2000)","2000","Realschulabschluss","116","0.0163140257988715","0.0131846405165476","0.0194434110811954"
"Auszubildende, kaufmännisch (ab 2000)","2000","(Fach-)Abitur","69","0.0255819217483975","0.0192508204023817","0.0319130230944133"
"Auszubildende, kaufmännisch (ab 2000)","2000","AkademikerInnen","","","",""
"Volontäre, Praktikanten","2000","(noch) kein Abschluss","","","",""
"Volontäre, Praktikanten","2000","Hauptschulabschluss","","","",""
"Volontäre, Praktikanten","2000","Realschulabschluss","","","",""
"Volontäre, Praktikanten","2000","(Fach-)Abitur","","","",""
"Volontäre, Praktikanten","2000","AkademikerInnen","","","",""
"Aspiranten (1990 Ost)","2000","(noch) kein Abschluss","","","",""
"Aspiranten (1990 Ost)","2000","Hauptschulabschluss","","","",""
"Aspiranten (1990 Ost)","2000","Realschulabschluss","","","",""
"Aspiranten (1990 Ost)","2000","(Fach-)Abitur","","","",""
"Aspiranten (1990 Ost)","2000","AkademikerInnen","","","",""
"ungelernter Arbeiter","2000","(noch) kein Abschluss","71","0.0864640014178151","0.0678420768788517","0.105085925956779"
"ungelernter Arbeiter","2000","Hauptschulabschluss","394","0.0335940166712655","0.0301826983445132","0.0370053349980178"
"ungelernter Arbeiter","2000","Realschulabschluss","83","0.0116708483194557","0.00901775675407502","0.0143239398848364"
"ungelernter Arbeiter","2000","(Fach-)Abitur","57","0.0221268764655486","0.016228379957064","0.0280253729740331"
"ungelernter Arbeiter","2000","AkademikerInnen","","","",""
"angelernter Arbeiter","2000","(noch) kein Abschluss","61","0.0847485239081874","0.0662949556817328","0.103202092134642"
"angelernter Arbeiter","2000","Hauptschulabschluss","1091","0.0940942303768501","0.0885666573911736","0.0996218033625265"
"angelernter Arbeiter","2000","Realschulabschluss","285","0.0412393343917017","0.0363273027981809","0.0461513659852226"
"angelernter Arbeiter","2000","(Fach-)Abitur","115","0.0457163706417736","0.0373407957658725","0.0540919455176747"
"angelernter Arbeiter","2000","AkademikerInnen","52","0.0153688781495956","0.0114724805164841","0.0192652757827071"
"gelernte und Facharbeiter","2000","(noch) kein Abschluss","","","",""
"gelernte und Facharbeiter","2000","Hauptschulabschluss","995","0.0870264982309926","0.0816898777773869","0.0923631186845983"
"gelernte und Facharbeiter","2000","Realschulabschluss","729","0.100718057745704","0.0932835566242897","0.108152558867118"
"gelernte und Facharbeiter","2000","(Fach-)Abitur","88","0.0355194531636888","0.0280974713145852","0.0429414350127924"
"gelernte und Facharbeiter","2000","AkademikerInnen","39","0.00922642819910255","0.0061980548343022","0.0122548015639029"
"Vorarbeiter, Kolonnenführer","2000","(noch) kein Abschluss","","","",""
"Vorarbeiter, Kolonnenführer","2000","Hauptschulabschluss","139","0.0133082979253686","0.0111387788604259","0.0154778169903113"
"Vorarbeiter, Kolonnenführer","2000","Realschulabschluss","78","0.0119350453063822","0.00925245094344542","0.0146176396693189"
"Vorarbeiter, Kolonnenführer","2000","(Fach-)Abitur","","","",""
"Vorarbeiter, Kolonnenführer","2000","AkademikerInnen","","","",""
"Meister, Polier","2000","(noch) kein Abschluss","","","",""
"Meister, Polier","2000","Hauptschulabschluss","64","0.00619749157786843","0.00471166031281575","0.00768332284292111"
"Meister, Polier","2000","Realschulabschluss","50","0.00775666055972052","0.0055894719309779","0.00992384918846314"
"Meister, Polier","2000","(Fach-)Abitur","","","",""
"Meister, Polier","2000","AkademikerInnen","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2000","(noch) kein Abschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2000","Hauptschulabschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2000","Realschulabschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2000","(Fach-)Abitur","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2000","AkademikerInnen","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2000","(noch) kein Abschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2000","Hauptschulabschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2000","Realschulabschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2000","(Fach-)Abitur","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2000","AkademikerInnen","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2000","(noch) kein Abschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2000","Hauptschulabschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2000","Realschulabschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2000","(Fach-)Abitur","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2000","AkademikerInnen","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2000","(noch) kein Abschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2000","Hauptschulabschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2000","Realschulabschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2000","(Fach-)Abitur","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2000","AkademikerInnen","","","",""
"selbständiger Landwirt","2000","(noch) kein Abschluss","","","",""
"selbständiger Landwirt","2000","Hauptschulabschluss","","","",""
"selbständiger Landwirt","2000","Realschulabschluss","","","",""
"selbständiger Landwirt","2000","(Fach-)Abitur","","","",""
"selbständiger Landwirt","2000","AkademikerInnen","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2000","(noch) kein Abschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2000","Hauptschulabschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2000","Realschulabschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2000","(Fach-)Abitur","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2000","AkademikerInnen","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2000","(noch) kein Abschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2000","Hauptschulabschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2000","Realschulabschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2000","(Fach-)Abitur","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2000","AkademikerInnen","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2000","(noch) kein Abschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2000","Hauptschulabschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2000","Realschulabschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2000","(Fach-)Abitur","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2000","AkademikerInnen","","","",""
"Freiberufler, Akademiker","2000","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker","2000","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker","2000","Realschulabschluss","","","",""
"Freiberufler, Akademiker","2000","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker","2000","AkademikerInnen","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2000","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2000","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2000","Realschulabschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2000","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2000","AkademikerInnen","108","0.0374853240465133","0.0314688822082976","0.043501765884729"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2000","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2000","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2000","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2000","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2000","AkademikerInnen","116","0.0329963660836085","0.0273385019063972","0.0386542302608199"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2000","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2000","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2000","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2000","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2000","AkademikerInnen","","","",""
"sonstige selbständiger","2000","(noch) kein Abschluss","","","",""
"sonstige selbständiger","2000","Hauptschulabschluss","","","",""
"sonstige selbständiger","2000","Realschulabschluss","","","",""
"sonstige selbständiger","2000","(Fach-)Abitur","","","",""
"sonstige selbständiger","2000","AkademikerInnen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2000","(noch) kein Abschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2000","Hauptschulabschluss","146","0.0140434152299495","0.0118156124573611","0.0162712180025379"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2000","Realschulabschluss","131","0.0217144802560848","0.0181140222005767","0.025314938311593"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2000","(Fach-)Abitur","63","0.031954651933559","0.0249019600163127","0.0390073438508052"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2000","AkademikerInnen","70","0.0186670495717295","0.014380069753616","0.0229540293898431"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2000","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2000","Hauptschulabschluss","160","0.0144223191827547","0.0121650962338055","0.0166795421317039"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2000","Realschulabschluss","149","0.0228739891165837","0.0191808432086122","0.0265671350245551"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2000","(Fach-)Abitur","54","0.024050856623346","0.0179073138769937","0.0301943993696983"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2000","AkademikerInnen","58","0.0157009273778088","0.0117633273608453","0.0196385273947722"
"sonstige selbständiger, 10+ Mitarbeiter","2000","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2000","Hauptschulabschluss","30","0.00277403707312589","0.00177825479126005","0.00376981935499172"
"sonstige selbständiger, 10+ Mitarbeiter","2000","Realschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2000","(Fach-)Abitur","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2000","AkademikerInnen","","","",""
"mithelfende Familienangehörige","2000","(noch) kein Abschluss","","","",""
"mithelfende Familienangehörige","2000","Hauptschulabschluss","31","0.00271372216870313","0.00172879506532505","0.0036986492720812"
"mithelfende Familienangehörige","2000","Realschulabschluss","","","",""
"mithelfende Familienangehörige","2000","(Fach-)Abitur","","","",""
"mithelfende Familienangehörige","2000","AkademikerInnen","","","",""
"Angestellte, Industrie- und Werkmeister","2000","(noch) kein Abschluss","","","",""
"Angestellte, Industrie- und Werkmeister","2000","Hauptschulabschluss","48","0.00387285640191927","0.00269691803516733","0.00504879476867122"
"Angestellte, Industrie- und Werkmeister","2000","Realschulabschluss","","","",""
"Angestellte, Industrie- und Werkmeister","2000","(Fach-)Abitur","","","",""
"Angestellte, Industrie- und Werkmeister","2000","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2000","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2000","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2000","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2000","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2000","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2000","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2000","Hauptschulabschluss","281","0.0237408163002606","0.0208584984879932","0.026623134112528"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2000","Realschulabschluss","158","0.0239045258012153","0.0201310945682006","0.0276779570342299"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2000","(Fach-)Abitur","99","0.0426358012755558","0.0345342940783269","0.0507373084727847"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2000","AkademikerInnen","31","0.00789366376364448","0.00509065902995979","0.0106966684973292"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2000","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2000","Hauptschulabschluss","379","0.0354516757165432","0.0319506777772848","0.0389526736558015"
