"pgstib","year","n","percent","lower_confidence","upper_confidence"
"Beamte, höherer Dienst","1990","80","0.00787094554615902","0.00640310385975454","0.00933878723256349"
"nicht erwerbstätig (NE): keine weitere Angaben","1991","1461","0.10240183865632","0.0973137850206309","0.10748989229201"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1991","637","0.0427909596944936","0.0393944235892357","0.0461874957997515"
"NE: arbeitslos gemeldet","1991","613","0.0347975859554541","0.0317219099525833","0.0378732619583249"
"NE: Rentner/Rentnerin","1991","2181","0.239116203439325","0.231957728688728","0.246274678189921"
"NE: Wehr- und Zivildienst","1991","62","0.0045199127591197","0.00339417264684098","0.00564565287139842"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1991","485","0.0290172346016477","0.0262002102741634","0.031834258929132"
"Auszubildende, gewerblich-technisch (ab 2000)","1991","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1991","","","",""
"Volontäre, Praktikanten","1991","","","",""
"Aspiranten (1990 Ost)","1991","","","",""
"ungelernter Arbeiter","1991","606","0.029783193402387","0.0269303570894275","0.0326360297153465"
"angelernter Arbeiter","1991","1262","0.0661562066426072","0.0619848315637508","0.0703275817214637"
"gelernte und Facharbeiter","1991","1677","0.0985555074380834","0.0935532415721581","0.103557773304009"
"Vorarbeiter, Kolonnenführer","1991","184","0.0128661867399797","0.0109748460508509","0.0147575274291084"
"Meister, Polier","1991","90","0.00608265656246669","0.00477775242289417","0.00738756070203921"
"Arbeiter in der Landwirtschaft (1990 Ost)","1991","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1991","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1991","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1991","","","",""
"selbständiger Landwirt","1991","43","0.00425454242834255","0.00316220347071944","0.00534688138596565"
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1991","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1991","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1991","","","",""
"Freiberufler, Akademiker","1991","108","0.00952081991727339","0.00789108610038333","0.0111505537341634"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1991","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1991","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1991","","","",""
"sonstige selbständiger","1991","360","0.0268899055410329","0.0241751392154483","0.0296046718666174"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1991","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1991","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1991","33","0.0023712966651711","0.00155502590541922","0.00318756742492299"
"mithelfende Familienangehörige","1991","63","0.00398384305119058","0.00292668206289037","0.00504100403949078"
"Angestellte, Industrie- und Werkmeister","1991","72","0.00565994543156332","0.00440093184871089","0.00691895901441574"
"Angestellte, einfache Tätigkeit (bis 1990)","1991","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1991","382","0.0257054646575629","0.0230495464942723","0.0283613828208535"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1991","548","0.0355227852973549","0.0324163928770358","0.0386291777176741"
"Angestellte, qualifizierte Tätigkeit","1991","1433","0.114051640760409","0.108716918680476","0.119386362840342"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1991","813","0.0586999603314274","0.0547550260863371","0.0626448945765177"
"Angestellte, umfassende Führungsaufgaben","1991","91","0.00710795440094164","0.00569808086536455","0.00851782793651872"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1991","","","",""
"Beamte, einfacher Dienst","1991","37","0.00273224839931187","0.00185621068330702","0.00360828611531671"
"Beamte, mittlerer Dienst","1991","160","0.0140765335197763","0.0120994442114302","0.0160536228281223"
"Beamte, gehobener Dienst","1991","121","0.0117186866869292","0.00991260832424728","0.0135247650496112"
"Beamte, höherer Dienst","1991","93","0.00969667280036419","0.00805210298067718","0.0113412426200512"
"nicht erwerbstätig (NE): keine weitere Angaben","1992","1353","0.0985221547016973","0.0934720896216586","0.103572219781736"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1992","693","0.0442416627421924","0.0407571483457706","0.0477261771386143"
"NE: arbeitslos gemeldet","1992","858","0.0496839798354886","0.0460018872130852","0.053366072457892"
"NE: Rentner/Rentnerin","1992","2302","0.249518662370275","0.242185792795938","0.256851531944612"
"NE: Wehr- und Zivildienst","1992","52","0.0040474302475904","0.00297155600569968","0.00512330448948111"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1992","475","0.0291700179292498","0.0263183927990451","0.0320216430594545"
"Auszubildende, gewerblich-technisch (ab 2000)","1992","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1992","","","",""
"Volontäre, Praktikanten","1992","30","0.00198836541721418","0.00123350196683832","0.00274322886759003"
"Aspiranten (1990 Ost)","1992","","","",""
"ungelernter Arbeiter","1992","476","0.0230270750541957","0.020485440258003","0.0255687098503885"
"angelernter Arbeiter","1992","1160","0.0585913395308517","0.0546115665117784","0.062571112549925"
"gelernte und Facharbeiter","1992","1504","0.0930039622179098","0.0880823667295901","0.0979255577062294"
"Vorarbeiter, Kolonnenführer","1992","179","0.0130559724151626","0.0111324229063531","0.0149795219239721"
"Meister, Polier","1992","80","0.0050399366883509","0.00383997367444569","0.00623989970225611"
"Arbeiter in der Landwirtschaft (1990 Ost)","1992","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1992","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1992","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1992","","","",""
"selbständiger Landwirt","1992","51","0.00417675265104719","0.00308389649250454","0.00526960880958983"
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1992","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1992","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1992","","","",""
"Freiberufler, Akademiker","1992","118","0.0101300638006913","0.00843319739103652","0.0118269302103461"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1992","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1992","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1992","","","",""
"sonstige selbständiger","1992","356","0.0273153550193414","0.0245532387880788","0.0300774712506041"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1992","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1992","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1992","35","0.00290114876198066","0.00198975384420091","0.00381254367976041"
"mithelfende Familienangehörige","1992","43","0.00297675961798955","0.00205359953221405","0.00389991970376505"
"Angestellte, Industrie- und Werkmeister","1992","65","0.00551528911190687","0.00426031232699457","0.00677026589681918"
"Angestellte, einfache Tätigkeit (bis 1990)","1992","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1992","385","0.0271324124750886","0.0243793024502298","0.0298855224999475"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1992","526","0.0368113737040246","0.0336205766657325","0.0400021707423166"
"Angestellte, qualifizierte Tätigkeit","1992","1408","0.11220682070634","0.106858492802293","0.117555148610386"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1992","749","0.0572430643268454","0.0533065321976996","0.0611795964559913"
"Angestellte, umfassende Führungsaufgaben","1992","94","0.00784816438395874","0.00635287375761717","0.00934345501030031"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1992","","","",""
"Beamte, einfacher Dienst","1992","","","",""
"Beamte, mittlerer Dienst","1992","159","0.0132694046772251","0.011330406003869","0.0152084033505813"
"Beamte, gehobener Dienst","1992","116","0.0117865150180916","0.00995769658633515","0.0136153334498481"
"Beamte, höherer Dienst","1992","83","0.00879925634732145","0.00721671053927812","0.0103818021553648"
"nicht erwerbstätig (NE): keine weitere Angaben","1993","1309","0.094805690903203","0.0898010230588924","0.0998103587475136"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1993","651","0.0432918078705214","0.0398150074991903","0.0467686082418525"
"NE: arbeitslos gemeldet","1993","916","0.0556203402648713","0.0517049299485337","0.0595357505812088"
"NE: Rentner/Rentnerin","1993","2340","0.250983998781013","0.243576770780582","0.258391226781445"
"NE: Wehr- und Zivildienst","1993","52","0.00431691932709306","0.00319687637424675","0.00543696227993937"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1993","490","0.0294383802125932","0.0265506563637914","0.032326104061395"
"Auszubildende, gewerblich-technisch (ab 2000)","1993","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1993","","","",""
"Volontäre, Praktikanten","1993","30","0.00180232648156181","0.00107770341204172","0.0025269495510819"
"Aspiranten (1990 Ost)","1993","","","",""
"ungelernter Arbeiter","1993","438","0.0232615333538319","0.0206864252637816","0.0258366414438822"
"angelernter Arbeiter","1993","1226","0.0664498273666315","0.0621947946069288","0.0707048601263343"
"gelernte und Facharbeiter","1993","1307","0.083127201202923","0.0784107725256834","0.0878436298801627"
"Vorarbeiter, Kolonnenführer","1993","177","0.012052386722366","0.010188194742803","0.0139165787019289"
"Meister, Polier","1993","79","0.00543172661812488","0.00417606274252903","0.00668739049372073"
"Arbeiter in der Landwirtschaft (1990 Ost)","1993","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1993","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1993","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1993","","","",""
"selbständiger Landwirt","1993","41","0.00316381805187517","0.00220440682947265","0.00412322927427769"
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1993","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1993","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1993","","","",""
"Freiberufler, Akademiker","1993","127","0.0126320592500964","0.0107241235438674","0.0145399949563255"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1993","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1993","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1993","","","",""
"sonstige selbständiger","1993","374","0.0281934486670895","0.025365632582679","0.0310212647515001"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1993","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1993","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1993","36","0.00246043188108111","0.00161406650929138","0.00330679725287084"
"mithelfende Familienangehörige","1993","44","0.00335020285077212","0.0023630282084391","0.00433737749310513"
"Angestellte, Industrie- und Werkmeister","1993","67","0.00500730903477375","0.00380144236673718","0.00621317570281032"
"Angestellte, einfache Tätigkeit (bis 1990)","1993","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1993","361","0.0250242908166227","0.0223558047782967","0.0276927768549486"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1993","501","0.0374161411191268","0.0341739700009544","0.0406583122372993"
"Angestellte, qualifizierte Tätigkeit","1993","1403","0.110063193073093","0.104716468824664","0.115409917321523"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1993","689","0.0545483279457361","0.0506686333817082","0.0584280225097639"
"Angestellte, umfassende Führungsaufgaben","1993","93","0.00831139230338997","0.00676039264994873","0.00986239195683121"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1993","","","",""
"Beamte, einfacher Dienst","1993","","","",""
"Beamte, mittlerer Dienst","1993","157","0.0137128495013597","0.0117260561858185","0.015699642816901"
"Beamte, gehobener Dienst","1993","126","0.0126672085193751","0.0107566542067217","0.0145777628320285"
"Beamte, höherer Dienst","1993","101","0.0107563156434432","0.00899405330494792","0.0125185779819385"
"nicht erwerbstätig (NE): keine weitere Angaben","1994","1311","0.0973231425621289","0.0922154787559888","0.102430806368269"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1994","631","0.0426043963390552","0.0391240616509488","0.0460847310271616"
"NE: arbeitslos gemeldet","1994","1038","0.0655820817805444","0.0613161759355866","0.0698479876255022"
"NE: Rentner/Rentnerin","1994","2325","0.254517339974831","0.24701104635474","0.262023633594922"
"NE: Wehr- und Zivildienst","1994","60","0.00440531487985301","0.0032640726061557","0.00554655715355033"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1994","427","0.0242067551284014","0.021558283775925","0.0268552264808778"
"Auszubildende, gewerblich-technisch (ab 2000)","1994","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1994","","","",""
"Volontäre, Praktikanten","1994","","","",""
"Aspiranten (1990 Ost)","1994","","","",""
"ungelernter Arbeiter","1994","404","0.0227462234044833","0.0201769731013479","0.0253154737076186"
"angelernter Arbeiter","1994","1016","0.0560421478415402","0.0520786212612025","0.060005674421878"
"gelernte und Facharbeiter","1994","1298","0.0822722789444958","0.0775371503657033","0.0870074075232884"
"Vorarbeiter, Kolonnenführer","1994","169","0.0116214885688539","0.00977460033450283","0.013468376803205"
"Meister, Polier","1994","66","0.00490390869248672","0.00370011577062619","0.00610770161434724"
"Arbeiter in der Landwirtschaft (1990 Ost)","1994","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1994","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1994","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1994","","","",""
"selbständiger Landwirt","1994","32","0.00246220106001612","0.00160816831007857","0.00331623380995368"
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1994","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1994","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1994","","","",""
"Freiberufler, Akademiker","1994","142","0.0140769563522954","0.0120468257480111","0.0161070869565798"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1994","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1994","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1994","","","",""
"sonstige selbständiger","1994","367","0.0267160630601433","0.0239372835014988","0.0294948426187878"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1994","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1994","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1994","31","0.0023068551570594","0.00148013839144868","0.00313357192267012"
"mithelfende Familienangehörige","1994","47","0.00346294106913151","0.00245062212314359","0.00447526001511942"
"Angestellte, Industrie- und Werkmeister","1994","84","0.00659134389784418","0.00519690643133654","0.00798578136435181"
"Angestellte, einfache Tätigkeit (bis 1990)","1994","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1994","303","0.021978224380436","0.0194517281696013","0.0245047205912706"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1994","497","0.0362830950295284","0.0330607281187215","0.0395054619403353"
"Angestellte, qualifizierte Tätigkeit","1994","1444","0.112681606220859","0.107232637131532","0.118130575310186"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","704","0.0563741181495827","0.0523995688307514","0.060348667468414"
"Angestellte, umfassende Führungsaufgaben","1994","85","0.00726700535839752","0.00580333911772397","0.00873067159907107"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","","","",""
"Beamte, einfacher Dienst","1994","","","",""
"Beamte, mittlerer Dienst","1994","173","0.0155261902522801","0.013395684933126","0.0176566955714341"
"Beamte, gehobener Dienst","1994","141","0.015093931422183","0.0129928316265781","0.0171950312177878"
"Beamte, höherer Dienst","1994","90","0.00948200663939478","0.00781195692428763","0.0111520563545019"
"nicht erwerbstätig (NE): keine weitere Angaben","1995","1364","0.0965698298208495","0.0915605197628569","0.101579139878842"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1995","715","0.0446678101069751","0.0411644528889632","0.0481711673249871"
"NE: arbeitslos gemeldet","1995","1002","0.0641132695939217","0.0599589921913697","0.0682675469964737"
"NE: Rentner/Rentnerin","1995","2357","0.256439859029587","0.249034251349613","0.263845466709562"
"NE: Wehr- und Zivildienst","1995","51","0.00412445957916196","0.00303754367232292","0.00521137548600099"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1995","434","0.0249815962455054","0.0223347641947271","0.0276284282962836"
"Auszubildende, gewerblich-technisch (ab 2000)","1995","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1995","","","",""
"Volontäre, Praktikanten","1995","","","",""
"Aspiranten (1990 Ost)","1995","","","",""
"ungelernter Arbeiter","1995","444","0.0241989151382938","0.0215928307031537","0.026804999573434"
"angelernter Arbeiter","1995","1131","0.0588283525317709","0.054837757598365","0.0628189474651768"
"gelernte und Facharbeiter","1995","1278","0.0757765018092489","0.0712883693578949","0.0802646342606029"
"Vorarbeiter, Kolonnenführer","1995","169","0.0119564882286315","0.0101131724465573","0.0137998040107056"
"Meister, Polier","1995","74","0.00496051806931133","0.00376901940322759","0.00615201673539506"
"Arbeiter in der Landwirtschaft (1990 Ost)","1995","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1995","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1995","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1995","","","",""
"selbständiger Landwirt","1995","40","0.00286669114978911","0.00195996330938429","0.00377341899019393"
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1995","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1995","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1995","","","",""
"Freiberufler, Akademiker","1995","123","0.0119707626791764","0.0101263602122147","0.0138151651461381"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1995","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1995","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1995","","","",""
"sonstige selbständiger","1995","389","0.0288036036016619","0.0259670772032932","0.0316401300000305"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1995","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1995","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1995","34","0.00183298404333394","0.00110756185465896","0.00255840623200891"
"mithelfende Familienangehörige","1995","32","0.00239286741414051","0.00156425969194168","0.00322147513633934"
"Angestellte, Industrie- und Werkmeister","1995","75","0.00693538222396434","0.00552792942000949","0.00834283502791919"
"Angestellte, einfache Tätigkeit (bis 1990)","1995","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1995","337","0.0205675613471879","0.0181604924103736","0.0229746302840022"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1995","501","0.0354982374248012","0.0323601517703068","0.0386363230792956"
"Angestellte, qualifizierte Tätigkeit","1995","1509","0.114421675981139","0.109023121019767","0.119820230942511"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1995","758","0.0595142739156003","0.0555019447022101","0.0635266031289904"
"Angestellte, umfassende Führungsaufgaben","1995","88","0.00669490891194165","0.00531190454058264","0.00807791328330066"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1995","","","",""
"Beamte, einfacher Dienst","1995","","","",""
"Beamte, mittlerer Dienst","1995","166","0.0131089308007391","0.0111799489978758","0.0150379126036025"
"Beamte, gehobener Dienst","1995","157","0.0159019544536109","0.0137803993167557","0.0180235095904661"
"Beamte, höherer Dienst","1995","92","0.0102428819728495","0.00853528535117158","0.0119504785945274"
"nicht erwerbstätig (NE): keine weitere Angaben","1996","1338","0.0940370542364298","0.0890397670998417","0.0990343413730179"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1996","682","0.0442405662963236","0.040719986326117","0.0477611462665301"
"NE: arbeitslos gemeldet","1996","997","0.0654108060874193","0.0611776458647198","0.0696439663101188"
"NE: Rentner/Rentnerin","1996","2378","0.261206684194944","0.253685552378651","0.268727816011238"
"NE: Wehr- und Zivildienst","1996","49","0.00393497855810434","0.00286310240689067","0.00500685470931801"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1996","423","0.0237998966310315","0.0211902209503242","0.0264095723117389"
"Auszubildende, gewerblich-technisch (ab 2000)","1996","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1996","","","",""
"Volontäre, Praktikanten","1996","","","",""
"Aspiranten (1990 Ost)","1996","","","",""
"ungelernter Arbeiter","1996","396","0.0229469527176294","0.0203833474189343","0.0255105580163245"
"angelernter Arbeiter","1996","1002","0.0545641180360969","0.0506754650567592","0.0584527710154345"
"gelernte und Facharbeiter","1996","1300","0.0791413399804627","0.0745193631258196","0.0837633168351058"
"Vorarbeiter, Kolonnenführer","1996","179","0.0124958735483216","0.010593996888262","0.0143977502083811"
"Meister, Polier","1996","73","0.00433361227946727","0.00320897745317971","0.00545824710575483"
"Arbeiter in der Landwirtschaft (1990 Ost)","1996","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1996","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1996","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1996","","","",""
"selbständiger Landwirt","1996","37","0.00269881517929143","0.00181057724265146","0.00358705311593139"
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1996","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1996","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1996","","","",""
"Freiberufler, Akademiker","1996","142","0.0128315155563703","0.0109045932830972","0.0147584378296434"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1996","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1996","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1996","","","",""
"sonstige selbständiger","1996","396","0.0310984053702308","0.0281264760687895","0.034070334671672"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1996","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1996","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1996","30","0.00175311801759221","0.0010368853323086","0.00246935070287581"
"mithelfende Familienangehörige","1996","42","0.00316610518580372","0.00220426338711163","0.00412794698449582"
"Angestellte, Industrie- und Werkmeister","1996","73","0.00647018529591242","0.00509747658471283","0.00784289400711201"
"Angestellte, einfache Tätigkeit (bis 1990)","1996","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1996","288","0.018507366925692","0.0161998472218022","0.0208148866295817"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1996","518","0.03777080394756","0.0345068279388753","0.0410347799562447"
"Angestellte, qualifizierte Tätigkeit","1996","1482","0.113037573813222","0.107616396610618","0.118458751015826"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1996","767","0.0612450171211278","0.0571397531649177","0.0653502810773379"
"Angestellte, umfassende Führungsaufgaben","1996","76","0.00640143292026957","0.00503598966641481","0.00776687617412432"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1996","","","",""
"Beamte, einfacher Dienst","1996","","","",""
"Beamte, mittlerer Dienst","1996","164","0.0132055517501543","0.0112511168785329","0.0151599866217758"
"Beamte, gehobener Dienst","1996","164","0.0157962953667125","0.0136615322092264","0.0179310585241986"
"Beamte, höherer Dienst","1996","74","0.00775415987779943","0.00625237890576534","0.00925594084983352"
"nicht erwerbstätig (NE): keine weitere Angaben","1997","1278","0.0930523513858574","0.0880382604813073","0.0980664422904075"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1997","684","0.0441647950739861","0.0406185639370331","0.0477110262109391"
"NE: arbeitslos gemeldet","1997","1044","0.0705726528750912","0.066152234629799","0.0749930711203834"
"NE: Rentner/Rentnerin","1997","2423","0.267105374392153","0.25946878395122","0.274741964833086"
"NE: Wehr- und Zivildienst","1997","58","0.0039138145319842","0.00283614402628489","0.00499148503768351"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1997","437","0.0249296102450129","0.0222386136621449","0.027620606827881"
"Auszubildende, gewerblich-technisch (ab 2000)","1997","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1997","","","",""
"Volontäre, Praktikanten","1997","","","",""
"Aspiranten (1990 Ost)","1997","","","",""
"ungelernter Arbeiter","1997","350","0.0208182608991613","0.0183539738532902","0.0232825479450325"
"angelernter Arbeiter","1997","949","0.0541340107000578","0.0502284146317838","0.0580396067683317"
"gelernte und Facharbeiter","1997","1154","0.0719063514871257","0.0674475622440747","0.0763651407301767"
"Vorarbeiter, Kolonnenführer","1997","153","0.00986055638928784","0.00815511692245663","0.0115659958561191"
"Meister, Polier","1997","75","0.00410305016170364","0.00299973894825168","0.0052063613751556"
"Arbeiter in der Landwirtschaft (1990 Ost)","1997","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1997","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1997","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1997","","","",""
"selbständiger Landwirt","1997","37","0.00261827950397325","0.0017362641952771","0.0035002948126694"
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1997","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1997","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1997","","","",""
"Freiberufler, Akademiker","1997","114","0.0102051307456749","0.00847045101658365","0.0119398104747661"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1997","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1997","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1997","","","",""
"sonstige selbständiger","1997","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1997","209","0.0168724024717479","0.0146494466860761","0.0190953582574197"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1997","222","0.0164078134005217","0.0142151583834242","0.0186004684176192"
"sonstige selbständiger, 10+ Mitarbeiter","1997","","","",""
"mithelfende Familienangehörige","1997","","","",""
"Angestellte, Industrie- und Werkmeister","1997","64","0.0059341626782221","0.00460852537638321","0.00725979998006099"
"Angestellte, einfache Tätigkeit (bis 1990)","1997","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1997","340","0.0231082397023074","0.0205149915749159","0.0257014878296989"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1997","467","0.032763048338466","0.0296905192093749","0.0358355774675572"
"Angestellte, qualifizierte Tätigkeit","1997","1508","0.115029959537009","0.109523059596087","0.120536859477931"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1997","737","0.0608343192472476","0.0567087597844712","0.064959878710024"
"Angestellte, umfassende Führungsaufgaben","1997","82","0.0071842213547011","0.00572654333321742","0.00864189937618478"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1997","","","",""
