"pgstib","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","35-65 Jahre alt","481","0.0762458427167212","0.0698431536659433","0.0826485317674992"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","66 und älter","","","",""
"Angestellte, umfassende Führungsaufgaben","1994","16-34 Jahre alt","","","",""
"Angestellte, umfassende Führungsaufgaben","1994","35-65 Jahre alt","73","0.012473199069184","0.00979563731782694","0.015150760820541"
"Angestellte, umfassende Führungsaufgaben","1994","66 und älter","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","16-34 Jahre alt","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","35-65 Jahre alt","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","66 und älter","","","",""
"Beamte, einfacher Dienst","1994","16-34 Jahre alt","","","",""
"Beamte, einfacher Dienst","1994","35-65 Jahre alt","","","",""
"Beamte, einfacher Dienst","1994","66 und älter","","","",""
"Beamte, mittlerer Dienst","1994","16-34 Jahre alt","79","0.0192764628597809","0.0153924378279892","0.0231604878915725"
"Beamte, mittlerer Dienst","1994","35-65 Jahre alt","94","0.019067156995272","0.0157677284131112","0.0223665855774329"
"Beamte, mittlerer Dienst","1994","66 und älter","","","",""
"Beamte, gehobener Dienst","1994","16-34 Jahre alt","41","0.0137962283890391","0.0105012045178926","0.0170912522601856"
"Beamte, gehobener Dienst","1994","35-65 Jahre alt","100","0.021525763141287","0.0180244568877348","0.0250270693948393"
"Beamte, gehobener Dienst","1994","66 und älter","","","",""
"Beamte, höherer Dienst","1994","16-34 Jahre alt","","","",""
"Beamte, höherer Dienst","1994","35-65 Jahre alt","78","0.0167436902202035","0.0136481597412984","0.0198392206991087"
"Beamte, höherer Dienst","1994","66 und älter","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1995","16-34 Jahre alt","551","0.0983848915422958","0.0900920941005854","0.106677688984006"
"nicht erwerbstätig (NE): keine weitere Angaben","1995","35-65 Jahre alt","774","0.124125289249942","0.116315324793259","0.131935253706625"
"nicht erwerbstätig (NE): keine weitere Angaben","1995","66 und älter","39","0.0201025420074141","0.0131244227321076","0.0270806612827206"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1995","16-34 Jahre alt","686","0.141686965921418","0.131977081383853","0.151396850458984"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1995","35-65 Jahre alt","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1995","66 und älter","","","",""
"NE: arbeitslos gemeldet","1995","16-34 Jahre alt","362","0.0697822195363104","0.0626882230465381","0.0768762160260826"
"NE: arbeitslos gemeldet","1995","35-65 Jahre alt","639","0.0842523068175878","0.0776730514407223","0.0908315621944533"
"NE: arbeitslos gemeldet","1995","66 und älter","","","",""
"NE: Rentner/Rentnerin","1995","16-34 Jahre alt","","","",""
"NE: Rentner/Rentnerin","1995","35-65 Jahre alt","866","0.142806863206404","0.134519587077844","0.151094139334963"
"NE: Rentner/Rentnerin","1995","66 und älter","1480","0.955766321370633","0.945543401081403","0.965989241659864"
"NE: Wehr- und Zivildienst","1995","16-34 Jahre alt","51","0.0138496422198836","0.0105956455279394","0.0171036389118279"
"NE: Wehr- und Zivildienst","1995","35-65 Jahre alt","","","",""
"NE: Wehr- und Zivildienst","1995","66 und älter","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1995","16-34 Jahre alt","427","0.0824870299746287","0.074827092916369","0.0901469670328885"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1995","35-65 Jahre alt","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1995","66 und älter","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1995","16-34 Jahre alt","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1995","35-65 Jahre alt","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1995","66 und älter","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1995","16-34 Jahre alt","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1995","35-65 Jahre alt","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1995","66 und älter","","","",""
"Volontäre, Praktikanten","1995","16-34 Jahre alt","","","",""
"Volontäre, Praktikanten","1995","35-65 Jahre alt","","","",""
"Volontäre, Praktikanten","1995","66 und älter","","","",""
"Aspiranten (1990 Ost)","1995","16-34 Jahre alt","","","",""
"Aspiranten (1990 Ost)","1995","35-65 Jahre alt","","","",""
"Aspiranten (1990 Ost)","1995","66 und älter","","","",""
"ungelernter Arbeiter","1995","16-34 Jahre alt","151","0.026537634979536","0.0220623885715191","0.0310128813875529"
"ungelernter Arbeiter","1995","35-65 Jahre alt","288","0.0309212477886183","0.026821039036621","0.0350214565406156"
"ungelernter Arbeiter","1995","66 und älter","","","",""
"angelernter Arbeiter","1995","16-34 Jahre alt","441","0.075477068864959","0.0681219005010915","0.0828322372288265"
"angelernter Arbeiter","1995","35-65 Jahre alt","687","0.0706358832526367","0.064567072886351","0.0767046936189224"
"angelernter Arbeiter","1995","66 und älter","","","",""
"gelernte und Facharbeiter","1995","16-34 Jahre alt","603","0.114935962661584","0.106055377615853","0.123816547707314"
"gelernte und Facharbeiter","1995","35-65 Jahre alt","673","0.0809498884384964","0.0744892468247431","0.0874105300522497"
"gelernte und Facharbeiter","1995","66 und älter","","","",""
"Vorarbeiter, Kolonnenführer","1995","16-34 Jahre alt","55","0.0116875394656422","0.00869503406909226","0.0146800448621922"
"Vorarbeiter, Kolonnenführer","1995","35-65 Jahre alt","114","0.0165872245800971","0.0135620341881481","0.0196124149720462"
"Vorarbeiter, Kolonnenführer","1995","66 und älter","","","",""
"Meister, Polier","1995","16-34 Jahre alt","","","",""
"Meister, Polier","1995","35-65 Jahre alt","48","0.00692292156458894","0.00495895490177289","0.00888688822740499"
"Meister, Polier","1995","66 und älter","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1995","16-34 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1995","35-65 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1995","66 und älter","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1995","16-34 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1995","35-65 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1995","66 und älter","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1995","16-34 Jahre alt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1995","35-65 Jahre alt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1995","66 und älter","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1995","16-34 Jahre alt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1995","35-65 Jahre alt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1995","66 und älter","","","",""
"selbständiger Landwirt","1995","16-34 Jahre alt","","","",""
"selbständiger Landwirt","1995","35-65 Jahre alt","34","0.00508555166527333","0.00340070713878002","0.00677039619176663"
"selbständiger Landwirt","1995","66 und älter","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1995","16-34 Jahre alt","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1995","35-65 Jahre alt","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1995","66 und älter","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1995","16-34 Jahre alt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1995","35-65 Jahre alt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1995","66 und älter","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1995","16-34 Jahre alt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1995","35-65 Jahre alt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1995","66 und älter","","","",""
"Freiberufler, Akademiker","1995","16-34 Jahre alt","33","0.00930042804592841","0.00662773725129627","0.0119731188405606"
"Freiberufler, Akademiker","1995","35-65 Jahre alt","84","0.0166539085859614","0.0136227461289629","0.0196850710429599"
"Freiberufler, Akademiker","1995","66 und älter","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1995","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1995","35-65 Jahre alt","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1995","66 und älter","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1995","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1995","35-65 Jahre alt","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1995","66 und älter","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1995","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1995","35-65 Jahre alt","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1995","66 und älter","","","",""
"sonstige selbständiger","1995","16-34 Jahre alt","106","0.0210772803376398","0.0170777614543809","0.0250767992208986"
"sonstige selbständiger","1995","35-65 Jahre alt","273","0.0421763451307468","0.0374155973076297","0.046937092953864"
"sonstige selbständiger","1995","66 und älter","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1995","16-34 Jahre alt","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1995","35-65 Jahre alt","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1995","66 und älter","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1995","16-34 Jahre alt","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1995","35-65 Jahre alt","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1995","66 und älter","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1995","16-34 Jahre alt","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1995","35-65 Jahre alt","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1995","66 und älter","","","",""
"mithelfende Familienangehörige","1995","16-34 Jahre alt","","","",""
"mithelfende Familienangehörige","1995","35-65 Jahre alt","","","",""
"mithelfende Familienangehörige","1995","66 und älter","","","",""
"Angestellte, Industrie- und Werkmeister","1995","16-34 Jahre alt","","","",""
"Angestellte, Industrie- und Werkmeister","1995","35-65 Jahre alt","57","0.0106296291552902","0.00820057927112899","0.0130586790394513"
"Angestellte, Industrie- und Werkmeister","1995","66 und älter","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1995","16-34 Jahre alt","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1995","35-65 Jahre alt","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1995","66 und älter","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1995","16-34 Jahre alt","135","0.0206678880111299","0.016706573644735","0.0246292023775249"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1995","35-65 Jahre alt","199","0.0274728956393938","0.0236012018460243","0.0313445894327632"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1995","66 und älter","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1995","16-34 Jahre alt","230","0.0465107707237332","0.0406472167725294","0.0523743246749371"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1995","35-65 Jahre alt","271","0.0423632594353079","0.0375924396607837","0.047134079209832"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1995","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeit","1995","16-34 Jahre alt","650","0.153257359844399","0.143227089314093","0.163287630374705"
"Angestellte, qualifizierte Tätigkeit","1995","35-65 Jahre alt","857","0.133026819604505","0.124982851079438","0.141070788129572"
"Angestellte, qualifizierte Tätigkeit","1995","66 und älter","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1995","16-34 Jahre alt","228","0.0550727579487064","0.0487210011754096","0.0614245147220031"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1995","35-65 Jahre alt","530","0.084372394200693","0.077788883396429","0.090955905004957"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1995","66 und älter","","","",""
"Angestellte, umfassende Führungsaufgaben","1995","16-34 Jahre alt","","","",""
"Angestellte, umfassende Führungsaufgaben","1995","35-65 Jahre alt","76","0.0115996457906329","0.00906342687589199","0.0141358647053737"
"Angestellte, umfassende Führungsaufgaben","1995","66 und älter","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1995","16-34 Jahre alt","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1995","35-65 Jahre alt","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1995","66 und älter","","","",""
"Beamte, einfacher Dienst","1995","16-34 Jahre alt","","","",""
"Beamte, einfacher Dienst","1995","35-65 Jahre alt","","","",""
"Beamte, einfacher Dienst","1995","66 und älter","","","",""
"Beamte, mittlerer Dienst","1995","16-34 Jahre alt","72","0.0158387033168563","0.0123623875794435","0.0193150190542692"
"Beamte, mittlerer Dienst","1995","35-65 Jahre alt","94","0.0164232588955078","0.0134128067929233","0.0194337109980923"
"Beamte, mittlerer Dienst","1995","66 und älter","","","",""
"Beamte, gehobener Dienst","1995","16-34 Jahre alt","47","0.0153933126528775","0.0119654477503078","0.0188211775554472"
"Beamte, gehobener Dienst","1995","35-65 Jahre alt","110","0.0221487354341989","0.0186628846257686","0.0256345862426292"
"Beamte, gehobener Dienst","1995","66 und älter","","","",""
"Beamte, höherer Dienst","1995","16-34 Jahre alt","","","",""
"Beamte, höherer Dienst","1995","35-65 Jahre alt","80","0.0176752465317263","0.0145541427418097","0.0207963503216428"
"Beamte, höherer Dienst","1995","66 und älter","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1996","16-34 Jahre alt","575","0.109816655713379","0.100946602753531","0.118686708673228"
"nicht erwerbstätig (NE): keine weitere Angaben","1996","35-65 Jahre alt","728","0.114150052642103","0.106566273046665","0.121733832237541"
"nicht erwerbstätig (NE): keine weitere Angaben","1996","66 und älter","35","0.0170595974927842","0.0106704549866874","0.023448739998881"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1996","16-34 Jahre alt","644","0.140449059866066","0.130591995286021","0.150306124446111"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1996","35-65 Jahre alt","35","0.00485630949334612","0.00319838923579963","0.00651422975089261"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1996","66 und älter","","","",""
"NE: arbeitslos gemeldet","1996","16-34 Jahre alt","355","0.0717175416587124","0.0643976417457296","0.0790374415716953"
"NE: arbeitslos gemeldet","1996","35-65 Jahre alt","641","0.0864303111089311","0.0797288200592532","0.093131802158609"
"NE: arbeitslos gemeldet","1996","66 und älter","","","",""
"NE: Rentner/Rentnerin","1996","16-34 Jahre alt","","","",""
"NE: Rentner/Rentnerin","1996","35-65 Jahre alt","865","0.146172299280531","0.137747002218012","0.15459759634305"
"NE: Rentner/Rentnerin","1996","66 und älter","1500","0.956299004596142","0.946212583207424","0.96638542598486"
"NE: Wehr- und Zivildienst","1996","16-34 Jahre alt","48","0.0128568029178456","0.00966078691201472","0.0160528189236765"
"NE: Wehr- und Zivildienst","1996","35-65 Jahre alt","","","",""
"NE: Wehr- und Zivildienst","1996","66 und älter","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1996","16-34 Jahre alt","411","0.0790245952834667","0.0713711403348583","0.0866780502320751"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1996","35-65 Jahre alt","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1996","66 und älter","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1996","16-34 Jahre alt","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1996","35-65 Jahre alt","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1996","66 und älter","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1996","16-34 Jahre alt","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1996","35-65 Jahre alt","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1996","66 und älter","","","",""
"Volontäre, Praktikanten","1996","16-34 Jahre alt","","","",""
"Volontäre, Praktikanten","1996","35-65 Jahre alt","","","",""
"Volontäre, Praktikanten","1996","66 und älter","","","",""
"Aspiranten (1990 Ost)","1996","16-34 Jahre alt","","","",""
