"ple0044_h","year","age_gr","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2007","30-45","Ostdeutschland","646","0.55034268975324","0.521886845658403","0.578798533848076"
"Ja","2007","46-65","Westdeutschland","3236","0.653368191356155","0.640339093182908","0.666397289529402"
"Ja","2007","46-65","Ostdeutschland","1032","0.624762098200033","0.60177289163156","0.647751304768507"
"Ja","2007","66","Westdeutschland","","","",""
"Ja","2007","66","Ostdeutschland","","","",""
"Nein","2008","17-29","Westdeutschland","640","0.300041164293991","0.281250953166154","0.318831375421827"
"Nein","2008","17-29","Ostdeutschland","215","0.267113273329382","0.236357214033782","0.297869332624982"
"Nein","2008","30-45","Westdeutschland","1500","0.382751792091215","0.367559270169166","0.397944314013265"
"Nein","2008","30-45","Ostdeutschland","503","0.45607821782341","0.426817269314528","0.485339166332292"
"Nein","2008","46-65","Westdeutschland","1805","0.34891266029977","0.335567369540387","0.362257951059152"
"Nein","2008","46-65","Ostdeutschland","619","0.368204142759963","0.344710119799394","0.391698165720532"
"Nein","2008","66","Westdeutschland","","","",""
"Nein","2008","66","Ostdeutschland","","","",""
"Ja","2008","17-29","Westdeutschland","1645","0.699958835706009","0.681168624578173","0.718749046833846"
"Ja","2008","17-29","Ostdeutschland","580","0.732886726670618","0.702130667375018","0.763642785966218"
"Ja","2008","30-45","Westdeutschland","2432","0.617248207908785","0.602055685986735","0.632440729830834"
"Ja","2008","30-45","Ostdeutschland","610","0.54392178217659","0.514660833667708","0.573182730685472"
"Ja","2008","46-65","Westdeutschland","3095","0.65108733970023","0.637742048940848","0.664432630459613"
"Ja","2008","46-65","Ostdeutschland","1000","0.631795857240037","0.608301834279468","0.655289880200606"
"Ja","2008","66","Westdeutschland","","","",""
"Ja","2008","66","Ostdeutschland","","","",""
"Nein","2009","17-29","Westdeutschland","590","0.286017391651767","0.266652847038699","0.305381936264834"
"Nein","2009","17-29","Ostdeutschland","190","0.281718976819428","0.248323553765775","0.315114399873081"
"Nein","2009","30-45","Westdeutschland","1288","0.363513219449697","0.347598052254785","0.379428386644609"
"Nein","2009","30-45","Ostdeutschland","431","0.427964889479512","0.397718959184046","0.458210819774977"
"Nein","2009","46-65","Westdeutschland","1669","0.351893308737249","0.33806562921243","0.365720988262068"
"Nein","2009","46-65","Ostdeutschland","572","0.360589843671186","0.336928393313755","0.384251294028618"
"Nein","2009","66","Westdeutschland","","","",""
"Nein","2009","66","Ostdeutschland","","","",""
"Ja","2009","17-29","Westdeutschland","1502","0.713982608348233","0.694618063735166","0.733347152961301"
"Ja","2009","17-29","Ostdeutschland","507","0.718281023180572","0.684885600126919","0.751676446234225"
"Ja","2009","30-45","Westdeutschland","2221","0.636486780550303","0.62057161335539","0.652401947745215"
"Ja","2009","30-45","Ostdeutschland","597","0.572035110520488","0.541789180225023","0.602281040815954"
"Ja","2009","46-65","Westdeutschland","2913","0.648106691262751","0.634279011737932","0.66193437078757"
"Ja","2009","46-65","Ostdeutschland","1010","0.639410156328814","0.615748705971382","0.663071606686245"
"Ja","2009","66","Westdeutschland","","","",""
"Ja","2009","66","Ostdeutschland","","","",""
"Nein","2010","17-29","Westdeutschland","736","0.282535690357789","0.266294168400476","0.298777212315102"
"Nein","2010","17-29","Ostdeutschland","213","0.249096741234865","0.22111963654614","0.277073845923589"
"Nein","2010","30-45","Westdeutschland","2530","0.368431534804257","0.357277722781033","0.379585346827481"
"Nein","2010","30-45","Ostdeutschland","746","0.438612828239942","0.415541304184451","0.461684352295433"
"Nein","2010","46-65","Westdeutschland","1882","0.352254087626464","0.339258534370117","0.36524964088281"
"Nein","2010","46-65","Ostdeutschland","635","0.394530385950277","0.370904745549668","0.418156026350886"
"Nein","2010","66","Westdeutschland","","","",""
"Nein","2010","66","Ostdeutschland","","","",""
"Ja","2010","17-29","Westdeutschland","2216","0.717464309642211","0.701222787684898","0.733705831599524"
"Ja","2010","17-29","Ostdeutschland","705","0.750903258765135","0.722926154076411","0.77888036345386"
"Ja","2010","30-45","Westdeutschland","4655","0.631568465195743","0.620414653172519","0.642722277218967"
"Ja","2010","30-45","Ostdeutschland","1031","0.561387171760058","0.538315647704567","0.584458695815549"
"Ja","2010","46-65","Westdeutschland","3308","0.647745912373536","0.63475035911719","0.660741465629883"
"Ja","2010","46-65","Ostdeutschland","1009","0.605469614049723","0.581843973649114","0.629095254450333"
"Ja","2010","66","Westdeutschland","","","",""
"Ja","2010","66","Ostdeutschland","","","",""
"Nein","2011","17-29","Westdeutschland","450","0.194200947496767","0.178097071281031","0.210304823712502"
"Nein","2011","17-29","Ostdeutschland","126","0.229053248187653","0.196291281016657","0.26181521535865"
"Nein","2011","30-45","Westdeutschland","2010","0.349916083875321","0.337832864039674","0.361999303710968"
"Nein","2011","30-45","Ostdeutschland","465","0.391558952549887","0.364892413784692","0.418225491315081"
"Nein","2011","46-65","Westdeutschland","1401","0.288076116109376","0.274950554390819","0.301201677827933"
"Nein","2011","46-65","Ostdeutschland","343","0.272221470637866","0.246662348353964","0.297780592921768"
"Nein","2011","66","Westdeutschland","","","",""
"Nein","2011","66","Ostdeutschland","","","",""
"Ja","2011","17-29","Westdeutschland","1868","0.805799052503233","0.789695176287498","0.821902928718969"
"Ja","2011","17-29","Ostdeutschland","506","0.770946751812347","0.73818478464135","0.803708718983343"
"Ja","2011","30-45","Westdeutschland","3975","0.650083916124679","0.638000696289032","0.662167135960326"
"Ja","2011","30-45","Ostdeutschland","822","0.608441047450113","0.581774508684918","0.635107586215308"
"Ja","2011","46-65","Westdeutschland","3172","0.711923883890624","0.698798322172067","0.725049445609181"
"Ja","2011","46-65","Ostdeutschland","822","0.727778529362134","0.702219407078232","0.753337651646036"
"Ja","2011","66","Westdeutschland","","","",""
"Ja","2011","66","Ostdeutschland","","","",""
"Nein","2012","17-29","Westdeutschland","765","0.261494604627428","0.246067376826491","0.276921832428366"
"Nein","2012","17-29","Ostdeutschland","223","0.295906744567537","0.264741035707141","0.327072453427934"
"Nein","2012","30-45","Westdeutschland","2339","0.33521901189709","0.3242485401624","0.34618948363178"
"Nein","2012","30-45","Ostdeutschland","708","0.420823897512467","0.398266203895174","0.443381591129759"
"Nein","2012","46-65","Westdeutschland","2454","0.343296049953461","0.332232255814389","0.354359844092533"
"Nein","2012","46-65","Ostdeutschland","784","0.365089772236733","0.344710358073114","0.385469186400352"
"Nein","2012","66","Westdeutschland","","","",""
"Nein","2012","66","Ostdeutschland","","","",""
"Ja","2012","17-29","Westdeutschland","2352","0.738505395372572","0.723078167571634","0.753932623173509"
"Ja","2012","17-29","Ostdeutschland","601","0.704093255432463","0.672927546572066","0.735258964292859"
"Ja","2012","30-45","Westdeutschland","4774","0.66478098810291","0.65381051636822","0.6757514598376"
"Ja","2012","30-45","Ostdeutschland","1132","0.579176102487533","0.556618408870241","0.601733796104825"
"Ja","2012","46-65","Westdeutschland","4621","0.656703950046539","0.645640155907467","0.667767744185611"
"Ja","2012","46-65","Ostdeutschland","1360","0.634910227763267","0.614530813599648","0.655289641926886"
"Ja","2012","66","Westdeutschland","","","",""
"Ja","2012","66","Ostdeutschland","","","",""
"Nein","2013","17-29","Westdeutschland","953","0.23827247156277","0.225355858023391","0.25118908510215"
"Nein","2013","17-29","Ostdeutschland","216","0.300964386734122","0.268857568834941","0.333071204633302"
"Nein","2013","30-45","Westdeutschland","2743","0.321066283995273","0.311068840643573","0.331063727346973"
"Nein","2013","30-45","Ostdeutschland","678","0.412070232233282","0.38970157240707","0.434438892059493"
"Nein","2013","46-65","Westdeutschland","2682","0.332097145229836","0.321698561256024","0.342495729203648"
"Nein","2013","46-65","Ostdeutschland","759","0.338869981971084","0.318918266894573","0.358821697047594"
"Nein","2013","66","Westdeutschland","","","",""
"Nein","2013","66","Ostdeutschland","","","",""
"Ja","2013","17-29","Westdeutschland","3226","0.76172752843723","0.74881091489785","0.774644141976609"
"Ja","2013","17-29","Ostdeutschland","568","0.699035613265878","0.666928795366698","0.731142431165059"
"Ja","2013","30-45","Westdeutschland","5635","0.678933716004727","0.668936272653027","0.688931159356427"
"Ja","2013","30-45","Ostdeutschland","1182","0.587929767766718","0.565561107940507","0.61029842759293"
"Ja","2013","46-65","Westdeutschland","5198","0.667902854770164","0.657504270796352","0.678301438743976"
"Ja","2013","46-65","Ostdeutschland","1403","0.661130018028916","0.641178302952406","0.681081733105427"
"Ja","2013","66","Westdeutschland","","","",""
"Ja","2013","66","Ostdeutschland","","","",""
"Nein","2014","17-29","Westdeutschland","1119","0.308230803084563","0.292998016162554","0.323463590006572"
"Nein","2014","17-29","Ostdeutschland","194","0.292692096336957","0.258913511161043","0.326470681512871"
"Nein","2014","30-45","Westdeutschland","2548","0.364693647725016","0.353250509226144","0.376136786223889"
"Nein","2014","30-45","Ostdeutschland","580","0.370943281611556","0.347259101184578","0.394627462038535"
"Nein","2014","46-65","Westdeutschland","2653","0.351587556676549","0.340528094739963","0.362647018613134"
"Nein","2014","46-65","Ostdeutschland","725","0.371786646900967","0.350542447140012","0.393030846661921"
"Nein","2014","66","Westdeutschland","","","",""
"Nein","2014","66","Ostdeutschland","","","",""
"Ja","2014","17-29","Westdeutschland","2411","0.691769196915437","0.676536409993428","0.707001983837446"
"Ja","2014","17-29","Ostdeutschland","503","0.707307903663043","0.67352931848713","0.741086488838957"
"Ja","2014","30-45","Westdeutschland","4249","0.635306352274984","0.623863213776111","0.646749490773856"
"Ja","2014","30-45","Ostdeutschland","1018","0.629056718388443","0.605372537961465","0.652740898815422"
"Ja","2014","46-65","Westdeutschland","4507","0.648412443323451","0.637352981386866","0.659471905260037"
"Ja","2014","46-65","Ostdeutschland","1263","0.628213353099033","0.606969153338079","0.649457552859988"
"Ja","2014","66","Westdeutschland","","","",""
"Ja","2014","66","Ostdeutschland","","","",""
"Nein","2015","17-29","Westdeutschland","957","0.256629384031464","0.242557753152284","0.270701014910644"
"Nein","2015","17-29","Ostdeutschland","187","0.328510550785305","0.293617597500964","0.363403504069646"
"Nein","2015","30-45","Westdeutschland","2127","0.31566392917813","0.304502351933687","0.326825506422573"
"Nein","2015","30-45","Ostdeutschland","538","0.360841947432143","0.336643290172017","0.385040604692269"
"Nein","2015","46-65","Westdeutschland","2388","0.334816047024904","0.323828749402285","0.345803344647523"
"Nein","2015","46-65","Ostdeutschland","685","0.367493965966647","0.345832585041902","0.389155346891392"
"Nein","2015","66","Westdeutschland","","","",""
"Nein","2015","66","Ostdeutschland","","","",""
"Ja","2015","17-29","Westdeutschland","2744","0.743370615968536","0.729298985089356","0.757442246847716"
"Ja","2015","17-29","Ostdeutschland","509","0.671489449214695","0.636596495930354","0.706382402499036"
"Ja","2015","30-45","Westdeutschland","4534","0.68433607082187","0.673174493577427","0.695497648066313"
"Ja","2015","30-45","Ostdeutschland","975","0.639158052567857","0.614959395307731","0.663356709827983"
"Ja","2015","46-65","Westdeutschland","4699","0.665183952975096","0.654196655352477","0.676171250597715"
"Ja","2015","46-65","Ostdeutschland","1218","0.632506034033353","0.610844653108608","0.654167414958098"
"Ja","2015","66","Westdeutschland","","","",""
"Ja","2015","66","Ostdeutschland","","","",""
"Nein","2016","17-29","Westdeutschland","805","0.262965959653142","0.24765503623606","0.278276883070223"
"Nein","2016","17-29","Ostdeutschland","136","0.27758346071087","0.242391494514688","0.312775426907052"
"Nein","2016","30-45","Westdeutschland","1812","0.31540972471876","0.303315691145672","0.327503758291848"
"Nein","2016","30-45","Ostdeutschland","455","0.353080344453444","0.327414360245058","0.37874632866183"
"Nein","2016","46-65","Westdeutschland","2256","0.339123477799114","0.327740924595493","0.350506031002735"
"Nein","2016","46-65","Ostdeutschland","630","0.345305304103848","0.323503127497587","0.36710748071011"
"Nein","2016","66","Westdeutschland","","","",""
"Nein","2016","66","Ostdeutschland","","","",""
"Ja","2016","17-29","Westdeutschland","2371","0.737034040346858","0.721723116929777","0.752344963763939"
"Ja","2016","17-29","Ostdeutschland","486","0.72241653928913","0.687224573092948","0.757608505485312"
"Ja","2016","30-45","Westdeutschland","3859","0.68459027528124","0.672496241708152","0.696684308854328"
"Ja","2016","30-45","Ostdeutschland","877","0.646919655546556","0.62125367133817","0.672585639754942"
"Ja","2016","46-65","Westdeutschland","4389","0.660876522200886","0.649493968997265","0.672259075404507"
"Ja","2016","46-65","Ostdeutschland","1197","0.654694695896152","0.63289251928989","0.676496872502413"
"Ja","2016","66","Westdeutschland","","","",""
"Ja","2016","66","Ostdeutschland","","","",""
"Nein","2017","17-29","Westdeutschland","833","0.248499143755547","0.234337430091216","0.262660857419879"
"Nein","2017","17-29","Ostdeutschland","165","0.236204391493105","0.205328930690385","0.267079852295824"
"Nein","2017","30-45","Westdeutschland","1713","0.291891981039597","0.280121513198266","0.303662448880928"
"Nein","2017","30-45","Ostdeutschland","436","0.291471311701676","0.267991515582199","0.314951107821153"
"Nein","2017","46-65","Westdeutschland","2450","0.332706088356455","0.322183192089138","0.343228984623771"
"Nein","2017","46-65","Ostdeutschland","698","0.33076651131875","0.310767153078659","0.350765869558841"
"Nein","2017","66","Westdeutschland","","","",""
"Nein","2017","66","Ostdeutschland","","","",""
"Ja","2017","17-29","Westdeutschland","2744","0.751500856244453","0.737339142580121","0.765662569908784"
"Ja","2017","17-29","Ostdeutschland","562","0.763795608506896","0.732920147704176","0.794671069309615"
"Ja","2017","30-45","Westdeutschland","4018","0.708108018960403","0.696337551119072","0.719878486801734"
"Ja","2017","30-45","Ostdeutschland","1003","0.708528688298324","0.685048892178847","0.732008484417801"
"Ja","2017","46-65","Westdeutschland","5252","0.667293911643545","0.656771015376229","0.677816807910862"
"Ja","2017","46-65","Ostdeutschland","1428","0.66923348868125","0.649234130441159","0.689232846921341"
"Ja","2017","66","Westdeutschland","","","",""
"Ja","2017","66","Ostdeutschland","","","",""
"Nein","2018","17-29","Westdeutschland","836","0.246365057649314","0.23206935697363","0.260660758324998"
"Nein","2018","17-29","Ostdeutschland","147","0.24374940023495","0.212388646889299","0.275110153580602"
"Nein","2018","30-45","Westdeutschland","1552","0.281077939909311","0.268966592573685","0.293189287244936"
"Nein","2018","30-45","Ostdeutschland","419","0.327535672009887","0.302774427053299","0.352296916966475"
"Nein","2018","46-65","Westdeutschland","2322","0.309263262858232","0.298745457714075","0.31978106800239"
"Nein","2018","46-65","Ostdeutschland","673","0.312164762446959","0.292265471341024","0.332064053552893"
"Nein","2018","66","Westdeutschland","","","",""
"Nein","2018","66","Ostdeutschland","","","",""
"Ja","2018","17-29","Westdeutschland","2654","0.753634942350686","0.739339241675002","0.76793064302637"
"Ja","2018","17-29","Ostdeutschland","573","0.75625059976505","0.724889846419398","0.787611353110701"
"Ja","2018","30-45","Westdeutschland","3740","0.718922060090689","0.706810712755064","0.731033407426315"
"Ja","2018","30-45","Ostdeutschland","961","0.672464327990113","0.647703083033525","0.697225572946701"
"Ja","2018","46-65","Westdeutschland","5096","0.690736737141768","0.68021893199761","0.701254542285925"
"Ja","2018","46-65","Ostdeutschland","1410","0.687835237553041","0.667935946447107","0.707734528658976"
"Ja","2018","66","Westdeutschland","","","",""
"Ja","2018","66","Ostdeutschland","","","",""
"Nein","2019","17-29","Westdeutschland","694","0.242948172160221","0.227990581207314","0.257905763113128"
"Nein","2019","17-29","Ostdeutschland","139","0.230546250100798","0.197683515233181","0.263408984968416"
"Nein","2019","30-45","Westdeutschland","1408","0.274408442893241","0.261877496523065","0.286939389263418"
"Nein","2019","30-45","Ostdeutschland","402","0.274006806017332","0.249835998002053","0.29817761403261"
"Nein","2019","46-65","Westdeutschland","2702","0.311735640273114","0.301593692053475","0.321877588492754"
"Nein","2019","46-65","Ostdeutschland","809","0.299304841768587","0.280289158841886","0.318320524695289"
"Nein","2019","66","Westdeutschland","","","",""
"Nein","2019","66","Ostdeutschland","","","",""
"Ja","2019","17-29","Westdeutschland","2464","0.757051827839779","0.742094236886872","0.772009418792686"
"Ja","2019","17-29","Ostdeutschland","492","0.769453749899202","0.736591015031584","0.802316484766819"
"Ja","2019","30-45","Westdeutschland","3463","0.725591557106759","0.713060610736582","0.738122503476935"
"Ja","2019","30-45","Ostdeutschland","906","0.725993193982668","0.70182238596739","0.750164001997947"
"Ja","2019","46-65","Westdeutschland","5311","0.688264359726886","0.678122411507247","0.698406307946525"
"Ja","2019","46-65","Ostdeutschland","1419","0.700695158231413","0.681679475304711","0.719710841158114"
"Ja","2019","66","Westdeutschland","","","",""
"Ja","2019","66","Ostdeutschland","","","",""
"Nein","2020","17-29","Westdeutschland","1261","0.247961294360209","0.234896858820383","0.261025729900035"
"Nein","2020","17-29","Ostdeutschland","206","0.24802449382297","0.21678174808635","0.27926723955959"
"Nein","2020","30-45","Westdeutschland","2218","0.285722231464296","0.274597734940966","0.296846727987627"
"Nein","2020","30-45","Ostdeutschland","571","0.30966902865843","0.286294322194928","0.333043735121932"
"Nein","2020","46-65","Westdeutschland","2809","0.315200167967","0.305037225855929","0.32536311007807"
"Nein","2020","46-65","Ostdeutschland","779","0.326401412010795","0.306380105163605","0.346422718857986"
"Nein","2020","66","Westdeutschland","","","",""
"Nein","2020","66","Ostdeutschland","","","",""
"Ja","2020","17-29","Westdeutschland","2936","0.752038705639791","0.738974270099965","0.765103141179617"
"Ja","2020","17-29","Ostdeutschland","528","0.75197550617703","0.720732760440411","0.78321825191365"
"Ja","2020","30-45","Westdeutschland","4117","0.714277768535704","0.703153272012373","0.725402265059034"
"Ja","2020","30-45","Ostdeutschland","932","0.69033097134157","0.666956264878068","0.713705677805072"
"Ja","2020","46-65","Westdeutschland","5219","0.684799832033001","0.67463688992193","0.694962774144071"
"Ja","2020","46-65","Ostdeutschland","1328","0.673598587989205","0.653577281142014","0.693619894836395"
"Ja","2020","66","Westdeutschland","","","",""
"Ja","2020","66","Ostdeutschland","","","",""
