"ple0044_h","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1998","Thüringen","weiblich","275","0.815888668016505","0.775740818440056","0.856036517592954"
"Nein","1999","Schleswig-Holstein","männlich","55","0.348076303925366","0.270272208497783","0.425880399352948"
"Nein","1999","Schleswig-Holstein","weiblich","60","0.308547248179682","0.237420545305562","0.379673951053801"
"Nein","1999","Hamburg","männlich","18","","",""
"Nein","1999","Hamburg","weiblich","13","","",""
"Nein","1999","Niedersachsen","männlich","223","0.381356109565773","0.341091090835145","0.4216211282964"
"Nein","1999","Niedersachsen","weiblich","145","0.236484729042199","0.200972563142139","0.27199689494226"
"Nein","1999","Bremen","männlich","16","","",""
"Nein","1999","Bremen","weiblich","8","","",""
"Nein","1999","Nordrhein-Westfalen","männlich","488","0.379684250872864","0.352802124278912","0.406566377466815"
"Nein","1999","Nordrhein-Westfalen","weiblich","340","0.224296875366395","0.202013296445106","0.246580454287683"
"Nein","1999","Hessen","männlich","136","0.318203801811003","0.273605219958022","0.362802383663985"
"Nein","1999","Hessen","weiblich","115","0.217200560191031","0.179018020873731","0.25538309950833"
"Nein","1999","Rheinland-Pfalz,Saarland","männlich","105","0.282991006008268","0.2360670003786","0.329915011637936"
"Nein","1999","Rheinland-Pfalz,Saarland","weiblich","78","0.176701272679125","0.138895486555041","0.214507058803209"
"Nein","1999","Baden-Württemberg","männlich","249","0.299846832642976","0.268428486183773","0.33126517910218"
"Nein","1999","Baden-Württemberg","weiblich","189","0.207450906079075","0.180095219288763","0.234806592869386"
"Nein","1999","Bayern","männlich","314","0.36850260831335","0.335585082833912","0.401420133792788"
"Nein","1999","Bayern","weiblich","229","0.23390372062684","0.206014479493695","0.261792961759985"
"Nein","1999","Saarland","männlich","","","",""
"Nein","1999","Saarland","weiblich","","","",""
"Nein","1999","Berlin","männlich","96","0.400806214938916","0.337881536606203","0.463730893271629"
"Nein","1999","Berlin","weiblich","63","0.218215456956782","0.167913543726786","0.268517370186778"
"Nein","1999","Brandenburg","männlich","101","0.346776297664449","0.290215007237021","0.403337588091876"
"Nein","1999","Brandenburg","weiblich","76","0.256955442247369","0.207261184824102","0.306649699670635"
"Nein","1999","Mecklenburg-Vorpommern","männlich","68","0.369215358211091","0.299295106913835","0.439135609508346"
"Nein","1999","Mecklenburg-Vorpommern","weiblich","62","0.263727292799212","0.20187900592592","0.325575579672504"
"Nein","1999","Sachsen","männlich","206","0.359881664453318","0.318942297429537","0.400821031477098"
"Nein","1999","Sachsen","weiblich","183","0.284481056991225","0.247572302554189","0.321389811428262"
"Nein","1999","Sachsen-Anhalt","männlich","115","0.336337221286346","0.284653143518553","0.388021299054139"
"Nein","1999","Sachsen-Anhalt","weiblich","106","0.259727698882378","0.213790030051327","0.305665367713429"
"Nein","1999","Thüringen","männlich","119","0.307871876464345","0.25821752582161","0.35752622710708"
"Nein","1999","Thüringen","weiblich","86","0.195009572638368","0.153619128888788","0.236400016387947"
"Ja","1999","Schleswig-Holstein","männlich","89","0.651923696074634","0.574119600647052","0.729727791502217"
"Ja","1999","Schleswig-Holstein","weiblich","102","0.691452751820318","0.620326048946198","0.762579454694438"
"Ja","1999","Hamburg","männlich","42","0.692981324641907","0.576269293264056","0.809693356019759"
"Ja","1999","Hamburg","weiblich","50","0.874340119142633","0.792490560608258","0.956189677677009"
"Ja","1999","Niedersachsen","männlich","336","0.618643890434227","0.5783788717036","0.658908909164855"
"Ja","1999","Niedersachsen","weiblich","405","0.763515270957801","0.72800310505774","0.799027436857861"
"Ja","1999","Bremen","männlich","22","","",""
"Ja","1999","Bremen","weiblich","39","0.883185721174493","0.791358139389225","0.97501330295976"
"Ja","1999","Nordrhein-Westfalen","männlich","764","0.620315749127136","0.593433622533185","0.647197875721088"
"Ja","1999","Nordrhein-Westfalen","weiblich","1006","0.775703124633606","0.753419545712317","0.797986703554894"
"Ja","1999","Hessen","männlich","283","0.681796198188997","0.637197616336015","0.726394780041978"
"Ja","1999","Hessen","weiblich","333","0.782799439808969","0.74461690049167","0.820981979126269"
"Ja","1999","Rheinland-Pfalz,Saarland","männlich","249","0.717008993991732","0.670084988362064","0.7639329996214"
"Ja","1999","Rheinland-Pfalz,Saarland","weiblich","313","0.823298727320875","0.785492941196791","0.861104513444959"
"Ja","1999","Baden-Württemberg","männlich","568","0.700153167357024","0.66873482089782","0.731571513816227"
"Ja","1999","Baden-Württemberg","weiblich","655","0.792549093920925","0.765193407130614","0.819904780711237"
"Ja","1999","Bayern","männlich","511","0.63149739168665","0.598579866207212","0.664414917166088"
"Ja","1999","Bayern","weiblich","656","0.76609627937316","0.738207038240015","0.793985520506305"
"Ja","1999","Saarland","männlich","","","",""
"Ja","1999","Saarland","weiblich","","","",""
"Ja","1999","Berlin","männlich","137","0.599193785061084","0.536269106728371","0.662118463393797"
"Ja","1999","Berlin","weiblich","196","0.781784543043218","0.731482629813222","0.832086456273214"
"Ja","1999","Brandenburg","männlich","171","0.653223702335551","0.596662411908124","0.709784992762979"
"Ja","1999","Brandenburg","weiblich","221","0.743044557752631","0.693350300329364","0.792738815175898"
"Ja","1999","Mecklenburg-Vorpommern","männlich","115","0.630784641788909","0.560864390491654","0.700704893086165"
"Ja","1999","Mecklenburg-Vorpommern","weiblich","133","0.736272707200788","0.674424420327496","0.79812099407408"
"Ja","1999","Sachsen","männlich","322","0.640118335546682","0.599178968522902","0.681057702570463"
"Ja","1999","Sachsen","weiblich","391","0.715518943008775","0.678610188571738","0.752427697445811"
"Ja","1999","Sachsen-Anhalt","männlich","206","0.663662778713654","0.611978700945861","0.715346856481447"
"Ja","1999","Sachsen-Anhalt","weiblich","244","0.740272301117622","0.694334632286571","0.786209969948673"
"Ja","1999","Thüringen","männlich","213","0.692128123535655","0.64247377289292","0.74178247417839"
"Ja","1999","Thüringen","weiblich","266","0.804990427361632","0.763599983612053","0.846380871111212"
"Nein","2000","Schleswig-Holstein","männlich","115","0.337139285591294","0.285585251874883","0.388693319307705"
"Nein","2000","Schleswig-Holstein","weiblich","97","0.253026183859439","0.207992030775371","0.298060336943506"
"Nein","2000","Hamburg","männlich","43","0.345568055378899","0.26186596810027","0.429270142657527"
"Nein","2000","Hamburg","weiblich","25","","",""
"Nein","2000","Niedersachsen","männlich","329","0.330710760933158","0.301134311088289","0.360287210778027"
"Nein","2000","Niedersachsen","weiblich","248","0.233611167624772","0.207293654350415","0.259928680899129"
"Nein","2000","Bremen","männlich","29","","",""
"Nein","2000","Bremen","weiblich","21","","",""
"Nein","2000","Nordrhein-Westfalen","männlich","826","0.343279503586192","0.324167926070477","0.362391081101908"
"Nein","2000","Nordrhein-Westfalen","weiblich","646","0.232392280146156","0.216101177221055","0.248683383071256"
"Nein","2000","Hessen","männlich","258","0.331494012734901","0.298222280200911","0.36476574526889"
"Nein","2000","Hessen","weiblich","176","0.20011458497638","0.172797286655235","0.227431883297525"
"Nein","2000","Rheinland-Pfalz,Saarland","männlich","206","0.305699658368868","0.270364042381076","0.34103527435666"
"Nein","2000","Rheinland-Pfalz,Saarland","weiblich","155","0.201644172990728","0.173304566444511","0.229983779536945"
"Nein","2000","Baden-Württemberg","männlich","445","0.322880534392933","0.298379026387057","0.347382042398809"
"Nein","2000","Baden-Württemberg","weiblich","351","0.23885002457772","0.217083097953997","0.260616951201444"
"Nein","2000","Bayern","männlich","552","0.350138219547301","0.326436843971286","0.373839595123317"
"Nein","2000","Bayern","weiblich","477","0.247133321935574","0.226568288022985","0.267698355848164"
"Nein","2000","Saarland","männlich","","","",""
"Nein","2000","Saarland","weiblich","","","",""
"Nein","2000","Berlin","männlich","148","0.373301189811276","0.323883401596448","0.422718978026104"
"Nein","2000","Berlin","weiblich","107","0.247357525200268","0.205844826427072","0.288870223973464"
"Nein","2000","Brandenburg","männlich","180","0.382826812170609","0.339342543430347","0.426311080910871"
"Nein","2000","Brandenburg","weiblich","106","0.191574418137213","0.15721691424811","0.225931922026316"
"Nein","2000","Mecklenburg-Vorpommern","männlich","91","0.344000423412906","0.285464954931762","0.402535891894051"
"Nein","2000","Mecklenburg-Vorpommern","weiblich","86","0.252906291439976","0.202963943876394","0.302848639003557"
"Nein","2000","Sachsen","männlich","313","0.355290594042887","0.322452581084946","0.388128607000828"
"Nein","2000","Sachsen","weiblich","249","0.248965630410262","0.220762077569566","0.277169183250957"
"Nein","2000","Sachsen-Anhalt","männlich","177","0.365533796258684","0.322361797309056","0.408705795208312"
"Nein","2000","Sachsen-Anhalt","weiblich","156","0.240797628081126","0.205289696538912","0.27630555962334"
"Nein","2000","Thüringen","männlich","169","0.332681126438747","0.290747926254573","0.37461432662292"
"Nein","2000","Thüringen","weiblich","133","0.222879240499044","0.187245491840508","0.258512989157579"
"Ja","2000","Schleswig-Holstein","männlich","208","0.662860714408706","0.611306680692295","0.714414748125117"
"Ja","2000","Schleswig-Holstein","weiblich","261","0.746973816140561","0.701939663056494","0.792007969224628"
"Ja","2000","Hamburg","männlich","81","0.654431944621101","0.570729857342473","0.73813403189973"
"Ja","2000","Hamburg","weiblich","130","0.847657264030421","0.791085038840309","0.904229489220533"
"Ja","2000","Niedersachsen","männlich","643","0.669289239066842","0.639712789221973","0.698865688911712"
"Ja","2000","Niedersachsen","weiblich","745","0.766388832375228","0.740071319100871","0.792706345649585"
"Ja","2000","Bremen","männlich","55","0.655283077291404","0.553645518268065","0.756920636314742"
"Ja","2000","Bremen","weiblich","77","0.811501782243693","0.734067475182144","0.888936089305241"
"Ja","2000","Nordrhein-Westfalen","männlich","1545","0.656720496413808","0.637608918898092","0.675832073929523"
"Ja","2000","Nordrhein-Westfalen","weiblich","1936","0.767607719853844","0.751316616928744","0.783898822778945"
"Ja","2000","Hessen","männlich","511","0.668505987265099","0.63523425473111","0.701777719799089"
"Ja","2000","Hessen","weiblich","648","0.79988541502362","0.772568116702475","0.827202713344765"
"Ja","2000","Rheinland-Pfalz,Saarland","männlich","447","0.694300341631132","0.65896472564334","0.729635957618924"
"Ja","2000","Rheinland-Pfalz,Saarland","weiblich","615","0.798355827009272","0.770016220463055","0.826695433555489"
"Ja","2000","Baden-Württemberg","männlich","954","0.677119465607067","0.652617957601191","0.701620973612943"
"Ja","2000","Baden-Württemberg","weiblich","1123","0.76114997542228","0.739383048798556","0.782916902046003"
"Ja","2000","Bayern","männlich","1004","0.649861780452699","0.626160404876683","0.673563156028714"
"Ja","2000","Bayern","weiblich","1213","0.752866678064426","0.732301644151836","0.773431711977015"
"Ja","2000","Saarland","männlich","","","",""
"Ja","2000","Saarland","weiblich","","","",""
"Ja","2000","Berlin","männlich","220","0.626698810188724","0.577281021973896","0.676116598403553"
"Ja","2000","Berlin","weiblich","308","0.752642474799732","0.711129776026535","0.794155173572928"
"Ja","2000","Brandenburg","männlich","300","0.617173187829391","0.573688919089129","0.660657456569653"
"Ja","2000","Brandenburg","weiblich","398","0.808425581862787","0.774068077973684","0.84278308575189"
"Ja","2000","Mecklenburg-Vorpommern","männlich","162","0.655999576587094","0.597464108105949","0.714535045068238"
"Ja","2000","Mecklenburg-Vorpommern","weiblich","205","0.747093708560025","0.697151360996443","0.797036056123606"
"Ja","2000","Sachsen","männlich","503","0.644709405957113","0.611871392999172","0.677547418915054"
"Ja","2000","Sachsen","weiblich","654","0.751034369589738","0.722830816749042","0.779237922430434"
"Ja","2000","Sachsen-Anhalt","männlich","301","0.634466203741316","0.591294204791688","0.677638202690944"
"Ja","2000","Sachsen-Anhalt","weiblich","401","0.759202371918874","0.72369444037666","0.794710303461088"
"Ja","2000","Thüringen","männlich","316","0.667318873561253","0.62538567337708","0.709252073745427"
"Ja","2000","Thüringen","weiblich","391","0.777120759500956","0.741487010842421","0.812754508159492"
"Nein","2001","Schleswig-Holstein","männlich","107","0.334243339994869","0.280413111400936","0.388073568588801"
"Nein","2001","Schleswig-Holstein","weiblich","88","0.241158590784806","0.194649988260446","0.287667193309167"
"Nein","2001","Hamburg","männlich","42","0.35783362681311","0.270221640621554","0.445445613004666"
"Nein","2001","Hamburg","weiblich","33","0.194618974833311","0.131471948441706","0.257766001224917"
"Nein","2001","Niedersachsen","männlich","302","0.323789121272214","0.292978288749306","0.354599953795121"
"Nein","2001","Niedersachsen","weiblich","229","0.237705318454305","0.210108698837952","0.265301938070657"
"Nein","2001","Bremen","männlich","24","","",""
"Nein","2001","Bremen","weiblich","24","","",""
"Nein","2001","Nordrhein-Westfalen","männlich","766","0.340309321112732","0.320387670274749","0.360230971950715"
"Nein","2001","Nordrhein-Westfalen","weiblich","593","0.234031475339194","0.216909684799368","0.25115326587902"
"Nein","2001","Hessen","männlich","222","0.348546150285662","0.312939932451129","0.384152368120195"
"Nein","2001","Hessen","weiblich","189","0.232496188441025","0.201978096783881","0.263014280098169"
"Nein","2001","Rheinland-Pfalz,Saarland","männlich","187","0.306428091710357","0.269903748460163","0.342952434960551"
"Nein","2001","Rheinland-Pfalz,Saarland","weiblich","162","0.215473847360797","0.184862498300724","0.24608519642087"
"Nein","2001","Baden-Württemberg","männlich","413","0.348935722178667","0.322277354254468","0.375594090102866"
"Nein","2001","Baden-Württemberg","weiblich","318","0.240549209560412","0.217323915090786","0.263774504030039"
"Nein","2001","Bayern","männlich","501","0.366697039387906","0.341435840029416","0.391958238746397"
"Nein","2001","Bayern","weiblich","432","0.259179155704138","0.237379036683819","0.280979274724456"
"Nein","2001","Saarland","männlich","","","",""
"Nein","2001","Saarland","weiblich","","","",""
"Nein","2001","Berlin","männlich","145","0.368792244810245","0.319959682810473","0.417624806810017"
