"ple0044_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"keinen Tag","2012","Thueringen","Westdeutschland","","","",""
"keinen Tag","2012","Thueringen","Ostdeutschland","297","0.275479158225943","0.248533676820785","0.302424639631101"
"Ja","2012","Schleswig-Holstein","Westdeutschland","742","0.777674992004331","0.75154827170785","0.803801712300813"
"Ja","2012","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","2012","Hamburg","Westdeutschland","333","0.783785181767524","0.745099993547798","0.82247036998725"
"Ja","2012","Hamburg","Ostdeutschland","","","",""
"Ja","2012","Niedersachsen","Westdeutschland","1887","0.766563481054002","0.750102856117503","0.783024105990502"
"Ja","2012","Niedersachsen","Ostdeutschland","","","",""
"Ja","2012","Bremen","Westdeutschland","141","0.775638121538961","0.717236599991652","0.834039643086269"
"Ja","2012","Bremen","Ostdeutschland","","","",""
"Ja","2012","Nordrhein-Westfalen","Westdeutschland","3914","0.724190655519662","0.712343761579103","0.73603754946022"
"Ja","2012","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","2012","Hessen","Westdeutschland","1465","0.777487073316428","0.758725411321194","0.796248735311662"
"Ja","2012","Hessen","Ostdeutschland","","","",""
"Ja","2012","Rheinland-Pfalz,Saarland","Westdeutschland","1118","0.721472143750636","0.699205852434815","0.743738435066457"
"Ja","2012","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","2012","Baden-Wuerttemberg","Westdeutschland","2387","0.741681234738285","0.726767502858604","0.756594966617966"
"Ja","2012","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","2012","Bayern","Westdeutschland","3015","0.724967189353499","0.711591169445943","0.738343209261055"
"Ja","2012","Bayern","Ostdeutschland","","","",""
"Ja","2012","Berlin","Westdeutschland","437","0.799855465770484","0.766951249666936","0.832759681874032"
"Ja","2012","Berlin","Ostdeutschland","332","0.733053356165044","0.692672301824442","0.773434410505646"
"Ja","2012","Brandenburg","Westdeutschland","","","",""
"Ja","2012","Brandenburg","Ostdeutschland","790","0.729720922205988","0.703295749444992","0.756146094966985"
"Ja","2012","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","2012","Mecklenburg-Vorpommern","Ostdeutschland","454","0.737821348287065","0.703504477238566","0.772138219335565"
"Ja","2012","Sachsen","Westdeutschland","","","",""
"Ja","2012","Sachsen","Ostdeutschland","1259","0.698448057324165","0.677415631765012","0.719480482883319"
"Ja","2012","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","2012","Sachsen-Anhalt","Ostdeutschland","752","0.736294816663274","0.709292844893145","0.763296788433404"
"Ja","2012","Thueringen","Westdeutschland","","","",""
"Ja","2012","Thueringen","Ostdeutschland","759","0.724520841774057","0.697575360368898","0.751466323179215"
"keinen Tag","2013","Schleswig-Holstein","Westdeutschland","242","0.212161271254223","0.187664552294756","0.236657990213691"
"keinen Tag","2013","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","2013","Hamburg","Westdeutschland","137","0.176882046629338","0.145165666836733","0.208598426421942"
"keinen Tag","2013","Hamburg","Ostdeutschland","","","",""
"keinen Tag","2013","Niedersachsen","Westdeutschland","734","0.224086121867187","0.208836112395216","0.239336131339158"
"keinen Tag","2013","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","2013","Bremen","Westdeutschland","61","0.160102807169184","0.113709534625079","0.20649607971329"
"keinen Tag","2013","Bremen","Ostdeutschland","","","",""
"keinen Tag","2013","Nordrhein-Westfalen","Westdeutschland","1804","0.25633562406598","0.245590938585638","0.267080309546321"
"keinen Tag","2013","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","2013","Hessen","Westdeutschland","494","0.211068314357856","0.193954256561613","0.2281823721541"
"keinen Tag","2013","Hessen","Ostdeutschland","","","",""
"keinen Tag","2013","Rheinland-Pfalz,Saarland","Westdeutschland","509","0.250532576068008","0.230213211573774","0.270851940562242"
"keinen Tag","2013","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","2013","Baden-Wuerttemberg","Westdeutschland","1019","0.255007931910819","0.241029596506983","0.268986267314654"
"keinen Tag","2013","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","2013","Bayern","Westdeutschland","1407","0.266417706268419","0.253920383324759","0.27891502921208"
"keinen Tag","2013","Bayern","Ostdeutschland","","","",""
"keinen Tag","2013","Berlin","Westdeutschland","164","0.21399123578849","0.18321130837226","0.244771163204721"
"keinen Tag","2013","Berlin","Ostdeutschland","130","0.257836894840145","0.218580436740311","0.29709335293998"
"keinen Tag","2013","Brandenburg","Westdeutschland","","","",""
"keinen Tag","2013","Brandenburg","Ostdeutschland","267","0.227230369522089","0.202500686756082","0.251960052288095"
"keinen Tag","2013","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","2013","Mecklenburg-Vorpommern","Ostdeutschland","174","0.276090172248832","0.240198584457647","0.311981760040016"
"keinen Tag","2013","Sachsen","Westdeutschland","","","",""
"keinen Tag","2013","Sachsen","Ostdeutschland","529","0.282105955113435","0.261105190702147","0.303106719524722"
"keinen Tag","2013","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","2013","Sachsen-Anhalt","Ostdeutschland","288","0.281830946449251","0.254798524349176","0.308863368549327"
"keinen Tag","2013","Thueringen","Westdeutschland","","","",""
"keinen Tag","2013","Thueringen","Ostdeutschland","292","0.280143752536531","0.252745579617712","0.30754192545535"
"Ja","2013","Schleswig-Holstein","Westdeutschland","828","0.787838728745777","0.763342009786309","0.812335447705244"
"Ja","2013","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","2013","Hamburg","Westdeutschland","419","0.823117953370662","0.791401573578058","0.854834333163267"
"Ja","2013","Hamburg","Ostdeutschland","","","",""
"Ja","2013","Niedersachsen","Westdeutschland","2138","0.775913878132813","0.760663868660842","0.791163887604784"
"Ja","2013","Niedersachsen","Ostdeutschland","","","",""
"Ja","2013","Bremen","Westdeutschland","179","0.839897192830816","0.79350392028671","0.886290465374921"
"Ja","2013","Bremen","Ostdeutschland","","","",""
"Ja","2013","Nordrhein-Westfalen","Westdeutschland","4539","0.74366437593402","0.732919690453679","0.754409061414362"
"Ja","2013","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","2013","Hessen","Westdeutschland","1690","0.788931685642144","0.7718176278459","0.806045743438387"
"Ja","2013","Hessen","Ostdeutschland","","","",""
"Ja","2013","Rheinland-Pfalz,Saarland","Westdeutschland","1238","0.749467423931992","0.729148059437758","0.769786788426226"
"Ja","2013","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","2013","Baden-Wuerttemberg","Westdeutschland","2716","0.744992068089182","0.731013732685346","0.758970403493017"
"Ja","2013","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","2013","Bayern","Westdeutschland","3400","0.733582293731581","0.72108497078792","0.746079616675241"
"Ja","2013","Bayern","Ostdeutschland","","","",""
"Ja","2013","Berlin","Westdeutschland","518","0.78600876421151","0.755228836795279","0.81678869162774"
"Ja","2013","Berlin","Ostdeutschland","347","0.742163105159855","0.70290664706002","0.781419563259689"
"Ja","2013","Brandenburg","Westdeutschland","","","",""
"Ja","2013","Brandenburg","Ostdeutschland","836","0.772769630477911","0.748039947711905","0.797499313243918"
"Ja","2013","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","2013","Mecklenburg-Vorpommern","Ostdeutschland","422","0.723909827751168","0.688018239959984","0.759801415542353"
"Ja","2013","Sachsen","Westdeutschland","","","",""
"Ja","2013","Sachsen","Ostdeutschland","1235","0.717894044886565","0.696893280475278","0.738894809297853"
"Ja","2013","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","2013","Sachsen-Anhalt","Ostdeutschland","776","0.718169053550749","0.691136631450674","0.745201475650824"
"Ja","2013","Thueringen","Westdeutschland","","","",""
"Ja","2013","Thueringen","Ostdeutschland","740","0.719856247463469","0.69245807454465","0.747254420382288"
"keinen Tag","2014","Schleswig-Holstein","Westdeutschland","274","0.216940577871528","0.190190907914893","0.243690247828164"
"keinen Tag","2014","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","2014","Hamburg","Westdeutschland","156","0.296355147859451","0.253392976657424","0.339317319061479"
"keinen Tag","2014","Hamburg","Ostdeutschland","","","",""
"keinen Tag","2014","Niedersachsen","Westdeutschland","777","0.270164347449357","0.253040062594415","0.287288632304299"
"keinen Tag","2014","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","2014","Bremen","Westdeutschland","80","0.236636835150005","0.179424860887186","0.293848809412824"
"keinen Tag","2014","Bremen","Ostdeutschland","","","",""
"keinen Tag","2014","Nordrhein-Westfalen","Westdeutschland","1807","0.292905133538257","0.280942879282925","0.30486738779359"
"keinen Tag","2014","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","2014","Hessen","Westdeutschland","520","0.261095921965872","0.241145488837445","0.281046355094299"
"keinen Tag","2014","Hessen","Ostdeutschland","","","",""
"keinen Tag","2014","Rheinland-Pfalz,Saarland","Westdeutschland","480","0.248150233454482","0.226626093223823","0.269674373685141"
"keinen Tag","2014","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","2014","Baden-Wuerttemberg","Westdeutschland","981","0.275454379543311","0.259936968291817","0.290971790794806"
"keinen Tag","2014","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","2014","Bayern","Westdeutschland","1371","0.281993134961166","0.268615270356949","0.295370999565384"
"keinen Tag","2014","Bayern","Ostdeutschland","","","",""
"keinen Tag","2014","Berlin","Westdeutschland","154","0.284855863352653","0.247507116633154","0.322204610072152"
"keinen Tag","2014","Berlin","Ostdeutschland","108","0.257773914033046","0.215588661326135","0.299959166739956"
"keinen Tag","2014","Brandenburg","Westdeutschland","","","",""
"keinen Tag","2014","Brandenburg","Ostdeutschland","268","0.261920728167152","0.234818253175671","0.289023203158632"
"keinen Tag","2014","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","2014","Mecklenburg-Vorpommern","Ostdeutschland","145","0.233424092278353","0.198199690111548","0.268648494445157"
"keinen Tag","2014","Sachsen","Westdeutschland","","","",""
"keinen Tag","2014","Sachsen","Ostdeutschland","470","0.291385295147777","0.269092191085032","0.313678399210522"
"keinen Tag","2014","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","2014","Sachsen-Anhalt","Ostdeutschland","273","0.267290299757525","0.239089586519486","0.295491012995564"
"keinen Tag","2014","Thueringen","Westdeutschland","","","",""
"keinen Tag","2014","Thueringen","Ostdeutschland","271","0.284792887239335","0.256507694311744","0.313078080166926"
"Ja","2014","Schleswig-Holstein","Westdeutschland","638","0.783059422128472","0.756309752171836","0.809809092085107"
"Ja","2014","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","2014","Hamburg","Westdeutschland","278","0.703644852140549","0.660682680938521","0.746607023342576"
"Ja","2014","Hamburg","Ostdeutschland","","","",""
"Ja","2014","Niedersachsen","Westdeutschland","1806","0.729835652550643","0.712711367695701","0.746959937405585"
"Ja","2014","Niedersachsen","Ostdeutschland","","","",""
"Ja","2014","Bremen","Westdeutschland","132","0.763363164849995","0.706151190587176","0.820575139112814"
"Ja","2014","Bremen","Ostdeutschland","","","",""
"Ja","2014","Nordrhein-Westfalen","Westdeutschland","3753","0.707094866461743","0.69513261220641","0.719057120717075"
"Ja","2014","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","2014","Hessen","Westdeutschland","1342","0.738904078034128","0.718953644905701","0.758854511162555"
"Ja","2014","Hessen","Ostdeutschland","","","",""
"Ja","2014","Rheinland-Pfalz,Saarland","Westdeutschland","1067","0.751849766545517","0.730325626314859","0.773373906776176"
"Ja","2014","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","2014","Baden-Wuerttemberg","Westdeutschland","2203","0.724545620456689","0.709028209205194","0.740063031708183"
"Ja","2014","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","2014","Bayern","Westdeutschland","2975","0.718006865038833","0.704629000434616","0.731384729643051"
"Ja","2014","Bayern","Ostdeutschland","","","",""
"Ja","2014","Berlin","Westdeutschland","407","0.715144136647347","0.677795389927848","0.752492883366846"
"Ja","2014","Berlin","Ostdeutschland","305","0.742226085966954","0.700040833260044","0.784411338673865"
"Ja","2014","Brandenburg","Westdeutschland","","","",""
"Ja","2014","Brandenburg","Ostdeutschland","743","0.738079271832848","0.710976796841368","0.765181746824329"
"Ja","2014","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","2014","Mecklenburg-Vorpommern","Ostdeutschland","409","0.766575907721647","0.731351505554843","0.801800309888452"
"Ja","2014","Sachsen","Westdeutschland","","","",""
"Ja","2014","Sachsen","Ostdeutschland","1126","0.708614704852223","0.686321600789478","0.730907808914968"
"Ja","2014","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","2014","Sachsen-Anhalt","Ostdeutschland","673","0.732709700242475","0.704508987004436","0.760910413480515"
"Ja","2014","Thueringen","Westdeutschland","","","",""
"Ja","2014","Thueringen","Ostdeutschland","707","0.715207112760665","0.686921919833074","0.743492305688256"
"keinen Tag","2015","Schleswig-Holstein","Westdeutschland","219","0.207156816055973","0.180576164414429","0.233737467697516"
"keinen Tag","2015","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","2015","Hamburg","Westdeutschland","118","0.21918967517825","0.181135441136382","0.257243909220119"
"keinen Tag","2015","Hamburg","Ostdeutschland","","","",""
"keinen Tag","2015","Niedersachsen","Westdeutschland","678","0.241061671704364","0.22456663777935","0.257556705629378"
"keinen Tag","2015","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","2015","Bremen","Westdeutschland","46","0.179367260610029","0.124082143464482","0.234652377755575"
"keinen Tag","2015","Bremen","Ostdeutschland","","","",""
"keinen Tag","2015","Nordrhein-Westfalen","Westdeutschland","1468","0.244760527725398","0.233406128615089","0.256114926835707"
"keinen Tag","2015","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","2015","Hessen","Westdeutschland","468","0.233765251032371","0.214526392775472","0.25300410928927"
"keinen Tag","2015","Hessen","Ostdeutschland","","","",""
"keinen Tag","2015","Rheinland-Pfalz,Saarland","Westdeutschland","431","0.236633095260831","0.215788184560485","0.257478005961177"
"keinen Tag","2015","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","2015","Baden-Wuerttemberg","Westdeutschland","897","0.276243701058008","0.260678281544146","0.291809120571869"
"keinen Tag","2015","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","2015","Bayern","Westdeutschland","1265","0.274614236974008","0.261311185038919","0.287917288909097"
"keinen Tag","2015","Bayern","Ostdeutschland","","","",""
"keinen Tag","2015","Berlin","Westdeutschland","121","0.206750670143628","0.172812943461667","0.240688396825588"
"keinen Tag","2015","Berlin","Ostdeutschland","104","0.233727766071041","0.193774144244462","0.273681387897619"
"keinen Tag","2015","Brandenburg","Westdeutschland","","","",""
"keinen Tag","2015","Brandenburg","Ostdeutschland","246","0.256730686607741","0.229560948052915","0.283900425162568"
"keinen Tag","2015","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","2015","Mecklenburg-Vorpommern","Ostdeutschland","144","0.306652864165587","0.268186828691775","0.345118899639398"
"keinen Tag","2015","Sachsen","Westdeutschland","","","",""
"keinen Tag","2015","Sachsen","Ostdeutschland","437","0.291644958745582","0.268658828875236","0.314631088615929"
"keinen Tag","2015","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","2015","Sachsen-Anhalt","Ostdeutschland","247","0.256705730786747","0.227959265193262","0.285452196380231"
"keinen Tag","2015","Thueringen","Westdeutschland","","","",""
"keinen Tag","2015","Thueringen","Ostdeutschland","262","0.261915650529963","0.234117230005445","0.289714071054482"
"Ja","2015","Schleswig-Holstein","Westdeutschland","674","0.792843183944027","0.766262532302484","0.819423835585571"
"Ja","2015","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","2015","Hamburg","Westdeutschland","336","0.78081032482175","0.742756090779881","0.818864558863618"
"Ja","2015","Hamburg","Ostdeutschland","","","",""
"Ja","2015","Niedersachsen","Westdeutschland","1905","0.758938328295636","0.742443294370622","0.77543336222065"
"Ja","2015","Niedersachsen","Ostdeutschland","","","",""
"Ja","2015","Bremen","Westdeutschland","139","0.820632739389971","0.765347622244425","0.875917856535517"
"Ja","2015","Bremen","Ostdeutschland","","","",""
"Ja","2015","Nordrhein-Westfalen","Westdeutschland","4040","0.755239472274602","0.743885073164293","0.766593871384911"
"Ja","2015","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","2015","Hessen","Westdeutschland","1391","0.766234748967629","0.74699589071073","0.785473607224528"
"Ja","2015","Hessen","Ostdeutschland","","","",""
"Ja","2015","Rheinland-Pfalz,Saarland","Westdeutschland","1166","0.763366904739169","0.742521994038823","0.784211815439515"
"Ja","2015","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","2015","Baden-Wuerttemberg","Westdeutschland","2273","0.723756298941992","0.708190879428131","0.739321718455854"
"Ja","2015","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","2015","Bayern","Westdeutschland","3059","0.725385763025992","0.712082711090903","0.738688814961081"
"Ja","2015","Bayern","Ostdeutschland","","","",""
"Ja","2015","Berlin","Westdeutschland","426","0.793249329856372","0.759311603174412","0.827187056538333"
"Ja","2015","Berlin","Ostdeutschland","327","0.766272233928959","0.726318612102381","0.806225855755538"
"Ja","2015","Brandenburg","Westdeutschland","","","",""
"Ja","2015","Brandenburg","Ostdeutschland","747","0.743269313392259","0.716099574837432","0.770439051947085"
"Ja","2015","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","2015","Mecklenburg-Vorpommern","Ostdeutschland","408","0.693347135834414","0.654881100360602","0.731813171308225"
"Ja","2015","Sachsen","Westdeutschland","","","",""
"Ja","2015","Sachsen","Ostdeutschland","1065","0.708355041254418","0.685368911384071","0.731341171124764"
"Ja","2015","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","2015","Sachsen-Anhalt","Ostdeutschland","640","0.743294269213253","0.714547803619769","0.772040734806738"
"Ja","2015","Thueringen","Westdeutschland","","","",""
"Ja","2015","Thueringen","Ostdeutschland","699","0.738084349470037","0.710285928945518","0.765882769994555"
"keinen Tag","2016","Schleswig-Holstein","Westdeutschland","211","0.219838203254624","0.19138836435997","0.248288042149278"
"keinen Tag","2016","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","2016","Hamburg","Westdeutschland","121","0.19961235433742","0.161476299599577","0.237748409075262"
"keinen Tag","2016","Hamburg","Ostdeutschland","","","",""
"keinen Tag","2016","Niedersachsen","Westdeutschland","592","0.227330831981875","0.210364215249477","0.244297448714274"
"keinen Tag","2016","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","2016","Bremen","Westdeutschland","34","0.14871019066704","0.0961446858426988","0.20127569549138"
"keinen Tag","2016","Bremen","Ostdeutschland","","","",""
"keinen Tag","2016","Nordrhein-Westfalen","Westdeutschland","1321","0.264252830902906","0.252058987143105","0.276446674662706"
"keinen Tag","2016","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","2016","Hessen","Westdeutschland","404","0.233672197557533","0.212956853905","0.254387541210065"
"keinen Tag","2016","Hessen","Ostdeutschland","","","",""
"keinen Tag","2016","Rheinland-Pfalz,Saarland","Westdeutschland","453","0.265632828291899","0.243085408552423","0.288180248031376"
"keinen Tag","2016","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","2016","Baden-Wuerttemberg","Westdeutschland","787","0.283304596659645","0.266635156868562","0.299974036450727"
"keinen Tag","2016","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","2016","Bayern","Westdeutschland","1071","0.26478055461001","0.250839934404573","0.278721174815447"
"keinen Tag","2016","Bayern","Ostdeutschland","","","",""
"keinen Tag","2016","Berlin","Westdeutschland","111","0.192806946767547","0.158602096986606","0.227011796548489"
"keinen Tag","2016","Berlin","Ostdeutschland","80","0.226416486378945","0.184773692978257","0.268059279779632"
"keinen Tag","2016","Brandenburg","Westdeutschland","","","",""
"keinen Tag","2016","Brandenburg","Ostdeutschland","211","0.244040790732417","0.216346356448963","0.271735225015871"
"keinen Tag","2016","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","2016","Mecklenburg-Vorpommern","Ostdeutschland","132","0.299081548856847","0.259383770941949","0.338779326771745"
"keinen Tag","2016","Sachsen","Westdeutschland","","","",""
"keinen Tag","2016","Sachsen","Ostdeutschland","395","0.262200539310408","0.239243044663179","0.285158033957637"
"keinen Tag","2016","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","2016","Sachsen-Anhalt","Ostdeutschland","216","0.264058441468389","0.233848969722909","0.294267913213869"
"keinen Tag","2016","Thueringen","Westdeutschland","","","",""
"keinen Tag","2016","Thueringen","Ostdeutschland","228","0.281222356729274","0.251717883460259","0.310726829998289"
"Ja","2016","Schleswig-Holstein","Westdeutschland","603","0.780161796745376","0.751711957850722","0.80861163564003"
"Ja","2016","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","2016","Hamburg","Westdeutschland","301","0.80038764566258","0.762251590924738","0.838523700400423"
"Ja","2016","Hamburg","Ostdeutschland","","","",""
"Ja","2016","Niedersachsen","Westdeutschland","1752","0.772669168018125","0.755702551285726","0.789635784750523"
"Ja","2016","Niedersachsen","Ostdeutschland","","","",""
"Ja","2016","Bremen","Westdeutschland","142","0.85128980933296","0.79872430450862","0.903855314157301"
"Ja","2016","Bremen","Ostdeutschland","","","",""
"Ja","2016","Nordrhein-Westfalen","Westdeutschland","3702","0.735747169097094","0.723553325337294","0.747941012856895"
"Ja","2016","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","2016","Hessen","Westdeutschland","1199","0.766327802442467","0.745612458789935","0.787043146095"
"Ja","2016","Hessen","Ostdeutschland","","","",""
"Ja","2016","Rheinland-Pfalz,Saarland","Westdeutschland","1021","0.734367171708101","0.711819751968624","0.756914591447577"
"Ja","2016","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","2016","Baden-Wuerttemberg","Westdeutschland","2020","0.716695403340355","0.700025963549273","0.733364843131438"
"Ja","2016","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","2016","Bayern","Westdeutschland","2777","0.73521944538999","0.721278825184553","0.749160065595427"
"Ja","2016","Bayern","Ostdeutschland","","","",""
"Ja","2016","Berlin","Westdeutschland","400","0.807193053232453","0.772988203451511","0.841397903013394"
"Ja","2016","Berlin","Ostdeutschland","308","0.773583513621055","0.731940720220368","0.815226307021742"
"Ja","2016","Brandenburg","Westdeutschland","","","",""
"Ja","2016","Brandenburg","Ostdeutschland","713","0.755959209267583","0.728264774984129","0.783653643551037"
"Ja","2016","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","2016","Mecklenburg-Vorpommern","Ostdeutschland","379","0.700918451143153","0.661220673228255","0.740616229058051"
"Ja","2016","Sachsen","Westdeutschland","","","",""
"Ja","2016","Sachsen","Ostdeutschland","1015","0.737799460689592","0.714841966042363","0.760756955336821"
"Ja","2016","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","2016","Sachsen-Anhalt","Ostdeutschland","602","0.735941558531611","0.705732086786131","0.766151030277091"
"Ja","2016","Thueringen","Westdeutschland","","","",""
"Ja","2016","Thueringen","Ostdeutschland","664","0.718777643270726","0.689273170001711","0.748282116539741"
"keinen Tag","2017","Schleswig-Holstein","Westdeutschland","203","0.178605223179961","0.154171753693283","0.203038692666639"
"keinen Tag","2017","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","2017","Hamburg","Westdeutschland","114","0.197639275905403","0.161248557184437","0.234029994626369"
"keinen Tag","2017","Hamburg","Ostdeutschland","","","",""
"keinen Tag","2017","Niedersachsen","Westdeutschland","602","0.200108971699673","0.184933536544067","0.215284406855279"
"keinen Tag","2017","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","2017","Bremen","Westdeutschland","59","0.221905093076812","0.166490884275135","0.27731930187849"
"keinen Tag","2017","Bremen","Ostdeutschland","","","",""
"keinen Tag","2017","Nordrhein-Westfalen","Westdeutschland","1379","0.254550992118282","0.242996572457397","0.266105411779168"
"keinen Tag","2017","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","2017","Hessen","Westdeutschland","399","0.212002004409762","0.192966194892971","0.231037813926554"
"keinen Tag","2017","Hessen","Ostdeutschland","","","",""
"keinen Tag","2017","Rheinland-Pfalz,Saarland","Westdeutschland","409","0.245725570891391","0.22397504760953","0.267476094173251"
"keinen Tag","2017","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","2017","Baden-Wuerttemberg","Westdeutschland","813","0.271315869570803","0.255378385966687","0.287253353174918"
"keinen Tag","2017","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","2017","Bayern","Westdeutschland","1166","0.27215535011421","0.258637098809678","0.285673601418742"
"keinen Tag","2017","Bayern","Ostdeutschland","","","",""
"keinen Tag","2017","Berlin","Westdeutschland","122","0.218430255864183","0.184055322410239","0.252805189318126"
"keinen Tag","2017","Berlin","Ostdeutschland","91","0.208215663566179","0.169613310579728","0.246818016552629"
"keinen Tag","2017","Brandenburg","Westdeutschland","","","",""
"keinen Tag","2017","Brandenburg","Ostdeutschland","228","0.199699618407788","0.175201913234884","0.224197323580692"
"keinen Tag","2017","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","2017","Mecklenburg-Vorpommern","Ostdeutschland","121","0.239409613384914","0.204129811160734","0.274689415609095"
"keinen Tag","2017","Sachsen","Westdeutschland","","","",""
"keinen Tag","2017","Sachsen","Ostdeutschland","412","0.249511343279402","0.228497535163566","0.270525151395239"
"keinen Tag","2017","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","2017","Sachsen-Anhalt","Ostdeutschland","230","0.22644731110926","0.199103731374637","0.253790890843882"
"keinen Tag","2017","Thueringen","Westdeutschland","","","",""
"keinen Tag","2017","Thueringen","Ostdeutschland","265","0.276398817792849","0.248167750416616","0.304629885169082"
"Ja","2017","Schleswig-Holstein","Westdeutschland","741","0.821394776820039","0.796961307333361","0.845828246306717"
"Ja","2017","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","2017","Hamburg","Westdeutschland","346","0.802360724094597","0.765970005373631","0.838751442815563"
"Ja","2017","Hamburg","Ostdeutschland","","","",""
"Ja","2017","Niedersachsen","Westdeutschland","2068","0.799891028300327","0.784715593144721","0.815066463455933"
"Ja","2017","Niedersachsen","Ostdeutschland","","","",""
"Ja","2017","Bremen","Westdeutschland","157","0.778094906923188","0.72268069812151","0.833509115724865"
"Ja","2017","Bremen","Ostdeutschland","","","",""
"Ja","2017","Nordrhein-Westfalen","Westdeutschland","4081","0.745449007881718","0.733894588220832","0.757003427542603"
"Ja","2017","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","2017","Hessen","Westdeutschland","1372","0.787997995590238","0.768962186073446","0.807033805107029"
"Ja","2017","Hessen","Ostdeutschland","","","",""
"Ja","2017","Rheinland-Pfalz,Saarland","Westdeutschland","1096","0.754274429108609","0.732523905826749","0.77602495239047"
"Ja","2017","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","2017","Baden-Wuerttemberg","Westdeutschland","2177","0.728684130429197","0.712746646825082","0.744621614033313"
"Ja","2017","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","2017","Bayern","Westdeutschland","2998","0.72784464988579","0.714326398581258","0.741362901190322"
