"ple0044_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Ja","1994","Brandenburg","Westdeutschland","","","",""
"Ja","1994","Brandenburg","Ostdeutschland","415","0.706063485796191","0.669762447279749","0.742364524312633"
"Ja","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","1994","Mecklenburg-Vorpommern","Ostdeutschland","272","0.703662326058911","0.659461361540841","0.74786329057698"
"Ja","1994","Sachsen","Westdeutschland","","","",""
"Ja","1994","Sachsen","Ostdeutschland","752","0.717880233630983","0.691524091847106","0.744236375414859"
"Ja","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","1994","Sachsen-Anhalt","Ostdeutschland","450","0.69714210184993","0.662980691163943","0.731303512535917"
"Ja","1994","Thueringen","Westdeutschland","","","",""
"Ja","1994","Thueringen","Ostdeutschland","423","0.688768205709617","0.653551998928552","0.723984412490682"
"keinen Tag","1995","Schleswig-Holstein","Westdeutschland","76","0.23887860592857","0.18857383882335","0.289183373033789"
"keinen Tag","1995","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","1995","Hamburg","Westdeutschland","32","0.230562940049646","0.158436625081213","0.302689255018079"
"keinen Tag","1995","Hamburg","Ostdeutschland","","","",""
"keinen Tag","1995","Niedersachsen","Westdeutschland","279","0.27269335893675","0.245187233889141","0.300199483984359"
"keinen Tag","1995","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","1995","Bremen","Westdeutschland","","","",""
"keinen Tag","1995","Bremen","Ostdeutschland","","","",""
"keinen Tag","1995","Nordrhein-Westfalen","Westdeutschland","747","0.276592477913784","0.259005282579287","0.294179673248281"
"keinen Tag","1995","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","1995","Hessen","Westdeutschland","257","0.243228018458247","0.215413962999579","0.271042073916915"
"keinen Tag","1995","Hessen","Ostdeutschland","","","",""
"keinen Tag","1995","Rheinland-Pfalz,Saarland","Westdeutschland","176","0.230128349363412","0.198676361677784","0.26158033704904"
"keinen Tag","1995","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","1995","Baden-Wuerttemberg","Westdeutschland","485","0.27921599771306","0.258155330984452","0.300276664441667"
"keinen Tag","1995","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","1995","Bayern","Westdeutschland","502","0.287524561126111","0.265558937700193","0.309490184552028"
"keinen Tag","1995","Bayern","Ostdeutschland","","","",""
"keinen Tag","1995","Berlin","Westdeutschland","81","0.241711368996121","0.193743194704678","0.289679543287564"
"keinen Tag","1995","Berlin","Ostdeutschland","73","0.305381055616009","0.246744523699832","0.364017587532185"
"keinen Tag","1995","Brandenburg","Westdeutschland","","","",""
"keinen Tag","1995","Brandenburg","Ostdeutschland","207","0.333024119274425","0.294569094697954","0.371479143850895"
"keinen Tag","1995","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","1995","Mecklenburg-Vorpommern","Ostdeutschland","139","0.317997245234192","0.272698119784456","0.363296370683928"
"keinen Tag","1995","Sachsen","Westdeutschland","","","",""
"keinen Tag","1995","Sachsen","Ostdeutschland","365","0.294321115536941","0.266963152377514","0.321679078696367"
"keinen Tag","1995","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","1995","Sachsen-Anhalt","Ostdeutschland","231","0.299509156025201","0.264954825127326","0.334063486923076"
"keinen Tag","1995","Thueringen","Westdeutschland","","","",""
"keinen Tag","1995","Thueringen","Ostdeutschland","220","0.299502478583177","0.264043796639004","0.334961160527351"
"Ja","1995","Schleswig-Holstein","Westdeutschland","200","0.76112139407143","0.710816626966211","0.81142616117665"
"Ja","1995","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","1995","Hamburg","Westdeutschland","99","0.769437059950354","0.697310744981921","0.841563374918787"
"Ja","1995","Hamburg","Ostdeutschland","","","",""
"Ja","1995","Niedersachsen","Westdeutschland","728","0.72730664106325","0.699800516015641","0.754812766110859"
"Ja","1995","Niedersachsen","Ostdeutschland","","","",""
"Ja","1995","Bremen","Westdeutschland","75","0.882557752662281","0.816410602423971","0.94870490290059"
"Ja","1995","Bremen","Ostdeutschland","","","",""
"Ja","1995","Nordrhein-Westfalen","Westdeutschland","1738","0.723407522086216","0.705820326751719","0.740994717420713"
"Ja","1995","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","1995","Hessen","Westdeutschland","657","0.756771981541753","0.728957926083085","0.784586037000421"
"Ja","1995","Hessen","Ostdeutschland","","","",""
"Ja","1995","Rheinland-Pfalz,Saarland","Westdeutschland","512","0.769871650636588","0.73841966295096","0.801323638322216"
"Ja","1995","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","1995","Baden-Wuerttemberg","Westdeutschland","1258","0.72078400228694","0.699723335558333","0.741844669015547"
"Ja","1995","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","1995","Bayern","Westdeutschland","1129","0.712475438873889","0.690509815447972","0.734441062299807"
"Ja","1995","Bayern","Ostdeutschland","","","",""
"Ja","1995","Berlin","Westdeutschland","225","0.758288631003879","0.710320456712436","0.806256805295323"
"Ja","1995","Berlin","Ostdeutschland","164","0.694618944383991","0.635982412467815","0.753255476300168"
"Ja","1995","Brandenburg","Westdeutschland","","","",""
"Ja","1995","Brandenburg","Ostdeutschland","370","0.666975880725575","0.628520856149105","0.705430905302046"
"Ja","1995","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","1995","Mecklenburg-Vorpommern","Ostdeutschland","267","0.682002754765808","0.636703629316072","0.727301880215544"
"Ja","1995","Sachsen","Westdeutschland","","","",""
"Ja","1995","Sachsen","Ostdeutschland","701","0.705678884463059","0.678320921303633","0.733036847622486"
"Ja","1995","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","1995","Sachsen-Anhalt","Ostdeutschland","444","0.700490843974799","0.665936513076925","0.735045174872674"
"Ja","1995","Thueringen","Westdeutschland","","","",""
"Ja","1995","Thueringen","Ostdeutschland","421","0.700497521416823","0.665038839472649","0.735956203360996"
"keinen Tag","1996","Schleswig-Holstein","Westdeutschland","87","0.279118760470644","0.225613980238368","0.332623540702919"
"keinen Tag","1996","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","1996","Hamburg","Westdeutschland","","","",""
"keinen Tag","1996","Hamburg","Ostdeutschland","","","",""
"keinen Tag","1996","Niedersachsen","Westdeutschland","284","0.283265436029573","0.255296465666958","0.311234406392189"
"keinen Tag","1996","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","1996","Bremen","Westdeutschland","","","",""
"keinen Tag","1996","Bremen","Ostdeutschland","","","",""
"keinen Tag","1996","Nordrhein-Westfalen","Westdeutschland","742","0.281053198515807","0.263347404197553","0.29875899283406"
"keinen Tag","1996","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","1996","Hessen","Westdeutschland","245","0.260687034089751","0.231515293588067","0.289858774591436"
"keinen Tag","1996","Hessen","Ostdeutschland","","","",""
"keinen Tag","1996","Rheinland-Pfalz,Saarland","Westdeutschland","201","0.265918886170246","0.232563593189897","0.299274179150594"
"keinen Tag","1996","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","1996","Baden-Wuerttemberg","Westdeutschland","425","0.258776294262425","0.237669745117611","0.279882843407239"
"keinen Tag","1996","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","1996","Bayern","Westdeutschland","473","0.275204364289654","0.253368238077372","0.297040490501937"
"keinen Tag","1996","Bayern","Ostdeutschland","","","",""
"keinen Tag","1996","Berlin","Westdeutschland","67","0.23137549991803","0.182155757824917","0.280595242011144"
"keinen Tag","1996","Berlin","Ostdeutschland","63","0.227176524068475","0.173831268977518","0.280521779159433"
"keinen Tag","1996","Brandenburg","Westdeutschland","","","",""
"keinen Tag","1996","Brandenburg","Ostdeutschland","186","0.293830841241884","0.256598767075318","0.33106291540845"
"keinen Tag","1996","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","1996","Mecklenburg-Vorpommern","Ostdeutschland","112","0.281086495964566","0.235829388052013","0.32634360387712"
"keinen Tag","1996","Sachsen","Westdeutschland","","","",""
"keinen Tag","1996","Sachsen","Ostdeutschland","348","0.289687421337713","0.262431124599109","0.316943718076317"
"keinen Tag","1996","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","1996","Sachsen-Anhalt","Ostdeutschland","192","0.264356359776034","0.23008367259224","0.298629046959827"
"keinen Tag","1996","Thueringen","Westdeutschland","","","",""
"keinen Tag","1996","Thueringen","Ostdeutschland","183","0.243352428934949","0.209630099828399","0.2770747580415"
"Ja","1996","Schleswig-Holstein","Westdeutschland","183","0.720881239529356","0.667376459297081","0.774386019761632"
"Ja","1996","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","1996","Hamburg","Westdeutschland","95","0.835039626340278","0.767788661640328","0.902290591040228"
"Ja","1996","Hamburg","Ostdeutschland","","","",""
"Ja","1996","Niedersachsen","Westdeutschland","713","0.716734563970427","0.688765593607811","0.744703534333042"
"Ja","1996","Niedersachsen","Ostdeutschland","","","",""
"Ja","1996","Bremen","Westdeutschland","66","0.773173216771865","0.687130728271713","0.859215705272017"
"Ja","1996","Bremen","Ostdeutschland","","","",""
"Ja","1996","Nordrhein-Westfalen","Westdeutschland","1734","0.718946801484193","0.70124100716594","0.736652595802447"
"Ja","1996","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","1996","Hessen","Westdeutschland","625","0.739312965910249","0.710141225408564","0.768484706411934"
"Ja","1996","Hessen","Ostdeutschland","","","",""
"Ja","1996","Rheinland-Pfalz,Saarland","Westdeutschland","473","0.734081113829754","0.700725820849406","0.767436406810103"
"Ja","1996","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","1996","Baden-Wuerttemberg","Westdeutschland","1229","0.741223705737575","0.720117156592761","0.762330254882389"
"Ja","1996","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","1996","Bayern","Westdeutschland","1134","0.724795635710346","0.702959509498063","0.746631761922628"
"Ja","1996","Bayern","Ostdeutschland","","","",""
"Ja","1996","Berlin","Westdeutschland","215","0.76862450008197","0.719404757988856","0.817844242175083"
"Ja","1996","Berlin","Ostdeutschland","174","0.772823475931525","0.719478220840567","0.826168731022482"
"Ja","1996","Brandenburg","Westdeutschland","","","",""
"Ja","1996","Brandenburg","Ostdeutschland","389","0.706169158758116","0.66893708459155","0.743401232924682"
"Ja","1996","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","1996","Mecklenburg-Vorpommern","Ostdeutschland","267","0.718913504035434","0.67365639612288","0.764170611947987"
"Ja","1996","Sachsen","Westdeutschland","","","",""
"Ja","1996","Sachsen","Ostdeutschland","716","0.710312578662287","0.683056281923683","0.737568875400891"
"Ja","1996","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","1996","Sachsen-Anhalt","Ostdeutschland","444","0.735643640223966","0.701370953040172","0.76991632740776"
"Ja","1996","Thueringen","Westdeutschland","","","",""
"Ja","1996","Thueringen","Ostdeutschland","439","0.756647571065051","0.7229252419585","0.790369900171602"
"keinen Tag","1997","Schleswig-Holstein","Westdeutschland","75","0.285036778098292","0.230164408104985","0.339909148091599"
"keinen Tag","1997","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","1997","Hamburg","Westdeutschland","30","0.191174268829976","0.119615757877506","0.262732779782447"
"keinen Tag","1997","Hamburg","Ostdeutschland","","","",""
"keinen Tag","1997","Niedersachsen","Westdeutschland","289","0.275273556956344","0.247534753525557","0.303012360387131"
"keinen Tag","1997","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","1997","Bremen","Westdeutschland","","","",""
"keinen Tag","1997","Bremen","Ostdeutschland","","","",""
"keinen Tag","1997","Nordrhein-Westfalen","Westdeutschland","719","0.278917030419153","0.261030765492501","0.296803295345805"
"keinen Tag","1997","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","1997","Hessen","Westdeutschland","215","0.219629720735314","0.191154572640735","0.248104868829893"
"keinen Tag","1997","Hessen","Ostdeutschland","","","",""
"keinen Tag","1997","Rheinland-Pfalz,Saarland","Westdeutschland","168","0.222918907434201","0.191931296274764","0.253906518593637"
"keinen Tag","1997","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","1997","Baden-Wuerttemberg","Westdeutschland","418","0.254101730799192","0.233069914156229","0.275133547442155"
"keinen Tag","1997","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","1997","Bayern","Westdeutschland","491","0.292508327944023","0.269897697174362","0.315118958713684"
"keinen Tag","1997","Bayern","Ostdeutschland","","","",""
"keinen Tag","1997","Berlin","Westdeutschland","73","0.263824067343322","0.210561974151037","0.317086160535607"
"keinen Tag","1997","Berlin","Ostdeutschland","64","0.228975807899829","0.174316520567448","0.28363509523221"
"keinen Tag","1997","Brandenburg","Westdeutschland","","","",""
"keinen Tag","1997","Brandenburg","Ostdeutschland","173","0.251794407050044","0.216067939599443","0.287520874500646"
"keinen Tag","1997","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","1997","Mecklenburg-Vorpommern","Ostdeutschland","125","0.295917335703761","0.249841370069742","0.34199330133778"
"keinen Tag","1997","Sachsen","Westdeutschland","","","",""
"keinen Tag","1997","Sachsen","Ostdeutschland","345","0.29841408824909","0.27064535760664","0.32618281889154"
"keinen Tag","1997","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","1997","Sachsen-Anhalt","Ostdeutschland","209","0.290269500093598","0.25482692621788","0.325712073969317"
"keinen Tag","1997","Thueringen","Westdeutschland","","","",""
"keinen Tag","1997","Thueringen","Ostdeutschland","199","0.265596698429679","0.230971941864408","0.30022145499495"
"Ja","1997","Schleswig-Holstein","Westdeutschland","185","0.714963221901708","0.660090851908401","0.769835591895015"
"Ja","1997","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","1997","Hamburg","Westdeutschland","86","0.808825731170024","0.737267220217553","0.880384242122494"
"Ja","1997","Hamburg","Ostdeutschland","","","",""
"Ja","1997","Niedersachsen","Westdeutschland","707","0.724726443043656","0.696987639612869","0.752465246474443"
"Ja","1997","Niedersachsen","Ostdeutschland","","","",""
"Ja","1997","Bremen","Westdeutschland","65","0.761570567920567","0.67449642960733","0.848644706233805"
"Ja","1997","Bremen","Ostdeutschland","","","",""
"Ja","1997","Nordrhein-Westfalen","Westdeutschland","1696","0.721082969580847","0.703196704654194","0.738969234507499"
"Ja","1997","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","1997","Hessen","Westdeutschland","597","0.780370279264686","0.751895131170106","0.808845427359265"
"Ja","1997","Hessen","Ostdeutschland","","","",""
"Ja","1997","Rheinland-Pfalz,Saarland","Westdeutschland","525","0.777081092565799","0.746093481406363","0.808068703725236"
"Ja","1997","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","1997","Baden-Wuerttemberg","Westdeutschland","1228","0.745898269200808","0.724866452557845","0.766930085843771"
"Ja","1997","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","1997","Bayern","Westdeutschland","1064","0.707491672055977","0.684881041286316","0.730102302825638"
"Ja","1997","Bayern","Ostdeutschland","","","",""
"Ja","1997","Berlin","Westdeutschland","190","0.736175932656678","0.682913839464393","0.789438025848963"
"Ja","1997","Berlin","Ostdeutschland","163","0.771024192100171","0.71636490476779","0.825683479432552"
"Ja","1997","Brandenburg","Westdeutschland","","","",""
"Ja","1997","Brandenburg","Ostdeutschland","394","0.748205592949956","0.712479125499354","0.783932060400557"
"Ja","1997","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","1997","Mecklenburg-Vorpommern","Ostdeutschland","252","0.704082664296239","0.65800669866222","0.750158629930258"
"Ja","1997","Sachsen","Westdeutschland","","","",""
"Ja","1997","Sachsen","Ostdeutschland","698","0.70158591175091","0.67381718110846","0.72935464239336"
"Ja","1997","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","1997","Sachsen-Anhalt","Ostdeutschland","421","0.709730499906402","0.674287926030683","0.74517307378212"
"Ja","1997","Thueringen","Westdeutschland","","","",""
"Ja","1997","Thueringen","Ostdeutschland","426","0.734403301570321","0.69977854500505","0.769028058135592"
"keinen Tag","1998","Schleswig-Holstein","Westdeutschland","107","0.263927882952748","0.216799637379458","0.311056128526037"
"keinen Tag","1998","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","1998","Hamburg","Westdeutschland","36","0.193259159524824","0.130487535924599","0.256030783125048"
"keinen Tag","1998","Hamburg","Ostdeutschland","","","",""
"keinen Tag","1998","Niedersachsen","Westdeutschland","344","0.2742398619251","0.248319634581614","0.300160089268586"
"keinen Tag","1998","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","1998","Bremen","Westdeutschland","31","0.24192991560697","0.157141890569953","0.326717940643987"
"keinen Tag","1998","Bremen","Ostdeutschland","","","",""
"keinen Tag","1998","Nordrhein-Westfalen","Westdeutschland","860","0.29971575847064","0.282467096496438","0.316964420444842"
"keinen Tag","1998","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","1998","Hessen","Westdeutschland","237","0.251281206909455","0.223130452133355","0.279431961685554"
"keinen Tag","1998","Hessen","Ostdeutschland","","","",""
"keinen Tag","1998","Rheinland-Pfalz,Saarland","Westdeutschland","187","0.221516899502068","0.192147470189857","0.250886328814278"
"keinen Tag","1998","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","1998","Baden-Wuerttemberg","Westdeutschland","407","0.228595875675531","0.208859224132963","0.248332527218099"
"keinen Tag","1998","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","1998","Bayern","Westdeutschland","550","0.281664558255733","0.260861620302149","0.302467496209317"
"keinen Tag","1998","Bayern","Ostdeutschland","","","",""
"keinen Tag","1998","Berlin","Westdeutschland","91","0.300393674535089","0.246888499110863","0.353898849959316"
"keinen Tag","1998","Berlin","Ostdeutschland","74","0.299564231466714","0.239577773615328","0.3595506893181"
"keinen Tag","1998","Brandenburg","Westdeutschland","","","",""
"keinen Tag","1998","Brandenburg","Ostdeutschland","183","0.287575886969591","0.251145290365779","0.324006483573403"
"keinen Tag","1998","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","1998","Mecklenburg-Vorpommern","Ostdeutschland","129","0.302830600254109","0.257111122035794","0.348550078472423"
"keinen Tag","1998","Sachsen","Westdeutschland","","","",""
"keinen Tag","1998","Sachsen","Ostdeutschland","391","0.311687590537165","0.284693459972834","0.338681721101496"
"keinen Tag","1998","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","1998","Sachsen-Anhalt","Ostdeutschland","205","0.272817189445429","0.238680855041908","0.30695352384895"
"keinen Tag","1998","Thueringen","Westdeutschland","","","",""
"keinen Tag","1998","Thueringen","Ostdeutschland","215","0.260600661201445","0.228012565161257","0.293188757241633"
"Ja","1998","Schleswig-Holstein","Westdeutschland","229","0.736072117047252","0.688943871473963","0.783200362620542"
"Ja","1998","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","1998","Hamburg","Westdeutschland","116","0.806740840475176","0.743969216874952","0.869512464075401"
"Ja","1998","Hamburg","Ostdeutschland","","","",""
"Ja","1998","Niedersachsen","Westdeutschland","794","0.7257601380749","0.699839910731414","0.751680365418386"
"Ja","1998","Niedersachsen","Ostdeutschland","","","",""
"Ja","1998","Bremen","Westdeutschland","67","0.75807008439303","0.673282059356013","0.842858109430047"
"Ja","1998","Bremen","Ostdeutschland","","","",""
"Ja","1998","Nordrhein-Westfalen","Westdeutschland","1850","0.70028424152936","0.683035579555158","0.717532903503562"
"Ja","1998","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","1998","Hessen","Westdeutschland","675","0.748718793090545","0.720568038314446","0.776869547866645"
"Ja","1998","Hessen","Ostdeutschland","","","",""
"Ja","1998","Rheinland-Pfalz,Saarland","Westdeutschland","581","0.778483100497932","0.749113671185721","0.807852529810143"
"Ja","1998","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","1998","Baden-Wuerttemberg","Westdeutschland","1332","0.771404124324469","0.751667472781901","0.791140775867037"
"Ja","1998","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","1998","Bayern","Westdeutschland","1246","0.718335441744267","0.697532503790683","0.739138379697851"
"Ja","1998","Bayern","Ostdeutschland","","","",""
"Ja","1998","Berlin","Westdeutschland","191","0.699606325464911","0.646101150040684","0.753111500889137"
"Ja","1998","Berlin","Ostdeutschland","150","0.700435768533286","0.6404493106819","0.760422226384672"
"Ja","1998","Brandenburg","Westdeutschland","","","",""
"Ja","1998","Brandenburg","Ostdeutschland","410","0.712424113030409","0.675993516426597","0.748854709634221"
"Ja","1998","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","1998","Mecklenburg-Vorpommern","Ostdeutschland","259","0.697169399745892","0.651449921527577","0.742888877964206"
"Ja","1998","Sachsen","Westdeutschland","","","",""
"Ja","1998","Sachsen","Ostdeutschland","740","0.688312409462835","0.661318278898504","0.715306540027166"
"Ja","1998","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","1998","Sachsen-Anhalt","Ostdeutschland","449","0.727182810554571","0.69304647615105","0.761319144958092"
"Ja","1998","Thueringen","Westdeutschland","","","",""
"Ja","1998","Thueringen","Ostdeutschland","482","0.739399338798555","0.706811242758367","0.771987434838743"
"keinen Tag","1999","Schleswig-Holstein","Westdeutschland","115","0.327851271693142","0.275254570720919","0.380447972665366"
"keinen Tag","1999","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","1999","Hamburg","Westdeutschland","31","0.214188024149692","0.141685613096492","0.286690435202892"
"keinen Tag","1999","Hamburg","Ostdeutschland","","","",""
"keinen Tag","1999","Niedersachsen","Westdeutschland","368","0.309240994970485","0.282039415230802","0.336442574710169"
"keinen Tag","1999","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","1999","Bremen","Westdeutschland","","","",""
"keinen Tag","1999","Bremen","Ostdeutschland","","","",""
"keinen Tag","1999","Nordrhein-Westfalen","Westdeutschland","828","0.299025766133414","0.281420854445362","0.316630677821467"
"keinen Tag","1999","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","1999","Hessen","Westdeutschland","251","0.267057540156527","0.237608177162526","0.296506903150529"
"keinen Tag","1999","Hessen","Ostdeutschland","","","",""
"keinen Tag","1999","Rheinland-Pfalz,Saarland","Westdeutschland","183","0.228209125665251","0.198073079134076","0.258345172196425"
"keinen Tag","1999","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","1999","Baden-Wuerttemberg","Westdeutschland","438","0.252082613982226","0.231201121505218","0.272964106459234"
"keinen Tag","1999","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","1999","Bayern","Westdeutschland","543","0.298755989016283","0.277061824540212","0.320450153492355"
"keinen Tag","1999","Bayern","Ostdeutschland","","","",""
"keinen Tag","1999","Berlin","Westdeutschland","96","0.316374281709456","0.261106323385561","0.37164224003335"
"keinen Tag","1999","Berlin","Ostdeutschland","63","0.280685238186327","0.221309909947206","0.340060566425448"
"keinen Tag","1999","Brandenburg","Westdeutschland","","","",""
"keinen Tag","1999","Brandenburg","Ostdeutschland","177","0.301363580529868","0.263661705279815","0.33906545577992"
"keinen Tag","1999","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","1999","Mecklenburg-Vorpommern","Ostdeutschland","130","0.315340793856485","0.2684994339064","0.36218215380657"
"keinen Tag","1999","Sachsen","Westdeutschland","","","",""
"keinen Tag","1999","Sachsen","Ostdeutschland","389","0.321038170204635","0.293473150373094","0.348603190036176"
"keinen Tag","1999","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","1999","Sachsen-Anhalt","Ostdeutschland","221","0.296485267324677","0.261929146160723","0.331041388488631"
"keinen Tag","1999","Thueringen","Westdeutschland","","","",""
"keinen Tag","1999","Thueringen","Ostdeutschland","205","0.250295072795208","0.217831869392616","0.282758276197801"
"Ja","1999","Schleswig-Holstein","Westdeutschland","191","0.672148728306858","0.619552027334634","0.724745429279081"
"Ja","1999","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","1999","Hamburg","Westdeutschland","92","0.785811975850308","0.713309564797108","0.858314386903508"
"Ja","1999","Hamburg","Ostdeutschland","","","",""
"Ja","1999","Niedersachsen","Westdeutschland","741","0.690759005029515","0.663557425289832","0.717960584769198"
"Ja","1999","Niedersachsen","Ostdeutschland","","","",""
"Ja","1999","Bremen","Westdeutschland","61","0.76467944477371","0.674499852286372","0.854859037261048"
"Ja","1999","Bremen","Ostdeutschland","","","",""
"Ja","1999","Nordrhein-Westfalen","Westdeutschland","1770","0.700974233866586","0.683369322178533","0.718579145554638"
"Ja","1999","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","1999","Hessen","Westdeutschland","616","0.732942459843473","0.703493096849471","0.762391822837474"
"Ja","1999","Hessen","Ostdeutschland","","","",""
"Ja","1999","Rheinland-Pfalz,Saarland","Westdeutschland","562","0.771790874334749","0.741654827803575","0.801926920865924"
"Ja","1999","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","1999","Baden-Wuerttemberg","Westdeutschland","1223","0.747917386017774","0.727035893540766","0.768798878494782"
"Ja","1999","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","1999","Bayern","Westdeutschland","1167","0.701244010983717","0.679549846507645","0.722938175459788"
"Ja","1999","Bayern","Ostdeutschland","","","",""
"Ja","1999","Berlin","Westdeutschland","176","0.683625718290544","0.62835775996665","0.738893676614439"
"Ja","1999","Berlin","Ostdeutschland","157","0.719314761813673","0.659939433574552","0.778690090052794"
"Ja","1999","Brandenburg","Westdeutschland","","","",""
"Ja","1999","Brandenburg","Ostdeutschland","392","0.698636419470132","0.66093454422008","0.736338294720185"
"Ja","1999","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","1999","Mecklenburg-Vorpommern","Ostdeutschland","248","0.684659206143515","0.63781784619343","0.731500566093599"
"Ja","1999","Sachsen","Westdeutschland","","","",""
"Ja","1999","Sachsen","Ostdeutschland","713","0.678961829795365","0.651396809963823","0.706526849626906"
"Ja","1999","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","1999","Sachsen-Anhalt","Ostdeutschland","450","0.703514732675323","0.668958611511369","0.738070853839277"
"Ja","1999","Thueringen","Westdeutschland","","","",""
"Ja","1999","Thueringen","Ostdeutschland","479","0.749704927204792","0.717241723802199","0.782168130607384"
"keinen Tag","2000","Schleswig-Holstein","Westdeutschland","212","0.293299776923663","0.259105925870153","0.327493627977174"
"keinen Tag","2000","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","2000","Hamburg","Westdeutschland","68","0.240159103626876","0.190033819352952","0.290284387900799"
"keinen Tag","2000","Hamburg","Ostdeutschland","","","",""
"keinen Tag","2000","Niedersachsen","Westdeutschland","577","0.282817053325924","0.262904149908232","0.302729956743616"
"keinen Tag","2000","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","2000","Bremen","Westdeutschland","50","0.260508046811676","0.196741970484423","0.32427412313893"
"keinen Tag","2000","Bremen","Ostdeutschland","","","",""
"keinen Tag","2000","Nordrhein-Westfalen","Westdeutschland","1472","0.285725804466935","0.273144631315722","0.298306977618147"
"keinen Tag","2000","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","2000","Hessen","Westdeutschland","434","0.264657730089838","0.242994298079096","0.28632116210058"
"keinen Tag","2000","Hessen","Ostdeutschland","","","",""
