"ple0044_h","year","age_gr","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2006","17-29","Ländlicher Raum","386","0.34638230831415","0.319845153217312","0.372919463410988"
"Nein","2006","30-45","Städtischer Raum","1637","0.397977338726812","0.382987267086194","0.412967410367431"
"Nein","2006","30-45","Ländlicher Raum","887","0.431757476409765","0.410065735180764","0.453449217638767"
"Nein","2006","46-65","Städtischer Raum","1759","0.351938185327089","0.338417902144913","0.365458468509264"
"Nein","2006","46-65","Ländlicher Raum","1006","0.371271719119624","0.352639554169903","0.389903884069344"
"Nein","2006","66","Städtischer Raum","","","",""
"Nein","2006","66","Ländlicher Raum","","","",""
"Ja","2006","17-29","Städtischer Raum","1661","0.717790000058729","0.699440128892826","0.736139871224631"
"Ja","2006","17-29","Ländlicher Raum","849","0.65361769168585","0.627080536589012","0.680154846782688"
"Ja","2006","30-45","Städtischer Raum","2459","0.602022661273187","0.587032589632569","0.617012732913806"
"Ja","2006","30-45","Ländlicher Raum","1116","0.568242523590235","0.546550782361233","0.589934264819236"
"Ja","2006","46-65","Städtischer Raum","3034","0.648061814672911","0.634541531490736","0.661582097855087"
"Ja","2006","46-65","Ländlicher Raum","1577","0.628728280880376","0.610096115930656","0.647360445830097"
"Ja","2006","66","Städtischer Raum","","","",""
"Ja","2006","66","Ländlicher Raum","","","",""
"Nein","2007","17-29","Städtischer Raum","608","0.302200680788704","0.282749196476299","0.321652165101109"
"Nein","2007","17-29","Ländlicher Raum","330","0.314296055501973","0.287144419548635","0.341447691455311"
"Nein","2007","30-45","Städtischer Raum","1522","0.405708635934284","0.389906110058106","0.421511161810462"
"Nein","2007","30-45","Ländlicher Raum","786","0.422549500662591","0.399954730414997","0.445144270910184"
"Nein","2007","46-65","Städtischer Raum","1605","0.340078534570011","0.326077626105266","0.354079443034755"
"Nein","2007","46-65","Ländlicher Raum","956","0.375817411423281","0.356564346070202","0.395070476776361"
"Nein","2007","66","Städtischer Raum","","","",""
"Nein","2007","66","Ländlicher Raum","","","",""
"Ja","2007","17-29","Städtischer Raum","1533","0.697799319211296","0.678347834898891","0.717250803523701"
"Ja","2007","17-29","Ländlicher Raum","793","0.685703944498027","0.658552308544689","0.712855580451365"
"Ja","2007","30-45","Städtischer Raum","2187","0.594291364065716","0.578488838189538","0.610093889941894"
"Ja","2007","30-45","Ländlicher Raum","1050","0.577450499337409","0.554855729089816","0.600045269585003"
"Ja","2007","46-65","Städtischer Raum","2793","0.659921465429989","0.645920556965245","0.673922373894734"
"Ja","2007","46-65","Ländlicher Raum","1475","0.624182588576719","0.604929523223639","0.643435653929799"
"Ja","2007","66","Städtischer Raum","","","",""
"Ja","2007","66","Ländlicher Raum","","","",""
"Nein","2008","17-29","Städtischer Raum","560","0.297646636953353","0.27779600559376","0.317497268312946"
"Nein","2008","17-29","Ländlicher Raum","295","0.285373683362545","0.257954109901657","0.312793256823432"
"Nein","2008","30-45","Städtischer Raum","1286","0.383694666144669","0.367247215596437","0.4001421166929"
"Nein","2008","30-45","Ländlicher Raum","717","0.420850764687219","0.39729214432933","0.444409385045109"
"Nein","2008","46-65","Städtischer Raum","1528","0.342552818406501","0.328210886263502","0.356894750549499"
"Nein","2008","46-65","Ländlicher Raum","896","0.372337431651833","0.352636274341947","0.392038588961719"
"Nein","2008","66","Städtischer Raum","","","",""
"Nein","2008","66","Ländlicher Raum","","","",""
"Ja","2008","17-29","Städtischer Raum","1478","0.702353363046647","0.682502731687054","0.72220399440624"
"Ja","2008","17-29","Ländlicher Raum","747","0.714626316637455","0.687206743176568","0.742045890098343"
"Ja","2008","30-45","Städtischer Raum","2072","0.616305333855331","0.5998578833071","0.632752784403563"
"Ja","2008","30-45","Ländlicher Raum","970","0.579149235312781","0.555590614954891","0.60270785567067"
"Ja","2008","46-65","Städtischer Raum","2678","0.657447181593499","0.643105249450501","0.671789113736498"
"Ja","2008","46-65","Ländlicher Raum","1417","0.627662568348167","0.607961411038281","0.647363725658053"
"Ja","2008","66","Städtischer Raum","","","",""
"Ja","2008","66","Ländlicher Raum","","","",""
"Nein","2009","17-29","Städtischer Raum","515","0.276602933880869","0.25613070218675","0.297075165574987"
"Nein","2009","17-29","Ländlicher Raum","265","0.30332187711248","0.27416678893729","0.33247696528767"
"Nein","2009","30-45","Städtischer Raum","1095","0.365393621522804","0.348095801621628","0.38269144142398"
"Nein","2009","30-45","Ländlicher Raum","624","0.394088617814417","0.369839982998311","0.418337252630523"
"Nein","2009","46-65","Städtischer Raum","1424","0.355564052585097","0.340584882930317","0.370543222239877"
"Nein","2009","46-65","Ländlicher Raum","817","0.349540958150657","0.329799184123594","0.369282732177721"
"Nein","2009","66","Städtischer Raum","","","",""
"Nein","2009","66","Ländlicher Raum","","","",""
"Ja","2009","17-29","Städtischer Raum","1319","0.723397066119131","0.702924834425013","0.74386929781325"
"Ja","2009","17-29","Ländlicher Raum","690","0.69667812288752","0.667523034712329","0.72583321106271"
"Ja","2009","30-45","Städtischer Raum","1882","0.634606378477196","0.61730855857602","0.651904198378372"
"Ja","2009","30-45","Ländlicher Raum","936","0.605911382185583","0.581662747369478","0.630160017001689"
"Ja","2009","46-65","Städtischer Raum","2499","0.644435947414903","0.629456777760123","0.659415117069683"
"Ja","2009","46-65","Ländlicher Raum","1424","0.650459041849343","0.630717267822279","0.670200815876406"
"Ja","2009","66","Städtischer Raum","","","",""
"Ja","2009","66","Ländlicher Raum","","","",""
"Nein","2010","17-29","Städtischer Raum","624","0.266102751226559","0.248903252941088","0.28330224951203"
"Nein","2010","17-29","Ländlicher Raum","325","0.297840602819382","0.273300296264624","0.32238090937414"
"Nein","2010","30-45","Städtischer Raum","2046","0.362371049437704","0.350088952535831","0.374653146339578"
"Nein","2010","30-45","Ländlicher Raum","1230","0.421099741335512","0.403657265001213","0.438542217669812"
"Nein","2010","46-65","Städtischer Raum","1546","0.338694522106134","0.324683574723984","0.352705469488285"
"Nein","2010","46-65","Ländlicher Raum","971","0.402810931287641","0.383393893132057","0.422227969443226"
"Nein","2010","66","Städtischer Raum","","","",""
"Nein","2010","66","Ländlicher Raum","","","",""
"Ja","2010","17-29","Städtischer Raum","1912","0.733897248773441","0.71669775048797","0.751096747058912"
"Ja","2010","17-29","Ländlicher Raum","1009","0.702159397180618","0.67761909062586","0.726699703735376"
"Ja","2010","30-45","Städtischer Raum","3838","0.637628950562296","0.625346853660422","0.649911047464169"
"Ja","2010","30-45","Ländlicher Raum","1848","0.578900258664487","0.561457782330188","0.596342734998787"
"Ja","2010","46-65","Städtischer Raum","2837","0.661305477893866","0.647294530511715","0.675316425276016"
"Ja","2010","46-65","Ländlicher Raum","1480","0.597189068712359","0.577772030556774","0.616606106867943"
"Ja","2010","66","Städtischer Raum","","","",""
"Ja","2010","66","Ländlicher Raum","","","",""
"Nein","2011","17-29","Städtischer Raum","353","0.189556658972997","0.171909518785121","0.207203799160874"
"Nein","2011","17-29","Ländlicher Raum","223","0.223621523508509","0.198478621332827","0.248764425684191"
"Nein","2011","30-45","Städtischer Raum","1584","0.342132213671278","0.328654665001864","0.355609762340692"
"Nein","2011","30-45","Ländlicher Raum","891","0.389027808766197","0.36996269861811","0.408092918914283"
"Nein","2011","46-65","Städtischer Raum","1078","0.290861276907629","0.275887775349053","0.305834778466205"
"Nein","2011","46-65","Ländlicher Raum","666","0.275438820934955","0.256788238365729","0.294089403504181"
"Nein","2011","66","Städtischer Raum","","","",""
"Nein","2011","66","Ländlicher Raum","","","",""
"Ja","2011","17-29","Städtischer Raum","1542","0.810443341027003","0.792796200839126","0.828090481214879"
"Ja","2011","17-29","Ländlicher Raum","832","0.776378476491491","0.751235574315809","0.801521378667173"
"Ja","2011","30-45","Städtischer Raum","3176","0.657867786328722","0.644390237659308","0.671345334998136"
"Ja","2011","30-45","Ländlicher Raum","1621","0.610972191233804","0.591907081085717","0.63003730138189"
"Ja","2011","46-65","Städtischer Raum","2456","0.709138723092371","0.694165221533795","0.724112224650947"
"Ja","2011","46-65","Ländlicher Raum","1538","0.724561179065045","0.705910596495819","0.743211761634271"
"Ja","2011","66","Städtischer Raum","","","",""
"Ja","2011","66","Ländlicher Raum","","","",""
"Nein","2012","17-29","Städtischer Raum","634","0.26796300612373","0.250755888289369","0.28517012395809"
"Nein","2012","17-29","Ländlicher Raum","354","0.265733917477468","0.24256233947095","0.288905495483986"
"Nein","2012","30-45","Städtischer Raum","1895","0.338878599616363","0.326648616940925","0.351108582291801"
"Nein","2012","30-45","Ländlicher Raum","1152","0.373172840561344","0.356412999803114","0.389932681319574"
"Nein","2012","46-65","Städtischer Raum","1973","0.338750919603557","0.326456719399602","0.351045119807512"
"Nein","2012","46-65","Ländlicher Raum","1265","0.363292365808467","0.347417681353462","0.379167050263473"
"Nein","2012","66","Städtischer Raum","","","",""
"Nein","2012","66","Ländlicher Raum","","","",""
"Ja","2012","17-29","Städtischer Raum","1911","0.732036993876271","0.71482987604191","0.749244111710631"
"Ja","2012","17-29","Ländlicher Raum","1042","0.734266082522532","0.711094504516014","0.75743766052905"
"Ja","2012","30-45","Städtischer Raum","3859","0.661121400383637","0.648891417708199","0.673351383059075"
"Ja","2012","30-45","Ländlicher Raum","2047","0.626827159438656","0.610067318680426","0.643587000196886"
"Ja","2012","46-65","Städtischer Raum","3720","0.661249080396443","0.648954880192488","0.673543280600398"
"Ja","2012","46-65","Ländlicher Raum","2261","0.636707634191533","0.620832949736527","0.652582318646538"
"Ja","2012","66","Städtischer Raum","","","",""
"Ja","2012","66","Ländlicher Raum","","","",""
"Nein","2013","17-29","Städtischer Raum","797","0.24700130693667","0.232551740198085","0.261450873675255"
"Nein","2013","17-29","Ländlicher Raum","372","0.250158138180101","0.228533993878274","0.271782282481928"
"Nein","2013","30-45","Städtischer Raum","2214","0.317928155557092","0.306922190355422","0.328934120758761"
"Nein","2013","30-45","Ländlicher Raum","1207","0.380314611286633","0.363902253787516","0.396726968785749"
"Nein","2013","46-65","Städtischer Raum","2172","0.328177884301829","0.316628920185734","0.339726848417924"
"Nein","2013","46-65","Ländlicher Raum","1269","0.342483823399296","0.327176808762612","0.35779083803598"
"Nein","2013","66","Städtischer Raum","","","",""
"Nein","2013","66","Ländlicher Raum","","","",""
"Ja","2013","17-29","Städtischer Raum","2625","0.75299869306333","0.738549126324745","0.767448259801915"
"Ja","2013","17-29","Ländlicher Raum","1169","0.749841861819899","0.728217717518072","0.771466006121726"
"Ja","2013","30-45","Städtischer Raum","4663","0.682071844442908","0.671065879241239","0.693077809644578"
"Ja","2013","30-45","Ländlicher Raum","2154","0.619685388713367","0.603273031214251","0.636097746212483"
"Ja","2013","46-65","Städtischer Raum","4178","0.671822115698171","0.660273151582076","0.683371079814266"
"Ja","2013","46-65","Ländlicher Raum","2423","0.657516176600704","0.64220916196402","0.672823191237388"
"Ja","2013","66","Städtischer Raum","","","",""
"Ja","2013","66","Ländlicher Raum","","","",""
"Nein","2014","17-29","Städtischer Raum","927","0.312486526898567","0.295520095719733","0.329452958077402"
"Nein","2014","17-29","Ländlicher Raum","386","0.290186433399491","0.266065765064243","0.314307101734739"
"Nein","2014","30-45","Städtischer Raum","2079","0.365652165025001","0.353001997312428","0.378302332737574"
"Nein","2014","30-45","Ländlicher Raum","1049","0.365940021918365","0.348183605871872","0.383696437964859"
"Nein","2014","46-65","Städtischer Raum","2133","0.354646836907878","0.342307083866906","0.366986589948851"
"Nein","2014","46-65","Ländlicher Raum","1245","0.357061735020778","0.340894645454533","0.373228824587023"
"Nein","2014","66","Städtischer Raum","","","",""
"Nein","2014","66","Ländlicher Raum","","","",""
"Ja","2014","17-29","Städtischer Raum","1940","0.687513473101433","0.670547041922598","0.704479904280267"
"Ja","2014","17-29","Ländlicher Raum","974","0.709813566600509","0.685692898265261","0.733934234935757"
"Ja","2014","30-45","Städtischer Raum","3489","0.634347834974999","0.621697667262426","0.646998002687572"
"Ja","2014","30-45","Ländlicher Raum","1778","0.634059978081634","0.61630356203514","0.651816394128128"
"Ja","2014","46-65","Städtischer Raum","3641","0.645353163092122","0.633013410051149","0.657692916133094"
"Ja","2014","46-65","Ländlicher Raum","2129","0.642938264979222","0.626771175412977","0.659105354545466"
"Ja","2014","66","Städtischer Raum","","","",""
"Ja","2014","66","Ländlicher Raum","","","",""
"Nein","2015","17-29","Städtischer Raum","795","0.275107000749774","0.259116393360524","0.291097608139024"
"Nein","2015","17-29","Ländlicher Raum","349","0.248703321029496","0.226068578944461","0.27133806311453"
"Nein","2015","30-45","Städtischer Raum","1697","0.303591131811984","0.291360050390587","0.315822213233381"
"Nein","2015","30-45","Ländlicher Raum","968","0.369734927920795","0.351676340483963","0.387793515357627"
"Nein","2015","46-65","Städtischer Raum","1913","0.334917855117383","0.322683789940016","0.347151920294749"
"Nein","2015","46-65","Ländlicher Raum","1160","0.352252818815757","0.33588823017708","0.368617407454434"
"Nein","2015","66","Städtischer Raum","","","",""
"Nein","2015","66","Ländlicher Raum","","","",""
"Ja","2015","17-29","Städtischer Raum","2201","0.724892999250226","0.708902391860976","0.740883606639476"
"Ja","2015","17-29","Ländlicher Raum","1052","0.751296678970504","0.72866193688547","0.773931421055539"
"Ja","2015","30-45","Städtischer Raum","3732","0.696408868188016","0.684177786766619","0.708639949609413"
"Ja","2015","30-45","Ländlicher Raum","1777","0.630265072079205","0.612206484642373","0.648323659516037"
"Ja","2015","46-65","Städtischer Raum","3804","0.665082144882617","0.65284807970525","0.677316210059984"
"Ja","2015","46-65","Ländlicher Raum","2113","0.647747181184243","0.631382592545566","0.66411176982292"
"Ja","2015","66","Städtischer Raum","","","",""
"Ja","2015","66","Ländlicher Raum","","","",""
"Nein","2016","17-29","Städtischer Raum","639","0.268400266310734","0.251308056603205","0.285492476018262"
"Nein","2016","17-29","Ländlicher Raum","302","0.25702066630327","0.232459233780537","0.281582098826004"
"Nein","2016","30-45","Städtischer Raum","1438","0.308388108544379","0.29510840053892","0.321667816549839"
"Nein","2016","30-45","Ländlicher Raum","829","0.354025927825667","0.334719879987173","0.37333197566416"
"Nein","2016","46-65","Städtischer Raum","1808","0.341632355421464","0.328946635276656","0.354318075566272"
"Nein","2016","46-65","Ländlicher Raum","1078","0.337795048254813","0.321154023958857","0.35443607255077"
"Nein","2016","66","Städtischer Raum","","","",""
"Nein","2016","66","Ländlicher Raum","","","",""
"Ja","2016","17-29","Städtischer Raum","1943","0.731599733689266","0.714507523981738","0.748691943396795"
"Ja","2016","17-29","Ländlicher Raum","914","0.74297933369673","0.718417901173996","0.767540766219463"
"Ja","2016","30-45","Städtischer Raum","3208","0.691611891455621","0.678332183450161","0.70489159946108"
"Ja","2016","30-45","Ländlicher Raum","1528","0.645974072174333","0.626668024335839","0.665280120012827"
"Ja","2016","46-65","Städtischer Raum","3561","0.658367644578536","0.645681924433728","0.671053364723344"
"Ja","2016","46-65","Ländlicher Raum","2025","0.662204951745187","0.64556392744923","0.678845976041143"
"Ja","2016","66","Städtischer Raum","","","",""
"Ja","2016","66","Ländlicher Raum","","","",""
"Nein","2017","17-29","Städtischer Raum","680","0.256007559255788","0.240104358906686","0.271910759604889"
"Nein","2017","17-29","Ländlicher Raum","318","0.22314082101959","0.20141654819551","0.244865093843669"
"Nein","2017","30-45","Städtischer Raum","1374","0.281947606502451","0.269188133317411","0.294707079687491"
"Nein","2017","30-45","Ländlicher Raum","775","0.316391018036824","0.297757592816352","0.335024443257297"
"Nein","2017","46-65","Städtischer Raum","1979","0.345510261484498","0.333650489390827","0.35737003357817"
"Nein","2017","46-65","Ländlicher Raum","1169","0.306834022897706","0.291876727092582","0.32179131870283"
"Nein","2017","66","Städtischer Raum","","","",""
"Nein","2017","66","Ländlicher Raum","","","",""
"Ja","2017","17-29","Städtischer Raum","2213","0.743992440744212","0.728089240395111","0.759895641093314"
"Ja","2017","17-29","Ländlicher Raum","1093","0.776859178980411","0.755134906156331","0.79858345180449"
"Ja","2017","30-45","Städtischer Raum","3403","0.718052393497549","0.705292920312509","0.730811866682589"
"Ja","2017","30-45","Ländlicher Raum","1618","0.683608981963176","0.664975556742703","0.702242407183648"
"Ja","2017","46-65","Städtischer Raum","4197","0.654489738515502","0.64262996642183","0.666349510609173"
"Ja","2017","46-65","Ländlicher Raum","2483","0.693165977102294","0.67820868129717","0.708123272907418"
"Ja","2017","66","Städtischer Raum","","","",""
"Ja","2017","66","Ländlicher Raum","","","",""
"Nein","2018","17-29","Städtischer Raum","662","0.250353696391574","0.234504313816729","0.266203078966419"
"Nein","2018","17-29","Ländlicher Raum","321","0.234364531983463","0.21168403025827","0.257045033708657"
"Nein","2018","30-45","Städtischer Raum","1275","0.272945425296936","0.259887710709953","0.286003139883919"
"Nein","2018","30-45","Ländlicher Raum","696","0.330618922698758","0.310965479924092","0.350272365473424"
"Nein","2018","46-65","Städtischer Raum","1833","0.302924137288243","0.291266668431862","0.314581606144624"
"Nein","2018","46-65","Ländlicher Raum","1162","0.322953696743398","0.307532536173301","0.338374857313495"
"Nein","2018","66","Städtischer Raum","","","",""
"Nein","2018","66","Ländlicher Raum","","","",""
"Ja","2018","17-29","Städtischer Raum","2208","0.749646303608426","0.733796921033581","0.765495686183271"
"Ja","2018","17-29","Ländlicher Raum","1019","0.765635468016537","0.742954966291343","0.78831596974173"
"Ja","2018","30-45","Städtischer Raum","3196","0.727054574703064","0.713996860116081","0.740112289290047"
"Ja","2018","30-45","Ländlicher Raum","1505","0.669381077301242","0.649727634526576","0.689034520075908"
"Ja","2018","46-65","Städtischer Raum","4136","0.697075862711757","0.685418393855376","0.708733331568138"
"Ja","2018","46-65","Ländlicher Raum","2370","0.677046303256602","0.661625142686506","0.692467463826699"
"Ja","2018","66","Städtischer Raum","","","",""
"Ja","2018","66","Ländlicher Raum","","","",""
"Nein","2019","17-29","Städtischer Raum","575","0.252374705174517","0.235462131892958","0.269287278456076"
"Nein","2019","17-29","Ländlicher Raum","238","0.213541708632445","0.189825482292402","0.237257934972488"
"Nein","2019","30-45","Städtischer Raum","1158","0.274408387837388","0.260580275044475","0.2882365006303"
"Nein","2019","30-45","Ländlicher Raum","627","0.278105406388601","0.25872355644792","0.297487256329281"
"Nein","2019","46-65","Städtischer Raum","2193","0.30836588549445","0.297081473626736","0.319650297362163"
"Nein","2019","46-65","Ländlicher Raum","1278","0.313956147503793","0.298885603146568","0.329026691861019"
"Nein","2019","66","Städtischer Raum","","","",""
"Nein","2019","66","Ländlicher Raum","","","",""
"Ja","2019","17-29","Städtischer Raum","1959","0.747625294825483","0.730712721543924","0.764537868107042"
"Ja","2019","17-29","Ländlicher Raum","909","0.786458291367555","0.762742065027512","0.810174517707598"
"Ja","2019","30-45","Städtischer Raum","2842","0.725591612162612","0.7117634993697","0.739419724955525"
"Ja","2019","30-45","Ländlicher Raum","1426","0.721894593611399","0.702512743670719","0.74127644355208"
"Ja","2019","46-65","Städtischer Raum","4241","0.69163411450555","0.680349702637837","0.702918526373264"
"Ja","2019","46-65","Ländlicher Raum","2365","0.686043852496207","0.670973308138981","0.701114396853433"
"Ja","2019","66","Städtischer Raum","","","",""
"Ja","2019","66","Ländlicher Raum","","","",""
"Nein","2020","17-29","Städtischer Raum","1054","0.237057634011554","0.223004505681978","0.25111076234113"
"Nein","2020","17-29","Ländlicher Raum","413","0.276703162359538","0.25337705046748","0.300029274251596"
"Nein","2020","30-45","Städtischer Raum","1892","0.274282272500915","0.262388134381796","0.286176410620034"
"Nein","2020","30-45","Ländlicher Raum","897","0.327996307387027","0.309341217606169","0.346651397167885"
"Nein","2020","46-65","Städtischer Raum","2279","0.312052592626111","0.300867720882885","0.323237464369338"
"Nein","2020","46-65","Ländlicher Raum","1309","0.327024137151162","0.311576852016747","0.342471422285576"
"Nein","2020","66","Städtischer Raum","","","",""
"Nein","2020","66","Ländlicher Raum","","","",""
"Ja","2020","17-29","Städtischer Raum","2464","0.762942365988446","0.74888923765887","0.776995494318022"
"Ja","2020","17-29","Ländlicher Raum","1000","0.723296837640462","0.699970725748404","0.74662294953252"
"Ja","2020","30-45","Städtischer Raum","3513","0.725717727499085","0.713823589379966","0.737611865618204"
"Ja","2020","30-45","Ländlicher Raum","1536","0.672003692612973","0.653348602832115","0.69065878239383"
"Ja","2020","46-65","Städtischer Raum","4313","0.687947407373889","0.676762535630662","0.699132279117115"
"Ja","2020","46-65","Ländlicher Raum","2234","0.672975862848838","0.657528577714424","0.688423147983253"
"Ja","2020","66","Städtischer Raum","","","",""
"Ja","2020","66","Ländlicher Raum","","","",""
