"ple0044_h","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Ja","2013","(Fach-)Abitur","Bayern","433","0.712886381371385","0.678133193166482","0.747639569576289"
"Ja","2013","(Fach-)Abitur","Saarland","","","",""
"Ja","2013","(Fach-)Abitur","Berlin","128","0.742868112267824","0.679196971502161","0.806539253033487"
"Ja","2013","(Fach-)Abitur","Brandenburg","92","0.703601094883516","0.62628013396386","0.780922055803172"
"Ja","2013","(Fach-)Abitur","Mecklenburg-Vorpommern","37","0.602159436273802","0.473966422861977","0.730352449685627"
"Ja","2013","(Fach-)Abitur","Sachsen","105","0.777456689016797","0.709518773164526","0.845394604869068"
"Ja","2013","(Fach-)Abitur","Sachsen-Anhalt","54","0.574081722023806","0.465042048073991","0.68312139597362"
"Ja","2013","(Fach-)Abitur","Thueringen","56","0.669203772778018","0.57033755299437","0.768069992561667"
"Ja","2013","AkademikerIn","Schleswig-Holstein","131","0.697851120923221","0.630203373189203","0.765498868657238"
"Ja","2013","AkademikerIn","Hamburg","120","0.754001096292062","0.687885051789807","0.820117140794316"
"Ja","2013","AkademikerIn","Niedersachsen","379","0.747226985474721","0.711004591231742","0.783449379717701"
"Ja","2013","AkademikerIn","Bremen","43","0.803835366705678","0.700748207079394","0.906922526331962"
"Ja","2013","AkademikerIn","Nordrhein-Westfalen","874","0.717073606387421","0.692701123498471","0.741446089276372"
"Ja","2013","AkademikerIn","Hessen","433","0.771739970038851","0.737728876961931","0.805751063115771"
"Ja","2013","AkademikerIn","Rheinland-Pfalz,Saarland","208","0.719156139242341","0.668802433082951","0.769509845401731"
"Ja","2013","AkademikerIn","Baden-Wuerttemberg","603","0.696946855267428","0.666159637926786","0.72773407260807"
"Ja","2013","AkademikerIn","Bayern","682","0.692098410978193","0.663458430899617","0.720738391056769"
"Ja","2013","AkademikerIn","Saarland","","","",""
"Ja","2013","AkademikerIn","Berlin","300","0.726245925852949","0.683854719457021","0.768637132248876"
"Ja","2013","AkademikerIn","Brandenburg","210","0.836833190864949","0.792593095665965","0.881073286063933"
"Ja","2013","AkademikerIn","Mecklenburg-Vorpommern","115","0.803243927336017","0.739411294908849","0.867076559763184"
"Ja","2013","AkademikerIn","Sachsen","318","0.653939679470414","0.611382560422296","0.696496798518531"
"Ja","2013","AkademikerIn","Sachsen-Anhalt","161","0.660952158363273","0.600168667974682","0.721735648751863"
"Ja","2013","AkademikerIn","Thueringen","147","0.654801276029951","0.59267916845369","0.716923383606213"
"keinen Tag","2014","(noch) kein Abschluss","Schleswig-Holstein","18","","",""
"keinen Tag","2014","(noch) kein Abschluss","Hamburg","4","","",""
"keinen Tag","2014","(noch) kein Abschluss","Niedersachsen","43","0.27783130663724","0.198991206381422","0.356671406893059"
"keinen Tag","2014","(noch) kein Abschluss","Bremen","10","","",""
"keinen Tag","2014","(noch) kein Abschluss","Nordrhein-Westfalen","96","0.283904687285507","0.229411537225363","0.338397837345651"
"keinen Tag","2014","(noch) kein Abschluss","Hessen","26","","",""
"keinen Tag","2014","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","11","","",""
"keinen Tag","2014","(noch) kein Abschluss","Baden-Wuerttemberg","25","","",""
"keinen Tag","2014","(noch) kein Abschluss","Bayern","36","0.237389974425702","0.167407972665967","0.307371976185437"
"keinen Tag","2014","(noch) kein Abschluss","Saarland","","","",""
"keinen Tag","2014","(noch) kein Abschluss","Berlin","11","","",""
"keinen Tag","2014","(noch) kein Abschluss","Brandenburg","3","","",""
"keinen Tag","2014","(noch) kein Abschluss","Mecklenburg-Vorpommern","1","","",""
"keinen Tag","2014","(noch) kein Abschluss","Sachsen","4","","",""
"keinen Tag","2014","(noch) kein Abschluss","Sachsen-Anhalt","12","","",""
"keinen Tag","2014","(noch) kein Abschluss","Thueringen","1","","",""
"keinen Tag","2014","Hauptschule","Schleswig-Holstein","81","0.191386007352554","0.146944317872926","0.235827696832182"
"keinen Tag","2014","Hauptschule","Hamburg","24","","",""
"keinen Tag","2014","Hauptschule","Niedersachsen","209","0.208094041937465","0.180172673169258","0.236015410705673"
"keinen Tag","2014","Hauptschule","Bremen","23","","",""
"keinen Tag","2014","Hauptschule","Nordrhein-Westfalen","510","0.236887567635538","0.21715253639423","0.256622598876845"
"keinen Tag","2014","Hauptschule","Hessen","111","0.232827640793239","0.195253098528859","0.27040218305762"
"keinen Tag","2014","Hauptschule","Rheinland-Pfalz,Saarland","186","0.205403162141447","0.174225380396784","0.236580943886111"
"keinen Tag","2014","Hauptschule","Baden-Wuerttemberg","286","0.238790983668637","0.212445266522776","0.265136700814498"
"keinen Tag","2014","Hauptschule","Bayern","445","0.251465326982164","0.230099706037991","0.272830947926337"
"keinen Tag","2014","Hauptschule","Saarland","","","",""
"keinen Tag","2014","Hauptschule","Berlin","30","0.19149384105356","0.128941240663349","0.254046441443771"
"keinen Tag","2014","Hauptschule","Brandenburg","36","0.103387218631243","0.0651064329323146","0.141668004330171"
"keinen Tag","2014","Hauptschule","Mecklenburg-Vorpommern","25","","",""
"keinen Tag","2014","Hauptschule","Sachsen","45","0.117143864470768","0.0817979457650846","0.152489783176452"
"keinen Tag","2014","Hauptschule","Sachsen-Anhalt","52","0.150066568598226","0.105528226521741","0.194604910674711"
"keinen Tag","2014","Hauptschule","Thueringen","44","0.134876722131706","0.0929505221896876","0.176802922073725"
"keinen Tag","2014","Realschule","Schleswig-Holstein","64","0.205823587615393","0.154989969942799","0.256657205287987"
"keinen Tag","2014","Realschule","Hamburg","27","","",""
"keinen Tag","2014","Realschule","Niedersachsen","211","0.287294172491716","0.254195968199483","0.32039237678395"
"keinen Tag","2014","Realschule","Bremen","17","","",""
"keinen Tag","2014","Realschule","Nordrhein-Westfalen","369","0.311761793438095","0.284250248089392","0.339273338786797"
"keinen Tag","2014","Realschule","Hessen","110","0.252385122857063","0.209163300763749","0.295606944950377"
"keinen Tag","2014","Realschule","Rheinland-Pfalz,Saarland","106","0.279234995987228","0.228887260651797","0.329582731322659"
"keinen Tag","2014","Realschule","Baden-Wuerttemberg","215","0.272265573706855","0.240194385033716","0.304336762379995"
"keinen Tag","2014","Realschule","Bayern","314","0.277705138423455","0.249636077439074","0.305774199407836"
"keinen Tag","2014","Realschule","Saarland","","","",""
"keinen Tag","2014","Realschule","Berlin","68","0.238700749184462","0.185538394741623","0.291863103627302"
"keinen Tag","2014","Realschule","Brandenburg","111","0.375214519823911","0.32389999400324","0.426529045644581"
"keinen Tag","2014","Realschule","Mecklenburg-Vorpommern","70","0.322535206074205","0.260906381737533","0.384164030410877"
"keinen Tag","2014","Realschule","Sachsen","216","0.348853063682374","0.312353454653389","0.385352672711359"
"keinen Tag","2014","Realschule","Sachsen-Anhalt","111","0.341531735159699","0.292201081383726","0.390862388935671"
"keinen Tag","2014","Realschule","Thueringen","119","0.334591596043617","0.287641781261173","0.381541410826061"
"keinen Tag","2014","(Fach-)Abitur","Schleswig-Holstein","54","0.253856390303666","0.180978956853859","0.326733823753473"
"keinen Tag","2014","(Fach-)Abitur","Hamburg","38","0.296135626674384","0.197915867296446","0.394355386052321"
"keinen Tag","2014","(Fach-)Abitur","Niedersachsen","110","0.292050325142138","0.243929720978449","0.340170929305827"
"keinen Tag","2014","(Fach-)Abitur","Bremen","13","","",""
"keinen Tag","2014","(Fach-)Abitur","Nordrhein-Westfalen","406","0.344884959403676","0.316731164395756","0.373038754411595"
"keinen Tag","2014","(Fach-)Abitur","Hessen","105","0.297339650794629","0.24741451069137","0.347264790897888"
"keinen Tag","2014","(Fach-)Abitur","Rheinland-Pfalz,Saarland","72","0.296638551425474","0.237348238324366","0.355928864526583"
"keinen Tag","2014","(Fach-)Abitur","Baden-Wuerttemberg","167","0.304323472681991","0.262138148429451","0.346508796934531"
"keinen Tag","2014","(Fach-)Abitur","Bayern","226","0.343687327154976","0.305101860846533","0.38227279346342"
"keinen Tag","2014","(Fach-)Abitur","Saarland","","","",""
"keinen Tag","2014","(Fach-)Abitur","Berlin","50","0.291509208071529","0.218292453004707","0.36472596313835"
"keinen Tag","2014","(Fach-)Abitur","Brandenburg","44","0.40092217388629","0.3135994917452","0.488244856027381"
"keinen Tag","2014","(Fach-)Abitur","Mecklenburg-Vorpommern","17","","",""
"keinen Tag","2014","(Fach-)Abitur","Sachsen","46","0.390860026626195","0.30885361373871","0.47286643951368"
"keinen Tag","2014","(Fach-)Abitur","Sachsen-Anhalt","23","","",""
"keinen Tag","2014","(Fach-)Abitur","Thueringen","32","0.45970016688363","0.353752017412625","0.565648316354636"
"keinen Tag","2014","AkademikerIn","Schleswig-Holstein","43","0.260504149940346","0.190498222900743","0.330510076979949"
"keinen Tag","2014","AkademikerIn","Hamburg","57","0.372202420818527","0.294324087528546","0.450080754108509"
"keinen Tag","2014","AkademikerIn","Niedersachsen","171","0.315573154895718","0.274837319003105","0.356308990788332"
"keinen Tag","2014","AkademikerIn","Bremen","13","","",""
"keinen Tag","2014","AkademikerIn","Nordrhein-Westfalen","359","0.306531514185653","0.279791233036772","0.333271795334535"
"keinen Tag","2014","AkademikerIn","Hessen","155","0.301578406971087","0.262245486231122","0.340911327711051"
"keinen Tag","2014","AkademikerIn","Rheinland-Pfalz,Saarland","87","0.266749996397971","0.213997325032995","0.319502667762946"
"keinen Tag","2014","AkademikerIn","Baden-Wuerttemberg","262","0.317942007279255","0.285489783919635","0.350394230638876"
"keinen Tag","2014","AkademikerIn","Bayern","320","0.325855681295309","0.295957058646363","0.355754303944255"
"keinen Tag","2014","AkademikerIn","Saarland","","","",""
"keinen Tag","2014","AkademikerIn","Berlin","97","0.316835730945287","0.269747529194106","0.363923932696468"
"keinen Tag","2014","AkademikerIn","Brandenburg","62","0.201811282007888","0.152646556196123","0.250976007819653"
"keinen Tag","2014","AkademikerIn","Mecklenburg-Vorpommern","28","","",""
"keinen Tag","2014","AkademikerIn","Sachsen","149","0.287887695159804","0.245240552464478","0.330534837855129"
"keinen Tag","2014","AkademikerIn","Sachsen-Anhalt","65","0.305748159180591","0.243875506680454","0.367620811680728"
"keinen Tag","2014","AkademikerIn","Thueringen","67","0.325623753470454","0.262985731829518","0.388261775111389"
"Ja","2014","(noch) kein Abschluss","Schleswig-Holstein","29","","",""
"Ja","2014","(noch) kein Abschluss","Hamburg","11","","",""
"Ja","2014","(noch) kein Abschluss","Niedersachsen","81","0.72216869336276","0.643328593106941","0.801008793618578"
"Ja","2014","(noch) kein Abschluss","Bremen","9","","",""
"Ja","2014","(noch) kein Abschluss","Nordrhein-Westfalen","167","0.716095312714493","0.661602162654349","0.770588462774637"
"Ja","2014","(noch) kein Abschluss","Hessen","68","0.814904193684707","0.736392249809539","0.893416137559875"
"Ja","2014","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","35","0.801025573785276","0.685656077479565","0.916395070090986"
"Ja","2014","(noch) kein Abschluss","Baden-Wuerttemberg","72","0.748595437506176","0.662263320765076","0.834927554247275"
"Ja","2014","(noch) kein Abschluss","Bayern","106","0.762610025574298","0.692628023814563","0.832592027334033"
"Ja","2014","(noch) kein Abschluss","Saarland","","","",""
"Ja","2014","(noch) kein Abschluss","Berlin","19","","",""
"Ja","2014","(noch) kein Abschluss","Brandenburg","16","","",""
"Ja","2014","(noch) kein Abschluss","Mecklenburg-Vorpommern","17","","",""
"Ja","2014","(noch) kein Abschluss","Sachsen","16","","",""
"Ja","2014","(noch) kein Abschluss","Sachsen-Anhalt","19","","",""
"Ja","2014","(noch) kein Abschluss","Thueringen","12","","",""
"Ja","2014","Hauptschule","Schleswig-Holstein","220","0.808613992647446","0.764172303167818","0.853055682127074"
"Ja","2014","Hauptschule","Hamburg","69","0.8276316916693","0.750868348169247","0.904395035169353"
"Ja","2014","Hauptschule","Niedersachsen","603","0.791905958062535","0.763984589294327","0.819827326830742"
"Ja","2014","Hauptschule","Bremen","33","0.794315787380793","0.688451091563248","0.900180483198337"
"Ja","2014","Hauptschule","Nordrhein-Westfalen","1273","0.763112432364462","0.743377401123155","0.78284746360577"
"Ja","2014","Hauptschule","Hessen","375","0.767172359206761","0.72959781694238","0.804746901471141"
"Ja","2014","Hauptschule","Rheinland-Pfalz,Saarland","459","0.794596837858553","0.763419056113889","0.825774619603216"
"Ja","2014","Hauptschule","Baden-Wuerttemberg","720","0.761209016331363","0.734863299185502","0.787554733477223"
"Ja","2014","Hauptschule","Bayern","1139","0.748534673017836","0.727169052073663","0.769900293962009"
"Ja","2014","Hauptschule","Saarland","","","",""
"Ja","2014","Hauptschule","Berlin","122","0.80850615894644","0.745953558556229","0.871058759336651"
"Ja","2014","Hauptschule","Brandenburg","207","0.896612781368757","0.858331995669829","0.934893567067685"
"Ja","2014","Hauptschule","Mecklenburg-Vorpommern","91","0.857825267298601","0.794273193945863","0.92137734065134"
"Ja","2014","Hauptschule","Sachsen","273","0.882856135529232","0.847510216823548","0.918202054234915"
"Ja","2014","Hauptschule","Sachsen-Anhalt","195","0.849933431401774","0.805395089325289","0.894471773478259"
"Ja","2014","Hauptschule","Thueringen","211","0.865123277868294","0.823197077926275","0.907049477810312"
"Ja","2014","Realschule","Schleswig-Holstein","179","0.794176412384607","0.743342794712013","0.845010030057201"
"Ja","2014","Realschule","Hamburg","53","0.690194146500309","0.588865196370536","0.791523096630082"
"Ja","2014","Realschule","Niedersachsen","507","0.712705827508284","0.67960762321605","0.745804031800517"
"Ja","2014","Realschule","Bremen","29","","",""
"Ja","2014","Realschule","Nordrhein-Westfalen","720","0.688238206561905","0.660726661213203","0.715749751910608"
"Ja","2014","Realschule","Hessen","278","0.747614877142937","0.704393055049623","0.790836699236251"
"Ja","2014","Realschule","Rheinland-Pfalz,Saarland","199","0.720765004012772","0.670417268677341","0.771112739348203"
"Ja","2014","Realschule","Baden-Wuerttemberg","525","0.727734426293145","0.695663237620005","0.759805614966284"
"Ja","2014","Realschule","Bayern","664","0.722294861576545","0.694225800592164","0.750363922560926"
"Ja","2014","Realschule","Saarland","","","",""
"Ja","2014","Realschule","Berlin","179","0.761299250815538","0.708136896372698","0.814461605258377"
"Ja","2014","Realschule","Brandenburg","231","0.624785480176089","0.573470954355419","0.676100005996759"
"Ja","2014","Realschule","Mecklenburg-Vorpommern","151","0.677464793925795","0.615835969589123","0.739093618262467"
"Ja","2014","Realschule","Sachsen","439","0.651146936317626","0.614647327288641","0.687646545346611"
"Ja","2014","Realschule","Sachsen-Anhalt","244","0.658468264840301","0.609137611064329","0.707798918616274"
"Ja","2014","Realschule","Thueringen","269","0.665408403956383","0.61845858917394","0.712358218738827"
"Ja","2014","(Fach-)Abitur","Schleswig-Holstein","83","0.746143609696334","0.673266176246527","0.819021043146141"
"Ja","2014","(Fach-)Abitur","Hamburg","45","0.703864373325617","0.605644613947679","0.802084132703554"
"Ja","2014","(Fach-)Abitur","Niedersachsen","233","0.707949674857862","0.659829070694173","0.756070279021551"
"Ja","2014","(Fach-)Abitur","Bremen","17","","",""
"Ja","2014","(Fach-)Abitur","Nordrhein-Westfalen","689","0.655115040596324","0.626961245588405","0.683268835604244"
"Ja","2014","(Fach-)Abitur","Hessen","217","0.702660349205371","0.652735209102112","0.75258548930863"
"Ja","2014","(Fach-)Abitur","Rheinland-Pfalz,Saarland","156","0.703361448574526","0.644071135473417","0.762651761675634"
"Ja","2014","(Fach-)Abitur","Baden-Wuerttemberg","290","0.695676527318009","0.653491203065469","0.737861851570549"
"Ja","2014","(Fach-)Abitur","Bayern","356","0.656312672845024","0.61772720653658","0.694898139153467"
"Ja","2014","(Fach-)Abitur","Saarland","","","",""
"Ja","2014","(Fach-)Abitur","Berlin","98","0.708490791928471","0.63527403686165","0.781707546995293"
"Ja","2014","(Fach-)Abitur","Brandenburg","77","0.59907782611371","0.511755143972619","0.6864005082548"
"Ja","2014","(Fach-)Abitur","Mecklenburg-Vorpommern","37","0.739642587368557","0.622599130765514","0.8566860439716"
"Ja","2014","(Fach-)Abitur","Sachsen","90","0.609139973373805","0.52713356048632","0.69114638626129"
"Ja","2014","(Fach-)Abitur","Sachsen-Anhalt","49","0.775014558990485","0.678561949673284","0.871467168307686"
"Ja","2014","(Fach-)Abitur","Thueringen","53","0.54029983311637","0.434351683645364","0.646247982587375"
"Ja","2014","AkademikerIn","Schleswig-Holstein","108","0.739495850059654","0.669489923020051","0.809501777099257"
"Ja","2014","AkademikerIn","Hamburg","91","0.627797579181473","0.549919245891492","0.705675912471454"
"Ja","2014","AkademikerIn","Niedersachsen","329","0.684426845104282","0.643691009211668","0.725162680996895"
"Ja","2014","AkademikerIn","Bremen","35","0.743345940879948","0.619780498572366","0.866911383187531"
"Ja","2014","AkademikerIn","Nordrhein-Westfalen","783","0.693468485814347","0.666728204665465","0.720208766963228"
"Ja","2014","AkademikerIn","Hessen","368","0.698421593028913","0.659088672288949","0.737754513768878"
"Ja","2014","AkademikerIn","Rheinland-Pfalz,Saarland","183","0.733250003602029","0.680497332237054","0.786002674967005"
"Ja","2014","AkademikerIn","Baden-Wuerttemberg","529","0.682057992720745","0.649605769361124","0.714510216080365"
"Ja","2014","AkademikerIn","Bayern","624","0.674144318704691","0.644245696055745","0.704042941353637"
"Ja","2014","AkademikerIn","Saarland","","","",""
"Ja","2014","AkademikerIn","Berlin","278","0.683164269054713","0.636076067303532","0.730252470805894"
"Ja","2014","AkademikerIn","Brandenburg","194","0.798188717992112","0.749023992180347","0.847353443803877"
"Ja","2014","AkademikerIn","Mecklenburg-Vorpommern","107","0.814785685089065","0.749255683769414","0.880315686408717"
"Ja","2014","AkademikerIn","Sachsen","284","0.712112304840196","0.669465162144871","0.754759447535522"
"Ja","2014","AkademikerIn","Sachsen-Anhalt","148","0.694251840819409","0.632379188319272","0.756124493319546"
"Ja","2014","AkademikerIn","Thueringen","148","0.674376246529546","0.611738224888611","0.737014268170482"
"keinen Tag","2015","(noch) kein Abschluss","Schleswig-Holstein","9","","",""
"keinen Tag","2015","(noch) kein Abschluss","Hamburg","3","","",""
"keinen Tag","2015","(noch) kein Abschluss","Niedersachsen","16","","",""
"keinen Tag","2015","(noch) kein Abschluss","Bremen","1","","",""
"keinen Tag","2015","(noch) kein Abschluss","Nordrhein-Westfalen","45","0.131902381740808","0.0923378953560265","0.17146686812559"
"keinen Tag","2015","(noch) kein Abschluss","Hessen","12","","",""
"keinen Tag","2015","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","10","","",""
"keinen Tag","2015","(noch) kein Abschluss","Baden-Wuerttemberg","16","","",""
"keinen Tag","2015","(noch) kein Abschluss","Bayern","25","","",""
"keinen Tag","2015","(noch) kein Abschluss","Saarland","","","",""
"keinen Tag","2015","(noch) kein Abschluss","Berlin","8","","",""
"keinen Tag","2015","(noch) kein Abschluss","Brandenburg","2","","",""
"keinen Tag","2015","(noch) kein Abschluss","Mecklenburg-Vorpommern","3","","",""
"keinen Tag","2015","(noch) kein Abschluss","Sachsen","1","","",""
"keinen Tag","2015","(noch) kein Abschluss","Sachsen-Anhalt","5","","",""
"keinen Tag","2015","(noch) kein Abschluss","Thueringen","2","","",""
"keinen Tag","2015","Hauptschule","Schleswig-Holstein","58","0.188335141455622","0.141082698144986","0.235587584766259"
"keinen Tag","2015","Hauptschule","Hamburg","13","","",""
"keinen Tag","2015","Hauptschule","Niedersachsen","159","0.17801994402599","0.150912888609947","0.205126999442032"
"keinen Tag","2015","Hauptschule","Bremen","9","","",""
"keinen Tag","2015","Hauptschule","Nordrhein-Westfalen","386","0.193744500379566","0.175114981839782","0.21237401891935"
"keinen Tag","2015","Hauptschule","Hessen","96","0.182791377850224","0.147510291299064","0.218072464401384"
"keinen Tag","2015","Hauptschule","Rheinland-Pfalz,Saarland","167","0.189169753313912","0.159245318027413","0.219094188600411"
"keinen Tag","2015","Hauptschule","Baden-Wuerttemberg","219","0.234175205611439","0.20698732830015","0.261363082922727"
"keinen Tag","2015","Hauptschule","Bayern","388","0.251084829204269","0.229096139897494","0.273073518511045"
"keinen Tag","2015","Hauptschule","Saarland","","","",""
"keinen Tag","2015","Hauptschule","Berlin","25","","",""
"keinen Tag","2015","Hauptschule","Brandenburg","37","0.12529780283572","0.0834141735842775","0.167181432087162"
"keinen Tag","2015","Hauptschule","Mecklenburg-Vorpommern","16","","",""
"keinen Tag","2015","Hauptschule","Sachsen","41","0.140368794286613","0.100796283465953","0.179941305107272"
"keinen Tag","2015","Hauptschule","Sachsen-Anhalt","34","0.132729731220447","0.088199290213713","0.177260172227182"
"keinen Tag","2015","Hauptschule","Thueringen","45","0.142930396248665","0.100468617535227","0.185392174962103"
"keinen Tag","2015","Realschule","Schleswig-Holstein","59","0.201874448525985","0.151091401641062","0.252657495410908"
"keinen Tag","2015","Realschule","Hamburg","22","","",""
"keinen Tag","2015","Realschule","Niedersachsen","189","0.277141068501816","0.243300264412778","0.310981872590854"
"keinen Tag","2015","Realschule","Bremen","11","","",""
"keinen Tag","2015","Realschule","Nordrhein-Westfalen","310","0.291175151103694","0.26330868854602","0.319041613661368"
"keinen Tag","2015","Realschule","Hessen","93","0.245915953326951","0.202331090298579","0.289500816355323"
"keinen Tag","2015","Realschule","Rheinland-Pfalz,Saarland","81","0.235779006324758","0.187904239910718","0.283653772738797"
"keinen Tag","2015","Realschule","Baden-Wuerttemberg","220","0.320657819858606","0.286156505790334","0.355159133926878"
"keinen Tag","2015","Realschule","Bayern","304","0.29795663267418","0.268703404816721","0.327209860531638"
"keinen Tag","2015","Realschule","Saarland","","","",""
"keinen Tag","2015","Realschule","Berlin","47","0.192007691218991","0.140768992866589","0.243246389571393"
"keinen Tag","2015","Realschule","Brandenburg","107","0.391360720674392","0.338941014757407","0.443780426591377"
"keinen Tag","2015","Realschule","Mecklenburg-Vorpommern","77","0.423048033625562","0.358205447313521","0.487890619937602"
"keinen Tag","2015","Realschule","Sachsen","206","0.348634925310526","0.310693865410499","0.386575985210552"
"keinen Tag","2015","Realschule","Sachsen-Anhalt","110","0.256163912642533","0.209489802304514","0.302838022980551"
"keinen Tag","2015","Realschule","Thueringen","102","0.30347527665088","0.256048411833832","0.350902141467927"
"keinen Tag","2015","(Fach-)Abitur","Schleswig-Holstein","38","0.258766897055465","0.185960011600048","0.331573782510881"
"keinen Tag","2015","(Fach-)Abitur","Hamburg","28","","",""
"keinen Tag","2015","(Fach-)Abitur","Niedersachsen","121","0.252118521457836","0.209187563382669","0.295049479533002"
"keinen Tag","2015","(Fach-)Abitur","Bremen","8","","",""
"keinen Tag","2015","(Fach-)Abitur","Nordrhein-Westfalen","340","0.292474221303058","0.265997970010975","0.318950472595142"
"keinen Tag","2015","(Fach-)Abitur","Hessen","105","0.284332962916982","0.237275354562874","0.33139057127109"
"keinen Tag","2015","(Fach-)Abitur","Rheinland-Pfalz,Saarland","73","0.367485960375136","0.306617119650639","0.428354801099632"
"keinen Tag","2015","(Fach-)Abitur","Baden-Wuerttemberg","157","0.293578529502387","0.254016069300974","0.333140989703799"
"keinen Tag","2015","(Fach-)Abitur","Bayern","198","0.28970899548945","0.254002157446003","0.325415833532898"
"keinen Tag","2015","(Fach-)Abitur","Saarland","","","",""
"keinen Tag","2015","(Fach-)Abitur","Berlin","49","0.300260543835397","0.226661483122215","0.373859604548579"
"keinen Tag","2015","(Fach-)Abitur","Brandenburg","40","0.334679788423481","0.252286294467463","0.417073282379499"
"keinen Tag","2015","(Fach-)Abitur","Mecklenburg-Vorpommern","15","","",""
"keinen Tag","2015","(Fach-)Abitur","Sachsen","43","0.290378008663241","0.214086881555391","0.366669135771091"
"keinen Tag","2015","(Fach-)Abitur","Sachsen-Anhalt","21","","",""
"keinen Tag","2015","(Fach-)Abitur","Thueringen","30","0.345705247900452","0.242132550678253","0.44927794512265"
"keinen Tag","2015","AkademikerIn","Schleswig-Holstein","46","0.266115228123585","0.197639461770741","0.334590994476429"
"keinen Tag","2015","AkademikerIn","Hamburg","47","0.30614401621801","0.234729638486552","0.377558393949467"
"keinen Tag","2015","AkademikerIn","Niedersachsen","171","0.292417275758161","0.254016160956615","0.330818390559708"
"keinen Tag","2015","AkademikerIn","Bremen","14","","",""
"keinen Tag","2015","AkademikerIn","Nordrhein-Westfalen","328","0.234759545044969","0.210209293975995","0.259309796113943"
"keinen Tag","2015","AkademikerIn","Hessen","151","0.260996049869031","0.224022700473405","0.297969399264657"
"keinen Tag","2015","AkademikerIn","Rheinland-Pfalz,Saarland","87","0.254824210644715","0.204321488643575","0.305326932645854"
"keinen Tag","2015","AkademikerIn","Baden-Wuerttemberg","272","0.314193401325768","0.282708363970625","0.34567843868091"
"keinen Tag","2015","AkademikerIn","Bayern","330","0.31672195848064","0.288159287435022","0.345284629526257"
"keinen Tag","2015","AkademikerIn","Saarland","","","",""
"keinen Tag","2015","AkademikerIn","Berlin","92","0.239365223357456","0.197071265535653","0.281659181179258"
"keinen Tag","2015","AkademikerIn","Brandenburg","53","0.193489928226073","0.144225471964755","0.242754384487392"
"keinen Tag","2015","AkademikerIn","Mecklenburg-Vorpommern","27","","",""
"keinen Tag","2015","AkademikerIn","Sachsen","134","0.314271029611445","0.269281146991863","0.359260912231027"
"keinen Tag","2015","AkademikerIn","Sachsen-Anhalt","67","0.356149326755062","0.291991470337084","0.42030718317304"
"keinen Tag","2015","AkademikerIn","Thueringen","78","0.3347603050025","0.273098975100759","0.39642163490424"
"Ja","2015","(noch) kein Abschluss","Schleswig-Holstein","42","0.886231832788927","0.799085913295486","0.973377752282368"
"Ja","2015","(noch) kein Abschluss","Hamburg","15","","",""
"Ja","2015","(noch) kein Abschluss","Niedersachsen","104","0.915978802830541","0.866343050098426","0.965614555562655"
"Ja","2015","(noch) kein Abschluss","Bremen","11","","",""
"Ja","2015","(noch) kein Abschluss","Nordrhein-Westfalen","236","0.868097618259192","0.82853313187441","0.907662104643973"
"Ja","2015","(noch) kein Abschluss","Hessen","65","0.855935600470494","0.77750209778104","0.934369103159948"
"Ja","2015","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","42","0.849196292823437","0.751931319299249","0.946461266347626"
"Ja","2015","(noch) kein Abschluss","Baden-Wuerttemberg","71","0.764360004619578","0.675181138799566","0.853538870439591"
"Ja","2015","(noch) kein Abschluss","Bayern","101","0.844696751310282","0.781455056406951","0.907938446213613"
"Ja","2015","(noch) kein Abschluss","Saarland","","","",""
"Ja","2015","(noch) kein Abschluss","Berlin","25","","",""
"Ja","2015","(noch) kein Abschluss","Brandenburg","17","","",""
"Ja","2015","(noch) kein Abschluss","Mecklenburg-Vorpommern","21","","",""
"Ja","2015","(noch) kein Abschluss","Sachsen","19","","",""
"Ja","2015","(noch) kein Abschluss","Sachsen-Anhalt","20","","",""
"Ja","2015","(noch) kein Abschluss","Thueringen","11","","",""
"Ja","2015","Hauptschule","Schleswig-Holstein","205","0.811664858544378","0.764412415233741","0.858917301855014"
"Ja","2015","Hauptschule","Hamburg","74","0.892740559175585","0.827717280818124","0.957763837533047"
"Ja","2015","Hauptschule","Niedersachsen","606","0.82198005597401","0.794873000557968","0.849087111390053"
"Ja","2015","Hauptschule","Bremen","41","0.870126865797708","0.77694872544423","0.963305006151187"
"Ja","2015","Hauptschule","Nordrhein-Westfalen","1343","0.806255499620434","0.787625981080651","0.824885018160218"
"Ja","2015","Hauptschule","Hessen","365","0.817208622149776","0.781927535598616","0.852489708700936"
"Ja","2015","Hauptschule","Rheinland-Pfalz,Saarland","491","0.810830246686088","0.780905811399589","0.840754681972587"
"Ja","2015","Hauptschule","Baden-Wuerttemberg","713","0.765824794388562","0.738636917077273","0.79301267169985"
"Ja","2015","Hauptschule","Bayern","1106","0.748915170795731","0.726926481488955","0.770903860102506"
"Ja","2015","Hauptschule","Saarland","","","",""
"Ja","2015","Hauptschule","Berlin","130","0.827795596539221","0.768357358873013","0.887233834205429"
