"religion","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"evangelisch","2003","66 und älter","weiblich","958","0.47984483670979","0.458052851198983","0.501636822220598"
"islamische Religionsgemeinschaft","2003","16-34 Jahre alt","maennlich","","","",""
"islamische Religionsgemeinschaft","2003","16-34 Jahre alt","weiblich","","","",""
"islamische Religionsgemeinschaft","2003","35-65 Jahre alt","maennlich","","","",""
"islamische Religionsgemeinschaft","2003","35-65 Jahre alt","weiblich","","","",""
"islamische Religionsgemeinschaft","2003","66 und älter","maennlich","","","",""
"islamische Religionsgemeinschaft","2003","66 und älter","weiblich","","","",""
"konfessionslos","2003","16-34 Jahre alt","maennlich","911","0.299702661089788","0.28274881657814","0.316656505601436"
"konfessionslos","2003","16-34 Jahre alt","weiblich","873","0.252863675869858","0.237430510382622","0.268296841357094"
"konfessionslos","2003","35-65 Jahre alt","maennlich","2298","0.355018081490904","0.343102192684827","0.366933970296981"
"konfessionslos","2003","35-65 Jahre alt","weiblich","1913","0.270950687177544","0.260084741689785","0.281816632665302"
"konfessionslos","2003","66 und älter","maennlich","380","0.201808100866769","0.182512623077213","0.221103578656324"
"konfessionslos","2003","66 und älter","weiblich","357","0.150234199718509","0.134648943021257","0.16581945641576"
"andere","2003","16-34 Jahre alt","maennlich","247","0.0901316378083813","0.079533987824226","0.100729287792537"
"andere","2003","16-34 Jahre alt","weiblich","283","0.0795767461831908","0.0699672914858862","0.0891862008804953"
"andere","2003","35-65 Jahre alt","maennlich","374","0.0578051412629094","0.0519937377158285","0.0636165448099903"
"andere","2003","35-65 Jahre alt","weiblich","359","0.0562566724793787","0.0506234369678849","0.0618899079908725"
"andere","2003","66 und älter","maennlich","61","0.0343102953947505","0.0255591759715906","0.0430614148179104"
"andere","2003","66 und älter","weiblich","55","0.0237687690302105","0.0171243100384423","0.0304132280219786"
"katholisch","2004","16-34 Jahre alt","maennlich","","","",""
"katholisch","2004","16-34 Jahre alt","weiblich","","","",""
"katholisch","2004","35-65 Jahre alt","maennlich","","","",""
"katholisch","2004","35-65 Jahre alt","weiblich","","","",""
"katholisch","2004","66 und älter","maennlich","","","",""
"katholisch","2004","66 und älter","weiblich","","","",""
"evangelisch","2004","16-34 Jahre alt","maennlich","","","",""
"evangelisch","2004","16-34 Jahre alt","weiblich","","","",""
"evangelisch","2004","35-65 Jahre alt","maennlich","","","",""
"evangelisch","2004","35-65 Jahre alt","weiblich","","","",""
"evangelisch","2004","66 und älter","maennlich","","","",""
"evangelisch","2004","66 und älter","weiblich","","","",""
"islamische Religionsgemeinschaft","2004","16-34 Jahre alt","maennlich","","","",""
"islamische Religionsgemeinschaft","2004","16-34 Jahre alt","weiblich","","","",""
"islamische Religionsgemeinschaft","2004","35-65 Jahre alt","maennlich","","","",""
"islamische Religionsgemeinschaft","2004","35-65 Jahre alt","weiblich","","","",""
"islamische Religionsgemeinschaft","2004","66 und älter","maennlich","","","",""
"islamische Religionsgemeinschaft","2004","66 und älter","weiblich","","","",""
"konfessionslos","2004","16-34 Jahre alt","maennlich","","","",""
"konfessionslos","2004","16-34 Jahre alt","weiblich","","","",""
"konfessionslos","2004","35-65 Jahre alt","maennlich","","","",""
"konfessionslos","2004","35-65 Jahre alt","weiblich","","","",""
"konfessionslos","2004","66 und älter","maennlich","","","",""
"konfessionslos","2004","66 und älter","weiblich","","","",""
"andere","2004","16-34 Jahre alt","maennlich","","","",""
"andere","2004","16-34 Jahre alt","weiblich","","","",""
"andere","2004","35-65 Jahre alt","maennlich","","","",""
"andere","2004","35-65 Jahre alt","weiblich","","","",""
"andere","2004","66 und älter","maennlich","","","",""
"andere","2004","66 und älter","weiblich","","","",""
"katholisch","2005","16-34 Jahre alt","maennlich","","","",""
"katholisch","2005","16-34 Jahre alt","weiblich","","","",""
"katholisch","2005","35-65 Jahre alt","maennlich","","","",""
"katholisch","2005","35-65 Jahre alt","weiblich","","","",""
"katholisch","2005","66 und älter","maennlich","","","",""
"katholisch","2005","66 und älter","weiblich","","","",""
"evangelisch","2005","16-34 Jahre alt","maennlich","","","",""
"evangelisch","2005","16-34 Jahre alt","weiblich","","","",""
"evangelisch","2005","35-65 Jahre alt","maennlich","","","",""
"evangelisch","2005","35-65 Jahre alt","weiblich","","","",""
"evangelisch","2005","66 und älter","maennlich","","","",""
"evangelisch","2005","66 und älter","weiblich","","","",""
"islamische Religionsgemeinschaft","2005","16-34 Jahre alt","maennlich","","","",""
"islamische Religionsgemeinschaft","2005","16-34 Jahre alt","weiblich","","","",""
"islamische Religionsgemeinschaft","2005","35-65 Jahre alt","maennlich","","","",""
"islamische Religionsgemeinschaft","2005","35-65 Jahre alt","weiblich","","","",""
"islamische Religionsgemeinschaft","2005","66 und älter","maennlich","","","",""
"islamische Religionsgemeinschaft","2005","66 und älter","weiblich","","","",""
"konfessionslos","2005","16-34 Jahre alt","maennlich","","","",""
"konfessionslos","2005","16-34 Jahre alt","weiblich","","","",""
"konfessionslos","2005","35-65 Jahre alt","maennlich","","","",""
"konfessionslos","2005","35-65 Jahre alt","weiblich","","","",""
"konfessionslos","2005","66 und älter","maennlich","","","",""
"konfessionslos","2005","66 und älter","weiblich","","","",""
"andere","2005","16-34 Jahre alt","maennlich","","","",""
"andere","2005","16-34 Jahre alt","weiblich","","","",""
"andere","2005","35-65 Jahre alt","maennlich","","","",""
"andere","2005","35-65 Jahre alt","weiblich","","","",""
"andere","2005","66 und älter","maennlich","","","",""
"andere","2005","66 und älter","weiblich","","","",""
"katholisch","2006","16-34 Jahre alt","maennlich","","","",""
"katholisch","2006","16-34 Jahre alt","weiblich","","","",""
"katholisch","2006","35-65 Jahre alt","maennlich","","","",""
"katholisch","2006","35-65 Jahre alt","weiblich","","","",""
"katholisch","2006","66 und älter","maennlich","","","",""
"katholisch","2006","66 und älter","weiblich","","","",""
"evangelisch","2006","16-34 Jahre alt","maennlich","","","",""
"evangelisch","2006","16-34 Jahre alt","weiblich","","","",""
"evangelisch","2006","35-65 Jahre alt","maennlich","","","",""
"evangelisch","2006","35-65 Jahre alt","weiblich","","","",""
"evangelisch","2006","66 und älter","maennlich","","","",""
"evangelisch","2006","66 und älter","weiblich","","","",""
"islamische Religionsgemeinschaft","2006","16-34 Jahre alt","maennlich","","","",""
"islamische Religionsgemeinschaft","2006","16-34 Jahre alt","weiblich","","","",""
"islamische Religionsgemeinschaft","2006","35-65 Jahre alt","maennlich","","","",""
"islamische Religionsgemeinschaft","2006","35-65 Jahre alt","weiblich","","","",""
"islamische Religionsgemeinschaft","2006","66 und älter","maennlich","","","",""
"islamische Religionsgemeinschaft","2006","66 und älter","weiblich","","","",""
"konfessionslos","2006","16-34 Jahre alt","maennlich","","","",""
"konfessionslos","2006","16-34 Jahre alt","weiblich","","","",""
"konfessionslos","2006","35-65 Jahre alt","maennlich","","","",""
"konfessionslos","2006","35-65 Jahre alt","weiblich","","","",""
"konfessionslos","2006","66 und älter","maennlich","","","",""
"konfessionslos","2006","66 und älter","weiblich","","","",""
"andere","2006","16-34 Jahre alt","maennlich","","","",""
"andere","2006","16-34 Jahre alt","weiblich","","","",""
"andere","2006","35-65 Jahre alt","maennlich","","","",""
"andere","2006","35-65 Jahre alt","weiblich","","","",""
"andere","2006","66 und älter","maennlich","","","",""
"andere","2006","66 und älter","weiblich","","","",""
"katholisch","2007","16-34 Jahre alt","maennlich","617","0.290812384624351","0.272022518537459","0.309602250711242"
"katholisch","2007","16-34 Jahre alt","weiblich","716","0.297404256305066","0.279391731559524","0.315416781050607"
"katholisch","2007","35-65 Jahre alt","maennlich","1535","0.285700198460977","0.273764609052906","0.297635787869049"
"katholisch","2007","35-65 Jahre alt","weiblich","1796","0.324132849769219","0.31224810020678","0.336017599331658"
"katholisch","2007","66 und älter","maennlich","608","0.306761598124804","0.286804055621427","0.326719140628181"
"katholisch","2007","66 und älter","weiblich","707","0.319473286689016","0.300601347382125","0.338345225995907"
"evangelisch","2007","16-34 Jahre alt","maennlich","729","0.316143082469073","0.296905028947445","0.3353811359907"
"evangelisch","2007","16-34 Jahre alt","weiblich","834","0.345247985051886","0.326513047859738","0.363982922244034"
"evangelisch","2007","35-65 Jahre alt","maennlich","1603","0.288294194835162","0.276326333808099","0.300262055862226"
"evangelisch","2007","35-65 Jahre alt","weiblich","1998","0.323475606081512","0.311597140608947","0.335354071554078"
"evangelisch","2007","66 und älter","maennlich","849","0.43173256289792","0.410296301254976","0.453168824540863"
"evangelisch","2007","66 und älter","weiblich","1129","0.488280432865362","0.468048967499827","0.508511898230897"
"islamische Religionsgemeinschaft","2007","16-34 Jahre alt","maennlich","118","0.0721886288084221","0.0614808126428107","0.0828964449740335"
"islamische Religionsgemeinschaft","2007","16-34 Jahre alt","weiblich","118","0.0575164325855446","0.0483419599953451","0.0666909051757442"
"islamische Religionsgemeinschaft","2007","35-65 Jahre alt","maennlich","173","0.0366008499979209","0.0316395321662094","0.0415621678296325"
"islamische Religionsgemeinschaft","2007","35-65 Jahre alt","weiblich","160","0.0310485089557487","0.0266442866341095","0.0354527312773879"
"islamische Religionsgemeinschaft","2007","66 und älter","maennlich","31","0.0144997915504934","0.00932641011260338","0.0196731729883834"
"islamische Religionsgemeinschaft","2007","66 und älter","weiblich","","","",""
"konfessionslos","2007","16-34 Jahre alt","maennlich","716","0.291050555027992","0.272256152934421","0.309844957121564"
"konfessionslos","2007","16-34 Jahre alt","weiblich","721","0.265761349626191","0.248354796709505","0.283167902542878"
"konfessionslos","2007","35-65 Jahre alt","maennlich","2046","0.362027993363539","0.349330434856893","0.374725551870185"
"konfessionslos","2007","35-65 Jahre alt","weiblich","1823","0.282477007858411","0.271045400356652","0.29390861536017"
"konfessionslos","2007","66 und älter","maennlich","525","0.221678850943851","0.20370228188681","0.239655420000893"
"konfessionslos","2007","66 und älter","weiblich","442","0.16591904950229","0.150862380808919","0.180975718195661"
"andere","2007","16-34 Jahre alt","maennlich","64","0.0298053490701625","0.0227695535540576","0.0368411445862674"
"andere","2007","16-34 Jahre alt","weiblich","85","0.0340699764313126","0.0269216069407496","0.0412183459218756"
"andere","2007","35-65 Jahre alt","maennlich","146","0.0273767633424003","0.0230654289759316","0.0316880977088691"
"andere","2007","35-65 Jahre alt","weiblich","181","0.0388660273351086","0.0339583626545058","0.0437736920157114"
"andere","2007","66 und älter","maennlich","38","0.0253271964829316","0.0185275200873714","0.0321268728784918"
"andere","2007","66 und älter","weiblich","41","0.0167816590746575","0.0115826676616036","0.0219806504877113"
"katholisch","2008","16-34 Jahre alt","maennlich","","","",""
"katholisch","2008","16-34 Jahre alt","weiblich","","","",""
"katholisch","2008","35-65 Jahre alt","maennlich","","","",""
"katholisch","2008","35-65 Jahre alt","weiblich","","","",""
"katholisch","2008","66 und älter","maennlich","","","",""
"katholisch","2008","66 und älter","weiblich","","","",""
"evangelisch","2008","16-34 Jahre alt","maennlich","","","",""
"evangelisch","2008","16-34 Jahre alt","weiblich","","","",""
"evangelisch","2008","35-65 Jahre alt","maennlich","","","",""
"evangelisch","2008","35-65 Jahre alt","weiblich","","","",""
"evangelisch","2008","66 und älter","maennlich","","","",""
"evangelisch","2008","66 und älter","weiblich","","","",""
"islamische Religionsgemeinschaft","2008","16-34 Jahre alt","maennlich","","","",""
"islamische Religionsgemeinschaft","2008","16-34 Jahre alt","weiblich","","","",""
"islamische Religionsgemeinschaft","2008","35-65 Jahre alt","maennlich","","","",""
"islamische Religionsgemeinschaft","2008","35-65 Jahre alt","weiblich","","","",""
"islamische Religionsgemeinschaft","2008","66 und älter","maennlich","","","",""
"islamische Religionsgemeinschaft","2008","66 und älter","weiblich","","","",""
"konfessionslos","2008","16-34 Jahre alt","maennlich","","","",""
"konfessionslos","2008","16-34 Jahre alt","weiblich","","","",""
"konfessionslos","2008","35-65 Jahre alt","maennlich","","","",""
"konfessionslos","2008","35-65 Jahre alt","weiblich","","","",""
"konfessionslos","2008","66 und älter","maennlich","","","",""
"konfessionslos","2008","66 und älter","weiblich","","","",""
"andere","2008","16-34 Jahre alt","maennlich","","","",""
"andere","2008","16-34 Jahre alt","weiblich","","","",""
"andere","2008","35-65 Jahre alt","maennlich","","","",""
"andere","2008","35-65 Jahre alt","weiblich","","","",""
"andere","2008","66 und älter","maennlich","","","",""
"andere","2008","66 und älter","weiblich","","","",""
"katholisch","2009","16-34 Jahre alt","maennlich","","","",""
"katholisch","2009","16-34 Jahre alt","weiblich","","","",""
"katholisch","2009","35-65 Jahre alt","maennlich","","","",""
"katholisch","2009","35-65 Jahre alt","weiblich","","","",""
"katholisch","2009","66 und älter","maennlich","","","",""
"katholisch","2009","66 und älter","weiblich","","","",""
"evangelisch","2009","16-34 Jahre alt","maennlich","","","",""
"evangelisch","2009","16-34 Jahre alt","weiblich","","","",""
"evangelisch","2009","35-65 Jahre alt","maennlich","","","",""
"evangelisch","2009","35-65 Jahre alt","weiblich","","","",""
"evangelisch","2009","66 und älter","maennlich","","","",""
"evangelisch","2009","66 und älter","weiblich","","","",""
"islamische Religionsgemeinschaft","2009","16-34 Jahre alt","maennlich","","","",""
"islamische Religionsgemeinschaft","2009","16-34 Jahre alt","weiblich","","","",""
"islamische Religionsgemeinschaft","2009","35-65 Jahre alt","maennlich","","","",""
"islamische Religionsgemeinschaft","2009","35-65 Jahre alt","weiblich","","","",""
"islamische Religionsgemeinschaft","2009","66 und älter","maennlich","","","",""
"islamische Religionsgemeinschaft","2009","66 und älter","weiblich","","","",""
"konfessionslos","2009","16-34 Jahre alt","maennlich","","","",""
"konfessionslos","2009","16-34 Jahre alt","weiblich","","","",""
"konfessionslos","2009","35-65 Jahre alt","maennlich","","","",""
"konfessionslos","2009","35-65 Jahre alt","weiblich","","","",""
"konfessionslos","2009","66 und älter","maennlich","","","",""
"konfessionslos","2009","66 und älter","weiblich","","","",""
"andere","2009","16-34 Jahre alt","maennlich","","","",""
"andere","2009","16-34 Jahre alt","weiblich","","","",""
"andere","2009","35-65 Jahre alt","maennlich","","","",""
"andere","2009","35-65 Jahre alt","weiblich","","","",""
"andere","2009","66 und älter","maennlich","","","",""
"andere","2009","66 und älter","weiblich","","","",""
"katholisch","2010","16-34 Jahre alt","maennlich","","","",""
"katholisch","2010","16-34 Jahre alt","weiblich","","","",""
"katholisch","2010","35-65 Jahre alt","maennlich","","","",""
"katholisch","2010","35-65 Jahre alt","weiblich","","","",""
"katholisch","2010","66 und älter","maennlich","","","",""
"katholisch","2010","66 und älter","weiblich","","","",""
"evangelisch","2010","16-34 Jahre alt","maennlich","","","",""
"evangelisch","2010","16-34 Jahre alt","weiblich","","","",""
"evangelisch","2010","35-65 Jahre alt","maennlich","","","",""
"evangelisch","2010","35-65 Jahre alt","weiblich","","","",""
"evangelisch","2010","66 und älter","maennlich","","","",""
"evangelisch","2010","66 und älter","weiblich","","","",""
"islamische Religionsgemeinschaft","2010","16-34 Jahre alt","maennlich","","","",""
"islamische Religionsgemeinschaft","2010","16-34 Jahre alt","weiblich","","","",""
"islamische Religionsgemeinschaft","2010","35-65 Jahre alt","maennlich","","","",""
"islamische Religionsgemeinschaft","2010","35-65 Jahre alt","weiblich","","","",""
"islamische Religionsgemeinschaft","2010","66 und älter","maennlich","","","",""
"islamische Religionsgemeinschaft","2010","66 und älter","weiblich","","","",""
"konfessionslos","2010","16-34 Jahre alt","maennlich","","","",""
"konfessionslos","2010","16-34 Jahre alt","weiblich","","","",""
"konfessionslos","2010","35-65 Jahre alt","maennlich","","","",""
"konfessionslos","2010","35-65 Jahre alt","weiblich","","","",""
"konfessionslos","2010","66 und älter","maennlich","","","",""
"konfessionslos","2010","66 und älter","weiblich","","","",""
"andere","2010","16-34 Jahre alt","maennlich","","","",""
"andere","2010","16-34 Jahre alt","weiblich","","","",""
"andere","2010","35-65 Jahre alt","maennlich","","","",""
"andere","2010","35-65 Jahre alt","weiblich","","","",""
"andere","2010","66 und älter","maennlich","","","",""
"andere","2010","66 und älter","weiblich","","","",""
"katholisch","2011","16-34 Jahre alt","maennlich","609","0.288830398184251","0.269446260514034","0.308214535854468"
"katholisch","2011","16-34 Jahre alt","weiblich","677","0.281991467733731","0.264206560133371","0.29977637533409"
"katholisch","2011","35-65 Jahre alt","maennlich","1600","0.282817358004523","0.271155262458133","0.294479453550913"
"katholisch","2011","35-65 Jahre alt","weiblich","1998","0.307573832618286","0.296548238852285","0.318599426384287"
"katholisch","2011","66 und älter","maennlich","713","0.301395615101762","0.283325155181172","0.319466075022353"
"katholisch","2011","66 und älter","weiblich","815","0.319373727322684","0.301790858059171","0.336956596586198"
"evangelisch","2011","16-34 Jahre alt","maennlich","687","0.33500461756143","0.3148175537841","0.355191681338761"
"evangelisch","2011","16-34 Jahre alt","weiblich","856","0.376573060972695","0.357422291288667","0.395723830656723"
"evangelisch","2011","35-65 Jahre alt","maennlich","1650","0.274430353193606","0.262875503371711","0.285985203015501"
"evangelisch","2011","35-65 Jahre alt","weiblich","2241","0.309124765557784","0.298083794501424","0.320165736614143"
"evangelisch","2011","66 und älter","maennlich","947","0.393729765207554","0.37448922173476","0.412970308680348"
"evangelisch","2011","66 und älter","weiblich","1216","0.457524719757838","0.438736611359486","0.476312828156191"
"islamische Religionsgemeinschaft","2011","16-34 Jahre alt","maennlich","73","0.035557159639156","0.0276368853659897","0.0434774339123222"
"islamische Religionsgemeinschaft","2011","16-34 Jahre alt","weiblich","91","0.0299831735655299","0.0232425936816695","0.0367237534493904"
"islamische Religionsgemeinschaft","2011","35-65 Jahre alt","maennlich","149","0.0262950826503503","0.0221516562236943","0.0304385090770064"
"islamische Religionsgemeinschaft","2011","35-65 Jahre alt","weiblich","148","0.0261105332116854","0.022300723683266","0.0299203427401048"
"islamische Religionsgemeinschaft","2011","66 und älter","maennlich","","","",""
"islamische Religionsgemeinschaft","2011","66 und älter","weiblich","","","",""
"konfessionslos","2011","16-34 Jahre alt","maennlich","673","0.312713612465845","0.292885530383548","0.332541694548141"
"konfessionslos","2011","16-34 Jahre alt","weiblich","763","0.284134695650677","0.266308994634071","0.301960396667284"
"konfessionslos","2011","35-65 Jahre alt","maennlich","2189","0.39318719493488","0.380538790870536","0.405835598999224"
"konfessionslos","2011","35-65 Jahre alt","weiblich","2136","0.321090902074618","0.309936138410076","0.33224566573916"
"konfessionslos","2011","66 und älter","maennlich","748","0.2662001805482","0.24879501890947","0.28360534218693"
"konfessionslos","2011","66 und älter","weiblich","606","0.195507435057204","0.180550987403258","0.210463882711151"
"andere","2011","16-34 Jahre alt","maennlich","58","0.027894212149318","0.0208513002155774","0.0349371240830585"
"andere","2011","16-34 Jahre alt","weiblich","72","0.0273176020773669","0.0208747873563194","0.0337604167984143"
"andere","2011","35-65 Jahre alt","maennlich","141","0.0232700112166407","0.0193661511926832","0.0271738712405983"
"andere","2011","35-65 Jahre alt","weiblich","207","0.036099966537627","0.0316433018852484","0.0405566311900056"
"andere","2011","66 und älter","maennlich","42","0.0246506254095866","0.0185443109759492","0.0307569398432239"
"andere","2011","66 und älter","weiblich","47","0.0194705877473028","0.0142597728942998","0.0246814026003059"
"katholisch","2012","16-34 Jahre alt","maennlich","","","",""
"katholisch","2012","16-34 Jahre alt","weiblich","","","",""
"katholisch","2012","35-65 Jahre alt","maennlich","","","",""
"katholisch","2012","35-65 Jahre alt","weiblich","","","",""
"katholisch","2012","66 und älter","maennlich","","","",""
"katholisch","2012","66 und älter","weiblich","","","",""
"evangelisch","2012","16-34 Jahre alt","maennlich","","","",""
"evangelisch","2012","16-34 Jahre alt","weiblich","","","",""
"evangelisch","2012","35-65 Jahre alt","maennlich","","","",""
"evangelisch","2012","35-65 Jahre alt","weiblich","","","",""
"evangelisch","2012","66 und älter","maennlich","","","",""
"evangelisch","2012","66 und älter","weiblich","","","",""
"islamische Religionsgemeinschaft","2012","16-34 Jahre alt","maennlich","","","",""
"islamische Religionsgemeinschaft","2012","16-34 Jahre alt","weiblich","","","",""
"islamische Religionsgemeinschaft","2012","35-65 Jahre alt","maennlich","","","",""
"islamische Religionsgemeinschaft","2012","35-65 Jahre alt","weiblich","","","",""
"islamische Religionsgemeinschaft","2012","66 und älter","maennlich","","","",""
"islamische Religionsgemeinschaft","2012","66 und älter","weiblich","","","",""
"konfessionslos","2012","16-34 Jahre alt","maennlich","","","",""
"konfessionslos","2012","16-34 Jahre alt","weiblich","","","",""
"konfessionslos","2012","35-65 Jahre alt","maennlich","","","",""
"konfessionslos","2012","35-65 Jahre alt","weiblich","","","",""
"konfessionslos","2012","66 und älter","maennlich","","","",""
"konfessionslos","2012","66 und älter","weiblich","","","",""
"andere","2012","16-34 Jahre alt","maennlich","","","",""
"andere","2012","16-34 Jahre alt","weiblich","","","",""
"andere","2012","35-65 Jahre alt","maennlich","","","",""
"andere","2012","35-65 Jahre alt","weiblich","","","",""
"andere","2012","66 und älter","maennlich","","","",""
"andere","2012","66 und älter","weiblich","","","",""
"katholisch","2013","16-34 Jahre alt","maennlich","197","0.181255425431528","0.157087303283194","0.205423547579862"
"katholisch","2013","16-34 Jahre alt","weiblich","276","0.24673509977502","0.221872506117832","0.271597693432207"
"katholisch","2013","35-65 Jahre alt","maennlich","300","0.221872015419981","0.199558255294225","0.244185775545738"
"katholisch","2013","35-65 Jahre alt","weiblich","340","0.234381679732786","0.212136264202984","0.256627095262589"
"katholisch","2013","66 und älter","maennlich","","","",""
"katholisch","2013","66 und älter","weiblich","","","",""
"evangelisch","2013","16-34 Jahre alt","maennlich","113","0.110330615905545","0.0906750511716102","0.129986180639479"
"evangelisch","2013","16-34 Jahre alt","weiblich","138","0.118976675507053","0.100305067689646","0.137648283324459"
"evangelisch","2013","35-65 Jahre alt","maennlich","179","0.136903140481476","0.118443108369922","0.155363172593031"
"evangelisch","2013","35-65 Jahre alt","weiblich","209","0.138235184973232","0.120110260273532","0.156360109672932"
"evangelisch","2013","66 und älter","maennlich","","","",""
"evangelisch","2013","66 und älter","weiblich","","","",""
"islamische Religionsgemeinschaft","2013","16-34 Jahre alt","maennlich","263","0.329042459785354","0.299564550863787","0.358520368706922"
"islamische Religionsgemeinschaft","2013","16-34 Jahre alt","weiblich","296","0.288407545187043","0.262281355531224","0.314533734842862"
"islamische Religionsgemeinschaft","2013","35-65 Jahre alt","maennlich","276","0.254002920161011","0.230626182823808","0.277379657498213"
"islamische Religionsgemeinschaft","2013","35-65 Jahre alt","weiblich","237","0.217849222073354","0.196172391642007","0.239526052504701"
"islamische Religionsgemeinschaft","2013","66 und älter","maennlich","","","",""
"islamische Religionsgemeinschaft","2013","66 und älter","weiblich","","","",""
"konfessionslos","2013","16-34 Jahre alt","maennlich","253","0.267898448995878","0.240114501776467","0.295682396215288"
"konfessionslos","2013","16-34 Jahre alt","weiblich","252","0.232823821262467","0.208450295319637","0.257197347205298"
"konfessionslos","2013","35-65 Jahre alt","maennlich","363","0.271196242339458","0.247321256974567","0.295071227704349"
"konfessionslos","2013","35-65 Jahre alt","weiblich","320","0.240468194448529","0.2180255341198","0.262910854777258"
"konfessionslos","2013","66 und älter","maennlich","","","",""
"konfessionslos","2013","66 und älter","weiblich","","","",""
"andere","2013","16-34 Jahre alt","maennlich","150","0.111473049881696","0.0917286732643166","0.131217426499075"
"andere","2013","16-34 Jahre alt","weiblich","193","0.113056858268417","0.094794643528845","0.13131907300799"
"andere","2013","35-65 Jahre alt","maennlich","214","0.116025681598074","0.0988270906738981","0.13322427252225"
"andere","2013","35-65 Jahre alt","weiblich","287","0.169065718772099","0.149383065195655","0.188748372348542"
"andere","2013","66 und älter","maennlich","","","",""
"andere","2013","66 und älter","weiblich","","","",""
"katholisch","2014","16-34 Jahre alt","maennlich","","","",""
"katholisch","2014","16-34 Jahre alt","weiblich","","","",""
"katholisch","2014","35-65 Jahre alt","maennlich","","","",""
"katholisch","2014","35-65 Jahre alt","weiblich","","","",""
"katholisch","2014","66 und älter","maennlich","","","",""
"katholisch","2014","66 und älter","weiblich","","","",""
"evangelisch","2014","16-34 Jahre alt","maennlich","","","",""
"evangelisch","2014","16-34 Jahre alt","weiblich","","","",""
"evangelisch","2014","35-65 Jahre alt","maennlich","","","",""
"evangelisch","2014","35-65 Jahre alt","weiblich","","","",""
"evangelisch","2014","66 und älter","maennlich","","","",""
"evangelisch","2014","66 und älter","weiblich","","","",""
"islamische Religionsgemeinschaft","2014","16-34 Jahre alt","maennlich","","","",""
"islamische Religionsgemeinschaft","2014","16-34 Jahre alt","weiblich","","","",""
"islamische Religionsgemeinschaft","2014","35-65 Jahre alt","maennlich","","","",""
"islamische Religionsgemeinschaft","2014","35-65 Jahre alt","weiblich","","","",""
"islamische Religionsgemeinschaft","2014","66 und älter","maennlich","","","",""
"islamische Religionsgemeinschaft","2014","66 und älter","weiblich","","","",""
"konfessionslos","2014","16-34 Jahre alt","maennlich","","","",""
"konfessionslos","2014","16-34 Jahre alt","weiblich","","","",""
"konfessionslos","2014","35-65 Jahre alt","maennlich","","","",""
"konfessionslos","2014","35-65 Jahre alt","weiblich","","","",""
"konfessionslos","2014","66 und älter","maennlich","","","",""
"konfessionslos","2014","66 und älter","weiblich","","","",""
"andere","2014","16-34 Jahre alt","maennlich","","","",""
"andere","2014","16-34 Jahre alt","weiblich","","","",""
"andere","2014","35-65 Jahre alt","maennlich","","","",""
"andere","2014","35-65 Jahre alt","weiblich","","","",""
"andere","2014","66 und älter","maennlich","","","",""
"andere","2014","66 und älter","weiblich","","","",""
"katholisch","2015","16-34 Jahre alt","maennlich","842","0.292402024434542","0.276232591936959","0.308571456932126"
"katholisch","2015","16-34 Jahre alt","weiblich","965","0.267704298390451","0.253308805338341","0.282099791442562"
"katholisch","2015","35-65 Jahre alt","maennlich","1883","0.273044755268713","0.26250807736436","0.283581433173067"
"katholisch","2015","35-65 Jahre alt","weiblich","2415","0.305177567935789","0.295284124966328","0.31507101090525"
"katholisch","2015","66 und älter","maennlich","648","0.287554968173674","0.269457937417363","0.305651998929984"
"katholisch","2015","66 und älter","weiblich","726","0.309854672514394","0.29183896513334","0.327870379895447"
"evangelisch","2015","16-34 Jahre alt","maennlich","781","0.281468099145782","0.265481763889667","0.297454434401897"
"evangelisch","2015","16-34 Jahre alt","weiblich","975","0.325759855981939","0.310522426278865","0.340997285685013"
"evangelisch","2015","35-65 Jahre alt","maennlich","1650","0.248220540127939","0.238004160231792","0.258436920024085"
"evangelisch","2015","35-65 Jahre alt","weiblich","2394","0.285624009366294","0.275919021072964","0.295328997659623"
"evangelisch","2015","66 und älter","maennlich","886","0.388420035036705","0.368932870950628","0.407907199122782"
"evangelisch","2015","66 und älter","weiblich","1071","0.440137687993873","0.42079855883143","0.459476817156316"
"islamische Religionsgemeinschaft","2015","16-34 Jahre alt","maennlich","293","0.0734951747593268","0.0642190932657625","0.0827712562528911"
"islamische Religionsgemeinschaft","2015","16-34 Jahre alt","weiblich","344","0.0623895627040862","0.0545259373017245","0.0702531881064478"
"islamische Religionsgemeinschaft","2015","35-65 Jahre alt","maennlich","396","0.0442098226738431","0.0393482854464319","0.0490713599012543"
"islamische Religionsgemeinschaft","2015","35-65 Jahre alt","weiblich","373","0.0389230647616228","0.0347676265685399","0.0430785029547057"
"islamische Religionsgemeinschaft","2015","66 und älter","maennlich","","","",""
"islamische Religionsgemeinschaft","2015","66 und älter","weiblich","","","",""
"konfessionslos","2015","16-34 Jahre alt","maennlich","898","0.316140274173684","0.299611725314188","0.33266882303318"
"konfessionslos","2015","16-34 Jahre alt","weiblich","1049","0.303153385618426","0.288209778599912","0.31809699263694"
"konfessionslos","2015","35-65 Jahre alt","maennlich","2560","0.404234918653771","0.392628789922466","0.415841047385077"
"konfessionslos","2015","35-65 Jahre alt","weiblich","2616","0.330684677645842","0.320576877297837","0.340792477993848"
"konfessionslos","2015","66 und älter","maennlich","793","0.287634617184081","0.269536092042081","0.305733142326081"
