year,age_gr,quintil_oecd,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,17-29 y.,3rd Quintile,Yes,0.05317,44,742,0.03702,0.06933
2004,17-29 y.,3rd Quintile,No,0.93791,698,742,0.92054,0.95529
2004,17-29 y.,4th Quintile,Yes,0.05846,44,721,0.04133,0.07560
2004,17-29 y.,4th Quintile,No,0.93898,677,721,0.92150,0.95647
2004,17-29 y.,5th Quintile,Yes,0.05805,52,839,0.04222,0.07388
2004,17-29 y.,5th Quintile,No,0.94178,787,839,0.92592,0.95763
2004,30-45 y.,1st Quintile,Yes,0.12776,124,916,0.10613,0.14939
2004,30-45 y.,1st Quintile,No,0.86673,792,916,0.84471,0.88875
2004,30-45 y.,2nd Quintile,Yes,0.08456,102,1166,0.06858,0.10054
2004,30-45 y.,2nd Quintile,No,0.90858,1064,1166,0.89203,0.92513
2004,30-45 y.,3rd Quintile,Yes,0.09000,109,1240,0.07407,0.10594
2004,30-45 y.,3rd Quintile,No,0.90787,1131,1240,0.89176,0.92397
2004,30-45 y.,4th Quintile,Yes,0.10023,145,1451,0.08477,0.11568
2004,30-45 y.,4th Quintile,No,0.89977,1306,1451,0.88432,0.91523
2004,30-45 y.,5th Quintile,Yes,0.06924,139,1740,0.05731,0.08118
2004,30-45 y.,5th Quintile,No,0.92663,1601,1740,0.91438,0.93889
2004,46-65 y.,1st Quintile,Yes,0.15544,129,851,0.13108,0.17980
2004,46-65 y.,1st Quintile,No,0.84363,722,851,0.81921,0.86805
2004,46-65 y.,2nd Quintile,Yes,0.12036,121,1001,0.10019,0.14053
2004,46-65 y.,2nd Quintile,No,0.87589,880,1001,0.85545,0.89632
2004,46-65 y.,3rd Quintile,Yes,0.12119,153,1158,0.10239,0.14000
2004,46-65 y.,3rd Quintile,No,0.86982,1005,1158,0.85043,0.88921
2004,46-65 y.,4th Quintile,Yes,0.12763,162,1461,0.11051,0.14474
2004,46-65 y.,4th Quintile,No,0.87211,1299,1461,0.85498,0.88924
2004,46-65 y.,5th Quintile,Yes,0.10823,319,2874,0.09687,0.11959
2004,46-65 y.,5th Quintile,No,0.88684,2555,2874,0.87526,0.89843
2004,66 and older,1st Quintile,Yes,0.22146,134,619,0.18872,0.25420
2004,66 and older,1st Quintile,No,0.77638,485,619,0.74353,0.80923
2004,66 and older,2nd Quintile,Yes,0.19695,180,900,0.17095,0.22295
2004,66 and older,2nd Quintile,No,0.79949,720,900,0.77332,0.82566
2004,66 and older,3rd Quintile,Yes,0.21746,162,786,0.18860,0.24632
2004,66 and older,3rd Quintile,No,0.78254,624,786,0.75368,0.81140
2004,66 and older,4th Quintile,Yes,0.22201,141,708,0.19138,0.25265
2004,66 and older,4th Quintile,No,0.77101,567,708,0.74003,0.80198
2004,66 and older,5th Quintile,Yes,0.25078,153,736,0.21944,0.28211
2004,66 and older,5th Quintile,No,0.74340,583,736,0.71183,0.77498
2005,17-29 y.,1st Quintile,Yes,0.09082,85,912,0.07216,0.10948
2005,17-29 y.,1st Quintile,No,0.90527,827,912,0.88625,0.92428
2005,17-29 y.,2nd Quintile,Yes,0.07921,54,727,0.05957,0.09886
2005,17-29 y.,2nd Quintile,No,0.91485,673,727,0.89455,0.93515
2005,17-29 y.,3rd Quintile,Yes,0.05552,41,693,0.03846,0.07258
2005,17-29 y.,3rd Quintile,No,0.93585,652,693,0.91760,0.95411
2005,17-29 y.,4th Quintile,Yes,0.06760,41,720,0.04925,0.08595
2005,17-29 y.,4th Quintile,No,0.92152,679,720,0.90187,0.94118
2005,17-29 y.,5th Quintile,Yes,0.04251,39,758,0.02814,0.05688
2005,17-29 y.,5th Quintile,No,0.95049,719,758,0.93504,0.96594
2005,30-45 y.,1st Quintile,Yes,0.11198,99,866,0.09097,0.13300
2005,30-45 y.,1st Quintile,No,0.87559,767,866,0.85359,0.89759
2005,30-45 y.,2nd Quintile,Yes,0.11335,105,1035,0.09403,0.13268
2005,30-45 y.,2nd Quintile,No,0.87911,930,1035,0.85924,0.89898
2005,30-45 y.,3rd Quintile,Yes,0.09143,101,1168,0.07490,0.10797
2005,30-45 y.,3rd Quintile,No,0.90674,1067,1168,0.89005,0.92342
2005,30-45 y.,4th Quintile,Yes,0.07909,100,1350,0.06469,0.09349
2005,30-45 y.,4th Quintile,No,0.91953,1250,1350,0.90502,0.93405
2005,30-45 y.,5th Quintile,Yes,0.07579,132,1649,0.06302,0.08857
2005,30-45 y.,5th Quintile,No,0.92329,1517,1649,0.91044,0.93613
2005,46-65 y.,1st Quintile,Yes,0.14443,116,776,0.11968,0.16918
2005,46-65 y.,1st Quintile,No,0.84324,660,776,0.81764,0.86883
2005,46-65 y.,2nd Quintile,Yes,0.11027,115,974,0.09059,0.12995
2005,46-65 y.,2nd Quintile,No,0.87969,859,974,0.85925,0.90013
2005,46-65 y.,3rd Quintile,Yes,0.11229,128,1108,0.09369,0.13089
2005,46-65 y.,3rd Quintile,No,0.88024,980,1108,0.86111,0.89937
2005,46-65 y.,4th Quintile,Yes,0.11557,159,1431,0.09900,0.13214
2005,46-65 y.,4th Quintile,No,0.87941,1272,1431,0.86253,0.89629
2005,46-65 y.,5th Quintile,Yes,0.09702,255,2700,0.08585,0.10819
2005,46-65 y.,5th Quintile,No,0.89912,2445,2700,0.88776,0.91048
2005,66 and older,1st Quintile,Yes,0.20840,124,589,0.17557,0.24123
2005,66 and older,1st Quintile,No,0.78354,465,589,0.75025,0.81683
2005,66 and older,2nd Quintile,Yes,0.16537,153,940,0.14161,0.18913
2005,66 and older,2nd Quintile,No,0.83463,787,940,0.81087,0.85839
2005,66 and older,3rd Quintile,Yes,0.19423,140,757,0.16603,0.22244
2005,66 and older,3rd Quintile,No,0.79622,617,757,0.76751,0.82494
2005,66 and older,4th Quintile,Yes,0.20812,141,687,0.17774,0.23850
2005,66 and older,4th Quintile,No,0.79113,546,687,0.76071,0.82155
2005,66 and older,5th Quintile,Yes,0.19135,152,782,0.16376,0.21894
2005,66 and older,5th Quintile,No,0.80289,630,782,0.77499,0.83079
2006,17-29 y.,1st Quintile,Yes,0.08214,76,786,0.06293,0.10135
2006,17-29 y.,1st Quintile,No,0.85388,710,786,0.82917,0.87859
2006,17-29 y.,2nd Quintile,Yes,0.07563,55,585,0.05419,0.09708
2006,17-29 y.,2nd Quintile,No,0.84785,530,585,0.81872,0.87698
2006,17-29 y.,3rd Quintile,Yes,0.07390,48,622,0.05333,0.09448
2006,17-29 y.,3rd Quintile,No,0.85246,574,622,0.82457,0.88035
2006,17-29 y.,4th Quintile,Yes,0.07558,45,672,0.05558,0.09558
2006,17-29 y.,4th Quintile,No,0.85118,627,672,0.82426,0.87811
2006,17-29 y.,5th Quintile,Yes,0.05061,37,626,0.03343,0.06780
2006,17-29 y.,5th Quintile,No,0.89043,589,626,0.86594,0.91492
2006,30-45 y.,1st Quintile,Yes,0.11224,91,805,0.09042,0.13405
2006,30-45 y.,1st Quintile,No,0.88001,714,805,0.85755,0.90247
2006,30-45 y.,2nd Quintile,Yes,0.07831,77,960,0.06131,0.09532
2006,30-45 y.,2nd Quintile,No,0.92169,883,960,0.90468,0.93869
2006,30-45 y.,3rd Quintile,Yes,0.08614,93,1113,0.06965,0.10264
2006,30-45 y.,3rd Quintile,No,0.91386,1020,1113,0.89736,0.93035
2006,30-45 y.,4th Quintile,Yes,0.07701,91,1224,0.06207,0.09195
2006,30-45 y.,4th Quintile,No,0.92126,1133,1224,0.90617,0.93636
2006,30-45 y.,5th Quintile,Yes,0.05858,107,1457,0.04652,0.07065
2006,30-45 y.,5th Quintile,No,0.93763,1350,1457,0.92521,0.95005
2006,46-65 y.,1st Quintile,Yes,0.13014,106,789,0.10665,0.15363
2006,46-65 y.,1st Quintile,No,0.86314,683,789,0.83915,0.88714
2006,46-65 y.,2nd Quintile,Yes,0.13638,96,817,0.11283,0.15992
2006,46-65 y.,2nd Quintile,No,0.86296,721,817,0.83937,0.88656
2006,46-65 y.,3rd Quintile,Yes,0.09793,108,1044,0.07989,0.11597
2006,46-65 y.,3rd Quintile,No,0.90099,936,1044,0.88287,0.91912
2006,46-65 y.,4th Quintile,Yes,0.11912,166,1380,0.10202,0.13621
2006,46-65 y.,4th Quintile,No,0.87911,1214,1380,0.86190,0.89631
2006,46-65 y.,5th Quintile,Yes,0.10424,242,2616,0.09253,0.11596
2006,46-65 y.,5th Quintile,No,0.89406,2374,2616,0.88226,0.90585
2006,66 and older,1st Quintile,Yes,0.22167,118,567,0.18745,0.25589
2006,66 and older,1st Quintile,No,0.76639,449,567,0.73153,0.80125
2006,66 and older,2nd Quintile,Yes,0.22005,195,925,0.19334,0.24676
2006,66 and older,2nd Quintile,No,0.77487,730,925,0.74794,0.80180
2006,66 and older,3rd Quintile,Yes,0.19923,167,862,0.17255,0.22591
2006,66 and older,3rd Quintile,No,0.79882,695,862,0.77204,0.82560
2006,66 and older,4th Quintile,Yes,0.23534,144,657,0.20288,0.26780
2006,66 and older,4th Quintile,No,0.76310,513,657,0.73056,0.79563
2006,66 and older,5th Quintile,Yes,0.20466,155,805,0.17677,0.23254
2006,66 and older,5th Quintile,No,0.79464,650,805,0.76671,0.82256
2007,17-29 y.,1st Quintile,Yes,0.10040,93,843,0.08010,0.12070
2007,17-29 y.,1st Quintile,No,0.81990,750,843,0.79394,0.84586
2007,17-29 y.,2nd Quintile,Yes,0.08014,58,654,0.05931,0.10096
2007,17-29 y.,2nd Quintile,No,0.80394,596,654,0.77349,0.83439
2007,17-29 y.,3rd Quintile,Yes,0.08086,55,634,0.05962,0.10210
2007,17-29 y.,3rd Quintile,No,0.83633,579,634,0.80750,0.86515
2007,17-29 y.,4th Quintile,Yes,0.05209,37,658,0.03510,0.06908
2007,17-29 y.,4th Quintile,No,0.86921,621,658,0.84342,0.89499
2007,17-29 y.,5th Quintile,Yes,0.07347,38,591,0.05242,0.09453
2007,17-29 y.,5th Quintile,No,0.86186,553,591,0.83402,0.88970
2007,30-45 y.,1st Quintile,Yes,0.10200,86,767,0.08057,0.12343
2007,30-45 y.,1st Quintile,No,0.89186,681,767,0.86987,0.91386
2007,30-45 y.,2nd Quintile,Yes,0.09902,99,1032,0.08078,0.11725
2007,30-45 y.,2nd Quintile,No,0.89799,933,1032,0.87952,0.91647
2007,30-45 y.,3rd Quintile,Yes,0.07165,82,1123,0.05656,0.08675
2007,30-45 y.,3rd Quintile,No,0.92561,1041,1123,0.91026,0.94097
2007,30-45 y.,4th Quintile,Yes,0.08416,102,1298,0.06905,0.09927
2007,30-45 y.,4th Quintile,No,0.91222,1196,1298,0.89682,0.92762
2007,30-45 y.,5th Quintile,Yes,0.07614,109,1478,0.06261,0.08967
2007,30-45 y.,5th Quintile,No,0.92286,1369,1478,0.90925,0.93647
2007,46-65 y.,1st Quintile,Yes,0.12599,107,848,0.10365,0.14834
2007,46-65 y.,1st Quintile,No,0.87116,741,848,0.84860,0.89372
2007,46-65 y.,2nd Quintile,Yes,0.10004,96,871,0.08010,0.11998
2007,46-65 y.,2nd Quintile,No,0.89112,775,871,0.87042,0.91182
2007,46-65 y.,3rd Quintile,Yes,0.10963,128,1129,0.09140,0.12787
2007,46-65 y.,3rd Quintile,No,0.88868,1001,1129,0.87032,0.90703
2007,46-65 y.,4th Quintile,Yes,0.11376,173,1545,0.09792,0.12960
2007,46-65 y.,4th Quintile,No,0.88127,1372,1545,0.86513,0.89740
2007,46-65 y.,5th Quintile,Yes,0.09337,270,2651,0.08229,0.10445
2007,46-65 y.,5th Quintile,No,0.90371,2381,2651,0.89247,0.91494
2007,66 and older,1st Quintile,Yes,0.21276,147,712,0.18268,0.24284
2007,66 and older,1st Quintile,No,0.77664,565,712,0.74603,0.80726
2007,66 and older,2nd Quintile,Yes,0.21459,204,988,0.18898,0.24021
2007,66 and older,2nd Quintile,No,0.78062,784,988,0.75480,0.80644
2007,66 and older,3rd Quintile,Yes,0.20712,195,950,0.18133,0.23290
2007,66 and older,3rd Quintile,No,0.79216,755,950,0.76634,0.81797
2007,66 and older,4th Quintile,Yes,0.21127,163,805,0.18306,0.23949
2007,66 and older,4th Quintile,No,0.78419,642,805,0.75575,0.81262
2007,66 and older,5th Quintile,Yes,0.22588,193,872,0.19811,0.25366
2007,66 and older,5th Quintile,No,0.76911,679,872,0.74113,0.79710
2008,17-29 y.,1st Quintile,Yes,0.07542,73,780,0.05688,0.09396
2008,17-29 y.,1st Quintile,No,0.84162,707,780,0.81598,0.86726
2008,17-29 y.,2nd Quintile,Yes,0.07136,43,566,0.05013,0.09258
2008,17-29 y.,2nd Quintile,No,0.83849,523,566,0.80815,0.86884
2008,17-29 y.,3rd Quintile,Yes,0.06348,41,634,0.04449,0.08247
2008,17-29 y.,3rd Quintile,No,0.86994,593,634,0.84374,0.89615
2008,17-29 y.,4th Quintile,Yes,0.03683,41,604,0.02180,0.05186
2008,17-29 y.,4th Quintile,No,0.89043,563,604,0.86550,0.91537
2008,17-29 y.,5th Quintile,Yes,0.06640,36,554,0.04564,0.08715
2008,17-29 y.,5th Quintile,No,0.86830,518,554,0.84012,0.89649
2008,30-45 y.,1st Quintile,Yes,0.09880,78,724,0.07705,0.12055
2008,30-45 y.,1st Quintile,No,0.89589,646,724,0.87363,0.91815
2008,30-45 y.,2nd Quintile,Yes,0.05810,64,913,0.04292,0.07329
2008,30-45 y.,2nd Quintile,No,0.93894,849,913,0.92340,0.95448
2008,30-45 y.,3rd Quintile,Yes,0.06703,77,1088,0.05217,0.08190
2008,30-45 y.,3rd Quintile,No,0.93197,1011,1088,0.91700,0.94694
2008,30-45 y.,4th Quintile,Yes,0.08456,89,1136,0.06837,0.10075
2008,30-45 y.,4th Quintile,No,0.91233,1047,1136,0.89588,0.92878
2008,30-45 y.,5th Quintile,Yes,0.08291,112,1300,0.06791,0.09790
2008,30-45 y.,5th Quintile,No,0.91644,1188,1300,0.90139,0.93149
2008,46-65 y.,1st Quintile,Yes,0.13982,119,797,0.11573,0.16391
2008,46-65 y.,1st Quintile,No,0.85741,678,797,0.83312,0.88171
2008,46-65 y.,2nd Quintile,Yes,0.11144,108,827,0.08998,0.13290
2008,46-65 y.,2nd Quintile,No,0.88176,719,827,0.85974,0.90378
2008,46-65 y.,3rd Quintile,Yes,0.11307,116,1103,0.09437,0.13177
2008,46-65 y.,3rd Quintile,No,0.88073,987,1103,0.86159,0.89987
2008,46-65 y.,4th Quintile,Yes,0.10772,157,1480,0.09192,0.12352
2008,46-65 y.,4th Quintile,No,0.88877,1323,1480,0.87275,0.90480
2008,46-65 y.,5th Quintile,Yes,0.09015,236,2466,0.07884,0.10146
2008,46-65 y.,5th Quintile,No,0.90355,2230,2466,0.89190,0.91520
2008,66 and older,1st Quintile,Yes,0.20339,139,705,0.17366,0.23312
2008,66 and older,1st Quintile,No,0.78089,566,705,0.75033,0.81145
2008,66 and older,2nd Quintile,Yes,0.19211,198,1032,0.16806,0.21616
2008,66 and older,2nd Quintile,No,0.80292,834,1032,0.77864,0.82720
2008,66 and older,3rd Quintile,Yes,0.18986,190,931,0.16465,0.21506
2008,66 and older,3rd Quintile,No,0.79812,741,931,0.77233,0.82392
2008,66 and older,4th Quintile,Yes,0.24262,160,708,0.21102,0.27422
2008,66 and older,4th Quintile,No,0.75738,548,708,0.72578,0.78898
2008,66 and older,5th Quintile,Yes,0.18382,167,900,0.15850,0.20914
2008,66 and older,5th Quintile,No,0.81385,733,900,0.78841,0.83930
2009,17-29 y.,1st Quintile,Yes,0.10897,82,713,0.08608,0.13186
2009,17-29 y.,1st Quintile,No,0.82092,631,713,0.79275,0.84908
2009,17-29 y.,2nd Quintile,Yes,0.07574,41,491,0.05231,0.09917
2009,17-29 y.,2nd Quintile,No,0.83493,450,491,0.80205,0.86780
2009,17-29 y.,3rd Quintile,Yes,0.02984,31,553,0.01564,0.04403
2009,17-29 y.,3rd Quintile,No,0.90823,522,553,0.88415,0.93232
2009,17-29 y.,4th Quintile,Yes,0.07032,44,585,0.04959,0.09106
2009,17-29 y.,4th Quintile,No,0.87078,541,585,0.84358,0.89799
2009,17-29 y.,5th Quintile,No,0.87955,480,480,0.85040,0.90869
2009,30-45 y.,1st Quintile,Yes,0.08506,71,654,0.06367,0.10646
2009,30-45 y.,1st Quintile,No,0.91215,583,654,0.89044,0.93386
2009,30-45 y.,2nd Quintile,Yes,0.11312,85,837,0.09165,0.13459
2009,30-45 y.,2nd Quintile,No,0.88060,752,837,0.85862,0.90258
2009,30-45 y.,3rd Quintile,Yes,0.10650,102,969,0.08707,0.12593
2009,30-45 y.,3rd Quintile,No,0.89131,867,969,0.87170,0.91092
2009,30-45 y.,4th Quintile,Yes,0.08034,84,1044,0.06384,0.09684
2009,30-45 y.,4th Quintile,No,0.91966,960,1044,0.90316,0.93616
2009,30-45 y.,5th Quintile,Yes,0.09154,100,1162,0.07495,0.10813
2009,30-45 y.,5th Quintile,No,0.90806,1062,1162,0.89144,0.92468
2009,46-65 y.,1st Quintile,Yes,0.14229,106,784,0.11782,0.16676
2009,46-65 y.,1st Quintile,No,0.85268,678,784,0.82785,0.87750
2009,46-65 y.,2nd Quintile,Yes,0.11414,106,783,0.09185,0.13643
2009,46-65 y.,2nd Quintile,No,0.87490,677,783,0.85172,0.89809
2009,46-65 y.,3rd Quintile,Yes,0.13310,140,1049,0.11253,0.15367
2009,46-65 y.,3rd Quintile,No,0.86639,909,1049,0.84579,0.88699
2009,46-65 y.,4th Quintile,Yes,0.10659,161,1403,0.09044,0.12275
2009,46-65 y.,4th Quintile,No,0.89029,1242,1403,0.87393,0.90665
2009,46-65 y.,5th Quintile,Yes,0.10132,241,2288,0.08896,0.11369
2009,46-65 y.,5th Quintile,No,0.89634,2047,2288,0.88385,0.90884
2009,66 and older,1st Quintile,Yes,0.22623,149,721,0.19567,0.25679
2009,66 and older,1st Quintile,No,0.76968,572,721,0.73893,0.80043
2009,66 and older,2nd Quintile,Yes,0.20437,220,1046,0.17992,0.22882
2009,66 and older,2nd Quintile,No,0.79473,826,1046,0.77024,0.81922
2009,66 and older,3rd Quintile,Yes,0.22915,187,856,0.20098,0.25732
2009,66 and older,3rd Quintile,No,0.76810,669,856,0.73981,0.79639
2009,66 and older,4th Quintile,Yes,0.23999,168,689,0.20808,0.27191
2009,66 and older,4th Quintile,No,0.75101,521,689,0.71870,0.78332
2009,66 and older,5th Quintile,Yes,0.18246,150,839,0.15631,0.20861
2009,66 and older,5th Quintile,No,0.81656,689,839,0.79035,0.84276
2010,17-29 y.,1st Quintile,Yes,0.06343,60,607,0.04402,0.08283
2010,17-29 y.,1st Quintile,No,0.90752,547,607,0.88446,0.93059
2010,17-29 y.,2nd Quintile,Yes,0.06127,43,463,0.03940,0.08314
2010,17-29 y.,2nd Quintile,No,0.88717,420,463,0.85832,0.91602
2010,17-29 y.,3rd Quintile,Yes,0.05919,39,501,0.03850,0.07987
2010,17-29 y.,3rd Quintile,No,0.88084,462,501,0.85244,0.90924
2010,17-29 y.,4th Quintile,Yes,0.04241,32,492,0.02459,0.06024
2010,17-29 y.,4th Quintile,No,0.92136,460,492,0.89755,0.94517
2010,17-29 y.,5th Quintile,No,0.90480,414,414,0.87649,0.93311
2010,30-45 y.,1st Quintile,Yes,0.08884,68,594,0.06594,0.11174
2010,30-45 y.,1st Quintile,No,0.90955,526,594,0.88646,0.93263
2010,30-45 y.,2nd Quintile,Yes,0.08232,60,734,0.06242,0.10222
2010,30-45 y.,2nd Quintile,No,0.91599,674,734,0.89591,0.93607
2010,30-45 y.,3rd Quintile,Yes,0.06025,61,864,0.04438,0.07613
2010,30-45 y.,3rd Quintile,No,0.93875,803,864,0.92275,0.95475
2010,30-45 y.,4th Quintile,Yes,0.06752,84,934,0.05142,0.08362
2010,30-45 y.,4th Quintile,No,0.93248,850,934,0.91638,0.94858
2010,30-45 y.,5th Quintile,Yes,0.05704,74,973,0.04246,0.07163
2010,30-45 y.,5th Quintile,No,0.94016,899,973,0.92524,0.95507
2010,46-65 y.,1st Quintile,Yes,0.13083,89,727,0.10630,0.15536
2010,46-65 y.,1st Quintile,No,0.86822,638,727,0.84361,0.89282
2010,46-65 y.,2nd Quintile,Yes,0.14869,118,825,0.12440,0.17298
2010,46-65 y.,2nd Quintile,No,0.84952,707,825,0.82511,0.87394
2010,46-65 y.,3rd Quintile,Yes,0.12691,130,966,0.10591,0.14791
2010,46-65 y.,3rd Quintile,No,0.86893,836,966,0.84764,0.89023
2010,46-65 y.,4th Quintile,Yes,0.12161,160,1311,0.10391,0.13931
2010,46-65 y.,4th Quintile,No,0.87688,1151,1311,0.85909,0.89468
2010,46-65 y.,5th Quintile,Yes,0.09315,212,2161,0.08089,0.10541
2010,46-65 y.,5th Quintile,No,0.90480,1949,2161,0.89242,0.91717
2010,66 and older,1st Quintile,Yes,0.21651,157,715,0.18630,0.24672
2010,66 and older,1st Quintile,No,0.77949,558,715,0.74908,0.80990
2010,66 and older,2nd Quintile,Yes,0.21489,217,966,0.18898,0.24081
2010,66 and older,2nd Quintile,No,0.78214,749,966,0.75610,0.80819
2010,66 and older,3rd Quintile,Yes,0.23003,202,832,0.20142,0.25865
2010,66 and older,3rd Quintile,No,0.76940,630,832,0.74076,0.79804
2010,66 and older,4th Quintile,Yes,0.20532,134,691,0.17518,0.23546
2010,66 and older,4th Quintile,No,0.79468,557,691,0.76454,0.82482
2010,66 and older,5th Quintile,Yes,0.18866,130,798,0.16150,0.21582
2010,66 and older,5th Quintile,No,0.80849,668,798,0.78117,0.83581
2011,17-29 y.,1st Quintile,Yes,0.11584,170,1073,0.09668,0.13500
2011,17-29 y.,1st Quintile,No,0.82763,903,1073,0.80502,0.85024
2011,17-29 y.,2nd Quintile,Yes,0.06625,102,739,0.04831,0.08420
2011,17-29 y.,2nd Quintile,No,0.83279,637,739,0.80587,0.85971
2011,17-29 y.,3rd Quintile,Yes,0.06176,54,601,0.04250,0.08102
2011,17-29 y.,3rd Quintile,No,0.87257,547,601,0.84589,0.89925
2011,17-29 y.,4th Quintile,Yes,0.03705,32,514,0.02071,0.05340
2011,17-29 y.,4th Quintile,No,0.88801,482,514,0.86072,0.91530
2011,17-29 y.,5th Quintile,No,0.89118,401,401,0.86066,0.92169
2011,30-45 y.,1st Quintile,Yes,0.13453,257,1671,0.11816,0.15089
2011,30-45 y.,1st Quintile,No,0.86510,1414,1671,0.84872,0.88149
2011,30-45 y.,2nd Quintile,Yes,0.10818,209,1748,0.09362,0.12275
2011,30-45 y.,2nd Quintile,No,0.89141,1539,1748,0.87682,0.90600
2011,30-45 y.,3rd Quintile,Yes,0.08288,182,1513,0.06898,0.09677
2011,30-45 y.,3rd Quintile,No,0.91712,1331,1513,0.90323,0.93102
2011,30-45 y.,4th Quintile,Yes,0.08684,176,1466,0.07242,0.10126
2011,30-45 y.,4th Quintile,No,0.91316,1290,1466,0.89874,0.92758
2011,30-45 y.,5th Quintile,Yes,0.09938,147,1426,0.08384,0.11491
2011,30-45 y.,5th Quintile,No,0.90062,1279,1426,0.88509,0.91616
2011,46-65 y.,1st Quintile,Yes,0.15239,153,1088,0.13103,0.17376
2011,46-65 y.,1st Quintile,No,0.84596,935,1088,0.82450,0.86742
2011,46-65 y.,2nd Quintile,Yes,0.13661,138,1006,0.11538,0.15784
2011,46-65 y.,2nd Quintile,No,0.86339,868,1006,0.84216,0.88462
2011,46-65 y.,3rd Quintile,Yes,0.11044,152,1199,0.09269,0.12819
2011,46-65 y.,3rd Quintile,No,0.88697,1047,1199,0.86904,0.90490
2011,46-65 y.,4th Quintile,Yes,0.11273,160,1437,0.09637,0.12909
2011,46-65 y.,4th Quintile,No,0.88721,1277,1437,0.87085,0.90357
2011,46-65 y.,5th Quintile,Yes,0.10768,232,2160,0.09460,0.12075
2011,46-65 y.,5th Quintile,No,0.89070,1928,2160,0.87754,0.90387
2011,66 and older,1st Quintile,Yes,0.20074,153,687,0.17077,0.23072
2011,66 and older,1st Quintile,No,0.78788,534,687,0.75728,0.81847
2011,66 and older,2nd Quintile,Yes,0.23298,206,939,0.20592,0.26003
2011,66 and older,2nd Quintile,No,0.76437,733,939,0.73721,0.79153
2011,66 and older,3rd Quintile,Yes,0.20622,158,786,0.17792,0.23453
2011,66 and older,3rd Quintile,No,0.79378,628,786,0.76547,0.82208
2011,66 and older,4th Quintile,Yes,0.22390,134,613,0.19087,0.25693
2011,66 and older,4th Quintile,No,0.77610,479,613,0.74307,0.80913
2011,66 and older,5th Quintile,Yes,0.19705,146,784,0.16918,0.22491
2011,66 and older,5th Quintile,No,0.80295,638,784,0.77509,0.83082
2012,17-29 y.,1st Quintile,Yes,0.11534,166,1209,0.09733,0.13335
2012,17-29 y.,1st Quintile,No,0.81409,1043,1209,0.79215,0.83603
2012,17-29 y.,2nd Quintile,Yes,0.10165,88,746,0.07995,0.12335
2012,17-29 y.,2nd Quintile,No,0.82731,658,746,0.80017,0.85445
2012,17-29 y.,3rd Quintile,Yes,0.08771,59,661,0.06613,0.10929
2012,17-29 y.,3rd Quintile,No,0.82647,602,661,0.79758,0.85536
2012,17-29 y.,4th Quintile,Yes,0.05044,39,577,0.03256,0.06831
2012,17-29 y.,4th Quintile,No,0.87442,538,577,0.84736,0.90148
2012,17-29 y.,5th Quintile,No,0.86154,395,395,0.82743,0.89564
2012,30-45 y.,1st Quintile,Yes,0.12774,252,1974,0.11301,0.14247
2012,30-45 y.,1st Quintile,No,0.87226,1722,1974,0.85753,0.88699
2012,30-45 y.,2nd Quintile,Yes,0.09947,191,1791,0.08561,0.11334
2012,30-45 y.,2nd Quintile,No,0.89579,1600,1791,0.88164,0.90994
2012,30-45 y.,3rd Quintile,Yes,0.10007,172,1701,0.08580,0.11434
2012,30-45 y.,3rd Quintile,No,0.89904,1529,1701,0.88472,0.91336
2012,30-45 y.,4th Quintile,Yes,0.08978,163,1579,0.07568,0.10389
2012,30-45 y.,4th Quintile,No,0.90529,1416,1579,0.89084,0.91973
2012,30-45 y.,5th Quintile,Yes,0.08535,125,1464,0.07103,0.09967
2012,30-45 y.,5th Quintile,No,0.91405,1339,1464,0.89969,0.92841
2012,46-65 y.,1st Quintile,Yes,0.17370,221,1414,0.15395,0.19346
2012,46-65 y.,1st Quintile,No,0.82370,1193,1414,0.80383,0.84357
2012,46-65 y.,2nd Quintile,Yes,0.13932,161,1242,0.12005,0.15859
2012,46-65 y.,2nd Quintile,No,0.85716,1081,1242,0.83769,0.87663
2012,46-65 y.,3rd Quintile,Yes,0.14059,206,1529,0.12317,0.15802
2012,46-65 y.,3rd Quintile,No,0.85554,1323,1529,0.83791,0.87316
2012,46-65 y.,4th Quintile,Yes,0.12441,210,1764,0.10900,0.13981
2012,46-65 y.,4th Quintile,No,0.86478,1554,1764,0.84882,0.88075
2012,46-65 y.,5th Quintile,Yes,0.09976,251,2476,0.08795,0.11157
2012,46-65 y.,5th Quintile,No,0.89911,2225,2476,0.88725,0.91098
2012,66 and older,1st Quintile,Yes,0.25601,200,783,0.22542,0.28660
2012,66 and older,1st Quintile,No,0.73914,583,783,0.70837,0.76992
2012,66 and older,2nd Quintile,Yes,0.20361,238,1148,0.18031,0.22692
2012,66 and older,2nd Quintile,No,0.79485,910,1148,0.77148,0.81822
2012,66 and older,3rd Quintile,Yes,0.21966,202,932,0.19306,0.24625
2012,66 and older,3rd Quintile,No,0.77691,730,932,0.75017,0.80365
2012,66 and older,4th Quintile,Yes,0.18828,168,843,0.16188,0.21469
2012,66 and older,4th Quintile,No,0.81049,675,843,0.78401,0.83696
2012,66 and older,5th Quintile,Yes,0.22966,188,877,0.20181,0.25752
2012,66 and older,5th Quintile,No,0.76689,689,877,0.73889,0.79489
2013,17-29 y.,1st Quintile,Yes,0.11222,166,1131,0.09382,0.13063
