year,age_gr,regtyp,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,30-45 y.,Rural regions,No,0.89221,1433,1599,0.87701,0.90742
2009,46-65 y.,Urban regions,Yes,0.11303,462,4025,0.10324,0.12281
2009,46-65 y.,Urban regions,No,0.88475,3563,4025,0.87488,0.89462
2009,46-65 y.,Rural regions,Yes,0.12419,292,2283,0.11066,0.13772
2009,46-65 y.,Rural regions,No,0.86873,1991,2283,0.85487,0.88259
2009,66 and older,Urban regions,Yes,0.20760,556,2691,0.19228,0.22293
2009,66 and older,Urban regions,No,0.78912,2135,2691,0.77370,0.80454
2009,66 and older,Rural regions,Yes,0.23593,318,1460,0.21415,0.25772
2009,66 and older,Rural regions,No,0.76062,1142,1460,0.73872,0.78252
2010,17-29 y.,Urban regions,Yes,0.06638,308,2569,0.05675,0.07601
2010,17-29 y.,Urban regions,No,0.87586,2261,2569,0.86311,0.88861
2010,17-29 y.,Rural regions,Yes,0.07885,194,1342,0.06443,0.09328
2010,17-29 y.,Rural regions,No,0.86209,1148,1342,0.84363,0.88054
2010,30-45 y.,Urban regions,Yes,0.09038,751,5959,0.08310,0.09766
2010,30-45 y.,Urban regions,No,0.90796,5208,5959,0.90062,0.91530
2010,30-45 y.,Rural regions,Yes,0.08184,367,3104,0.07220,0.09149
2010,30-45 y.,Rural regions,No,0.91816,2737,3104,0.90851,0.92780
2010,46-65 y.,Urban regions,Yes,0.12500,520,4448,0.11528,0.13472
2010,46-65 y.,Urban regions,No,0.87268,3928,4448,0.86289,0.88248
2010,46-65 y.,Rural regions,Yes,0.10949,285,2485,0.09721,0.12177
2010,46-65 y.,Rural regions,No,0.88917,2200,2485,0.87682,0.90151
2010,66 and older,Urban regions,Yes,0.20935,536,2612,0.19374,0.22495
2010,66 and older,Urban regions,No,0.78830,2076,2612,0.77263,0.80397
2010,66 and older,Rural regions,Yes,0.22123,310,1404,0.19951,0.24295
2010,66 and older,Rural regions,No,0.77704,1094,1404,0.75526,0.79882
2011,17-29 y.,Urban regions,Yes,0.07384,300,2688,0.06395,0.08372
2011,17-29 y.,Urban regions,No,0.85346,2388,2688,0.84009,0.86684
2011,17-29 y.,Rural regions,Yes,0.09799,178,1484,0.08286,0.11312
2011,17-29 y.,Rural regions,No,0.83122,1306,1484,0.81215,0.85028
2011,30-45 y.,Urban regions,Yes,0.10208,784,6447,0.09469,0.10947
2011,30-45 y.,Urban regions,No,0.89769,5663,6447,0.89030,0.90509
2011,30-45 y.,Rural regions,Yes,0.10308,418,3481,0.09298,0.11318
2011,30-45 y.,Rural regions,No,0.89692,3063,3481,0.88682,0.90702
2011,46-65 y.,Urban regions,Yes,0.12443,692,5702,0.11587,0.13300
2011,46-65 y.,Urban regions,No,0.87408,5010,5702,0.86547,0.88269
2011,46-65 y.,Rural regions,Yes,0.12619,444,3416,0.11505,0.13732
2011,46-65 y.,Rural regions,No,0.87379,2972,3416,0.86265,0.88492
2011,66 and older,Urban regions,Yes,0.20510,661,3311,0.19135,0.21886
2011,66 and older,Urban regions,No,0.79145,2650,3311,0.77761,0.80529
2011,66 and older,Rural regions,Yes,0.23688,423,1823,0.21736,0.25640
2011,66 and older,Rural regions,No,0.76232,1400,1823,0.74277,0.78186
2012,17-29 y.,Urban regions,Yes,0.09152,258,2558,0.08034,0.10269
2012,17-29 y.,Urban regions,No,0.83367,2300,2558,0.81923,0.84810
2012,17-29 y.,Rural regions,Yes,0.09121,167,1411,0.07618,0.10623
2012,17-29 y.,Rural regions,No,0.84210,1244,1411,0.82306,0.86113
2012,30-45 y.,Urban regions,Yes,0.09229,583,5831,0.08486,0.09972
2012,30-45 y.,Urban regions,No,0.90632,5248,5831,0.89884,0.91380
2012,30-45 y.,Rural regions,Yes,0.11360,386,3231,0.10266,0.12455
2012,30-45 y.,Rural regions,No,0.88299,2845,3231,0.87190,0.89407
2012,46-65 y.,Urban regions,Yes,0.12871,726,5768,0.12007,0.13735
2012,46-65 y.,Urban regions,No,0.86760,5042,5768,0.85885,0.87634
2012,46-65 y.,Rural regions,Yes,0.13588,463,3588,0.12466,0.14709
2012,46-65 y.,Rural regions,No,0.85971,3125,3588,0.84835,0.87108
2012,66 and older,Urban regions,Yes,0.21433,708,3302,0.20033,0.22833
2012,66 and older,Urban regions,No,0.78290,2594,3302,0.76883,0.79696
2012,66 and older,Rural regions,Yes,0.23385,433,1891,0.21477,0.25294
2012,66 and older,Rural regions,No,0.76395,1458,1891,0.74480,0.78309
2013,17-29 y.,Urban regions,Yes,0.06391,238,2368,0.05406,0.07376
2013,17-29 y.,Urban regions,No,0.68546,2130,2368,0.66675,0.70417
2013,17-29 y.,Rural regions,Yes,0.10073,169,1266,0.08414,0.11731
2013,17-29 y.,Rural regions,No,0.71760,1097,1266,0.69279,0.74240
2013,30-45 y.,Urban regions,Yes,0.09044,548,5158,0.08261,0.09827
2013,30-45 y.,Urban regions,No,0.73033,4610,5158,0.71822,0.74245
2013,30-45 y.,Rural regions,Yes,0.10688,335,2889,0.09561,0.11814
2013,30-45 y.,Rural regions,No,0.79442,2554,2889,0.77968,0.80916
2013,46-65 y.,Urban regions,Yes,0.11523,655,5567,0.10684,0.12362
2013,46-65 y.,Urban regions,No,0.82114,4912,5567,0.81108,0.83121
2013,46-65 y.,Rural regions,Yes,0.13013,436,3453,0.11891,0.14136
2013,46-65 y.,Rural regions,No,0.83912,3017,3453,0.82686,0.85138
2013,66 and older,Urban regions,Yes,0.22086,680,3182,0.20645,0.23528
2013,66 and older,Urban regions,No,0.77146,2502,3182,0.75687,0.78606
2013,66 and older,Rural regions,Yes,0.22294,384,1769,0.20354,0.24235
2013,66 and older,Rural regions,No,0.76868,1385,1769,0.74903,0.78834
2014,17-29 y.,Urban regions,Yes,0.09630,315,2908,0.08557,0.10702
2014,17-29 y.,Urban regions,No,0.83167,2593,2908,0.81806,0.84527
2014,17-29 y.,Rural regions,Yes,0.08625,166,1376,0.07141,0.10109
2014,17-29 y.,Rural regions,No,0.84490,1210,1376,0.82576,0.86403
2014,30-45 y.,Urban regions,Yes,0.09436,611,5653,0.08673,0.10198
2014,30-45 y.,Urban regions,No,0.90517,5042,5653,0.89753,0.91280
2014,30-45 y.,Rural regions,Yes,0.11764,309,2856,0.10582,0.12946
2014,30-45 y.,Rural regions,No,0.88047,2547,2856,0.86857,0.89237
2014,46-65 y.,Urban regions,Yes,0.12609,713,5884,0.11761,0.13457
2014,46-65 y.,Urban regions,No,0.87128,5171,5884,0.86272,0.87984
2014,46-65 y.,Rural regions,Yes,0.14593,433,3413,0.13408,0.15777
2014,46-65 y.,Rural regions,No,0.85051,2980,3413,0.83854,0.86247
2014,66 and older,Urban regions,Yes,0.19394,615,3152,0.18014,0.20775
2014,66 and older,Urban regions,No,0.80171,2537,3152,0.78779,0.81563
2014,66 and older,Rural regions,Yes,0.22309,389,1787,0.20378,0.24239
2014,66 and older,Rural regions,No,0.76734,1398,1787,0.74774,0.78694
2015,17-29 y.,Urban regions,Yes,0.07751,265,2622,0.06728,0.08775
2015,17-29 y.,Urban regions,No,0.79904,2357,2622,0.78370,0.81438
2015,17-29 y.,Rural regions,Yes,0.11539,154,1287,0.09793,0.13285
2015,17-29 y.,Rural regions,No,0.77875,1133,1287,0.75606,0.80143
2015,30-45 y.,Urban regions,Yes,0.08602,490,4813,0.07810,0.09394
2015,30-45 y.,Urban regions,No,0.85948,4323,4813,0.84966,0.86930
2015,30-45 y.,Rural regions,Yes,0.11016,293,2533,0.09797,0.12236
2015,30-45 y.,Rural regions,No,0.85467,2240,2533,0.84094,0.86839
2015,46-65 y.,Urban regions,Yes,0.11873,625,5623,0.11027,0.12718
2015,46-65 y.,Urban regions,No,0.87000,4998,5623,0.86121,0.87879
2015,46-65 y.,Rural regions,Yes,0.13779,430,3243,0.12593,0.14966
2015,46-65 y.,Rural regions,No,0.85454,2813,3243,0.84240,0.86667
2015,66 and older,Urban regions,Yes,0.21505,663,3080,0.20054,0.22956
2015,66 and older,Urban regions,No,0.78146,2417,3080,0.76687,0.79606
2015,66 and older,Rural regions,Yes,0.23290,398,1791,0.21331,0.25248
2015,66 and older,Rural regions,No,0.75831,1393,1791,0.73848,0.77815
2016,17-29 y.,Urban regions,Yes,0.07675,238,2572,0.06646,0.08704
2016,17-29 y.,Urban regions,No,0.82585,2334,2572,0.81119,0.84051
2016,17-29 y.,Rural regions,Yes,0.11178,156,1217,0.09407,0.12949
2016,17-29 y.,Rural regions,No,0.78407,1061,1217,0.76094,0.80720
2016,30-45 y.,Urban regions,Yes,0.10397,532,4666,0.09521,0.11273
2016,30-45 y.,Urban regions,No,0.87932,4134,4666,0.86997,0.88867
2016,30-45 y.,Rural regions,Yes,0.09959,277,2373,0.08754,0.11164
2016,30-45 y.,Rural regions,No,0.88688,2096,2373,0.87413,0.89962
2016,46-65 y.,Urban regions,Yes,0.11342,611,5441,0.10500,0.12185
2016,46-65 y.,Urban regions,No,0.88375,4830,5441,0.87524,0.89227
2016,46-65 y.,Rural regions,Yes,0.12855,399,3143,0.11684,0.14025
2016,46-65 y.,Rural regions,No,0.86672,2744,3143,0.85484,0.87861
2016,66 and older,Urban regions,Yes,0.21347,598,2962,0.19871,0.22823
2016,66 and older,Urban regions,No,0.78582,2364,2962,0.77104,0.80060
2016,66 and older,Rural regions,Yes,0.21105,373,1746,0.19191,0.23020
2016,66 and older,Rural regions,No,0.78786,1373,1746,0.76868,0.80704
2017,17-29 y.,Urban regions,Yes,0.08169,283,2884,0.07170,0.09169
2017,17-29 y.,Urban regions,No,0.81737,2601,2884,0.80327,0.83147
2017,17-29 y.,Rural regions,Yes,0.08909,148,1392,0.07412,0.10406
2017,17-29 y.,Rural regions,No,0.79916,1244,1392,0.77810,0.82021
2017,30-45 y.,Urban regions,Yes,0.10220,515,4793,0.09362,0.11077
2017,30-45 y.,Urban regions,No,0.87906,4278,4793,0.86983,0.88830
2017,30-45 y.,Rural regions,Yes,0.10187,263,2413,0.08980,0.11394
2017,30-45 y.,Rural regions,No,0.88387,2150,2413,0.87109,0.89666
2017,46-65 y.,Urban regions,Yes,0.12773,754,6256,0.11946,0.13600
2017,46-65 y.,Urban regions,No,0.86606,5502,6256,0.85762,0.87450
2017,46-65 y.,Rural regions,Yes,0.13768,476,3692,0.12657,0.14880
2017,46-65 y.,Rural regions,No,0.85921,3216,3692,0.84799,0.87043
2017,66 and older,Urban regions,Yes,0.22106,702,3100,0.20645,0.23567
2017,66 and older,Urban regions,No,0.77767,2398,3100,0.76303,0.79231
2017,66 and older,Rural regions,Yes,0.23305,416,1852,0.21379,0.25231
2017,66 and older,Rural regions,No,0.76336,1436,1852,0.74399,0.78272
2018,17-29 y.,Urban regions,Yes,0.08882,268,2884,0.07843,0.09920
2018,17-29 y.,Urban regions,No,0.82045,2616,2884,0.80644,0.83446
2018,17-29 y.,Rural regions,Yes,0.09581,155,1343,0.08006,0.11156
2018,17-29 y.,Rural regions,No,0.79370,1188,1343,0.77205,0.81535
2018,30-45 y.,Urban regions,Yes,0.10541,502,4486,0.09642,0.11439
2018,30-45 y.,Urban regions,No,0.87340,3984,4486,0.86367,0.88313
2018,30-45 y.,Rural regions,Yes,0.12028,257,2211,0.10672,0.13384
2018,30-45 y.,Rural regions,No,0.86539,1954,2211,0.85116,0.87962
2018,46-65 y.,Urban regions,Yes,0.12716,743,6065,0.11878,0.13555
2018,46-65 y.,Urban regions,No,0.86899,5322,6065,0.86050,0.87748
2018,46-65 y.,Rural regions,Yes,0.12486,446,3555,0.11399,0.13573
2018,46-65 y.,Rural regions,No,0.87183,3109,3555,0.86084,0.88282
2018,66 and older,Urban regions,Yes,0.20727,647,3141,0.19309,0.22144
2018,66 and older,Urban regions,No,0.78793,2494,3141,0.77363,0.80223
2018,66 and older,Rural regions,Yes,0.22512,401,1834,0.20600,0.24424
2018,66 and older,Rural regions,No,0.77075,1433,1834,0.75151,0.79000
2019,17-29 y.,Urban regions,Yes,0.08981,253,2552,0.07872,0.10091
2019,17-29 y.,Urban regions,No,0.81792,2299,2552,0.80295,0.83290
2019,17-29 y.,Rural regions,Yes,0.08213,111,1153,0.06628,0.09799
2019,17-29 y.,Rural regions,No,0.78254,1042,1153,0.75871,0.80636
2019,30-45 y.,Urban regions,Yes,0.09791,426,4049,0.08875,0.10706
2019,30-45 y.,Urban regions,No,0.88637,3623,4049,0.87659,0.89615
2019,30-45 y.,Rural regions,Yes,0.10207,227,2074,0.08904,0.11510
2019,30-45 y.,Rural regions,No,0.88256,1847,2074,0.86870,0.89642
2019,46-65 y.,Urban regions,Yes,0.13636,832,6516,0.12803,0.14470
2019,46-65 y.,Urban regions,No,0.85842,5684,6516,0.84996,0.86689
2019,46-65 y.,Rural regions,Yes,0.12797,456,3693,0.11719,0.13874
2019,46-65 y.,Rural regions,No,0.86805,3237,3693,0.85714,0.87897
2019,66 and older,Urban regions,Yes,0.19915,638,3216,0.18534,0.21295
2019,66 and older,Urban regions,No,0.79730,2578,3216,0.78340,0.81119
2019,66 and older,Rural regions,Yes,0.23121,409,1869,0.21209,0.25033
2019,66 and older,Rural regions,No,0.76747,1460,1869,0.74831,0.78662
2020,17-29 y.,Urban regions,Yes,0.08710,328,3616,0.07791,0.09630
2020,17-29 y.,Urban regions,No,0.84103,3288,3616,0.82911,0.85294
2020,17-29 y.,Rural regions,Yes,0.09171,158,1445,0.07683,0.10660
2020,17-29 y.,Rural regions,No,0.80152,1287,1445,0.78095,0.82210
2020,30-45 y.,Urban regions,Yes,0.11304,589,5540,0.10470,0.12138
2020,30-45 y.,Urban regions,No,0.88031,4951,5540,0.87177,0.88886
2020,30-45 y.,Rural regions,Yes,0.10546,297,2483,0.09338,0.11755
2020,30-45 y.,Rural regions,No,0.88544,2186,2483,0.87291,0.89797
2020,46-65 y.,Urban regions,Yes,0.13367,861,6749,0.12555,0.14179
2020,46-65 y.,Urban regions,No,0.86398,5888,6749,0.85580,0.87216
2020,46-65 y.,Rural regions,Yes,0.13394,445,3628,0.12285,0.14502
2020,46-65 y.,Rural regions,No,0.86508,3183,3628,0.85396,0.87620
2020,66 and older,Urban regions,Yes,0.21077,616,3090,0.19639,0.22515
2020,66 and older,Urban regions,No,0.78520,2474,3090,0.77072,0.79968
2020,66 and older,Rural regions,Yes,0.21320,377,1807,0.19431,0.23209
2020,66 and older,Rural regions,No,0.78410,1430,1807,0.76512,0.80308
2021,17-29 y.,Urban regions,Yes,0.07820,170,1917,0.06618,0.09023
2021,17-29 y.,Urban regions,No,0.82336,1747,1917,0.80628,0.84043
2021,17-29 y.,Rural regions,Yes,0.06372,67,776,0.04653,0.08092
2021,17-29 y.,Rural regions,No,0.84581,709,776,0.82039,0.87124
2021,30-45 y.,Urban regions,Yes,0.08265,235,2810,0.07247,0.09283
2021,30-45 y.,Urban regions,No,0.89534,2575,2810,0.88402,0.90666
2021,30-45 y.,Rural regions,Yes,0.10279,140,1337,0.08651,0.11908
2021,30-45 y.,Rural regions,No,0.87787,1197,1337,0.86032,0.89543
2021,46-65 y.,Urban regions,Yes,0.11441,481,4423,0.10502,0.12379
2021,46-65 y.,Urban regions,No,0.87754,3942,4423,0.86788,0.88720
2021,46-65 y.,Rural regions,Yes,0.12739,270,2362,0.11394,0.14084
2021,46-65 y.,Rural regions,No,0.86534,2092,2362,0.85157,0.87911
2021,66 and older,Urban regions,Yes,0.19365,444,2217,0.17719,0.21010
2021,66 and older,Urban regions,No,0.80059,1773,2217,0.78395,0.81722
2021,66 and older,Rural regions,Yes,0.19853,267,1322,0.17702,0.22004
2021,66 and older,Rural regions,No,0.79566,1055,1322,0.77391,0.81740
