"pld0045","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Selten","2018","Realschule","Laendlicher Raum","525","0.19024993420988","0.176088695619909","0.204411172799852"
"Selten","2018","(Fach-)Abitur","Staedtischer Raum","506","0.180121347846058","0.166132518676254","0.194110177015862"
"Selten","2018","(Fach-)Abitur","Laendlicher Raum","201","","",""
"Selten","2018","AkademikerIn","Staedtischer Raum","913","0.206340953214713","0.194633796013026","0.218048110416399"
"Selten","2018","AkademikerIn","Laendlicher Raum","339","0.1790440565239","0.161096843688835","0.196991269358966"
"Nie","2018","(noch) kein Abschluss","Staedtischer Raum","416","0.628223221348647","0.591070593663018","0.665375849034277"
"Nie","2018","(noch) kein Abschluss","Laendlicher Raum","130","","",""
"Nie","2018","Hauptschule","Staedtischer Raum","2689","","",""
"Nie","2018","Hauptschule","Laendlicher Raum","1470","","",""
"Nie","2018","Realschule","Staedtischer Raum","2085","","",""
"Nie","2018","Realschule","Laendlicher Raum","1527","","",""
"Nie","2018","(Fach-)Abitur","Staedtischer Raum","1564","","",""
"Nie","2018","(Fach-)Abitur","Laendlicher Raum","526","0.458123063732849","0.428825434872403","0.487420692593294"
"Nie","2018","AkademikerIn","Staedtischer Raum","2356","","",""
"Nie","2018","AkademikerIn","Laendlicher Raum","784","0.46575224494323","0.442401219106142","0.489103270780317"
