year,bula_h,pgisced97,pld0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Brandenburg,Upper Secondary Level,Often,0.08223,41,487,0.05780,0.10665
2018,Brandenburg,Upper Secondary Level,Sometimes,0.10102,61,487,0.07422,0.12781
2018,Brandenburg,Upper Secondary Level,Seldom,0.15176,71,487,0.11986,0.18365
2018,Brandenburg,Upper Secondary Level,Never,0.63763,314,487,0.59490,0.68037
2018,Brandenburg,Post-secondary Non-tertiary Level,Never,0.34276,43,43,0.19922,0.48631
2018,Brandenburg,First Stage of Tertiary Education,Never,0.48079,37,37,0.31758,0.64400
2018,Brandenburg,Second Stage of Tertiary Education,Seldom,0.16124,47,175,0.10660,0.21589
2018,Brandenburg,Second Stage of Tertiary Education,Never,0.58846,128,175,0.51534,0.66158
2018,Mecklenburg-Western Pomerania,Upper Secondary Level,Sometimes,0.08625,32,265,0.05239,0.12012
2018,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.15642,47,265,0.11260,0.20024
2018,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.65121,186,265,0.59372,0.70870
2018,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Never,0.69795,31,31,0.53365,0.86226
2018,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,0.56141,73,73,0.44679,0.67603
2018,Saxony,Lower Secondary Level,Never,0.62235,74,74,0.51114,0.73356
2018,Saxony,Upper Secondary Level,Very often,0.03749,37,828,0.02455,0.05044
2018,Saxony,Upper Secondary Level,Often,0.06465,64,828,0.04789,0.08141
2018,Saxony,Upper Secondary Level,Sometimes,0.07931,65,828,0.06089,0.09772
2018,Saxony,Upper Secondary Level,Seldom,0.15447,126,828,0.12983,0.17910
2018,Saxony,Upper Secondary Level,Never,0.66409,536,828,0.63190,0.69628
2018,Saxony,Post-secondary Non-tertiary Level,Never,0.55335,43,43,0.40300,0.70371
2018,Saxony,First Stage of Tertiary Education,Never,0.47529,63,63,0.35098,0.59960
2018,Saxony,Second Stage of Tertiary Education,Often,0.12169,44,394,0.08937,0.15402
2018,Saxony,Second Stage of Tertiary Education,Sometimes,0.08368,42,394,0.05630,0.11105
2018,Saxony,Second Stage of Tertiary Education,Seldom,0.14293,65,394,0.10833,0.17754
2018,Saxony,Second Stage of Tertiary Education,Never,0.59495,243,394,0.54641,0.64348
2018,Saxony-Anhalt,Lower Secondary Level,Never,0.67690,45,45,0.53871,0.81508
2018,Saxony-Anhalt,Upper Secondary Level,Very often,0.10199,42,467,0.07451,0.12947
2018,Saxony-Anhalt,Upper Secondary Level,Often,0.09409,51,467,0.06758,0.12059
2018,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.08975,36,467,0.06380,0.11570
2018,Saxony-Anhalt,Upper Secondary Level,Seldom,0.15738,57,467,0.12432,0.19044
2018,Saxony-Anhalt,Upper Secondary Level,Never,0.55680,281,467,0.51169,0.60190
2018,Saxony-Anhalt,First Stage of Tertiary Education,Never,0.54943,38,38,0.38911,0.70975
2018,Saxony-Anhalt,Second Stage of Tertiary Education,Often,0.16812,31,176,0.11271,0.22353
2018,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.19153,49,176,0.13322,0.24983
2018,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.50441,96,176,0.43033,0.57849
2018,Thuringa,Lower Secondary Level,Never,0.71783,39,39,0.57473,0.86092
2018,Thuringa,Upper Secondary Level,Often,0.10632,46,495,0.07914,0.13350
2018,Thuringa,Upper Secondary Level,Sometimes,0.11690,52,495,0.08857,0.14523
2018,Thuringa,Upper Secondary Level,Seldom,0.09370,66,495,0.06801,0.11940
2018,Thuringa,Upper Secondary Level,Never,0.64506,331,495,0.60287,0.68726
2018,Thuringa,Post-secondary Non-tertiary Level,Never,0.69541,31,31,0.53072,0.86010
2018,Thuringa,First Stage of Tertiary Education,Never,0.43224,35,35,0.26572,0.59876
2018,Thuringa,Second Stage of Tertiary Education,Sometimes,0.14519,32,171,0.09223,0.19815
2018,Thuringa,Second Stage of Tertiary Education,Seldom,0.10189,37,171,0.05641,0.14736
2018,Thuringa,Second Stage of Tertiary Education,Never,0.58886,102,171,0.51490,0.66283
