year,bula_h,migback,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Bavaria,No migration background,No,0.70223,1041,1206,0.67642,0.72805
1995,Bavaria,Direct migration background,Yes,0.11791,38,393,0.08599,0.14984
1995,Bavaria,Direct migration background,No,0.84665,355,393,0.81098,0.88232
1995,Bavaria,Indirect migration background,No,0.33358,69,69,0.22151,0.44564
1995,Berlin,No migration background,Yes,0.07390,43,453,0.04978,0.09802
1995,Berlin,No migration background,No,0.77646,410,453,0.73805,0.81487
1995,Berlin,Direct migration background,No,0.81200,85,85,0.72844,0.89555
1995,Brandenburg,No migration background,Yes,0.09954,66,568,0.07489,0.12418
1995,Brandenburg,No migration background,No,0.72914,502,568,0.69256,0.76572
1995,Mecklenburg-Western Pomerania,No migration background,Yes,0.10632,53,401,0.07611,0.13652
1995,Mecklenburg-Western Pomerania,No migration background,No,0.70892,348,401,0.66441,0.75344
1995,Saxony,No migration background,Yes,0.08794,107,1046,0.07077,0.10511
1995,Saxony,No migration background,No,0.73091,939,1046,0.70402,0.75780
1995,Saxony,Direct migration background,No,0.97897,41,41,0.93450,1.02344
1995,Saxony-Anhalt,No migration background,Yes,0.11041,83,647,0.08624,0.13458
1995,Saxony-Anhalt,No migration background,No,0.72570,564,647,0.69130,0.76011
1995,Thuringa,No migration background,Yes,0.11136,81,620,0.08657,0.13614
1995,Thuringa,No migration background,No,0.68617,539,620,0.64961,0.72272
1996,Schleswig-Holstein,No migration background,No,0.68017,214,214,0.61753,0.74281
1996,Hamburg,No migration background,No,0.77607,84,84,0.68639,0.86576
1996,Lower Saxony,No migration background,Yes,0.10279,103,809,0.08185,0.12373
1996,Lower Saxony,No migration background,No,0.71973,706,809,0.68876,0.75070
1996,Lower Saxony,Direct migration background,No,0.77844,174,174,0.71655,0.84033
1996,Lower Saxony,Indirect migration background,No,0.27620,34,34,0.12365,0.42876
1996,Bremen,No migration background,No,0.81862,64,64,0.72347,0.91377
1996,North Rhine-Westphalia,No migration background,Yes,0.10177,208,1732,0.08753,0.11602
1996,North Rhine-Westphalia,No migration background,No,0.72829,1524,1732,0.70733,0.74924
1996,North Rhine-Westphalia,Direct migration background,Yes,0.11325,91,654,0.08894,0.13756
1996,North Rhine-Westphalia,Direct migration background,No,0.81446,563,654,0.78465,0.84428
1996,North Rhine-Westphalia,Indirect migration background,No,0.34753,138,138,0.26780,0.42727
1996,Hesse,No migration background,Yes,0.10528,69,560,0.07984,0.13073
1996,Hesse,No migration background,No,0.74669,491,560,0.71064,0.78274
1996,Hesse,Direct migration background,No,0.83796,258,258,0.79291,0.88302
1996,Hesse,Indirect migration background,No,0.22826,51,51,0.11192,0.34459
1996,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.09463,58,504,0.06905,0.12022
1996,"Rhineland-Palatinate, Saarland",No migration background,No,0.72998,446,504,0.69118,0.76878
1996,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.79414,153,153,0.72986,0.85842
1996,Baden-Wuerttemberg,No migration background,Yes,0.11722,127,948,0.09673,0.13771
1996,Baden-Wuerttemberg,No migration background,No,0.70069,821,948,0.67153,0.72986
1996,Baden-Wuerttemberg,Direct migration background,Yes,0.13179,86,621,0.10516,0.15842
1996,Baden-Wuerttemberg,Direct migration background,No,0.83124,535,621,0.80176,0.86073
1996,Baden-Wuerttemberg,Indirect migration background,No,0.30275,122,122,0.22089,0.38462
1996,Bavaria,No migration background,Yes,0.11027,144,1187,0.09244,0.12809
1996,Bavaria,No migration background,No,0.71520,1043,1187,0.68952,0.74089
1996,Bavaria,Direct migration background,Yes,0.14020,39,378,0.10515,0.17525
1996,Bavaria,Direct migration background,No,0.81908,339,378,0.78022,0.85794
1996,Bavaria,Indirect migration background,No,0.35554,78,78,0.24862,0.46246
1996,Berlin,No migration background,Yes,0.12260,55,439,0.09189,0.15332
1996,Berlin,No migration background,No,0.72456,384,439,0.68272,0.76640
1996,Berlin,Direct migration background,No,0.75670,67,67,0.65318,0.86022
1996,Brandenburg,No migration background,Yes,0.10362,69,577,0.07873,0.12851
1996,Brandenburg,No migration background,No,0.72815,508,577,0.69182,0.76449
1996,Mecklenburg-Western Pomerania,No migration background,Yes,0.10911,55,386,0.07797,0.14025
1996,Mecklenburg-Western Pomerania,No migration background,No,0.71760,331,386,0.67263,0.76257
1996,Saxony,No migration background,Yes,0.09523,108,1058,0.07754,0.11293
1996,Saxony,No migration background,No,0.72747,950,1058,0.70062,0.75431
1996,Saxony,Direct migration background,No,0.83621,34,34,0.70994,0.96248
1996,Saxony-Anhalt,No migration background,Yes,0.13525,95,637,0.10867,0.16183
1996,Saxony-Anhalt,No migration background,No,0.70645,542,637,0.67106,0.74184
1996,Thuringa,No migration background,Yes,0.09990,73,630,0.07647,0.12333
1996,Thuringa,No migration background,No,0.70758,557,630,0.67203,0.74313
1997,Schleswig-Holstein,No migration background,No,0.70801,218,218,0.64752,0.76851
1997,Hamburg,No migration background,No,0.76031,80,80,0.66617,0.85445
1997,Lower Saxony,No migration background,Yes,0.12672,109,796,0.10360,0.14985
1997,Lower Saxony,No migration background,No,0.69560,687,796,0.66361,0.72758
1997,Lower Saxony,Direct migration background,No,0.75724,170,170,0.69260,0.82189
1997,Lower Saxony,Indirect migration background,No,0.36795,40,40,0.21659,0.51930
1997,Bremen,No migration background,No,0.80303,59,59,0.70068,0.90539
1997,North Rhine-Westphalia,No migration background,Yes,0.10528,199,1724,0.09079,0.11977
1997,North Rhine-Westphalia,No migration background,No,0.72755,1525,1724,0.70653,0.74857
1997,North Rhine-Westphalia,Direct migration background,Yes,0.14807,90,606,0.11977,0.17637
1997,North Rhine-Westphalia,Direct migration background,No,0.78397,516,606,0.75118,0.81677
1997,North Rhine-Westphalia,Indirect migration background,No,0.39282,149,149,0.31414,0.47151
1997,Hesse,No migration background,Yes,0.14119,76,519,0.11120,0.17118
1997,Hesse,No migration background,No,0.69662,443,519,0.65703,0.73621
1997,Hesse,Direct migration background,No,0.87150,243,243,0.82933,0.91366
1997,Hesse,Indirect migration background,No,0.28884,47,47,0.15786,0.41981
1997,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.10763,68,521,0.08099,0.13427
1997,"Rhineland-Palatinate, Saarland",No migration background,No,0.73375,453,521,0.69575,0.77174
1997,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.78888,158,158,0.72504,0.85272
1997,Baden-Wuerttemberg,No migration background,Yes,0.09626,111,939,0.07738,0.11513
1997,Baden-Wuerttemberg,No migration background,No,0.72004,828,939,0.69131,0.74878
1997,Baden-Wuerttemberg,Direct migration background,Yes,0.13926,86,615,0.11187,0.16665
1997,Baden-Wuerttemberg,Direct migration background,No,0.81514,529,615,0.78444,0.84585
1997,Baden-Wuerttemberg,Indirect migration background,No,0.28612,129,129,0.20783,0.36442
1997,Bavaria,No migration background,Yes,0.11129,169,1184,0.09337,0.12921
1997,Bavaria,No migration background,No,0.70773,1015,1184,0.68181,0.73364
1997,Bavaria,Direct migration background,Yes,0.07185,32,349,0.04472,0.09898
1997,Bavaria,Direct migration background,No,0.89966,317,349,0.86809,0.93123
1997,Bavaria,Indirect migration background,No,0.39780,77,77,0.28776,0.50784
1997,Berlin,No migration background,Yes,0.07332,39,424,0.04848,0.09816
1997,Berlin,No migration background,No,0.78859,385,424,0.74967,0.82750
1997,Berlin,Direct migration background,No,0.82483,62,62,0.72944,0.92022
1997,Brandenburg,No migration background,Yes,0.11481,72,574,0.08870,0.14091
1997,Brandenburg,No migration background,No,0.72940,502,574,0.69302,0.76578
1997,Mecklenburg-Western Pomerania,No migration background,Yes,0.10173,42,373,0.07101,0.13245
1997,Mecklenburg-Western Pomerania,No migration background,No,0.73533,331,373,0.69050,0.78016
1997,Saxony,No migration background,Yes,0.10002,112,1040,0.08178,0.11827
1997,Saxony,No migration background,No,0.73112,928,1040,0.70416,0.75808
1997,Saxony,Direct migration background,No,0.89307,34,34,0.78763,0.99850
1997,Saxony-Anhalt,No migration background,Yes,0.13715,86,630,0.11027,0.16404
1997,Saxony-Anhalt,No migration background,No,0.72180,544,630,0.68678,0.75682
1997,Thuringa,No migration background,Yes,0.08933,68,631,0.06706,0.11160
1997,Thuringa,No migration background,No,0.70591,563,631,0.67034,0.74149
1998,Schleswig-Holstein,No migration background,No,0.72194,282,282,0.66955,0.77433
1998,Hamburg,No migration background,No,0.72757,107,107,0.64281,0.81232
1998,Lower Saxony,No migration background,Yes,0.10124,111,963,0.08218,0.12030
1998,Lower Saxony,No migration background,No,0.72484,852,963,0.69661,0.75306
1998,Lower Saxony,Direct migration background,No,0.73379,163,163,0.66573,0.80185
1998,Lower Saxony,Indirect migration background,No,0.35137,46,46,0.21188,0.49086
1998,Bremen,No migration background,No,0.85546,71,71,0.77308,0.93783
1998,North Rhine-Westphalia,No migration background,Yes,0.10168,239,2058,0.08861,0.11474
1998,North Rhine-Westphalia,No migration background,No,0.73260,1819,2058,0.71347,0.75173
1998,North Rhine-Westphalia,Direct migration background,Yes,0.11084,69,606,0.08582,0.13586
1998,North Rhine-Westphalia,Direct migration background,No,0.81738,537,606,0.78660,0.84817
1998,North Rhine-Westphalia,Indirect migration background,No,0.38701,151,151,0.30906,0.46496
1998,Hesse,No migration background,Yes,0.09737,78,616,0.07394,0.12080
1998,Hesse,No migration background,No,0.74094,538,616,0.70631,0.77557
1998,Hesse,Direct migration background,Yes,0.13439,37,268,0.09348,0.17530
1998,Hesse,Direct migration background,No,0.83758,231,268,0.79334,0.88183
1998,Hesse,Indirect migration background,No,0.37512,58,58,0.24943,0.50081
1998,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.11061,79,616,0.08582,0.13540
1998,"Rhineland-Palatinate, Saarland",No migration background,No,0.73762,537,616,0.70285,0.77239
1998,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.77703,148,148,0.70974,0.84431
1998,Baden-Wuerttemberg,No migration background,Yes,0.09744,128,1075,0.07970,0.11518
1998,Baden-Wuerttemberg,No migration background,No,0.73027,947,1075,0.70373,0.75681
1998,Baden-Wuerttemberg,Direct migration background,Yes,0.11527,83,587,0.08941,0.14112
1998,Baden-Wuerttemberg,Direct migration background,No,0.84615,504,587,0.81694,0.87536
1998,Baden-Wuerttemberg,Indirect migration background,No,0.38167,145,145,0.30232,0.46101
1998,Bavaria,No migration background,Yes,0.13078,204,1439,0.11335,0.14820
1998,Bavaria,No migration background,No,0.70097,1235,1439,0.67730,0.72463
1998,Bavaria,Direct migration background,Yes,0.13666,42,348,0.10052,0.17280
1998,Bavaria,Direct migration background,No,0.83728,306,348,0.79844,0.87612
1998,Bavaria,Indirect migration background,No,0.35075,71,71,0.23896,0.46254
1998,Berlin,No migration background,Yes,0.08551,43,454,0.05976,0.11126
1998,Berlin,No migration background,No,0.78890,411,454,0.75132,0.82648
1998,Berlin,Direct migration background,No,0.75076,50,50,0.62965,0.87188
1998,Brandenburg,No migration background,Yes,0.12873,90,597,0.10184,0.15562
1998,Brandenburg,No migration background,No,0.71315,507,597,0.67684,0.74946
1998,Mecklenburg-Western Pomerania,No migration background,Yes,0.10759,54,396,0.07704,0.13815
1998,Mecklenburg-Western Pomerania,No migration background,No,0.71482,342,396,0.67029,0.75934
1998,Saxony,No migration background,Yes,0.09112,102,1135,0.07437,0.10787
1998,Saxony,No migration background,No,0.73842,1033,1135,0.71284,0.76400
1998,Saxony-Anhalt,No migration background,Yes,0.12989,96,656,0.10414,0.15563
1998,Saxony-Anhalt,No migration background,No,0.73505,560,656,0.70126,0.76885
1998,Thuringa,No migration background,Yes,0.12481,102,705,0.10039,0.14922
1998,Thuringa,No migration background,No,0.68653,603,705,0.65226,0.72080
1999,Schleswig-Holstein,No migration background,No,0.71685,263,263,0.66229,0.77140
1999,Hamburg,No migration background,No,0.81043,97,97,0.73202,0.88884
1999,Lower Saxony,No migration background,Yes,0.10352,118,939,0.08402,0.12301
1999,Lower Saxony,No migration background,No,0.73084,821,939,0.70245,0.75922
1999,Lower Saxony,Direct migration background,No,0.73920,156,156,0.67008,0.80832
1999,Lower Saxony,Indirect migration background,No,0.41069,46,46,0.26695,0.55443
1999,Bremen,No migration background,No,0.83746,61,61,0.74410,0.93081
1999,North Rhine-Westphalia,No migration background,Yes,0.11933,246,1963,0.10499,0.13368
1999,North Rhine-Westphalia,No migration background,No,0.71772,1717,1963,0.69780,0.73764
1999,North Rhine-Westphalia,Direct migration background,Yes,0.13249,75,562,0.10444,0.16055
1999,North Rhine-Westphalia,Direct migration background,No,0.79681,487,562,0.76351,0.83011
1999,North Rhine-Westphalia,Indirect migration background,No,0.38787,152,152,0.31015,0.46559
1999,Hesse,No migration background,Yes,0.10420,78,606,0.07986,0.12855
1999,Hesse,No migration background,No,0.73534,528,606,0.70019,0.77050
1999,Hesse,Direct migration background,No,0.88228,205,205,0.83806,0.92651
1999,Hesse,Indirect migration background,No,0.40058,57,57,0.27224,0.52892
1999,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.10845,78,602,0.08359,0.13331
1999,"Rhineland-Palatinate, Saarland",No migration background,No,0.74765,524,602,0.71292,0.78237
1999,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.76124,129,129,0.68738,0.83509
1999,Baden-Wuerttemberg,No migration background,Yes,0.10062,119,1015,0.08210,0.11913
1999,Baden-Wuerttemberg,No migration background,No,0.72278,896,1015,0.69523,0.75034
1999,Baden-Wuerttemberg,Direct migration background,Yes,0.11272,66,549,0.08624,0.13920
1999,Baden-Wuerttemberg,Direct migration background,No,0.87088,483,549,0.84280,0.89896
1999,Baden-Wuerttemberg,Indirect migration background,No,0.33632,146,146,0.25942,0.41322
1999,Bavaria,No migration background,Yes,0.11592,166,1388,0.09907,0.13276
1999,Bavaria,No migration background,No,0.72226,1222,1388,0.69869,0.74583
1999,Bavaria,Direct migration background,Yes,0.14796,40,318,0.10887,0.18704
1999,Bavaria,Direct migration background,No,0.81957,278,318,0.77724,0.86190
1999,Bavaria,Indirect migration background,No,0.42699,80,80,0.31791,0.53607
1999,Berlin,No migration background,Yes,0.09583,44,442,0.06835,0.12330
1999,Berlin,No migration background,No,0.76736,398,442,0.72793,0.80680
1999,Berlin,Direct migration background,No,0.73302,38,38,0.59047,0.87556
1999,Brandenburg,No migration background,Yes,0.13130,84,578,0.10374,0.15886
1999,Brandenburg,No migration background,No,0.71041,494,578,0.67341,0.74742
1999,Mecklenburg-Western Pomerania,No migration background,Yes,0.10345,48,389,0.07314,0.13375
1999,Mecklenburg-Western Pomerania,No migration background,No,0.73078,341,389,0.68664,0.77491
1999,Saxony,No migration background,Yes,0.10156,121,1111,0.08379,0.11933
1999,Saxony,No migration background,No,0.74371,990,1111,0.71803,0.76939
1999,Saxony-Anhalt,No migration background,Yes,0.12075,85,657,0.09582,0.14569
1999,Saxony-Anhalt,No migration background,No,0.75597,572,657,0.72310,0.78884
1999,Thuringa,No migration background,Yes,0.13953,104,693,0.11371,0.16534
1999,Thuringa,No migration background,No,0.67762,589,693,0.64280,0.71245
2000,Schleswig-Holstein,No migration background,Yes,0.10000,68,633,0.07661,0.12339
2000,Schleswig-Holstein,No migration background,No,0.73203,565,633,0.69750,0.76656
2000,Schleswig-Holstein,Direct migration background,No,0.88369,62,62,0.80323,0.96414
2000,Hamburg,No migration background,No,0.78199,234,234,0.72898,0.83501
2000,Lower Saxony,No migration background,Yes,0.11269,218,1717,0.09773,0.12765
2000,Lower Saxony,No migration background,No,0.71695,1499,1717,0.69563,0.73826
2000,Lower Saxony,Direct migration background,No,0.74150,217,217,0.68311,0.79988
2000,Lower Saxony,Indirect migration background,No,0.33976,55,55,0.21343,0.46609
2000,Bremen,No migration background,No,0.76995,127,127,0.69646,0.84343
2000,North Rhine-Westphalia,No migration background,Yes,0.10827,488,4014,0.09866,0.11788
2000,North Rhine-Westphalia,No migration background,No,0.74125,3526,4014,0.72770,0.75480
2000,North Rhine-Westphalia,Direct migration background,Yes,0.09275,98,894,0.07373,0.11178
2000,North Rhine-Westphalia,Direct migration background,No,0.81624,796,894,0.79084,0.84164
2000,North Rhine-Westphalia,Indirect migration background,No,0.37928,203,203,0.31237,0.44619
2000,Hesse,No migration background,Yes,0.09697,147,1229,0.08041,0.11352
2000,Hesse,No migration background,No,0.74254,1082,1229,0.71808,0.76699
2000,Hesse,Direct migration background,Yes,0.09327,37,360,0.06319,0.12335
2000,Hesse,Direct migration background,No,0.82216,323,360,0.78260,0.86171
2000,Hesse,Indirect migration background,No,0.40907,79,79,0.29996,0.51818
2000,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.11247,160,1181,0.09445,0.13050
2000,"Rhineland-Palatinate, Saarland",No migration background,No,0.71945,1021,1181,0.69382,0.74509
2000,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.77108,213,213,0.71452,0.82763
2000,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.23667,31,31,0.08458,0.38877
2000,Baden-Wuerttemberg,No migration background,Yes,0.09921,236,1955,0.08595,0.11246
2000,Baden-Wuerttemberg,No migration background,No,0.72080,1719,1955,0.70091,0.74069
2000,Baden-Wuerttemberg,Direct migration background,Yes,0.09751,85,758,0.07638,0.11864
2000,Baden-Wuerttemberg,Direct migration background,No,0.82786,673,758,0.80097,0.85475
2000,Baden-Wuerttemberg,Indirect migration background,No,0.37450,206,206,0.30824,0.44075
2000,Bavaria,No migration background,Yes,0.09665,322,2799,0.08570,0.10759
2000,Bavaria,No migration background,No,0.74653,2477,2799,0.73041,0.76265
2000,Bavaria,Direct migration background,Yes,0.11914,51,456,0.08937,0.14891
2000,Bavaria,Direct migration background,No,0.83486,405,456,0.80074,0.86897
2000,Bavaria,Indirect migration background,No,0.41376,99,99,0.31625,0.51127
2000,Berlin,No migration background,Yes,0.08067,71,708,0.06060,0.10075
2000,Berlin,No migration background,No,0.76463,637,708,0.73336,0.79590
2000,Berlin,Direct migration background,No,0.74917,61,61,0.63948,0.85886
2000,Brandenburg,No migration background,Yes,0.11561,127,992,0.09570,0.13552
2000,Brandenburg,No migration background,No,0.74745,865,992,0.72040,0.77450
2000,Mecklenburg-Western Pomerania,No migration background,Yes,0.11117,71,546,0.08478,0.13757
2000,Mecklenburg-Western Pomerania,No migration background,No,0.73791,475,546,0.70099,0.77483
2000,Saxony,No migration background,Yes,0.09373,182,1723,0.07997,0.10750
2000,Saxony,No migration background,No,0.74224,1541,1723,0.72159,0.76290
2000,Saxony,Direct migration background,No,0.81013,35,35,0.67830,0.94196
2000,Saxony-Anhalt,No migration background,Yes,0.12018,135,1014,0.10015,0.14020
2000,Saxony-Anhalt,No migration background,No,0.74999,879,1014,0.72332,0.77665
2000,Thuringa,No migration background,Yes,0.11423,128,1025,0.09475,0.13371
2000,Thuringa,No migration background,No,0.73347,897,1025,0.70639,0.76055
2001,Schleswig-Holstein,No migration background,Yes,0.08661,54,574,0.06358,0.10964
2001,Schleswig-Holstein,No migration background,No,0.74694,520,574,0.71134,0.78254
2001,Schleswig-Holstein,Direct migration background,No,0.91727,58,58,0.84575,0.98879
2001,Hamburg,No migration background,Yes,0.15229,39,239,0.10664,0.19794
2001,Hamburg,No migration background,No,0.73900,200,239,0.68320,0.79479
2001,Lower Saxony,No migration background,Yes,0.11869,214,1568,0.10267,0.13470
2001,Lower Saxony,No migration background,No,0.71183,1354,1568,0.68941,0.73426
2001,Lower Saxony,Direct migration background,Yes,0.12194,34,231,0.07965,0.16422
2001,Lower Saxony,Direct migration background,No,0.79171,197,231,0.73922,0.84419
2001,Lower Saxony,Indirect migration background,No,0.28782,47,47,0.15698,0.41866
2001,Bremen,No migration background,No,0.79956,112,112,0.72508,0.87403
2001,North Rhine-Westphalia,No migration background,Yes,0.10337,432,3613,0.09344,0.11330
2001,North Rhine-Westphalia,No migration background,No,0.74159,3181,3613,0.72732,0.75587
2001,North Rhine-Westphalia,Direct migration background,Yes,0.09440,83,792,0.07402,0.11477
2001,North Rhine-Westphalia,Direct migration background,No,0.82087,709,792,0.79415,0.84760
2001,North Rhine-Westphalia,Indirect migration background,No,0.37126,198,198,0.30379,0.43873
2001,Hesse,No migration background,Yes,0.10500,133,1101,0.08688,0.12312
2001,Hesse,No migration background,No,0.72693,968,1101,0.70060,0.75326
2001,Hesse,Direct migration background,Yes,0.14175,44,303,0.10241,0.18109
2001,Hesse,Direct migration background,No,0.81121,259,303,0.76707,0.85535
2001,Hesse,Indirect migration background,No,0.39587,68,68,0.27877,0.51298
2001,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.12897,153,1096,0.10912,0.14882
2001,"Rhineland-Palatinate, Saarland",No migration background,No,0.69129,943,1096,0.66393,0.71866
2001,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.83647,199,199,0.78495,0.88799
2001,Baden-Wuerttemberg,No migration background,Yes,0.10138,202,1741,0.08720,0.11557
2001,Baden-Wuerttemberg,No migration background,No,0.72397,1539,1741,0.70296,0.74497
2001,Baden-Wuerttemberg,Direct migration background,Yes,0.11833,80,655,0.09358,0.14309
2001,Baden-Wuerttemberg,Direct migration background,No,0.82328,575,655,0.79404,0.85251
2001,Baden-Wuerttemberg,Indirect migration background,No,0.34481,175,175,0.27419,0.41543
2001,Bavaria,No migration background,Yes,0.10590,308,2505,0.09385,0.11796
2001,Bavaria,No migration background,No,0.74683,2197,2505,0.72980,0.76387
2001,Bavaria,Direct migration background,Yes,0.11424,45,411,0.08345,0.14503
2001,Bavaria,Direct migration background,No,0.83067,366,411,0.79436,0.86697
2001,Bavaria,Indirect migration background,No,0.38346,100,100,0.28768,0.47924
2001,Berlin,No migration background,Yes,0.08135,70,691,0.06095,0.10174
2001,Berlin,No migration background,No,0.77517,621,691,0.74402,0.80632
2001,Berlin,Direct migration background,No,0.86549,63,63,0.78055,0.95042
2001,Brandenburg,No migration background,Yes,0.09666,105,934,0.07770,0.11562
2001,Brandenburg,No migration background,No,0.76866,829,934,0.74160,0.79572
2001,Mecklenburg-Western Pomerania,No migration background,Yes,0.10327,60,492,0.07635,0.13018
2001,Mecklenburg-Western Pomerania,No migration background,No,0.73974,432,492,0.70093,0.77855
2001,Saxony,No migration background,Yes,0.10378,183,1598,0.08883,0.11874
2001,Saxony,No migration background,No,0.74544,1415,1598,0.72408,0.76681
2001,Saxony-Anhalt,No migration background,Yes,0.11445,126,961,0.09431,0.13459
2001,Saxony-Anhalt,No migration background,No,0.75276,835,961,0.72547,0.78005
2001,Thuringa,No migration background,Yes,0.10497,103,946,0.08543,0.12452
2001,Thuringa,No migration background,No,0.76077,843,946,0.73357,0.78797
2002,Schleswig-Holstein,No migration background,Yes,0.09061,63,638,0.06831,0.11290
2002,Schleswig-Holstein,No migration background,No,0.75380,575,638,0.72035,0.78726
2002,Schleswig-Holstein,Direct migration background,No,0.88318,63,63,0.80323,0.96314
2002,Hamburg,No migration background,Yes,0.11299,36,293,0.07668,0.14930
2002,Hamburg,No migration background,No,0.77838,257,293,0.73075,0.82602
2002,Lower Saxony,No migration background,Yes,0.11454,216,1714,0.09946,0.12963
2002,Lower Saxony,No migration background,No,0.72337,1498,1714,0.70218,0.74455
2002,Lower Saxony,Direct migration background,No,0.80911,187,187,0.75263,0.86559
2002,Lower Saxony,Indirect migration background,No,0.29267,47,47,0.16118,0.42415
2002,Bremen,No migration background,No,0.73614,126,126,0.65888,0.81340
2002,North Rhine-Westphalia,No migration background,Yes,0.10517,450,3861,0.09549,0.11484
2002,North Rhine-Westphalia,No migration background,No,0.74018,3411,3861,0.72634,0.75401
2002,North Rhine-Westphalia,Direct migration background,Yes,0.10198,89,764,0.08051,0.12346
2002,North Rhine-Westphalia,Direct migration background,No,0.82968,675,764,0.80300,0.85635
2002,North Rhine-Westphalia,Indirect migration background,No,0.39501,196,196,0.32639,0.46362
2002,Hesse,No migration background,Yes,0.11279,164,1276,0.09542,0.13015
2002,Hesse,No migration background,No,0.71566,1112,1276,0.69090,0.74042
2002,Hesse,Direct migration background,Yes,0.12788,36,292,0.08951,0.16626
2002,Hesse,Direct migration background,No,0.83098,256,292,0.78792,0.87404
2002,Hesse,Indirect migration background,No,0.33368,63,63,0.21631,0.45106
2002,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.10061,141,1124,0.08301,0.11820
2002,"Rhineland-Palatinate, Saarland",No migration background,No,0.71972,983,1124,0.69345,0.74599
2002,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.85955,193,193,0.81041,0.90870
2002,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.25714,31,31,0.10074,0.41354
2002,Baden-Wuerttemberg,No migration background,Yes,0.10337,221,1968,0.08992,0.11682
2002,Baden-Wuerttemberg,No migration background,No,0.72196,1747,1968,0.70216,0.74176
2002,Baden-Wuerttemberg,Direct migration background,Yes,0.12471,75,624,0.09877,0.15066
2002,Baden-Wuerttemberg,Direct migration background,No,0.81812,549,624,0.78783,0.84841
2002,Baden-Wuerttemberg,Indirect migration background,No,0.38916,185,185,0.31871,0.45961
2002,Bavaria,No migration background,Yes,0.11187,326,2746,0.10008,0.12366
2002,Bavaria,No migration background,No,0.73256,2420,2746,0.71600,0.74912
2002,Bavaria,Direct migration background,Yes,0.12310,46,397,0.09074,0.15546
2002,Bavaria,Direct migration background,No,0.84842,351,397,0.81310,0.88374
2002,Bavaria,Indirect migration background,No,0.37412,95,95,0.27630,0.47195
2002,Berlin,No migration background,Yes,0.08306,62,720,0.06289,0.10324
2002,Berlin,No migration background,No,0.79936,658,720,0.77008,0.82863
2002,Berlin,Direct migration background,No,0.82538,64,64,0.73164,0.91913
2002,Berlin,Indirect migration background,No,0.27599,31,31,0.11603,0.43596
2002,Brandenburg,No migration background,Yes,0.11605,122,946,0.09563,0.13647
2002,Brandenburg,No migration background,No,0.75719,824,946,0.72985,0.78453
2002,Mecklenburg-Western Pomerania,No migration background,Yes,0.10890,59,497,0.08149,0.13632
2002,Mecklenburg-Western Pomerania,No migration background,No,0.74281,438,497,0.70434,0.78127
2002,Saxony,No migration background,Yes,0.10604,166,1612,0.09101,0.12108
2002,Saxony,No migration background,No,0.75367,1446,1612,0.73263,0.77471
2002,Saxony-Anhalt,No migration background,Yes,0.13182,132,935,0.11012,0.15352
2002,Saxony-Anhalt,No migration background,No,0.74195,803,935,0.71389,0.77001
2002,Thuringa,No migration background,Yes,0.11224,113,944,0.09209,0.13239
2002,Thuringa,No migration background,No,0.74664,831,944,0.71888,0.77440
2003,Schleswig-Holstein,No migration background,Yes,0.11934,80,590,0.09316,0.14552
2003,Schleswig-Holstein,No migration background,No,0.72807,510,590,0.69214,0.76401
2003,Schleswig-Holstein,Direct migration background,No,0.83354,57,57,0.73597,0.93110
2003,Hamburg,No migration background,Yes,0.13332,35,262,0.09208,0.17456
2003,Hamburg,No migration background,No,0.75085,227,262,0.69838,0.80333
2003,Lower Saxony,No migration background,Yes,0.08774,179,1653,0.07410,0.10139
2003,Lower Saxony,No migration background,No,0.76011,1474,1653,0.73952,0.78070
2003,Lower Saxony,Direct migration background,No,0.74578,178,178,0.68163,0.80993
2003,Lower Saxony,Indirect migration background,No,0.25752,41,41,0.12201,0.39303
2003,Bremen,No migration background,No,0.84988,136,136,0.78962,0.91013
2003,North Rhine-Westphalia,No migration background,Yes,0.11278,475,3720,0.10262,0.12295
2003,North Rhine-Westphalia,No migration background,No,0.72771,3245,3720,0.71341,0.74202
2003,North Rhine-Westphalia,Direct migration background,Yes,0.11916,82,700,0.09515,0.14318
2003,North Rhine-Westphalia,Direct migration background,No,0.79787,618,700,0.76810,0.82764
2003,North Rhine-Westphalia,Indirect migration background,No,0.40217,195,195,0.33317,0.47117
2003,Hesse,No migration background,Yes,0.09542,127,1179,0.07864,0.11220
2003,Hesse,No migration background,No,0.73690,1052,1179,0.71176,0.76205
