year,bula_h,migback,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,Berlin,No migration background,Yes,0.11203,88,776,0.08982,0.13423
2022,Berlin,No migration background,No,0.74620,688,776,0.71556,0.77684
2022,Berlin,Direct migration background,Yes,0.09649,56,688,0.07441,0.11857
2022,Berlin,Direct migration background,No,0.84152,632,688,0.81422,0.86883
2022,Berlin,Indirect migration background,No,0.49737,77,77,0.38496,0.60978
2022,Brandenburg,No migration background,Yes,0.09683,110,870,0.07717,0.11649
2022,Brandenburg,No migration background,No,0.73580,760,870,0.70649,0.76512
2022,Brandenburg,Direct migration background,No,0.67055,104,104,0.57978,0.76133
2022,Brandenburg,Indirect migration background,No,0.52023,32,32,0.34436,0.69610
2022,Mecklenburg-Western Pomerania,No migration background,Yes,0.10661,45,477,0.07888,0.13433
2022,Mecklenburg-Western Pomerania,No migration background,No,0.74509,432,477,0.70594,0.78424
2022,Mecklenburg-Western Pomerania,Direct migration background,No,0.80597,72,72,0.71399,0.89796
2022,Saxony,No migration background,Yes,0.08404,145,1499,0.06999,0.09809
2022,Saxony,No migration background,No,0.74191,1354,1499,0.71975,0.76407
2022,Saxony,Direct migration background,No,0.91770,192,192,0.87872,0.95668
2022,Saxony,Indirect migration background,No,0.51643,33,33,0.34329,0.68958
2022,Saxony-Anhalt,No migration background,Yes,0.10699,93,776,0.08523,0.12875
2022,Saxony-Anhalt,No migration background,No,0.72583,683,776,0.69442,0.75724
2022,Saxony-Anhalt,Direct migration background,No,0.87837,102,102,0.81462,0.94212
2022,Thuringa,No migration background,Yes,0.10431,86,690,0.08149,0.12713
2022,Thuringa,No migration background,No,0.72596,604,690,0.69266,0.75927
2022,Thuringa,Direct migration background,No,0.68663,144,144,0.61061,0.76266
