year,quintil_oecd,sex,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,3rd Quintile,female,Yes,0.14246,258,1963,0.12700,0.15793
2005,3rd Quintile,female,No,0.85754,1705,1963,0.84207,0.87300
2005,4th Quintile,male,Yes,0.09673,190,2142,0.08421,0.10925
2005,4th Quintile,male,No,0.90327,1952,2142,0.89075,0.91579
2005,4th Quintile,female,Yes,0.12075,244,2150,0.10698,0.13453
2005,4th Quintile,female,No,0.87925,1906,2150,0.86547,0.89302
2005,5th Quintile,male,Yes,0.09240,285,2962,0.08197,0.10283
2005,5th Quintile,male,No,0.90760,2677,2962,0.89717,0.91803
2005,5th Quintile,female,Yes,0.11459,293,2867,0.10293,0.12626
2005,5th Quintile,female,No,0.88541,2574,2867,0.87374,0.89707
2006,1st Quintile,male,Yes,0.12638,152,1231,0.10781,0.14495
2006,1st Quintile,male,No,0.87362,1079,1231,0.85505,0.89219
2006,1st Quintile,female,Yes,0.14356,245,1709,0.12693,0.16019
2006,1st Quintile,female,No,0.85644,1464,1709,0.83981,0.87307
2006,2nd Quintile,male,Yes,0.13526,177,1494,0.11791,0.15261
2006,2nd Quintile,male,No,0.86474,1317,1494,0.84739,0.88209
2006,2nd Quintile,female,Yes,0.13815,239,1822,0.12230,0.15400
2006,2nd Quintile,female,No,0.86185,1583,1822,0.84600,0.87770
2006,3rd Quintile,male,Yes,0.10206,167,1712,0.08772,0.11641
2006,3rd Quintile,male,No,0.89794,1545,1712,0.88359,0.91228
2006,3rd Quintile,female,Yes,0.13763,251,1864,0.12199,0.15328
2006,3rd Quintile,female,No,0.86237,1613,1864,0.84672,0.87801
2006,4th Quintile,male,Yes,0.10580,192,1952,0.09215,0.11945
2006,4th Quintile,male,No,0.89420,1760,1952,0.88055,0.90785
2006,4th Quintile,female,Yes,0.12784,240,2014,0.11326,0.14243
2006,4th Quintile,female,No,0.87216,1774,2014,0.85757,0.88674
2006,5th Quintile,male,Yes,0.08694,260,2807,0.07652,0.09737
2006,5th Quintile,male,No,0.91306,2547,2807,0.90263,0.92348
2006,5th Quintile,female,Yes,0.12561,294,2707,0.11312,0.13810
2006,5th Quintile,female,No,0.87439,2413,2707,0.86190,0.88688
2007,1st Quintile,male,Yes,0.11912,152,1334,0.10173,0.13651
2007,1st Quintile,male,No,0.88088,1182,1334,0.86349,0.89827
2007,1st Quintile,female,Yes,0.15031,284,1853,0.13403,0.16659
2007,1st Quintile,female,No,0.84969,1569,1853,0.83341,0.86597
2007,2nd Quintile,male,Yes,0.13283,207,1602,0.11620,0.14945
2007,2nd Quintile,male,No,0.86717,1395,1602,0.85055,0.88380
2007,2nd Quintile,female,Yes,0.13132,235,1903,0.11614,0.14650
2007,2nd Quintile,female,No,0.86868,1668,1903,0.85350,0.88386
2007,3rd Quintile,male,Yes,0.10722,199,1842,0.09308,0.12135
2007,3rd Quintile,male,No,0.89278,1643,1842,0.87865,0.90692
2007,3rd Quintile,female,Yes,0.13348,272,2023,0.11866,0.14831
2007,3rd Quintile,female,No,0.86652,1751,2023,0.85169,0.88134
2007,4th Quintile,male,Yes,0.09978,212,2142,0.08708,0.11247
2007,4th Quintile,male,No,0.90022,1930,2142,0.88753,0.91292
2007,4th Quintile,female,Yes,0.13485,260,2161,0.12045,0.14926
2007,4th Quintile,female,No,0.86515,1901,2161,0.85074,0.87955
2007,5th Quintile,male,Yes,0.11019,304,2820,0.09863,0.12174
2007,5th Quintile,male,No,0.88981,2516,2820,0.87826,0.90137
2007,5th Quintile,female,Yes,0.11148,310,2769,0.09976,0.12321
2007,5th Quintile,female,No,0.88852,2459,2769,0.87679,0.90024
2008,1st Quintile,male,Yes,0.11749,163,1230,0.09948,0.13549
2008,1st Quintile,male,No,0.88251,1067,1230,0.86451,0.90052
2008,1st Quintile,female,Yes,0.13865,232,1728,0.12235,0.15495
2008,1st Quintile,female,No,0.86135,1496,1728,0.84505,0.87765
2008,2nd Quintile,male,Yes,0.11944,185,1527,0.10317,0.13571
2008,2nd Quintile,male,No,0.88056,1342,1527,0.86429,0.89683
2008,2nd Quintile,female,Yes,0.12467,244,1837,0.10956,0.13978
2008,2nd Quintile,female,No,0.87533,1593,1837,0.86022,0.89044
2008,3rd Quintile,male,Yes,0.11580,198,1835,0.10116,0.13045
2008,3rd Quintile,male,No,0.88420,1637,1835,0.86955,0.89884
2008,3rd Quintile,female,Yes,0.11269,236,1969,0.09872,0.12666
2008,3rd Quintile,female,No,0.88731,1733,1969,0.87334,0.90128
2008,4th Quintile,male,Yes,0.09630,186,1930,0.08314,0.10947
2008,4th Quintile,male,No,0.90370,1744,1930,0.89053,0.91686
2008,4th Quintile,female,Yes,0.12604,246,1940,0.11127,0.14081
2008,4th Quintile,female,No,0.87396,1694,1940,0.85919,0.88873
2008,5th Quintile,male,Yes,0.09260,270,2648,0.08156,0.10365
2008,5th Quintile,male,No,0.90740,2378,2648,0.89635,0.91844
2008,5th Quintile,female,Yes,0.11835,284,2604,0.10594,0.13076
2008,5th Quintile,female,No,0.88165,2320,2604,0.86924,0.89406
2009,1st Quintile,male,Yes,0.13261,160,1196,0.11338,0.15184
2009,1st Quintile,male,No,0.86739,1036,1196,0.84816,0.88662
2009,1st Quintile,female,Yes,0.16082,250,1665,0.14317,0.17847
2009,1st Quintile,female,No,0.83918,1415,1665,0.82153,0.85683
2009,2nd Quintile,male,Yes,0.11901,179,1406,0.10208,0.13595
2009,2nd Quintile,male,No,0.88099,1227,1406,0.86405,0.89792
2009,2nd Quintile,female,Yes,0.15200,265,1747,0.13516,0.16884
2009,2nd Quintile,female,No,0.84800,1482,1747,0.83116,0.86484
2009,3rd Quintile,male,Yes,0.13083,215,1657,0.11459,0.14707
2009,3rd Quintile,male,No,0.86917,1442,1657,0.85293,0.88541
2009,3rd Quintile,female,Yes,0.13153,240,1744,0.11566,0.14739
2009,3rd Quintile,female,No,0.86847,1504,1744,0.85261,0.88434
2009,4th Quintile,male,Yes,0.10397,204,1859,0.09009,0.11784
2009,4th Quintile,male,No,0.89603,1655,1859,0.88216,0.90991
2009,4th Quintile,female,Yes,0.13452,258,1899,0.11917,0.14987
2009,4th Quintile,female,No,0.86548,1641,1899,0.85013,0.88083
2009,5th Quintile,male,Yes,0.09924,269,2456,0.08742,0.11107
2009,5th Quintile,male,No,0.90076,2187,2456,0.88893,0.91258
2009,5th Quintile,female,Yes,0.12090,253,2342,0.10769,0.13411
2009,5th Quintile,female,No,0.87910,2089,2342,0.86589,0.89231
2010,1st Quintile,male,Yes,0.12910,138,1063,0.10894,0.14927
2010,1st Quintile,male,No,0.87090,925,1063,0.85073,0.89106
2010,1st Quintile,female,Yes,0.13611,218,1506,0.11879,0.15343
2010,1st Quintile,female,No,0.86389,1288,1506,0.84657,0.88121
2010,2nd Quintile,male,Yes,0.14801,193,1354,0.12909,0.16693
2010,2nd Quintile,male,No,0.85199,1161,1354,0.83307,0.87091
2010,2nd Quintile,female,Yes,0.15546,266,1650,0.13797,0.17295
2010,2nd Quintile,female,No,0.84454,1384,1650,0.82705,0.86203
2010,3rd Quintile,male,Yes,0.13736,206,1536,0.12014,0.15458
2010,3rd Quintile,male,No,0.86264,1330,1536,0.84542,0.87986
2010,3rd Quintile,female,Yes,0.11918,218,1659,0.10358,0.13477
2010,3rd Quintile,female,No,0.88082,1441,1659,0.86523,0.89642
2010,4th Quintile,male,Yes,0.11490,198,1735,0.09989,0.12991
2010,4th Quintile,male,No,0.88510,1537,1735,0.87009,0.90011
2010,4th Quintile,female,Yes,0.12004,225,1734,0.10474,0.13534
2010,4th Quintile,female,No,0.87996,1509,1734,0.86466,0.89526
2010,5th Quintile,male,Yes,0.09318,226,2213,0.08106,0.10529
2010,5th Quintile,male,No,0.90682,1987,2213,0.89471,0.91894
2010,5th Quintile,female,Yes,0.09220,208,2144,0.07995,0.10445
2010,5th Quintile,female,No,0.90780,1936,2144,0.89555,0.92005
2011,1st Quintile,male,Yes,0.13597,208,1816,0.12020,0.15174
2011,1st Quintile,male,No,0.86403,1608,1816,0.84826,0.87980
2011,1st Quintile,female,Yes,0.17603,529,2767,0.16184,0.19022
2011,1st Quintile,female,No,0.82397,2238,2767,0.80978,0.83816
2011,2nd Quintile,male,Yes,0.12296,219,1883,0.10812,0.13779
2011,2nd Quintile,male,No,0.87704,1664,1883,0.86221,0.89188
2011,2nd Quintile,female,Yes,0.17015,430,2438,0.15523,0.18506
2011,2nd Quintile,female,No,0.82985,2008,2438,0.81494,0.84477
2011,3rd Quintile,male,Yes,0.10345,207,1916,0.08981,0.11709
2011,3rd Quintile,male,No,0.89655,1709,1916,0.88291,0.91019
2011,3rd Quintile,female,Yes,0.14276,344,2209,0.12816,0.15735
2011,3rd Quintile,female,No,0.85724,1865,2209,0.84265,0.87184
2011,4th Quintile,male,Yes,0.11010,217,2040,0.09651,0.12368
2011,4th Quintile,male,No,0.88990,1823,2040,0.87632,0.90349
2011,4th Quintile,female,Yes,0.12433,288,2088,0.11017,0.13848
2011,4th Quintile,female,No,0.87567,1800,2088,0.86152,0.88983
2011,5th Quintile,male,Yes,0.11088,245,2350,0.09819,0.12358
2011,5th Quintile,male,No,0.88912,2105,2350,0.87642,0.90181
2011,5th Quintile,female,Yes,0.12170,299,2369,0.10853,0.13487
2011,5th Quintile,female,No,0.87830,2070,2369,0.86513,0.89147
2012,1st Quintile,male,Yes,0.15892,279,2078,0.14319,0.17464
2012,1st Quintile,male,No,0.84108,1799,2078,0.82536,0.85681
2012,1st Quintile,female,Yes,0.19121,563,3241,0.17767,0.20475
2012,1st Quintile,female,No,0.80879,2678,3241,0.79525,0.82233
2012,2nd Quintile,male,Yes,0.14605,283,2144,0.13110,0.16100
2012,2nd Quintile,male,No,0.85395,1861,2144,0.83900,0.86890
2012,2nd Quintile,female,Yes,0.14585,383,2794,0.13276,0.15894
2012,2nd Quintile,female,No,0.85415,2411,2794,0.84106,0.86724
2012,3rd Quintile,male,Yes,0.13846,287,2258,0.12421,0.15271
2012,3rd Quintile,male,No,0.86154,1971,2258,0.84729,0.87579
2012,3rd Quintile,female,Yes,0.14417,356,2567,0.13058,0.15776
2012,3rd Quintile,female,No,0.85583,2211,2567,0.84224,0.86942
2012,4th Quintile,male,Yes,0.10791,266,2308,0.09525,0.12057
2012,4th Quintile,male,No,0.89209,2042,2308,0.87943,0.90475
2012,4th Quintile,female,Yes,0.13715,317,2490,0.12364,0.15067
2012,4th Quintile,female,No,0.86285,2173,2490,0.84933,0.87636
2012,5th Quintile,male,Yes,0.11236,301,2612,0.10025,0.12447
2012,5th Quintile,male,No,0.88764,2311,2612,0.87553,0.89975
2012,5th Quintile,female,Yes,0.11299,291,2640,0.10091,0.12507
2012,5th Quintile,female,No,0.88701,2349,2640,0.87493,0.89909
2013,1st Quintile,male,Yes,0.17888,303,1997,0.16207,0.19570
2013,1st Quintile,male,No,0.82112,1694,1997,0.80430,0.83793
2013,1st Quintile,female,Yes,0.17809,537,3159,0.16474,0.19143
2013,1st Quintile,female,No,0.82191,2622,3159,0.80857,0.83526
2013,2nd Quintile,male,Yes,0.15289,287,2271,0.13809,0.16770
2013,2nd Quintile,male,No,0.84711,1984,2271,0.83230,0.86191
2013,2nd Quintile,female,Yes,0.16248,416,2967,0.14920,0.17576
2013,2nd Quintile,female,No,0.83752,2551,2967,0.82424,0.85080
2013,3rd Quintile,male,Yes,0.14599,291,2274,0.13147,0.16050
2013,3rd Quintile,male,No,0.85401,1983,2274,0.83950,0.86853
2013,3rd Quintile,female,Yes,0.15988,393,2624,0.14586,0.17391
2013,3rd Quintile,female,No,0.84012,2231,2624,0.82609,0.85414
2013,4th Quintile,male,Yes,0.12141,278,2327,0.10813,0.13468
2013,4th Quintile,male,No,0.87859,2049,2327,0.86532,0.89187
2013,4th Quintile,female,Yes,0.15629,351,2528,0.14213,0.17045
2013,4th Quintile,female,No,0.84371,2177,2528,0.82955,0.85787
2013,5th Quintile,male,Yes,0.11185,300,2741,0.10004,0.12365
2013,5th Quintile,male,No,0.88815,2441,2741,0.87635,0.89996
2013,5th Quintile,female,Yes,0.09898,289,2759,0.08783,0.11012
2013,5th Quintile,female,No,0.90102,2470,2759,0.88988,0.91217
2014,1st Quintile,male,Yes,0.15727,341,2382,0.14264,0.17189
2014,1st Quintile,male,No,0.84273,2041,2382,0.82811,0.85736
2014,1st Quintile,female,Yes,0.18987,630,3427,0.17673,0.20300
2014,1st Quintile,female,No,0.81013,2797,3427,0.79700,0.82327
2014,2nd Quintile,male,Yes,0.16124,336,2456,0.14669,0.17579
2014,2nd Quintile,male,No,0.83876,2120,2456,0.82421,0.85331
2014,2nd Quintile,female,Yes,0.15520,440,3049,0.14235,0.16806
2014,2nd Quintile,female,No,0.84480,2609,3049,0.83194,0.85765
2014,3rd Quintile,male,Yes,0.11611,290,2384,0.10325,0.12897
2014,3rd Quintile,male,No,0.88389,2094,2384,0.87103,0.89675
2014,3rd Quintile,female,Yes,0.14662,383,2773,0.13346,0.15979
2014,3rd Quintile,female,No,0.85338,2390,2773,0.84021,0.86654
2014,4th Quintile,male,Yes,0.11069,251,2472,0.09832,0.12306
2014,4th Quintile,male,No,0.88931,2221,2472,0.87694,0.90168
2014,4th Quintile,female,Yes,0.12446,329,2681,0.11196,0.13696
2014,4th Quintile,female,No,0.87554,2352,2681,0.86304,0.88804
2014,5th Quintile,male,Yes,0.10164,258,2718,0.09028,0.11301
2014,5th Quintile,male,No,0.89836,2460,2718,0.88699,0.90972
2014,5th Quintile,female,Yes,0.12229,290,2680,0.10989,0.13470
2014,5th Quintile,female,No,0.87771,2390,2680,0.86530,0.89011
2015,1st Quintile,male,Yes,0.14469,295,2099,0.12964,0.15975
2015,1st Quintile,male,No,0.85531,1804,2099,0.84025,0.87036
2015,1st Quintile,female,Yes,0.17329,467,2966,0.15966,0.18691
2015,1st Quintile,female,No,0.82671,2499,2966,0.81309,0.84034
2015,2nd Quintile,male,Yes,0.14433,305,2278,0.12990,0.15877
2015,2nd Quintile,male,No,0.85567,1973,2278,0.84123,0.87010
2015,2nd Quintile,female,Yes,0.16523,461,2969,0.15187,0.17859
2015,2nd Quintile,female,No,0.83477,2508,2969,0.82141,0.84813
2015,3rd Quintile,male,Yes,0.13584,282,2237,0.12164,0.15004
2015,3rd Quintile,male,No,0.86416,1955,2237,0.84996,0.87836
2015,3rd Quintile,female,Yes,0.15447,366,2591,0.14055,0.16839
2015,3rd Quintile,female,No,0.84553,2225,2591,0.83161,0.85945
2015,4th Quintile,male,Yes,0.13164,267,2275,0.11774,0.14554
2015,4th Quintile,male,No,0.86836,2008,2275,0.85446,0.88226
2015,4th Quintile,female,Yes,0.14238,310,2476,0.12861,0.15614
2015,4th Quintile,female,No,0.85762,2166,2476,0.84386,0.87139
2015,5th Quintile,male,Yes,0.10329,280,2546,0.09147,0.11512
2015,5th Quintile,male,No,0.89671,2266,2546,0.88488,0.90853
2015,5th Quintile,female,Yes,0.10508,284,2551,0.09318,0.11698
2015,5th Quintile,female,No,0.89492,2267,2551,0.88302,0.90682
2016,1st Quintile,male,Yes,0.13961,278,2093,0.12476,0.15446
2016,1st Quintile,male,No,0.86039,1815,2093,0.84554,0.87524
2016,1st Quintile,female,Yes,0.18843,521,2901,0.17420,0.20266
2016,1st Quintile,female,No,0.81157,2380,2901,0.79734,0.82580
2016,2nd Quintile,male,Yes,0.14591,295,2216,0.13121,0.16061
2016,2nd Quintile,male,No,0.85409,1921,2216,0.83939,0.86879
2016,2nd Quintile,female,Yes,0.15526,426,2837,0.14193,0.16859
2016,2nd Quintile,female,No,0.84474,2411,2837,0.83141,0.85807
2016,3rd Quintile,male,Yes,0.12456,250,2101,0.11043,0.13868
2016,3rd Quintile,male,No,0.87544,1851,2101,0.86132,0.88957
2016,3rd Quintile,female,Yes,0.16253,366,2501,0.14807,0.17700
2016,3rd Quintile,female,No,0.83747,2135,2501,0.82300,0.85193
2016,4th Quintile,male,Yes,0.10192,239,2218,0.08933,0.11452
2016,4th Quintile,male,No,0.89808,1979,2218,0.88548,0.91067
2016,4th Quintile,female,Yes,0.11995,290,2398,0.10694,0.13296
2016,4th Quintile,female,No,0.88005,2108,2398,0.86704,0.89306
2016,5th Quintile,male,Yes,0.11017,248,2411,0.09766,0.12267
2016,5th Quintile,male,No,0.88983,2163,2411,0.87733,0.90234
2016,5th Quintile,female,Yes,0.10391,271,2439,0.09180,0.11603
2016,5th Quintile,female,No,0.89609,2168,2439,0.88397,0.90820
2017,1st Quintile,male,Yes,0.15694,289,1932,0.14071,0.17316
2017,1st Quintile,male,No,0.84306,1643,1932,0.82684,0.85929
2017,1st Quintile,female,Yes,0.19860,512,2717,0.18359,0.21360
2017,1st Quintile,female,No,0.80140,2205,2717,0.78640,0.81641
2017,2nd Quintile,male,Yes,0.15444,287,2100,0.13898,0.16990
2017,2nd Quintile,male,No,0.84556,1813,2100,0.83010,0.86102
2017,2nd Quintile,female,Yes,0.16916,402,2663,0.15492,0.18340
2017,2nd Quintile,female,No,0.83084,2261,2663,0.81660,0.84508
2017,3rd Quintile,male,Yes,0.12966,245,2006,0.11496,0.14437
2017,3rd Quintile,male,No,0.87034,1761,2006,0.85563,0.88504
2017,3rd Quintile,female,Yes,0.15234,331,2382,0.13790,0.16677
2017,3rd Quintile,female,No,0.84766,2051,2382,0.83323,0.86210
2017,4th Quintile,male,Yes,0.12332,235,2065,0.10914,0.13751
2017,4th Quintile,male,No,0.87668,1830,2065,0.86249,0.89086
2017,4th Quintile,female,Yes,0.12322,271,2273,0.10971,0.13674
2017,4th Quintile,female,No,0.87678,2002,2273,0.86326,0.89029
2017,5th Quintile,male,Yes,0.12150,276,2267,0.10804,0.13495
2017,5th Quintile,male,No,0.87850,1991,2267,0.86505,0.89196
2017,5th Quintile,female,Yes,0.11597,251,2269,0.10279,0.12914
2017,5th Quintile,female,No,0.88403,2018,2269,0.87086,0.89721
2018,1st Quintile,male,Yes,0.15310,288,1960,0.13715,0.16904
2018,1st Quintile,male,No,0.84690,1672,1960,0.83096,0.86285
2018,1st Quintile,female,Yes,0.19538,460,2741,0.18054,0.21023
2018,1st Quintile,female,No,0.80462,2281,2741,0.78977,0.81946
2018,2nd Quintile,male,Yes,0.14129,290,2240,0.12686,0.15572
2018,2nd Quintile,male,No,0.85871,1950,2240,0.84428,0.87314
2018,2nd Quintile,female,Yes,0.15741,415,2860,0.14406,0.17076
2018,2nd Quintile,female,No,0.84259,2445,2860,0.82924,0.85594
2018,3rd Quintile,male,Yes,0.11791,253,2162,0.10431,0.13151
2018,3rd Quintile,male,No,0.88209,1909,2162,0.86849,0.89569
2018,3rd Quintile,female,Yes,0.16716,368,2570,0.15273,0.18159
2018,3rd Quintile,female,No,0.83284,2202,2570,0.81841,0.84727
2018,4th Quintile,male,Yes,0.12500,265,2256,0.11135,0.13865
2018,4th Quintile,male,No,0.87500,1991,2256,0.86135,0.88865
2018,4th Quintile,female,Yes,0.11966,284,2442,0.10678,0.13253
2018,4th Quintile,female,No,0.88034,2158,2442,0.86747,0.89322
2018,5th Quintile,male,Yes,0.10859,280,2544,0.09649,0.12068
2018,5th Quintile,male,No,0.89141,2264,2544,0.87932,0.90351
2018,5th Quintile,female,Yes,0.11699,286,2504,0.10440,0.12958
2018,5th Quintile,female,No,0.88301,2218,2504,0.87042,0.89560
2019,1st Quintile,male,Yes,0.16731,303,1871,0.15039,0.18422
2019,1st Quintile,male,No,0.83269,1568,1871,0.81578,0.84961
2019,1st Quintile,female,Yes,0.17535,449,2565,0.16063,0.19007
2019,1st Quintile,female,No,0.82465,2116,2565,0.80993,0.83937
2019,2nd Quintile,male,Yes,0.12669,276,2109,0.11249,0.14089
2019,2nd Quintile,male,No,0.87331,1833,2109,0.85911,0.88751
2019,2nd Quintile,female,Yes,0.15502,394,2653,0.14125,0.16879
2019,2nd Quintile,female,No,0.84498,2259,2653,0.83121,0.85875
2019,3rd Quintile,male,Yes,0.11734,240,2011,0.10327,0.13141
2019,3rd Quintile,male,No,0.88266,1771,2011,0.86859,0.89673
2019,3rd Quintile,female,Yes,0.15667,342,2404,0.14214,0.17121
2019,3rd Quintile,female,No,0.84333,2062,2404,0.82879,0.85786
2019,4th Quintile,male,Yes,0.11238,217,2014,0.09858,0.12618
2019,4th Quintile,male,No,0.88762,1797,2014,0.87382,0.90142
2019,4th Quintile,female,Yes,0.13223,289,2247,0.11822,0.14624
2019,4th Quintile,female,No,0.86777,1958,2247,0.85376,0.88178
2019,5th Quintile,male,Yes,0.11749,277,2416,0.10464,0.13033
2019,5th Quintile,male,No,0.88251,2139,2416,0.86967,0.89536
2019,5th Quintile,female,Yes,0.14257,278,2396,0.12857,0.15658
2019,5th Quintile,female,No,0.85743,2118,2396,0.84342,0.87143
2020,1st Quintile,male,Yes,0.16470,422,3190,0.15183,0.17757
2020,1st Quintile,male,No,0.83530,2768,3190,0.82243,0.84817
2020,1st Quintile,female,Yes,0.18441,588,3368,0.17131,0.19751
2020,1st Quintile,female,No,0.81559,2780,3368,0.80249,0.82869
2020,2nd Quintile,male,Yes,0.14677,306,2186,0.13193,0.16161
2020,2nd Quintile,male,No,0.85323,1880,2186,0.83839,0.86807
2020,2nd Quintile,female,Yes,0.15706,385,2643,0.14318,0.17093
2020,2nd Quintile,female,No,0.84294,2258,2643,0.82907,0.85682
2020,3rd Quintile,male,Yes,0.16009,281,1990,0.14397,0.17620
2020,3rd Quintile,male,No,0.83991,1709,1990,0.82380,0.85603
2020,3rd Quintile,female,Yes,0.14485,322,2274,0.13038,0.15932
2020,3rd Quintile,female,No,0.85515,1952,2274,0.84068,0.86962
2020,4th Quintile,male,Yes,0.11372,238,2179,0.10038,0.12705
2020,4th Quintile,male,No,0.88628,1941,2179,0.87295,0.89962
2020,4th Quintile,female,Yes,0.12593,289,2342,0.11249,0.13937
2020,4th Quintile,female,No,0.87407,2053,2342,0.86063,0.88751
2020,5th Quintile,male,Yes,0.10122,323,3114,0.09063,0.11182
2020,5th Quintile,male,No,0.89878,2791,3114,0.88818,0.90937
2020,5th Quintile,female,Yes,0.13152,326,2832,0.11907,0.14397
2020,5th Quintile,female,No,0.86848,2506,2832,0.85603,0.88093
2021,1st Quintile,male,Yes,0.14708,191,1371,0.12832,0.16583
2021,1st Quintile,male,No,0.85292,1180,1371,0.83417,0.87168
2021,1st Quintile,female,Yes,0.16964,275,1853,0.15254,0.18673
2021,1st Quintile,female,No,0.83036,1578,1853,0.81327,0.84746
2021,2nd Quintile,male,Yes,0.11224,184,1475,0.09612,0.12835
2021,2nd Quintile,male,No,0.88776,1291,1475,0.87165,0.90388
2021,2nd Quintile,female,Yes,0.14064,241,1851,0.12480,0.15649
2021,2nd Quintile,female,No,0.85936,1610,1851,0.84351,0.87520
2021,3rd Quintile,male,Yes,0.13532,179,1419,0.11752,0.15313
2021,3rd Quintile,male,No,0.86468,1240,1419,0.84687,0.88248
2021,3rd Quintile,female,Yes,0.12364,194,1674,0.10787,0.13941
2021,3rd Quintile,female,No,0.87636,1480,1674,0.86059,0.89213
2021,4th Quintile,male,Yes,0.10562,147,1510,0.09011,0.12112
2021,4th Quintile,male,No,0.89438,1363,1510,0.87888,0.90989
2021,4th Quintile,female,Yes,0.11130,183,1669,0.09621,0.12640
2021,4th Quintile,female,No,0.88870,1486,1669,0.87360,0.90379
2021,5th Quintile,male,Yes,0.10819,261,2255,0.09537,0.12102
2021,5th Quintile,male,No,0.89181,1994,2255,0.87898,0.90463
2021,5th Quintile,female,Yes,0.11577,207,2020,0.10182,0.12973
2021,5th Quintile,female,No,0.88423,1813,2020,0.87027,0.89818
2022,1st Quintile,male,Yes,0.13095,256,1973,0.11606,0.14584
2022,1st Quintile,male,No,0.86905,1717,1973,0.85416,0.88394
2022,1st Quintile,female,Yes,0.18406,383,2269,0.16811,0.20000
2022,1st Quintile,female,No,0.81594,1886,2269,0.80000,0.83189
2022,2nd Quintile,male,Yes,0.14607,173,1474,0.12803,0.16410
2022,2nd Quintile,male,No,0.85393,1301,1474,0.83590,0.87197
2022,2nd Quintile,female,Yes,0.14151,232,1750,0.12518,0.15785
2022,2nd Quintile,female,No,0.85849,1518,1750,0.84215,0.87482
2022,3rd Quintile,male,Yes,0.16398,162,1397,0.14455,0.18340
2022,3rd Quintile,male,No,0.83602,1235,1397,0.81660,0.85545
2022,3rd Quintile,female,Yes,0.13834,181,1566,0.12123,0.15544
2022,3rd Quintile,female,No,0.86166,1385,1566,0.84456,0.87877
2022,4th Quintile,male,Yes,0.10822,160,1506,0.09252,0.12392
2022,4th Quintile,male,No,0.89178,1346,1506,0.87608,0.90748
2022,4th Quintile,female,Yes,0.12409,170,1609,0.10798,0.14021
2022,4th Quintile,female,No,0.87591,1439,1609,0.85979,0.89202
2022,5th Quintile,male,Yes,0.10049,212,2096,0.08762,0.11337
2022,5th Quintile,male,No,0.89951,1884,2096,0.88663,0.91238
2022,5th Quintile,female,Yes,0.10962,171,1911,0.09561,0.12363
2022,5th Quintile,female,No,0.89038,1740,1911,0.87637,0.90439
