year,pgisced97,quintil_oecd,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Lower Secondary Level,3rd Quintile,Yes,0.11429,37,359,0.08133,0.14725
2000,Lower Secondary Level,3rd Quintile,No,0.88571,322,359,0.85275,0.91867
2000,Lower Secondary Level,4th Quintile,Yes,0.13297,34,277,0.09291,0.17303
2000,Lower Secondary Level,4th Quintile,No,0.86703,243,277,0.82697,0.90709
2000,Lower Secondary Level,5th Quintile,No,0.81433,124,124,0.74561,0.88305
2000,Upper Secondary Level,1st Quintile,Yes,0.14368,183,1298,0.12459,0.16277
2000,Upper Secondary Level,1st Quintile,No,0.84982,1115,1298,0.83038,0.86926
2000,Upper Secondary Level,2nd Quintile,Yes,0.12287,184,1547,0.10651,0.13924
2000,Upper Secondary Level,2nd Quintile,No,0.87456,1363,1547,0.85805,0.89107
2000,Upper Secondary Level,3rd Quintile,Yes,0.14602,200,1501,0.12815,0.16389
2000,Upper Secondary Level,3rd Quintile,No,0.85398,1301,1501,0.83611,0.87185
2000,Upper Secondary Level,4th Quintile,Yes,0.11725,169,1438,0.10061,0.13388
2000,Upper Secondary Level,4th Quintile,No,0.88275,1269,1438,0.86612,0.89939
2000,Upper Secondary Level,5th Quintile,Yes,0.10656,114,1102,0.08834,0.12479
2000,Upper Secondary Level,5th Quintile,No,0.89344,988,1102,0.87521,0.91166
2000,Post-secondary Non-tertiary Level,1st Quintile,No,0.88540,103,103,0.82358,0.94722
2000,Post-secondary Non-tertiary Level,2nd Quintile,No,0.91073,76,76,0.84619,0.97526
2000,Post-secondary Non-tertiary Level,3rd Quintile,No,0.90143,103,103,0.84359,0.95928
2000,Post-secondary Non-tertiary Level,4th Quintile,No,0.88726,127,127,0.83203,0.94248
2000,Post-secondary Non-tertiary Level,5th Quintile,No,0.84751,125,125,0.78423,0.91079
2000,First Stage of Tertiary Education,1st Quintile,No,0.79043,103,103,0.71144,0.86942
2000,First Stage of Tertiary Education,2nd Quintile,No,0.89176,201,201,0.84870,0.93482
2000,First Stage of Tertiary Education,3rd Quintile,Yes,0.15288,38,281,0.11073,0.19504
2000,First Stage of Tertiary Education,3rd Quintile,No,0.84712,243,281,0.80496,0.88927
2000,First Stage of Tertiary Education,4th Quintile,Yes,0.11744,35,277,0.07946,0.15543
2000,First Stage of Tertiary Education,4th Quintile,No,0.88256,242,277,0.84457,0.92054
2000,First Stage of Tertiary Education,5th Quintile,No,0.91172,225,225,0.87457,0.94888
2000,Second Stage of Tertiary Education,1st Quintile,No,0.85586,120,120,0.79276,0.91897
2000,Second Stage of Tertiary Education,2nd Quintile,No,0.88346,216,216,0.84057,0.92635
2000,Second Stage of Tertiary Education,3rd Quintile,Yes,0.13418,51,370,0.09940,0.16896
2000,Second Stage of Tertiary Education,3rd Quintile,No,0.86582,319,370,0.83104,0.90060
2000,Second Stage of Tertiary Education,4th Quintile,Yes,0.06928,41,491,0.04679,0.09176
2000,Second Stage of Tertiary Education,4th Quintile,No,0.92734,450,491,0.90436,0.95033
2000,Second Stage of Tertiary Education,5th Quintile,Yes,0.08489,68,835,0.06598,0.10381
2000,Second Stage of Tertiary Education,5th Quintile,No,0.91314,767,835,0.89402,0.93225
2001,Pre-primary Level,1st Quintile,No,0.94739,110,110,0.90548,0.98930
2001,Pre-primary Level,2nd Quintile,No,0.92970,115,115,0.88277,0.97663
2001,Pre-primary Level,3rd Quintile,No,0.97446,96,96,0.94274,1.00619
2001,Pre-primary Level,4th Quintile,No,0.94987,100,100,0.90688,0.99285
2001,Pre-primary Level,5th Quintile,No,0.94372,90,90,0.89585,0.99160
2001,Primary Level,1st Quintile,No,0.87013,127,127,0.81143,0.92883
2001,Primary Level,2nd Quintile,No,0.87905,79,79,0.80669,0.95142
2001,Primary Level,3rd Quintile,No,0.92980,33,33,0.84128,1.01832
2001,Lower Secondary Level,1st Quintile,Yes,0.14487,142,998,0.12302,0.16672
2001,Lower Secondary Level,1st Quintile,No,0.85212,856,998,0.83008,0.87415
2001,Lower Secondary Level,2nd Quintile,Yes,0.13289,103,783,0.10910,0.15668
2001,Lower Secondary Level,2nd Quintile,No,0.86606,680,783,0.84219,0.88993
2001,Lower Secondary Level,3rd Quintile,Yes,0.14394,78,591,0.11561,0.17226
2001,Lower Secondary Level,3rd Quintile,No,0.85064,513,591,0.82188,0.87940
2001,Lower Secondary Level,4th Quintile,Yes,0.15067,63,461,0.11798,0.18336
2001,Lower Secondary Level,4th Quintile,No,0.83552,398,461,0.80164,0.86940
2001,Lower Secondary Level,5th Quintile,Yes,0.16098,39,241,0.11448,0.20748
2001,Lower Secondary Level,5th Quintile,No,0.83902,202,241,0.79252,0.88552
2001,Upper Secondary Level,1st Quintile,Yes,0.14458,298,2017,0.12923,0.15994
2001,Upper Secondary Level,1st Quintile,No,0.85395,1719,2017,0.83854,0.86937
2001,Upper Secondary Level,2nd Quintile,Yes,0.12131,289,2477,0.10845,0.13417
2001,Upper Secondary Level,2nd Quintile,No,0.87192,2188,2477,0.85876,0.88508
2001,Upper Secondary Level,3rd Quintile,Yes,0.14031,351,2628,0.12703,0.15359
2001,Upper Secondary Level,3rd Quintile,No,0.85818,2277,2628,0.84484,0.87152
2001,Upper Secondary Level,4th Quintile,Yes,0.11515,282,2484,0.10259,0.12770
2001,Upper Secondary Level,4th Quintile,No,0.88093,2202,2484,0.86819,0.89367
2001,Upper Secondary Level,5th Quintile,Yes,0.11407,212,1932,0.09989,0.12825
2001,Upper Secondary Level,5th Quintile,No,0.88087,1720,1932,0.86643,0.89532
2001,Post-secondary Non-tertiary Level,1st Quintile,No,0.86198,137,137,0.80400,0.91995
2001,Post-secondary Non-tertiary Level,2nd Quintile,No,0.89191,166,166,0.84453,0.93929
2001,Post-secondary Non-tertiary Level,3rd Quintile,No,0.88955,179,179,0.84351,0.93560
2001,Post-secondary Non-tertiary Level,4th Quintile,No,0.88324,207,207,0.83938,0.92709
2001,Post-secondary Non-tertiary Level,5th Quintile,No,0.88562,251,251,0.84617,0.92507
2001,First Stage of Tertiary Education,1st Quintile,No,0.85099,129,129,0.78930,0.91268
2001,First Stage of Tertiary Education,2nd Quintile,Yes,0.12716,36,296,0.08914,0.16518
2001,First Stage of Tertiary Education,2nd Quintile,No,0.87284,260,296,0.83482,0.91086
2001,First Stage of Tertiary Education,3rd Quintile,Yes,0.12466,50,405,0.09245,0.15687
2001,First Stage of Tertiary Education,3rd Quintile,No,0.87534,355,405,0.84313,0.90755
2001,First Stage of Tertiary Education,4th Quintile,Yes,0.14225,53,424,0.10896,0.17554
2001,First Stage of Tertiary Education,4th Quintile,No,0.85536,371,424,0.82184,0.88888
2001,First Stage of Tertiary Education,5th Quintile,Yes,0.12321,44,395,0.09075,0.15566
2001,First Stage of Tertiary Education,5th Quintile,No,0.87072,351,395,0.83759,0.90385
2001,Second Stage of Tertiary Education,1st Quintile,Yes,0.12457,32,238,0.08252,0.16661
2001,Second Stage of Tertiary Education,1st Quintile,No,0.87543,206,238,0.83339,0.91748
2001,Second Stage of Tertiary Education,2nd Quintile,Yes,0.15837,47,356,0.12039,0.19635
2001,Second Stage of Tertiary Education,2nd Quintile,No,0.83772,309,356,0.79937,0.87608
2001,Second Stage of Tertiary Education,3rd Quintile,Yes,0.10756,62,546,0.08154,0.13357
2001,Second Stage of Tertiary Education,3rd Quintile,No,0.89158,484,546,0.86548,0.91768
2001,Second Stage of Tertiary Education,4th Quintile,Yes,0.08612,76,851,0.06726,0.10498
2001,Second Stage of Tertiary Education,4th Quintile,No,0.91040,775,851,0.89120,0.92960
2001,Second Stage of Tertiary Education,5th Quintile,Yes,0.09854,143,1545,0.08367,0.11341
2001,Second Stage of Tertiary Education,5th Quintile,No,0.89414,1402,1545,0.87879,0.90949
2002,Pre-primary Level,1st Quintile,No,0.93574,100,100,0.88744,0.98405
2002,Pre-primary Level,2nd Quintile,No,0.88332,95,95,0.81842,0.94822
2002,Pre-primary Level,3rd Quintile,No,0.96046,122,122,0.92573,0.99518
2002,Pre-primary Level,4th Quintile,No,0.94009,87,87,0.88993,0.99025
2002,Pre-primary Level,5th Quintile,No,0.84772,98,98,0.77622,0.91922
2002,Primary Level,1st Quintile,No,0.93184,121,121,0.88674,0.97693
2002,Primary Level,2nd Quintile,No,0.69968,57,57,0.57962,0.81974
2002,Primary Level,3rd Quintile,No,0.84552,37,37,0.72746,0.96358
2002,Lower Secondary Level,1st Quintile,Yes,0.15385,129,876,0.12994,0.17776
2002,Lower Secondary Level,1st Quintile,No,0.84443,747,876,0.82042,0.86845
2002,Lower Secondary Level,2nd Quintile,Yes,0.16417,112,712,0.13694,0.19140
2002,Lower Secondary Level,2nd Quintile,No,0.83307,600,712,0.80566,0.86048
2002,Lower Secondary Level,3rd Quintile,Yes,0.13803,70,500,0.10776,0.16829
2002,Lower Secondary Level,3rd Quintile,No,0.85525,430,500,0.82438,0.88612
2002,Lower Secondary Level,4th Quintile,Yes,0.16005,61,450,0.12614,0.19397
2002,Lower Secondary Level,4th Quintile,No,0.83995,389,450,0.80603,0.87386
2002,Lower Secondary Level,5th Quintile,Yes,0.15888,37,259,0.11427,0.20349
2002,Lower Secondary Level,5th Quintile,No,0.84112,222,259,0.79651,0.88573
2002,Upper Secondary Level,1st Quintile,Yes,0.12784,226,1757,0.11222,0.14346
2002,Upper Secondary Level,1st Quintile,No,0.86837,1531,1757,0.85256,0.88419
2002,Upper Secondary Level,2nd Quintile,Yes,0.12269,275,2254,0.10915,0.13624
2002,Upper Secondary Level,2nd Quintile,No,0.87524,1979,2254,0.86159,0.88888
2002,Upper Secondary Level,3rd Quintile,Yes,0.13921,313,2349,0.12520,0.15321
2002,Upper Secondary Level,3rd Quintile,No,0.85521,2036,2349,0.84098,0.86945
2002,Upper Secondary Level,4th Quintile,Yes,0.10985,259,2319,0.09712,0.12258
2002,Upper Secondary Level,4th Quintile,No,0.88911,2060,2319,0.87632,0.90189
2002,Upper Secondary Level,5th Quintile,Yes,0.12869,243,2239,0.11481,0.14256
2002,Upper Secondary Level,5th Quintile,No,0.87067,1996,2239,0.85676,0.88457
2002,Post-secondary Non-tertiary Level,1st Quintile,No,0.87294,146,146,0.81873,0.92715
2002,Post-secondary Non-tertiary Level,2nd Quintile,No,0.87989,147,147,0.82716,0.93262
2002,Post-secondary Non-tertiary Level,3rd Quintile,No,0.90013,145,145,0.85116,0.94910
2002,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.15496,32,227,0.10778,0.20214
2002,Post-secondary Non-tertiary Level,4th Quintile,No,0.83855,195,227,0.79058,0.88652
2002,Post-secondary Non-tertiary Level,5th Quintile,No,0.89748,277,277,0.86169,0.93326
2002,First Stage of Tertiary Education,1st Quintile,Yes,0.20783,31,151,0.14290,0.27277
2002,First Stage of Tertiary Education,1st Quintile,No,0.79217,120,151,0.72723,0.85710
2002,First Stage of Tertiary Education,2nd Quintile,Yes,0.11752,34,285,0.08007,0.15498
2002,First Stage of Tertiary Education,2nd Quintile,No,0.88248,251,285,0.84502,0.91993
2002,First Stage of Tertiary Education,3rd Quintile,Yes,0.11328,38,330,0.07903,0.14752
2002,First Stage of Tertiary Education,3rd Quintile,No,0.88341,292,330,0.84873,0.91809
2002,First Stage of Tertiary Education,4th Quintile,Yes,0.09200,38,411,0.06402,0.11998
2002,First Stage of Tertiary Education,4th Quintile,No,0.90747,373,411,0.87942,0.93552
2002,First Stage of Tertiary Education,5th Quintile,Yes,0.11395,47,435,0.08406,0.14385
2002,First Stage of Tertiary Education,5th Quintile,No,0.88605,388,435,0.85615,0.91594
2002,Second Stage of Tertiary Education,1st Quintile,No,0.89934,187,187,0.85610,0.94258
2002,Second Stage of Tertiary Education,2nd Quintile,Yes,0.15435,40,281,0.11203,0.19667
2002,Second Stage of Tertiary Education,2nd Quintile,No,0.84565,241,281,0.80333,0.88797
2002,Second Stage of Tertiary Education,3rd Quintile,Yes,0.12571,66,481,0.09605,0.15537
2002,Second Stage of Tertiary Education,3rd Quintile,No,0.86591,415,481,0.83542,0.89639
2002,Second Stage of Tertiary Education,4th Quintile,Yes,0.10163,80,812,0.08083,0.12243
2002,Second Stage of Tertiary Education,4th Quintile,No,0.89635,732,812,0.87538,0.91733
2002,Second Stage of Tertiary Education,5th Quintile,Yes,0.10222,145,1609,0.08742,0.11703
2002,Second Stage of Tertiary Education,5th Quintile,No,0.89000,1464,1609,0.87471,0.90530
2003,Pre-primary Level,1st Quintile,No,0.93126,89,89,0.87840,0.98412
2003,Pre-primary Level,2nd Quintile,No,0.94288,98,98,0.89670,0.98906
2003,Pre-primary Level,3rd Quintile,No,0.95152,107,107,0.91064,0.99241
2003,Pre-primary Level,4th Quintile,No,0.88508,122,122,0.82826,0.94191
2003,Pre-primary Level,5th Quintile,No,0.91409,163,163,0.87093,0.95724
2003,Primary Level,1st Quintile,No,0.81845,113,113,0.74706,0.88984
2003,Primary Level,2nd Quintile,No,0.83258,60,60,0.73731,0.92784
2003,Primary Level,3rd Quintile,No,0.86599,32,32,0.74606,0.98591
2003,Lower Secondary Level,1st Quintile,Yes,0.15625,127,837,0.13164,0.18086
2003,Lower Secondary Level,1st Quintile,No,0.83399,710,837,0.80876,0.85921
2003,Lower Secondary Level,2nd Quintile,Yes,0.12691,83,697,0.10218,0.15164
2003,Lower Secondary Level,2nd Quintile,No,0.86959,614,697,0.84458,0.89461
2003,Lower Secondary Level,3rd Quintile,Yes,0.15334,64,483,0.12118,0.18551
2003,Lower Secondary Level,3rd Quintile,No,0.84062,419,483,0.80794,0.87329
2003,Lower Secondary Level,4th Quintile,Yes,0.15492,64,414,0.12002,0.18981
2003,Lower Secondary Level,4th Quintile,No,0.83937,350,414,0.80395,0.87478
2003,Lower Secondary Level,5th Quintile,Yes,0.13396,41,286,0.09442,0.17351
2003,Lower Secondary Level,5th Quintile,No,0.86335,245,286,0.82347,0.90323
2003,Upper Secondary Level,1st Quintile,Yes,0.14193,236,1746,0.12556,0.15831
2003,Upper Secondary Level,1st Quintile,No,0.85507,1510,1746,0.83855,0.87158
2003,Upper Secondary Level,2nd Quintile,Yes,0.12420,283,2252,0.11057,0.13782
2003,Upper Secondary Level,2nd Quintile,No,0.87147,1969,2252,0.85765,0.88530
2003,Upper Secondary Level,3rd Quintile,Yes,0.11444,269,2328,0.10151,0.12738
2003,Upper Secondary Level,3rd Quintile,No,0.88125,2059,2328,0.86810,0.89439
2003,Upper Secondary Level,4th Quintile,Yes,0.12109,270,2273,0.10768,0.13451
2003,Upper Secondary Level,4th Quintile,No,0.87487,2003,2273,0.86127,0.88848
2003,Upper Secondary Level,5th Quintile,Yes,0.12117,288,2466,0.10829,0.13406
2003,Upper Secondary Level,5th Quintile,No,0.87019,2178,2466,0.85692,0.88346
2003,Post-secondary Non-tertiary Level,1st Quintile,No,0.82093,123,123,0.75290,0.88897
2003,Post-secondary Non-tertiary Level,2nd Quintile,No,0.88599,139,139,0.83297,0.93902
2003,Post-secondary Non-tertiary Level,3rd Quintile,No,0.89309,183,183,0.84820,0.93799
2003,Post-secondary Non-tertiary Level,4th Quintile,No,0.89742,233,233,0.85837,0.93646
2003,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.13796,47,393,0.10382,0.17210
2003,Post-secondary Non-tertiary Level,5th Quintile,No,0.86089,346,393,0.82664,0.89515
2003,First Stage of Tertiary Education,1st Quintile,No,0.80242,113,113,0.72867,0.87616
2003,First Stage of Tertiary Education,2nd Quintile,Yes,0.12075,37,260,0.08107,0.16044
2003,First Stage of Tertiary Education,2nd Quintile,No,0.86502,223,260,0.82341,0.90664
2003,First Stage of Tertiary Education,3rd Quintile,Yes,0.11234,38,341,0.07877,0.14591
2003,First Stage of Tertiary Education,3rd Quintile,No,0.88619,303,341,0.85243,0.91994
2003,First Stage of Tertiary Education,4th Quintile,Yes,0.11960,47,434,0.08904,0.15017
2003,First Stage of Tertiary Education,4th Quintile,No,0.87928,387,434,0.84859,0.90997
2003,First Stage of Tertiary Education,5th Quintile,Yes,0.09458,45,505,0.06903,0.12013
2003,First Stage of Tertiary Education,5th Quintile,No,0.90542,460,505,0.87987,0.93097
2003,Second Stage of Tertiary Education,1st Quintile,Yes,0.19774,37,215,0.14437,0.25110
2003,Second Stage of Tertiary Education,1st Quintile,No,0.80226,178,215,0.74890,0.85563
2003,Second Stage of Tertiary Education,2nd Quintile,Yes,0.16104,42,270,0.11712,0.20497
2003,Second Stage of Tertiary Education,2nd Quintile,No,0.83708,228,270,0.79295,0.88121
2003,Second Stage of Tertiary Education,3rd Quintile,Yes,0.11856,66,506,0.09036,0.14676
2003,Second Stage of Tertiary Education,3rd Quintile,No,0.87341,440,506,0.84441,0.90241
2003,Second Stage of Tertiary Education,4th Quintile,Yes,0.08046,75,880,0.06248,0.09844
2003,Second Stage of Tertiary Education,4th Quintile,No,0.91672,805,880,0.89845,0.93499
2003,Second Stage of Tertiary Education,5th Quintile,Yes,0.09444,256,2471,0.08291,0.10598
2003,Second Stage of Tertiary Education,5th Quintile,No,0.89805,2215,2471,0.88612,0.90999
2004,Pre-primary Level,1st Quintile,No,0.94597,103,103,0.90209,0.98984
2004,Pre-primary Level,2nd Quintile,No,0.94682,108,108,0.90430,0.98934
2004,Pre-primary Level,3rd Quintile,No,0.92718,113,113,0.87906,0.97530
2004,Pre-primary Level,4th Quintile,No,0.91648,116,116,0.86591,0.96704
2004,Pre-primary Level,5th Quintile,No,0.95634,162,162,0.92477,0.98790
2004,Primary Level,1st Quintile,No,0.83986,109,109,0.77070,0.90903
2004,Primary Level,2nd Quintile,No,0.80744,49,49,0.69588,0.91899
2004,Primary Level,3rd Quintile,No,0.93846,32,32,0.85386,1.02306
2004,Lower Secondary Level,1st Quintile,Yes,0.15784,124,777,0.13218,0.18349
2004,Lower Secondary Level,1st Quintile,No,0.83740,653,777,0.81143,0.86336
2004,Lower Secondary Level,2nd Quintile,Yes,0.14368,99,677,0.11724,0.17012
2004,Lower Secondary Level,2nd Quintile,No,0.85632,578,677,0.82988,0.88276
2004,Lower Secondary Level,3rd Quintile,Yes,0.13798,60,493,0.10751,0.16846
2004,Lower Secondary Level,3rd Quintile,No,0.85948,433,493,0.82877,0.89019
2004,Lower Secondary Level,4th Quintile,Yes,0.15548,47,368,0.11841,0.19255
2004,Lower Secondary Level,4th Quintile,No,0.84452,321,368,0.80745,0.88159
2004,Lower Secondary Level,5th Quintile,No,0.91815,225,225,0.88225,0.95405
2004,Upper Secondary Level,1st Quintile,Yes,0.15181,253,1679,0.13464,0.16898
2004,Upper Secondary Level,1st Quintile,No,0.84482,1426,1679,0.82750,0.86215
2004,Upper Secondary Level,2nd Quintile,Yes,0.12620,265,2169,0.11222,0.14017
2004,Upper Secondary Level,2nd Quintile,No,0.87037,1904,2169,0.85623,0.88451
2004,Upper Secondary Level,3rd Quintile,Yes,0.11723,271,2273,0.10401,0.13046
2004,Upper Secondary Level,3rd Quintile,No,0.87963,2002,2273,0.86625,0.89301
2004,Upper Secondary Level,4th Quintile,Yes,0.13695,277,2292,0.12288,0.15103
2004,Upper Secondary Level,4th Quintile,No,0.86062,2015,2292,0.84643,0.87480
2004,Upper Secondary Level,5th Quintile,Yes,0.12583,264,2341,0.11239,0.13926
2004,Upper Secondary Level,5th Quintile,No,0.86770,2077,2341,0.85398,0.88143
2004,Post-secondary Non-tertiary Level,1st Quintile,No,0.87137,122,122,0.81171,0.93102
2004,Post-secondary Non-tertiary Level,2nd Quintile,No,0.95222,147,147,0.91762,0.98682
2004,Post-secondary Non-tertiary Level,3rd Quintile,No,0.88849,175,175,0.84172,0.93526
2004,Post-secondary Non-tertiary Level,4th Quintile,No,0.88822,231,231,0.84750,0.92895
2004,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.08282,41,405,0.05594,0.10969
2004,Post-secondary Non-tertiary Level,5th Quintile,No,0.91718,364,405,0.89031,0.94406
2004,First Stage of Tertiary Education,1st Quintile,No,0.82218,109,109,0.75006,0.89429
2004,First Stage of Tertiary Education,2nd Quintile,Yes,0.14776,33,233,0.10210,0.19343
2004,First Stage of Tertiary Education,2nd Quintile,No,0.82866,200,233,0.78018,0.87715
2004,First Stage of Tertiary Education,3rd Quintile,Yes,0.17728,58,377,0.13868,0.21588
2004,First Stage of Tertiary Education,3rd Quintile,No,0.82099,319,377,0.78224,0.85974
2004,First Stage of Tertiary Education,4th Quintile,Yes,0.10552,38,393,0.07510,0.13593
2004,First Stage of Tertiary Education,4th Quintile,No,0.89354,355,393,0.86301,0.92407
2004,First Stage of Tertiary Education,5th Quintile,Yes,0.16003,67,498,0.12779,0.19226
2004,First Stage of Tertiary Education,5th Quintile,No,0.83686,431,498,0.80438,0.86935
2004,Second Stage of Tertiary Education,1st Quintile,No,0.83980,175,175,0.78530,0.89430
2004,Second Stage of Tertiary Education,2nd Quintile,No,0.89587,277,277,0.85984,0.93191
2004,Second Stage of Tertiary Education,3rd Quintile,Yes,0.13037,56,462,0.09963,0.16110
2004,Second Stage of Tertiary Education,3rd Quintile,No,0.86552,406,462,0.83438,0.89667
2004,Second Stage of Tertiary Education,4th Quintile,Yes,0.13067,107,849,0.10799,0.15336
2004,Second Stage of Tertiary Education,4th Quintile,No,0.86933,742,849,0.84664,0.89201
2004,Second Stage of Tertiary Education,5th Quintile,Yes,0.10195,250,2465,0.09000,0.11389
2004,Second Stage of Tertiary Education,5th Quintile,No,0.89561,2215,2465,0.88354,0.90768
2005,Pre-primary Level,1st Quintile,No,0.93431,122,122,0.89016,0.97845
2005,Pre-primary Level,2nd Quintile,No,0.93013,117,117,0.88374,0.97652
2005,Pre-primary Level,3rd Quintile,No,0.93720,95,95,0.88816,0.98625
2005,Pre-primary Level,4th Quintile,No,0.97113,112,112,0.93998,1.00228
2005,Pre-primary Level,5th Quintile,No,0.93955,177,177,0.90434,0.97476
2005,Primary Level,1st Quintile,No,0.87365,114,114,0.81240,0.93491
2005,Primary Level,2nd Quintile,No,0.92709,49,49,0.85354,1.00064
2005,Lower Secondary Level,1st Quintile,Yes,0.15528,111,738,0.12913,0.18142
2005,Lower Secondary Level,1st Quintile,No,0.84097,627,738,0.81457,0.86738
2005,Lower Secondary Level,2nd Quintile,Yes,0.16815,82,597,0.13812,0.19817
2005,Lower Secondary Level,2nd Quintile,No,0.82572,515,597,0.79527,0.85618
2005,Lower Secondary Level,3rd Quintile,Yes,0.12180,46,430,0.09085,0.15275
2005,Lower Secondary Level,3rd Quintile,No,0.87142,384,430,0.83975,0.90310
2005,Lower Secondary Level,4th Quintile,Yes,0.10140,39,391,0.07144,0.13136
2005,Lower Secondary Level,4th Quintile,No,0.88858,352,391,0.85735,0.91981
2005,Lower Secondary Level,5th Quintile,No,0.88717,206,206,0.84385,0.93048
2005,Upper Secondary Level,1st Quintile,Yes,0.14016,205,1590,0.12309,0.15723
2005,Upper Secondary Level,1st Quintile,No,0.85424,1385,1590,0.83689,0.87159
2005,Upper Secondary Level,2nd Quintile,Yes,0.11172,235,2078,0.09817,0.12527
2005,Upper Secondary Level,2nd Quintile,No,0.87856,1843,2078,0.86451,0.89260
2005,Upper Secondary Level,3rd Quintile,Yes,0.11958,259,2156,0.10588,0.13328
2005,Upper Secondary Level,3rd Quintile,No,0.87795,1897,2156,0.86413,0.89177
2005,Upper Secondary Level,4th Quintile,Yes,0.11810,253,2247,0.10476,0.13145
2005,Upper Secondary Level,4th Quintile,No,0.87725,1994,2247,0.86368,0.89082
2005,Upper Secondary Level,5th Quintile,Yes,0.11046,221,2139,0.09717,0.12375
2005,Upper Secondary Level,5th Quintile,No,0.88720,1918,2139,0.87379,0.90061
2005,Post-secondary Non-tertiary Level,1st Quintile,No,0.86882,117,117,0.80738,0.93025
2005,Post-secondary Non-tertiary Level,2nd Quintile,No,0.89214,150,150,0.84234,0.94195
2005,Post-secondary Non-tertiary Level,3rd Quintile,No,0.89204,189,189,0.84768,0.93640
2005,Post-secondary Non-tertiary Level,4th Quintile,No,0.91215,221,221,0.87474,0.94956
2005,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.08402,34,376,0.05594,0.11210
2005,Post-secondary Non-tertiary Level,5th Quintile,No,0.91598,342,376,0.88790,0.94406
2005,First Stage of Tertiary Education,1st Quintile,No,0.86073,98,98,0.79182,0.92963
2005,First Stage of Tertiary Education,2nd Quintile,Yes,0.14899,36,237,0.10356,0.19442
2005,First Stage of Tertiary Education,2nd Quintile,No,0.85101,201,237,0.80558,0.89644
2005,First Stage of Tertiary Education,3rd Quintile,Yes,0.16854,45,302,0.12625,0.21083
2005,First Stage of Tertiary Education,3rd Quintile,No,0.81615,257,302,0.77239,0.85991
2005,First Stage of Tertiary Education,4th Quintile,Yes,0.10558,43,422,0.07623,0.13494
2005,First Stage of Tertiary Education,4th Quintile,No,0.89037,379,422,0.86052,0.92021
2005,First Stage of Tertiary Education,5th Quintile,Yes,0.09371,46,478,0.06756,0.11987
2005,First Stage of Tertiary Education,5th Quintile,No,0.90511,432,478,0.87881,0.93141
2005,Second Stage of Tertiary Education,1st Quintile,Yes,0.15529,35,211,0.10631,0.20428
2005,Second Stage of Tertiary Education,1st Quintile,No,0.83934,176,211,0.78968,0.88901
2005,Second Stage of Tertiary Education,2nd Quintile,Yes,0.08910,35,300,0.05681,0.12140
2005,Second Stage of Tertiary Education,2nd Quintile,No,0.90322,265,300,0.86971,0.93674
2005,Second Stage of Tertiary Education,3rd Quintile,Yes,0.10626,52,477,0.07858,0.13395
2005,Second Stage of Tertiary Education,3rd Quintile,No,0.88328,425,477,0.85444,0.91213
2005,Second Stage of Tertiary Education,4th Quintile,Yes,0.10137,74,802,0.08047,0.12227
2005,Second Stage of Tertiary Education,4th Quintile,No,0.89863,728,802,0.87773,0.91953
2005,Second Stage of Tertiary Education,5th Quintile,Yes,0.10420,249,2364,0.09188,0.11652
2005,Second Stage of Tertiary Education,5th Quintile,No,0.88969,2115,2364,0.87706,0.90232
2006,Pre-primary Level,1st Quintile,No,0.52471,54,54,0.39026,0.65916
2006,Pre-primary Level,2nd Quintile,No,0.59258,54,54,0.46029,0.72486
2006,Pre-primary Level,3rd Quintile,No,0.56418,50,50,0.42534,0.70302
2006,Pre-primary Level,4th Quintile,No,0.51406,70,70,0.39613,0.63199
2006,Pre-primary Level,5th Quintile,No,0.63931,99,99,0.54423,0.73438
2006,Primary Level,1st Quintile,No,0.84719,101,101,0.77667,0.91771
2006,Primary Level,2nd Quintile,No,0.83292,42,42,0.71874,0.94711
2006,Lower Secondary Level,1st Quintile,Yes,0.14425,104,651,0.11724,0.17126
2006,Lower Secondary Level,1st Quintile,No,0.84037,547,651,0.81222,0.86853
2006,Lower Secondary Level,2nd Quintile,Yes,0.16525,84,554,0.13430,0.19621
2006,Lower Secondary Level,2nd Quintile,No,0.81175,470,554,0.77917,0.84434
2006,Lower Secondary Level,3rd Quintile,Yes,0.12715,56,436,0.09584,0.15846
2006,Lower Secondary Level,3rd Quintile,No,0.83280,380,436,0.79773,0.86787
2006,Lower Secondary Level,4th Quintile,Yes,0.15422,39,313,0.11414,0.19429
2006,Lower Secondary Level,4th Quintile,No,0.83275,274,313,0.79134,0.87416
2006,Lower Secondary Level,5th Quintile,No,0.86227,177,177,0.81135,0.91318
2006,Upper Secondary Level,1st Quintile,Yes,0.13828,205,1601,0.12137,0.15520
2006,Upper Secondary Level,1st Quintile,No,0.85161,1396,1601,0.83419,0.86903
2006,Upper Secondary Level,2nd Quintile,Yes,0.13030,234,1918,0.11524,0.14537
2006,Upper Secondary Level,2nd Quintile,No,0.86835,1684,1918,0.85322,0.88349
2006,Upper Secondary Level,3rd Quintile,Yes,0.12271,248,2019,0.10839,0.13702
2006,Upper Secondary Level,3rd Quintile,No,0.87508,1771,2019,0.86066,0.88951
