year,age_gr,sex,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,66 and older,female,No,0.79823,1680,2099,0.78106,0.81540
2011,17-29 y.,male,Yes,0.05195,126,1877,0.04191,0.06199
2011,17-29 y.,male,No,0.86833,1751,1877,0.85302,0.88363
2011,17-29 y.,female,Yes,0.11229,352,2295,0.09937,0.12521
2011,17-29 y.,female,No,0.82353,1943,2295,0.80793,0.83913
2011,30-45 y.,male,Yes,0.08410,319,4168,0.07568,0.09253
2011,30-45 y.,male,No,0.91590,3849,4168,0.90747,0.92432
2011,30-45 y.,female,Yes,0.12068,883,5760,0.11227,0.12910
2011,30-45 y.,female,No,0.87901,4877,5760,0.87059,0.88743
2011,46-65 y.,male,Yes,0.12894,553,4329,0.11895,0.13892
2011,46-65 y.,male,No,0.87075,3776,4329,0.86076,0.88075
2011,46-65 y.,female,Yes,0.12080,583,4788,0.11157,0.13004
2011,46-65 y.,female,No,0.87757,4205,4788,0.86828,0.88685
2011,66 and older,male,Yes,0.20158,487,2469,0.18576,0.21741
2011,66 and older,male,No,0.79606,1982,2469,0.78016,0.81195
2011,66 and older,female,Yes,0.22589,597,2666,0.21002,0.24177
2011,66 and older,female,No,0.77133,2069,2666,0.75538,0.78727
2012,17-29 y.,male,Yes,0.07043,136,1848,0.05876,0.08210
2012,17-29 y.,male,No,0.85918,1712,1848,0.84332,0.87505
2012,17-29 y.,female,Yes,0.11322,289,2121,0.09973,0.12670
2012,17-29 y.,female,No,0.81224,1832,2121,0.79562,0.82886
2012,30-45 y.,male,Yes,0.06987,270,3778,0.06174,0.07800
2012,30-45 y.,male,No,0.92931,3508,3778,0.92114,0.93748
2012,30-45 y.,female,Yes,0.12794,699,5283,0.11893,0.13694
2012,30-45 y.,female,No,0.86908,4584,5283,0.85999,0.87818
2012,46-65 y.,male,Yes,0.14529,621,4372,0.13485,0.15574
2012,46-65 y.,male,No,0.85007,3751,4372,0.83949,0.86066
2012,46-65 y.,female,Yes,0.11728,568,4984,0.10834,0.12621
2012,46-65 y.,female,No,0.87951,4416,4984,0.87048,0.88855
2012,66 and older,male,Yes,0.22026,552,2527,0.20410,0.23642
2012,66 and older,male,No,0.77912,1975,2527,0.76294,0.79529
2012,66 and older,female,Yes,0.22092,589,2667,0.20517,0.23667
2012,66 and older,female,No,0.77497,2078,2667,0.75912,0.79082
2013,17-29 y.,male,Yes,0.06635,136,1688,0.05447,0.07823
2013,17-29 y.,male,No,0.70384,1552,1688,0.68205,0.72562
2013,17-29 y.,female,Yes,0.08319,271,1946,0.07092,0.09547
2013,17-29 y.,female,No,0.68544,1675,1946,0.66481,0.70608
2013,30-45 y.,male,Yes,0.07105,249,3325,0.06232,0.07979
2013,30-45 y.,male,No,0.77058,3076,3325,0.75629,0.78487
2013,30-45 y.,female,Yes,0.11876,634,4722,0.10953,0.12798
2013,30-45 y.,female,No,0.72977,4088,4722,0.71710,0.74243
2013,46-65 y.,male,Yes,0.13097,553,4200,0.12077,0.14117
2013,46-65 y.,male,No,0.81510,3647,4200,0.80336,0.82684
2013,46-65 y.,female,Yes,0.11075,538,4819,0.10189,0.11961
2013,46-65 y.,female,No,0.84135,4281,4819,0.83103,0.85166
2013,66 and older,male,Yes,0.22292,521,2399,0.20626,0.23958
2013,66 and older,male,No,0.76651,1878,2399,0.74958,0.78345
2013,66 and older,female,Yes,0.22086,543,2553,0.20476,0.23695
2013,66 and older,female,No,0.77340,2010,2553,0.75715,0.78964
2014,17-29 y.,male,Yes,0.08318,171,2046,0.07121,0.09514
2014,17-29 y.,male,No,0.84517,1875,2046,0.82949,0.86085
2014,17-29 y.,female,Yes,0.10417,310,2238,0.09151,0.11683
2014,17-29 y.,female,No,0.82584,1928,2238,0.81012,0.84155
2014,30-45 y.,male,Yes,0.06350,263,3598,0.05553,0.07147
2014,30-45 y.,male,No,0.93629,3335,3598,0.92831,0.94427
2014,30-45 y.,female,Yes,0.13917,657,4912,0.12949,0.14885
2014,30-45 y.,female,No,0.85938,4255,4912,0.84965,0.86910
2014,46-65 y.,male,Yes,0.13791,533,4349,0.12766,0.14816
2014,46-65 y.,male,No,0.85932,3816,4349,0.84898,0.86965
2014,46-65 y.,female,Yes,0.12872,613,4946,0.11939,0.13805
2014,46-65 y.,female,No,0.86811,4333,4946,0.85867,0.87754
2014,66 and older,male,Yes,0.20700,510,2421,0.19085,0.22314
2014,66 and older,male,No,0.78813,1911,2421,0.77185,0.80441
2014,66 and older,female,Yes,0.20060,494,2519,0.18496,0.21625
2014,66 and older,female,No,0.79241,2025,2519,0.77656,0.80825
2015,17-29 y.,male,Yes,0.06580,153,1879,0.05459,0.07702
2015,17-29 y.,male,No,0.82611,1726,1879,0.80897,0.84325
2015,17-29 y.,female,Yes,0.11107,266,2030,0.09740,0.12475
2015,17-29 y.,female,No,0.75931,1764,2030,0.74071,0.77792
2015,30-45 y.,male,Yes,0.06108,224,3044,0.05257,0.06959
2015,30-45 y.,male,No,0.87939,2820,3044,0.86782,0.89096
2015,30-45 y.,female,Yes,0.12453,559,4302,0.11466,0.13440
2015,30-45 y.,female,No,0.83778,3743,4302,0.82676,0.84880
2015,46-65 y.,male,Yes,0.13364,509,4136,0.12327,0.14402
2015,46-65 y.,male,No,0.85543,3627,4136,0.84471,0.86615
2015,46-65 y.,female,Yes,0.11643,546,4729,0.10729,0.12557
2015,46-65 y.,female,No,0.87448,4183,4729,0.86503,0.88392
2015,66 and older,male,Yes,0.22988,543,2377,0.21296,0.24680
2015,66 and older,male,No,0.76418,1834,2377,0.74711,0.78125
2015,66 and older,female,Yes,0.21354,518,2495,0.19746,0.22963
2015,66 and older,female,No,0.78184,1977,2495,0.76563,0.79805
2016,17-29 y.,male,Yes,0.06740,136,1807,0.05584,0.07897
2016,17-29 y.,male,No,0.83715,1671,1807,0.82012,0.85418
2016,17-29 y.,female,Yes,0.10774,258,1982,0.09409,0.12139
2016,17-29 y.,female,No,0.78990,1724,1982,0.77196,0.80784
2016,30-45 y.,male,Yes,0.08065,249,2963,0.07084,0.09046
2016,30-45 y.,male,No,0.90017,2714,2963,0.88938,0.91097
2016,30-45 y.,female,Yes,0.12443,560,4077,0.11429,0.13456
2016,30-45 y.,female,No,0.86331,3517,4077,0.85276,0.87385
2016,46-65 y.,male,Yes,0.11872,448,3966,0.10866,0.12879
2016,46-65 y.,male,No,0.87842,3518,3966,0.86825,0.88860
2016,46-65 y.,female,Yes,0.11915,562,4616,0.10981,0.12850
2016,46-65 y.,female,No,0.87666,4054,4616,0.86718,0.88615
2016,66 and older,male,Yes,0.21090,477,2307,0.19425,0.22755
2016,66 and older,male,No,0.78807,1830,2307,0.77139,0.80475
2016,66 and older,female,Yes,0.21318,494,2402,0.19680,0.22956
2016,66 and older,female,No,0.78614,1908,2402,0.76974,0.80254
2017,17-29 y.,male,Yes,0.07486,156,2103,0.06361,0.08611
2017,17-29 y.,male,No,0.81683,1947,2103,0.80029,0.83336
2017,17-29 y.,female,Yes,0.09190,274,2172,0.07975,0.10405
2017,17-29 y.,female,No,0.80963,1898,2172,0.79312,0.82615
2017,30-45 y.,male,Yes,0.07158,229,3027,0.06240,0.08077
2017,30-45 y.,male,No,0.90760,2798,3027,0.89728,0.91792
2017,30-45 y.,female,Yes,0.13246,549,4179,0.12218,0.14274
2017,30-45 y.,female,No,0.85343,3630,4179,0.84271,0.86416
2017,46-65 y.,male,Yes,0.13107,588,4614,0.12133,0.14081
2017,46-65 y.,male,No,0.86472,4026,4614,0.85485,0.87459
2017,46-65 y.,female,Yes,0.13171,642,5334,0.12263,0.14078
2017,46-65 y.,female,No,0.86234,4692,5334,0.85310,0.87159
2017,66 and older,male,Yes,0.23916,572,2449,0.22226,0.25606
2017,66 and older,male,No,0.75774,1877,2449,0.74077,0.77472
2017,66 and older,female,Yes,0.21352,547,2504,0.19747,0.22957
2017,66 and older,female,No,0.78520,1957,2504,0.76911,0.80129
2018,17-29 y.,male,Yes,0.06418,141,2076,0.05364,0.07473
2018,17-29 y.,male,No,0.83303,1935,2076,0.81698,0.84907
2018,17-29 y.,female,Yes,0.11860,281,2149,0.10493,0.13228
2018,17-29 y.,female,No,0.79346,1868,2149,0.77634,0.81058
2018,30-45 y.,male,Yes,0.07541,229,2782,0.06560,0.08523
2018,30-45 y.,male,No,0.90100,2553,2782,0.88990,0.91210
2018,30-45 y.,female,Yes,0.14378,530,3917,0.13279,0.15477
2018,30-45 y.,female,No,0.84115,3387,3917,0.82970,0.85260
2018,46-65 y.,male,Yes,0.13501,586,4446,0.12496,0.14506
2018,46-65 y.,male,No,0.86133,3860,4446,0.85116,0.87149
2018,46-65 y.,female,Yes,0.11762,604,5172,0.10884,0.12640
2018,46-65 y.,female,No,0.87880,4568,5172,0.86990,0.88769
2018,66 and older,male,Yes,0.21009,515,2436,0.19390,0.22627
2018,66 and older,male,No,0.78362,1921,2436,0.76727,0.79998
2018,66 and older,female,Yes,0.21475,533,2541,0.19878,0.23072
2018,66 and older,female,No,0.78192,2008,2541,0.76586,0.79797
2019,17-29 y.,male,Yes,0.07009,132,1852,0.05846,0.08172
2019,17-29 y.,male,No,0.81378,1720,1852,0.79605,0.83152
2019,17-29 y.,female,Yes,0.10651,244,1969,0.09288,0.12014
2019,17-29 y.,female,No,0.80553,1725,1969,0.78805,0.82302
2019,30-45 y.,male,Yes,0.06293,186,2699,0.05376,0.07209
2019,30-45 y.,male,No,0.91798,2513,2699,0.90762,0.92833
2019,30-45 y.,female,Yes,0.14245,488,3579,0.13100,0.15390
2019,30-45 y.,female,No,0.84620,3091,3579,0.83438,0.85802
2019,46-65 y.,male,Yes,0.14084,685,5080,0.13128,0.15041
2019,46-65 y.,male,No,0.85435,4395,5080,0.84464,0.86405
2019,46-65 y.,female,Yes,0.12987,642,5325,0.12084,0.13889
2019,46-65 y.,female,No,0.86551,4683,5325,0.85634,0.87467
2019,66 and older,male,Yes,0.21180,562,2616,0.19614,0.22746
2019,66 and older,male,No,0.78502,2054,2616,0.76927,0.80076
2019,66 and older,female,Yes,0.20613,500,2551,0.19043,0.22183
2019,66 and older,female,No,0.79128,2051,2551,0.77551,0.80706
2020,17-29 y.,male,Yes,0.06222,188,2550,0.05284,0.07160
2020,17-29 y.,male,No,0.85392,2362,2550,0.84021,0.86763
2020,17-29 y.,female,Yes,0.11453,298,2505,0.10206,0.12700
2020,17-29 y.,female,No,0.80486,2207,2505,0.78934,0.82039
2020,30-45 y.,male,Yes,0.08306,298,3876,0.07437,0.09175
2020,30-45 y.,male,No,0.91055,3578,3876,0.90157,0.91954
2020,30-45 y.,female,Yes,0.13775,587,4147,0.12726,0.14824
2020,30-45 y.,female,No,0.85384,3560,4147,0.84308,0.86459
2020,46-65 y.,male,Yes,0.13934,650,5068,0.12981,0.14888
2020,46-65 y.,male,No,0.85857,4418,5068,0.84898,0.86816
2020,46-65 y.,female,Yes,0.12719,655,5307,0.11823,0.13616
2020,46-65 y.,female,No,0.87111,4652,5307,0.86209,0.88013
2020,66 and older,male,Yes,0.23024,526,2442,0.21354,0.24694
2020,66 and older,male,No,0.76820,1916,2442,0.75146,0.78494
2020,66 and older,female,Yes,0.19672,467,2456,0.18100,0.21245
2020,66 and older,female,No,0.79812,1989,2456,0.78224,0.81400
2021,17-29 y.,male,Yes,0.06483,108,1311,0.05149,0.07816
2021,17-29 y.,male,No,0.83644,1203,1311,0.81642,0.85647
2021,17-29 y.,female,Yes,0.08405,129,1379,0.06940,0.09870
2021,17-29 y.,female,No,0.82269,1250,1379,0.80252,0.84285
2021,30-45 y.,male,Yes,0.06988,119,1833,0.05821,0.08156
2021,30-45 y.,male,No,0.90598,1714,1833,0.89262,0.91935
2021,30-45 y.,female,Yes,0.10925,256,2312,0.09653,0.12197
2021,30-45 y.,female,No,0.87286,2056,2312,0.85928,0.88644
2021,46-65 y.,male,Yes,0.12117,355,3151,0.10978,0.13257
2021,46-65 y.,male,No,0.86727,2796,3151,0.85542,0.87912
2021,46-65 y.,female,Yes,0.11711,396,3632,0.10665,0.12757
2021,46-65 y.,female,No,0.87861,3236,3632,0.86799,0.88923
2021,66 and older,male,Yes,0.20421,388,1770,0.18542,0.22299
2021,66 and older,male,No,0.78950,1382,1770,0.77050,0.80850
2021,66 and older,female,Yes,0.18939,323,1770,0.17113,0.20765
2021,66 and older,female,No,0.80515,1447,1770,0.78669,0.82361
2022,17-29 y.,male,Yes,0.05620,175,2744,0.04758,0.06482
2022,17-29 y.,male,No,0.88905,2569,2744,0.87730,0.90080
2022,17-29 y.,female,Yes,0.08990,280,2866,0.07942,0.10037
2022,17-29 y.,female,No,0.85986,2586,2866,0.84714,0.87257
2022,30-45 y.,male,Yes,0.06055,293,4387,0.05349,0.06761
2022,30-45 y.,male,No,0.93396,4094,4387,0.92661,0.94131
2022,30-45 y.,female,Yes,0.11855,558,4530,0.10913,0.12796
2022,30-45 y.,female,No,0.87564,3972,4530,0.86602,0.88525
2022,46-65 y.,male,Yes,0.12246,506,4374,0.11274,0.13218
2022,46-65 y.,male,No,0.86875,3868,4374,0.85874,0.87876
2022,46-65 y.,female,Yes,0.10143,465,4780,0.09287,0.10999
2022,46-65 y.,female,No,0.89208,4315,4780,0.88328,0.90088
2022,66 and older,male,Yes,0.21075,382,2047,0.19308,0.22843
2022,66 and older,male,No,0.78572,1665,2047,0.76794,0.80350
2022,66 and older,female,Yes,0.19528,351,2081,0.17824,0.21231
2022,66 and older,female,No,0.79853,1730,2081,0.78129,0.81576
