year,bula_h,regtyp,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Thuringa,Urban regions,No,0.92115,316,363,0.89338,0.94891
2011,Thuringa,Rural regions,Yes,0.15587,98,742,0.12975,0.18199
2011,Thuringa,Rural regions,No,0.84413,644,742,0.81801,0.87025
2012,Schleswig-Holstein,Urban regions,Yes,0.09986,32,282,0.06480,0.13491
2012,Schleswig-Holstein,Urban regions,No,0.90014,250,282,0.86509,0.93520
2012,Schleswig-Holstein,Rural regions,Yes,0.11784,101,703,0.09399,0.14169
2012,Schleswig-Holstein,Rural regions,No,0.88216,602,703,0.85831,0.90601
2012,Hamburg,Urban regions,Yes,0.07839,41,438,0.05319,0.10359
2012,Hamburg,Urban regions,No,0.92161,397,438,0.89641,0.94681
2012,Lower Saxony,Urban regions,Yes,0.14529,143,1050,0.12396,0.16661
2012,Lower Saxony,Urban regions,No,0.85471,907,1050,0.83339,0.87604
2012,Lower Saxony,Rural regions,Yes,0.14185,202,1511,0.12425,0.15945
2012,Lower Saxony,Rural regions,No,0.85815,1309,1511,0.84055,0.87575
2012,Bremen,Urban regions,No,0.86648,174,174,0.81579,0.91717
2012,North Rhine-Westphalia,Urban regions,Yes,0.14436,717,5381,0.13497,0.15375
2012,North Rhine-Westphalia,Urban regions,No,0.85564,4664,5381,0.84625,0.86503
2012,North Rhine-Westphalia,Rural regions,No,0.78426,118,118,0.70972,0.85879
2012,Hesse,Urban regions,Yes,0.13388,204,1489,0.11658,0.15118
2012,Hesse,Urban regions,No,0.86612,1285,1489,0.84882,0.88342
2012,Hesse,Rural regions,Yes,0.14739,58,409,0.11299,0.18179
2012,Hesse,Rural regions,No,0.85261,351,409,0.81821,0.88701
2012,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13667,157,1164,0.11693,0.15641
2012,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86333,1007,1164,0.84359,0.88307
2012,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.16882,66,402,0.13215,0.20548
2012,"Rhineland-Palatinate, Saarland",Rural regions,No,0.83118,336,402,0.79452,0.86785
2012,Baden-Wuerttemberg,Urban regions,Yes,0.13189,367,2960,0.11970,0.14408
2012,Baden-Wuerttemberg,Urban regions,No,0.86811,2593,2960,0.85592,0.88030
2012,Baden-Wuerttemberg,Rural regions,Yes,0.13872,52,373,0.10360,0.17385
2012,Baden-Wuerttemberg,Rural regions,No,0.86128,321,373,0.82615,0.89640
2012,Bavaria,Urban regions,Yes,0.13061,231,1882,0.11538,0.14584
2012,Bavaria,Urban regions,No,0.86939,1651,1882,0.85416,0.88462
2012,Bavaria,Rural regions,Yes,0.13306,323,2464,0.11965,0.14647
2012,Bavaria,Rural regions,No,0.86694,2141,2464,0.85353,0.88035
2012,Berlin,Urban regions,Yes,0.15555,161,1037,0.13348,0.17762
2012,Berlin,Urban regions,No,0.84445,876,1037,0.82238,0.86652
2012,Brandenburg,Urban regions,No,0.87336,71,71,0.79545,0.95127
2012,Brandenburg,Rural regions,Yes,0.17138,159,1010,0.14813,0.19464
2012,Brandenburg,Rural regions,No,0.82862,851,1010,0.80536,0.85187
2012,Mecklenburg-Western Pomerania,Urban regions,No,0.95323,55,55,0.89691,1.00955
2012,Mecklenburg-Western Pomerania,Rural regions,Yes,0.15702,84,580,0.12739,0.18666
2012,Mecklenburg-Western Pomerania,Rural regions,No,0.84298,496,580,0.81334,0.87261
2012,Saxony,Urban regions,Yes,0.11059,110,934,0.09046,0.13071
2012,Saxony,Urban regions,No,0.88941,824,934,0.86929,0.90954
2012,Saxony,Rural regions,Yes,0.16214,141,908,0.13815,0.18613
2012,Saxony,Rural regions,No,0.83786,767,908,0.81387,0.86185
2012,Saxony-Anhalt,Urban regions,Yes,0.16389,31,209,0.11358,0.21420
2012,Saxony-Anhalt,Urban regions,No,0.83611,178,209,0.78580,0.88642
2012,Saxony-Anhalt,Rural regions,Yes,0.19917,139,828,0.17195,0.22639
2012,Saxony-Anhalt,Rural regions,No,0.80083,689,828,0.77361,0.82805
2012,Thuringa,Urban regions,Yes,0.10104,42,330,0.06848,0.13361
2012,Thuringa,Urban regions,No,0.89896,288,330,0.86639,0.93152
2012,Thuringa,Rural regions,Yes,0.13684,93,748,0.11220,0.16149
2012,Thuringa,Rural regions,No,0.86316,655,748,0.83851,0.88780
2013,Schleswig-Holstein,Urban regions,Yes,0.10729,36,256,0.06930,0.14527
2013,Schleswig-Holstein,Urban regions,No,0.89271,220,256,0.85473,0.93070
2013,Schleswig-Holstein,Rural regions,Yes,0.13378,85,661,0.10781,0.15975
2013,Schleswig-Holstein,Rural regions,No,0.86622,576,661,0.84025,0.89219
2013,Hamburg,Urban regions,Yes,0.16347,53,408,0.12755,0.19940
2013,Hamburg,Urban regions,No,0.83653,355,408,0.80060,0.87245
2013,Lower Saxony,Urban regions,Yes,0.12330,115,1026,0.10317,0.14343
2013,Lower Saxony,Urban regions,No,0.87670,911,1026,0.85657,0.89683
2013,Lower Saxony,Rural regions,Yes,0.18122,215,1454,0.16142,0.20103
2013,Lower Saxony,Rural regions,No,0.81878,1239,1454,0.79897,0.83858
2013,Bremen,Urban regions,No,0.90996,168,168,0.86654,0.95337
2013,North Rhine-Westphalia,Urban regions,Yes,0.16226,716,4998,0.15204,0.17248
2013,North Rhine-Westphalia,Urban regions,No,0.83774,4282,4998,0.82752,0.84796
2013,North Rhine-Westphalia,Rural regions,No,0.83521,103,103,0.76321,0.90721
2013,Hesse,Urban regions,Yes,0.13165,178,1399,0.11393,0.14938
2013,Hesse,Urban regions,No,0.86835,1221,1399,0.85062,0.88607
2013,Hesse,Rural regions,Yes,0.18333,60,366,0.14363,0.22302
2013,Hesse,Rural regions,No,0.81667,306,366,0.77698,0.85637
2013,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13646,135,1071,0.11589,0.15703
2013,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86354,936,1071,0.84297,0.88411
2013,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.16699,50,368,0.12883,0.20515
2013,"Rhineland-Palatinate, Saarland",Rural regions,No,0.83301,318,368,0.79485,0.87117
2013,Baden-Wuerttemberg,Urban regions,Yes,0.12659,330,2678,0.11399,0.13918
2013,Baden-Wuerttemberg,Urban regions,No,0.87341,2348,2678,0.86082,0.88601
2013,Baden-Wuerttemberg,Rural regions,Yes,0.11141,48,345,0.07816,0.14466
2013,Baden-Wuerttemberg,Rural regions,No,0.88859,297,345,0.85534,0.92184
2013,Bavaria,Urban regions,Yes,0.13288,209,1784,0.11713,0.14864
2013,Bavaria,Urban regions,No,0.86712,1575,1784,0.85136,0.88287
2013,Bavaria,Rural regions,Yes,0.14034,297,2262,0.12602,0.15466
2013,Bavaria,Rural regions,No,0.85966,1965,2262,0.84534,0.87398
2013,Berlin,Urban regions,Yes,0.13757,139,990,0.11610,0.15903
2013,Berlin,Urban regions,No,0.86243,851,990,0.84097,0.88390
2013,Brandenburg,Urban regions,No,0.87133,76,76,0.79555,0.94711
2013,Brandenburg,Rural regions,Yes,0.13720,139,936,0.11515,0.15926
2013,Brandenburg,Rural regions,No,0.86280,797,936,0.84074,0.88485
2013,Mecklenburg-Western Pomerania,Urban regions,No,0.84206,50,50,0.73995,0.94417
2013,Mecklenburg-Western Pomerania,Rural regions,Yes,0.15647,80,527,0.12542,0.18752
2013,Mecklenburg-Western Pomerania,Rural regions,No,0.84353,447,527,0.81248,0.87458
2013,Saxony,Urban regions,Yes,0.14059,110,869,0.11746,0.16371
2013,Saxony,Urban regions,No,0.85941,759,869,0.83629,0.88254
2013,Saxony,Rural regions,Yes,0.13269,106,838,0.10971,0.15568
2013,Saxony,Rural regions,No,0.86731,732,838,0.84432,0.89029
2013,Saxony-Anhalt,Urban regions,No,0.87031,176,176,0.82053,0.92008
2013,Saxony-Anhalt,Rural regions,Yes,0.17361,117,764,0.14674,0.20049
2013,Saxony-Anhalt,Rural regions,No,0.82639,647,764,0.79951,0.85326
2013,Thuringa,Urban regions,Yes,0.09954,39,301,0.06566,0.13341
2013,Thuringa,Urban regions,No,0.90046,262,301,0.86659,0.93434
2013,Thuringa,Rural regions,Yes,0.15566,106,696,0.12870,0.18261
2013,Thuringa,Rural regions,No,0.84434,590,696,0.81739,0.87130
2014,Schleswig-Holstein,Urban regions,Yes,0.11981,41,275,0.08136,0.15826
2014,Schleswig-Holstein,Urban regions,No,0.88019,234,275,0.84174,0.91864
2014,Schleswig-Holstein,Rural regions,Yes,0.13608,92,651,0.10972,0.16244
2014,Schleswig-Holstein,Rural regions,No,0.86392,559,651,0.83756,0.89028
2014,Hamburg,Urban regions,Yes,0.17092,58,443,0.13582,0.20601
2014,Hamburg,Urban regions,No,0.82908,385,443,0.79399,0.86418
2014,Lower Saxony,Urban regions,Yes,0.14023,130,1075,0.11946,0.16100
2014,Lower Saxony,Urban regions,No,0.85977,945,1075,0.83900,0.88054
2014,Lower Saxony,Rural regions,Yes,0.15610,195,1526,0.13789,0.17432
2014,Lower Saxony,Rural regions,No,0.84390,1331,1526,0.82568,0.86211
2014,Bremen,Urban regions,No,0.88142,186,186,0.83483,0.92800
2014,North Rhine-Westphalia,Urban regions,Yes,0.15155,775,5513,0.14208,0.16102
2014,North Rhine-Westphalia,Urban regions,No,0.84845,4738,5513,0.83898,0.85792
2014,North Rhine-Westphalia,Rural regions,No,0.79521,100,100,0.71572,0.87471
2014,Hesse,Urban regions,Yes,0.13266,195,1543,0.11573,0.14959
2014,Hesse,Urban regions,No,0.86734,1348,1543,0.85041,0.88427
2014,Hesse,Rural regions,Yes,0.18387,59,339,0.14257,0.22517
2014,Hesse,Rural regions,No,0.81613,280,339,0.77483,0.85743
2014,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.12038,157,1187,0.10186,0.13890
2014,"Rhineland-Palatinate, Saarland",Urban regions,No,0.87962,1030,1187,0.86110,0.89814
2014,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.15476,46,395,0.11904,0.19047
2014,"Rhineland-Palatinate, Saarland",Rural regions,No,0.84524,349,395,0.80953,0.88096
2014,Baden-Wuerttemberg,Urban regions,Yes,0.11498,327,2867,0.10330,0.12666
2014,Baden-Wuerttemberg,Urban regions,No,0.88502,2540,2867,0.87334,0.89670
2014,Baden-Wuerttemberg,Rural regions,Yes,0.12262,41,352,0.08831,0.15693
2014,Baden-Wuerttemberg,Rural regions,No,0.87738,311,352,0.84307,0.91169
2014,Bavaria,Urban regions,Yes,0.12107,257,2016,0.10682,0.13531
2014,Bavaria,Urban regions,No,0.87893,1759,2016,0.86469,0.89318
2014,Bavaria,Rural regions,Yes,0.13549,283,2380,0.12173,0.14924
2014,Bavaria,Rural regions,No,0.86451,2097,2380,0.85076,0.87827
2014,Berlin,Urban regions,Yes,0.10826,109,988,0.08888,0.12765
2014,Berlin,Urban regions,No,0.89174,879,988,0.87235,0.91112
2014,Brandenburg,Urban regions,No,0.85480,73,73,0.77342,0.93618
2014,Brandenburg,Rural regions,Yes,0.15211,144,936,0.12909,0.17512
2014,Brandenburg,Rural regions,No,0.84789,792,936,0.82488,0.87091
2014,Mecklenburg-Western Pomerania,Urban regions,No,0.92712,58,58,0.85964,0.99460
2014,Mecklenburg-Western Pomerania,Rural regions,Yes,0.18793,71,494,0.15345,0.22242
2014,Mecklenburg-Western Pomerania,Rural regions,No,0.81207,423,494,0.77758,0.84655
2014,Saxony,Urban regions,Yes,0.08719,93,837,0.06806,0.10631
2014,Saxony,Urban regions,No,0.91281,744,837,0.89369,0.93194
2014,Saxony,Rural regions,Yes,0.14342,109,777,0.11876,0.16808
2014,Saxony,Rural regions,No,0.85658,668,777,0.83192,0.88124
2014,Saxony-Anhalt,Urban regions,No,0.88502,196,196,0.84024,0.92979
2014,Saxony-Anhalt,Rural regions,Yes,0.16811,123,743,0.14120,0.19502
2014,Saxony-Anhalt,Rural regions,No,0.83189,620,743,0.80498,0.85880
2014,Thuringa,Urban regions,Yes,0.12770,43,302,0.08999,0.16541
2014,Thuringa,Urban regions,No,0.87230,259,302,0.83459,0.91001
2014,Thuringa,Rural regions,Yes,0.16978,114,688,0.14170,0.19785
2014,Thuringa,Rural regions,No,0.83022,574,688,0.80215,0.85830
2015,Schleswig-Holstein,Urban regions,Yes,0.13167,34,241,0.08889,0.17445
2015,Schleswig-Holstein,Urban regions,No,0.86833,207,241,0.82555,0.91111
2015,Schleswig-Holstein,Rural regions,Yes,0.12470,87,632,0.09893,0.15048
2015,Schleswig-Holstein,Rural regions,No,0.87530,545,632,0.84952,0.90107
2015,Hamburg,Urban regions,Yes,0.14691,55,426,0.11325,0.18057
2015,Hamburg,Urban regions,No,0.85309,371,426,0.81943,0.88675
2015,Lower Saxony,Urban regions,Yes,0.10097,110,976,0.08206,0.11988
2015,Lower Saxony,Urban regions,No,0.89903,866,976,0.88012,0.91794
2015,Lower Saxony,Rural regions,Yes,0.16778,217,1443,0.14849,0.18707
2015,Lower Saxony,Rural regions,No,0.83222,1226,1443,0.81293,0.85151
2015,Bremen,Urban regions,No,0.90018,152,152,0.85237,0.94800
2015,North Rhine-Westphalia,Urban regions,Yes,0.14259,673,5046,0.13294,0.15224
2015,North Rhine-Westphalia,Urban regions,No,0.85741,4373,5046,0.84776,0.86706
2015,North Rhine-Westphalia,Rural regions,No,0.86110,94,94,0.79081,0.93139
2015,Hesse,Urban regions,Yes,0.11822,155,1371,0.10112,0.13532
2015,Hesse,Urban regions,No,0.88178,1216,1371,0.86468,0.89888
2015,Hesse,Rural regions,Yes,0.18600,51,327,0.14376,0.22824
2015,Hesse,Rural regions,No,0.81400,276,327,0.77176,0.85624
2015,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.14752,158,1103,0.12658,0.16846
2015,"Rhineland-Palatinate, Saarland",Urban regions,No,0.85248,945,1103,0.83154,0.87342
2015,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.16163,50,391,0.12509,0.19816
2015,"Rhineland-Palatinate, Saarland",Rural regions,No,0.83837,341,391,0.80184,0.87491
2015,Baden-Wuerttemberg,Urban regions,Yes,0.12565,316,2649,0.11303,0.13828
2015,Baden-Wuerttemberg,Urban regions,No,0.87435,2333,2649,0.86172,0.88697
2015,Baden-Wuerttemberg,Rural regions,Yes,0.08050,32,330,0.05110,0.10989
2015,Baden-Wuerttemberg,Rural regions,No,0.91950,298,330,0.89011,0.94890
2015,Bavaria,Urban regions,Yes,0.13381,221,1833,0.11822,0.14940
2015,Bavaria,Urban regions,No,0.86619,1612,1833,0.85060,0.88178
2015,Bavaria,Rural regions,Yes,0.16279,307,2187,0.14731,0.17826
2015,Bavaria,Rural regions,No,0.83721,1880,2187,0.82174,0.85269
2015,Berlin,Urban regions,Yes,0.13290,118,909,0.11082,0.15498
2015,Berlin,Urban regions,No,0.86710,791,909,0.84502,0.88918
2015,Brandenburg,Urban regions,No,0.81436,66,66,0.71983,0.90888
2015,Brandenburg,Rural regions,Yes,0.16041,147,908,0.13652,0.18429
2015,Brandenburg,Rural regions,No,0.83959,761,908,0.81571,0.86348
2015,Mecklenburg-Western Pomerania,Urban regions,No,0.92482,62,62,0.85865,0.99099
2015,Mecklenburg-Western Pomerania,Rural regions,Yes,0.13616,67,490,0.10576,0.16655
2015,Mecklenburg-Western Pomerania,Rural regions,No,0.86384,423,490,0.83345,0.89424
2015,Saxony,Urban regions,Yes,0.10977,111,804,0.08815,0.13139
2015,Saxony,Urban regions,No,0.89023,693,804,0.86861,0.91185
2015,Saxony,Rural regions,Yes,0.15281,103,702,0.12617,0.17944
2015,Saxony,Rural regions,No,0.84719,599,702,0.82056,0.87383
2015,Saxony-Anhalt,Urban regions,No,0.87842,183,183,0.83094,0.92590
2015,Saxony-Anhalt,Rural regions,Yes,0.14029,89,678,0.11413,0.16645
2015,Saxony-Anhalt,Rural regions,No,0.85971,589,678,0.83355,0.88587
2015,Thuringa,Urban regions,Yes,0.11436,36,288,0.07754,0.15117
2015,Thuringa,Urban regions,No,0.88564,252,288,0.84883,0.92246
2015,Thuringa,Rural regions,Yes,0.21549,110,630,0.18336,0.24763
2015,Thuringa,Rural regions,No,0.78451,520,630,0.75237,0.81664
2016,Schleswig-Holstein,Urban regions,Yes,0.15503,31,225,0.10763,0.20243
2016,Schleswig-Holstein,Urban regions,No,0.84497,194,225,0.79757,0.89237
2016,Schleswig-Holstein,Rural regions,Yes,0.14006,92,593,0.11210,0.16801
2016,Schleswig-Holstein,Rural regions,No,0.85994,501,593,0.83199,0.88790
2016,Hamburg,Urban regions,Yes,0.14426,54,425,0.11081,0.17770
2016,Hamburg,Urban regions,No,0.85574,371,425,0.82230,0.88919
2016,Lower Saxony,Urban regions,Yes,0.10972,101,951,0.08984,0.12959
2016,Lower Saxony,Urban regions,No,0.89028,850,951,0.87041,0.91016
2016,Lower Saxony,Rural regions,Yes,0.14093,197,1413,0.12278,0.15908
2016,Lower Saxony,Rural regions,No,0.85907,1216,1413,0.84092,0.87722
2016,Bremen,Urban regions,No,0.86509,150,150,0.81024,0.91995
2016,North Rhine-Westphalia,Urban regions,Yes,0.13250,664,4923,0.12303,0.14198
2016,North Rhine-Westphalia,Urban regions,No,0.86750,4259,4923,0.85802,0.87697
2016,North Rhine-Westphalia,Rural regions,No,0.84277,86,86,0.76538,0.92016
2016,Hesse,Urban regions,Yes,0.13665,158,1312,0.11805,0.15524
2016,Hesse,Urban regions,No,0.86335,1154,1312,0.84476,0.88195
2016,Hesse,Rural regions,Yes,0.16918,40,288,0.12581,0.21256
2016,Hesse,Rural regions,No,0.83082,248,288,0.78744,0.87419
2016,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.11336,131,1069,0.09434,0.13237
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.88664,938,1069,0.86763,0.90566
2016,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.16540,59,411,0.12944,0.20136
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.83460,352,411,0.79864,0.87056
2016,Baden-Wuerttemberg,Urban regions,Yes,0.12426,295,2523,0.11138,0.13713
2016,Baden-Wuerttemberg,Urban regions,No,0.87574,2228,2523,0.86287,0.88862
2016,Baden-Wuerttemberg,Rural regions,Yes,0.09483,39,310,0.06216,0.12750
2016,Baden-Wuerttemberg,Rural regions,No,0.90517,271,310,0.87250,0.93784
2016,Bavaria,Urban regions,Yes,0.15236,242,1788,0.13570,0.16902
2016,Bavaria,Urban regions,No,0.84764,1546,1788,0.83098,0.86430
2016,Bavaria,Rural regions,Yes,0.13094,283,2079,0.11644,0.14545
2016,Bavaria,Rural regions,No,0.86906,1796,2079,0.85455,0.88356
2016,Berlin,Urban regions,Yes,0.14980,118,907,0.12656,0.17303
2016,Berlin,Urban regions,No,0.85020,789,907,0.82697,0.87344
2016,Brandenburg,Urban regions,No,0.95101,66,66,0.89854,1.00349
2016,Brandenburg,Rural regions,Yes,0.18781,132,863,0.16173,0.21388
2016,Brandenburg,Rural regions,No,0.81219,731,863,0.78612,0.83827
2016,Mecklenburg-Western Pomerania,Urban regions,No,0.91796,58,58,0.84672,0.98920
2016,Mecklenburg-Western Pomerania,Rural regions,Yes,0.14956,66,451,0.11661,0.18251
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.85044,385,451,0.81749,0.88339
2016,Saxony,Urban regions,Yes,0.10390,89,762,0.08222,0.12558
2016,Saxony,Urban regions,No,0.89610,673,762,0.87442,0.91778
2016,Saxony,Rural regions,Yes,0.10784,91,682,0.08454,0.13113
2016,Saxony,Rural regions,No,0.89216,591,682,0.86887,0.91546
2016,Saxony-Anhalt,Urban regions,No,0.90874,164,164,0.86453,0.95295
2016,Saxony-Anhalt,Rural regions,Yes,0.14780,85,643,0.12035,0.17525
2016,Saxony-Anhalt,Rural regions,No,0.85220,558,643,0.82475,0.87965
2016,Thuringa,Urban regions,Yes,0.12163,35,280,0.08328,0.15999
2016,Thuringa,Urban regions,No,0.87837,245,280,0.84001,0.91672
2016,Thuringa,Rural regions,Yes,0.17321,102,618,0.14335,0.20307
2016,Thuringa,Rural regions,No,0.82679,516,618,0.79693,0.85665
2017,Schleswig-Holstein,Urban regions,Yes,0.14825,41,291,0.10735,0.18914
2017,Schleswig-Holstein,Urban regions,No,0.85175,250,291,0.81086,0.89265
2017,Schleswig-Holstein,Rural regions,Yes,0.14143,98,652,0.11466,0.16820
2017,Schleswig-Holstein,Rural regions,No,0.85857,554,652,0.83180,0.88534
2017,Hamburg,Urban regions,Yes,0.13802,64,464,0.10660,0.16944
2017,Hamburg,Urban regions,No,0.86198,400,464,0.83056,0.89340
2017,Lower Saxony,Urban regions,Yes,0.12163,134,1100,0.10231,0.14096
2017,Lower Saxony,Urban regions,No,0.87837,966,1100,0.85904,0.89769
2017,Lower Saxony,Rural regions,Yes,0.16125,214,1581,0.14311,0.17938
2017,Lower Saxony,Rural regions,No,0.83875,1367,1581,0.82062,0.85689
2017,Bremen,Urban regions,No,0.86415,196,196,0.81606,0.91224
2017,North Rhine-Westphalia,Urban regions,Yes,0.14474,757,5365,0.13532,0.15415
2017,North Rhine-Westphalia,Urban regions,No,0.85526,4608,5365,0.84585,0.86468
2017,North Rhine-Westphalia,Rural regions,No,0.75206,99,99,0.66657,0.83756
2017,Hesse,Urban regions,Yes,0.13761,179,1422,0.11970,0.15553
2017,Hesse,Urban regions,No,0.86239,1243,1422,0.84447,0.88030
2017,Hesse,Rural regions,Yes,0.15479,60,348,0.11673,0.19285
2017,Hesse,Rural regions,No,0.84521,288,348,0.80715,0.88327
2017,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.15291,165,1109,0.13172,0.17410
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.84709,944,1109,0.82590,0.86828
2017,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.14561,53,405,0.11121,0.18000
2017,"Rhineland-Palatinate, Saarland",Rural regions,No,0.85439,352,405,0.82000,0.88879
2017,Baden-Wuerttemberg,Urban regions,Yes,0.13268,306,2671,0.11982,0.14555
2017,Baden-Wuerttemberg,Urban regions,No,0.86732,2365,2671,0.85445,0.88018
2017,Baden-Wuerttemberg,Rural regions,Yes,0.10594,36,331,0.07273,0.13914
2017,Baden-Wuerttemberg,Rural regions,No,0.89406,295,331,0.86086,0.92727
2017,Bavaria,Urban regions,Yes,0.15103,268,1925,0.13503,0.16703
2017,Bavaria,Urban regions,No,0.84897,1657,1925,0.83297,0.86497
2017,Bavaria,Rural regions,Yes,0.13415,293,2249,0.12006,0.14824
2017,Bavaria,Rural regions,No,0.86585,1956,2249,0.85176,0.87994
2017,Berlin,Urban regions,Yes,0.12728,125,986,0.10647,0.14810
2017,Berlin,Urban regions,No,0.87272,861,986,0.85190,0.89353
2017,Brandenburg,Urban regions,No,0.93773,82,82,0.88510,0.99035
2017,Brandenburg,Rural regions,Yes,0.20267,162,942,0.17699,0.22836
2017,Brandenburg,Rural regions,No,0.79733,780,942,0.77164,0.82301
2017,Mecklenburg-Western Pomerania,Urban regions,No,0.84784,67,67,0.76118,0.93449
2017,Mecklenburg-Western Pomerania,Rural regions,Yes,0.14614,75,494,0.11495,0.17732
2017,Mecklenburg-Western Pomerania,Rural regions,No,0.85386,419,494,0.82268,0.88505
2017,Saxony,Urban regions,Yes,0.10689,102,880,0.08647,0.12732
2017,Saxony,Urban regions,No,0.89311,778,880,0.87268,0.91353
2017,Saxony,Rural regions,Yes,0.13212,97,770,0.10818,0.15605
2017,Saxony,Rural regions,No,0.86788,673,770,0.84395,0.89182
2017,Saxony-Anhalt,Urban regions,Yes,0.18218,32,179,0.12548,0.23889
2017,Saxony-Anhalt,Urban regions,No,0.81782,147,179,0.76111,0.87452
2017,Saxony-Anhalt,Rural regions,Yes,0.18260,113,742,0.15479,0.21042
2017,Saxony-Anhalt,Rural regions,No,0.81740,629,742,0.78958,0.84521
2017,Thuringa,Urban regions,Yes,0.12733,50,290,0.08890,0.16576
2017,Thuringa,Urban regions,No,0.87267,240,290,0.83424,0.91110
2017,Thuringa,Rural regions,Yes,0.09408,77,686,0.07222,0.11595
2017,Thuringa,Rural regions,No,0.90592,609,686,0.88405,0.92778
2018,Schleswig-Holstein,Urban regions,Yes,0.11874,38,317,0.08307,0.15440
2018,Schleswig-Holstein,Urban regions,No,0.88126,279,317,0.84560,0.91693
2018,Schleswig-Holstein,Rural regions,Yes,0.14026,92,604,0.11254,0.16797
2018,Schleswig-Holstein,Rural regions,No,0.85974,512,604,0.83203,0.88746
2018,Hamburg,Urban regions,Yes,0.13876,67,483,0.10790,0.16963
2018,Hamburg,Urban regions,No,0.86124,416,483,0.83037,0.89210
2018,Lower Saxony,Urban regions,Yes,0.12574,127,1051,0.10568,0.14579
2018,Lower Saxony,Urban regions,No,0.87426,924,1051,0.85421,0.89432
2018,Lower Saxony,Rural regions,Yes,0.12586,174,1474,0.10893,0.14280
2018,Lower Saxony,Rural regions,No,0.87414,1300,1474,0.85720,0.89107
2018,Bremen,Urban regions,No,0.85632,197,197,0.80721,0.90543
2018,North Rhine-Westphalia,Urban regions,Yes,0.15069,732,5290,0.14105,0.16034
2018,North Rhine-Westphalia,Urban regions,No,0.84931,4558,5290,0.83966,0.85895
2018,North Rhine-Westphalia,Rural regions,No,0.82384,88,88,0.74378,0.90389
2018,Hesse,Urban regions,Yes,0.12399,151,1350,0.10640,0.14157
2018,Hesse,Urban regions,No,0.87601,1199,1350,0.85843,0.89360
2018,Hesse,Rural regions,Yes,0.13682,43,343,0.10040,0.17324
2018,Hesse,Rural regions,No,0.86318,300,343,0.82676,0.89960
2018,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.15892,158,1079,0.13710,0.18075
2018,"Rhineland-Palatinate, Saarland",Urban regions,No,0.84108,921,1079,0.81925,0.86290
2018,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.18495,60,392,0.14646,0.22343
2018,"Rhineland-Palatinate, Saarland",Rural regions,No,0.81505,332,392,0.77657,0.85354
2018,Baden-Wuerttemberg,Urban regions,Yes,0.12472,286,2454,0.11165,0.13780
2018,Baden-Wuerttemberg,Urban regions,No,0.87528,2168,2454,0.86220,0.88835
2018,Baden-Wuerttemberg,Rural regions,Yes,0.17081,41,320,0.12951,0.21211
2018,Baden-Wuerttemberg,Rural regions,No,0.82919,279,320,0.78789,0.87049
2018,Bavaria,Urban regions,Yes,0.12002,237,1836,0.10515,0.13489
2018,Bavaria,Urban regions,No,0.87998,1599,1836,0.86511,0.89485
2018,Bavaria,Rural regions,Yes,0.14061,293,2129,0.12584,0.15538
2018,Bavaria,Rural regions,No,0.85939,1836,2129,0.84462,0.87416
2018,Berlin,Urban regions,Yes,0.14363,133,993,0.12181,0.16546
2018,Berlin,Urban regions,No,0.85637,860,993,0.83454,0.87819
2018,Brandenburg,Urban regions,No,0.85488,78,78,0.77620,0.93355
2018,Brandenburg,Rural regions,Yes,0.17229,157,933,0.14805,0.19654
2018,Brandenburg,Rural regions,No,0.82771,776,933,0.80346,0.85195
2018,Mecklenburg-Western Pomerania,Urban regions,No,0.89301,80,80,0.82485,0.96117
2018,Mecklenburg-Western Pomerania,Rural regions,Yes,0.18214,82,499,0.14824,0.21604
2018,Mecklenburg-Western Pomerania,Rural regions,No,0.81786,417,499,0.78396,0.85176
2018,Saxony,Urban regions,Yes,0.11647,101,860,0.09502,0.13793
2018,Saxony,Urban regions,No,0.88353,759,860,0.86207,0.90498
2018,Saxony,Rural regions,Yes,0.12369,95,752,0.10014,0.14723
2018,Saxony,Rural regions,No,0.87631,657,752,0.85277,0.89986
2018,Saxony-Anhalt,Urban regions,Yes,0.19616,31,188,0.13925,0.25308
2018,Saxony-Anhalt,Urban regions,No,0.80384,157,188,0.74692,0.86075
