year,quintil_oecd,sampreg,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,2nd Quintile,West,No,0.86722,1808,2089,0.85266,0.88177
2009,2nd Quintile,East,Yes,0.15229,163,1064,0.13069,0.17389
2009,2nd Quintile,East,No,0.84771,901,1064,0.82611,0.86931
2009,3rd Quintile,West,Yes,0.12890,303,2329,0.11529,0.14252
2009,3rd Quintile,West,No,0.87110,2026,2329,0.85748,0.88471
2009,3rd Quintile,East,Yes,0.13911,152,1072,0.11838,0.15983
2009,3rd Quintile,East,No,0.86089,920,1072,0.84017,0.88162
2009,4th Quintile,West,Yes,0.11496,353,2959,0.10346,0.12645
2009,4th Quintile,West,No,0.88504,2606,2959,0.87355,0.89654
2009,4th Quintile,East,Yes,0.14072,109,799,0.11659,0.16484
2009,4th Quintile,East,No,0.85928,690,799,0.83516,0.88341
2009,5th Quintile,West,Yes,0.11089,452,4131,0.10131,0.12047
2009,5th Quintile,West,No,0.88911,3679,4131,0.87953,0.89869
2009,5th Quintile,East,Yes,0.09301,70,667,0.07095,0.11506
2009,5th Quintile,East,No,0.90699,597,667,0.88494,0.92905
2010,1st Quintile,West,Yes,0.14015,246,1757,0.12391,0.15638
2010,1st Quintile,West,No,0.85985,1511,1757,0.84362,0.87609
2010,1st Quintile,East,Yes,0.11132,110,812,0.08967,0.13297
2010,1st Quintile,East,No,0.88868,702,812,0.86703,0.91033
2010,2nd Quintile,West,Yes,0.15523,299,1935,0.13909,0.17137
2010,2nd Quintile,West,No,0.84477,1636,1935,0.82863,0.86091
2010,2nd Quintile,East,Yes,0.14264,160,1069,0.12167,0.16362
2010,2nd Quintile,East,No,0.85736,909,1069,0.83638,0.87833
2010,3rd Quintile,West,Yes,0.12250,299,2291,0.10907,0.13593
2010,3rd Quintile,West,No,0.87750,1992,2291,0.86407,0.89093
2010,3rd Quintile,East,Yes,0.15048,125,904,0.12716,0.17380
2010,3rd Quintile,East,No,0.84952,779,904,0.82620,0.87284
2010,4th Quintile,West,Yes,0.11549,330,2709,0.10345,0.12753
2010,4th Quintile,West,No,0.88451,2379,2709,0.87247,0.89655
2010,4th Quintile,East,Yes,0.12633,93,760,0.10269,0.14997
2010,4th Quintile,East,No,0.87367,667,760,0.85003,0.89731
2010,5th Quintile,West,Yes,0.09010,369,3785,0.08098,0.09922
2010,5th Quintile,West,No,0.90990,3416,3785,0.90078,0.91902
2010,5th Quintile,East,Yes,0.11987,65,572,0.09323,0.14651
2010,5th Quintile,East,No,0.88013,507,572,0.85349,0.90677
2011,1st Quintile,West,Yes,0.16054,521,3201,0.14782,0.17326
2011,1st Quintile,West,No,0.83946,2680,3201,0.82674,0.85218
2011,1st Quintile,East,Yes,0.15336,216,1382,0.13436,0.17237
2011,1st Quintile,East,No,0.84664,1166,1382,0.82763,0.86564
2011,2nd Quintile,West,Yes,0.14712,442,3032,0.13451,0.15973
2011,2nd Quintile,West,No,0.85288,2590,3032,0.84027,0.86549
2011,2nd Quintile,East,Yes,0.15288,207,1289,0.13322,0.17253
2011,2nd Quintile,East,No,0.84712,1082,1289,0.82747,0.86678
2011,3rd Quintile,West,Yes,0.11746,396,3097,0.10612,0.12880
2011,3rd Quintile,West,No,0.88254,2701,3097,0.87120,0.89388
2011,3rd Quintile,East,Yes,0.14805,155,1028,0.12633,0.16977
2011,3rd Quintile,East,No,0.85195,873,1028,0.83023,0.87367
2011,4th Quintile,West,Yes,0.11761,409,3306,0.10662,0.12859
2011,4th Quintile,West,No,0.88239,2897,3306,0.87141,0.89338
2011,4th Quintile,East,Yes,0.11361,96,822,0.09190,0.13532
2011,4th Quintile,East,No,0.88639,726,822,0.86468,0.90810
2011,5th Quintile,West,Yes,0.11882,479,4156,0.10898,0.12865
2011,5th Quintile,West,No,0.88118,3677,4156,0.87135,0.89102
2011,5th Quintile,East,Yes,0.08464,65,563,0.06163,0.10766
2011,5th Quintile,East,No,0.91536,498,563,0.89234,0.93837
2012,1st Quintile,West,Yes,0.18295,604,3812,0.17068,0.19523
2012,1st Quintile,West,No,0.81705,3208,3812,0.80477,0.82932
2012,1st Quintile,East,Yes,0.15846,238,1507,0.14002,0.17691
2012,1st Quintile,East,No,0.84154,1269,1507,0.82309,0.85998
2012,2nd Quintile,West,Yes,0.14182,479,3679,0.13054,0.15309
2012,2nd Quintile,West,No,0.85818,3200,3679,0.84691,0.86946
2012,2nd Quintile,East,Yes,0.16214,187,1259,0.14177,0.18251
2012,2nd Quintile,East,No,0.83786,1072,1259,0.81749,0.85823
2012,3rd Quintile,West,Yes,0.14095,469,3596,0.12957,0.15232
2012,3rd Quintile,West,No,0.85905,3127,3596,0.84768,0.87043
2012,3rd Quintile,East,Yes,0.14296,174,1229,0.12338,0.16254
2012,3rd Quintile,East,No,0.85704,1055,1229,0.83746,0.87662
2012,4th Quintile,West,Yes,0.11662,448,3821,0.10644,0.12680
2012,4th Quintile,West,No,0.88338,3373,3821,0.87320,0.89356
2012,4th Quintile,East,Yes,0.15289,135,977,0.13031,0.17547
2012,4th Quintile,East,No,0.84711,842,977,0.82453,0.86969
2012,5th Quintile,West,Yes,0.11131,515,4491,0.10211,0.12051
2012,5th Quintile,West,No,0.88869,3976,4491,0.87949,0.89789
2012,5th Quintile,East,Yes,0.12416,77,761,0.10071,0.14760
2012,5th Quintile,East,No,0.87584,684,761,0.85240,0.89929
2013,1st Quintile,West,Yes,0.18927,596,3618,0.17650,0.20204
2013,1st Quintile,West,No,0.81073,3022,3618,0.79796,0.82350
2013,1st Quintile,East,Yes,0.15180,244,1538,0.13386,0.16974
2013,1st Quintile,East,No,0.84820,1294,1538,0.83026,0.86614
2013,2nd Quintile,West,Yes,0.16270,496,3748,0.15088,0.17451
2013,2nd Quintile,West,No,0.83730,3252,3748,0.82549,0.84912
2013,2nd Quintile,East,Yes,0.14353,207,1490,0.12572,0.16133
2013,2nd Quintile,East,No,0.85647,1283,1490,0.83867,0.87428
2013,3rd Quintile,West,Yes,0.15226,512,3744,0.14075,0.16377
2013,3rd Quintile,West,No,0.84774,3232,3744,0.83623,0.85925
2013,3rd Quintile,East,Yes,0.15642,172,1154,0.13546,0.17739
2013,3rd Quintile,East,No,0.84358,982,1154,0.82261,0.86454
2013,4th Quintile,West,Yes,0.14216,522,3963,0.13129,0.15303
2013,4th Quintile,West,No,0.85784,3441,3963,0.84697,0.86871
2013,4th Quintile,East,Yes,0.11888,107,892,0.09763,0.14013
2013,4th Quintile,East,No,0.88112,785,892,0.85987,0.90237
2013,5th Quintile,West,Yes,0.10345,522,4848,0.09488,0.11203
2013,5th Quintile,West,No,0.89655,4326,4848,0.88797,0.90512
2013,5th Quintile,East,Yes,0.12803,67,652,0.10236,0.15369
2013,5th Quintile,East,No,0.87197,585,652,0.84631,0.89764
2014,1st Quintile,West,Yes,0.17531,727,4381,0.16404,0.18657
2014,1st Quintile,West,No,0.82469,3654,4381,0.81343,0.83596
2014,1st Quintile,East,Yes,0.17565,244,1428,0.15591,0.19540
2014,1st Quintile,East,No,0.82435,1184,1428,0.80460,0.84409
2014,2nd Quintile,West,Yes,0.16010,579,4113,0.14889,0.17131
2014,2nd Quintile,West,No,0.83990,3534,4113,0.82869,0.85111
2014,2nd Quintile,East,Yes,0.15066,197,1392,0.13186,0.16946
2014,2nd Quintile,East,No,0.84934,1195,1392,0.83054,0.86814
2014,3rd Quintile,West,Yes,0.12752,489,3985,0.11716,0.13788
2014,3rd Quintile,West,No,0.87248,3496,3985,0.86212,0.88284
2014,3rd Quintile,East,Yes,0.14934,184,1172,0.12893,0.16976
2014,3rd Quintile,East,No,0.85066,988,1172,0.83024,0.87107
2014,4th Quintile,West,Yes,0.12086,478,4225,0.11103,0.13069
2014,4th Quintile,West,No,0.87914,3747,4225,0.86931,0.88897
2014,4th Quintile,East,Yes,0.09859,102,928,0.07940,0.11778
2014,4th Quintile,East,No,0.90141,826,928,0.88222,0.92060
2014,5th Quintile,West,Yes,0.11417,489,4749,0.10513,0.12322
2014,5th Quintile,West,No,0.88583,4260,4749,0.87678,0.89487
2014,5th Quintile,East,Yes,0.08305,59,649,0.06180,0.10429
2014,5th Quintile,East,No,0.91695,590,649,0.89571,0.93820
2015,1st Quintile,West,Yes,0.15541,567,3770,0.14384,0.16698
2015,1st Quintile,West,No,0.84459,3203,3770,0.83302,0.85616
2015,1st Quintile,East,Yes,0.17557,195,1295,0.15484,0.19629
2015,1st Quintile,East,No,0.82443,1100,1295,0.80371,0.84516
2015,2nd Quintile,West,Yes,0.15402,517,3765,0.14248,0.16555
2015,2nd Quintile,West,No,0.84598,3248,3765,0.83445,0.85752
2015,2nd Quintile,East,Yes,0.16091,249,1482,0.14219,0.17962
2015,2nd Quintile,East,No,0.83909,1233,1482,0.82038,0.85781
2015,3rd Quintile,West,Yes,0.15157,506,3785,0.14015,0.16300
2015,3rd Quintile,West,No,0.84843,3279,3785,0.83700,0.85985
2015,3rd Quintile,East,Yes,0.11946,142,1043,0.09977,0.13916
2015,3rd Quintile,East,No,0.88054,901,1043,0.86084,0.90023
2015,4th Quintile,West,Yes,0.13861,478,3932,0.12781,0.14941
2015,4th Quintile,West,No,0.86139,3454,3932,0.85059,0.87219
2015,4th Quintile,East,Yes,0.12713,99,819,0.10430,0.14996
2015,4th Quintile,East,No,0.87287,720,819,0.85004,0.89570
2015,5th Quintile,West,Yes,0.10462,501,4492,0.09567,0.11357
2015,5th Quintile,West,No,0.89538,3991,4492,0.88643,0.90433
2015,5th Quintile,East,Yes,0.09893,63,605,0.07512,0.12275
2015,5th Quintile,East,No,0.90107,542,605,0.87725,0.92488
2016,1st Quintile,West,Yes,0.16402,610,3731,0.15214,0.17591
2016,1st Quintile,West,No,0.83598,3121,3731,0.82409,0.84786
2016,1st Quintile,East,Yes,0.17167,189,1263,0.15086,0.19247
2016,1st Quintile,East,No,0.82833,1074,1263,0.80753,0.84914
2016,2nd Quintile,West,Yes,0.15376,527,3710,0.14215,0.16536
2016,2nd Quintile,West,No,0.84624,3183,3710,0.83464,0.85785
2016,2nd Quintile,East,Yes,0.14147,194,1343,0.12282,0.16012
2016,2nd Quintile,East,No,0.85853,1149,1343,0.83988,0.87718
2016,3rd Quintile,West,Yes,0.14676,458,3542,0.13511,0.15842
2016,3rd Quintile,West,No,0.85324,3084,3542,0.84158,0.86489
2016,3rd Quintile,East,Yes,0.13613,158,1060,0.11547,0.15678
2016,3rd Quintile,East,No,0.86387,902,1060,0.84322,0.88453
2016,4th Quintile,West,Yes,0.11334,443,3824,0.10329,0.12339
2016,4th Quintile,West,No,0.88666,3381,3824,0.87661,0.89671
2016,4th Quintile,East,Yes,0.09598,86,792,0.07545,0.11651
2016,4th Quintile,East,No,0.90402,706,792,0.88349,0.92455
2016,5th Quintile,West,Yes,0.10844,465,4292,0.09914,0.11774
2016,5th Quintile,West,No,0.89156,3827,4292,0.88226,0.90086
2016,5th Quintile,East,Yes,0.09375,54,558,0.06954,0.11796
2016,5th Quintile,East,No,0.90625,504,558,0.88204,0.93046
2017,1st Quintile,West,Yes,0.17822,588,3439,0.16543,0.19102
2017,1st Quintile,West,No,0.82178,2851,3439,0.80898,0.83457
2017,1st Quintile,East,Yes,0.18361,213,1210,0.16178,0.20543
2017,1st Quintile,East,No,0.81639,997,1210,0.79457,0.83822
2017,2nd Quintile,West,Yes,0.16272,491,3496,0.15048,0.17495
2017,2nd Quintile,West,No,0.83728,3005,3496,0.82505,0.84952
2017,2nd Quintile,East,Yes,0.16146,198,1267,0.14119,0.18173
2017,2nd Quintile,East,No,0.83854,1069,1267,0.81827,0.85881
2017,3rd Quintile,West,Yes,0.13923,427,3389,0.12757,0.15088
2017,3rd Quintile,West,No,0.86077,2962,3389,0.84912,0.87243
2017,3rd Quintile,East,Yes,0.15253,149,999,0.13022,0.17483
2017,3rd Quintile,East,No,0.84747,850,999,0.82517,0.86978
2017,4th Quintile,West,Yes,0.12399,430,3633,0.11327,0.13471
2017,4th Quintile,West,No,0.87601,3203,3633,0.86529,0.88673
2017,4th Quintile,East,Yes,0.11796,76,705,0.09413,0.14179
2017,4th Quintile,East,No,0.88204,629,705,0.85821,0.90587
2017,5th Quintile,West,Yes,0.12003,468,3968,0.10992,0.13015
2017,5th Quintile,West,No,0.87997,3500,3968,0.86985,0.89008
2017,5th Quintile,East,Yes,0.10663,59,568,0.08122,0.13203
2017,5th Quintile,East,No,0.89337,509,568,0.86797,0.91878
2018,1st Quintile,West,Yes,0.17004,528,3432,0.15747,0.18261
2018,1st Quintile,West,No,0.82996,2904,3432,0.81739,0.84253
2018,1st Quintile,East,Yes,0.19475,220,1269,0.17296,0.21655
2018,1st Quintile,East,No,0.80525,1049,1269,0.78345,0.82704
2018,2nd Quintile,West,Yes,0.14917,501,3687,0.13767,0.16067
2018,2nd Quintile,West,No,0.85083,3186,3687,0.83933,0.86233
2018,2nd Quintile,East,Yes,0.15301,204,1413,0.13423,0.17179
2018,2nd Quintile,East,No,0.84699,1209,1413,0.82821,0.86577
2018,3rd Quintile,West,Yes,0.14180,469,3666,0.13051,0.15310
2018,3rd Quintile,West,No,0.85820,3197,3666,0.84690,0.86949
2018,3rd Quintile,East,Yes,0.15381,152,1066,0.13214,0.17548
2018,3rd Quintile,East,No,0.84619,914,1066,0.82452,0.86786
2018,4th Quintile,West,Yes,0.12499,458,3880,0.11458,0.13539
2018,4th Quintile,West,No,0.87501,3422,3880,0.86461,0.88542
2018,4th Quintile,East,Yes,0.10647,91,818,0.08532,0.12762
2018,4th Quintile,East,No,0.89353,727,818,0.87238,0.91468
2018,5th Quintile,West,Yes,0.11225,500,4449,0.10297,0.12153
2018,5th Quintile,West,No,0.88775,3949,4449,0.87847,0.89703
2018,5th Quintile,East,Yes,0.11460,66,599,0.08907,0.14013
2018,5th Quintile,East,No,0.88540,533,599,0.85987,0.91093
2019,1st Quintile,West,Yes,0.17328,551,3237,0.16024,0.18632
2019,1st Quintile,West,No,0.82672,2686,3237,0.81368,0.83976
2019,1st Quintile,East,Yes,0.16640,201,1199,0.14531,0.18749
2019,1st Quintile,East,No,0.83360,998,1199,0.81251,0.85469
2019,2nd Quintile,West,Yes,0.14182,491,3483,0.13023,0.15341
2019,2nd Quintile,West,No,0.85818,2992,3483,0.84659,0.86977
2019,2nd Quintile,East,Yes,0.14209,179,1279,0.12295,0.16123
2019,2nd Quintile,East,No,0.85791,1100,1279,0.83877,0.87705
2019,3rd Quintile,West,Yes,0.13143,431,3347,0.11998,0.14287
2019,3rd Quintile,West,No,0.86857,2916,3347,0.85713,0.88002
2019,3rd Quintile,East,Yes,0.16807,151,1068,0.14563,0.19051
2019,3rd Quintile,East,No,0.83193,917,1068,0.80949,0.85437
2019,4th Quintile,West,Yes,0.12402,417,3512,0.11311,0.13492
2019,4th Quintile,West,No,0.87598,3095,3512,0.86508,0.88689
2019,4th Quintile,East,Yes,0.11336,89,749,0.09064,0.13608
2019,4th Quintile,East,No,0.88664,660,749,0.86392,0.90936
2019,5th Quintile,West,Yes,0.13259,495,4198,0.12233,0.14285
2019,5th Quintile,West,No,0.86741,3703,4198,0.85715,0.87767
2019,5th Quintile,East,Yes,0.09254,60,614,0.06960,0.11548
2019,5th Quintile,East,No,0.90746,554,614,0.88452,0.93040
2020,1st Quintile,West,Yes,0.18176,803,5112,0.17119,0.19233
2020,1st Quintile,West,No,0.81824,4309,5112,0.80767,0.82881
2020,1st Quintile,East,Yes,0.15626,209,1451,0.13757,0.17495
2020,1st Quintile,East,No,0.84374,1242,1451,0.82505,0.86243
2020,2nd Quintile,West,Yes,0.15637,515,3492,0.14433,0.16842
2020,2nd Quintile,West,No,0.84363,2977,3492,0.83158,0.85567
2020,2nd Quintile,East,Yes,0.13839,176,1339,0.11989,0.15689
2020,2nd Quintile,East,No,0.86161,1163,1339,0.84311,0.88011
2020,3rd Quintile,West,Yes,0.15489,461,3283,0.14251,0.16727
2020,3rd Quintile,West,No,0.84511,2822,3283,0.83273,0.85749
2020,3rd Quintile,East,Yes,0.14161,142,981,0.11979,0.16344
2020,3rd Quintile,East,No,0.85839,839,981,0.83656,0.88021
2020,4th Quintile,West,Yes,0.11664,423,3688,0.10628,0.12700
2020,4th Quintile,West,No,0.88336,3265,3688,0.87300,0.89372
2020,4th Quintile,East,Yes,0.13947,104,833,0.11593,0.16301
2020,4th Quintile,East,No,0.86053,729,833,0.83699,0.88407
2020,5th Quintile,West,Yes,0.11552,563,5072,0.10672,0.12432
2020,5th Quintile,West,No,0.88448,4509,5072,0.87568,0.89328
2020,5th Quintile,East,Yes,0.11073,86,874,0.08991,0.13154
2020,5th Quintile,East,No,0.88927,788,874,0.86846,0.91009
2021,1st Quintile,West,Yes,0.16332,358,2416,0.14858,0.17807
2021,1st Quintile,West,No,0.83668,2058,2416,0.82193,0.85142
2021,1st Quintile,East,Yes,0.14586,108,812,0.12157,0.17016
2021,1st Quintile,East,No,0.85414,704,812,0.82984,0.87843
2021,2nd Quintile,West,Yes,0.12827,303,2463,0.11506,0.14148
2021,2nd Quintile,West,No,0.87173,2160,2463,0.85852,0.88494
2021,2nd Quintile,East,Yes,0.12482,122,865,0.10279,0.14686
2021,2nd Quintile,East,No,0.87518,743,865,0.85314,0.89721
2021,3rd Quintile,West,Yes,0.12937,290,2412,0.11597,0.14277
2021,3rd Quintile,West,No,0.87063,2122,2412,0.85723,0.88403
2021,3rd Quintile,East,Yes,0.12806,83,682,0.10296,0.15316
2021,3rd Quintile,East,No,0.87194,599,682,0.84684,0.89704
2021,4th Quintile,West,Yes,0.10922,272,2587,0.09719,0.12124
2021,4th Quintile,West,No,0.89078,2315,2587,0.87876,0.90281
2021,4th Quintile,East,Yes,0.10340,58,592,0.07885,0.12795
2021,4th Quintile,East,No,0.89660,534,592,0.87205,0.92115
2021,5th Quintile,West,Yes,0.11313,400,3623,0.10281,0.12345
2021,5th Quintile,West,No,0.88687,3223,3623,0.87655,0.89719
2021,5th Quintile,East,Yes,0.09958,68,652,0.07657,0.12258
2021,5th Quintile,East,No,0.90042,584,652,0.87742,0.92343
2022,1st Quintile,West,Yes,0.15926,485,3304,0.14678,0.17173
2022,1st Quintile,West,No,0.84074,2819,3304,0.82827,0.85322
2022,1st Quintile,East,Yes,0.17378,156,944,0.14959,0.19796
2022,1st Quintile,East,No,0.82622,788,944,0.80204,0.85041
2022,2nd Quintile,West,Yes,0.14731,303,2364,0.13302,0.16160
2022,2nd Quintile,West,No,0.85269,2061,2364,0.83840,0.86698
2022,2nd Quintile,East,Yes,0.12912,102,860,0.10670,0.15155
2022,2nd Quintile,East,No,0.87088,758,860,0.84845,0.89330
2022,3rd Quintile,West,Yes,0.15872,274,2295,0.14377,0.17368
2022,3rd Quintile,West,No,0.84128,2021,2295,0.82632,0.85623
2022,3rd Quintile,East,Yes,0.11070,69,668,0.08689,0.13452
2022,3rd Quintile,East,No,0.88930,599,668,0.86548,0.91311
2022,4th Quintile,West,Yes,0.11675,275,2544,0.10427,0.12924
2022,4th Quintile,West,No,0.88325,2269,2544,0.87076,0.89573
2022,4th Quintile,East,Yes,0.11299,55,571,0.08700,0.13898
2022,4th Quintile,East,No,0.88701,516,571,0.86102,0.91300
2022,5th Quintile,West,Yes,0.10553,327,3379,0.09517,0.11589
2022,5th Quintile,West,No,0.89447,3052,3379,0.88411,0.90483
2022,5th Quintile,East,Yes,0.09869,56,628,0.07535,0.12204
2022,5th Quintile,East,No,0.90131,572,628,0.87796,0.92465
