year,quintil_oecd,regtyp,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,1st Quintile,Rural regions,Yes,0.16188,186,1190,0.14094,0.18282
2004,1st Quintile,Rural regions,No,0.83812,1004,1190,0.81718,0.85906
2004,2nd Quintile,Urban regions,Yes,0.11570,256,2306,0.10264,0.12876
2004,2nd Quintile,Urban regions,No,0.88430,2050,2306,0.87124,0.89736
2004,2nd Quintile,Rural regions,Yes,0.13580,201,1468,0.11827,0.15333
2004,2nd Quintile,Rural regions,No,0.86420,1267,1468,0.84667,0.88173
2004,3rd Quintile,Urban regions,Yes,0.12500,298,2508,0.11206,0.13795
2004,3rd Quintile,Urban regions,No,0.87500,2210,2508,0.86205,0.88794
2004,3rd Quintile,Rural regions,Yes,0.12131,178,1494,0.10475,0.13787
2004,3rd Quintile,Rural regions,No,0.87869,1316,1494,0.86213,0.89525
2004,4th Quintile,Urban regions,Yes,0.13355,335,2841,0.12104,0.14607
2004,4th Quintile,Urban regions,No,0.86645,2506,2841,0.85393,0.87896
2004,4th Quintile,Rural regions,Yes,0.12544,170,1497,0.10866,0.14223
2004,4th Quintile,Rural regions,No,0.87456,1327,1497,0.85777,0.89134
2004,5th Quintile,Urban regions,Yes,0.11538,500,4608,0.10616,0.12461
2004,5th Quintile,Urban regions,No,0.88462,4108,4608,0.87539,0.89384
2004,5th Quintile,Rural regions,Yes,0.10922,159,1573,0.09380,0.12464
2004,5th Quintile,Rural regions,No,0.89078,1414,1573,0.87536,0.90620
2005,1st Quintile,Urban regions,Yes,0.14166,273,2046,0.12655,0.15677
2005,1st Quintile,Urban regions,No,0.85834,1773,2046,0.84323,0.87345
2005,1st Quintile,Rural regions,Yes,0.13347,149,1095,0.11331,0.15362
2005,1st Quintile,Rural regions,No,0.86653,946,1095,0.84638,0.88669
2005,2nd Quintile,Urban regions,Yes,0.10788,233,2189,0.09488,0.12088
2005,2nd Quintile,Urban regions,No,0.89212,1956,2189,0.87912,0.90512
2005,2nd Quintile,Rural regions,Yes,0.13895,186,1428,0.12101,0.15690
2005,2nd Quintile,Rural regions,No,0.86105,1242,1428,0.84310,0.87899
2005,3rd Quintile,Urban regions,Yes,0.11536,258,2319,0.10236,0.12837
2005,3rd Quintile,Urban regions,No,0.88464,2061,2319,0.87163,0.89764
2005,3rd Quintile,Rural regions,Yes,0.12709,169,1424,0.10978,0.14439
2005,3rd Quintile,Rural regions,No,0.87291,1255,1424,0.85561,0.89022
2005,4th Quintile,Urban regions,Yes,0.10638,266,2795,0.09494,0.11781
2005,4th Quintile,Urban regions,No,0.89362,2529,2795,0.88219,0.90506
2005,4th Quintile,Rural regions,Yes,0.11341,168,1497,0.09734,0.12947
2005,4th Quintile,Rural regions,No,0.88659,1329,1497,0.87053,0.90266
2005,5th Quintile,Urban regions,Yes,0.10069,431,4391,0.09178,0.10959
2005,5th Quintile,Urban regions,No,0.89931,3960,4391,0.89041,0.90822
2005,5th Quintile,Rural regions,Yes,0.10942,147,1438,0.09328,0.12557
2005,5th Quintile,Rural regions,No,0.89058,1291,1438,0.87443,0.90672
2006,1st Quintile,Urban regions,Yes,0.13065,254,1895,0.11547,0.14582
2006,1st Quintile,Urban regions,No,0.86935,1641,1895,0.85418,0.88453
2006,1st Quintile,Rural regions,Yes,0.14745,143,1045,0.12594,0.16896
2006,1st Quintile,Rural regions,No,0.85255,902,1045,0.83104,0.87406
2006,2nd Quintile,Urban regions,Yes,0.13008,239,2016,0.11539,0.14476
2006,2nd Quintile,Urban regions,No,0.86992,1777,2016,0.85524,0.88461
2006,2nd Quintile,Rural regions,Yes,0.14910,177,1300,0.12973,0.16847
2006,2nd Quintile,Rural regions,No,0.85090,1123,1300,0.83153,0.87027
2006,3rd Quintile,Urban regions,Yes,0.12088,263,2187,0.10722,0.13455
2006,3rd Quintile,Urban regions,No,0.87912,1924,2187,0.86545,0.89278
2006,3rd Quintile,Rural regions,Yes,0.11883,155,1389,0.10180,0.13585
2006,3rd Quintile,Rural regions,No,0.88117,1234,1389,0.86415,0.89820
2006,4th Quintile,Urban regions,Yes,0.11777,279,2634,0.10546,0.13009
2006,4th Quintile,Urban regions,No,0.88223,2355,2634,0.86991,0.89454
2006,4th Quintile,Rural regions,Yes,0.11418,153,1332,0.09709,0.13126
2006,4th Quintile,Rural regions,No,0.88582,1179,1332,0.86874,0.90291
2006,5th Quintile,Urban regions,Yes,0.09582,405,4118,0.08683,0.10482
2006,5th Quintile,Urban regions,No,0.90418,3713,4118,0.89518,0.91317
2006,5th Quintile,Rural regions,Yes,0.13295,149,1396,0.11514,0.15077
2006,5th Quintile,Rural regions,No,0.86705,1247,1396,0.84923,0.88486
2007,1st Quintile,Urban regions,Yes,0.12853,261,2021,0.11393,0.14313
2007,1st Quintile,Urban regions,No,0.87147,1760,2021,0.85687,0.88607
2007,1st Quintile,Rural regions,Yes,0.15277,175,1166,0.13211,0.17342
2007,1st Quintile,Rural regions,No,0.84723,991,1166,0.82658,0.86789
2007,2nd Quintile,Urban regions,Yes,0.13579,273,2126,0.12122,0.15035
2007,2nd Quintile,Urban regions,No,0.86421,1853,2126,0.84965,0.87878
2007,2nd Quintile,Rural regions,Yes,0.12480,169,1379,0.10735,0.14225
2007,2nd Quintile,Rural regions,No,0.87520,1210,1379,0.85775,0.89265
2007,3rd Quintile,Urban regions,Yes,0.11603,266,2353,0.10308,0.12897
2007,3rd Quintile,Urban regions,No,0.88397,2087,2353,0.87103,0.89692
2007,3rd Quintile,Rural regions,Yes,0.12942,205,1512,0.11250,0.14635
2007,3rd Quintile,Rural regions,No,0.87058,1307,1512,0.85365,0.88750
2007,4th Quintile,Urban regions,Yes,0.11276,300,2798,0.10104,0.12448
2007,4th Quintile,Urban regions,No,0.88724,2498,2798,0.87552,0.89896
2007,4th Quintile,Rural regions,Yes,0.12518,172,1505,0.10845,0.14190
2007,4th Quintile,Rural regions,No,0.87482,1333,1505,0.85810,0.89155
2007,5th Quintile,Urban regions,Yes,0.11157,455,4147,0.10199,0.12116
2007,5th Quintile,Urban regions,No,0.88843,3692,4147,0.87884,0.89801
2007,5th Quintile,Rural regions,Yes,0.10857,159,1442,0.09251,0.12463
2007,5th Quintile,Rural regions,No,0.89143,1283,1442,0.87537,0.90749
2008,1st Quintile,Urban regions,Yes,0.12263,233,1866,0.10774,0.13751
2008,1st Quintile,Urban regions,No,0.87737,1633,1866,0.86249,0.89226
2008,1st Quintile,Rural regions,Yes,0.14329,162,1092,0.12250,0.16408
2008,1st Quintile,Rural regions,No,0.85671,930,1092,0.83592,0.87750
2008,2nd Quintile,Urban regions,Yes,0.11462,252,2054,0.10084,0.12840
2008,2nd Quintile,Urban regions,No,0.88538,1802,2054,0.87160,0.89916
2008,2nd Quintile,Rural regions,Yes,0.13691,177,1310,0.11829,0.15554
2008,2nd Quintile,Rural regions,No,0.86309,1133,1310,0.84446,0.88171
2008,3rd Quintile,Urban regions,Yes,0.10162,241,2268,0.08919,0.11406
2008,3rd Quintile,Urban regions,No,0.89838,2027,2268,0.88594,0.91081
2008,3rd Quintile,Rural regions,Yes,0.13717,193,1536,0.11996,0.15438
2008,3rd Quintile,Rural regions,No,0.86283,1343,1536,0.84562,0.88004
2008,4th Quintile,Urban regions,Yes,0.10662,271,2559,0.09466,0.11858
2008,4th Quintile,Urban regions,No,0.89338,2288,2559,0.88142,0.90534
2008,4th Quintile,Rural regions,Yes,0.12025,161,1311,0.10264,0.13786
2008,4th Quintile,Rural regions,No,0.87975,1150,1311,0.86214,0.89736
2008,5th Quintile,Urban regions,Yes,0.10579,408,3909,0.09614,0.11543
2008,5th Quintile,Urban regions,No,0.89421,3501,3909,0.88457,0.90386
2008,5th Quintile,Rural regions,Yes,0.10119,146,1343,0.08506,0.11733
2008,5th Quintile,Rural regions,No,0.89881,1197,1343,0.88267,0.91494
2009,1st Quintile,Urban regions,Yes,0.13421,240,1795,0.11844,0.14999
2009,1st Quintile,Urban regions,No,0.86579,1555,1795,0.85001,0.88156
2009,1st Quintile,Rural regions,Yes,0.17803,170,1066,0.15505,0.20100
2009,1st Quintile,Rural regions,No,0.82197,896,1066,0.79900,0.84495
2009,2nd Quintile,Urban regions,Yes,0.12706,255,1893,0.11205,0.14207
2009,2nd Quintile,Urban regions,No,0.87294,1638,1893,0.85793,0.88795
2009,2nd Quintile,Rural regions,Yes,0.15786,189,1260,0.13772,0.17800
2009,2nd Quintile,Rural regions,No,0.84214,1071,1260,0.82200,0.86228
2009,3rd Quintile,Urban regions,Yes,0.12643,255,2021,0.11194,0.14092
2009,3rd Quintile,Urban regions,No,0.87357,1766,2021,0.85908,0.88806
2009,3rd Quintile,Rural regions,Yes,0.13944,200,1380,0.12116,0.15773
2009,3rd Quintile,Rural regions,No,0.86056,1180,1380,0.84227,0.87884
2009,4th Quintile,Urban regions,Yes,0.11328,298,2446,0.10072,0.12584
2009,4th Quintile,Urban regions,No,0.88672,2148,2446,0.87416,0.89928
2009,4th Quintile,Rural regions,Yes,0.13008,164,1312,0.11187,0.14829
2009,4th Quintile,Rural regions,No,0.86992,1148,1312,0.85171,0.88813
2009,5th Quintile,Urban regions,Yes,0.11315,385,3535,0.10271,0.12359
2009,5th Quintile,Urban regions,No,0.88685,3150,3535,0.87641,0.89729
2009,5th Quintile,Rural regions,Yes,0.09737,137,1263,0.08101,0.11372
2009,5th Quintile,Rural regions,No,0.90263,1126,1263,0.88628,0.91899
2010,1st Quintile,Urban regions,Yes,0.14230,232,1652,0.12545,0.15915
2010,1st Quintile,Urban regions,No,0.85770,1420,1652,0.84085,0.87455
2010,1st Quintile,Rural regions,Yes,0.11488,124,917,0.09423,0.13553
2010,1st Quintile,Rural regions,No,0.88512,793,917,0.86447,0.90577
2010,2nd Quintile,Urban regions,Yes,0.15366,266,1770,0.13686,0.17047
2010,2nd Quintile,Urban regions,No,0.84634,1504,1770,0.82953,0.86314
2010,2nd Quintile,Rural regions,Yes,0.14908,193,1234,0.12920,0.16896
2010,2nd Quintile,Rural regions,No,0.85092,1041,1234,0.83104,0.87080
2010,3rd Quintile,Urban regions,Yes,0.13331,259,1887,0.11797,0.14866
2010,3rd Quintile,Urban regions,No,0.86669,1628,1887,0.85134,0.88203
2010,3rd Quintile,Rural regions,Yes,0.11869,165,1308,0.10116,0.13622
2010,3rd Quintile,Rural regions,No,0.88131,1143,1308,0.86378,0.89884
2010,4th Quintile,Urban regions,Yes,0.11316,269,2262,0.10010,0.12622
2010,4th Quintile,Urban regions,No,0.88684,1993,2262,0.87378,0.89990
2010,4th Quintile,Rural regions,Yes,0.12632,154,1207,0.10757,0.14507
2010,4th Quintile,Rural regions,No,0.87368,1053,1207,0.85493,0.89243
2010,5th Quintile,Urban regions,Yes,0.08942,322,3312,0.07970,0.09914
2010,5th Quintile,Urban regions,No,0.91058,2990,3312,0.90086,0.92030
2010,5th Quintile,Rural regions,Yes,0.10414,112,1045,0.08561,0.12267
2010,5th Quintile,Rural regions,No,0.89586,933,1045,0.87733,0.91439
2011,1st Quintile,Urban regions,Yes,0.15210,456,2793,0.13878,0.16543
2011,1st Quintile,Urban regions,No,0.84790,2337,2793,0.83457,0.86122
2011,1st Quintile,Rural regions,Yes,0.17043,281,1790,0.15300,0.18785
2011,1st Quintile,Rural regions,No,0.82957,1509,1790,0.81215,0.84700
2011,2nd Quintile,Urban regions,Yes,0.15023,385,2531,0.13631,0.16416
2011,2nd Quintile,Urban regions,No,0.84977,2146,2531,0.83584,0.86369
2011,2nd Quintile,Rural regions,Yes,0.14542,264,1790,0.12909,0.16176
2011,2nd Quintile,Rural regions,No,0.85458,1526,1790,0.83824,0.87091
2011,3rd Quintile,Urban regions,Yes,0.12218,323,2505,0.10935,0.13501
2011,3rd Quintile,Urban regions,No,0.87782,2182,2505,0.86499,0.89065
2011,3rd Quintile,Rural regions,Yes,0.12663,228,1620,0.11043,0.14283
2011,3rd Quintile,Rural regions,No,0.87337,1392,1620,0.85717,0.88957
2011,4th Quintile,Urban regions,Yes,0.10779,337,2787,0.09627,0.11930
2011,4th Quintile,Urban regions,No,0.89221,2450,2787,0.88070,0.90373
2011,4th Quintile,Rural regions,Yes,0.13758,168,1341,0.11913,0.15602
2011,4th Quintile,Rural regions,No,0.86242,1173,1341,0.84398,0.88087
2011,5th Quintile,Urban regions,Yes,0.11660,408,3531,0.10602,0.12719
2011,5th Quintile,Urban regions,No,0.88340,3123,3531,0.87281,0.89398
2011,5th Quintile,Rural regions,Yes,0.11385,136,1188,0.09578,0.13192
2011,5th Quintile,Rural regions,No,0.88615,1052,1188,0.86808,0.90422
2012,1st Quintile,Urban regions,Yes,0.17183,497,3282,0.15892,0.18474
2012,1st Quintile,Urban regions,No,0.82817,2785,3282,0.81526,0.84108
2012,1st Quintile,Rural regions,Yes,0.18660,345,2037,0.16967,0.20352
2012,1st Quintile,Rural regions,No,0.81340,1692,2037,0.79648,0.83033
2012,2nd Quintile,Urban regions,Yes,0.14235,375,2941,0.12972,0.15498
2012,2nd Quintile,Urban regions,No,0.85765,2566,2941,0.84502,0.87028
2012,2nd Quintile,Rural regions,Yes,0.15289,291,1997,0.13710,0.16868
2012,2nd Quintile,Rural regions,No,0.84711,1706,1997,0.83132,0.86290
2012,3rd Quintile,Urban regions,Yes,0.14184,379,2868,0.12907,0.15461
2012,3rd Quintile,Urban regions,No,0.85816,2489,2868,0.84539,0.87093
2012,3rd Quintile,Rural regions,Yes,0.14054,264,1957,0.12514,0.15595
2012,3rd Quintile,Rural regions,No,0.85946,1693,1957,0.84405,0.87486
2012,4th Quintile,Urban regions,Yes,0.11361,358,3084,0.10241,0.12481
2012,4th Quintile,Urban regions,No,0.88639,2726,3084,0.87519,0.89759
2012,4th Quintile,Rural regions,Yes,0.14005,225,1714,0.12362,0.15649
2012,4th Quintile,Rural regions,No,0.85995,1489,1714,0.84351,0.87638
2012,5th Quintile,Urban regions,Yes,0.11361,440,3858,0.10359,0.12362
2012,5th Quintile,Urban regions,No,0.88639,3418,3858,0.87638,0.89641
2012,5th Quintile,Rural regions,Yes,0.10967,152,1394,0.09326,0.12608
2012,5th Quintile,Rural regions,No,0.89033,1242,1394,0.87392,0.90674
2013,1st Quintile,Urban regions,Yes,0.17903,487,3097,0.16552,0.19253
2013,1st Quintile,Urban regions,No,0.82097,2610,3097,0.80747,0.83448
2013,1st Quintile,Rural regions,Yes,0.17748,353,2059,0.16097,0.19398
2013,1st Quintile,Rural regions,No,0.82252,1706,2059,0.80602,0.83903
2013,2nd Quintile,Urban regions,Yes,0.15790,409,3064,0.14499,0.17081
2013,2nd Quintile,Urban regions,No,0.84210,2655,3064,0.82919,0.85501
2013,2nd Quintile,Rural regions,Yes,0.15848,294,2174,0.14312,0.17383
2013,2nd Quintile,Rural regions,No,0.84152,1880,2174,0.82617,0.85688
2013,3rd Quintile,Urban regions,Yes,0.15235,406,2951,0.13938,0.16532
2013,3rd Quintile,Urban regions,No,0.84765,2545,2951,0.83468,0.86062
2013,3rd Quintile,Rural regions,Yes,0.15441,278,1947,0.13836,0.17047
2013,3rd Quintile,Rural regions,No,0.84559,1669,1947,0.82953,0.86164
2013,4th Quintile,Urban regions,Yes,0.13430,384,3075,0.12224,0.14635
2013,4th Quintile,Urban regions,No,0.86570,2691,3075,0.85365,0.87776
2013,4th Quintile,Rural regions,Yes,0.14647,245,1780,0.13004,0.16290
2013,4th Quintile,Rural regions,No,0.85353,1535,1780,0.83710,0.86996
2013,5th Quintile,Urban regions,Yes,0.10286,437,4121,0.09359,0.11214
2013,5th Quintile,Urban regions,No,0.89714,3684,4121,0.88786,0.90641
2013,5th Quintile,Rural regions,Yes,0.11580,152,1379,0.09890,0.13269
2013,5th Quintile,Rural regions,No,0.88420,1227,1379,0.86731,0.90110
2014,1st Quintile,Urban regions,Yes,0.16867,606,3699,0.15660,0.18074
2014,1st Quintile,Urban regions,No,0.83133,3093,3699,0.81926,0.84340
2014,1st Quintile,Rural regions,Yes,0.18887,365,2110,0.17216,0.20557
2014,1st Quintile,Rural regions,No,0.81113,1745,2110,0.79443,0.82784
2014,2nd Quintile,Urban regions,Yes,0.14582,465,3379,0.13392,0.15772
2014,2nd Quintile,Urban regions,No,0.85418,2914,3379,0.84228,0.86608
2014,2nd Quintile,Rural regions,Yes,0.17843,311,2126,0.16215,0.19471
2014,2nd Quintile,Rural regions,No,0.82157,1815,2126,0.80529,0.83785
2014,3rd Quintile,Urban regions,Yes,0.12785,403,3180,0.11624,0.13946
2014,3rd Quintile,Urban regions,No,0.87215,2777,3180,0.86054,0.88376
2014,3rd Quintile,Rural regions,Yes,0.13868,270,1977,0.12344,0.15392
2014,3rd Quintile,Rural regions,No,0.86132,1707,1977,0.84608,0.87656
2014,4th Quintile,Urban regions,Yes,0.11588,368,3350,0.10504,0.12672
2014,4th Quintile,Urban regions,No,0.88412,2982,3350,0.87328,0.89496
2014,4th Quintile,Rural regions,Yes,0.12059,212,1803,0.10555,0.13562
2014,4th Quintile,Rural regions,No,0.87941,1591,1803,0.86438,0.89445
2014,5th Quintile,Urban regions,Yes,0.10675,414,4020,0.09720,0.11630
2014,5th Quintile,Urban regions,No,0.89325,3606,4020,0.88370,0.90280
2014,5th Quintile,Rural regions,Yes,0.12623,134,1378,0.10869,0.14378
2014,5th Quintile,Rural regions,No,0.87377,1244,1378,0.85622,0.89131
2015,1st Quintile,Urban regions,Yes,0.15589,465,3187,0.14329,0.16848
2015,1st Quintile,Urban regions,No,0.84411,2722,3187,0.83152,0.85671
2015,1st Quintile,Rural regions,Yes,0.16868,297,1878,0.15174,0.18562
2015,1st Quintile,Rural regions,No,0.83132,1581,1878,0.81438,0.84826
2015,2nd Quintile,Urban regions,Yes,0.13627,411,3146,0.12428,0.14826
2015,2nd Quintile,Urban regions,No,0.86373,2735,3146,0.85174,0.87572
2015,2nd Quintile,Rural regions,Yes,0.19003,355,2101,0.17325,0.20681
2015,2nd Quintile,Rural regions,No,0.80997,1746,2101,0.79319,0.82675
2015,3rd Quintile,Urban regions,Yes,0.13953,387,2987,0.12710,0.15196
2015,3rd Quintile,Urban regions,No,0.86047,2600,2987,0.84804,0.87290
2015,3rd Quintile,Rural regions,Yes,0.15606,261,1841,0.13947,0.17264
2015,3rd Quintile,Rural regions,No,0.84394,1580,1841,0.82736,0.86053
2015,4th Quintile,Urban regions,Yes,0.13764,372,3057,0.12542,0.14985
2015,4th Quintile,Urban regions,No,0.86236,2685,3057,0.85015,0.87458
2015,4th Quintile,Rural regions,Yes,0.13555,205,1694,0.11924,0.15186
2015,4th Quintile,Rural regions,No,0.86445,1489,1694,0.84814,0.88076
2015,5th Quintile,Urban regions,Yes,0.09839,409,3787,0.08890,0.10788
2015,5th Quintile,Urban regions,No,0.90161,3378,3787,0.89212,0.91110
2015,5th Quintile,Rural regions,Yes,0.12303,155,1310,0.10524,0.14082
2015,5th Quintile,Rural regions,No,0.87697,1155,1310,0.85918,0.89476
2016,1st Quintile,Urban regions,Yes,0.15725,488,3150,0.14453,0.16996
2016,1st Quintile,Urban regions,No,0.84275,2662,3150,0.83004,0.85547
2016,1st Quintile,Rural regions,Yes,0.18268,311,1844,0.16504,0.20032
2016,1st Quintile,Rural regions,No,0.81732,1533,1844,0.79968,0.83496
2016,2nd Quintile,Urban regions,Yes,0.14843,423,3048,0.13580,0.16105
2016,2nd Quintile,Urban regions,No,0.85157,2625,3048,0.83895,0.86420
2016,2nd Quintile,Rural regions,Yes,0.15552,298,2005,0.13965,0.17139
2016,2nd Quintile,Rural regions,No,0.84448,1707,2005,0.82861,0.86035
2016,3rd Quintile,Urban regions,Yes,0.14459,367,2854,0.13168,0.15749
2016,3rd Quintile,Urban regions,No,0.85541,2487,2854,0.84251,0.86832
2016,3rd Quintile,Rural regions,Yes,0.14468,249,1748,0.12818,0.16117
2016,3rd Quintile,Rural regions,No,0.85532,1499,1748,0.83883,0.87182
2016,4th Quintile,Urban regions,Yes,0.10396,329,3011,0.09306,0.11487
2016,4th Quintile,Urban regions,No,0.89604,2682,3011,0.88513,0.90694
2016,4th Quintile,Rural regions,Yes,0.12537,200,1605,0.10917,0.14158
2016,4th Quintile,Rural regions,No,0.87463,1405,1605,0.85842,0.89083
2016,5th Quintile,Urban regions,Yes,0.11008,376,3600,0.09986,0.12031
2016,5th Quintile,Urban regions,No,0.88992,3224,3600,0.87969,0.90014
2016,5th Quintile,Rural regions,Yes,0.09843,143,1250,0.08191,0.11495
2016,5th Quintile,Rural regions,No,0.90157,1107,1250,0.88505,0.91809
2017,1st Quintile,Urban regions,Yes,0.16708,483,2917,0.15354,0.18062
2017,1st Quintile,Urban regions,No,0.83292,2434,2917,0.81938,0.84646
2017,1st Quintile,Rural regions,Yes,0.20461,318,1732,0.18560,0.22361
2017,1st Quintile,Rural regions,No,0.79539,1414,1732,0.77639,0.81440
2017,2nd Quintile,Urban regions,Yes,0.16034,405,2894,0.14697,0.17371
2017,2nd Quintile,Urban regions,No,0.83966,2489,2894,0.82629,0.85303
2017,2nd Quintile,Rural regions,Yes,0.16648,284,1869,0.14959,0.18338
2017,2nd Quintile,Rural regions,No,0.83352,1585,1869,0.81662,0.85041
2017,3rd Quintile,Urban regions,Yes,0.13311,340,2667,0.12021,0.14600
2017,3rd Quintile,Urban regions,No,0.86689,2327,2667,0.85400,0.87979
2017,3rd Quintile,Rural regions,Yes,0.15710,236,1721,0.13990,0.17430
2017,3rd Quintile,Rural regions,No,0.84290,1485,1721,0.82570,0.86010
2017,4th Quintile,Urban regions,Yes,0.12831,341,2822,0.11597,0.14065
2017,4th Quintile,Urban regions,No,0.87169,2481,2822,0.85935,0.88403
2017,4th Quintile,Rural regions,Yes,0.11265,165,1516,0.09673,0.12857
2017,4th Quintile,Rural regions,No,0.88735,1351,1516,0.87143,0.90327
2017,5th Quintile,Urban regions,Yes,0.11819,398,3412,0.10736,0.12903
2017,5th Quintile,Urban regions,No,0.88181,3014,3412,0.87097,0.89264
2017,5th Quintile,Rural regions,Yes,0.12119,129,1124,0.10211,0.14028
2017,5th Quintile,Rural regions,No,0.87881,995,1124,0.85972,0.89789
2018,1st Quintile,Urban regions,Yes,0.17313,451,2916,0.15939,0.18686
2018,1st Quintile,Urban regions,No,0.82687,2465,2916,0.81314,0.84061
2018,1st Quintile,Rural regions,Yes,0.18203,297,1785,0.16412,0.19994
2018,1st Quintile,Rural regions,No,0.81797,1488,1785,0.80006,0.83588
2018,2nd Quintile,Urban regions,Yes,0.15082,412,3096,0.13821,0.16342
2018,2nd Quintile,Urban regions,No,0.84918,2684,3096,0.83658,0.86179
2018,2nd Quintile,Rural regions,Yes,0.14850,293,2004,0.13292,0.16407
2018,2nd Quintile,Rural regions,No,0.85150,1711,2004,0.83593,0.86708
2018,3rd Quintile,Urban regions,Yes,0.14173,375,2906,0.12905,0.15441
2018,3rd Quintile,Urban regions,No,0.85827,2531,2906,0.84559,0.87095
2018,3rd Quintile,Rural regions,Yes,0.14816,246,1826,0.13186,0.16446
2018,3rd Quintile,Rural regions,No,0.85184,1580,1826,0.83554,0.86814
2018,4th Quintile,Urban regions,Yes,0.11984,346,3045,0.10831,0.13138
2018,4th Quintile,Urban regions,No,0.88016,2699,3045,0.86862,0.89169
2018,4th Quintile,Rural regions,Yes,0.12785,203,1653,0.11175,0.14396
2018,4th Quintile,Rural regions,No,0.87215,1450,1653,0.85604,0.88825
2018,5th Quintile,Urban regions,Yes,0.10846,416,3699,0.09843,0.11848
2018,5th Quintile,Urban regions,No,0.89154,3283,3699,0.88152,0.90157
2018,5th Quintile,Rural regions,Yes,0.12479,150,1349,0.10715,0.14243
2018,5th Quintile,Rural regions,No,0.87521,1199,1349,0.85757,0.89285
2019,1st Quintile,Urban regions,Yes,0.16586,455,2781,0.15203,0.17969
2019,1st Quintile,Urban regions,No,0.83414,2326,2781,0.82031,0.84797
2019,1st Quintile,Rural regions,Yes,0.18448,297,1655,0.16578,0.20317
2019,1st Quintile,Rural regions,No,0.81552,1358,1655,0.79683,0.83422
2019,2nd Quintile,Urban regions,Yes,0.14427,401,2864,0.13140,0.15714
2019,2nd Quintile,Urban regions,No,0.85573,2463,2864,0.84286,0.86860
2019,2nd Quintile,Rural regions,Yes,0.13755,269,1898,0.12205,0.15305
2019,2nd Quintile,Rural regions,No,0.86245,1629,1898,0.84695,0.87795
2019,3rd Quintile,Urban regions,Yes,0.12382,368,2744,0.11149,0.13614
2019,3rd Quintile,Urban regions,No,0.87618,2376,2744,0.86386,0.88851
2019,3rd Quintile,Rural regions,Yes,0.16759,214,1671,0.14968,0.18550
2019,3rd Quintile,Rural regions,No,0.83241,1457,1671,0.81450,0.85032
2019,4th Quintile,Urban regions,Yes,0.12660,324,2761,0.11419,0.13900
2019,4th Quintile,Urban regions,No,0.87340,2437,2761,0.86100,0.88581
2019,4th Quintile,Rural regions,Yes,0.11384,182,1500,0.09776,0.12992
2019,4th Quintile,Rural regions,No,0.88616,1318,1500,0.87008,0.90224
2019,5th Quintile,Urban regions,Yes,0.13027,415,3508,0.11913,0.14141
2019,5th Quintile,Urban regions,No,0.86973,3093,3508,0.85859,0.88087
2019,5th Quintile,Rural regions,Yes,0.12497,140,1304,0.10701,0.14292
2019,5th Quintile,Rural regions,No,0.87503,1164,1304,0.85708,0.89299
2020,1st Quintile,Urban regions,Yes,0.17579,661,4385,0.16452,0.18706
2020,1st Quintile,Urban regions,No,0.82421,3724,4385,0.81294,0.83548
2020,1st Quintile,Rural regions,Yes,0.17657,351,2178,0.16055,0.19259
2020,1st Quintile,Rural regions,No,0.82343,1827,2178,0.80741,0.83945
2020,2nd Quintile,Urban regions,Yes,0.15349,407,2886,0.14034,0.16665
2020,2nd Quintile,Urban regions,No,0.84651,2479,2886,0.83335,0.85966
2020,2nd Quintile,Rural regions,Yes,0.15008,284,1945,0.13420,0.16596
2020,2nd Quintile,Rural regions,No,0.84992,1661,1945,0.83404,0.86580
2020,3rd Quintile,Urban regions,Yes,0.14965,357,2726,0.13625,0.16304
2020,3rd Quintile,Urban regions,No,0.85035,2369,2726,0.83696,0.86375
2020,3rd Quintile,Rural regions,Yes,0.15765,246,1538,0.13943,0.17587
2020,3rd Quintile,Rural regions,No,0.84235,1292,1538,0.82413,0.86057
2020,4th Quintile,Urban regions,Yes,0.12175,339,2946,0.10994,0.13356
2020,4th Quintile,Urban regions,No,0.87825,2607,2946,0.86644,0.89006
2020,4th Quintile,Rural regions,Yes,0.11550,188,1575,0.09971,0.13129
2020,4th Quintile,Rural regions,No,0.88450,1387,1575,0.86871,0.90029
2020,5th Quintile,Urban regions,Yes,0.11445,489,4361,0.10500,0.12390
2020,5th Quintile,Urban regions,No,0.88555,3872,4361,0.87610,0.89500
2020,5th Quintile,Rural regions,Yes,0.11689,160,1585,0.10107,0.13271
2020,5th Quintile,Rural regions,No,0.88311,1425,1585,0.86729,0.89893
2021,1st Quintile,Urban regions,Yes,0.14651,289,2103,0.13139,0.16163
2021,1st Quintile,Urban regions,No,0.85349,1814,2103,0.83837,0.86861
2021,1st Quintile,Rural regions,Yes,0.18596,177,1124,0.16321,0.20872
2021,1st Quintile,Rural regions,No,0.81404,947,1124,0.79128,0.83679
2021,2nd Quintile,Urban regions,Yes,0.12275,236,2005,0.10838,0.13712
2021,2nd Quintile,Urban regions,No,0.87725,1769,2005,0.86288,0.89162
2021,2nd Quintile,Rural regions,Yes,0.13634,189,1323,0.11784,0.15484
2021,2nd Quintile,Rural regions,No,0.86366,1134,1323,0.84516,0.88216
2021,3rd Quintile,Urban regions,Yes,0.11742,223,1968,0.10319,0.13165
2021,3rd Quintile,Urban regions,No,0.88258,1745,1968,0.86835,0.89681
2021,3rd Quintile,Rural regions,Yes,0.15265,150,1126,0.13163,0.17366
