year,bula_h,quintil_oecd,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,Bavaria,4th Quintile,No,0.75764,332,375,0.71421,0.80107
1998,Bavaria,5th Quintile,Yes,0.14748,53,363,0.11095,0.18400
1998,Bavaria,5th Quintile,No,0.73376,310,363,0.68823,0.77929
1998,Berlin,1st Quintile,No,0.68898,69,69,0.57895,0.79900
1998,Berlin,2nd Quintile,No,0.66150,66,66,0.54647,0.77654
1998,Berlin,3rd Quintile,No,0.80948,94,94,0.72966,0.88929
1998,Berlin,4th Quintile,No,0.72756,90,90,0.63506,0.82006
1998,Berlin,5th Quintile,No,0.83409,91,91,0.75724,0.91095
1998,Brandenburg,1st Quintile,No,0.66889,81,81,0.56577,0.77202
1998,Brandenburg,2nd Quintile,No,0.67038,128,128,0.58862,0.75213
1998,Brandenburg,3rd Quintile,No,0.72899,124,124,0.65043,0.80754
1998,Brandenburg,4th Quintile,No,0.72650,89,89,0.63336,0.81963
1998,Brandenburg,5th Quintile,No,0.76786,72,72,0.66965,0.86607
1998,Mecklenburg-Western Pomerania,1st Quintile,No,0.66297,51,51,0.53194,0.79399
1998,Mecklenburg-Western Pomerania,2nd Quintile,No,0.71477,80,80,0.61520,0.81434
1998,Mecklenburg-Western Pomerania,3rd Quintile,No,0.69166,70,70,0.58269,0.80063
1998,Mecklenburg-Western Pomerania,4th Quintile,No,0.78435,77,77,0.69188,0.87681
1998,Mecklenburg-Western Pomerania,5th Quintile,No,0.84311,44,44,0.73440,0.95182
1998,Saxony,1st Quintile,No,0.68825,167,167,0.61778,0.75871
1998,Saxony,2nd Quintile,No,0.75169,257,257,0.69877,0.80462
1998,Saxony,3rd Quintile,Yes,0.14029,34,305,0.10125,0.17933
1998,Saxony,3rd Quintile,No,0.69624,271,305,0.64454,0.74794
1998,Saxony,4th Quintile,No,0.80840,179,179,0.75058,0.86622
1998,Saxony,5th Quintile,No,0.74782,83,83,0.65383,0.84182
1998,Saxony-Anhalt,1st Quintile,No,0.68592,109,109,0.59838,0.77346
1998,Saxony-Anhalt,2nd Quintile,No,0.69677,109,109,0.61008,0.78346
1998,Saxony-Anhalt,3rd Quintile,No,0.77300,153,153,0.70640,0.83959
1998,Saxony-Anhalt,4th Quintile,No,0.77549,106,106,0.69567,0.85530
1998,Saxony-Anhalt,5th Quintile,No,0.78471,62,62,0.68156,0.88786
1998,Thuringa,1st Quintile,No,0.59789,111,111,0.50626,0.68952
1998,Thuringa,2nd Quintile,No,0.64996,128,128,0.56700,0.73292
1998,Thuringa,3rd Quintile,No,0.76933,132,132,0.69719,0.84147
1998,Thuringa,4th Quintile,No,0.74695,136,136,0.67361,0.82029
1998,Thuringa,5th Quintile,No,0.71395,63,63,0.60146,0.82644
1999,Schleswig-Holstein,1st Quintile,No,0.55393,33,33,0.38170,0.72616
1999,Schleswig-Holstein,2nd Quintile,No,0.77135,63,63,0.66681,0.87589
1999,Schleswig-Holstein,3rd Quintile,No,0.58578,47,47,0.44343,0.72814
1999,Schleswig-Holstein,4th Quintile,No,0.72111,61,61,0.60763,0.83458
1999,Schleswig-Holstein,5th Quintile,No,0.92250,86,86,0.86565,0.97934
1999,Hamburg,4th Quintile,No,0.82487,40,40,0.70558,0.94416
1999,Lower Saxony,1st Quintile,No,0.63020,177,177,0.55888,0.70152
1999,Lower Saxony,2nd Quintile,Yes,0.12230,33,221,0.07900,0.16559
1999,Lower Saxony,2nd Quintile,No,0.64909,188,221,0.58603,0.71216
1999,Lower Saxony,3rd Quintile,No,0.75120,219,219,0.69381,0.80859
1999,Lower Saxony,4th Quintile,Yes,0.11911,32,236,0.07769,0.16052
1999,Lower Saxony,4th Quintile,No,0.76973,204,236,0.71591,0.82356
1999,Lower Saxony,5th Quintile,Yes,0.10670,32,267,0.06960,0.14381
1999,Lower Saxony,5th Quintile,No,0.77628,235,267,0.72620,0.82636
1999,North Rhine-Westphalia,1st Quintile,Yes,0.13235,76,540,0.10374,0.16096
1999,North Rhine-Westphalia,1st Quintile,No,0.62990,464,540,0.58914,0.67066
1999,North Rhine-Westphalia,2nd Quintile,Yes,0.09965,71,549,0.07457,0.12473
1999,North Rhine-Westphalia,2nd Quintile,No,0.67868,478,549,0.63958,0.71778
1999,North Rhine-Westphalia,3rd Quintile,Yes,0.14356,62,449,0.11109,0.17603
1999,North Rhine-Westphalia,3rd Quintile,No,0.66054,387,449,0.61669,0.70439
1999,North Rhine-Westphalia,4th Quintile,Yes,0.11102,63,546,0.08464,0.13740
1999,North Rhine-Westphalia,4th Quintile,No,0.73423,483,546,0.69714,0.77131
1999,North Rhine-Westphalia,5th Quintile,Yes,0.10043,62,606,0.07648,0.12438
1999,North Rhine-Westphalia,5th Quintile,No,0.79655,544,606,0.76447,0.82863
1999,Hesse,1st Quintile,No,0.68843,147,147,0.61331,0.76356
1999,Hesse,2nd Quintile,No,0.68672,148,148,0.61174,0.76170
1999,Hesse,3rd Quintile,No,0.69798,142,142,0.62220,0.77377
1999,Hesse,4th Quintile,No,0.74952,165,165,0.68321,0.81584
1999,Hesse,5th Quintile,No,0.82352,188,188,0.76888,0.87816
1999,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.63399,119,119,0.54707,0.72090
1999,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.65247,134,134,0.57154,0.73340
1999,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.72308,139,139,0.64842,0.79774
1999,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.78216,150,150,0.71588,0.84844
1999,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.84389,128,128,0.78076,0.90701
1999,Baden-Wuerttemberg,1st Quintile,Yes,0.06833,32,324,0.04081,0.09584
1999,Baden-Wuerttemberg,1st Quintile,No,0.66098,292,324,0.60936,0.71261
1999,Baden-Wuerttemberg,2nd Quintile,Yes,0.09772,45,336,0.06592,0.12952
1999,Baden-Wuerttemberg,2nd Quintile,No,0.65921,291,336,0.60845,0.70996
1999,Baden-Wuerttemberg,3rd Quintile,Yes,0.10509,48,379,0.07417,0.13600
1999,Baden-Wuerttemberg,3rd Quintile,No,0.72115,331,379,0.67594,0.76636
1999,Baden-Wuerttemberg,4th Quintile,Yes,0.10170,42,345,0.06976,0.13365
1999,Baden-Wuerttemberg,4th Quintile,No,0.73735,303,345,0.69085,0.78386
1999,Baden-Wuerttemberg,5th Quintile,Yes,0.11532,35,343,0.08147,0.14917
1999,Baden-Wuerttemberg,5th Quintile,No,0.75948,308,343,0.71419,0.80478
1999,Bavaria,1st Quintile,Yes,0.13317,40,256,0.09147,0.17487
1999,Bavaria,1st Quintile,No,0.59426,216,256,0.53399,0.65453
1999,Bavaria,2nd Quintile,No,0.70500,246,246,0.64789,0.76210
1999,Bavaria,3rd Quintile,Yes,0.12559,52,366,0.09159,0.15958
1999,Bavaria,3rd Quintile,No,0.67807,314,366,0.63014,0.72600
1999,Bavaria,4th Quintile,Yes,0.11116,55,460,0.08240,0.13991
1999,Bavaria,4th Quintile,No,0.75831,405,460,0.71915,0.79748
1999,Bavaria,5th Quintile,Yes,0.09526,37,436,0.06767,0.12285
1999,Bavaria,5th Quintile,No,0.79550,399,436,0.75759,0.83340
1999,Berlin,1st Quintile,No,0.60534,89,89,0.50321,0.70746
1999,Berlin,2nd Quintile,No,0.77938,65,65,0.67779,0.88097
1999,Berlin,3rd Quintile,No,0.77292,99,99,0.68997,0.85587
1999,Berlin,4th Quintile,No,0.74609,115,115,0.66619,0.82599
1999,Berlin,5th Quintile,No,0.75965,90,90,0.67088,0.84843
1999,Brandenburg,1st Quintile,No,0.62257,95,95,0.52457,0.72056
1999,Brandenburg,2nd Quintile,No,0.72817,142,142,0.65473,0.80161
1999,Brandenburg,3rd Quintile,No,0.67860,128,128,0.59737,0.75982
1999,Brandenburg,4th Quintile,No,0.75711,80,80,0.66255,0.85167
1999,Brandenburg,5th Quintile,No,0.83268,63,63,0.73977,0.92559
1999,Mecklenburg-Western Pomerania,1st Quintile,No,0.60465,75,75,0.49325,0.71605
1999,Mecklenburg-Western Pomerania,2nd Quintile,No,0.70583,94,94,0.61322,0.79844
1999,Mecklenburg-Western Pomerania,3rd Quintile,No,0.78987,72,72,0.69510,0.88463
1999,Mecklenburg-Western Pomerania,4th Quintile,No,0.80187,42,42,0.67987,0.92388
1999,Mecklenburg-Western Pomerania,5th Quintile,No,0.89278,66,66,0.81757,0.96800
1999,Saxony,1st Quintile,Yes,0.13659,35,240,0.09305,0.18013
1999,Saxony,1st Quintile,No,0.64754,205,240,0.58698,0.70811
1999,Saxony,2nd Quintile,Yes,0.09209,35,354,0.06193,0.12226
1999,Saxony,2nd Quintile,No,0.75377,319,354,0.70883,0.79871
1999,Saxony,3rd Quintile,No,0.75455,245,245,0.70055,0.80855
1999,Saxony,4th Quintile,No,0.83232,181,181,0.77774,0.88689
1999,Saxony,5th Quintile,No,0.79124,75,75,0.69864,0.88384
1999,Saxony-Anhalt,1st Quintile,No,0.71018,135,135,0.63336,0.78699
1999,Saxony-Anhalt,2nd Quintile,No,0.74414,145,145,0.67288,0.81541
1999,Saxony-Anhalt,3rd Quintile,No,0.80611,154,154,0.74347,0.86876
1999,Saxony-Anhalt,4th Quintile,No,0.76783,115,115,0.69033,0.84534
1999,Saxony-Anhalt,5th Quintile,No,0.82357,52,52,0.71895,0.92819
1999,Thuringa,1st Quintile,No,0.60394,142,142,0.52321,0.68467
1999,Thuringa,2nd Quintile,Yes,0.19770,40,189,0.14077,0.25464
1999,Thuringa,2nd Quintile,No,0.63570,149,189,0.56691,0.70449
1999,Thuringa,3rd Quintile,No,0.73283,165,165,0.66511,0.80055
1999,Thuringa,4th Quintile,No,0.73158,85,85,0.63681,0.82634
1999,Thuringa,5th Quintile,No,0.90661,69,69,0.83744,0.97577
2000,Schleswig-Holstein,1st Quintile,No,0.58310,37,37,0.42204,0.74416
2000,Schleswig-Holstein,2nd Quintile,No,0.57496,39,39,0.41778,0.73214
2000,Schleswig-Holstein,3rd Quintile,No,0.71281,64,64,0.60108,0.82454
2000,Schleswig-Holstein,4th Quintile,No,0.80508,53,53,0.69740,0.91275
2000,Schleswig-Holstein,5th Quintile,No,0.79483,80,80,0.70578,0.88388
2000,Hamburg,5th Quintile,No,0.85880,35,35,0.74175,0.97586
2000,Lower Saxony,1st Quintile,Yes,0.15360,33,191,0.10233,0.20486
2000,Lower Saxony,1st Quintile,No,0.57766,158,191,0.50742,0.64789
2000,Lower Saxony,2nd Quintile,No,0.66987,172,172,0.59939,0.74036
2000,Lower Saxony,3rd Quintile,No,0.71404,227,227,0.65512,0.77295
2000,Lower Saxony,4th Quintile,No,0.76317,214,214,0.70608,0.82027
2000,Lower Saxony,5th Quintile,No,0.77187,222,222,0.71654,0.82719
2000,North Rhine-Westphalia,1st Quintile,Yes,0.10880,66,497,0.08140,0.13621
2000,North Rhine-Westphalia,1st Quintile,No,0.66126,431,497,0.61960,0.70291
2000,North Rhine-Westphalia,2nd Quintile,Yes,0.06796,47,531,0.04654,0.08939
2000,North Rhine-Westphalia,2nd Quintile,No,0.70362,484,531,0.66474,0.74249
2000,North Rhine-Westphalia,3rd Quintile,Yes,0.09668,54,454,0.06947,0.12390
2000,North Rhine-Westphalia,3rd Quintile,No,0.69351,400,454,0.65105,0.73596
2000,North Rhine-Westphalia,4th Quintile,Yes,0.08844,56,527,0.06418,0.11271
2000,North Rhine-Westphalia,4th Quintile,No,0.76072,471,527,0.72426,0.79718
2000,North Rhine-Westphalia,5th Quintile,Yes,0.09187,53,611,0.06894,0.11479
2000,North Rhine-Westphalia,5th Quintile,No,0.81526,558,611,0.78447,0.84606
2000,Hesse,1st Quintile,No,0.58343,134,134,0.49965,0.66722
2000,Hesse,2nd Quintile,No,0.67366,144,144,0.59681,0.75051
2000,Hesse,3rd Quintile,No,0.78493,139,139,0.71638,0.85348
2000,Hesse,4th Quintile,No,0.77972,181,181,0.71918,0.84026
2000,Hesse,5th Quintile,No,0.80216,157,157,0.73964,0.86467
2000,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.64575,132,132,0.56385,0.72766
2000,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.67525,142,142,0.59796,0.75255
2000,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.68838,101,101,0.59761,0.77916
2000,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.73678,146,146,0.66510,0.80846
2000,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.79162,131,131,0.72180,0.86144
2000,Baden-Wuerttemberg,1st Quintile,Yes,0.09759,41,343,0.06614,0.12904
2000,Baden-Wuerttemberg,1st Quintile,No,0.62875,302,343,0.57754,0.67995
2000,Baden-Wuerttemberg,2nd Quintile,Yes,0.12324,50,347,0.08860,0.15787
2000,Baden-Wuerttemberg,2nd Quintile,No,0.61781,297,347,0.56661,0.66901
2000,Baden-Wuerttemberg,3rd Quintile,Yes,0.14100,49,306,0.10194,0.18006
2000,Baden-Wuerttemberg,3rd Quintile,No,0.66813,257,306,0.61528,0.72097
2000,Baden-Wuerttemberg,4th Quintile,Yes,0.08963,42,339,0.05917,0.12008
2000,Baden-Wuerttemberg,4th Quintile,No,0.71429,297,339,0.66613,0.76246
2000,Baden-Wuerttemberg,5th Quintile,Yes,0.09449,38,344,0.06353,0.12544
2000,Baden-Wuerttemberg,5th Quintile,No,0.77331,306,344,0.72900,0.81762
2000,Bavaria,1st Quintile,Yes,0.09862,34,265,0.06265,0.13459
2000,Bavaria,1st Quintile,No,0.70510,231,265,0.65009,0.76010
2000,Bavaria,2nd Quintile,Yes,0.11664,40,291,0.07970,0.15359
2000,Bavaria,2nd Quintile,No,0.65375,251,291,0.59899,0.70851
2000,Bavaria,3rd Quintile,Yes,0.11870,48,339,0.08422,0.15318
2000,Bavaria,3rd Quintile,No,0.66650,291,339,0.61623,0.71676
2000,Bavaria,4th Quintile,Yes,0.08307,41,397,0.05588,0.11025
2000,Bavaria,4th Quintile,No,0.78754,356,397,0.74726,0.82783
2000,Bavaria,5th Quintile,Yes,0.08868,46,450,0.06238,0.11497
2000,Bavaria,5th Quintile,No,0.80375,404,450,0.76701,0.84048
2000,Berlin,1st Quintile,No,0.65644,93,93,0.55940,0.75348
2000,Berlin,2nd Quintile,No,0.70285,72,72,0.59655,0.80916
2000,Berlin,3rd Quintile,No,0.74104,79,79,0.64382,0.83826
2000,Berlin,4th Quintile,No,0.73737,94,94,0.64793,0.82681
2000,Berlin,5th Quintile,No,0.82728,92,92,0.74961,0.90494
2000,Brandenburg,1st Quintile,No,0.65698,117,117,0.57059,0.74337
2000,Brandenburg,2nd Quintile,No,0.71053,117,117,0.62800,0.79307
2000,Brandenburg,3rd Quintile,No,0.73961,122,122,0.66141,0.81780
2000,Brandenburg,4th Quintile,No,0.83512,104,104,0.76345,0.90678
2000,Brandenburg,5th Quintile,No,0.82740,53,53,0.72469,0.93012
2000,Mecklenburg-Western Pomerania,1st Quintile,No,0.63895,69,69,0.52479,0.75311
2000,Mecklenburg-Western Pomerania,2nd Quintile,No,0.75259,101,101,0.66802,0.83717
2000,Mecklenburg-Western Pomerania,3rd Quintile,No,0.74381,74,74,0.64367,0.84395
2000,Mecklenburg-Western Pomerania,4th Quintile,No,0.80080,54,54,0.69327,0.90833
2000,Mecklenburg-Western Pomerania,5th Quintile,No,0.85917,45,45,0.75639,0.96195
2000,Saxony,1st Quintile,No,0.72276,221,221,0.66360,0.78191
2000,Saxony,2nd Quintile,No,0.74269,283,283,0.69166,0.79371
2000,Saxony,3rd Quintile,Yes,0.11222,33,309,0.07697,0.14747
2000,Saxony,3rd Quintile,No,0.75027,276,309,0.70193,0.79861
2000,Saxony,4th Quintile,No,0.78413,170,170,0.72210,0.84616
2000,Saxony,5th Quintile,No,0.78444,72,72,0.68879,0.88010
2000,Saxony-Anhalt,1st Quintile,No,0.74180,133,133,0.66714,0.81646
2000,Saxony-Anhalt,2nd Quintile,No,0.73906,133,133,0.66415,0.81398
2000,Saxony-Anhalt,3rd Quintile,No,0.75881,141,141,0.68794,0.82967
2000,Saxony-Anhalt,4th Quintile,No,0.76665,111,111,0.68760,0.84569
2000,Saxony-Anhalt,5th Quintile,No,0.85985,70,70,0.77794,0.94176
2000,Thuringa,1st Quintile,No,0.67594,145,145,0.59949,0.75238
2000,Thuringa,2nd Quintile,No,0.72864,137,137,0.65390,0.80337
2000,Thuringa,3rd Quintile,No,0.73501,176,176,0.66962,0.80040
2000,Thuringa,4th Quintile,No,0.73767,110,110,0.65508,0.82025
2000,Thuringa,5th Quintile,No,0.60009,44,44,0.45366,0.74651
2001,Schleswig-Holstein,1st Quintile,No,0.65293,85,85,0.55113,0.75474
2001,Schleswig-Holstein,2nd Quintile,No,0.71189,114,114,0.62839,0.79539
2001,Schleswig-Holstein,3rd Quintile,No,0.71550,98,98,0.62571,0.80529
2001,Schleswig-Holstein,4th Quintile,No,0.77351,127,127,0.70043,0.84660
2001,Schleswig-Holstein,5th Quintile,No,0.81856,160,160,0.75866,0.87847
2001,Hamburg,1st Quintile,No,0.73199,40,40,0.59297,0.87100
2001,Hamburg,2nd Quintile,No,0.57589,32,32,0.40191,0.74986
2001,Hamburg,3rd Quintile,No,0.69095,36,36,0.53785,0.84404
2001,Hamburg,4th Quintile,No,0.70908,40,40,0.56654,0.85163
2001,Hamburg,5th Quintile,No,0.79623,79,79,0.70684,0.88563
2001,Lower Saxony,1st Quintile,Yes,0.13191,49,302,0.09368,0.17013
2001,Lower Saxony,1st Quintile,No,0.60248,253,302,0.54719,0.65776
2001,Lower Saxony,2nd Quintile,Yes,0.10016,44,314,0.06690,0.13342
2001,Lower Saxony,2nd Quintile,No,0.66497,270,314,0.61268,0.71726
2001,Lower Saxony,3rd Quintile,Yes,0.11838,55,392,0.08636,0.15041
2001,Lower Saxony,3rd Quintile,No,0.70408,337,392,0.65884,0.74933
2001,Lower Saxony,4th Quintile,Yes,0.10244,55,429,0.07371,0.13116
2001,Lower Saxony,4th Quintile,No,0.72745,374,429,0.68527,0.76964
2001,Lower Saxony,5th Quintile,Yes,0.11520,49,413,0.08437,0.14602
2001,Lower Saxony,5th Quintile,No,0.77944,364,413,0.73940,0.81948
2001,Bremen,4th Quintile,No,0.78543,38,38,0.65315,0.91771
2001,North Rhine-Westphalia,1st Quintile,Yes,0.09711,112,818,0.07680,0.11741
2001,North Rhine-Westphalia,1st Quintile,No,0.67503,706,818,0.64291,0.70714
2001,North Rhine-Westphalia,2nd Quintile,Yes,0.09370,99,844,0.07403,0.11337
2001,North Rhine-Westphalia,2nd Quintile,No,0.68726,745,844,0.65596,0.71855
2001,North Rhine-Westphalia,3rd Quintile,Yes,0.10190,113,913,0.08227,0.12153
2001,North Rhine-Westphalia,3rd Quintile,No,0.70833,800,913,0.67883,0.73783
2001,North Rhine-Westphalia,4th Quintile,Yes,0.09668,103,973,0.07810,0.11526
2001,North Rhine-Westphalia,4th Quintile,No,0.75377,870,973,0.72669,0.78086
2001,North Rhine-Westphalia,5th Quintile,Yes,0.10272,114,1080,0.08460,0.12083
2001,North Rhine-Westphalia,5th Quintile,No,0.79893,966,1080,0.77501,0.82284
2001,Hesse,1st Quintile,Yes,0.12108,43,243,0.07998,0.16219
2001,Hesse,1st Quintile,No,0.61060,200,243,0.54916,0.67204
2001,Hesse,2nd Quintile,Yes,0.11902,34,263,0.07981,0.15823
2001,Hesse,2nd Quintile,No,0.64421,229,263,0.58623,0.70218
2001,Hesse,3rd Quintile,Yes,0.11750,42,313,0.08177,0.15323
2001,Hesse,3rd Quintile,No,0.70761,271,313,0.65714,0.75808
2001,Hesse,4th Quintile,No,0.78191,230,230,0.72842,0.83540
2001,Hesse,5th Quintile,Yes,0.08148,38,403,0.05474,0.10822
2001,Hesse,5th Quintile,No,0.80346,365,403,0.76462,0.84231
2001,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.10569,37,244,0.06703,0.14435
2001,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.60645,207,244,0.54503,0.66788
2001,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.64625,243,243,0.58601,0.70649
2001,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.12481,34,249,0.08368,0.16594
2001,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.67976,215,249,0.62169,0.73783
2001,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.12112,45,348,0.08679,0.15545
2001,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.73897,303,348,0.69276,0.78518
2001,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.14705,34,238,0.10196,0.19214
2001,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.74694,204,238,0.69159,0.80230
2001,Baden-Wuerttemberg,1st Quintile,Yes,0.09821,48,399,0.06897,0.12745
2001,Baden-Wuerttemberg,1st Quintile,No,0.62486,351,399,0.57729,0.67242
2001,Baden-Wuerttemberg,2nd Quintile,Yes,0.10995,61,474,0.08176,0.13814
2001,Baden-Wuerttemberg,2nd Quintile,No,0.61637,413,474,0.57255,0.66019
2001,Baden-Wuerttemberg,3rd Quintile,Yes,0.09676,71,525,0.07145,0.12207
2001,Baden-Wuerttemberg,3rd Quintile,No,0.71870,454,525,0.68020,0.75719
2001,Baden-Wuerttemberg,4th Quintile,Yes,0.10364,66,575,0.07871,0.12858
2001,Baden-Wuerttemberg,4th Quintile,No,0.72017,509,575,0.68344,0.75689
2001,Baden-Wuerttemberg,5th Quintile,Yes,0.08500,56,618,0.06300,0.10701
2001,Baden-Wuerttemberg,5th Quintile,No,0.79294,562,618,0.76096,0.82491
2001,Bavaria,1st Quintile,Yes,0.12964,69,416,0.09732,0.16196
2001,Bavaria,1st Quintile,No,0.69165,347,416,0.64722,0.73608
2001,Bavaria,2nd Quintile,Yes,0.07815,54,518,0.05501,0.10128
2001,Bavaria,2nd Quintile,No,0.71132,464,518,0.67226,0.75038
2001,Bavaria,3rd Quintile,Yes,0.10253,65,586,0.07794,0.12711
2001,Bavaria,3rd Quintile,No,0.69728,521,586,0.66005,0.73451
2001,Bavaria,4th Quintile,Yes,0.09189,80,740,0.07106,0.11271
2001,Bavaria,4th Quintile,No,0.76259,660,740,0.73191,0.79327
2001,Bavaria,5th Quintile,Yes,0.11486,97,767,0.09228,0.13745
2001,Bavaria,5th Quintile,No,0.78375,670,767,0.75459,0.81290
2001,Berlin,1st Quintile,No,0.67541,167,167,0.60418,0.74664
2001,Berlin,2nd Quintile,No,0.65790,111,111,0.56924,0.74655
2001,Berlin,3rd Quintile,No,0.79033,128,128,0.71953,0.86113
2001,Berlin,4th Quintile,No,0.78659,162,162,0.72331,0.84988
2001,Berlin,5th Quintile,No,0.82722,144,144,0.76526,0.88919
2001,Brandenburg,1st Quintile,No,0.72558,163,163,0.65687,0.79430
2001,Brandenburg,2nd Quintile,No,0.76587,211,211,0.70860,0.82314
2001,Brandenburg,3rd Quintile,No,0.76561,203,203,0.70719,0.82403
2001,Brandenburg,4th Quintile,No,0.76801,154,154,0.70113,0.83490
2001,Brandenburg,5th Quintile,No,0.82962,114,114,0.76030,0.89894
2001,Mecklenburg-Western Pomerania,1st Quintile,No,0.64760,104,104,0.55534,0.73986
2001,Mecklenburg-Western Pomerania,2nd Quintile,No,0.76208,124,124,0.68683,0.83733
2001,Mecklenburg-Western Pomerania,3rd Quintile,No,0.72369,90,90,0.63078,0.81659
2001,Mecklenburg-Western Pomerania,4th Quintile,No,0.76365,57,57,0.65238,0.87492
2001,Mecklenburg-Western Pomerania,5th Quintile,No,0.87507,69,69,0.79648,0.95366
2001,Saxony,1st Quintile,Yes,0.11822,55,377,0.08558,0.15085
2001,Saxony,1st Quintile,No,0.68763,322,377,0.64078,0.73447
2001,Saxony,2nd Quintile,Yes,0.09597,53,459,0.06899,0.12295
2001,Saxony,2nd Quintile,No,0.73935,406,459,0.69915,0.77955
2001,Saxony,3rd Quintile,Yes,0.09226,40,390,0.06350,0.12102
2001,Saxony,3rd Quintile,No,0.77769,350,390,0.73637,0.81901
2001,Saxony,4th Quintile,No,0.80643,232,232,0.75548,0.85738
2001,Saxony,5th Quintile,No,0.75879,138,138,0.68715,0.83043
2001,Saxony-Anhalt,1st Quintile,No,0.68551,163,163,0.61401,0.75701
2001,Saxony-Anhalt,2nd Quintile,Yes,0.15138,44,252,0.10704,0.19572
2001,Saxony-Anhalt,2nd Quintile,No,0.73453,208,252,0.67990,0.78916
2001,Saxony-Anhalt,3rd Quintile,Yes,0.12204,31,249,0.08130,0.16278
2001,Saxony-Anhalt,3rd Quintile,No,0.78351,218,249,0.73226,0.83477
2001,Saxony-Anhalt,4th Quintile,No,0.79901,177,177,0.73980,0.85821
2001,Saxony-Anhalt,5th Quintile,No,0.83591,100,100,0.76296,0.90887
2001,Thuringa,1st Quintile,No,0.67557,186,186,0.60811,0.74304
2001,Thuringa,2nd Quintile,No,0.79877,218,218,0.74542,0.85211
2001,Thuringa,3rd Quintile,Yes,0.14880,36,248,0.10441,0.19318
2001,Thuringa,3rd Quintile,No,0.74322,212,248,0.68874,0.79770
2001,Thuringa,4th Quintile,No,0.81159,158,158,0.75042,0.87276
2001,Thuringa,5th Quintile,No,0.86591,84,84,0.79261,0.93922
2002,Schleswig-Holstein,1st Quintile,No,0.66103,84,84,0.55919,0.76286
2002,Schleswig-Holstein,2nd Quintile,No,0.66326,95,95,0.56772,0.75880
2002,Schleswig-Holstein,3rd Quintile,No,0.74804,107,107,0.66539,0.83069
2002,Schleswig-Holstein,4th Quintile,No,0.77071,102,102,0.68872,0.85269
2002,Schleswig-Holstein,5th Quintile,No,0.84337,179,179,0.78998,0.89676
2002,Hamburg,1st Quintile,No,0.78432,44,44,0.66139,0.90726
2002,Hamburg,3rd Quintile,No,0.69045,36,36,0.53729,0.84361
2002,Hamburg,4th Quintile,No,0.76480,52,52,0.64839,0.88120
2002,Hamburg,5th Quintile,No,0.80076,71,71,0.70719,0.89433
2002,Lower Saxony,1st Quintile,Yes,0.09906,35,289,0.06455,0.13356
2002,Lower Saxony,1st Quintile,No,0.62605,254,289,0.57017,0.68193
2002,Lower Saxony,2nd Quintile,Yes,0.10504,42,298,0.07017,0.13991
2002,Lower Saxony,2nd Quintile,No,0.66509,256,298,0.61141,0.71877
2002,Lower Saxony,3rd Quintile,Yes,0.12768,44,334,0.09184,0.16353
2002,Lower Saxony,3rd Quintile,No,0.72470,290,334,0.67672,0.77267
2002,Lower Saxony,4th Quintile,Yes,0.09927,42,406,0.07015,0.12840
2002,Lower Saxony,4th Quintile,No,0.73030,364,406,0.68708,0.77353
2002,Lower Saxony,5th Quintile,Yes,0.11476,57,476,0.08610,0.14343
2002,Lower Saxony,5th Quintile,No,0.79834,419,476,0.76225,0.83442
2002,North Rhine-Westphalia,1st Quintile,Yes,0.09634,91,694,0.07437,0.11830
2002,North Rhine-Westphalia,1st Quintile,No,0.68170,603,694,0.64702,0.71638
2002,North Rhine-Westphalia,2nd Quintile,Yes,0.11598,103,813,0.09396,0.13801
2002,North Rhine-Westphalia,2nd Quintile,No,0.68257,710,813,0.65055,0.71459
2002,North Rhine-Westphalia,3rd Quintile,Yes,0.10878,111,825,0.08752,0.13004
2002,North Rhine-Westphalia,3rd Quintile,No,0.69263,714,825,0.66112,0.72413
2002,North Rhine-Westphalia,4th Quintile,Yes,0.09119,99,848,0.07181,0.11058
2002,North Rhine-Westphalia,4th Quintile,No,0.77763,749,848,0.74963,0.80564
2002,North Rhine-Westphalia,5th Quintile,Yes,0.09717,115,1175,0.08023,0.11412
2002,North Rhine-Westphalia,5th Quintile,No,0.81240,1060,1175,0.79006,0.83473
2002,Hesse,1st Quintile,Yes,0.09459,34,232,0.05685,0.13233
