year,bula_h,quintil_oecd,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,Hesse,5th Quintile,No,0.81404,190,190,0.75857,0.86951
1989,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.70801,119,119,0.62597,0.79004
1989,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.74094,160,160,0.67284,0.80904
1989,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.72361,125,125,0.64490,0.80233
1989,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.83941,117,117,0.77260,0.90622
1989,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.89329,87,87,0.82804,0.95855
1989,Baden-Wuerttemberg,1st Quintile,Yes,0.10620,35,316,0.07218,0.14023
1989,Baden-Wuerttemberg,1st Quintile,No,0.66247,281,316,0.61025,0.71469
1989,Baden-Wuerttemberg,2nd Quintile,Yes,0.10898,49,391,0.07805,0.13991
1989,Baden-Wuerttemberg,2nd Quintile,No,0.62896,342,391,0.58101,0.67690
1989,Baden-Wuerttemberg,3rd Quintile,Yes,0.09876,45,356,0.06772,0.12979
1989,Baden-Wuerttemberg,3rd Quintile,No,0.70766,311,356,0.66034,0.75497
1989,Baden-Wuerttemberg,4th Quintile,Yes,0.11491,54,424,0.08452,0.14530
1989,Baden-Wuerttemberg,4th Quintile,No,0.77099,370,424,0.73094,0.81103
1989,Baden-Wuerttemberg,5th Quintile,Yes,0.09769,34,321,0.06516,0.13022
1989,Baden-Wuerttemberg,5th Quintile,No,0.79757,287,321,0.75354,0.84159
1989,Bavaria,1st Quintile,No,0.66982,223,223,0.60795,0.73168
1989,Bavaria,2nd Quintile,Yes,0.12439,44,343,0.08941,0.15937
1989,Bavaria,2nd Quintile,No,0.66646,299,343,0.61649,0.71643
1989,Bavaria,3rd Quintile,Yes,0.11565,41,302,0.07952,0.15178
1989,Bavaria,3rd Quintile,No,0.65367,261,302,0.59992,0.70742
1989,Bavaria,4th Quintile,Yes,0.09732,40,352,0.06631,0.12833
1989,Bavaria,4th Quintile,No,0.78797,312,352,0.74521,0.83074
1989,Bavaria,5th Quintile,No,0.86004,336,336,0.82289,0.89719
1989,Berlin,1st Quintile,No,0.66051,53,53,0.53181,0.78922
1989,Berlin,2nd Quintile,No,0.70876,58,58,0.59082,0.82671
1989,Berlin,3rd Quintile,No,0.84454,52,52,0.74510,0.94399
1989,Berlin,4th Quintile,No,0.75631,70,70,0.65501,0.85761
1989,Berlin,5th Quintile,No,0.89493,63,63,0.81860,0.97126
1991,Schleswig-Holstein,1st Quintile,No,0.57894,50,50,0.44070,0.71719
1991,Schleswig-Holstein,2nd Quintile,No,0.61228,57,57,0.48466,0.73989
1991,Schleswig-Holstein,3rd Quintile,No,0.75839,60,60,0.64917,0.86762
1991,Schleswig-Holstein,4th Quintile,No,0.67236,45,45,0.53368,0.81105
1991,Schleswig-Holstein,5th Quintile,No,0.77759,39,39,0.64537,0.90982
1991,Hamburg,3rd Quintile,No,0.64339,31,31,0.47198,0.81480
1991,Hamburg,5th Quintile,No,0.96445,36,36,0.90311,1.02580
1991,Lower Saxony,1st Quintile,No,0.66490,181,181,0.59595,0.73386
1991,Lower Saxony,2nd Quintile,No,0.71413,167,167,0.64540,0.78287
1991,Lower Saxony,3rd Quintile,No,0.75500,154,154,0.68685,0.82315
1991,Lower Saxony,4th Quintile,No,0.80936,179,179,0.75165,0.86707
1991,Lower Saxony,5th Quintile,No,0.77799,176,176,0.71642,0.83957
1991,North Rhine-Westphalia,1st Quintile,Yes,0.14245,82,543,0.11302,0.17187
1991,North Rhine-Westphalia,1st Quintile,No,0.62604,461,543,0.58530,0.66677
1991,North Rhine-Westphalia,2nd Quintile,Yes,0.10949,75,588,0.08423,0.13475
1991,North Rhine-Westphalia,2nd Quintile,No,0.67365,513,588,0.63572,0.71158
1991,North Rhine-Westphalia,3rd Quintile,Yes,0.10423,54,446,0.07584,0.13263
1991,North Rhine-Westphalia,3rd Quintile,No,0.70128,392,446,0.65875,0.74380
1991,North Rhine-Westphalia,4th Quintile,Yes,0.11433,59,482,0.08589,0.14277
1991,North Rhine-Westphalia,4th Quintile,No,0.74330,423,482,0.70427,0.78234
1991,North Rhine-Westphalia,5th Quintile,Yes,0.10865,57,476,0.08066,0.13663
1991,North Rhine-Westphalia,5th Quintile,No,0.78435,419,476,0.74737,0.82134
1991,Hesse,1st Quintile,No,0.66887,157,157,0.59502,0.74273
1991,Hesse,2nd Quintile,No,0.68326,168,168,0.61270,0.75381
1991,Hesse,3rd Quintile,Yes,0.13926,32,193,0.09029,0.18823
1991,Hesse,3rd Quintile,No,0.63594,161,193,0.56788,0.70400
1991,Hesse,4th Quintile,No,0.83577,178,178,0.78119,0.89035
1991,Hesse,5th Quintile,No,0.83573,185,185,0.78220,0.88927
1991,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.19973,32,156,0.13679,0.26267
1991,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.55539,124,156,0.47716,0.63362
1991,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.68983,101,101,0.59916,0.78049
1991,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.74730,140,140,0.67506,0.81955
1991,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.85297,120,120,0.78935,0.91660
1991,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.82287,86,86,0.74171,0.90403
1991,Baden-Wuerttemberg,1st Quintile,Yes,0.11280,43,314,0.07775,0.14785
1991,Baden-Wuerttemberg,1st Quintile,No,0.65713,271,314,0.60455,0.70972
1991,Baden-Wuerttemberg,2nd Quintile,Yes,0.09682,53,362,0.06632,0.12733
1991,Baden-Wuerttemberg,2nd Quintile,No,0.63482,309,362,0.58515,0.68449
1991,Baden-Wuerttemberg,3rd Quintile,Yes,0.09945,45,366,0.06875,0.13015
1991,Baden-Wuerttemberg,3rd Quintile,No,0.68463,321,366,0.63696,0.73230
1991,Baden-Wuerttemberg,4th Quintile,Yes,0.07066,34,383,0.04496,0.09636
1991,Baden-Wuerttemberg,4th Quintile,No,0.77095,349,383,0.72881,0.81309
1991,Baden-Wuerttemberg,5th Quintile,Yes,0.12654,46,360,0.09215,0.16093
1991,Baden-Wuerttemberg,5th Quintile,No,0.77183,314,360,0.72842,0.81524
1991,Bavaria,1st Quintile,Yes,0.18678,50,249,0.13827,0.23528
1991,Bavaria,1st Quintile,No,0.58011,199,249,0.51868,0.64153
1991,Bavaria,2nd Quintile,No,0.69019,254,254,0.63321,0.74717
1991,Bavaria,3rd Quintile,Yes,0.11130,41,348,0.07820,0.14439
1991,Bavaria,3rd Quintile,No,0.69677,307,348,0.64841,0.74514
1991,Bavaria,4th Quintile,Yes,0.09997,37,361,0.06898,0.13095
1991,Bavaria,4th Quintile,No,0.74149,324,361,0.69626,0.78671
1991,Bavaria,5th Quintile,Yes,0.09325,35,348,0.06265,0.12385
1991,Bavaria,5th Quintile,No,0.81554,313,348,0.77474,0.85635
1991,Berlin,1st Quintile,No,0.75244,66,66,0.64752,0.85737
1991,Berlin,2nd Quintile,No,0.60564,38,38,0.44817,0.76312
1991,Berlin,3rd Quintile,No,0.71207,61,61,0.59750,0.82664
1991,Berlin,4th Quintile,No,0.78758,65,65,0.68737,0.88779
1991,Berlin,5th Quintile,No,0.85254,61,61,0.76282,0.94225
1992,Schleswig-Holstein,2nd Quintile,No,0.53925,53,53,0.40377,0.67473
1992,Schleswig-Holstein,3rd Quintile,No,0.66844,51,51,0.53795,0.79893
1992,Schleswig-Holstein,4th Quintile,No,0.71065,48,48,0.58100,0.84029
1992,Schleswig-Holstein,5th Quintile,No,0.75336,47,47,0.62879,0.87793
1992,Hamburg,4th Quintile,No,0.73766,39,39,0.59778,0.87753
1992,Hamburg,5th Quintile,No,0.85004,35,35,0.73003,0.97005
1992,Lower Saxony,1st Quintile,No,0.59222,95,95,0.49288,0.69157
1992,Lower Saxony,2nd Quintile,No,0.65159,129,129,0.56905,0.73413
1992,Lower Saxony,3rd Quintile,No,0.68830,178,178,0.62006,0.75654
1992,Lower Saxony,4th Quintile,Yes,0.11203,41,272,0.07448,0.14958
1992,Lower Saxony,4th Quintile,No,0.78378,231,272,0.73477,0.83279
1992,Lower Saxony,5th Quintile,No,0.77851,202,202,0.72110,0.83591
1992,North Rhine-Westphalia,1st Quintile,Yes,0.13806,52,341,0.10139,0.17473
1992,North Rhine-Westphalia,1st Quintile,No,0.59130,289,341,0.53905,0.64356
1992,North Rhine-Westphalia,2nd Quintile,Yes,0.09354,57,524,0.06858,0.11849
1992,North Rhine-Westphalia,2nd Quintile,No,0.66422,467,524,0.62375,0.70470
1992,North Rhine-Westphalia,3rd Quintile,Yes,0.11735,77,550,0.09043,0.14427
1992,North Rhine-Westphalia,3rd Quintile,No,0.68468,473,550,0.64581,0.72354
1992,North Rhine-Westphalia,4th Quintile,Yes,0.09531,60,508,0.06975,0.12087
1992,North Rhine-Westphalia,4th Quintile,No,0.76464,448,508,0.72771,0.80157
1992,North Rhine-Westphalia,5th Quintile,Yes,0.09983,62,586,0.07554,0.12413
1992,North Rhine-Westphalia,5th Quintile,No,0.78696,524,586,0.75378,0.82014
1992,Hesse,1st Quintile,No,0.69630,108,108,0.60917,0.78343
1992,Hesse,2nd Quintile,No,0.68387,127,127,0.60269,0.76506
1992,Hesse,3rd Quintile,No,0.67816,192,192,0.61190,0.74441
1992,Hesse,4th Quintile,No,0.77496,189,189,0.71526,0.83465
1992,Hesse,5th Quintile,No,0.86198,236,236,0.81788,0.90608
1992,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.63710,77,77,0.52900,0.74521
1992,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.65752,107,107,0.56718,0.74786
1992,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.73460,132,132,0.65899,0.81022
1992,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.80588,140,140,0.74013,0.87164
1992,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.78033,116,116,0.70466,0.85601
1992,Baden-Wuerttemberg,1st Quintile,No,0.63592,160,160,0.56113,0.71071
1992,Baden-Wuerttemberg,2nd Quintile,Yes,0.11924,45,329,0.08417,0.15432
1992,Baden-Wuerttemberg,2nd Quintile,No,0.60424,284,329,0.55132,0.65716
1992,Baden-Wuerttemberg,3rd Quintile,Yes,0.09645,42,346,0.06529,0.12760
1992,Baden-Wuerttemberg,3rd Quintile,No,0.65894,304,346,0.60892,0.70897
1992,Baden-Wuerttemberg,4th Quintile,Yes,0.07325,46,460,0.04941,0.09709
1992,Baden-Wuerttemberg,4th Quintile,No,0.77090,414,460,0.73245,0.80935
1992,Baden-Wuerttemberg,5th Quintile,Yes,0.08358,42,437,0.05760,0.10956
1992,Baden-Wuerttemberg,5th Quintile,No,0.80255,395,437,0.76518,0.83991
1992,Bavaria,1st Quintile,No,0.64651,155,155,0.57100,0.72201
1992,Bavaria,2nd Quintile,No,0.65432,201,201,0.58841,0.72023
1992,Bavaria,3rd Quintile,Yes,0.11478,37,327,0.08018,0.14938
1992,Bavaria,3rd Quintile,No,0.68579,290,327,0.63540,0.73618
1992,Bavaria,4th Quintile,Yes,0.08667,53,486,0.06163,0.11171
1992,Bavaria,4th Quintile,No,0.74310,433,486,0.70421,0.78198
1992,Bavaria,5th Quintile,Yes,0.10517,45,411,0.07548,0.13487
1992,Bavaria,5th Quintile,No,0.79001,366,411,0.75058,0.82943
1992,Berlin,1st Quintile,No,0.74190,127,127,0.66549,0.81830
1992,Berlin,2nd Quintile,No,0.64932,106,106,0.55805,0.74060
1992,Berlin,3rd Quintile,No,0.73762,109,109,0.65465,0.82059
1992,Berlin,4th Quintile,No,0.72510,97,97,0.63579,0.81441
1992,Berlin,5th Quintile,No,0.85620,99,99,0.78673,0.92567
1992,Brandenburg,1st Quintile,No,0.71533,248,248,0.65905,0.77161
1992,Brandenburg,2nd Quintile,No,0.67866,176,176,0.60947,0.74785
1992,Brandenburg,3rd Quintile,No,0.84256,103,103,0.77188,0.91324
1992,Brandenburg,4th Quintile,No,0.83028,47,47,0.72180,0.93876
1992,Mecklenburg-Western Pomerania,1st Quintile,No,0.68459,139,139,0.60706,0.76212
1992,Mecklenburg-Western Pomerania,2nd Quintile,No,0.66560,95,95,0.57023,0.76098
1992,Mecklenburg-Western Pomerania,3rd Quintile,No,0.78412,88,88,0.69766,0.87057
1992,Mecklenburg-Western Pomerania,4th Quintile,No,0.83293,43,43,0.72011,0.94575
1992,Saxony,1st Quintile,Yes,0.09081,54,509,0.06582,0.11579
1992,Saxony,1st Quintile,No,0.70843,455,509,0.66891,0.74795
1992,Saxony,2nd Quintile,No,0.73555,312,312,0.68653,0.78457
1992,Saxony,3rd Quintile,No,0.79129,175,175,0.73091,0.85168
1992,Saxony,4th Quintile,No,0.83508,73,73,0.74935,0.92080
1992,Saxony,5th Quintile,No,0.89308,43,43,0.79962,0.98653
1992,Saxony-Anhalt,1st Quintile,Yes,0.11375,35,273,0.07601,0.15148
1992,Saxony-Anhalt,1st Quintile,No,0.72815,238,273,0.67527,0.78102
1992,Saxony-Anhalt,2nd Quintile,No,0.75499,264,264,0.70301,0.80697
1992,Saxony-Anhalt,3rd Quintile,No,0.79586,132,132,0.72683,0.86488
1992,Saxony-Anhalt,4th Quintile,No,0.81370,49,49,0.70356,0.92385
1992,Thuringa,1st Quintile,Yes,0.09570,33,297,0.06218,0.12921
1992,Thuringa,1st Quintile,No,0.69053,264,297,0.63787,0.74319
1992,Thuringa,2nd Quintile,No,0.67851,200,200,0.61362,0.74340
1992,Thuringa,3rd Quintile,No,0.72266,93,93,0.63118,0.81414
1992,Thuringa,4th Quintile,No,0.78939,37,37,0.65620,0.92259
1994,Schleswig-Holstein,1st Quintile,No,0.59497,46,46,0.45154,0.73840
1994,Schleswig-Holstein,2nd Quintile,No,0.70894,41,41,0.56817,0.84971
1994,Schleswig-Holstein,3rd Quintile,No,0.67448,58,58,0.55284,0.79612
1994,Schleswig-Holstein,4th Quintile,No,0.82292,65,65,0.72939,0.91644
1994,Schleswig-Holstein,5th Quintile,No,0.83805,47,47,0.73159,0.94451
1994,Hamburg,4th Quintile,No,0.76224,32,32,0.61238,0.91210
1994,Lower Saxony,1st Quintile,No,0.59282,151,151,0.51420,0.67145
1994,Lower Saxony,2nd Quintile,No,0.70119,138,138,0.62454,0.77784
1994,Lower Saxony,3rd Quintile,No,0.73405,168,168,0.66704,0.80107
1994,Lower Saxony,4th Quintile,No,0.76994,210,210,0.71288,0.82700
1994,Lower Saxony,5th Quintile,No,0.79478,192,192,0.73750,0.85206
1994,North Rhine-Westphalia,1st Quintile,Yes,0.12302,64,459,0.09294,0.15310
1994,North Rhine-Westphalia,1st Quintile,No,0.61400,395,459,0.56942,0.65859
1994,North Rhine-Westphalia,2nd Quintile,Yes,0.09707,61,486,0.07072,0.12342
1994,North Rhine-Westphalia,2nd Quintile,No,0.66307,425,486,0.62101,0.70514
1994,North Rhine-Westphalia,3rd Quintile,Yes,0.12309,61,465,0.09320,0.15299
1994,North Rhine-Westphalia,3rd Quintile,No,0.69354,404,465,0.65159,0.73549
1994,North Rhine-Westphalia,4th Quintile,Yes,0.09780,56,499,0.07171,0.12389
1994,North Rhine-Westphalia,4th Quintile,No,0.73391,443,499,0.69510,0.77273
1994,North Rhine-Westphalia,5th Quintile,Yes,0.11953,65,526,0.09178,0.14728
1994,North Rhine-Westphalia,5th Quintile,No,0.76296,461,526,0.72658,0.79934
1994,Hesse,1st Quintile,No,0.60893,113,113,0.51855,0.69930
1994,Hesse,2nd Quintile,No,0.75262,141,141,0.68114,0.82409
1994,Hesse,3rd Quintile,No,0.70978,177,177,0.64273,0.77683
1994,Hesse,4th Quintile,No,0.65802,150,150,0.58185,0.73419
1994,Hesse,5th Quintile,No,0.83960,234,234,0.79248,0.88672
1994,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.64932,99,99,0.55484,0.74379
1994,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.63735,106,106,0.54539,0.72931
1994,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.64290,90,90,0.54335,0.74245
1994,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.69900,127,127,0.61890,0.77909
1994,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.81244,115,115,0.74078,0.88410
1994,Baden-Wuerttemberg,1st Quintile,Yes,0.10044,39,301,0.06643,0.13446
1994,Baden-Wuerttemberg,1st Quintile,No,0.64953,262,301,0.59554,0.70352
1994,Baden-Wuerttemberg,2nd Quintile,Yes,0.09887,33,291,0.06452,0.13322
1994,Baden-Wuerttemberg,2nd Quintile,No,0.63295,258,291,0.57747,0.68842
1994,Baden-Wuerttemberg,3rd Quintile,Yes,0.09428,44,356,0.06388,0.12468
1994,Baden-Wuerttemberg,3rd Quintile,No,0.68583,312,356,0.63754,0.73411
1994,Baden-Wuerttemberg,4th Quintile,Yes,0.06994,41,371,0.04395,0.09592
1994,Baden-Wuerttemberg,4th Quintile,No,0.78361,330,371,0.74165,0.82557
1994,Baden-Wuerttemberg,5th Quintile,Yes,0.09805,38,408,0.06916,0.12694
1994,Baden-Wuerttemberg,5th Quintile,No,0.77827,370,408,0.73791,0.81863
1994,Bavaria,1st Quintile,Yes,0.13768,31,196,0.08932,0.18604
1994,Bavaria,1st Quintile,No,0.61912,165,196,0.55096,0.68728
1994,Bavaria,2nd Quintile,No,0.63186,220,220,0.56798,0.69574
1994,Bavaria,3rd Quintile,Yes,0.12925,46,331,0.09305,0.16545
1994,Bavaria,3rd Quintile,No,0.67159,285,331,0.62092,0.72227
1994,Bavaria,4th Quintile,Yes,0.10161,40,381,0.07123,0.13199
1994,Bavaria,4th Quintile,No,0.72907,341,381,0.68438,0.77375
1994,Bavaria,5th Quintile,Yes,0.12058,53,429,0.08973,0.15143
1994,Bavaria,5th Quintile,No,0.78664,376,429,0.74783,0.82545
1994,Berlin,1st Quintile,No,0.67380,87,87,0.57472,0.77289
1994,Berlin,2nd Quintile,No,0.69636,83,83,0.59683,0.79589
1994,Berlin,3rd Quintile,No,0.71398,100,100,0.62496,0.80300
1994,Berlin,4th Quintile,No,0.77394,114,114,0.69681,0.85106
1994,Berlin,5th Quintile,No,0.78083,100,100,0.69934,0.86232
1994,Brandenburg,1st Quintile,No,0.74939,134,134,0.67574,0.82304
1994,Brandenburg,2nd Quintile,No,0.66928,143,143,0.59189,0.74666
1994,Brandenburg,3rd Quintile,No,0.75052,128,128,0.67526,0.82578
1994,Brandenburg,4th Quintile,No,0.80272,83,83,0.71659,0.88885
1994,Brandenburg,5th Quintile,No,0.90478,59,59,0.82924,0.98032
1994,Mecklenburg-Western Pomerania,1st Quintile,No,0.68242,90,90,0.58570,0.77914
1994,Mecklenburg-Western Pomerania,2nd Quintile,No,0.60134,113,113,0.51066,0.69202
1994,Mecklenburg-Western Pomerania,3rd Quintile,No,0.73594,85,85,0.64167,0.83022
1994,Mecklenburg-Western Pomerania,4th Quintile,No,0.78631,50,50,0.67153,0.90108
1994,Saxony,1st Quintile,Yes,0.13639,43,302,0.09762,0.17517
1994,Saxony,1st Quintile,No,0.66782,259,302,0.61461,0.72103
1994,Saxony,2nd Quintile,Yes,0.08062,31,346,0.05189,0.10935
1994,Saxony,2nd Quintile,No,0.70075,315,346,0.65242,0.74907
1994,Saxony,3rd Quintile,No,0.81310,236,236,0.76326,0.86294
1994,Saxony,4th Quintile,No,0.81462,145,145,0.75114,0.87809
1994,Saxony,5th Quintile,No,0.78572,57,57,0.67824,0.89319
1994,Saxony-Anhalt,1st Quintile,No,0.68199,148,148,0.60670,0.75727
1994,Saxony-Anhalt,2nd Quintile,No,0.77651,186,186,0.71648,0.83654
1994,Saxony-Anhalt,3rd Quintile,No,0.76301,162,162,0.69733,0.82870
1994,Saxony-Anhalt,4th Quintile,No,0.80422,86,86,0.71987,0.88858
1994,Saxony-Anhalt,5th Quintile,No,0.85581,58,58,0.76461,0.94700
1994,Thuringa,1st Quintile,No,0.68338,171,171,0.61345,0.75330
1994,Thuringa,2nd Quintile,No,0.68831,156,156,0.61539,0.76123
1994,Thuringa,3rd Quintile,No,0.72114,153,153,0.64985,0.79243
1994,Thuringa,4th Quintile,No,0.71374,73,73,0.60933,0.81815
1995,Schleswig-Holstein,1st Quintile,No,0.56694,40,40,0.41143,0.72245
1995,Schleswig-Holstein,2nd Quintile,No,0.68935,51,51,0.56108,0.81762
1995,Schleswig-Holstein,3rd Quintile,No,0.59486,50,50,0.45740,0.73231
1995,Schleswig-Holstein,4th Quintile,No,0.86205,55,55,0.77007,0.95403
1995,Schleswig-Holstein,5th Quintile,No,0.75953,54,54,0.64447,0.87459
1995,Hamburg,4th Quintile,No,0.88615,37,37,0.78239,0.98991
1995,Lower Saxony,1st Quintile,No,0.58101,163,163,0.50503,0.65699
1995,Lower Saxony,2nd Quintile,No,0.67347,169,169,0.60256,0.74439
1995,Lower Saxony,3rd Quintile,No,0.72671,199,199,0.66463,0.78878
1995,Lower Saxony,4th Quintile,No,0.79026,191,191,0.73237,0.84815
1995,Lower Saxony,5th Quintile,No,0.80480,210,210,0.75107,0.85854
1995,North Rhine-Westphalia,1st Quintile,Yes,0.12681,86,528,0.09840,0.15522
1995,North Rhine-Westphalia,1st Quintile,No,0.59106,442,528,0.54909,0.63304
1995,North Rhine-Westphalia,2nd Quintile,Yes,0.10423,59,517,0.07787,0.13060
1995,North Rhine-Westphalia,2nd Quintile,No,0.66416,458,517,0.62341,0.70491
1995,North Rhine-Westphalia,3rd Quintile,Yes,0.12573,71,490,0.09634,0.15511
1995,North Rhine-Westphalia,3rd Quintile,No,0.69859,419,490,0.65792,0.73926
1995,North Rhine-Westphalia,4th Quintile,Yes,0.06809,40,480,0.04553,0.09065
1995,North Rhine-Westphalia,4th Quintile,No,0.77948,440,480,0.74235,0.81661
1995,North Rhine-Westphalia,5th Quintile,Yes,0.10665,56,550,0.08083,0.13247
1995,North Rhine-Westphalia,5th Quintile,No,0.79040,494,550,0.75635,0.82444
1995,Hesse,1st Quintile,No,0.58828,138,138,0.50587,0.67069
1995,Hesse,2nd Quintile,No,0.75377,160,160,0.68680,0.82073
1995,Hesse,3rd Quintile,No,0.72084,165,165,0.65219,0.78950
1995,Hesse,4th Quintile,No,0.73890,166,166,0.67188,0.80592
1995,Hesse,5th Quintile,Yes,0.11726,32,225,0.07513,0.15939
1995,Hesse,5th Quintile,No,0.78285,193,225,0.72886,0.83685
1995,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.59078,143,143,0.50991,0.67166
1995,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.61824,102,102,0.52349,0.71298
1995,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.73676,130,130,0.66076,0.81275
1995,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.74948,119,119,0.67129,0.82766
1995,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.80327,126,126,0.73359,0.87296
1995,Baden-Wuerttemberg,1st Quintile,Yes,0.10058,40,301,0.06654,0.13461
1995,Baden-Wuerttemberg,1st Quintile,No,0.61509,261,301,0.56003,0.67015
1995,Baden-Wuerttemberg,2nd Quintile,Yes,0.07597,42,390,0.04964,0.10230
1995,Baden-Wuerttemberg,2nd Quintile,No,0.67388,348,390,0.62729,0.72047
1995,Baden-Wuerttemberg,3rd Quintile,Yes,0.12914,47,343,0.09360,0.16468
1995,Baden-Wuerttemberg,3rd Quintile,No,0.67985,296,343,0.63041,0.72930
1995,Baden-Wuerttemberg,4th Quintile,Yes,0.07323,38,370,0.04665,0.09981
1995,Baden-Wuerttemberg,4th Quintile,No,0.75717,332,370,0.71342,0.80092
1995,Baden-Wuerttemberg,5th Quintile,Yes,0.11966,47,380,0.08698,0.15234
1995,Baden-Wuerttemberg,5th Quintile,No,0.76823,333,380,0.72574,0.81071
1995,Bavaria,1st Quintile,Yes,0.11491,31,235,0.07405,0.15577
1995,Bavaria,1st Quintile,No,0.62429,204,235,0.56223,0.68634
1995,Bavaria,2nd Quintile,Yes,0.12177,40,284,0.08367,0.15987
1995,Bavaria,2nd Quintile,No,0.63478,244,284,0.57868,0.69088
1995,Bavaria,3rd Quintile,Yes,0.10113,40,328,0.06845,0.13380
1995,Bavaria,3rd Quintile,No,0.68835,288,328,0.63814,0.73855
1995,Bavaria,4th Quintile,Yes,0.11292,50,405,0.08205,0.14378
1995,Bavaria,4th Quintile,No,0.72662,355,405,0.68316,0.77008
1995,Bavaria,5th Quintile,Yes,0.11234,49,423,0.08221,0.14246
1995,Bavaria,5th Quintile,No,0.78686,374,423,0.74779,0.82593
1995,Berlin,1st Quintile,No,0.67687,92,92,0.58078,0.77296
1995,Berlin,2nd Quintile,No,0.76482,95,95,0.67908,0.85055
1995,Berlin,3rd Quintile,No,0.72158,86,86,0.62629,0.81687
1995,Berlin,4th Quintile,No,0.73277,124,124,0.65457,0.81097
1995,Berlin,5th Quintile,No,0.87040,115,115,0.80875,0.93206
1995,Brandenburg,1st Quintile,No,0.66644,98,98,0.57261,0.76027
1995,Brandenburg,2nd Quintile,No,0.68127,159,159,0.60861,0.75393
1995,Brandenburg,3rd Quintile,No,0.69234,99,99,0.60096,0.78371
1995,Brandenburg,4th Quintile,No,0.90335,93,93,0.84297,0.96373
1995,Brandenburg,5th Quintile,No,0.83721,67,67,0.74814,0.92628
1995,Mecklenburg-Western Pomerania,1st Quintile,No,0.64905,73,73,0.53881,0.75929
1995,Mecklenburg-Western Pomerania,2nd Quintile,No,0.70027,97,97,0.60863,0.79192
1995,Mecklenburg-Western Pomerania,3rd Quintile,No,0.71061,83,83,0.61245,0.80876
1995,Mecklenburg-Western Pomerania,4th Quintile,No,0.74937,71,71,0.64784,0.85089
1995,Mecklenburg-Western Pomerania,5th Quintile,No,0.84424,38,38,0.72740,0.96109
1995,Saxony,1st Quintile,No,0.69853,232,232,0.63935,0.75771
1995,Saxony,2nd Quintile,Yes,0.09352,33,335,0.06229,0.12474
1995,Saxony,2nd Quintile,No,0.71025,302,335,0.66160,0.75890
1995,Saxony,3rd Quintile,No,0.77952,214,214,0.72384,0.83519
1995,Saxony,4th Quintile,No,0.76008,160,160,0.69371,0.82646
1995,Saxony,5th Quintile,No,0.84357,77,77,0.76190,0.92524
1995,Saxony-Anhalt,1st Quintile,No,0.68185,120,120,0.59817,0.76554
1995,Saxony-Anhalt,2nd Quintile,No,0.71402,145,145,0.64021,0.78783
1995,Saxony-Anhalt,3rd Quintile,No,0.70545,152,152,0.63274,0.77816
1995,Saxony-Anhalt,4th Quintile,No,0.80137,127,127,0.73171,0.87104
1995,Saxony-Anhalt,5th Quintile,No,0.83404,50,50,0.72987,0.93821
1995,Thuringa,1st Quintile,No,0.63926,127,127,0.55541,0.72311
1995,Thuringa,2nd Quintile,No,0.70460,164,164,0.63456,0.77463
1995,Thuringa,3rd Quintile,No,0.70269,146,146,0.62830,0.77709
