"hlf0094","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Guenstig","2010","Brandenburg","Ostdeutschland","136","0.284471722055012","0.248371870365702","0.320571573744323"
"Guenstig","2010","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Guenstig","2010","Mecklenburg-Vorpommern","Ostdeutschland","129","0.355459196175243","0.305597557710957","0.405320834639529"
"Guenstig","2010","Sachsen","Westdeutschland","","","",""
"Guenstig","2010","Sachsen","Ostdeutschland","239","0.213310213137612","0.187464291980367","0.239156134294857"
"Guenstig","2010","Sachsen-Anhalt","Westdeutschland","","","",""
"Guenstig","2010","Sachsen-Anhalt","Ostdeutschland","190","0.260693195497159","0.22735146199382","0.294034929000499"
"Guenstig","2010","Thueringen","Westdeutschland","","","",""
"Guenstig","2010","Thueringen","Ostdeutschland","129","0.168469831445719","0.140723243861278","0.19621641903016"
"Angemessen","2010","Schleswig-Holstein","Westdeutschland","296","0.440674742066983","0.401500842614578","0.479848641519389"
"Angemessen","2010","Schleswig-Holstein","Ostdeutschland","","","",""
"Angemessen","2010","Hamburg","Westdeutschland","84","0.383613058686323","0.309191360971303","0.458034756401343"
"Angemessen","2010","Hamburg","Ostdeutschland","","","",""
"Angemessen","2010","Niedersachsen","Westdeutschland","895","0.489283222703361","0.466528924221899","0.512037521184824"
"Angemessen","2010","Niedersachsen","Ostdeutschland","","","",""
"Angemessen","2010","Bremen","Westdeutschland","55","0.422904232816484","0.33100083630651","0.514807629326458"
"Angemessen","2010","Bremen","Ostdeutschland","","","",""
"Angemessen","2010","Nordrhein-Westfalen","Westdeutschland","1953","0.527506161467345","0.511222720278927","0.543789602655763"
"Angemessen","2010","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Angemessen","2010","Hessen","Westdeutschland","677","0.606268432444975","0.578863871101256","0.633672993788693"
"Angemessen","2010","Hessen","Ostdeutschland","","","",""
"Angemessen","2010","Rheinland-Pfalz,Saarland","Westdeutschland","633","0.535700773319165","0.508064495301313","0.563337051337018"
"Angemessen","2010","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Angemessen","2010","Baden-Wuerttemberg","Westdeutschland","1469","0.55953584935217","0.540316307545906","0.578755391158435"
"Angemessen","2010","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Angemessen","2010","Bayern","Westdeutschland","1529","0.472647395548432","0.455387254636593","0.489907536460271"
"Angemessen","2010","Bayern","Ostdeutschland","","","",""
"Angemessen","2010","Berlin","Westdeutschland","60","0.204793484671067","0.145675501671629","0.263911467670505"
"Angemessen","2010","Berlin","Ostdeutschland","43","0.50674069311705","0.400456381783756","0.613025004450344"
"Angemessen","2010","Brandenburg","Westdeutschland","","","",""
"Angemessen","2010","Brandenburg","Ostdeutschland","321","0.50933726158232","0.469336640968712","0.549337882195927"
"Angemessen","2010","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Angemessen","2010","Mecklenburg-Vorpommern","Ostdeutschland","161","0.445065246924909","0.393295115966148","0.49683537788367"
"Angemessen","2010","Sachsen","Westdeutschland","","","",""
"Angemessen","2010","Sachsen","Ostdeutschland","510","0.524294850951025","0.492785376705871","0.555804325196179"
"Angemessen","2010","Sachsen-Anhalt","Westdeutschland","","","",""
"Angemessen","2010","Sachsen-Anhalt","Ostdeutschland","324","0.546538505672632","0.508729821223432","0.584347190121831"
"Angemessen","2010","Thueringen","Westdeutschland","","","",""
"Angemessen","2010","Thueringen","Ostdeutschland","395","0.61102005875385","0.574879002573986","0.647161114933714"
"Etwas zu hoch","2010","Schleswig-Holstein","Westdeutschland","51","0.0459208159952249","0.0294049056139827","0.062436726376467"
"Etwas zu hoch","2010","Schleswig-Holstein","Ostdeutschland","","","",""
"Etwas zu hoch","2010","Hamburg","Westdeutschland","","","",""
"Etwas zu hoch","2010","Hamburg","Ostdeutschland","","","",""
"Etwas zu hoch","2010","Niedersachsen","Westdeutschland","129","0.0975273001517698","0.0840229601540001","0.11103164014954"
"Etwas zu hoch","2010","Niedersachsen","Ostdeutschland","","","",""
"Etwas zu hoch","2010","Bremen","Westdeutschland","","","",""
"Etwas zu hoch","2010","Bremen","Ostdeutschland","","","",""
"Etwas zu hoch","2010","Nordrhein-Westfalen","Westdeutschland","310","0.0796991199903662","0.0708657579927045","0.088532481988028"
"Etwas zu hoch","2010","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Etwas zu hoch","2010","Hessen","Westdeutschland","145","0.0710447899794046","0.0566351289778119","0.0854544509809974"
"Etwas zu hoch","2010","Hessen","Ostdeutschland","","","",""
"Etwas zu hoch","2010","Rheinland-Pfalz,Saarland","Westdeutschland","122","0.109601782396746","0.0922908529794906","0.126912711814001"
"Etwas zu hoch","2010","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Etwas zu hoch","2010","Baden-Wuerttemberg","Westdeutschland","276","0.137006444910089","0.123694299195858","0.150318590624321"
"Etwas zu hoch","2010","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Etwas zu hoch","2010","Bayern","Westdeutschland","299","0.0806764069671998","0.0712611401538199","0.0900916737805797"
"Etwas zu hoch","2010","Bayern","Ostdeutschland","","","",""
"Etwas zu hoch","2010","Berlin","Westdeutschland","31","0.283218061677063","0.217213253191714","0.349222870162412"
"Etwas zu hoch","2010","Berlin","Ostdeutschland","","","",""
"Etwas zu hoch","2010","Brandenburg","Westdeutschland","","","",""
"Etwas zu hoch","2010","Brandenburg","Ostdeutschland","59","0.0703265891268422","0.0498669745507236","0.0907862037029608"
"Etwas zu hoch","2010","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Etwas zu hoch","2010","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Etwas zu hoch","2010","Sachsen","Westdeutschland","","","",""
"Etwas zu hoch","2010","Sachsen","Ostdeutschland","122","0.183198441997383","0.158792048947329","0.207604835047437"
"Etwas zu hoch","2010","Sachsen-Anhalt","Westdeutschland","","","",""
"Etwas zu hoch","2010","Sachsen-Anhalt","Ostdeutschland","102","0.135519228332926","0.109524271212075","0.161514185453778"
"Etwas zu hoch","2010","Thueringen","Westdeutschland","","","",""
"Etwas zu hoch","2010","Thueringen","Ostdeutschland","104","0.139323768234804","0.113652813903822","0.164994722565787"
"Viel zu hoch","2010","Schleswig-Holstein","Westdeutschland","","","",""
"Viel zu hoch","2010","Schleswig-Holstein","Ostdeutschland","","","",""
"Viel zu hoch","2010","Hamburg","Westdeutschland","","","",""
"Viel zu hoch","2010","Hamburg","Ostdeutschland","","","",""
"Viel zu hoch","2010","Niedersachsen","Westdeutschland","36","0.0317321338763443","0.023753277921931","0.0397109898307577"
"Viel zu hoch","2010","Niedersachsen","Ostdeutschland","","","",""
"Viel zu hoch","2010","Bremen","Westdeutschland","","","",""
"Viel zu hoch","2010","Bremen","Ostdeutschland","","","",""
"Viel zu hoch","2010","Nordrhein-Westfalen","Westdeutschland","47","0.00897419962819326","0.00589828207577821","0.0120501171806083"
"Viel zu hoch","2010","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Viel zu hoch","2010","Hessen","Westdeutschland","","","",""
"Viel zu hoch","2010","Hessen","Ostdeutschland","","","",""
"Viel zu hoch","2010","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Viel zu hoch","2010","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Viel zu hoch","2010","Baden-Wuerttemberg","Westdeutschland","50","0.00748690730962753","0.00414962352429735","0.0108241910949577"
"Viel zu hoch","2010","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Viel zu hoch","2010","Bayern","Westdeutschland","44","0.00950687785456125","0.00615205306121532","0.0128617026479072"
"Viel zu hoch","2010","Bayern","Ostdeutschland","","","",""
"Viel zu hoch","2010","Berlin","Westdeutschland","","","",""
"Viel zu hoch","2010","Berlin","Ostdeutschland","","","",""
"Viel zu hoch","2010","Brandenburg","Westdeutschland","","","",""
"Viel zu hoch","2010","Brandenburg","Ostdeutschland","37","0.069193585088262","0.0488870855217827","0.0895000846547412"
"Viel zu hoch","2010","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Viel zu hoch","2010","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Viel zu hoch","2010","Sachsen","Westdeutschland","","","",""
"Viel zu hoch","2010","Sachsen","Ostdeutschland","","","",""
"Viel zu hoch","2010","Sachsen-Anhalt","Westdeutschland","","","",""
"Viel zu hoch","2010","Sachsen-Anhalt","Ostdeutschland","","","",""
"Viel zu hoch","2010","Thueringen","Westdeutschland","","","",""
"Viel zu hoch","2010","Thueringen","Ostdeutschland","","","",""
"Sehr guenstig","2011","Schleswig-Holstein","Westdeutschland","85","0.146497698614705","0.122295271874901","0.170700125354509"
"Sehr guenstig","2011","Schleswig-Holstein","Ostdeutschland","","","",""
"Sehr guenstig","2011","Hamburg","Westdeutschland","","","",""
"Sehr guenstig","2011","Hamburg","Ostdeutschland","","","",""
"Sehr guenstig","2011","Niedersachsen","Westdeutschland","232","0.0991975133428477","0.0871474442839369","0.111247582401758"
"Sehr guenstig","2011","Niedersachsen","Ostdeutschland","","","",""
"Sehr guenstig","2011","Bremen","Westdeutschland","","","",""
"Sehr guenstig","2011","Bremen","Ostdeutschland","","","",""
"Sehr guenstig","2011","Nordrhein-Westfalen","Westdeutschland","446","0.0915797673440319","0.0829224634998331","0.100237071188231"
"Sehr guenstig","2011","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Sehr guenstig","2011","Hessen","Westdeutschland","92","0.0810782462340931","0.0675936742362859","0.0945628182319003"
"Sehr guenstig","2011","Hessen","Ostdeutschland","","","",""
"Sehr guenstig","2011","Rheinland-Pfalz,Saarland","Westdeutschland","109","0.0636995433560959","0.0512067130651763","0.0761923736470156"
"Sehr guenstig","2011","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Sehr guenstig","2011","Baden-Wuerttemberg","Westdeutschland","268","0.0889513134029556","0.0791065043206505","0.0987961224852607"
"Sehr guenstig","2011","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Sehr guenstig","2011","Bayern","Westdeutschland","407","0.111254257747794","0.101451872413789","0.121056643081799"
"Sehr guenstig","2011","Bayern","Ostdeutschland","","","",""
"Sehr guenstig","2011","Berlin","Westdeutschland","","","",""
"Sehr guenstig","2011","Berlin","Ostdeutschland","","","",""
"Sehr guenstig","2011","Brandenburg","Westdeutschland","","","",""
"Sehr guenstig","2011","Brandenburg","Ostdeutschland","32","0.0457409897907565","0.0305122187919907","0.0609697607895222"
"Sehr guenstig","2011","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Sehr guenstig","2011","Mecklenburg-Vorpommern","Ostdeutschland","42","0.119543870098366","0.0865757534945148","0.152511986702217"
"Sehr guenstig","2011","Sachsen","Westdeutschland","","","",""
"Sehr guenstig","2011","Sachsen","Ostdeutschland","82","0.0766694147110909","0.0605608393006932","0.0927779901214885"
"Sehr guenstig","2011","Sachsen-Anhalt","Westdeutschland","","","",""
"Sehr guenstig","2011","Sachsen-Anhalt","Ostdeutschland","","","",""
"Sehr guenstig","2011","Thueringen","Westdeutschland","","","",""
"Sehr guenstig","2011","Thueringen","Ostdeutschland","40","0.0385261244078035","0.0248608923560581","0.0521913564595488"
"Guenstig","2011","Schleswig-Holstein","Westdeutschland","265","0.343343443780393","0.310844092911039","0.375842794649746"
"Guenstig","2011","Schleswig-Holstein","Ostdeutschland","","","",""
"Guenstig","2011","Hamburg","Westdeutschland","66","0.497906154461851","0.424037880137509","0.571774428786193"
"Guenstig","2011","Hamburg","Ostdeutschland","","","",""
"Guenstig","2011","Niedersachsen","Westdeutschland","714","0.278307614129179","0.2602415744107","0.296373653847657"
"Guenstig","2011","Niedersachsen","Ostdeutschland","","","",""
"Guenstig","2011","Bremen","Westdeutschland","","","",""
"Guenstig","2011","Bremen","Ostdeutschland","","","",""
"Guenstig","2011","Nordrhein-Westfalen","Westdeutschland","1189","0.304410473932594","0.290598816261652","0.318222131603537"
"Guenstig","2011","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Guenstig","2011","Hessen","Westdeutschland","449","0.291088486349631","0.268646863683233","0.313530109016029"
"Guenstig","2011","Hessen","Ostdeutschland","","","",""
"Guenstig","2011","Rheinland-Pfalz,Saarland","Westdeutschland","423","0.240626022726722","0.218759273983446","0.262492771469997"
"Guenstig","2011","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Guenstig","2011","Baden-Wuerttemberg","Westdeutschland","854","0.249726813635321","0.234757474640805","0.264696152629836"
"Guenstig","2011","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Guenstig","2011","Bayern","Westdeutschland","1304","0.313574294759855","0.299111518081993","0.328037071437718"
"Guenstig","2011","Bayern","Ostdeutschland","","","",""
"Guenstig","2011","Berlin","Westdeutschland","57","0.267297272938056","0.199566296761046","0.335028249115065"
"Guenstig","2011","Berlin","Ostdeutschland","49","0.314484157025683","0.235574454814101","0.393393859237265"
"Guenstig","2011","Brandenburg","Westdeutschland","","","",""
"Guenstig","2011","Brandenburg","Ostdeutschland","166","0.240424249900952","0.209274567510657","0.271573932291248"
"Guenstig","2011","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Guenstig","2011","Mecklenburg-Vorpommern","Ostdeutschland","143","0.333077628300017","0.285182979190666","0.380972277409368"
"Guenstig","2011","Sachsen","Westdeutschland","","","",""
"Guenstig","2011","Sachsen","Ostdeutschland","308","0.322382119166907","0.294084796214337","0.350679442119477"
"Guenstig","2011","Sachsen-Anhalt","Westdeutschland","","","",""
"Guenstig","2011","Sachsen-Anhalt","Ostdeutschland","135","0.18018999409346","0.152498003590361","0.20788198459656"
"Guenstig","2011","Thueringen","Westdeutschland","","","",""
"Guenstig","2011","Thueringen","Ostdeutschland","177","0.203147863802951","0.174580799924961","0.231714927680942"
"Angemessen","2011","Schleswig-Holstein","Westdeutschland","416","0.457478173949821","0.423379698524002","0.491576649375641"
"Angemessen","2011","Schleswig-Holstein","Ostdeutschland","","","",""
"Angemessen","2011","Hamburg","Westdeutschland","74","0.237440445008091","0.174575869186443","0.300305020829739"
"Angemessen","2011","Hamburg","Ostdeutschland","","","",""
"Angemessen","2011","Niedersachsen","Westdeutschland","1186","0.514895380892126","0.494748790450392","0.53504197133386"
"Angemessen","2011","Niedersachsen","Ostdeutschland","","","",""
"Angemessen","2011","Bremen","Westdeutschland","63","0.589339899539175","0.498230484859342","0.680449314219008"
"Angemessen","2011","Bremen","Ostdeutschland","","","",""
"Angemessen","2011","Nordrhein-Westfalen","Westdeutschland","2181","0.4919804149816","0.476974805910131","0.506986024053068"
"Angemessen","2011","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Angemessen","2011","Hessen","Westdeutschland","885","0.549090710967413","0.524508985365754","0.573672436569072"
"Angemessen","2011","Hessen","Ostdeutschland","","","",""
"Angemessen","2011","Rheinland-Pfalz,Saarland","Westdeutschland","798","0.578748584395245","0.553490481927997","0.604006686862493"
"Angemessen","2011","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Angemessen","2011","Baden-Wuerttemberg","Westdeutschland","1700","0.554448691637802","0.537260116938829","0.571637266336776"
"Angemessen","2011","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Angemessen","2011","Bayern","Westdeutschland","1879","0.494031466456196","0.478445858636645","0.509617074275748"
"Angemessen","2011","Bayern","Ostdeutschland","","","",""
"Angemessen","2011","Berlin","Westdeutschland","69","0.371289621913098","0.29734477966722","0.445234464158976"
"Angemessen","2011","Berlin","Ostdeutschland","54","0.487490731793314","0.402542114558822","0.572439349027807"
"Angemessen","2011","Brandenburg","Westdeutschland","","","",""
"Angemessen","2011","Brandenburg","Ostdeutschland","447","0.617930979097421","0.582513321149807","0.653348637045035"
"Angemessen","2011","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Angemessen","2011","Mecklenburg-Vorpommern","Ostdeutschland","157","0.452373717665578","0.401795042998743","0.502952392332412"
"Angemessen","2011","Sachsen","Westdeutschland","","","",""
"Angemessen","2011","Sachsen","Ostdeutschland","535","0.487896543332325","0.457633669032675","0.518159417631974"
"Angemessen","2011","Sachsen-Anhalt","Westdeutschland","","","",""
"Angemessen","2011","Sachsen-Anhalt","Ostdeutschland","463","0.583619684865025","0.548102192824732","0.619137176905317"
"Angemessen","2011","Thueringen","Westdeutschland","","","",""
"Angemessen","2011","Thueringen","Ostdeutschland","387","0.530829017050886","0.495395561730521","0.566262472371252"
"Etwas zu hoch","2011","Schleswig-Holstein","Westdeutschland","43","0.0466587815125644","0.0322232743478391","0.0610942886772897"
"Etwas zu hoch","2011","Schleswig-Holstein","Ostdeutschland","","","",""
"Etwas zu hoch","2011","Hamburg","Westdeutschland","","","",""
"Etwas zu hoch","2011","Hamburg","Ostdeutschland","","","",""
"Etwas zu hoch","2011","Niedersachsen","Westdeutschland","195","0.0893578421632339","0.077858723191641","0.100856961134827"
"Etwas zu hoch","2011","Niedersachsen","Ostdeutschland","","","",""
"Etwas zu hoch","2011","Bremen","Westdeutschland","","","",""
"Etwas zu hoch","2011","Bremen","Ostdeutschland","","","",""
"Etwas zu hoch","2011","Nordrhein-Westfalen","Westdeutschland","401","0.0949999968976899","0.086199127445821","0.103800866349559"
"Etwas zu hoch","2011","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Etwas zu hoch","2011","Hessen","Westdeutschland","131","0.0715845918184866","0.0588487788325912","0.084320404804382"
"Etwas zu hoch","2011","Hessen","Ostdeutschland","","","",""
"Etwas zu hoch","2011","Rheinland-Pfalz,Saarland","Westdeutschland","128","0.105623833128242","0.0899011691029525","0.121346497153531"
"Etwas zu hoch","2011","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Etwas zu hoch","2011","Baden-Wuerttemberg","Westdeutschland","310","0.0954947662192703","0.0853309770037464","0.105658555434794"
"Etwas zu hoch","2011","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Etwas zu hoch","2011","Bayern","Westdeutschland","322","0.0698428676578699","0.0618973192954319","0.0777884160203079"
"Etwas zu hoch","2011","Bayern","Ostdeutschland","","","",""
"Etwas zu hoch","2011","Berlin","Westdeutschland","","","",""
"Etwas zu hoch","2011","Berlin","Ostdeutschland","","","",""
"Etwas zu hoch","2011","Brandenburg","Westdeutschland","","","",""
"Etwas zu hoch","2011","Brandenburg","Ostdeutschland","63","0.0813481234124373","0.061421753189575","0.1012744936353"
"Etwas zu hoch","2011","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Etwas zu hoch","2011","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Etwas zu hoch","2011","Sachsen","Westdeutschland","","","",""
"Etwas zu hoch","2011","Sachsen","Ostdeutschland","107","0.0967731647173602","0.0788735642347031","0.114672765200017"
"Etwas zu hoch","2011","Sachsen-Anhalt","Westdeutschland","","","",""
"Etwas zu hoch","2011","Sachsen-Anhalt","Ostdeutschland","86","0.181541947004994","0.153769193560666","0.209314700449321"
"Etwas zu hoch","2011","Thueringen","Westdeutschland","","","",""
"Etwas zu hoch","2011","Thueringen","Ostdeutschland","145","0.213705851078963","0.184600601094219","0.242811101063707"
"Viel zu hoch","2011","Schleswig-Holstein","Westdeutschland","","","",""
"Viel zu hoch","2011","Schleswig-Holstein","Ostdeutschland","","","",""
"Viel zu hoch","2011","Hamburg","Westdeutschland","","","",""
"Viel zu hoch","2011","Hamburg","Ostdeutschland","","","",""
"Viel zu hoch","2011","Niedersachsen","Westdeutschland","37","0.0182416494726135","0.0128470561564431","0.023636242788784"
"Viel zu hoch","2011","Niedersachsen","Ostdeutschland","","","",""
"Viel zu hoch","2011","Bremen","Westdeutschland","","","",""
"Viel zu hoch","2011","Bremen","Ostdeutschland","","","",""
"Viel zu hoch","2011","Nordrhein-Westfalen","Westdeutschland","47","0.0170293468440846","0.01314597690402","0.0209127167841491"
"Viel zu hoch","2011","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Viel zu hoch","2011","Hessen","Westdeutschland","","","",""
"Viel zu hoch","2011","Hessen","Ostdeutschland","","","",""
"Viel zu hoch","2011","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Viel zu hoch","2011","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Viel zu hoch","2011","Baden-Wuerttemberg","Westdeutschland","80","0.011378415104651","0.00771052551893053","0.0150463046903714"
"Viel zu hoch","2011","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Viel zu hoch","2011","Bayern","Westdeutschland","41","0.0112971133782844","0.00800252373703864","0.0145917030195301"
"Viel zu hoch","2011","Bayern","Ostdeutschland","","","",""
"Viel zu hoch","2011","Berlin","Westdeutschland","","","",""
"Viel zu hoch","2011","Berlin","Ostdeutschland","","","",""
"Viel zu hoch","2011","Brandenburg","Westdeutschland","","","",""
"Viel zu hoch","2011","Brandenburg","Ostdeutschland","","","",""
"Viel zu hoch","2011","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Viel zu hoch","2011","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Viel zu hoch","2011","Sachsen","Westdeutschland","","","",""
"Viel zu hoch","2011","Sachsen","Ostdeutschland","","","",""
"Viel zu hoch","2011","Sachsen-Anhalt","Westdeutschland","","","",""
"Viel zu hoch","2011","Sachsen-Anhalt","Ostdeutschland","30","0.0312319305265656","0.0186993196897802","0.0437645413633511"
"Viel zu hoch","2011","Thueringen","Westdeutschland","","","",""
"Viel zu hoch","2011","Thueringen","Ostdeutschland","","","",""
"Sehr guenstig","2012","Schleswig-Holstein","Westdeutschland","79","0.154109556900034","0.129321577207593","0.178897536592476"
"Sehr guenstig","2012","Schleswig-Holstein","Ostdeutschland","","","",""
"Sehr guenstig","2012","Hamburg","Westdeutschland","","","",""
"Sehr guenstig","2012","Hamburg","Ostdeutschland","","","",""
"Sehr guenstig","2012","Niedersachsen","Westdeutschland","227","0.100479519187828","0.0881715872341536","0.112787451141502"
"Sehr guenstig","2012","Niedersachsen","Ostdeutschland","","","",""
"Sehr guenstig","2012","Bremen","Westdeutschland","","","",""
"Sehr guenstig","2012","Bremen","Ostdeutschland","","","",""
"Sehr guenstig","2012","Nordrhein-Westfalen","Westdeutschland","460","0.104291461725578","0.0950557670023822","0.113527156448774"
"Sehr guenstig","2012","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Sehr guenstig","2012","Hessen","Westdeutschland","111","0.080376358206101","0.0668893424248753","0.0938633739873266"
"Sehr guenstig","2012","Hessen","Ostdeutschland","","","",""
"Sehr guenstig","2012","Rheinland-Pfalz,Saarland","Westdeutschland","113","0.0411161105530837","0.030692798792632","0.0515394223135354"
"Sehr guenstig","2012","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Sehr guenstig","2012","Baden-Wuerttemberg","Westdeutschland","243","0.0826209651039913","0.0729358057216801","0.0923061244863025"
"Sehr guenstig","2012","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Sehr guenstig","2012","Bayern","Westdeutschland","378","0.103030140621974","0.0933999873871624","0.112660293856785"
"Sehr guenstig","2012","Bayern","Ostdeutschland","","","",""
"Sehr guenstig","2012","Berlin","Westdeutschland","42","0.167454232119341","0.116091017717389","0.218817446521292"
"Sehr guenstig","2012","Berlin","Ostdeutschland","","","",""
"Sehr guenstig","2012","Brandenburg","Westdeutschland","","","",""
"Sehr guenstig","2012","Brandenburg","Ostdeutschland","45","0.0730373714886394","0.0541751394624663","0.0918996035148124"
"Sehr guenstig","2012","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Sehr guenstig","2012","Mecklenburg-Vorpommern","Ostdeutschland","36","0.0635421737377112","0.0373027559323007","0.0897815915431217"
"Sehr guenstig","2012","Sachsen","Westdeutschland","","","",""
"Sehr guenstig","2012","Sachsen","Ostdeutschland","45","0.0625836591147724","0.0477193495668532","0.0774479686626916"
"Sehr guenstig","2012","Sachsen-Anhalt","Westdeutschland","","","",""
"Sehr guenstig","2012","Sachsen-Anhalt","Ostdeutschland","","","",""
"Sehr guenstig","2012","Thueringen","Westdeutschland","","","",""
"Sehr guenstig","2012","Thueringen","Ostdeutschland","59","0.052423120207147","0.0363102435523898","0.0685359968619042"
"Guenstig","2012","Schleswig-Holstein","Westdeutschland","293","0.382637836745865","0.349269600821761","0.416006072669969"
"Guenstig","2012","Schleswig-Holstein","Ostdeutschland","","","",""
"Guenstig","2012","Hamburg","Westdeutschland","81","0.339003162624558","0.272732452998476","0.40527387225064"
"Guenstig","2012","Hamburg","Ostdeutschland","","","",""
"Guenstig","2012","Niedersachsen","Westdeutschland","791","0.279329801130452","0.260961554492446","0.297698047768459"
"Guenstig","2012","Niedersachsen","Ostdeutschland","","","",""
"Guenstig","2012","Bremen","Westdeutschland","44","0.219111478433845","0.147171001163899","0.291051955703792"
"Guenstig","2012","Bremen","Ostdeutschland","","","",""
"Guenstig","2012","Nordrhein-Westfalen","Westdeutschland","1080","0.281411912473662","0.267823363606805","0.295000461340519"
"Guenstig","2012","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Guenstig","2012","Hessen","Westdeutschland","475","0.278208600760681","0.255978687564279","0.300438513957082"
"Guenstig","2012","Hessen","Ostdeutschland","","","",""
"Guenstig","2012","Rheinland-Pfalz,Saarland","Westdeutschland","384","0.250531540736537","0.227784516565249","0.273278564907825"
"Guenstig","2012","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Guenstig","2012","Baden-Wuerttemberg","Westdeutschland","833","0.274686930923125","0.258984424321019","0.29038943752523"
"Guenstig","2012","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Guenstig","2012","Bayern","Westdeutschland","1225","0.313021226237308","0.298331263981919","0.327711188492697"
"Guenstig","2012","Bayern","Ostdeutschland","","","",""
"Guenstig","2012","Berlin","Westdeutschland","73","0.403723952662942","0.336229821319633","0.47121808400625"
"Guenstig","2012","Berlin","Ostdeutschland","54","0.420005239936979","0.335807484386027","0.50420299548793"
"Guenstig","2012","Brandenburg","Westdeutschland","","","",""
"Guenstig","2012","Brandenburg","Ostdeutschland","170","0.217325060949772","0.187427550824459","0.247222571075085"
"Guenstig","2012","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Guenstig","2012","Mecklenburg-Vorpommern","Ostdeutschland","141","0.362653610884363","0.31093905290223","0.414368168866495"
"Guenstig","2012","Sachsen","Westdeutschland","","","",""
"Guenstig","2012","Sachsen","Ostdeutschland","306","0.273023864631996","0.245683242841931","0.30036448642206"
"Guenstig","2012","Sachsen-Anhalt","Westdeutschland","","","",""
"Guenstig","2012","Sachsen-Anhalt","Ostdeutschland","153","0.22041107584793","0.189346203200572","0.251475948495288"
"Guenstig","2012","Thueringen","Westdeutschland","","","",""
"Guenstig","2012","Thueringen","Ostdeutschland","186","0.201928899395054","0.172907092179459","0.230950706610649"
"Angemessen","2012","Schleswig-Holstein","Westdeutschland","362","0.392341559262199","0.358819459750453","0.425863658773944"
"Angemessen","2012","Schleswig-Holstein","Ostdeutschland","","","",""
"Angemessen","2012","Hamburg","Westdeutschland","81","0.449974833153087","0.380327346568929","0.519622319737244"
"Angemessen","2012","Hamburg","Ostdeutschland","","","",""
"Angemessen","2012","Niedersachsen","Westdeutschland","1096","0.517462824244681","0.497005644991589","0.537920003497774"
"Angemessen","2012","Niedersachsen","Ostdeutschland","","","",""
"Angemessen","2012","Bremen","Westdeutschland","53","0.383239638067343","0.298684565124753","0.467794711009933"
"Angemessen","2012","Bremen","Ostdeutschland","","","",""
"Angemessen","2012","Nordrhein-Westfalen","Westdeutschland","2232","0.503344174839687","0.488235647831658","0.518452701847715"
"Angemessen","2012","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Angemessen","2012","Hessen","Westdeutschland","798","0.554803544610275","0.530149277213473","0.579457812007077"
