"hlf0094","year","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Guenstig","2010","3","1053","0.281241283118587","0.267085192459881","0.295397373777293"
"Guenstig","2010","4","1254","0.303031988865178","0.289423430340154","0.316640547390202"
"Guenstig","2010","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","2010","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","2010","2","1715","0.517514295467634","0.500840213039898","0.53418837789537"
"Angemessen","2010","3","2035","0.500486600384351","0.484743798276162","0.516229402492539"
"Angemessen","2010","4","2325","0.507273297801801","0.492469078332164","0.522077517271437"
"Angemessen","2010","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","2010","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","2010","2","364","0.0888706142995701","0.0793753368023335","0.0983658917968067"
"Etwas zu hoch","2010","3","377","0.114876423662976","0.104836517693911","0.124916329632041"
"Etwas zu hoch","2010","4","354","0.0831928226758778","0.0750148925289093","0.0913707528228463"
"Etwas zu hoch","2010","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","2010","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","2010","2","79","0.0157833970649939","0.0116244429577298","0.0199423511722579"
"Viel zu hoch","2010","3","82","0.0140727549351859","0.0103640333318782","0.0177814765384936"
"Viel zu hoch","2010","4","68","0.0141549680582025","0.0106569645768279","0.0176529715395771"
"Viel zu hoch","2010","5 Einkommensstärkstes Quintil","","","",""
"Sehr guenstig","2011","1 Einkommensschwächstes Quintil","","","",""
"Sehr guenstig","2011","2","346","0.0918176371726481","0.0826387163689675","0.100996557976329"
"Sehr guenstig","2011","3","372","0.0984366762138086","0.0899099059268174","0.1069634465008"
"Sehr guenstig","2011","4","449","0.0860608705798369","0.078776991454568","0.0933447497051058"
"Sehr guenstig","2011","5 Einkommensstärkstes Quintil","","","",""
"Guenstig","2011","1 Einkommensschwächstes Quintil","","","",""
"Guenstig","2011","2","1107","0.293550935992739","0.279075748540041","0.308026123445437"
"Guenstig","2011","3","1455","0.277180545562797","0.264368919221048","0.289992171904547"
"Guenstig","2011","4","1696","0.310996809044589","0.298974446788197","0.323019171300981"
"Guenstig","2011","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","2011","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","2011","2","1904","0.51761960995276","0.501736255873283","0.533502964032237"
"Angemessen","2011","3","2312","0.497979581288226","0.483668434597758","0.512290727978694"
"Angemessen","2011","4","2998","0.50832030731131","0.495336230005547","0.521304384617073"
"Angemessen","2011","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","2011","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","2011","2","373","0.083683313083648","0.074881254283086","0.09248537188421"
"Etwas zu hoch","2011","3","481","0.113590640424812","0.10450832845944","0.122672952390184"
"Etwas zu hoch","2011","4","483","0.08357975424825","0.0763919025290915","0.0907676059674084"
"Etwas zu hoch","2011","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","2011","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","2011","2","72","0.0133285037982051","0.00968332340298133","0.0169736841934289"
"Viel zu hoch","2011","3","69","0.0128125565103553","0.00959352162721408","0.0160315913934966"
"Viel zu hoch","2011","4","69","0.0110422588160143","0.00832820124919982","0.0137563163828287"
"Viel zu hoch","2011","5 Einkommensstärkstes Quintil","","","",""
"Sehr guenstig","2012","1 Einkommensschwächstes Quintil","","","",""
"Sehr guenstig","2012","2","313","0.101821936127792","0.0916717782130926","0.111972094042491"
"Sehr guenstig","2012","3","348","0.0793216551068807","0.0715734689152683","0.087069841298493"
"Sehr guenstig","2012","4","436","0.0820258934403928","0.0748701789519345","0.0891816079288512"
"Sehr guenstig","2012","5 Einkommensstärkstes Quintil","","","",""
"Guenstig","2012","1 Einkommensschwächstes Quintil","","","",""
"Guenstig","2012","2","1067","0.245187996801681","0.230748904150237","0.259627089453126"
"Guenstig","2012","3","1386","0.289146814695746","0.27614813136947","0.302145498022021"
"Guenstig","2012","4","1804","0.315562468486725","0.303443326207534","0.327681610765915"
"Guenstig","2012","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","2012","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","2012","2","1678","0.515138628313137","0.49836443077788","0.531912825848395"
"Angemessen","2012","3","2443","0.519862353142163","0.505537925945238","0.534186780339087"
"Angemessen","2012","4","2833","0.494987297721863","0.481949312582538","0.508025282861188"
"Angemessen","2012","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","2012","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","2012","2","305","0.121118173928956","0.11016750117739","0.132068846680521"
"Etwas zu hoch","2012","3","404","0.0897446483160168","0.0815498909181075","0.0979394057139261"
"Etwas zu hoch","2012","4","473","0.095015577587809","0.0873687682490669","0.102662386926551"
"Etwas zu hoch","2012","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","2012","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","2012","2","47","0.0167332648284341","0.0124280292843081","0.02103850037256"
"Viel zu hoch","2012","3","92","0.021924528739194","0.0177259575833871","0.026123099895001"
"Viel zu hoch","2012","4","103","0.0124087627632103","0.00952197298816105","0.0152955525382595"
"Viel zu hoch","2012","5 Einkommensstärkstes Quintil","","","",""
"Sehr guenstig","2013","1 Einkommensschwächstes Quintil","","","",""
"Sehr guenstig","2013","2","277","0.0799347498422134","0.0706039716722257","0.089265528012201"
"Sehr guenstig","2013","3","396","0.0855712694946322","0.0774208921117501","0.0937216468775143"
"Sehr guenstig","2013","4","482","0.0866287824369335","0.0795571039173706","0.0937004609564965"
"Sehr guenstig","2013","5 Einkommensstärkstes Quintil","","","",""
"Guenstig","2013","1 Einkommensschwächstes Quintil","","","",""
"Guenstig","2013","2","895","0.287255161068097","0.271686842807538","0.302823479328656"
"Guenstig","2013","3","1276","0.288215652923625","0.275018756819958","0.301412549027293"
"Guenstig","2013","4","1936","0.313221081596993","0.301560996678649","0.324881166515338"
"Guenstig","2013","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","2013","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","2013","2","1700","0.515024292147169","0.497828800790255","0.532219783504083"
"Angemessen","2013","3","2335","0.499260651649523","0.484692370011004","0.513828933288042"
"Angemessen","2013","4","3111","0.509219612277688","0.496651677918158","0.521787546637218"
"Angemessen","2013","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","2013","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","2013","2","309","0.0972689442834127","0.0870734793976433","0.107464409169182"
"Etwas zu hoch","2013","3","444","0.111010959393153","0.101857823066851","0.120164095719455"
"Etwas zu hoch","2013","4","482","0.0830697172377881","0.0761313502464144","0.0900080842291617"
"Etwas zu hoch","2013","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","2013","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","2013","2","64","0.0205168526591077","0.0156393828001847","0.0253943225180307"
"Viel zu hoch","2013","3","74","0.0159414665390663","0.0122921343226727","0.0195907987554599"
"Viel zu hoch","2013","4","67","0.0078608064505968","0.00564062945738576","0.0100809834438078"
"Viel zu hoch","2013","5 Einkommensstärkstes Quintil","","","",""
"Sehr guenstig","2014","1 Einkommensschwächstes Quintil","","","",""
"Sehr guenstig","2014","2","233","0.10217471681121","0.0905259553206294","0.113823478301792"
"Sehr guenstig","2014","3","305","0.0984528980974399","0.0892075229940952","0.107698273200785"
"Sehr guenstig","2014","4","563","0.111142938601036","0.102873088650239","0.119412788551833"
"Sehr guenstig","2014","5 Einkommensstärkstes Quintil","","","",""
"Guenstig","2014","1 Einkommensschwächstes Quintil","","","",""
"Guenstig","2014","2","779","0.320172703572395","0.302229351980372","0.338116055164419"
"Guenstig","2014","3","1168","0.263099607551664","0.249435522175769","0.276763692927559"
"Guenstig","2014","4","1664","0.306105118957762","0.29397897089952","0.318231267016004"
"Guenstig","2014","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","2014","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","2014","2","1285","0.4460314837958","0.426913705745821","0.465149261845779"
"Angemessen","2014","3","2141","0.517474360803827","0.501967614254538","0.532981107353115"
"Angemessen","2014","4","2819","0.492616642687922","0.479462474889169","0.505770810486676"
"Angemessen","2014","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","2014","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","2014","2","237","0.10713793310359","0.0952426184540285","0.119033247753151"
"Etwas zu hoch","2014","3","326","0.105827777817482","0.0962816664116161","0.115373889223347"
"Etwas zu hoch","2014","4","431","0.0824710191091086","0.0752333069970011","0.0897087312212161"
"Etwas zu hoch","2014","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","2014","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","2014","2","63","0.0244831627170045","0.0185393754058344","0.0304269500281746"
"Viel zu hoch","2014","3","49","0.0151453557295879","0.011355332422809","0.0189353790363667"
"Viel zu hoch","2014","4","72","0.00766428064417107","0.00536968724356424","0.00995887404477791"
"Viel zu hoch","2014","5 Einkommensstärkstes Quintil","","","",""
