,Unnamed: 0,year,pgisced97,quintil_oecd,pli0098_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
279,279,1995,First Stage of Tertiary Education,5th Quintile,Seldom,0.37313,66,12052,0.30895,0.45007
280,280,1995,First Stage of Tertiary Education,5th Quintile,Never,0.62687,96,12052,0.54924,0.70537
281,281,1995,Second Stage of Tertiary Education,1st Quintile,Seldom,0.23842,33,12052,0.17568,0.3145
282,282,1995,Second Stage of Tertiary Education,1st Quintile,Never,0.76158,96,12052,0.66703,0.86267
283,283,1995,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.19742,41,12052,0.16241,0.23813
284,284,1995,Second Stage of Tertiary Education,2nd Quintile,Never,0.80258,183,12052,0.71787,0.88216
285,285,1995,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.2321,70,12052,0.19924,0.273
286,286,1995,Second Stage of Tertiary Education,3rd Quintile,Never,0.7679,206,12052,0.70562,0.85501
287,287,1995,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.11587,31,12052,0.09007,0.1503
288,288,1995,Second Stage of Tertiary Education,4th Quintile,Seldom,0.21593,80,12052,0.18285,0.25008
289,289,1995,Second Stage of Tertiary Education,4th Quintile,Never,0.6682,247,12052,0.61653,0.73253
290,290,1995,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.12079,69,12052,0.1013,0.1441
291,291,1995,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.09976,64,12052,0.0853,0.11259
292,292,1995,Second Stage of Tertiary Education,5th Quintile,Seldom,0.30299,188,12052,0.27495,0.33679
293,293,1995,Second Stage of Tertiary Education,5th Quintile,Never,0.47647,320,12052,0.43982,0.5152
294,294,1996,Pre-primary Level,1st Quintile,Never,1.0,40,11839,0.74537,1.26437
295,295,1996,Pre-primary Level,2nd Quintile,Never,1.0,42,11839,0.81724,1.15095
296,296,1996,Pre-primary Level,3rd Quintile,Never,1.0,38,11839,0.7598,1.2716
297,297,1996,Primary Level,1st Quintile,At least once per week,0.12604,32,11839,0.09468,0.16299
298,298,1996,Primary Level,1st Quintile,At least once per month,0.14755,32,11839,0.09694,0.20343
299,299,1996,Primary Level,1st Quintile,Seldom,0.22229,39,11839,0.1534,0.30887
300,300,1996,Primary Level,1st Quintile,Never,0.50412,85,11839,0.42057,0.59226
301,301,1996,Primary Level,2nd Quintile,Seldom,0.49524,36,11839,0.29748,0.70275
302,302,1996,Primary Level,2nd Quintile,Never,0.50476,40,11839,0.39201,0.62359
303,303,1996,Primary Level,4th Quintile,Never,1.0,33,11839,0.74214,1.3201
304,304,1996,Lower Secondary Level,1st Quintile,At least once per week,0.16757,103,11839,0.14358,0.19017
305,305,1996,Lower Secondary Level,1st Quintile,At least once per month,0.09383,77,11839,0.07417,0.11291
306,306,1996,Lower Secondary Level,1st Quintile,Seldom,0.27461,197,11839,0.24401,0.301
307,307,1996,Lower Secondary Level,1st Quintile,Never,0.46399,351,11839,0.42499,0.50262
308,308,1996,Lower Secondary Level,2nd Quintile,At least once per week,0.14759,78,11839,0.12171,0.1754
309,309,1996,Lower Secondary Level,2nd Quintile,At least once per month,0.10499,66,11839,0.08587,0.13183
310,310,1996,Lower Secondary Level,2nd Quintile,Seldom,0.28332,142,11839,0.25132,0.32141
311,311,1996,Lower Secondary Level,2nd Quintile,Never,0.4641,272,11839,0.42207,0.51131
312,312,1996,Lower Secondary Level,3rd Quintile,At least once per week,0.14589,58,11839,0.12182,0.16984
313,313,1996,Lower Secondary Level,3rd Quintile,At least once per month,0.12403,58,11839,0.10175,0.14511
314,314,1996,Lower Secondary Level,3rd Quintile,Seldom,0.27022,122,11839,0.22596,0.3183
315,315,1996,Lower Secondary Level,3rd Quintile,Never,0.45985,231,11839,0.41658,0.50039
316,316,1996,Lower Secondary Level,4th Quintile,At least once per week,0.15935,61,11839,0.13397,0.19626
317,317,1996,Lower Secondary Level,4th Quintile,At least once per month,0.12348,50,11839,0.10289,0.14528
318,318,1996,Lower Secondary Level,4th Quintile,Seldom,0.28909,120,11839,0.25282,0.3276
319,319,1996,Lower Secondary Level,4th Quintile,Never,0.42807,172,11839,0.38339,0.46921
320,320,1996,Lower Secondary Level,5th Quintile,Seldom,0.46115,70,11839,0.39901,0.54055
321,321,1996,Lower Secondary Level,5th Quintile,Never,0.53885,90,11839,0.46485,0.6123
322,322,1996,Upper Secondary Level,1st Quintile,At least once per week,0.0815,107,11839,0.07067,0.09444
323,323,1996,Upper Secondary Level,1st Quintile,At least once per month,0.09349,103,11839,0.07728,0.10909
324,324,1996,Upper Secondary Level,1st Quintile,Seldom,0.24935,251,11839,0.22445,0.2774
325,325,1996,Upper Secondary Level,1st Quintile,Never,0.57566,708,11839,0.54721,0.61153
326,326,1996,Upper Secondary Level,2nd Quintile,At least once per week,0.08858,117,11839,0.07605,0.09999
327,327,1996,Upper Secondary Level,2nd Quintile,At least once per month,0.08261,115,11839,0.07097,0.09569
328,328,1996,Upper Secondary Level,2nd Quintile,Seldom,0.2785,395,11839,0.25838,0.29961
329,329,1996,Upper Secondary Level,2nd Quintile,Never,0.55031,841,11839,0.52246,0.58031
330,330,1996,Upper Secondary Level,3rd Quintile,At least once per week,0.09505,123,11839,0.08485,0.10913
331,331,1996,Upper Secondary Level,3rd Quintile,At least once per month,0.08652,108,11839,0.075,0.09894
332,332,1996,Upper Secondary Level,3rd Quintile,Seldom,0.31985,402,11839,0.29546,0.34392
333,333,1996,Upper Secondary Level,3rd Quintile,Never,0.49858,794,11839,0.47289,0.52185
334,334,1996,Upper Secondary Level,4th Quintile,At least once per week,0.09237,117,11839,0.08347,0.10326
335,335,1996,Upper Secondary Level,4th Quintile,At least once per month,0.09657,124,11839,0.08293,0.10824
336,336,1996,Upper Secondary Level,4th Quintile,Seldom,0.3472,477,11839,0.32481,0.3683
337,337,1996,Upper Secondary Level,4th Quintile,Never,0.46387,702,11839,0.44039,0.48857
338,338,1996,Upper Secondary Level,5th Quintile,At least once per week,0.1066,100,11839,0.09183,0.12151
339,339,1996,Upper Secondary Level,5th Quintile,At least once per month,0.09711,114,11839,0.08737,0.10797
340,340,1996,Upper Secondary Level,5th Quintile,Seldom,0.32203,344,11839,0.30032,0.34618
341,341,1996,Upper Secondary Level,5th Quintile,Never,0.47426,555,11839,0.4423,0.50464
342,342,1996,Post-secondary Non-tertiary Level,1st Quintile,Never,1.0,52,11839,0.78393,1.19868
343,343,1996,Post-secondary Non-tertiary Level,2nd Quintile,Never,1.0,39,11839,0.75519,1.20416
344,344,1996,Post-secondary Non-tertiary Level,3rd Quintile,Never,1.0,37,11839,0.78448,1.28999
345,345,1996,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.43399,34,11839,0.33131,0.53779
346,346,1996,Post-secondary Non-tertiary Level,4th Quintile,Never,0.56601,57,11839,0.44932,0.68519
347,347,1996,Post-secondary Non-tertiary Level,5th Quintile,Never,1.0,55,11839,0.82607,1.16061
348,348,1996,First Stage of Tertiary Education,1st Quintile,Never,1.0,34,11839,0.76532,1.35181
349,349,1996,First Stage of Tertiary Education,2nd Quintile,Seldom,0.40118,40,11839,0.31454,0.52584
350,350,1996,First Stage of Tertiary Education,2nd Quintile,Never,0.59882,58,11839,0.48636,0.70741
351,351,1996,First Stage of Tertiary Education,3rd Quintile,Seldom,0.42018,53,11839,0.33964,0.51012
352,352,1996,First Stage of Tertiary Education,3rd Quintile,Never,0.57982,90,11839,0.49307,0.70034
353,353,1996,First Stage of Tertiary Education,4th Quintile,Seldom,0.40214,66,11839,0.34415,0.46937
354,354,1996,First Stage of Tertiary Education,4th Quintile,Never,0.59786,92,11839,0.51153,0.69703
355,355,1996,First Stage of Tertiary Education,5th Quintile,Seldom,0.46047,65,11839,0.39222,0.53266
356,356,1996,First Stage of Tertiary Education,5th Quintile,Never,0.53953,86,11839,0.45933,0.6322
357,357,1996,Second Stage of Tertiary Education,1st Quintile,Never,1.0,89,11839,0.85951,1.14855
358,358,1996,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.31881,58,11839,0.25605,0.38337
359,359,1996,Second Stage of Tertiary Education,2nd Quintile,Never,0.68119,140,11839,0.59906,0.77932
360,360,1996,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.23156,64,11839,0.19997,0.26978
361,361,1996,Second Stage of Tertiary Education,3rd Quintile,Never,0.76844,202,11839,0.68581,0.86464
362,362,1996,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.1281,38,11839,0.10286,0.15635
363,363,1996,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.08111,34,11839,0.06925,0.09315
364,364,1996,Second Stage of Tertiary Education,4th Quintile,Seldom,0.23693,98,11839,0.2018,0.28107
365,365,1996,Second Stage of Tertiary Education,4th Quintile,Never,0.55386,249,11839,0.4976,0.61688
366,366,1996,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.12411,68,11839,0.1069,0.14615
367,367,1996,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.08463,53,11839,0.07054,0.1028
368,368,1996,Second Stage of Tertiary Education,5th Quintile,Seldom,0.32233,200,11839,0.29366,0.35789
369,369,1996,Second Stage of Tertiary Education,5th Quintile,Never,0.46893,356,11839,0.43261,0.50711
370,370,1997,Pre-primary Level,1st Quintile,Never,1.0,33,11665,0.77071,1.29305
371,371,1997,Pre-primary Level,2nd Quintile,Never,1.0,45,11665,0.83833,1.20932
372,372,1997,Pre-primary Level,3rd Quintile,Never,1.0,39,11665,0.8254,1.18085
373,373,1997,Primary Level,1st Quintile,At least once per week,0.15991,34,11665,0.12369,0.20107
374,374,1997,Primary Level,1st Quintile,Seldom,0.17238,35,11665,0.14125,0.20588
375,375,1997,Primary Level,1st Quintile,Never,0.66771,78,11665,0.52857,0.81543
376,376,1997,Primary Level,2nd Quintile,Seldom,0.48389,47,11665,0.38277,0.60466
377,377,1997,Primary Level,2nd Quintile,Never,0.51611,49,11665,0.39132,0.62931
378,378,1997,Primary Level,3rd Quintile,Never,1.0,31,11665,0.67235,1.31154
379,379,1997,Lower Secondary Level,1st Quintile,At least once per week,0.1664,104,11665,0.14024,0.19281
380,380,1997,Lower Secondary Level,1st Quintile,At least once per month,0.11017,89,11665,0.08922,0.12706
381,381,1997,Lower Secondary Level,1st Quintile,Seldom,0.24486,178,11665,0.21138,0.27217
382,382,1997,Lower Secondary Level,1st Quintile,Never,0.47856,326,11665,0.43353,0.51951
383,383,1997,Lower Secondary Level,2nd Quintile,At least once per week,0.13947,79,11665,0.11349,0.17064
384,384,1997,Lower Secondary Level,2nd Quintile,At least once per month,0.10592,55,11665,0.08744,0.12424
385,385,1997,Lower Secondary Level,2nd Quintile,Seldom,0.29264,163,11665,0.25222,0.32667
386,386,1997,Lower Secondary Level,2nd Quintile,Never,0.46196,295,11665,0.41328,0.50309
387,387,1997,Lower Secondary Level,3rd Quintile,At least once per week,0.14758,62,11665,0.12201,0.17534
388,388,1997,Lower Secondary Level,3rd Quintile,At least once per month,0.0921,47,11665,0.07123,0.11569
389,389,1997,Lower Secondary Level,3rd Quintile,Seldom,0.31652,126,11665,0.27295,0.35721
390,390,1997,Lower Secondary Level,3rd Quintile,Never,0.4438,196,11665,0.39862,0.50093
391,391,1997,Lower Secondary Level,4th Quintile,At least once per week,0.13973,44,11665,0.10852,0.17094
392,392,1997,Lower Secondary Level,4th Quintile,At least once per month,0.08393,37,11665,0.0678,0.10027
393,393,1997,Lower Secondary Level,4th Quintile,Seldom,0.29756,111,11665,0.25319,0.3425
394,394,1997,Lower Secondary Level,4th Quintile,Never,0.47879,171,11665,0.42266,0.53844
395,395,1997,Lower Secondary Level,5th Quintile,At least once per week,0.22506,39,11665,0.1877,0.2652
396,396,1997,Lower Secondary Level,5th Quintile,Seldom,0.4132,81,11665,0.34566,0.48714
397,397,1997,Lower Secondary Level,5th Quintile,Never,0.36174,92,11665,0.30929,0.42878
398,398,1997,Upper Secondary Level,1st Quintile,At least once per week,0.09232,97,11665,0.07714,0.10594
399,399,1997,Upper Secondary Level,1st Quintile,At least once per month,0.08465,86,11665,0.07368,0.09638
400,400,1997,Upper Secondary Level,1st Quintile,Seldom,0.23863,243,11665,0.21468,0.26287
401,401,1997,Upper Secondary Level,1st Quintile,Never,0.58441,670,11665,0.55384,0.62216
402,402,1997,Upper Secondary Level,2nd Quintile,At least once per week,0.09685,126,11665,0.08461,0.11046
403,403,1997,Upper Secondary Level,2nd Quintile,At least once per month,0.08582,109,11665,0.07422,0.10055
404,404,1997,Upper Secondary Level,2nd Quintile,Seldom,0.28812,381,11665,0.26391,0.31059
405,405,1997,Upper Secondary Level,2nd Quintile,Never,0.5292,819,11665,0.50371,0.56162
406,406,1997,Upper Secondary Level,3rd Quintile,At least once per week,0.08899,103,11665,0.07739,0.09997
407,407,1997,Upper Secondary Level,3rd Quintile,At least once per month,0.08313,113,11665,0.07137,0.09658
408,408,1997,Upper Secondary Level,3rd Quintile,Seldom,0.32337,422,11665,0.30034,0.34664
409,409,1997,Upper Secondary Level,3rd Quintile,Never,0.50451,755,11665,0.47899,0.53348
410,410,1997,Upper Secondary Level,4th Quintile,At least once per week,0.10438,132,11665,0.09426,0.11967
411,411,1997,Upper Secondary Level,4th Quintile,At least once per month,0.08415,119,11665,0.07466,0.09526
412,412,1997,Upper Secondary Level,4th Quintile,Seldom,0.3383,465,11665,0.31555,0.36389
413,413,1997,Upper Secondary Level,4th Quintile,Never,0.47318,679,11665,0.44569,0.50002
414,414,1997,Upper Secondary Level,5th Quintile,At least once per week,0.08966,83,11665,0.07748,0.10379
415,415,1997,Upper Secondary Level,5th Quintile,At least once per month,0.09801,113,11665,0.08795,0.11061
416,416,1997,Upper Secondary Level,5th Quintile,Seldom,0.30488,334,11665,0.27954,0.3228
417,417,1997,Upper Secondary Level,5th Quintile,Never,0.50745,591,11665,0.47818,0.53986
418,418,1997,Post-secondary Non-tertiary Level,1st Quintile,Never,1.0,44,11665,0.76847,1.19339
419,419,1997,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.60282,32,11665,0.46494,0.75061
420,420,1997,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.39718,31,11665,0.31034,0.50692
421,421,1997,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.37472,32,11665,0.29075,0.46594
422,422,1997,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.62528,37,11665,0.49722,0.77466
423,423,1997,Post-secondary Non-tertiary Level,4th Quintile,Never,1.0,69,11665,0.82912,1.21512
424,424,1997,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.38801,31,11665,0.28312,0.50342
425,425,1997,Post-secondary Non-tertiary Level,5th Quintile,Never,0.61199,55,11665,0.49768,0.72903
426,426,1997,First Stage of Tertiary Education,2nd Quintile,Seldom,0.35995,35,11665,0.2701,0.44965
427,427,1997,First Stage of Tertiary Education,2nd Quintile,Never,0.64005,73,11665,0.53644,0.7448
428,428,1997,First Stage of Tertiary Education,3rd Quintile,Seldom,0.4203,68,11665,0.37233,0.49639
429,429,1997,First Stage of Tertiary Education,3rd Quintile,Never,0.5797,75,11665,0.47887,0.71949
430,430,1997,First Stage of Tertiary Education,4th Quintile,Seldom,0.40154,58,11665,0.3272,0.48214
431,431,1997,First Stage of Tertiary Education,4th Quintile,Never,0.59846,93,11665,0.50947,0.70302
432,432,1997,First Stage of Tertiary Education,5th Quintile,Seldom,0.46938,77,11665,0.39435,0.54718
433,433,1997,First Stage of Tertiary Education,5th Quintile,Never,0.53062,88,11665,0.44002,0.62419
434,434,1997,Second Stage of Tertiary Education,1st Quintile,Never,1.0,77,11665,0.84729,1.19963
435,435,1997,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.30839,57,11665,0.26527,0.3588
436,436,1997,Second Stage of Tertiary Education,2nd Quintile,Never,0.69161,137,11665,0.62465,0.7452
437,437,1997,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.27104,65,11665,0.23031,0.32081
438,438,1997,Second Stage of Tertiary Education,3rd Quintile,Never,0.72896,178,11665,0.64114,0.82556
439,439,1997,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.11844,41,11665,0.09528,0.14627
440,440,1997,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.0854,39,11665,0.07307,0.10012
441,441,1997,Second Stage of Tertiary Education,4th Quintile,Seldom,0.21766,104,11665,0.18416,0.25467
442,442,1997,Second Stage of Tertiary Education,4th Quintile,Never,0.5785,268,11665,0.52216,0.64368
443,443,1997,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.1076,55,11665,0.09161,0.12791
444,444,1997,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.0962,60,11665,0.07833,0.11493
445,445,1997,Second Stage of Tertiary Education,5th Quintile,Seldom,0.3124,211,11665,0.28708,0.34702
446,446,1997,Second Stage of Tertiary Education,5th Quintile,Never,0.4838,349,11665,0.44406,0.52384
447,447,1998,Pre-primary Level,1st Quintile,Never,1.0,47,10969,0.84163,1.19281
448,448,1998,Pre-primary Level,2nd Quintile,Never,1.0,32,10969,0.76066,1.2504
449,449,1998,Pre-primary Level,3rd Quintile,Never,1.0,35,10969,0.77666,1.28164
450,450,1998,Primary Level,1st Quintile,Seldom,0.36665,47,10969,0.29215,0.46203
451,451,1998,Primary Level,1st Quintile,Never,0.63335,76,10969,0.51344,0.75959
452,452,1998,Primary Level,2nd Quintile,Never,1.0,39,10969,0.71492,1.32684
453,453,1998,Lower Secondary Level,1st Quintile,At least once per week,0.16174,102,10969,0.13222,0.19028
454,454,1998,Lower Secondary Level,1st Quintile,At least once per month,0.11453,69,10969,0.09618,0.13857
455,455,1998,Lower Secondary Level,1st Quintile,Seldom,0.24237,159,10969,0.21269,0.27124
456,456,1998,Lower Secondary Level,1st Quintile,Never,0.48137,322,10969,0.43957,0.52308
457,457,1998,Lower Secondary Level,2nd Quintile,At least once per week,0.16985,80,10969,0.15034,0.20354
458,458,1998,Lower Secondary Level,2nd Quintile,At least once per month,0.13298,80,10969,0.10854,0.16201
459,459,1998,Lower Secondary Level,2nd Quintile,Seldom,0.29288,164,10969,0.26131,0.33222
460,460,1998,Lower Secondary Level,2nd Quintile,Never,0.40428,245,10969,0.36306,0.44545
461,461,1998,Lower Secondary Level,3rd Quintile,At least once per week,0.11033,47,10969,0.0931,0.12656
462,462,1998,Lower Secondary Level,3rd Quintile,At least once per month,0.16688,62,10969,0.13394,0.20018
463,463,1998,Lower Secondary Level,3rd Quintile,Seldom,0.3057,123,10969,0.26568,0.34339
464,464,1998,Lower Secondary Level,3rd Quintile,Never,0.41709,189,10969,0.36623,0.46822
465,465,1998,Lower Secondary Level,4th Quintile,At least once per week,0.18443,50,10969,0.14312,0.22153
466,466,1998,Lower Secondary Level,4th Quintile,Seldom,0.33544,113,10969,0.28732,0.37897
467,467,1998,Lower Secondary Level,4th Quintile,Never,0.48013,168,10969,0.43369,0.54552
468,468,1998,Lower Secondary Level,5th Quintile,Seldom,0.36141,57,10969,0.30102,0.44977
469,469,1998,Lower Secondary Level,5th Quintile,Never,0.63859,87,10969,0.52249,0.75469
470,470,1998,Upper Secondary Level,1st Quintile,At least once per week,0.06936,89,10969,0.06032,0.077
471,471,1998,Upper Secondary Level,1st Quintile,At least once per month,0.08241,79,10969,0.06978,0.09899
472,472,1998,Upper Secondary Level,1st Quintile,Seldom,0.25199,246,10969,0.22787,0.2785
473,473,1998,Upper Secondary Level,1st Quintile,Never,0.59624,664,10969,0.56918,0.62874
474,474,1998,Upper Secondary Level,2nd Quintile,At least once per week,0.08956,121,10969,0.07747,0.10213
475,475,1998,Upper Secondary Level,2nd Quintile,At least once per month,0.07953,109,10969,0.06911,0.08889
476,476,1998,Upper Secondary Level,2nd Quintile,Seldom,0.2744,361,10969,0.25541,0.29661
477,477,1998,Upper Secondary Level,2nd Quintile,Never,0.55652,751,10969,0.52887,0.58951
478,478,1998,Upper Secondary Level,3rd Quintile,At least once per week,0.08281,95,10969,0.07253,0.09285
479,479,1998,Upper Secondary Level,3rd Quintile,At least once per month,0.08015,103,10969,0.06838,0.09192
480,480,1998,Upper Secondary Level,3rd Quintile,Seldom,0.3175,415,10969,0.29492,0.34156
481,481,1998,Upper Secondary Level,3rd Quintile,Never,0.51954,748,10969,0.48994,0.54776
482,482,1998,Upper Secondary Level,4th Quintile,At least once per week,0.11687,135,10969,0.10515,0.12881
483,483,1998,Upper Secondary Level,4th Quintile,At least once per month,0.08787,105,10969,0.07538,0.10087
484,484,1998,Upper Secondary Level,4th Quintile,Seldom,0.31525,448,10969,0.295,0.34259
485,485,1998,Upper Secondary Level,4th Quintile,Never,0.48001,681,10969,0.45506,0.5078
486,486,1998,Upper Secondary Level,5th Quintile,At least once per week,0.09917,94,10969,0.08561,0.11375
487,487,1998,Upper Secondary Level,5th Quintile,At least once per month,0.09916,102,10969,0.08568,0.11448
488,488,1998,Upper Secondary Level,5th Quintile,Seldom,0.34694,339,10969,0.32343,0.37239
489,489,1998,Upper Secondary Level,5th Quintile,Never,0.45472,503,10969,0.4284,0.48581
490,490,1998,Post-secondary Non-tertiary Level,1st Quintile,Never,1.0,47,10969,0.81061,1.24176
491,491,1998,Post-secondary Non-tertiary Level,3rd Quintile,Never,1.0,42,10969,0.7959,1.29936
492,492,1998,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.39108,33,10969,0.2974,0.48847
493,493,1998,Post-secondary Non-tertiary Level,4th Quintile,Never,0.60892,60,10969,0.50414,0.78609
494,494,1998,Post-secondary Non-tertiary Level,5th Quintile,Never,1.0,57,10969,0.78606,1.21753
495,495,1998,First Stage of Tertiary Education,2nd Quintile,Seldom,0.37752,41,10969,0.31961,0.47252
496,496,1998,First Stage of Tertiary Education,2nd Quintile,Never,0.62248,69,10969,0.52906,0.73693
497,497,1998,First Stage of Tertiary Education,3rd Quintile,Seldom,0.38458,53,10969,0.31815,0.45818
498,498,1998,First Stage of Tertiary Education,3rd Quintile,Never,0.61542,84,10969,0.51255,0.72831
499,499,1998,First Stage of Tertiary Education,4th Quintile,Seldom,0.44771,75,10969,0.38181,0.52285
500,500,1998,First Stage of Tertiary Education,4th Quintile,Never,0.55229,82,10969,0.46202,0.63867
501,501,1998,First Stage of Tertiary Education,5th Quintile,Seldom,0.45485,68,10969,0.37941,0.53825
502,502,1998,First Stage of Tertiary Education,5th Quintile,Never,0.54515,73,10969,0.4489,0.63647
503,503,1998,Second Stage of Tertiary Education,1st Quintile,Seldom,0.35755,38,10969,0.29781,0.42006
504,504,1998,Second Stage of Tertiary Education,1st Quintile,Never,0.64245,59,10969,0.5122,0.76998
505,505,1998,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.19678,38,10969,0.15126,0.24714
506,506,1998,Second Stage of Tertiary Education,2nd Quintile,Never,0.80322,132,10969,0.71016,0.91605
507,507,1998,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.34536,80,10969,0.28462,0.40235
508,508,1998,Second Stage of Tertiary Education,3rd Quintile,Never,0.65464,185,10969,0.59765,0.71514
509,509,1998,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.11649,37,10969,0.09334,0.14574
510,510,1998,Second Stage of Tertiary Education,4th Quintile,Seldom,0.26579,111,10969,0.22499,0.3146
511,511,1998,Second Stage of Tertiary Education,4th Quintile,Never,0.61772,249,10969,0.54751,0.6744
512,512,1998,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.10987,55,10969,0.08988,0.12971
513,513,1998,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.11231,65,10969,0.09317,0.13354
514,514,1998,Second Stage of Tertiary Education,5th Quintile,Seldom,0.30591,211,10969,0.27374,0.33644
515,515,1998,Second Stage of Tertiary Education,5th Quintile,Never,0.47191,344,10969,0.43651,0.50759
516,516,1999,Pre-primary Level,1st Quintile,Never,1.0,43,12469,0.84956,1.21416
517,517,1999,Pre-primary Level,2nd Quintile,Never,1.0,43,12469,0.8093,1.19261
518,518,1999,Primary Level,1st Quintile,At least once per month,0.18333,31,12469,0.14589,0.2234
519,519,1999,Primary Level,1st Quintile,Seldom,0.28579,41,12469,0.22169,0.35301
520,520,1999,Primary Level,1st Quintile,Never,0.53088,75,12469,0.43345,0.64152
521,521,1999,Primary Level,2nd Quintile,Seldom,0.45304,38,12469,0.33542,0.58013
522,522,1999,Primary Level,2nd Quintile,Never,0.54696,37,12469,0.40045,0.74533
523,523,1999,Lower Secondary Level,1st Quintile,At least once per week,0.17899,111,12469,0.15587,0.20383
524,524,1999,Lower Secondary Level,1st Quintile,At least once per month,0.0925,72,12469,0.07627,0.11198
525,525,1999,Lower Secondary Level,1st Quintile,Seldom,0.24321,170,12469,0.21089,0.27136
526,526,1999,Lower Secondary Level,1st Quintile,Never,0.4853,367,12469,0.45076,0.52267
527,527,1999,Lower Secondary Level,2nd Quintile,At least once per week,0.12697,72,12469,0.10629,0.15044
528,528,1999,Lower Secondary Level,2nd Quintile,At least once per month,0.11903,70,12469,0.10199,0.14057
529,529,1999,Lower Secondary Level,2nd Quintile,Seldom,0.32545,180,12469,0.29222,0.35456
530,530,1999,Lower Secondary Level,2nd Quintile,Never,0.42854,302,12469,0.39411,0.46058
531,531,1999,Lower Secondary Level,3rd Quintile,At least once per week,0.15676,61,12469,0.13424,0.18339
532,532,1999,Lower Secondary Level,3rd Quintile,At least once per month,0.08607,43,12469,0.06661,0.10527
533,533,1999,Lower Secondary Level,3rd Quintile,Seldom,0.31199,154,12469,0.27957,0.35499
534,534,1999,Lower Secondary Level,3rd Quintile,Never,0.44519,223,12469,0.39854,0.48939
535,535,1999,Lower Secondary Level,4th Quintile,At least once per week,0.12785,42,12469,0.10699,0.14471
536,536,1999,Lower Secondary Level,4th Quintile,At least once per month,0.09223,37,12469,0.07259,0.10998
537,537,1999,Lower Secondary Level,4th Quintile,Seldom,0.32858,127,12469,0.29186,0.36653
538,538,1999,Lower Secondary Level,4th Quintile,Never,0.45134,157,12469,0.3992,0.50257
539,539,1999,Lower Secondary Level,5th Quintile,At least once per week,0.20375,34,12469,0.16564,0.24486
540,540,1999,Lower Secondary Level,5th Quintile,Seldom,0.32996,75,12469,0.2951,0.37757
541,541,1999,Lower Secondary Level,5th Quintile,Never,0.46629,102,12469,0.40842,0.52401
542,542,1999,Upper Secondary Level,1st Quintile,At least once per week,0.08338,107,12469,0.0721,0.09565
543,543,1999,Upper Secondary Level,1st Quintile,At least once per month,0.06547,79,12469,0.05468,0.08015
544,544,1999,Upper Secondary Level,1st Quintile,Seldom,0.25861,287,12469,0.23686,0.28066
545,545,1999,Upper Secondary Level,1st Quintile,Never,0.59254,749,12469,0.56169,0.62833
546,546,1999,Upper Secondary Level,2nd Quintile,At least once per week,0.07491,108,12469,0.06488,0.08523
547,547,1999,Upper Secondary Level,2nd Quintile,At least once per month,0.08233,115,12469,0.07157,0.09356
548,548,1999,Upper Secondary Level,2nd Quintile,Seldom,0.27558,424,12469,0.25783,0.29473
549,549,1999,Upper Secondary Level,2nd Quintile,Never,0.56718,892,12469,0.53795,0.60077
550,550,1999,Upper Secondary Level,3rd Quintile,At least once per week,0.10542,123,12469,0.09619,0.11719
551,551,1999,Upper Secondary Level,3rd Quintile,At least once per month,0.08183,125,12469,0.0734,0.08919
552,552,1999,Upper Secondary Level,3rd Quintile,Seldom,0.31302,468,12469,0.29476,0.33483
553,553,1999,Upper Secondary Level,3rd Quintile,Never,0.49972,796,12469,0.46942,0.52513
554,554,1999,Upper Secondary Level,4th Quintile,At least once per week,0.07805,109,12469,0.0686,0.08722
555,555,1999,Upper Secondary Level,4th Quintile,At least once per month,0.10418,143,12469,0.09149,0.12345
556,556,1999,Upper Secondary Level,4th Quintile,Seldom,0.34563,491,12469,0.32303,0.36385
557,557,1999,Upper Secondary Level,4th Quintile,Never,0.47215,707,12469,0.4455,0.50256
