"pli0098_h","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Taeglich","2003","Westdeutschland, alte Bundeslaender","weiblich","43","0.00591334506390198","0.00430429786796078","0.00752239225984318"
"Taeglich","2003","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Taeglich","2003","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2003","Westdeutschland, alte Bundeslaender","maennlich","764","0.09085305317453","0.0845864929724402","0.0971196133766198"
"Min 1x pro Woche","2003","Westdeutschland, alte Bundeslaender","weiblich","1053","0.128454877583389","0.121432886268058","0.13547686889872"
"Min 1x pro Woche","2003","Ostdeutschland, neue Bundeslaender","maennlich","66","0.0246091729062303","0.0186332110826094","0.0305851347298512"
"Min 1x pro Woche","2003","Ostdeutschland, neue Bundeslaender","weiblich","90","0.0321934648257962","0.0256201211109929","0.0387668085405996"
"Min 1x pro Monat","2003","Westdeutschland, alte Bundeslaender","maennlich","767","0.0901612926681927","0.0839162604962482","0.0964063248401371"
"Min 1x pro Monat","2003","Westdeutschland, alte Bundeslaender","weiblich","1079","0.119967204580078","0.113148203677369","0.126786205482786"
"Min 1x pro Monat","2003","Ostdeutschland, neue Bundeslaender","maennlich","112","0.038040949938029","0.0306623503861438","0.0454195494899142"
"Min 1x pro Monat","2003","Ostdeutschland, neue Bundeslaender","weiblich","153","0.0493701234555938","0.0413024921465802","0.0574377547646074"
"Seltener","2003","Westdeutschland, alte Bundeslaender","maennlich","2747","0.329124307814657","0.318878565753965","0.339370049875349"
"Seltener","2003","Westdeutschland, alte Bundeslaender","weiblich","3060","0.339653814693695","0.329714781642369","0.349592847745021"
"Seltener","2003","Ostdeutschland, neue Bundeslaender","maennlich","395","0.14541037708217","0.131813271186978","0.159007482977361"
"Seltener","2003","Ostdeutschland, neue Bundeslaender","weiblich","502","0.173735572154719","0.15962605639696","0.187845087912479"
"Nie","2003","Westdeutschland, alte Bundeslaender","maennlich","3773","0.485912250617661","0.475014422288786","0.496810078946535"
"Nie","2003","Westdeutschland, alte Bundeslaender","weiblich","3487","0.406010758078937","0.395704568898204","0.416316947259669"
"Nie","2003","Ostdeutschland, neue Bundeslaender","maennlich","2006","0.790804187425442","0.775115704631121","0.806492670219763"
"Nie","2003","Ostdeutschland, neue Bundeslaender","weiblich","2022","0.743810811230707","0.727554580715816","0.760067041745598"
"Taeglich","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Taeglich","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Taeglich","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Taeglich","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Min 1x pro Woche","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Min 1x pro Woche","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Monat","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Min 1x pro Monat","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Min 1x pro Monat","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Min 1x pro Monat","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Seltener","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Seltener","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Seltener","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Seltener","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nie","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Nie","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Nie","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Nie","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Taeglich","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Taeglich","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Taeglich","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Taeglich","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2005","Westdeutschland, alte Bundeslaender","maennlich","672","0.086005668798205","0.0796506082824829","0.092360729313927"
"Min 1x pro Woche","2005","Westdeutschland, alte Bundeslaender","weiblich","942","0.122212539403496","0.115116470056082","0.12930860875091"
"Min 1x pro Woche","2005","Ostdeutschland, neue Bundeslaender","maennlich","70","0.0232654948886884","0.0172545321102483","0.0292764576671284"
"Min 1x pro Woche","2005","Ostdeutschland, neue Bundeslaender","weiblich","90","0.033159956892293","0.026305092404829","0.040014821379757"
"Min 1x pro Monat","2005","Westdeutschland, alte Bundeslaender","maennlich","655","0.0766064816168558","0.0705779635076495","0.0826349997260621"
"Min 1x pro Monat","2005","Westdeutschland, alte Bundeslaender","weiblich","1017","0.117816201107149","0.11083150802803","0.124800894186269"
"Min 1x pro Monat","2005","Ostdeutschland, neue Bundeslaender","maennlich","96","0.031620385502045","0.0246427862068837","0.0385979847972062"
"Min 1x pro Monat","2005","Ostdeutschland, neue Bundeslaender","weiblich","143","0.0500594472153124","0.041710997813493","0.0584078966171318"
"Seltener","2005","Westdeutschland, alte Bundeslaender","maennlich","2584","0.338144719542957","0.327421696859317","0.348867742226597"
"Seltener","2005","Westdeutschland, alte Bundeslaender","weiblich","2862","0.336155521563369","0.325920975642825","0.346390067483912"
"Seltener","2005","Ostdeutschland, neue Bundeslaender","maennlich","394","0.163959952431144","0.149196699562716","0.178723205299572"
"Seltener","2005","Ostdeutschland, neue Bundeslaender","weiblich","483","0.172536155684206","0.158070798815211","0.1870015125532"
"Nie","2005","Westdeutschland, alte Bundeslaender","maennlich","3566","0.499243130041982","0.487909894695007","0.510576365388958"
"Nie","2005","Westdeutschland, alte Bundeslaender","weiblich","3363","0.423815737925986","0.41310955852678","0.434521917325192"
"Nie","2005","Ostdeutschland, neue Bundeslaender","maennlich","1856","0.781154167178122","0.764667337791453","0.797640996564791"
"Nie","2005","Ostdeutschland, neue Bundeslaender","weiblich","1905","0.744244440208189","0.727541807856878","0.760947072559499"
"Taeglich","2006","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Taeglich","2006","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Taeglich","2006","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Taeglich","2006","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2006","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Min 1x pro Woche","2006","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2006","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Min 1x pro Woche","2006","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Monat","2006","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Min 1x pro Monat","2006","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Min 1x pro Monat","2006","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Min 1x pro Monat","2006","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Seltener","2006","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Seltener","2006","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Seltener","2006","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Seltener","2006","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nie","2006","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Nie","2006","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Nie","2006","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Nie","2006","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Taeglich","2007","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Taeglich","2007","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Taeglich","2007","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Taeglich","2007","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2007","Westdeutschland, alte Bundeslaender","maennlich","684","0.0829649006670735","0.076664178023325","0.0892656233108221"
"Min 1x pro Woche","2007","Westdeutschland, alte Bundeslaender","weiblich","922","0.113903190653623","0.107005911272456","0.12080047003479"
"Min 1x pro Woche","2007","Ostdeutschland, neue Bundeslaender","maennlich","72","0.0233247694786649","0.0172950957475836","0.0293544432097462"
"Min 1x pro Woche","2007","Ostdeutschland, neue Bundeslaender","weiblich","94","0.0358879711898193","0.0287325706161227","0.0430433717635159"
"Min 1x pro Monat","2007","Westdeutschland, alte Bundeslaender","maennlich","651","0.0794635155156099","0.0732854206203954","0.0856416104108244"
"Min 1x pro Monat","2007","Westdeutschland, alte Bundeslaender","weiblich","947","0.109911847512847","0.103121249049399","0.116702445976295"
"Min 1x pro Monat","2007","Ostdeutschland, neue Bundeslaender","maennlich","96","0.0400592570533412","0.0322252545931318","0.0478932595135507"
"Min 1x pro Monat","2007","Ostdeutschland, neue Bundeslaender","weiblich","151","0.0593722895652004","0.0502816062314084","0.0684629728989924"
"Seltener","2007","Westdeutschland, alte Bundeslaender","maennlich","2391","0.311229583971647","0.300653427606147","0.321805740337147"
"Seltener","2007","Westdeutschland, alte Bundeslaender","weiblich","2811","0.326903480038771","0.316719495503064","0.337087464574477"
"Seltener","2007","Ostdeutschland, neue Bundeslaender","maennlich","375","0.139251304246406","0.125420486188083","0.153082122304729"
"Seltener","2007","Ostdeutschland, neue Bundeslaender","weiblich","452","0.153146093022348","0.13929280206797","0.166999383976726"
"Nie","2007","Westdeutschland, alte Bundeslaender","maennlich","3636","0.52634199984567","0.514936439252442","0.537747560438898"
"Nie","2007","Westdeutschland, alte Bundeslaender","weiblich","3470","0.449281481794759","0.438482236995622","0.460080726593896"
"Nie","2007","Ostdeutschland, neue Bundeslaender","maennlich","1864","0.797364669221588","0.781306496498105","0.81342284194507"
"Nie","2007","Ostdeutschland, neue Bundeslaender","weiblich","1899","0.751593646222632","0.734972206191981","0.768215086253284"
"Taeglich","2008","Westdeutschland, alte Bundeslaender","maennlich","38","0.00469335265762509","0.00308243980988714","0.00630426550536303"
"Taeglich","2008","Westdeutschland, alte Bundeslaender","weiblich","36","0.00467961173564813","0.00315077237824806","0.00620845109304821"
"Taeglich","2008","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Taeglich","2008","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2008","Westdeutschland, alte Bundeslaender","maennlich","577","0.0764901643871191","0.0702258209645101","0.0827545078097281"
"Min 1x pro Woche","2008","Westdeutschland, alte Bundeslaender","weiblich","788","0.104367419481877","0.0975184866344234","0.11121635232933"
"Min 1x pro Woche","2008","Ostdeutschland, neue Bundeslaender","maennlich","65","0.0234631632134815","0.0172837075280281","0.0296426188989349"
"Min 1x pro Woche","2008","Ostdeutschland, neue Bundeslaender","weiblich","77","0.0307505161328811","0.0239462698166369","0.0375547624491254"
"Min 1x pro Monat","2008","Westdeutschland, alte Bundeslaender","maennlich","578","0.0735373702810506","0.0673853182552316","0.0796894223068696"
"Min 1x pro Monat","2008","Westdeutschland, alte Bundeslaender","weiblich","922","0.11420974154658","0.107084616055192","0.121334867037968"
"Min 1x pro Monat","2008","Ostdeutschland, neue Bundeslaender","maennlich","104","0.0342947070864625","0.0268653970764018","0.0417240170965232"
"Min 1x pro Monat","2008","Ostdeutschland, neue Bundeslaender","weiblich","150","0.0575932779499493","0.0484111969601585","0.0667753589397402"
"Seltener","2008","Westdeutschland, alte Bundeslaender","maennlich","2376","0.326292014690786","0.315241282120731","0.337342747260841"
"Seltener","2008","Westdeutschland, alte Bundeslaender","weiblich","2643","0.331127923085799","0.320585391057252","0.341670455114346"
"Seltener","2008","Ostdeutschland, neue Bundeslaender","maennlich","359","0.15211401919399","0.137452938833835","0.166775099554145"
"Seltener","2008","Ostdeutschland, neue Bundeslaender","weiblich","460","0.177315264457688","0.162262169039209","0.192368359876166"
"Nie","2008","Westdeutschland, alte Bundeslaender","maennlich","3346","0.518987097983419","0.507210803908585","0.530763392058254"
"Nie","2008","Westdeutschland, alte Bundeslaender","weiblich","3266","0.445615304150096","0.434481049269133","0.456749559031058"
"Nie","2008","Ostdeutschland, neue Bundeslaender","maennlich","1776","0.789740366087122","0.773104985297158","0.806375746877086"
"Nie","2008","Ostdeutschland, neue Bundeslaender","weiblich","1783","0.733914546676922","0.716497707283927","0.751331386069918"
"Taeglich","2009","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Taeglich","2009","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Taeglich","2009","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Taeglich","2009","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2009","Westdeutschland, alte Bundeslaender","maennlich","536","0.0735337293544156","0.0671515408469132","0.079915917861918"
"Min 1x pro Woche","2009","Westdeutschland, alte Bundeslaender","weiblich","717","0.100446354175387","0.0934405565452925","0.107452151805482"
"Min 1x pro Woche","2009","Ostdeutschland, neue Bundeslaender","maennlich","73","0.0303902217791911","0.0231876740334247","0.0375927695249574"
"Min 1x pro Woche","2009","Ostdeutschland, neue Bundeslaender","weiblich","88","0.0359226318409999","0.0284049337703884","0.0434403299116113"
"Min 1x pro Monat","2009","Westdeutschland, alte Bundeslaender","maennlich","553","0.0734553863967028","0.0670763288995668","0.0798344438938388"
"Min 1x pro Monat","2009","Westdeutschland, alte Bundeslaender","weiblich","826","0.112626808297902","0.105258784743382","0.119994831852422"
"Min 1x pro Monat","2009","Ostdeutschland, neue Bundeslaender","maennlich","91","0.0395586792848895","0.031380115824221","0.0477372427455581"
"Min 1x pro Monat","2009","Ostdeutschland, neue Bundeslaender","weiblich","134","0.0521089394364793","0.0431309272080426","0.061086951664916"
"Seltener","2009","Westdeutschland, alte Bundeslaender","maennlich","2099","0.313126750390941","0.301786832446746","0.324466668335136"
"Seltener","2009","Westdeutschland, alte Bundeslaender","weiblich","2449","0.322533560023305","0.311639034686794","0.333428085359816"
"Seltener","2009","Ostdeutschland, neue Bundeslaender","maennlich","343","0.154325775438327","0.139167789538467","0.169483761338187"
"Seltener","2009","Ostdeutschland, neue Bundeslaender","weiblich","415","0.176992172112513","0.161574320047015","0.19241002417801"
"Nie","2009","Westdeutschland, alte Bundeslaender","maennlich","3237","0.53988413385794","0.527697173121216","0.552071094594664"
"Nie","2009","Westdeutschland, alte Bundeslaender","weiblich","3080","0.464393277503406","0.452769616466164","0.476016938540648"
"Nie","2009","Ostdeutschland, neue Bundeslaender","maennlich","1675","0.775725323497592","0.758224244629471","0.793226402365714"
"Nie","2009","Ostdeutschland, neue Bundeslaender","weiblich","1717","0.734976256610008","0.717147382908573","0.752805130311443"
"Taeglich","2010","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Taeglich","2010","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Taeglich","2010","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Taeglich","2010","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2010","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Min 1x pro Woche","2010","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2010","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Min 1x pro Woche","2010","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Monat","2010","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Min 1x pro Monat","2010","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Min 1x pro Monat","2010","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Min 1x pro Monat","2010","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Seltener","2010","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Seltener","2010","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Seltener","2010","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Seltener","2010","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nie","2010","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Nie","2010","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Nie","2010","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Nie","2010","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Taeglich","2011","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Taeglich","2011","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Taeglich","2011","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Taeglich","2011","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2011","Westdeutschland, alte Bundeslaender","maennlich","885","0.078732822942608","0.0734486710789675","0.0840169748062485"
"Min 1x pro Woche","2011","Westdeutschland, alte Bundeslaender","weiblich","1291","0.102870646642374","0.0974606686221143","0.108280624662634"
"Min 1x pro Woche","2011","Ostdeutschland, neue Bundeslaender","maennlich","110","0.0316297414535768","0.0252368725172581","0.0380226103898955"
"Min 1x pro Woche","2011","Ostdeutschland, neue Bundeslaender","weiblich","144","0.0370291188223203","0.0307188605353102","0.0433393771093303"
"Min 1x pro Monat","2011","Westdeutschland, alte Bundeslaender","maennlich","932","0.0765951079914461","0.0713771427520529","0.0818130732308392"
"Min 1x pro Monat","2011","Westdeutschland, alte Bundeslaender","weiblich","1489","0.114548895428085","0.108877368775948","0.120220422080223"
"Min 1x pro Monat","2011","Ostdeutschland, neue Bundeslaender","maennlich","125","0.0338280444769778","0.0272242595795385","0.0404318293744171"
"Min 1x pro Monat","2011","Ostdeutschland, neue Bundeslaender","weiblich","201","0.0508422247656887","0.0435013071916258","0.0581831423397516"
"Seltener","2011","Westdeutschland, alte Bundeslaender","maennlich","3006","0.29013281578225","0.281228684467339","0.299036947097162"
"Seltener","2011","Westdeutschland, alte Bundeslaender","weiblich","3719","0.303276098439588","0.295090099588235","0.311462097290941"
"Seltener","2011","Ostdeutschland, neue Bundeslaender","maennlich","417","0.153744169237785","0.140568356230604","0.166919982244967"
"Seltener","2011","Ostdeutschland, neue Bundeslaender","weiblich","505","0.15206042295054","0.140061026014729","0.16405981988635"
"Nie","2011","Westdeutschland, alte Bundeslaender","maennlich","5156","0.554539253283696","0.544787662983251","0.564290843584141"
"Nie","2011","Westdeutschland, alte Bundeslaender","weiblich","5614","0.479304359489953","0.470407844952345","0.48820087402756"
"Nie","2011","Ostdeutschland, neue Bundeslaender","maennlich","2227","0.78079804483166","0.765686153257582","0.795909936405737"
"Nie","2011","Ostdeutschland, neue Bundeslaender","weiblich","2590","0.760068233461451","0.74579773850303","0.774338728419873"
"Taeglich","2012","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Taeglich","2012","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Taeglich","2012","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Taeglich","2012","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2012","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Min 1x pro Woche","2012","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2012","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Min 1x pro Woche","2012","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Monat","2012","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Min 1x pro Monat","2012","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Min 1x pro Monat","2012","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Min 1x pro Monat","2012","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Seltener","2012","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Seltener","2012","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Seltener","2012","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Seltener","2012","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nie","2012","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Nie","2012","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Nie","2012","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Nie","2012","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Taeglich","2013","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Taeglich","2013","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Taeglich","2013","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Taeglich","2013","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2013","Westdeutschland, alte Bundeslaender","maennlich","758","0.0783008057857804","0.0727255123657261","0.0838760992058348"
"Min 1x pro Woche","2013","Westdeutschland, alte Bundeslaender","weiblich","1093","0.104877853470243","0.0991142217892107","0.110641485151276"
"Min 1x pro Woche","2013","Ostdeutschland, neue Bundeslaender","maennlich","114","0.0321930722076022","0.025412184037328","0.0389739603778764"
"Min 1x pro Woche","2013","Ostdeutschland, neue Bundeslaender","weiblich","127","0.0324446331058762","0.0262256499230574","0.0386636162886951"
"Min 1x pro Monat","2013","Westdeutschland, alte Bundeslaender","maennlich","812","0.075368654238482","0.0698900529468459","0.0808472555301182"
"Min 1x pro Monat","2013","Westdeutschland, alte Bundeslaender","weiblich","1283","0.112226862280097","0.106289239761642","0.118164484798552"
"Min 1x pro Monat","2013","Ostdeutschland, neue Bundeslaender","maennlich","110","0.0344311046757844","0.0274265888828367","0.041435620468732"
"Min 1x pro Monat","2013","Ostdeutschland, neue Bundeslaender","weiblich","167","0.04747379493399","0.0400097288374445","0.0549378610305355"
"Seltener","2013","Westdeutschland, alte Bundeslaender","maennlich","2706","0.292246351532777","0.282807794237266","0.301684908828287"
"Seltener","2013","Westdeutschland, alte Bundeslaender","weiblich","3350","0.29681769968738","0.288223765242642","0.305411634132118"
"Seltener","2013","Ostdeutschland, neue Bundeslaender","maennlich","369","0.141093065871329","0.127719817925618","0.15446631381704"
"Seltener","2013","Ostdeutschland, neue Bundeslaender","weiblich","481","0.153555138777673","0.140900739034636","0.16620953852071"
"Nie","2013","Westdeutschland, alte Bundeslaender","maennlich","4618","0.551175185334223","0.540852961614219","0.561497409054226"
"Nie","2013","Westdeutschland, alte Bundeslaender","weiblich","5110","0.484185181828613","0.474784359867053","0.493586003790173"
"Nie","2013","Ostdeutschland, neue Bundeslaender","maennlich","2005","0.791769957874518","0.776171480400082","0.807368435348954"
"Nie","2013","Ostdeutschland, neue Bundeslaender","weiblich","2339","0.76582046430534","0.750956043565566","0.780684885045115"
"Taeglich","2014","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Taeglich","2014","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Taeglich","2014","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Taeglich","2014","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2014","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Min 1x pro Woche","2014","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2014","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Min 1x pro Woche","2014","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Monat","2014","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Min 1x pro Monat","2014","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Min 1x pro Monat","2014","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Min 1x pro Monat","2014","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Seltener","2014","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Seltener","2014","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Seltener","2014","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Seltener","2014","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nie","2014","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Nie","2014","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Nie","2014","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Nie","2014","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Taeglich","2015","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Taeglich","2015","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Taeglich","2015","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Taeglich","2015","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2015","Westdeutschland, alte Bundeslaender","maennlich","833","0.0774456262059656","0.0721725754823473","0.0827186769295838"
"Min 1x pro Woche","2015","Westdeutschland, alte Bundeslaender","weiblich","1072","0.0996289935145597","0.0941706593601954","0.105087327668924"
"Min 1x pro Woche","2015","Ostdeutschland, neue Bundeslaender","maennlich","100","0.024417876429242","0.018344634641909","0.0304911182165751"
"Min 1x pro Woche","2015","Ostdeutschland, neue Bundeslaender","weiblich","125","0.0289090892930263","0.0228587619839659","0.0349594166020867"
"Min 1x pro Monat","2015","Westdeutschland, alte Bundeslaender","maennlich","886","0.0701170933437946","0.065079842253847","0.0751543444337422"
"Min 1x pro Monat","2015","Westdeutschland, alte Bundeslaender","weiblich","1321","0.10064460006059","0.0951616106194048","0.106127589501775"
"Min 1x pro Monat","2015","Ostdeutschland, neue Bundeslaender","maennlich","102","0.0310248599018539","0.0242023222532826","0.0378473975504253"
"Min 1x pro Monat","2015","Ostdeutschland, neue Bundeslaender","weiblich","160","0.0479127086080167","0.04020020348671","0.0556252137293235"
"Seltener","2015","Westdeutschland, alte Bundeslaender","maennlich","2732","0.274624658984955","0.265819875633925","0.283429442335985"
"Seltener","2015","Westdeutschland, alte Bundeslaender","weiblich","3395","0.285733222898695","0.277500052726119","0.29396639307127"
"Seltener","2015","Ostdeutschland, neue Bundeslaender","maennlich","345","0.133845327486517","0.120447510455868","0.147243144517167"
"Seltener","2015","Ostdeutschland, neue Bundeslaender","weiblich","428","0.145416680077963","0.132687042523801","0.158146317632125"
"Nie","2015","Westdeutschland, alte Bundeslaender","maennlich","5420","0.577812621465285","0.568069151516809","0.587556091413761"
"Nie","2015","Westdeutschland, alte Bundeslaender","weiblich","5778","0.513993183526156","0.504884484397615","0.523101882654696"
"Nie","2015","Ostdeutschland, neue Bundeslaender","maennlich","1934","0.810711936182387","0.795297430329975","0.826126442034799"
"Nie","2015","Ostdeutschland, neue Bundeslaender","weiblich","2233","0.777761522020994","0.76274862264938","0.792774421392608"
"Taeglich","2016","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Taeglich","2016","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Taeglich","2016","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Taeglich","2016","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2016","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Min 1x pro Woche","2016","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2016","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Min 1x pro Woche","2016","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Monat","2016","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Min 1x pro Monat","2016","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Min 1x pro Monat","2016","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Min 1x pro Monat","2016","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Seltener","2016","Westdeutschland, alte Bundeslaender","maennlich","","","",""
