"pli0098_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Nie","2011","Thüringen","Ost","766","0.713004960901415","0.686296997993603","0.739712923809227"
"Taeglich","2012","Schleswig-Holstein","West","","","",""
"Taeglich","2012","Schleswig-Holstein","Ost","","","",""
"Taeglich","2012","Hamburg","West","","","",""
"Taeglich","2012","Hamburg","Ost","","","",""
"Taeglich","2012","Niedersachsen","West","","","",""
"Taeglich","2012","Niedersachsen","Ost","","","",""
"Taeglich","2012","Bremen","West","","","",""
"Taeglich","2012","Bremen","Ost","","","",""
"Taeglich","2012","Nordrhein-Westfalen","West","","","",""
"Taeglich","2012","Nordrhein-Westfalen","Ost","","","",""
"Taeglich","2012","Hessen","West","","","",""
"Taeglich","2012","Hessen","Ost","","","",""
"Taeglich","2012","Rheinland-Pfalz,Saarland","West","","","",""
"Taeglich","2012","Rheinland-Pfalz,Saarland","Ost","","","",""
"Taeglich","2012","Baden-Württemberg","West","","","",""
"Taeglich","2012","Baden-Württemberg","Ost","","","",""
"Taeglich","2012","Bayern","West","","","",""
"Taeglich","2012","Bayern","Ost","","","",""
"Taeglich","2012","Saarland","West","","","",""
"Taeglich","2012","Saarland","Ost","","","",""
"Taeglich","2012","Berlin","West","","","",""
"Taeglich","2012","Berlin","Ost","","","",""
"Taeglich","2012","Brandenburg","West","","","",""
"Taeglich","2012","Brandenburg","Ost","","","",""
"Taeglich","2012","Mecklenburg-Vorpommern","West","","","",""
"Taeglich","2012","Mecklenburg-Vorpommern","Ost","","","",""
"Taeglich","2012","Sachsen","West","","","",""
"Taeglich","2012","Sachsen","Ost","","","",""
"Taeglich","2012","Sachsen-Anhalt","West","","","",""
"Taeglich","2012","Sachsen-Anhalt","Ost","","","",""
"Taeglich","2012","Thüringen","West","","","",""
"Taeglich","2012","Thüringen","Ost","","","",""
"Min 1x pro Woche","2012","Schleswig-Holstein","West","","","",""
"Min 1x pro Woche","2012","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Woche","2012","Hamburg","West","","","",""
"Min 1x pro Woche","2012","Hamburg","Ost","","","",""
"Min 1x pro Woche","2012","Niedersachsen","West","","","",""
"Min 1x pro Woche","2012","Niedersachsen","Ost","","","",""
"Min 1x pro Woche","2012","Bremen","West","","","",""
"Min 1x pro Woche","2012","Bremen","Ost","","","",""
"Min 1x pro Woche","2012","Nordrhein-Westfalen","West","","","",""
"Min 1x pro Woche","2012","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Woche","2012","Hessen","West","","","",""
"Min 1x pro Woche","2012","Hessen","Ost","","","",""
"Min 1x pro Woche","2012","Rheinland-Pfalz,Saarland","West","","","",""
"Min 1x pro Woche","2012","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Woche","2012","Baden-Württemberg","West","","","",""
"Min 1x pro Woche","2012","Baden-Württemberg","Ost","","","",""
"Min 1x pro Woche","2012","Bayern","West","","","",""
"Min 1x pro Woche","2012","Bayern","Ost","","","",""
"Min 1x pro Woche","2012","Saarland","West","","","",""
"Min 1x pro Woche","2012","Saarland","Ost","","","",""
"Min 1x pro Woche","2012","Berlin","West","","","",""
"Min 1x pro Woche","2012","Berlin","Ost","","","",""
"Min 1x pro Woche","2012","Brandenburg","West","","","",""
"Min 1x pro Woche","2012","Brandenburg","Ost","","","",""
"Min 1x pro Woche","2012","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Woche","2012","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Woche","2012","Sachsen","West","","","",""
"Min 1x pro Woche","2012","Sachsen","Ost","","","",""
"Min 1x pro Woche","2012","Sachsen-Anhalt","West","","","",""
"Min 1x pro Woche","2012","Sachsen-Anhalt","Ost","","","",""
"Min 1x pro Woche","2012","Thüringen","West","","","",""
"Min 1x pro Woche","2012","Thüringen","Ost","","","",""
"Min 1x pro Monat","2012","Schleswig-Holstein","West","","","",""
"Min 1x pro Monat","2012","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Monat","2012","Hamburg","West","","","",""
"Min 1x pro Monat","2012","Hamburg","Ost","","","",""
"Min 1x pro Monat","2012","Niedersachsen","West","","","",""
"Min 1x pro Monat","2012","Niedersachsen","Ost","","","",""
"Min 1x pro Monat","2012","Bremen","West","","","",""
"Min 1x pro Monat","2012","Bremen","Ost","","","",""
"Min 1x pro Monat","2012","Nordrhein-Westfalen","West","","","",""
"Min 1x pro Monat","2012","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Monat","2012","Hessen","West","","","",""
"Min 1x pro Monat","2012","Hessen","Ost","","","",""
"Min 1x pro Monat","2012","Rheinland-Pfalz,Saarland","West","","","",""
"Min 1x pro Monat","2012","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Monat","2012","Baden-Württemberg","West","","","",""
"Min 1x pro Monat","2012","Baden-Württemberg","Ost","","","",""
"Min 1x pro Monat","2012","Bayern","West","","","",""
"Min 1x pro Monat","2012","Bayern","Ost","","","",""
"Min 1x pro Monat","2012","Saarland","West","","","",""
"Min 1x pro Monat","2012","Saarland","Ost","","","",""
"Min 1x pro Monat","2012","Berlin","West","","","",""
"Min 1x pro Monat","2012","Berlin","Ost","","","",""
"Min 1x pro Monat","2012","Brandenburg","West","","","",""
"Min 1x pro Monat","2012","Brandenburg","Ost","","","",""
"Min 1x pro Monat","2012","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Monat","2012","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Monat","2012","Sachsen","West","","","",""
"Min 1x pro Monat","2012","Sachsen","Ost","","","",""
"Min 1x pro Monat","2012","Sachsen-Anhalt","West","","","",""
"Min 1x pro Monat","2012","Sachsen-Anhalt","Ost","","","",""
"Min 1x pro Monat","2012","Thüringen","West","","","",""
"Min 1x pro Monat","2012","Thüringen","Ost","","","",""
"Seltener","2012","Schleswig-Holstein","West","","","",""
"Seltener","2012","Schleswig-Holstein","Ost","","","",""
"Seltener","2012","Hamburg","West","","","",""
"Seltener","2012","Hamburg","Ost","","","",""
"Seltener","2012","Niedersachsen","West","","","",""
"Seltener","2012","Niedersachsen","Ost","","","",""
"Seltener","2012","Bremen","West","","","",""
"Seltener","2012","Bremen","Ost","","","",""
"Seltener","2012","Nordrhein-Westfalen","West","","","",""
"Seltener","2012","Nordrhein-Westfalen","Ost","","","",""
"Seltener","2012","Hessen","West","","","",""
"Seltener","2012","Hessen","Ost","","","",""
"Seltener","2012","Rheinland-Pfalz,Saarland","West","","","",""
"Seltener","2012","Rheinland-Pfalz,Saarland","Ost","","","",""
"Seltener","2012","Baden-Württemberg","West","","","",""
"Seltener","2012","Baden-Württemberg","Ost","","","",""
"Seltener","2012","Bayern","West","","","",""
"Seltener","2012","Bayern","Ost","","","",""
"Seltener","2012","Saarland","West","","","",""
"Seltener","2012","Saarland","Ost","","","",""
"Seltener","2012","Berlin","West","","","",""
"Seltener","2012","Berlin","Ost","","","",""
"Seltener","2012","Brandenburg","West","","","",""
"Seltener","2012","Brandenburg","Ost","","","",""
"Seltener","2012","Mecklenburg-Vorpommern","West","","","",""
"Seltener","2012","Mecklenburg-Vorpommern","Ost","","","",""
"Seltener","2012","Sachsen","West","","","",""
"Seltener","2012","Sachsen","Ost","","","",""
"Seltener","2012","Sachsen-Anhalt","West","","","",""
"Seltener","2012","Sachsen-Anhalt","Ost","","","",""
"Seltener","2012","Thüringen","West","","","",""
"Seltener","2012","Thüringen","Ost","","","",""
"Nie","2012","Schleswig-Holstein","West","","","",""
"Nie","2012","Schleswig-Holstein","Ost","","","",""
"Nie","2012","Hamburg","West","","","",""
"Nie","2012","Hamburg","Ost","","","",""
"Nie","2012","Niedersachsen","West","","","",""
"Nie","2012","Niedersachsen","Ost","","","",""
"Nie","2012","Bremen","West","","","",""
"Nie","2012","Bremen","Ost","","","",""
"Nie","2012","Nordrhein-Westfalen","West","","","",""
"Nie","2012","Nordrhein-Westfalen","Ost","","","",""
"Nie","2012","Hessen","West","","","",""
"Nie","2012","Hessen","Ost","","","",""
"Nie","2012","Rheinland-Pfalz,Saarland","West","","","",""
"Nie","2012","Rheinland-Pfalz,Saarland","Ost","","","",""
"Nie","2012","Baden-Württemberg","West","","","",""
"Nie","2012","Baden-Württemberg","Ost","","","",""
"Nie","2012","Bayern","West","","","",""
"Nie","2012","Bayern","Ost","","","",""
"Nie","2012","Saarland","West","","","",""
"Nie","2012","Saarland","Ost","","","",""
"Nie","2012","Berlin","West","","","",""
"Nie","2012","Berlin","Ost","","","",""
"Nie","2012","Brandenburg","West","","","",""
"Nie","2012","Brandenburg","Ost","","","",""
"Nie","2012","Mecklenburg-Vorpommern","West","","","",""
"Nie","2012","Mecklenburg-Vorpommern","Ost","","","",""
"Nie","2012","Sachsen","West","","","",""
"Nie","2012","Sachsen","Ost","","","",""
"Nie","2012","Sachsen-Anhalt","West","","","",""
"Nie","2012","Sachsen-Anhalt","Ost","","","",""
"Nie","2012","Thüringen","West","","","",""
"Nie","2012","Thüringen","Ost","","","",""
"Taeglich","2013","Schleswig-Holstein","West","","","",""
"Taeglich","2013","Schleswig-Holstein","Ost","","","",""
"Taeglich","2013","Hamburg","West","","","",""
"Taeglich","2013","Hamburg","Ost","","","",""
"Taeglich","2013","Niedersachsen","West","","","",""
"Taeglich","2013","Niedersachsen","Ost","","","",""
"Taeglich","2013","Bremen","West","","","",""
"Taeglich","2013","Bremen","Ost","","","",""
"Taeglich","2013","Nordrhein-Westfalen","West","","","",""
"Taeglich","2013","Nordrhein-Westfalen","Ost","","","",""
"Taeglich","2013","Hessen","West","","","",""
"Taeglich","2013","Hessen","Ost","","","",""
"Taeglich","2013","Rheinland-Pfalz,Saarland","West","","","",""
"Taeglich","2013","Rheinland-Pfalz,Saarland","Ost","","","",""
"Taeglich","2013","Baden-Württemberg","West","","","",""
"Taeglich","2013","Baden-Württemberg","Ost","","","",""
"Taeglich","2013","Bayern","West","","","",""
"Taeglich","2013","Bayern","Ost","","","",""
"Taeglich","2013","Saarland","West","","","",""
"Taeglich","2013","Saarland","Ost","","","",""
"Taeglich","2013","Berlin","West","","","",""
"Taeglich","2013","Berlin","Ost","","","",""
"Taeglich","2013","Brandenburg","West","","","",""
"Taeglich","2013","Brandenburg","Ost","","","",""
"Taeglich","2013","Mecklenburg-Vorpommern","West","","","",""
"Taeglich","2013","Mecklenburg-Vorpommern","Ost","","","",""
"Taeglich","2013","Sachsen","West","","","",""
"Taeglich","2013","Sachsen","Ost","","","",""
"Taeglich","2013","Sachsen-Anhalt","West","","","",""
"Taeglich","2013","Sachsen-Anhalt","Ost","","","",""
"Taeglich","2013","Thüringen","West","","","",""
"Taeglich","2013","Thüringen","Ost","","","",""
"Min 1x pro Woche","2013","Schleswig-Holstein","West","46","0.0402343481446922","0.0274173800779353","0.0530513162114491"
"Min 1x pro Woche","2013","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Woche","2013","Hamburg","West","","","",""
"Min 1x pro Woche","2013","Hamburg","Ost","","","",""
"Min 1x pro Woche","2013","Niedersachsen","West","172","0.0664833860197199","0.0566005453867844","0.0763662266526555"
"Min 1x pro Woche","2013","Niedersachsen","Ost","","","",""
"Min 1x pro Woche","2013","Bremen","West","","","",""
"Min 1x pro Woche","2013","Bremen","Ost","","","",""
"Min 1x pro Woche","2013","Nordrhein-Westfalen","West","499","0.0954419672109101","0.0873636915446053","0.103520242877215"
"Min 1x pro Woche","2013","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Woche","2013","Hessen","West","131","0.0718860479071009","0.0597807316256614","0.0839913641885404"
"Min 1x pro Woche","2013","Hessen","Ost","","","",""
"Min 1x pro Woche","2013","Rheinland-Pfalz,Saarland","West","115","0.101624803171111","0.0845646352012825","0.11868497114094"
"Min 1x pro Woche","2013","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Woche","2013","Baden-Württemberg","West","315","0.110156905590385","0.0989422801235828","0.121371531057186"
"Min 1x pro Woche","2013","Baden-Württemberg","Ost","","","",""
"Min 1x pro Woche","2013","Bayern","West","482","0.122162025357689","0.112011185169671","0.132312865545707"
"Min 1x pro Woche","2013","Bayern","Ost","","","",""
"Min 1x pro Woche","2013","Saarland","West","","","",""
"Min 1x pro Woche","2013","Saarland","Ost","","","",""
"Min 1x pro Woche","2013","Berlin","West","46","0.0703174564879632","0.0486922699225303","0.0919426430533962"
"Min 1x pro Woche","2013","Berlin","Ost","","","",""
"Min 1x pro Woche","2013","Brandenburg","West","","","",""
"Min 1x pro Woche","2013","Brandenburg","Ost","30","0.017090739141627","0.0090935080798954","0.0250879702033586"
"Min 1x pro Woche","2013","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Woche","2013","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Woche","2013","Sachsen","West","","","",""
"Min 1x pro Woche","2013","Sachsen","Ost","99","0.0425336399791506","0.0329491544829758","0.0521181254753254"
"Min 1x pro Woche","2013","Sachsen-Anhalt","West","","","",""
"Min 1x pro Woche","2013","Sachsen-Anhalt","Ost","30","0.0224526915392803","0.0130810520946996","0.0318243309838609"
"Min 1x pro Woche","2013","Thüringen","West","","","",""
"Min 1x pro Woche","2013","Thüringen","Ost","55","0.0569721812226186","0.0425481740174144","0.0713961884278228"
"Min 1x pro Monat","2013","Schleswig-Holstein","West","59","0.0714256552650991","0.054628347761762","0.0882229627684363"
"Min 1x pro Monat","2013","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Monat","2013","Hamburg","West","31","0.0459505526462876","0.0254318968107277","0.0664692084818474"
"Min 1x pro Monat","2013","Hamburg","Ost","","","",""
"Min 1x pro Monat","2013","Niedersachsen","West","248","0.102426067835532","0.0903977590933327","0.114454376577732"
"Min 1x pro Monat","2013","Niedersachsen","Ost","","","",""
"Min 1x pro Monat","2013","Bremen","West","","","",""
"Min 1x pro Monat","2013","Bremen","Ost","","","",""
"Min 1x pro Monat","2013","Nordrhein-Westfalen","West","470","0.0786770707983526","0.0712748711967479","0.0860792703999574"
"Min 1x pro Monat","2013","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Monat","2013","Hessen","West","172","0.0971219526445372","0.0832439669400429","0.110999938349032"
"Min 1x pro Monat","2013","Hessen","Ost","","","",""
"Min 1x pro Monat","2013","Rheinland-Pfalz,Saarland","West","121","0.10670032210577","0.0892687714821384","0.124131872729402"
"Min 1x pro Monat","2013","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Monat","2013","Baden-Württemberg","West","350","0.105196659065541","0.0942069305203242","0.116186387610759"
"Min 1x pro Monat","2013","Baden-Württemberg","Ost","","","",""
"Min 1x pro Monat","2013","Bayern","West","586","0.120484303897751","0.110393779663928","0.130574828131574"
"Min 1x pro Monat","2013","Bayern","Ost","","","",""
"Min 1x pro Monat","2013","Saarland","West","","","",""
"Min 1x pro Monat","2013","Saarland","Ost","","","",""
"Min 1x pro Monat","2013","Berlin","West","30","0.0411814701661825","0.0243748617734632","0.0579880785589017"
"Min 1x pro Monat","2013","Berlin","Ost","","","",""
"Min 1x pro Monat","2013","Brandenburg","West","","","",""
"Min 1x pro Monat","2013","Brandenburg","Ost","43","0.0396150639631813","0.0275798072477461","0.0516503206786166"
"Min 1x pro Monat","2013","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Monat","2013","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Monat","2013","Sachsen","West","","","",""
"Min 1x pro Monat","2013","Sachsen","Ost","91","0.0488725941765726","0.0386327626599405","0.0591124256932048"
"Min 1x pro Monat","2013","Sachsen-Anhalt","West","","","",""
"Min 1x pro Monat","2013","Sachsen-Anhalt","Ost","41","0.0351818576955686","0.0235273323963238","0.0468363829948134"
"Min 1x pro Monat","2013","Thüringen","West","","","",""
"Min 1x pro Monat","2013","Thüringen","Ost","63","0.05025295410706","0.0366580224401604","0.0638478857739596"
"Seltener","2013","Schleswig-Holstein","West","251","0.272116352461385","0.243088659702633","0.301144045220136"
"Seltener","2013","Schleswig-Holstein","Ost","","","",""
"Seltener","2013","Hamburg","West","90","0.251264673832865","0.208758895370503","0.293770452295227"
"Seltener","2013","Hamburg","Ost","","","",""
"Seltener","2013","Niedersachsen","West","827","0.312383694365644","0.293997939602567","0.330769449128721"
"Seltener","2013","Niedersachsen","Ost","","","",""
"Seltener","2013","Bremen","West","49","0.317748922453736","0.249918743641015","0.385579101266458"
"Seltener","2013","Bremen","Ost","","","",""
"Seltener","2013","Nordrhein-Westfalen","West","1483","0.283969280153756","0.271571832919097","0.296366727388414"
"Seltener","2013","Nordrhein-Westfalen","Ost","","","",""
"Seltener","2013","Hessen","West","559","0.304479402673545","0.282912531523762","0.326046273823327"
"Seltener","2013","Hessen","Ost","","","",""
"Seltener","2013","Rheinland-Pfalz,Saarland","West","401","0.351374241269371","0.324419409612376","0.378329072926367"
"Seltener","2013","Rheinland-Pfalz,Saarland","Ost","","","",""
"Seltener","2013","Baden-Württemberg","West","939","0.301394111195607","0.28495774928519","0.317830473106024"
"Seltener","2013","Baden-Württemberg","Ost","","","",""
"Seltener","2013","Bayern","West","1272","0.307528076879095","0.293223659719972","0.321832494038217"
"Seltener","2013","Bayern","Ost","","","",""
"Seltener","2013","Saarland","West","68","0.310382003543653","0.246894892279876","0.373869114807429"
"Seltener","2013","Saarland","Ost","","","",""
"Seltener","2013","Berlin","West","100","0.158886640213556","0.127967179923694","0.189806100503419"
"Seltener","2013","Berlin","Ost","59","0.128733032153815","0.0975112578339143","0.159954806473715"
"Seltener","2013","Brandenburg","West","","","",""
"Seltener","2013","Brandenburg","Ost","163","0.159891930183442","0.137277619271887","0.182506241094998"
"Seltener","2013","Mecklenburg-Vorpommern","West","","","",""
"Seltener","2013","Mecklenburg-Vorpommern","Ost","70","0.143510864792673","0.115003088333007","0.172018641252339"
"Seltener","2013","Sachsen","West","","","",""
"Seltener","2013","Sachsen","Ost","248","0.153787244695611","0.136653956949704","0.170920532441517"
"Seltener","2013","Sachsen-Anhalt","West","","","",""
"Seltener","2013","Sachsen-Anhalt","Ost","116","0.10619927660331","0.0867100949014039","0.125688458305215"
"Seltener","2013","Thüringen","West","","","",""
"Seltener","2013","Thüringen","Ost","192","0.191756433800915","0.167257998045883","0.216254869555947"
"Nie","2013","Schleswig-Holstein","West","546","0.616039486983662","0.584318128877594","0.64776084508973"
"Nie","2013","Schleswig-Holstein","Ost","","","",""
"Nie","2013","Hamburg","West","263","0.665743255034534","0.61951456653757","0.711971943531499"
"Nie","2013","Hamburg","Ost","","","",""
"Nie","2013","Niedersachsen","West","1190","0.51713175697983","0.497308312100529","0.53695520185913"
"Nie","2013","Niedersachsen","Ost","","","",""
"Nie","2013","Bremen","West","118","0.610320765655284","0.539274458586012","0.681367072724557"
"Nie","2013","Bremen","Ost","","","",""
"Nie","2013","Nordrhein-Westfalen","West","2619","0.539905988799971","0.52620306876885","0.553608908831091"
"Nie","2013","Nordrhein-Westfalen","Ost","","","",""
"Nie","2013","Hessen","West","886","0.526001418479216","0.50260037815629","0.549402458802143"
"Nie","2013","Hessen","Ost","","","",""
"Nie","2013","Rheinland-Pfalz,Saarland","West","566","0.43845174372894","0.410435557868622","0.466467929589258"
"Nie","2013","Rheinland-Pfalz,Saarland","Ost","","","",""
"Nie","2013","Baden-Württemberg","West","1379","0.481428812467505","0.463531310297636","0.499326314637374"
"Nie","2013","Baden-Württemberg","Ost","","","",""
"Nie","2013","Bayern","West","1645","0.444549992984729","0.429146844986009","0.459953140983448"
"Nie","2013","Bayern","Ost","","","",""
"Nie","2013","Saarland","West","105","0.547946394424462","0.479650120099577","0.616242668749348"
"Nie","2013","Saarland","Ost","","","",""
"Nie","2013","Berlin","West","361","0.729614433132298","0.692048047782419","0.767180818482177"
"Nie","2013","Berlin","Ost","359","0.828971002251427","0.793868223141155","0.864073781361699"
"Nie","2013","Brandenburg","West","","","",""
"Nie","2013","Brandenburg","Ost","772","0.783265571690614","0.75784291229318","0.808688231088049"
"Nie","2013","Mecklenburg-Vorpommern","West","","","",""
"Nie","2013","Mecklenburg-Vorpommern","Ost","471","0.810871621580077","0.779028588717315","0.842714654442839"
"Nie","2013","Sachsen","West","","","",""
"Nie","2013","Sachsen","Ost","1262","0.754622553814346","0.734185279290437","0.775059828338256"
"Nie","2013","Sachsen-Anhalt","West","","","",""
"Nie","2013","Sachsen-Anhalt","Ost","773","0.836166174161842","0.812752985836208","0.859579362487475"
"Nie","2013","Thüringen","West","","","",""
"Nie","2013","Thüringen","Ost","680","0.699367691877911","0.670833678312257","0.727901705443566"
"Taeglich","2014","Schleswig-Holstein","West","","","",""
"Taeglich","2014","Schleswig-Holstein","Ost","","","",""
"Taeglich","2014","Hamburg","West","","","",""
"Taeglich","2014","Hamburg","Ost","","","",""
"Taeglich","2014","Niedersachsen","West","","","",""
"Taeglich","2014","Niedersachsen","Ost","","","",""
"Taeglich","2014","Bremen","West","","","",""
"Taeglich","2014","Bremen","Ost","","","",""
"Taeglich","2014","Nordrhein-Westfalen","West","","","",""
"Taeglich","2014","Nordrhein-Westfalen","Ost","","","",""
"Taeglich","2014","Hessen","West","","","",""
"Taeglich","2014","Hessen","Ost","","","",""
"Taeglich","2014","Rheinland-Pfalz,Saarland","West","","","",""
"Taeglich","2014","Rheinland-Pfalz,Saarland","Ost","","","",""
"Taeglich","2014","Baden-Württemberg","West","","","",""
"Taeglich","2014","Baden-Württemberg","Ost","","","",""
"Taeglich","2014","Bayern","West","","","",""
"Taeglich","2014","Bayern","Ost","","","",""
"Taeglich","2014","Saarland","West","","","",""
"Taeglich","2014","Saarland","Ost","","","",""
"Taeglich","2014","Berlin","West","","","",""
"Taeglich","2014","Berlin","Ost","","","",""
"Taeglich","2014","Brandenburg","West","","","",""
"Taeglich","2014","Brandenburg","Ost","","","",""
"Taeglich","2014","Mecklenburg-Vorpommern","West","","","",""
"Taeglich","2014","Mecklenburg-Vorpommern","Ost","","","",""
"Taeglich","2014","Sachsen","West","","","",""
"Taeglich","2014","Sachsen","Ost","","","",""
"Taeglich","2014","Sachsen-Anhalt","West","","","",""
"Taeglich","2014","Sachsen-Anhalt","Ost","","","",""
"Taeglich","2014","Thüringen","West","","","",""
"Taeglich","2014","Thüringen","Ost","","","",""
"Min 1x pro Woche","2014","Schleswig-Holstein","West","","","",""
"Min 1x pro Woche","2014","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Woche","2014","Hamburg","West","","","",""
"Min 1x pro Woche","2014","Hamburg","Ost","","","",""
"Min 1x pro Woche","2014","Niedersachsen","West","","","",""
"Min 1x pro Woche","2014","Niedersachsen","Ost","","","",""
"Min 1x pro Woche","2014","Bremen","West","","","",""
"Min 1x pro Woche","2014","Bremen","Ost","","","",""
"Min 1x pro Woche","2014","Nordrhein-Westfalen","West","","","",""
"Min 1x pro Woche","2014","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Woche","2014","Hessen","West","","","",""
"Min 1x pro Woche","2014","Hessen","Ost","","","",""
"Min 1x pro Woche","2014","Rheinland-Pfalz,Saarland","West","","","",""
"Min 1x pro Woche","2014","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Woche","2014","Baden-Württemberg","West","","","",""
"Min 1x pro Woche","2014","Baden-Württemberg","Ost","","","",""
"Min 1x pro Woche","2014","Bayern","West","","","",""
"Min 1x pro Woche","2014","Bayern","Ost","","","",""
"Min 1x pro Woche","2014","Saarland","West","","","",""
"Min 1x pro Woche","2014","Saarland","Ost","","","",""
"Min 1x pro Woche","2014","Berlin","West","","","",""
"Min 1x pro Woche","2014","Berlin","Ost","","","",""
"Min 1x pro Woche","2014","Brandenburg","West","","","",""
"Min 1x pro Woche","2014","Brandenburg","Ost","","","",""
"Min 1x pro Woche","2014","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Woche","2014","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Woche","2014","Sachsen","West","","","",""
"Min 1x pro Woche","2014","Sachsen","Ost","","","",""
"Min 1x pro Woche","2014","Sachsen-Anhalt","West","","","",""
"Min 1x pro Woche","2014","Sachsen-Anhalt","Ost","","","",""
"Min 1x pro Woche","2014","Thüringen","West","","","",""
"Min 1x pro Woche","2014","Thüringen","Ost","","","",""
"Min 1x pro Monat","2014","Schleswig-Holstein","West","","","",""
"Min 1x pro Monat","2014","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Monat","2014","Hamburg","West","","","",""
"Min 1x pro Monat","2014","Hamburg","Ost","","","",""
"Min 1x pro Monat","2014","Niedersachsen","West","","","",""
"Min 1x pro Monat","2014","Niedersachsen","Ost","","","",""
"Min 1x pro Monat","2014","Bremen","West","","","",""
"Min 1x pro Monat","2014","Bremen","Ost","","","",""
"Min 1x pro Monat","2014","Nordrhein-Westfalen","West","","","",""
"Min 1x pro Monat","2014","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Monat","2014","Hessen","West","","","",""
"Min 1x pro Monat","2014","Hessen","Ost","","","",""
"Min 1x pro Monat","2014","Rheinland-Pfalz,Saarland","West","","","",""
"Min 1x pro Monat","2014","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Monat","2014","Baden-Württemberg","West","","","",""
"Min 1x pro Monat","2014","Baden-Württemberg","Ost","","","",""
"Min 1x pro Monat","2014","Bayern","West","","","",""
"Min 1x pro Monat","2014","Bayern","Ost","","","",""
"Min 1x pro Monat","2014","Saarland","West","","","",""
"Min 1x pro Monat","2014","Saarland","Ost","","","",""
"Min 1x pro Monat","2014","Berlin","West","","","",""
"Min 1x pro Monat","2014","Berlin","Ost","","","",""
"Min 1x pro Monat","2014","Brandenburg","West","","","",""
"Min 1x pro Monat","2014","Brandenburg","Ost","","","",""
"Min 1x pro Monat","2014","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Monat","2014","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Monat","2014","Sachsen","West","","","",""
"Min 1x pro Monat","2014","Sachsen","Ost","","","",""
"Min 1x pro Monat","2014","Sachsen-Anhalt","West","","","",""
"Min 1x pro Monat","2014","Sachsen-Anhalt","Ost","","","",""
"Min 1x pro Monat","2014","Thüringen","West","","","",""
"Min 1x pro Monat","2014","Thüringen","Ost","","","",""
"Seltener","2014","Schleswig-Holstein","West","","","",""
"Seltener","2014","Schleswig-Holstein","Ost","","","",""
"Seltener","2014","Hamburg","West","","","",""
"Seltener","2014","Hamburg","Ost","","","",""
"Seltener","2014","Niedersachsen","West","","","",""
"Seltener","2014","Niedersachsen","Ost","","","",""
"Seltener","2014","Bremen","West","","","",""
"Seltener","2014","Bremen","Ost","","","",""
"Seltener","2014","Nordrhein-Westfalen","West","","","",""
"Seltener","2014","Nordrhein-Westfalen","Ost","","","",""
"Seltener","2014","Hessen","West","","","",""
"Seltener","2014","Hessen","Ost","","","",""
"Seltener","2014","Rheinland-Pfalz,Saarland","West","","","",""
"Seltener","2014","Rheinland-Pfalz,Saarland","Ost","","","",""
"Seltener","2014","Baden-Württemberg","West","","","",""
"Seltener","2014","Baden-Württemberg","Ost","","","",""
"Seltener","2014","Bayern","West","","","",""
"Seltener","2014","Bayern","Ost","","","",""
"Seltener","2014","Saarland","West","","","",""
"Seltener","2014","Saarland","Ost","","","",""
"Seltener","2014","Berlin","West","","","",""
"Seltener","2014","Berlin","Ost","","","",""
"Seltener","2014","Brandenburg","West","","","",""
"Seltener","2014","Brandenburg","Ost","","","",""
"Seltener","2014","Mecklenburg-Vorpommern","West","","","",""
"Seltener","2014","Mecklenburg-Vorpommern","Ost","","","",""
"Seltener","2014","Sachsen","West","","","",""
"Seltener","2014","Sachsen","Ost","","","",""
"Seltener","2014","Sachsen-Anhalt","West","","","",""
