"pli0098_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Seltener","1997","Nordrhein-Westfalen","West","791","0.322469764675691","0.304128821862889","0.340810707488493"
"Seltener","1997","Nordrhein-Westfalen","Ost","","","",""
"Seltener","1997","Hessen","West","295","0.343566761466135","0.311451659865723","0.375681863066547"
"Seltener","1997","Hessen","Ost","","","",""
"Seltener","1997","Rheinland-Pfalz,Saarland","West","221","0.271896482665344","0.239168647744325","0.304624317586363"
"Seltener","1997","Rheinland-Pfalz,Saarland","Ost","","","",""
"Seltener","1997","Baden-Württemberg","West","641","0.363177033719931","0.340309467318273","0.38604460012159"
"Seltener","1997","Baden-Württemberg","Ost","","","",""
"Seltener","1997","Bayern","West","533","0.321737489132441","0.298954454599462","0.344520523665419"
"Seltener","1997","Bayern","Ost","","","",""
"Seltener","1997","Saarland","West","","","",""
"Seltener","1997","Saarland","Ost","","","",""
"Seltener","1997","Berlin","West","61","0.227510749170199","0.177781265481639","0.27724023285876"
"Seltener","1997","Berlin","Ost","34","0.164209923197821","0.116743285824099","0.211676560571542"
"Seltener","1997","Brandenburg","West","","","",""
"Seltener","1997","Brandenburg","Ost","85","0.142934117283311","0.114763536548173","0.17110469801845"
"Seltener","1997","Mecklenburg-Vorpommern","West","","","",""
"Seltener","1997","Mecklenburg-Vorpommern","Ost","60","0.184747113989101","0.146131118766463","0.223363109211739"
"Seltener","1997","Sachsen","West","","","",""
"Seltener","1997","Sachsen","Ost","186","0.188171457425734","0.164828855069147","0.211514059782322"
"Seltener","1997","Sachsen-Anhalt","West","","","",""
"Seltener","1997","Sachsen-Anhalt","Ost","90","0.121201324116218","0.0963403881198497","0.146062260112586"
"Seltener","1997","Thüringen","West","","","",""
"Seltener","1997","Thüringen","Ost","135","0.173750394303805","0.144800053790801","0.202700734816809"
"Nie","1997","Schleswig-Holstein","West","148","0.529447627572876","0.469465376592123","0.589429878553629"
"Nie","1997","Schleswig-Holstein","Ost","","","",""
"Nie","1997","Hamburg","West","80","0.71153296049992","0.631791743674974","0.791274177324866"
"Nie","1997","Hamburg","Ost","","","",""
"Nie","1997","Niedersachsen","West","520","0.514861150600528","0.484294985287652","0.545427315913404"
"Nie","1997","Niedersachsen","Ost","","","",""
"Nie","1997","Bremen","West","58","0.581035179489064","0.479101704651235","0.682968654326894"
"Nie","1997","Bremen","Ost","","","",""
"Nie","1997","Nordrhein-Westfalen","West","1115","0.444019150778869","0.424523237550071","0.463515064007667"
"Nie","1997","Nordrhein-Westfalen","Ost","","","",""
"Nie","1997","Hessen","West","350","0.460065133345354","0.426360563015714","0.493769703674993"
"Nie","1997","Hessen","Ost","","","",""
"Nie","1997","Rheinland-Pfalz,Saarland","West","295","0.438630116044924","0.402130130278574","0.475130101811274"
"Nie","1997","Rheinland-Pfalz,Saarland","Ost","","","",""
"Nie","1997","Baden-Württemberg","West","593","0.366466086143627","0.343554601571536","0.389377570715718"
"Nie","1997","Baden-Württemberg","Ost","","","",""
"Nie","1997","Bayern","West","617","0.376304956830432","0.352677447493429","0.399932466167435"
"Nie","1997","Bayern","Ost","","","",""
"Nie","1997","Saarland","West","","","",""
"Nie","1997","Saarland","Ost","","","",""
"Nie","1997","Berlin","West","182","0.668429975062829","0.612585224294343","0.724274725831315"
"Nie","1997","Berlin","Ost","188","0.783416032303662","0.730638443818862","0.836193620788461"
"Nie","1997","Brandenburg","West","","","",""
"Nie","1997","Brandenburg","Ost","479","0.791204117756414","0.758490695570428","0.823917539942399"
"Nie","1997","Mecklenburg-Vorpommern","West","","","",""
"Nie","1997","Mecklenburg-Vorpommern","Ost","307","0.760513991612677","0.718049502334392","0.802978480890962"
"Nie","1997","Sachsen","West","","","",""
"Nie","1997","Sachsen","Ost","792","0.711545420997629","0.684488381714036","0.738602460281222"
"Nie","1997","Sachsen-Anhalt","West","","","",""
"Nie","1997","Sachsen-Anhalt","Ost","534","0.83332223357772","0.804932297352461","0.861712169802978"
"Nie","1997","Thüringen","West","","","",""
"Nie","1997","Thüringen","Ost","436","0.680100110878022","0.64446085630374","0.715739365452303"
"Taeglich","1998","Schleswig-Holstein","West","","","",""
"Taeglich","1998","Schleswig-Holstein","Ost","","","",""
"Taeglich","1998","Hamburg","West","","","",""
"Taeglich","1998","Hamburg","Ost","","","",""
"Taeglich","1998","Niedersachsen","West","","","",""
"Taeglich","1998","Niedersachsen","Ost","","","",""
"Taeglich","1998","Bremen","West","","","",""
"Taeglich","1998","Bremen","Ost","","","",""
"Taeglich","1998","Nordrhein-Westfalen","West","31","0.00764729495713113","0.00442979377327392","0.0108647961409883"
"Taeglich","1998","Nordrhein-Westfalen","Ost","","","",""
"Taeglich","1998","Hessen","West","","","",""
"Taeglich","1998","Hessen","Ost","","","",""
"Taeglich","1998","Rheinland-Pfalz,Saarland","West","","","",""
"Taeglich","1998","Rheinland-Pfalz,Saarland","Ost","","","",""
"Taeglich","1998","Baden-Württemberg","West","","","",""
"Taeglich","1998","Baden-Württemberg","Ost","","","",""
"Taeglich","1998","Bayern","West","","","",""
"Taeglich","1998","Bayern","Ost","","","",""
"Taeglich","1998","Saarland","West","","","",""
"Taeglich","1998","Saarland","Ost","","","",""
"Taeglich","1998","Berlin","West","","","",""
"Taeglich","1998","Berlin","Ost","","","",""
"Taeglich","1998","Brandenburg","West","","","",""
"Taeglich","1998","Brandenburg","Ost","","","",""
"Taeglich","1998","Mecklenburg-Vorpommern","West","","","",""
"Taeglich","1998","Mecklenburg-Vorpommern","Ost","","","",""
"Taeglich","1998","Sachsen","West","","","",""
"Taeglich","1998","Sachsen","Ost","","","",""
"Taeglich","1998","Sachsen-Anhalt","West","","","",""
"Taeglich","1998","Sachsen-Anhalt","Ost","","","",""
"Taeglich","1998","Thüringen","West","","","",""
"Taeglich","1998","Thüringen","Ost","","","",""
"Min 1x pro Woche","1998","Schleswig-Holstein","West","","","",""
"Min 1x pro Woche","1998","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Woche","1998","Hamburg","West","","","",""
"Min 1x pro Woche","1998","Hamburg","Ost","","","",""
"Min 1x pro Woche","1998","Niedersachsen","West","88","0.0665083585161895","0.0523276125247996","0.0806891045075794"
"Min 1x pro Woche","1998","Niedersachsen","Ost","","","",""
"Min 1x pro Woche","1998","Bremen","West","","","",""
"Min 1x pro Woche","1998","Bremen","Ost","","","",""
"Min 1x pro Woche","1998","Nordrhein-Westfalen","West","349","0.125847297136934","0.113596979082771","0.138097615191097"
"Min 1x pro Woche","1998","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Woche","1998","Hessen","West","85","0.0986732621527498","0.0796391284736481","0.117707395831851"
"Min 1x pro Woche","1998","Hessen","Ost","","","",""
"Min 1x pro Woche","1998","Rheinland-Pfalz,Saarland","West","112","0.160095628601787","0.134717151096251","0.185474106107322"
"Min 1x pro Woche","1998","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Woche","1998","Baden-Württemberg","West","253","0.130013487734164","0.114485286093724","0.145541689374604"
"Min 1x pro Woche","1998","Baden-Württemberg","Ost","","","",""
"Min 1x pro Woche","1998","Bayern","West","280","0.166705223267831","0.149767089730023","0.183643356805638"
"Min 1x pro Woche","1998","Bayern","Ost","","","",""
"Min 1x pro Woche","1998","Saarland","West","","","",""
"Min 1x pro Woche","1998","Saarland","Ost","","","",""
"Min 1x pro Woche","1998","Berlin","West","","","",""
"Min 1x pro Woche","1998","Berlin","Ost","","","",""
"Min 1x pro Woche","1998","Brandenburg","West","","","",""
"Min 1x pro Woche","1998","Brandenburg","Ost","","","",""
"Min 1x pro Woche","1998","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Woche","1998","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Woche","1998","Sachsen","West","","","",""
"Min 1x pro Woche","1998","Sachsen","Ost","46","0.0467709058384073","0.0346772897246328","0.0588645219521819"
"Min 1x pro Woche","1998","Sachsen-Anhalt","West","","","",""
"Min 1x pro Woche","1998","Sachsen-Anhalt","Ost","","","",""
"Min 1x pro Woche","1998","Thüringen","West","","","",""
"Min 1x pro Woche","1998","Thüringen","Ost","34","0.0603122823208373","0.0430427205246363","0.0775818441170383"
"Min 1x pro Monat","1998","Schleswig-Holstein","West","","","",""
"Min 1x pro Monat","1998","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Monat","1998","Hamburg","West","","","",""
"Min 1x pro Monat","1998","Hamburg","Ost","","","",""
"Min 1x pro Monat","1998","Niedersachsen","West","98","0.0817846779472912","0.0661886505956648","0.0973807052989176"
"Min 1x pro Monat","1998","Niedersachsen","Ost","","","",""
"Min 1x pro Monat","1998","Bremen","West","","","",""
"Min 1x pro Monat","1998","Bremen","Ost","","","",""
"Min 1x pro Monat","1998","Nordrhein-Westfalen","West","288","0.105885831972635","0.0945214144574458","0.117250249487825"
"Min 1x pro Monat","1998","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Monat","1998","Hessen","West","84","0.0904331229005994","0.072127971417574","0.108738274383625"
"Min 1x pro Monat","1998","Hessen","Ost","","","",""
"Min 1x pro Monat","1998","Rheinland-Pfalz,Saarland","West","90","0.114914531458688","0.0928425670355022","0.136986495881874"
"Min 1x pro Monat","1998","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Monat","1998","Baden-Württemberg","West","269","0.158439805341303","0.141580276233151","0.175299334449455"
"Min 1x pro Monat","1998","Baden-Württemberg","Ost","","","",""
"Min 1x pro Monat","1998","Bayern","West","270","0.135365202575153","0.119817669385326","0.150912735764981"
"Min 1x pro Monat","1998","Bayern","Ost","","","",""
"Min 1x pro Monat","1998","Saarland","West","","","",""
"Min 1x pro Monat","1998","Saarland","Ost","","","",""
"Min 1x pro Monat","1998","Berlin","West","","","",""
"Min 1x pro Monat","1998","Berlin","Ost","","","",""
"Min 1x pro Monat","1998","Brandenburg","West","","","",""
"Min 1x pro Monat","1998","Brandenburg","Ost","","","",""
"Min 1x pro Monat","1998","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Monat","1998","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Monat","1998","Sachsen","West","","","",""
"Min 1x pro Monat","1998","Sachsen","Ost","69","0.0619601047612831","0.0481519269816321","0.0757682825409342"
"Min 1x pro Monat","1998","Sachsen-Anhalt","West","","","",""
"Min 1x pro Monat","1998","Sachsen-Anhalt","Ost","","","",""
"Min 1x pro Monat","1998","Thüringen","West","","","",""
"Min 1x pro Monat","1998","Thüringen","Ost","46","0.0542688107536228","0.037834720445417","0.0707029010618286"
"Seltener","1998","Schleswig-Holstein","West","130","0.391687918166729","0.340180254353808","0.443195581979649"
"Seltener","1998","Schleswig-Holstein","Ost","","","",""
"Seltener","1998","Hamburg","West","39","0.20841395473529","0.144263433028976","0.272564476441603"
"Seltener","1998","Hamburg","Ost","","","",""
"Seltener","1998","Niedersachsen","West","396","0.346487439803584","0.319405706059286","0.373569173547881"
"Seltener","1998","Niedersachsen","Ost","","","",""
"Seltener","1998","Bremen","West","","","",""
"Seltener","1998","Bremen","Ost","","","",""
"Seltener","1998","Nordrhein-Westfalen","West","916","0.324887492460457","0.30758987298803","0.342185111932885"
"Seltener","1998","Nordrhein-Westfalen","Ost","","","",""
"Seltener","1998","Hessen","West","322","0.339369917516577","0.309148969138214","0.36959086589494"
"Seltener","1998","Hessen","Ost","","","",""
"Seltener","1998","Rheinland-Pfalz,Saarland","West","283","0.331427146681733","0.298848779401531","0.364005513961935"
"Seltener","1998","Rheinland-Pfalz,Saarland","Ost","","","",""
"Seltener","1998","Baden-Württemberg","West","652","0.344207058540577","0.322270729458315","0.366143387622839"
"Seltener","1998","Baden-Württemberg","Ost","","","",""
"Seltener","1998","Bayern","West","633","0.330471774905143","0.309094947515835","0.351848602294451"
"Seltener","1998","Bayern","Ost","","","",""
"Seltener","1998","Saarland","West","","","",""
"Seltener","1998","Saarland","Ost","","","",""
"Seltener","1998","Berlin","West","55","0.193997681254802","0.148642899608431","0.239352462901173"
"Seltener","1998","Berlin","Ost","","","",""
"Seltener","1998","Brandenburg","West","","","",""
"Seltener","1998","Brandenburg","Ost","101","0.167189711133923","0.137722736473552","0.196656685794294"
"Seltener","1998","Mecklenburg-Vorpommern","West","","","",""
"Seltener","1998","Mecklenburg-Vorpommern","Ost","65","0.183438954853214","0.145745955946134","0.221131953760294"
"Seltener","1998","Sachsen","West","","","",""
"Seltener","1998","Sachsen","Ost","190","0.175818165726718","0.154015327373708","0.197621004079728"
"Seltener","1998","Sachsen-Anhalt","West","","","",""
"Seltener","1998","Sachsen-Anhalt","Ost","121","0.157528376293959","0.130326709322951","0.184730043264968"
"Seltener","1998","Thüringen","West","","","",""
"Seltener","1998","Thüringen","Ost","182","0.218979177913262","0.188979307576393","0.24897904825013"
"Nie","1998","Schleswig-Holstein","West","175","0.513186419393983","0.460444313838671","0.565928524949296"
"Nie","1998","Schleswig-Holstein","Ost","","","",""
"Nie","1998","Hamburg","West","96","0.69226373803991","0.619366200327524","0.765161275752296"
"Nie","1998","Hamburg","Ost","","","",""
"Nie","1998","Niedersachsen","West","593","0.498227876454633","0.469771930778423","0.526683822130842"
"Nie","1998","Niedersachsen","Ost","","","",""
"Nie","1998","Bremen","West","62","0.596460246187821","0.500303002688557","0.692617489687085"
"Nie","1998","Bremen","Ost","","","",""
"Nie","1998","Nordrhein-Westfalen","West","1232","0.435732083472842","0.417418041130218","0.454046125815466"
"Nie","1998","Nordrhein-Westfalen","Ost","","","",""
"Nie","1998","Hessen","West","439","0.458245213991387","0.426444081084053","0.490046346898721"
"Nie","1998","Hessen","Ost","","","",""
"Nie","1998","Rheinland-Pfalz,Saarland","West","312","0.385505573915281","0.351820677848121","0.41919046998244"
"Nie","1998","Rheinland-Pfalz,Saarland","Ost","","","",""
"Nie","1998","Baden-Württemberg","West","615","0.362392473003033","0.34019840053889","0.384586545467176"
"Nie","1998","Baden-Württemberg","Ost","","","",""
"Nie","1998","Bayern","West","663","0.360214755085759","0.338398034070318","0.3820314761012"
"Nie","1998","Bayern","Ost","","","",""
"Nie","1998","Saarland","West","","","",""
"Nie","1998","Saarland","Ost","","","",""
"Nie","1998","Berlin","West","197","0.677352809112918","0.623732652569416","0.730972965656421"
"Nie","1998","Berlin","Ost","199","0.845619704214057","0.799226580846494","0.892012827581621"
"Nie","1998","Brandenburg","West","","","",""
"Nie","1998","Brandenburg","Ost","485","0.774106823960861","0.741084339940996","0.807129307980727"
"Nie","1998","Mecklenburg-Vorpommern","West","","","",""
"Nie","1998","Mecklenburg-Vorpommern","Ost","312","0.7391575293925","0.696393537895367","0.781921520889633"
"Nie","1998","Sachsen","West","","","",""
"Nie","1998","Sachsen","Ost","865","0.714028635571675","0.688147177948022","0.739910093195329"
"Nie","1998","Sachsen-Anhalt","West","","","",""
"Nie","1998","Sachsen-Anhalt","Ost","532","0.793685733275179","0.76347039941369","0.823901067136668"
"Nie","1998","Thüringen","West","","","",""
"Nie","1998","Thüringen","Ost","467","0.665675386154982","0.631453646248243","0.699897126061721"
"Taeglich","1999","Schleswig-Holstein","West","","","",""
"Taeglich","1999","Schleswig-Holstein","Ost","","","",""
"Taeglich","1999","Hamburg","West","","","",""
"Taeglich","1999","Hamburg","Ost","","","",""
"Taeglich","1999","Niedersachsen","West","","","",""
"Taeglich","1999","Niedersachsen","Ost","","","",""
"Taeglich","1999","Bremen","West","","","",""
"Taeglich","1999","Bremen","Ost","","","",""
"Taeglich","1999","Nordrhein-Westfalen","West","","","",""
"Taeglich","1999","Nordrhein-Westfalen","Ost","","","",""
"Taeglich","1999","Hessen","West","","","",""
"Taeglich","1999","Hessen","Ost","","","",""
"Taeglich","1999","Rheinland-Pfalz,Saarland","West","","","",""
"Taeglich","1999","Rheinland-Pfalz,Saarland","Ost","","","",""
"Taeglich","1999","Baden-Württemberg","West","","","",""
"Taeglich","1999","Baden-Württemberg","Ost","","","",""
"Taeglich","1999","Bayern","West","","","",""
"Taeglich","1999","Bayern","Ost","","","",""
"Taeglich","1999","Saarland","West","","","",""
"Taeglich","1999","Saarland","Ost","","","",""
"Taeglich","1999","Berlin","West","","","",""
"Taeglich","1999","Berlin","Ost","","","",""
"Taeglich","1999","Brandenburg","West","","","",""
"Taeglich","1999","Brandenburg","Ost","","","",""
"Taeglich","1999","Mecklenburg-Vorpommern","West","","","",""
"Taeglich","1999","Mecklenburg-Vorpommern","Ost","","","",""
"Taeglich","1999","Sachsen","West","","","",""
"Taeglich","1999","Sachsen","Ost","","","",""
"Taeglich","1999","Sachsen-Anhalt","West","","","",""
"Taeglich","1999","Sachsen-Anhalt","Ost","","","",""
"Taeglich","1999","Thüringen","West","","","",""
"Taeglich","1999","Thüringen","Ost","","","",""
"Min 1x pro Woche","1999","Schleswig-Holstein","West","","","",""
"Min 1x pro Woche","1999","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Woche","1999","Hamburg","West","","","",""
"Min 1x pro Woche","1999","Hamburg","Ost","","","",""
"Min 1x pro Woche","1999","Niedersachsen","West","86","0.0715205157545339","0.0566720053938095","0.0863690261152583"
"Min 1x pro Woche","1999","Niedersachsen","Ost","","","",""
"Min 1x pro Woche","1999","Bremen","West","","","",""
"Min 1x pro Woche","1999","Bremen","Ost","","","",""
"Min 1x pro Woche","1999","Nordrhein-Westfalen","West","309","0.117901737614763","0.105714913671317","0.130088561558209"
"Min 1x pro Woche","1999","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Woche","1999","Hessen","West","83","0.100997754568568","0.0812123248802016","0.120783184256935"
"Min 1x pro Woche","1999","Hessen","Ost","","","",""
"Min 1x pro Woche","1999","Rheinland-Pfalz,Saarland","West","101","0.160673107486008","0.134684226827236","0.186661988144781"
"Min 1x pro Woche","1999","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Woche","1999","Baden-Württemberg","West","228","0.124134158566191","0.108569345566909","0.139698971565473"
"Min 1x pro Woche","1999","Baden-Württemberg","Ost","","","",""
"Min 1x pro Woche","1999","Bayern","West","277","0.17639787255619","0.158730590799764","0.194065154312616"
"Min 1x pro Woche","1999","Bayern","Ost","","","",""
"Min 1x pro Woche","1999","Saarland","West","","","",""
"Min 1x pro Woche","1999","Saarland","Ost","","","",""
"Min 1x pro Woche","1999","Berlin","West","","","",""
"Min 1x pro Woche","1999","Berlin","Ost","","","",""
"Min 1x pro Woche","1999","Brandenburg","West","","","",""
"Min 1x pro Woche","1999","Brandenburg","Ost","","","",""
"Min 1x pro Woche","1999","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Woche","1999","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Woche","1999","Sachsen","West","","","",""
"Min 1x pro Woche","1999","Sachsen","Ost","39","0.0416528060878047","0.0300599928639596","0.0532456193116499"
"Min 1x pro Woche","1999","Sachsen-Anhalt","West","","","",""
"Min 1x pro Woche","1999","Sachsen-Anhalt","Ost","","","",""
"Min 1x pro Woche","1999","Thüringen","West","","","",""
"Min 1x pro Woche","1999","Thüringen","Ost","33","0.0551295505008914","0.038412104117396","0.0718469968843868"
"Min 1x pro Monat","1999","Schleswig-Holstein","West","","","",""
"Min 1x pro Monat","1999","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Monat","1999","Hamburg","West","","","",""
"Min 1x pro Monat","1999","Hamburg","Ost","","","",""
"Min 1x pro Monat","1999","Niedersachsen","West","86","0.0702522675254652","0.0555259503963608","0.0849785846545697"
"Min 1x pro Monat","1999","Niedersachsen","Ost","","","",""
"Min 1x pro Monat","1999","Bremen","West","","","",""
"Min 1x pro Monat","1999","Bremen","Ost","","","",""
"Min 1x pro Monat","1999","Nordrhein-Westfalen","West","276","0.0930115023374568","0.0820355763375983","0.103987428337315"
"Min 1x pro Monat","1999","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Monat","1999","Hessen","West","81","0.0858300015199253","0.0674374372921246","0.104222565747726"
"Min 1x pro Monat","1999","Hessen","Ost","","","",""
"Min 1x pro Monat","1999","Rheinland-Pfalz,Saarland","West","80","0.106527726140406","0.0846942805816931","0.12836117169912"
"Min 1x pro Monat","1999","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Monat","1999","Baden-Württemberg","West","232","0.136640779098342","0.120427704126413","0.152853854070271"
"Min 1x pro Monat","1999","Baden-Württemberg","Ost","","","",""
"Min 1x pro Monat","1999","Bayern","West","221","0.112816071386785","0.0981519295429735","0.127480213230598"
"Min 1x pro Monat","1999","Bayern","Ost","","","",""
"Min 1x pro Monat","1999","Saarland","West","","","",""
"Min 1x pro Monat","1999","Saarland","Ost","","","",""
"Min 1x pro Monat","1999","Berlin","West","","","",""
"Min 1x pro Monat","1999","Berlin","Ost","","","",""
"Min 1x pro Monat","1999","Brandenburg","West","","","",""
"Min 1x pro Monat","1999","Brandenburg","Ost","","","",""
"Min 1x pro Monat","1999","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Monat","1999","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Monat","1999","Sachsen","West","","","",""
"Min 1x pro Monat","1999","Sachsen","Ost","66","0.0628598892010541","0.0487769164907125","0.0769428619113957"
"Min 1x pro Monat","1999","Sachsen-Anhalt","West","","","",""
"Min 1x pro Monat","1999","Sachsen-Anhalt","Ost","","","",""
"Min 1x pro Monat","1999","Thüringen","West","","","",""
"Min 1x pro Monat","1999","Thüringen","Ost","35","0.0434185419183701","0.0284909354792355","0.0583461483575047"
"Seltener","1999","Schleswig-Holstein","West","133","0.421957868345795","0.367930991027577","0.475984745664013"
"Seltener","1999","Schleswig-Holstein","Ost","","","",""
"Seltener","1999","Hamburg","West","32","0.185983485883105","0.121065902068539","0.250901069697672"
"Seltener","1999","Hamburg","Ost","","","",""
"Seltener","1999","Niedersachsen","West","405","0.362019043481851","0.334327256795553","0.389710830168149"
"Seltener","1999","Niedersachsen","Ost","","","",""
"Seltener","1999","Bremen","West","","","",""
"Seltener","1999","Bremen","Ost","","","",""
"Seltener","1999","Nordrhein-Westfalen","West","919","0.347657198190552","0.32966080383863","0.365653592542474"
"Seltener","1999","Nordrhein-Westfalen","Ost","","","",""
"Seltener","1999","Hessen","West","320","0.353248442917366","0.321863733745773","0.38463315208896"
"Seltener","1999","Hessen","Ost","","","",""
"Seltener","1999","Rheinland-Pfalz,Saarland","West","278","0.343790852648382","0.310176967828191","0.377404737468573"
"Seltener","1999","Rheinland-Pfalz,Saarland","Ost","","","",""
"Seltener","1999","Baden-Württemberg","West","669","0.372374364403239","0.349554151870446","0.395194576936032"
"Seltener","1999","Baden-Württemberg","Ost","","","",""
"Seltener","1999","Bayern","West","602","0.335374842033049","0.313491282610719","0.35725840145538"
"Seltener","1999","Bayern","Ost","","","",""
"Seltener","1999","Saarland","West","","","",""
"Seltener","1999","Saarland","Ost","","","",""
"Seltener","1999","Berlin","West","61","0.22195592940921","0.173878347435061","0.270033511383359"
"Seltener","1999","Berlin","Ost","","","",""
"Seltener","1999","Brandenburg","West","","","",""
"Seltener","1999","Brandenburg","Ost","89","0.170280907535152","0.140002309845824","0.20055950522448"
"Seltener","1999","Mecklenburg-Vorpommern","West","","","",""
"Seltener","1999","Mecklenburg-Vorpommern","Ost","59","0.170060052302407","0.133058070369363","0.207062034235452"
"Seltener","1999","Sachsen","West","","","",""
"Seltener","1999","Sachsen","Ost","217","0.206190009863581","0.182715455382672","0.22966456434449"
"Seltener","1999","Sachsen-Anhalt","West","","","",""
"Seltener","1999","Sachsen-Anhalt","Ost","107","0.137714786684291","0.111927729138449","0.163501844230133"
"Seltener","1999","Thüringen","West","","","",""
"Seltener","1999","Thüringen","Ost","197","0.242112088387327","0.210735746626563","0.27348843014809"
"Nie","1999","Schleswig-Holstein","West","163","0.522124304919719","0.467480617138252","0.576767992701186"
"Nie","1999","Schleswig-Holstein","Ost","","","",""
"Nie","1999","Hamburg","West","83","0.680877896358385","0.603106193399859","0.75864959931691"
"Nie","1999","Hamburg","Ost","","","",""
"Nie","1999","Niedersachsen","West","580","0.49620817323815","0.467398460563441","0.525017885912858"
"Nie","1999","Niedersachsen","Ost","","","",""
"Nie","1999","Bremen","West","59","0.643452089804481","0.543377501889286","0.743526677719676"
"Nie","1999","Bremen","Ost","","","",""
"Nie","1999","Nordrhein-Westfalen","West","1186","0.441429561857228","0.422664861595609","0.460194262118847"
"Nie","1999","Nordrhein-Westfalen","Ost","","","",""
"Nie","1999","Hessen","West","407","0.45992380099414","0.427198797570491","0.492648804417789"
"Nie","1999","Hessen","Ost","","","",""
"Nie","1999","Rheinland-Pfalz,Saarland","West","308","0.389008313725204","0.354506057109944","0.423510570340463"
"Nie","1999","Rheinland-Pfalz,Saarland","Ost","","","",""
"Nie","1999","Baden-Württemberg","West","595","0.366850697932228","0.344100917924831","0.389600477939625"
"Nie","1999","Baden-Württemberg","Ost","","","",""
"Nie","1999","Bayern","West","688","0.375411214023975","0.352966449895646","0.397855978152303"
"Nie","1999","Bayern","Ost","","","",""
"Nie","1999","Saarland","West","","","",""
"Nie","1999","Saarland","Ost","","","",""
"Nie","1999","Berlin","West","194","0.662336169304194","0.607623405935015","0.717048932673373"
"Nie","1999","Berlin","Ost","182","0.810924893587821","0.759531990306144","0.862317796869497"
"Nie","1999","Brandenburg","West","","","",""
"Nie","1999","Brandenburg","Ost","474","0.775927783677653","0.742339184329274","0.809516383026033"
"Nie","1999","Mecklenburg-Vorpommern","West","","","",""
"Nie","1999","Mecklenburg-Vorpommern","Ost","305","0.74878006435591","0.706062676827073","0.791497451884747"
"Nie","1999","Sachsen","West","","","",""
"Nie","1999","Sachsen","Ost","819","0.68929729484756","0.662445020659668","0.716149569035453"
"Nie","1999","Sachsen-Anhalt","West","","","",""
"Nie","1999","Sachsen-Anhalt","Ost","545","0.821045182627882","0.792361080590628","0.849729284665135"
"Nie","1999","Thüringen","West","","","",""
"Nie","1999","Thüringen","Ost","451","0.659339819193412","0.624625638597363","0.69405399978946"
"Taeglich","2000","Schleswig-Holstein","West","","","",""
"Taeglich","2000","Schleswig-Holstein","Ost","","","",""
"Taeglich","2000","Hamburg","West","","","",""
"Taeglich","2000","Hamburg","Ost","","","",""
"Taeglich","2000","Niedersachsen","West","","","",""
"Taeglich","2000","Niedersachsen","Ost","","","",""
"Taeglich","2000","Bremen","West","","","",""
"Taeglich","2000","Bremen","Ost","","","",""
"Taeglich","2000","Nordrhein-Westfalen","West","","","",""
"Taeglich","2000","Nordrhein-Westfalen","Ost","","","",""
"Taeglich","2000","Hessen","West","","","",""
"Taeglich","2000","Hessen","Ost","","","",""
"Taeglich","2000","Rheinland-Pfalz,Saarland","West","","","",""
"Taeglich","2000","Rheinland-Pfalz,Saarland","Ost","","","",""
"Taeglich","2000","Baden-Württemberg","West","","","",""
"Taeglich","2000","Baden-Württemberg","Ost","","","",""
"Taeglich","2000","Bayern","West","","","",""
"Taeglich","2000","Bayern","Ost","","","",""
"Taeglich","2000","Saarland","West","","","",""
"Taeglich","2000","Saarland","Ost","","","",""
"Taeglich","2000","Berlin","West","","","",""
"Taeglich","2000","Berlin","Ost","","","",""
"Taeglich","2000","Brandenburg","West","","","",""
"Taeglich","2000","Brandenburg","Ost","","","",""
"Taeglich","2000","Mecklenburg-Vorpommern","West","","","",""
"Taeglich","2000","Mecklenburg-Vorpommern","Ost","","","",""
"Taeglich","2000","Sachsen","West","","","",""
"Taeglich","2000","Sachsen","Ost","","","",""
"Taeglich","2000","Sachsen-Anhalt","West","","","",""
"Taeglich","2000","Sachsen-Anhalt","Ost","","","",""
"Taeglich","2000","Thüringen","West","","","",""
"Taeglich","2000","Thüringen","Ost","","","",""
"Min 1x pro Woche","2000","Schleswig-Holstein","West","","","",""
